numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,doubleaccount,doubleaccounts
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,375,Acétates ; de plomb,Martinique,51,30,,51930,Kilo,,,,1.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Villes anséatiques,111,3700,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Belgique,21,700,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Angleterre,120,4000,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Espagne,1095,36500,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Autriche,60,2000,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Etats Sardes,372166.86,12405562,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Deux-Siciles,4440,148000,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Toscane,1125,37500,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Etats romains,450,15000,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Suisse,16694.73,556491,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Allemagne,92215.5,3073850,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Grèce,11880,396000,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Turquie,96642,3221400,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Alger,29100,970000,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Sangsues,Etats barbares,19155,638500,,678462,pièce,,,,0.03,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Russie,11410,1141,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Villes anséatiques,14520,1452,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Angleterre,3230,323,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Etats Sardes,3020,302,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Deux-Siciles,10070,1007,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Suisse,3200,320,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Allemagne,26270,2627,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,142,Cantharides,Turquie,4820,482,,76540,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Castoreum,Pays-Bas,4880,61,,43920,Kilo,,,,80,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Castoreum,Belgique,2560,32,,43920,Kilo,,,,80,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Castoreum,Angleterre,34560,432,,43920,Kilo,,,,80,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Castoreum,Etats Sardes,1040,13,,43920,Kilo,,,,80,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Castoreum,Suisse,400,5,,43920,Kilo,,,,80,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Castoreum,Allemagne,480,6,,43920,Kilo,,,,80,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Russie,307.3,439,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Suède,11.9,17,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Prusse,1.4,2,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Villes anséatiques,123.2,176,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Belgique,697.2,996,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Angleterre,3.5,5,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Etats Sardes,145.6,208,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Deux-Siciles,97.3,139,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Allemagne,152.6,218,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Grèce,2306.5,3295,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Alger,103.6,148,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Indes anglaises,4.2,6,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Indes françaises,2.1,3,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Cornes de cerf et de snack,Chili,0,0,,3959,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Râpures ; de cornes de cerf,Belgique,2527,3610,,5373,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Râpures ; de cornes de cerf,Angleterre,1850.8,2644,,5373,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Râpures ; de cornes de cerf,Autriche,277.2,396,,5373,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Râpures ; de cornes de cerf,Suisse,372.4,532,,5373,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Râpures ; de cornes de cerf,Allemagne,345.8,494,,5373,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Belgique,215,43,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Angleterre,156025,31205,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Espagne,60,12,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Autriche,3445,689,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Etats Sardes,57060,11412,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Toscane,98150,19630,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Grèce,160495,32099,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Turquie,202120,40424,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Etats barbares,105880,21176,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; commune,Etats-Unis,3095,619,,786543,Kilo,,,,5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Pays-Bas,192,12,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Belgique,32,2,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Angleterre,6544,409,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Espagne,0,0,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Autriche,8880,555,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Etats Sardes,3360,210,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Toscane,816,51,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Suisse,48,3,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Allemagne,80,5,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Grèce,26432,1652,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Turquie,139728,8733,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Egypte,0,0,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Eponges ; fines,Etats barbares,3376,211,,189488,Kilo,,,,16,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Ambre gris,Pays-Bas,14294,10210,,21294,Grammes,,,,1.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,143,Ambre gris,Toscane,7000,5000,,21294,Grammes,,,,1.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,159,Cassia Lignea,Etats Sardes,1500,600,,1940,Kilo,,,,2.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,159,Cassia Lignea,Cayenne,440,176,,1940,Kilo,,,,2.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Russie,1854,618,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Pays-Bas,3423,1141,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Belgique,7050,2350,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Angleterre,5007,1669,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Etats Sardes,3567,1189,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Toscane,7941,2647,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Turquie,273,91,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Egypte,411,137,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Indes anglaises,0,0,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de benjoin,Indes hollandaises,0,0,,29526,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,"Baumes ; de storax préparé, liquide",Autriche,1859.2,1162,,2911,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,"Baumes ; de storax préparé, liquide",Toscane,1075.2,672,,2911,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,"Baumes ; de storax préparé, liquide",Turquie,6.4,4,,2911,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Villes anséatiques,3578,1789,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Pays-Bas,5156,2578,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Belgique,5274,2637,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Angleterre,1914,957,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Portugal,3566,1783,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Etats Sardes,1336,668,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Etats-Unis,37394,18697,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,Brésil,26704,13352,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,162,Baumes ; de Copahu,N.-Grenade,3882,1941,,88804,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; liquide,Autriche,116.55,777,,2177,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; liquide,Etats Sardes,0,0,,2177,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; liquide,Suisse,1350.75,9005,,2177,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; liquide,Allemagne,1159.2,7728,,2177,Kilo,,,,0.15,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; compacte,Angleterre,0.6,3,,64,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; compacte,Espagne,10.4,52,,64,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; compacte,Suisse,53.2,266,,64,Kilo,,,,0.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; essence,Belgique,1.8,3,,1888,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; essence,Angleterre,1780.2,2967,,1888,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; essence,Etats Sardes,1.8,3,,1888,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; essence,Toscane,2.4,4,,1888,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; essence,Suisse,21,35,,1888,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,163,Résines ; Thérébenthine ; essence,Etats-Unis,81,135,,1888,Kilo,,,,0.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; Scamonée,Pays-Bas,40,1,,21240,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; Scamonée,Angleterre,240,6,,21240,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; Scamonée,Etats Sardes,2800,70,,21240,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; Scamonée,Toscane,5680,142,,21240,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; Scamonée,Turquie,12480,312,,21240,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Prusse,4.8,2,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Villes anséatiques,16185.6,6744,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Pays-Bas,4653.6,1939,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Belgique,49336.8,20557,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Angleterre,38.4,16,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Portugal,12439.2,5183,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Etats Sardes,6945.6,2894,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Egypte,3487.2,1453,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Ile Maurice,0,0,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Côtes d'Afrique,25212,10505,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Indes anglaises,104512.8,43547,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Indes hollandaises,0,0,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Indes françaises,35076,14615,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Etats-Unis,51343.2,21393,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Brésil,3115.2,1298,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Bourbon,21350.4,8896,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Résines ; gomme de Copal,Sénégal,86.4,36,,333787,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Pays-Bas,8102.6,3683,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Angleterre,932.8,424,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Etats Sardes,35.2,16,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Toscane,88,40,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Allemagne,1694,770,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Ile Maurice,0,0,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Aloès,Indes anglaises,0,0,,10853,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Importations,,,164,Manne,Pays-Bas,90,50,,81587,Kilo,,,,1.8,,,,
