numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
914,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Angleterre,2764,691,2993739,livres,,0
915,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Espagne,20408,10204,2993739,livres,,0
916,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Flandre,733777,293509,2993739,livres,,0
917,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Genève,3186,988,2993739,livres,,0
918,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Hollande,218583,88728,2993739,livres,,0
919,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Italie,89125,25450,2993739,livres,,0
920,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Nord,15406,8749,2993739,livres,,0
921,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Savoye,6338,2631,2993739,livres,,0
922,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Suisse,19449,5557,2993739,livres,,0
923,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercerie,Venise,8760,2480,2993739,livres,,0
924,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mercure,Allemagne,2325,465,2325,livres,,0
925,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meriens,Danemark,1257,503,1257,en nombre,,0
926,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meubles,Allemagne,18681,,26386,,,0
927,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meubles,Flandre,7705,,26386,,,0
928,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meules ; à favre,Espagne,3165,633,3165,en nombre,,0
929,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meules ; à moulin,Allemagne,7000,140,15220,en nombre,,0
930,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meules ; à moulin,Espagne,8220,292,15220,en nombre,,0
931,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meules ; à taillandier,Espagne,2947,1965,6145,en nombre,,0
932,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meules ; à taillandier,Hollande,3198,377,6145,en nombre,,0
933,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Meules ; à éguiser,Allemagne,7080,177,7080,en nombre,,0
934,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Miel,Flandre,8742,21855,8742,livres,,0
935,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Millet ; gros,Italie,3600,200,3600,charges,,0
936,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mine ; de fer,Allemagne,5023,20275,41023,livres,,0
937,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mine ; de fer,Espagne,36000,360000,41023,livres,,0
938,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mine ; de plomb,Flandre,45177,226107,101949,livres,,0
939,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mine ; de plomb,Hollande,56772,286697,101949,livres,,0
940,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mini,Hollande,3987,16316,3987,livres,,0
941,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; sèche,Danemark,63666,110400,383417,livres,,0
942,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; sèche,Espagne,318551,998180,383417,livres,,0
943,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; sèche,Gènes,1200,6000,383417,livres,,0
944,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; verte,Danemark,215592,812323,743806,livres,,0
945,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; verte,Flandre,192652,2400,743806,tonnes,,0
946,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; verte,Hollande,274494,1089896,743806,livres,,0
947,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; verte,Isles,57055,22822,743806,poignées,,0
948,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Morue ; verte,Suède,4013,20066,743806,livres,,0
949,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mouchoirs ; de coton,Levant,1104,92,1104,pièces,,0
950,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Mouchoirs ; de soye,Espagne,326000,13040,326000,livres,,0
951,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,84,Moulins ; à caffé,Hollande,11247,4808,11247,livres,,0
952,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Moutons,Allemagne,399030,47575,627927,en nombre,,0
953,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Moutons,Espagne,68337,7593,627927,en nombre,,0
954,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Moutons,Flandre,45906,7209,627927,en nombre,,0
955,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Moutons,Savoye,114654,18869,627927,en nombre,,0
956,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Mules et mulets,Espagne,18600,93,39960,en nombre,,0
957,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Mules et mulets,Savoye,21360,267,39960,en nombre,,0
958,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Muscades,Flandre,6300,840,71318,livres,,0
959,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Muscades,Hollande,65018,7457,71318,livres,,0
960,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,80,Mâts,Danemark,57600,1460,70860,en nombre,,0
961,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,80,Mâts,Nord,1200,4,70860,en nombre,,0
962,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,80,Mâts,Russie,12060,40,70860,en nombre,,0
963,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,82,Mêches,Hollande,5000,5,5000,tonneaux,,0
964,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Nacre ; à perles,Hollande,3072,,3072,,,0
965,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Noir ; de fumée,Allemagne,6808,37368,6808,livres,,0
966,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Obliques,Flandre,1788,,1788,,,0
967,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Ocre,Flandre,3652,24350,4856,livres,,0
968,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Ocre,Hollande,1204,6880,4856,livres,,0
969,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Oignons ; de fleurs,Hollande,3037,,3037,,,0
970,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Olives,Espagne,1948,3173,3680,livres,,0
971,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Olives,Savoye,1732,6927,3680,livres,,0
972,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Or et argent ; faux,Allemagne,147382,41212,147382,livres,,0
973,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orge ; en graines,Hollande,4876,65025,45486,livres,,0
974,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orge ; en graines,Naples,33600,1200,45486,charges,,0
975,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orge ; en graines,Nord,7010,269.5,45486,charges,,0
976,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orge ; mondée,Hollande,7304,18991,7304,livres,,0
977,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orge ; perlée,Flandre,2510,2510,7085,livres,,0
978,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orge ; perlée,Hollande,4575,7695,7085,livres,,0
979,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,86,Orpiment,Hollande,3020,4332,3020,livres,,0
980,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Paille,Espagne,1830,61,1830,chars,,0
981,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Pain ; d'épice,Flandre,10065,13420,10065,livres,,0
982,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Pain ; de navette,Allemagne,1980,2640,1980,en nombre,,0
983,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Paniers ; de coudre,Allemagne,3529,4558,3529,livres,,0
984,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; blanc,Allemagne,11436,28008,137211,livres,,0
985,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; blanc,Gènes,1620,270,137211,rames,,0
986,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; blanc,Hollande,124155,83938,137211,livres,,0
987,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; bleu,Hollande,5912,6803,5912,livres,,0
988,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; de musique,Hollande,8162,3229,8162,livres,,0
989,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; de pliage,Italie,1355,677,1355,rames,,0
990,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; doré,Allemagne,4108,5307,4108,livres,,0
991,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; gris,Allemagne,12361,49446,14254,livres,,0
992,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,88,Papier ; gris,Hollande,1893,2298,14254,livres,,0
993,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Papier ; violet,Hollande,32690,4670,32690,livres,,0
994,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Parapluye,Genève,8290,166.166,16258,douzaines,,0
995,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Parapluye,Italie,7968,166,16258,douzaines,,0
996,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; d'agneaux,Allemagne,2424,303,10110,douzaines,,0
997,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; d'agneaux,Espagne,1800,300,10110,douzaines,,0
998,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; d'agneaux,Italie,4320,7200,10110,livres,,0
999,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; d'agneaux,Savoye,1566,2610,10110,livres,,0
1000,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; d'hermine,Hollande,1600,80,1600,en nombre,,0
1001,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; d'origneaux,Espagne,4367,1941,4367,en nombre,,0
1002,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; d'ours,Allemagne,6580,658,36875,en nombre,,0
1003,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; d'ours,Flandre,24215,1035,36875,en nombre,,0
1004,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; d'ours,Hollande,6080,608,36875,en nombre,,0
1005,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de castors,Flandre,432620,21886,499850,livres,,0
1006,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de castors,Isles,67230,7470,499850,livres,,0
1007,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de cerfs,Espagne,29208,14604,228468,livres,,0
1008,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de cerfs,Flandre,1220,244,228468,en nombre,,0
1009,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de cerfs,Isles,198040,39608,228468,en nombre,,0
1010,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chamois,Espagne,1800,3400,1800,livres,,0
1011,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chevreaux,Flandre,2955,4925,2955,livres,,0
1012,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chevreuils,Hollande,17750,1775,21498,en nombre,,0
1013,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chevreuils,Isles,3748,937,21498,en nombre,,0
1014,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chiens ; de mer,Portugal,1777,98.75,1777,douzaines,,0
1015,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chèvres ; aprestées,Espagne,1440,96,25540,douzaines,,0
1016,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chèvres ; aprestées,Gènes,14100,14100,25540,livres,,0
1017,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chèvres ; aprestées,Italie,10000,10000,25540,livres,,0
1018,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chèvres ; en poil,Naples,83157,2314,146880,douzaines,,0
1019,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chèvres ; en poil,Savoye,62443,51914,146880,livres,,0
1020,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de chèvres ; en poil,Suisse,1280,256,146880,douzaines,,0
1021,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de cygnes,Flandre,2300,,2300,,,0
1022,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de dains,Flandre,3330,1332,3330,en nombre,,0
1023,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de lièvres,Gènes,61880,24755,139235,livres,,0
1024,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de lièvres,Italie,15833,10622,139235,livres,,0
1025,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de lièvres,Levant,58772,23509,139235,livres,,0
1026,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de lièvres,Savoye,2750,1100,139235,livres,,0
1027,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de loups ; de bois,Flandre,17357,3471,17357,en nombre,,0
1028,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de loups ; de bois,Hollande,3690,205,3690,en nombre,,0
1029,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,90,Peaux ; de maroquin,Portugal,1250,,1250,,,0
1030,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de moutons ; en basanes,Savoye,4008,2672,4008,livres,,0
1031,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de moutons ; en laine,Allemagne,1118,1118,60042,en nombre,,0
1032,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de moutons ; en laine,Espagne,48424,48424,60042,livres,,0
1033,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de moutons ; en laine,Hollande,2400,600,60042,en nombre,,0
1034,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de moutons ; en laine,Italie,8100,9000,60042,livres,,0
1035,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de taupes,Allemagne,3375,22500,3375,livres,,0
1036,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de tigres,Espagne,1800,1200,1800,livres,,0
1037,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de veaux ; en couleur,Flandre,2776,115,2776,douzaines,,0
1038,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de veaux ; en poil,Espagne,2106,702,23673,en nombre,,0
1039,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de veaux ; en poil,Hollande,1140,380,23673,en nombre,,0
1040,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de veaux ; en poil,Savoye,17039,3408,23673,en nombre,,0
1041,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; de veaux ; en poil,Suisse,3388,154,23673,douzaines,,0
1042,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelisse,Allemagne,1900,47,1900,en nombre,,0
1043,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; aprestées,Allemagne,28216,7054,51310,livres,,0
1044,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; aprestées,Flandre,14842,5937,51310,livres,,0
1045,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; aprestées,Hollande,1106,553,51310,livres,,0
1046,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; aprestées,Isles,4540,454,51310,livres,,0
1047,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; aprestées,Nord,1560,260,51310,livres,,0
1048,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; aprestées,Russie,1046,523,51310,livres,,0
1049,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; crues,Flandre,4537,2268,5973,livres,,0
1050,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; pelleterie ; crues,Hollande,1436,1436,5973,livres,,0
1051,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; sauvagines,Espagne,2195,,4955,,,0
1052,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,92,Peaux ; sauvagines,Hollande,2760,,4955,,,0
1053,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Peignes ; d'yvoire,Flandre,5720,143,5720,livres,,0
1054,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pelles ; de bois,Allemagne,20767,83070,20767,en nombre,,0
1055,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; celaremies?,Suisse,3255,108.5,3255,livres,Très difficile à lire et pas trouvé ce que c'est.,0
1056,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; d'ardoises,Gènes,7874,6562,7874,douzaines,,0
1057,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; d'émeri,Flandre,1090,5450,1090,livres,,0
1058,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; de Malte,Gènes,2000,200,7000,livres,,0
1059,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; de Malte,Naples,5000,5000,7000,en nombre,,0
1060,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; ponce,Naples,1190,11900,1190,livres,,0
1061,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; à bâtir,Allemagne,20827,2083,20827,charretées,,0
1062,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; à faulx,Allemagne,1191,5955,1191,livres,,0
1063,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pierres ; à éguiser,Gènes,8114,40570,8114,livres,,0
1064,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,94,Pignons,Espagne,4956,13025,4956,livres,,0
