numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal₁,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks
375,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
376,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
377,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
378,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
379,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
380,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
381,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
382,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
383,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
384,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
385,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
386,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
387,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
388,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
389,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
390,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
391,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
392,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
393,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
394,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
395,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
396,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
397,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
398,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
399,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
400,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
401,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
402,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
403,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
404,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
405,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
406,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
407,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
408,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
409,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
410,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
411,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
412,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
413,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
414,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
415,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
416,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
417,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
418,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
419,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
420,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
421,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
