numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
754,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,74,Harangs ; blancs,Suede,49361,493610,livres,130614,130614,,,0
755,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Harnois,Flandre,3164,3164,livres,,,,,0
756,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Herbes ; perelle,Portugal,7700,30800,livres,7700,,,,0
757,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Histoire naturelle,Espagne,1000,,,,,,,0
758,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Horlogerie,Allemagne,3534,,,48225,,,,0
759,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Horlogerie,Flandre,1074,,,48225,,,,0
760,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Horlogerie,Geneve,16089,,,48225,,,,0
761,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Horlogerie,Savoye,1200,,,48225,,,,0
762,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Horlogerie,Suede,26328,,,48225,,,,0
763,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Houblon,Allemagne,6068,24274,livres,37875,,,,0
764,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Houblon,Flandre,31807,191050,livres,37875,,,,0
765,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Houpes de cignes,Flandre,1040,,,,,,,0
766,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de geroffle,Hollande,2950,110,livres,7266624,,,,0
767,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de graines,Flandre,31112,99393,livres,7266624,247214,,,0
768,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de graines,Hollande,216102,576147,livres,7266624,247214,,,0
769,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de laurier,Hollande,2510,2510,livres,7266624,,,,0
770,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de lin,Angleterre,1228,3072,livres,7266624,136979,,,0
771,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de lin,Hollande,107856,269640,livres,7266624,136979,,,0
772,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de lin,Italie,25433,63684,livres,7266624,136979,,,0
773,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de lin,Genes,2462,6160,livres,7266624,136979,,,0
774,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; de navette,Hollande,20726,67916,livres,7266624,,,,0
775,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Espagne,238478,3020,milleroles,7266624,5631630,,,1
776,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Espagne,238478,218952,livres,7266624,5631630,,2 qtités pour Espagne,2
777,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Flandre,25050,62627,livres,7266624,5631630,,,0
778,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Hollande,185622,309371,livres,7266624,5631630,,,0
779,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Italie,4954418,8942891,livres,7266624,5631630,,,0
780,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Naples,131760,3660,milleroles,7266624,5631630,,,0
781,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Genes,22663,30084,livres,7266624,5631630,,,0
782,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Venise,41800,1100,milleroles,7266624,5631630,,,0
783,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Levant,25229,36639,livres,7266624,5631630,,,0
784,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,76,Huile ; d'olive,Savoye,6610,8841,livres,7266624,5631630,,,0
785,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Danemark,4203,10638,livres,7266624,1195566,,,0
786,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Espagne,28952,115808,livres,7266624,1195566,,,0
787,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Flandre,71566,178915,livres,7266624,1195566,,,0
788,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Hollande,657012,1642530,livres,7266624,1195566,,,0
789,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Nord,21750,62875,livres,7266624,1195566,,,0
790,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Portugal,409923,1115797,livres,7266624,1195566,,,0
791,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de poisson,Isles,2160,12,barriques,7266624,1195566,,,0
792,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de rabette,Etats unis,9695,27700,livres,7266624,,,,0
793,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de terebenthine,Angleterre,1247,12470,livres,7266624,,,,0
794,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de vitriol,Hollande,17032,26840,livres,7266624,18107,,,0
795,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huile ; de vitriol,Savoye,1075,4300,livres,7266624,18107,,,0
796,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Huitres,Flandre,1391,,,,,,,0
797,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jaïs,Espagne,8790,58600,livres,13087,,,,0
798,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jaïs,Hollande,4297,28650,livres,13087,,,,0
799,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jalap,Espagne,52294,32990,livres,56434,,,,0
800,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jalap,Hollande,4140,2070,livres,56434,,,,0
801,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jambons,Allemagne,9707,13165,livres,24198,,,,0
802,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jambons,Espagne,3596,6198,livres,24198,,,,0
803,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jambons,Flandre,1298,2062,livres,24198,,,,0
804,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jambons,Hollande,5907,8800,livres,24198,,,,0
805,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Jambons,Nord,3690,6151,livres,24198,,,,0
806,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indes fines,Hollande,1152,288,livres,,,,,0
807,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Allemagne,1242,207,livres,9799576,,,,0
808,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Espagne,658737,61996,livres,9799576,,,,0
809,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Flandre,91654,11143,livres,9799576,,,,0
810,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Hollande,44265,4549,livres,9799576,,,,0
811,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Italie,2992,374,livres,9799576,,,,0
812,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Genes,12000,2400,livres,9799576,,,,0
813,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Etats unis,746168,186542,livres,9799576,,,,0
814,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,78,Indigo,Isles,8242518,1089280,livres,9799576,,,,0
815,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Instruments de musique,Allemagne,88137,11036,livres,129149,,,,0
816,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Instruments de musique,Angleterre,4980,598,livres,129149,,,,0
817,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Instruments de musique,Flandre,15507,6203,livres,129149,,,,0
818,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Instruments de musique,Hollande,20525,2052,livres,129149,,,,0
819,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Ipécacuanna,Portugal,2700,,,,,,,0
820,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Iris,Italie,52788,66350,livres,,,,,0
821,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Jus ; de citron,Espagne,3000,8000,livres,112691,87921,,,0
822,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Jus ; de citron,Italie,10761,35870,livres,112691,87921,,,0
823,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Jus ; de citron,Genes,72000,240000,livres,112691,87921,,,0
824,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Jus ; de citron,Levant,2160,7200,livres,112691,87921,,,0
825,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Jus ; de reglisse,Espagne,8550,34200,livres,112691,24770,,,0
826,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Jus ; de reglisse,Italie,16220,43460,livres,112691,24770,,,0
827,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'agnelin,Espagne,627875,3511,balles,17497052,,,,0
828,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Allemagne,Danemark,12012,9875,livres,17497052,495229,,,0
829,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Allemagne,Hollande,5238,5238,livres,17497052,495229,,,0
830,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Allemagne,Nord,477979,457901,livres,17497052,495229,,,0
831,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; de Carmenie,Hollande,3088,386,livres,17497052,,,,0
832,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; de chamois,Suisse,5925,1975,livres,17497052,,,,0
833,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; de chevron,Levant,924896,528512,livres,17497052,,,,0
834,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; commune,Allemagne,63288,50741,livres,17497052,,,,0
835,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; de Danemark,Nord,21974,21974,livres,17497052,,,,0
836,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Espagne,562989,750653,livres,17497052,2883942,,,0
837,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Hollande,14025,17340,livres,17497052,2883942,,,0
838,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Italie,320099,426799,livres,17497052,2883942,,,0
839,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Naples,347448,463264,livres,17497052,2883942,,,0
840,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Genes,35388,47184,livres,17497052,2883942,,,0
841,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Venise,25000,25000,livres,17497052,2883942,,,0
842,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Levant,1461993,1461993,livres,17497052,2883942,,,0
843,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; diverses,Savoye,117000,117000,livres,17497052,2883942,,,0
844,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Espagne,Espagne,5595880,1598796,livres,17497052,5627516,,Le sous-total 1 aurait dû être 5 627 510,0
845,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Espagne,Flandre,5520,1840,livres,17497052,5627516,,,0
846,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Espagne,Hollande,13510,3860,livres,17497052,5627516,,Le total aurait dû être 17 497 046,0
847,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; d'Espagne,Portugal,12600,3600,livres,17497052,5627516,,,0
848,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; filée,Allemagne,19819,9909,livres,17497052,34920,,,0
849,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; filée,Angleterre,15101,4029,livres,17497052,34920,,,0
850,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; grosse,Espagne,2840,7100,livres,17497052,,,,0
851,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; lavée,Espagne,1209971,1209971,livres,17497052,1349504,,,0
852,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; lavée,Flandre,137733,69294,livres,17497052,1349504,,,0
853,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; lavée,Levant,1800,1200,livres,17497052,1349504,,,0
854,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; du Nord,Hollande,1500,1500,livres,17497052,,,,0
855,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; peignée,Allemagne,1080,720,livres,17497052,27195,,,0
856,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,80,Laine ; peignée,Flandre,26115,14923,livres,17497052,27195,,,0
857,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; pelade,Levant,47563,39636,livres,17497052,55713,,,0
858,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; pelade,Savoye,1840,1600,livres,17497052,55713,,,0
859,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; pelade,Suisse,6310,3155,livres,17497052,55713,,,0
860,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; de Portugal,Hollande,25900,7400,livres,17497052,154585,,,0
861,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; de Portugal,Portugal,128685,42895,livres,17497052,154585,,,0
862,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; en rames,Hollande,144510,96340,livres,17497052,226847,,,0
863,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; en rames,Russie,82337,54858,livres,17497052,226847,,,0
864,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; serge,Italie,204367,227075,livres,17497052,4865241,,,0
865,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; serge,Levant,4660874,4660874,livres,17497052,4865241,,,0
866,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; en toison,Angleterre,53862,22091,livres,17497052,,,,0
867,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Laine ; en vigogne,Espagne,71112,8889,livres,17497052,,,,0
868,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Lard,Angleterre,41328,103320,livres,67231,,,,0
869,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Lard,Danemark,8663,24750,livres,67231,,,,0
870,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Lard,Espagne,2040,5100,livres,67231,,,,0
871,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Lard,Hollande,15200,38000,livres,67231,,,,0
872,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Lattes,Allemagne,10640,212816,en nombre,,,,,0
873,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Lauze,Savoye,2220,111,charetées,,,,,0
874,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Espagne,2832,24480,livres,1100824,,,,0
875,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Hollande,473637,3455500,livres,1100824,,,,0
876,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Italie,418722,4187220,livres,1100824,,,,0
877,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Naples,10605,106050,livres,1100824,,,,0
878,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Genes,119700,798000,livres,1100824,,,,0
879,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Venise,1500,15000,livres,1100824,,,,0
880,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Levant,27900,186000,livres,1100824,,,,0
881,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Nord,37882,261880,livres,1100824,,,,0
882,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Legumes,Savoye,8046,53646,livres,1100824,,,,0
883,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Léton,Allemagne,30902,15451,livres,33759,,,,0
884,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Léton,Flandre,2857,1905,livres,33759,,,,0
885,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Librairie,Allemagne,83410,81436,livres,840202,,,,0
886,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Librairie,Angleterre,14028,7014,livres,840202,,,,0
887,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Librairie,Flandre,17952,8976,livres,840202,,,,0
888,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Librairie,Geneve,492410,246205,livres,840202,,,,0
889,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Librairie,Hollande,59860,30435,livres,840202,,,,0
890,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,82,Librairie,Suisse,172542,86271,livres,840202,,,,0
891,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Liege en planches,Espagne,59862,436987,livres,,,,,0
892,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; cru,Allemagne,16860,28100,livres,240862,168766,,,0
893,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; cru,Flandre,57121,76140,livres,240862,168766,,,0
894,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; cru,Hollande,2400,4000,livres,240862,168766,,,0
895,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; cru,Italie,4510,4100,livres,240862,168766,,,0
896,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; cru,Nord,17675,28834,livres,240862,168766,,,0
897,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; cru,Russie,70200,117000,livres,240862,168766,,,0
898,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; peigné,Allemagne,2064,2537,livres,240862,34816,,,0
899,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; peigné,Flandre,6574,4383,livres,240862,34816,,,0
900,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; peigné,Hollande,26178,29724,livres,240862,34816,,,0
901,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Lin ; en rames,Hollande,37280,93200,livres,240862,,,,0
902,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Linnieuse,Flandre,4470,14900,livres,,,,,0
903,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Liqueurs,Allemagne,16995,,,39623,,,,0
904,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Liqueurs,Italie,2372,,,39623,,,,0
905,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Liqueurs,Savoye,1487,1487,bouteilles,39623,,,,0
906,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Liqueurs,Isles,18769,6256,bouteilles,39623,,,,0
907,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Litarge,Flandre,21318,106593,livres,30664,,,,0
908,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,84,Litarge,Hollande,9346,44424,livres,30664,,,,0
