numrodeligne,dataentryby,source,sourcepath,sourcetype,direction,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1054,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Iris,Marseille,Nord,"936,00",Livres,"0,750","702,00","0,00",
1055,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Jus de citron,Marseille,Nord,"458,00",Livres,"0,060","27,00","0,48",
1056,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Jus de reglisse,Marseille,Nord,"17 899,00",Livres,"0,350","6 264,00","0,65",
1057,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Laine lavée,Marseille,Nord,"30 500,00",Livres,"1,100","33 550,00","0,00",
1058,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Laine surge,Marseille,Nord,"111 730,00",Livres,"0,400","44 692,00","0,00",
1059,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Librairie,Marseille,Nord,"208,00",Livres,"2,000","416,00","0,00",
1060,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Liqueurs,Marseille,Nord,"3 110,00",Livres,"0,750","2 332,00","0,50",
1061,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Mane de calabre,Marseille,Nord,"3 200,00",Livres,"1,250","4 000,00","0,00",
1062,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Mastic,Marseille,Nord,"185,00",Livres,"3,000","555,00","0,00",
1063,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Mercerie,Marseille,Nord,"7 624,00",Livres,"3,500","26 684,00","0,00",
1064,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Miel,Marseille,Nord,"12 159,00",Livres,"0,150","1 823,00","0,85",
1065,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Ocre,Marseille,Nord,"3 120,00",Livres,"0,100","312,00","0,00",
1066,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Oignons de fleurs,Marseille,Nord,"350,00",Livres,"0,600","210,00","0,00",
1067,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Olives,Marseille,Nord,"7 476,00",Livres,"0,150","1 121,00","0,40",
1068,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Oranges,Marseille,Nord,"10,00",Milliers,"10,000","100,00","0,00",
1069,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Papier a ecrire,Marseille,Nord,"48,00",Rames,"6,000","288,00","0,00",
1070,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Peaux de marroquins,Marseille,Nord,"200,00",Livres,"1,500","300,00","0,00",
1071,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,31,1751,Sortie,Pignons d'epine,Marseille,Nord,"1 170,00",Livres,"0,300","351,00","0,00",
1072,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Poisson salé,Marseille,Nord,"26 505,00",Livres,"0,250","6 626,00","0,25",
1073,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Poivre,Marseille,Nord,"320,00",Livres,"1,100","352,00","0,00",
1074,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Pomade,Marseille,Nord,"485,00",Livres,"1,500","727,00","0,50",
1075,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Prunes,Marseille,Nord,"179 197,00",Livres,"0,200","35 839,00","0,40",
1076,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Quincailles de fer et d'acier,Marseille,Nord,"120,00",Livres,"1,000","120,00","0,00",
1077,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Raisins secs,Marseille,Nord,"4 382,00",Livres,"0,200","876,00","0,40",
1078,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Ris,Marseille,Nord,"8 570,00",Livres,"0,120","1 028,00","0,40",
1079,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Rocou,Marseille,Nord,"533,00",Livres,"1,000","533,00","0,00",
1080,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Saffranum,Marseille,Nord,"65 914,00",Livres,"0,650","42 844,00","0,10",
1081,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Savon blanc,Marseille,Nord,"2 125,00",Livres,"0,300","637,00","0,50",
1082,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Savon madré,Marseille,Nord,"265 105,00",Livres,"0,300","79 531,00","0,50",
1083,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Savonettes,Marseille,Nord,"150,00",Livres,"0,600","90,00","0,00",
1084,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sel armoniac,Marseille,Nord,"6 114,00",Livres,"1,000","6 114,00","0,00",
1085,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sené,Marseille,Nord,"370,00",Livres,"1,500","555,00","0,00",
1086,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sirop d'alkerme,Marseille,Nord,"450,00",Livres,"1,200","540,00","0,00",
1087,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sirop de capillaire,Marseille,Nord,"1 090,00",Livres,"1,000","1 090,00","0,00",
1088,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Souffre,Marseille,Nord,"19 139,00",Livres,"0,150","2 870,00","0,85",
1089,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Soye apretée,Marseille,Nord,"6 206,00",Livres,"20,000","124 120,00","0,00",
1090,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Storax,Marseille,Nord,"757,00",Livres,"4,000","3 028,00","0,00",
1091,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sucre blanc,Marseille,Nord,"1 340 473,00",Livres,"0,450","603 212,00","0,85",
1092,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sucre brut,Marseille,Nord,"438 749,00",Livres,"0,350","153 562,00","0,15",
1093,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Sumac,Marseille,Nord,"20 543,00",Livres,"0,070","1 438,00","0,01",
1094,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Tartre,Marseille,Nord,"22 891,00",Livres,"0,240","5 493,00","0,84",
1095,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Terre d'ombre,Marseille,Nord,"73 155,00",Livres,"0,100","7 315,00","0,50",
1096,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Thon mariné,Marseille,Nord,"692,00",Livres,"1,250","865,00","0,00",
1097,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Truffes,Marseille,Nord,"37,00",Livres,"4,000","148,00","0,00",
1098,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Velours,Marseille,Nord,"15,00",Pieces,"400,000","6 000,00","0,00",
1099,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Verdet,Marseille,Nord,"76 977,00",Livres,"0,800","61 581,00","0,60",
1100,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vermichel,Marseille,Nord,"1 020,00",Livres,"0,200","204,00","0,00",
1101,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vin blanc,Marseille,Nord,"10,00",Milleroles,"18,000","180,00","0,00",
1102,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vin de chipres,Marseille,Nord,"1 247,00",Livres,"0,400","498,00","0,80",
1103,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vin muscat,Marseille,Nord,"44,00",Milleroles,"20,000","880,00","0,00",
1104,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vin rouge commun,Marseille,Nord,"75,00",Milleroles,"6,000","450,00","0,00",
1105,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vinaigre,Marseille,Nord,"8,00",Milleroles,"4,000","32,00","0,00",
1106,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,32,1751,Sortie,Vitriol de chipres,Marseille,Nord,"1 970,00",Livres,"0,600","1 182,00","0,00",
1107,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Bas de laine,Marseille,Portugal,"800,00",Livres,"6,000","4 800,00","0,00",
1108,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Bas de soye,Marseille,Portugal,"50,00",Livres,"40,000","2 000,00","0,00",
1109,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Bled froment,Marseille,Portugal,"1 134,00",Charges,"25,000","28 350,00","0,00",
1110,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Canelle,Marseille,Portugal,"200,00",Livres,"6,000","1 200,00","0,00",
1111,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Capres,Marseille,Portugal,"200,00",Livres,"0,300","60,00","0,00",
1112,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Chapeaux poil et laine,Marseille,Portugal,"125,00",Douzaines,"48,000","6 000,00","0,00",
1113,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Cheveux,Marseille,Portugal,"1 222,00",Livres,"30,000","36 660,00","0,00",
1114,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Confitures,Marseille,Portugal,"880,00",Livres,"1,000","880,00","0,00",
1115,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Drap londrins,Marseille,Portugal,"310,00",Livres,"5,000","1 550,00","0,00",
1116,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Draperie petite,Marseille,Portugal,"6 400,00",Livres,"3,000","19 200,00","0,00",
1117,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Eau de fleur d'orange,Marseille,Portugal,"3 000,00",Livres,"0,500","1 500,00","0,00",
1118,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Eau de la reine d'Hongrie,Marseille,Portugal,"3 630,00",Livres,"0,750","2 722,00","0,50",
1119,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Etoffes de soye,Marseille,Portugal,"150,00",Livres,"40,000","6 000,00","0,00",
1120,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Fil a coudre,Marseille,Portugal,"200,00",Livres,"2,000","400,00","0,00",
1121,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Gomme arabique,Marseille,Portugal,"600,00",Livres,"1,000","600,00","0,00",
1122,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Huile d'olive,Marseille,Portugal,"925,00",Livres,"0,400","370,00","0,00",
1123,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Librairie,Marseille,Portugal,"690,00",Livres,"2,000","1 380,00","0,00",
1124,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Liqueurs,Marseille,Portugal,"300,00",Livres,"0,750","225,00","0,00",
1125,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Lustre de venize,Marseille,Portugal,"315,00",Livres,"1,500","472,00","0,50",
1126,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Mercerie,Marseille,Portugal,"2 160,00",Livres,"3,500","7 560,00","0,00",
1127,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Miroirs,Marseille,Portugal,"600,00",Livres,"20,000","12 000,00","0,00",
1128,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Mouchoirs de laton,Marseille,Portugal,"135,00",Pieces,"8,000","1 080,00","0,00",
1129,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Olives,Marseille,Portugal,"150,00",Livres,"0,150","22,00","0,50",
1130,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Parchemin,Marseille,Portugal,"390,00",Livres,"3,000","1 170,00","0,00",
1131,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Peaux de chamois,Marseille,Portugal,"1 132,00",Livres,"1,500","1 698,00","0,00",
1132,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Peaux de veaux tanées,Marseille,Portugal,"4 109,00",Livres,"0,600","2 465,00","0,40",
1133,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Poivre,Marseille,Portugal,"1 000,00",Livres,"1,100","1 100,00","0,00",
1134,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Pomade,Marseille,Portugal,"150,00",Livres,"1,500","225,00","0,00",
1135,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Ris,Marseille,Portugal,"9 000,00",Livres,"0,120","1 080,00","0,00",
1136,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Sirop d'alkerme,Marseille,Portugal,"745,00",Livres,"1,200","894,00","0,00",
1137,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Sirop de capillaire,Marseille,Portugal,"300,00",Livres,"1,000","300,00","0,00",
1138,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Souffre,Marseille,Portugal,"36 400,00",Livres,"0,150","5 460,00","0,00",
1139,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Toilles diverses,Marseille,Portugal,"1 400,00",Livres,"4,000","5 600,00","0,00",
1140,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Velours,Marseille,Portugal,"10,00",Pieces,"400,000","4 000,00","0,00",
1141,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Verdet,Marseille,Portugal,"4 300,00",Livres,"0,800","3 440,00","0,00",
1142,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,33,1751,Sortie,Vin rouge commun,Marseille,Portugal,"36,00",Milleroles,"6,000","216,00","0,00",
1143,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Acier,Marseille,Savoye et le Piemont,"12,00",Livres,"0,350","4,00","0,20",
1144,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Airain ouvré,Marseille,Savoye et le Piemont,"15,00",Livres,"3,000","45,00","0,00",
1145,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Bazannes tannées,Marseille,Savoye et le Piemont,"1,00",Douzaine,"10,000","10,00","0,00",
1146,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cardes a carder,Marseille,Savoye et le Piemont,"60,00",Paires,"3,000","180,00","0,00",
1147,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Chanvre cru,Marseille,Savoye et le Piemont,"19,00",Livres,"0,250","5,00","-0,25",
1148,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Chapeaux de laine,Marseille,Savoye et le Piemont,"55,00",En nombre,"2,000","110,00","0,00",
1149,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Chevaux poulains,Marseille,Savoye et le Piemont,"4,00",En nombre,"60,000","240,00","0,00",
1150,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Colombine,Marseille,Savoye et le Piemont,"17,00",Charges,"15,000","255,00","0,00",
1151,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cordages de chanvre,Marseille,Savoye et le Piemont,"40,00",Livres,"0,300","12,00","0,00",
1152,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cordeillat de colmar,Marseille,Savoye et le Piemont,"1 173,67",Pieces,"60,000","70 420,00","0,00",
1153,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cuirs de beuf en poil,Marseille,Savoye et le Piemont,"3,00",Livres,"18,000","54,00","0,00",
1154,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cuirs de beuf tannés,Marseille,Savoye et le Piemont,"33,00",Cuirs,"36,000","1 188,00","0,00",
1155,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cuirs de beuf tannés,Marseille,Savoye et le Piemont,"24,00",Livres,"0,600","14,00","0,40",
1156,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cuirs de cheval en poil,Marseille,Savoye et le Piemont,"1,00",En nombre,,"5,00",,Estimé
1157,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cuirs de vache en poil,Marseille,Savoye et le Piemont,"7,00",Livres,"0,400","2,00","0,80",
1158,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Cuirs de vache tannés,Marseille,Savoye et le Piemont,"104,00",Pieces,"26,000","2 704,00","0,00",
1159,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,34,1751,Sortie,Drap de laine,Marseille,Savoye et le Piemont,"8,00",Livres,"5,000","40,00","0,00",
