Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks,
Fatima zahra,,1775,85,Laine ; lavée,Espagne,166 183,182 801,403 567,,14 947 912,le total devrait être ,413 567
Fatima zahra,,1775,85,Laine ; lavée,Flandre,1 040,1 308,403 567,,14 947 912,,
Fatima zahra,,1775,85,Laine ; lavée,Italie,80 382,88 420,403 567,,14 947 912,,
Fatima zahra,,1775,85,Laine ; lavée,Levant,128 217,141 038,403 567,,14 947 912,,
Fatima zahra,,1775,85,Laine ; peignée,Allemagne,2 402,4 804,,,14 947 912,,
Fatima zahra,,1775,87,Laine ; pelade,Levant,770 025,693 022,779 453,,14 947 912,,
Fatima zahra,,1775,87,Laine ; pelade,Savoye,66 702,60 031,779 453,,14 947 912,,
Fatima zahra,,1775,87,Laine ; pelade,suisse,13 200,26 400,779 453,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de Portugal,Portugal,62 130,186 390,,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de Pouille,Naples,166 301,99 780,,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de rames,Hollande,64 994,32 497,51 891,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de rames,Russie,38 788,19 394,51 891,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de Rome,Italie,171 935,103 161,,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de Segovie,Espagne,23 963,38 340,,,14 947 912,,
Fatima zahra,,1775,87,Laine ; en lain ,Angleterre,23 303,34 954,80 047,,14 947 912,,
Fatima zahra,,1775,87,Laine ; en lain ,Nord,60 124,45 093,80 047,,14 947 912,,
Fatima zahra,,1775,87,Laine ; surge,Espagne,211 266,186 756,2 601 435,,14 947 912,,
Fatima zahra,,1775,87,Laine ; surge,Naples,37 000,22 200,2 601 435,,14 947 912,,
Fatima zahra,,1775,87,Laine ; surge,Levant,2 658 311,2 392 479,2 601 435,,14 947 912,,
Fatima zahra,,1775,87,Laine ; en toison,Angleterre,8 276,20 690,,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de vigogne,Espagne,136 622,1 348 010,1 429 010,,14 947 912,,
Fatima zahra,,1775,87,Laine ; de vigogne,Italie,8 100,81 000,1 429 010,,14 947 912,,
Fatima zahra,,1775,87,Langues,Angleterre,28 257,8 917,,,,,
Fatima zahra,,1775,87,Lard,Angleterre,199 020,76 987,,,,,
Fatima zahra,,1775,87,Lattes,Allemagne,143 000,3 575,,,,,
Fatima zahra,,1775,87,Legumes,Angleterre,260 000,26 000,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Espagne,582 580,29 628,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Hollande,2 180 074,277 360,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Italie,1 230 550,186 822,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Naples,3 264 480,326 448,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Genes,98 667,11 450,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Levant,6 099 740,609 974,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Nord,582 170,31 335,,,1 501 650,,
Fatima zahra,,1775,87,Legumes,Savoye,16 290,2 633,,,1 501 650,,
Fatima zahra,,1775,87,Léton ; gouté,Allemagne,8 704,13 056,21 078,,23 105,,
Fatima zahra,,1775,87,Léton ; gouté,Espagne,275,1 100,21 078,,23 105,,
Fatima zahra,,1775,87,Léton ; gouté,Hollande,2 940,4 410,21 078,,23 105,,
Fatima zahra,,1775,87,Léton ; gouté,Nord,1 675,2 512,21 078,,23 105,,
Fatima zahra,,1775,87,Léton ; ouvré,Hollande,1 448,2 027,,,23 105,,
Fatima zahra,,1775,87,Librairie,Allemagne,57 226,114 452,,,504 567,,
Fatima zahra,,1775,87,Librairie,Angleterre,15 704,29 409,,,504 567,,
Fatima zahra,,1775,87,Librairie,Espagne,698,1 396,,,504 567,,
Fatima zahra,,1775,89,Librairie,Flandre,7 999,15 998,,,504 567,,
Fatima zahra,,1775,89,Librairie,geneve,116 723,233 446,,,504 567,,
Fatima zahra,,1775,89,Librairie,Hollande,23 072,46 144,,,504 567,,
Fatima zahra,,1775,89,Librairie,Italie,15 932,31 864,,,504 567,,
Fatima zahra,,1775,89,Librairie,Naples,1 528,3 056,,,504 567,,
Fatima zahra,,1775,89,Librairie,Russie,813,1 626,,,504 567,,
Fatima zahra,,1775,89,Librairie,Savoye,7 735,15 470,,,504 567,,
Fatima zahra,,1775,89,Librairie,suisse,5 853,11 706,,,504 567,,
Fatima zahra,,1775,89,Liege,Espagne,699 674,46 763,,,,,
Fatima zahra,,1775,89,Limes,Flandre,4 694,7 041,,,29 656,,
Fatima zahra,,1775,89,Limes,Hollande,20 292,15 336,,,29 656,,
Fatima zahra,,1775,89,Limes,Nord,7 552,6 046,,,29 656,,
Fatima zahra,,1775,89,Limes,suisse,881,1 233,,,29 656,,
Fatima zahra,,1775,89,Lin ; cru,Flandre,98 270,73 702,201 538,,238 117,,
Fatima zahra,,1775,89,Lin ; cru,Hollande,51 532,24 386,201 538,,238 117,,
Fatima zahra,,1775,89,Lin ; cru,Nord,144 070,86 250,201 538,,238 117,,
Fatima zahra,,1775,89,Lin ; cru,Russie,33 238,17 200,201 538,,238 117,,
Fatima zahra,,1775,89,Lin ; peigné,Flandre,892,1 338,18 691,,238 117,le total devrait être ,18 591
Fatima zahra,,1775,89,Lin ; peigné,Hollande,25 940,17 253,18 691,,238 117,,
Fatima zahra,,1775,89,Lin ; en rames,Hollande,51 395,17 988,,,238 117,,
Fatima zahra,,1775,89,Liqueurs,Allemagne,8 034,24 103,,,86 377,le total devrait être ,50 377
Fatima zahra,,1775,89,Liqueurs,Hollande,7 736,7 736,,,86 377,,
Fatima zahra,,1775,89,Liqueurs,Italie,7 027,7 027,,,86 377,,
Fatima zahra,,1775,89,Liqueurs,Savoye,7 455,7 455,,,86 377,,
Fatima zahra,,1775,89,Liqueurs,Isles,40 056,4 056,,,86 377,,
Fatima zahra,,1775,89,Lilarge,Flandre,111 501,22 300,,,37 486,,
Fatima zahra,,1775,89,Lilarge,Hollande,73 700,15 186,,,37 486,,
Fatima zahra,,1775,91,Macis,Hollande,660,8 950,,,12 122,,
Fatima zahra,,1775,91,Macis,Nord,244,3 172,,,12 122,,
Fatima zahra,,1775,91,Manne,Espagne,100 000,175 000,,,1 019 298,,
Fatima zahra,,1775,91,Manne,Italie,146 255,255 945,,,1 019 298,,
Fatima zahra,,1775,91,Manne,Naples,308 666,540 165,,,1 019 298,,
Fatima zahra,,1775,91,Manne,gennes,23 736,41 538,,,1 019 298,,
Fatima zahra,,1775,91,Manne,Levant,3 800,6 650,,,1 019 298,,
Fatima zahra,,1775,91,Marbre ; brut,Allemagne,886,1 107,36 319,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; brut,Italie,499 210,24 960,36 319,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; brut,Genes,243 000,6 075,36 319,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; brut,suisse,41 775,4 177,36 319,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; ouvré,Espagne,10 200,30 600,2 087 418,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; ouvré,Italie,453 988,1 256 664,2 087 418,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; ouvré,Naples,7 661,22 983,2 087 418,,2 123 737,,
Fatima zahra,,1775,91,Marbre ; ouvré,Genes,259 057,777 171,2 087 418,,2 123 737,,
Fatima zahra,,1775,91,Marchand ; meslées,Allemagne,,99 247,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Angleterre,,48 225,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Danemark,,11 504,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Espagne,,46 634,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Flandre,,56 759,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,geneve,,19 433,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Hollande,,166 820,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Italie,,17 494,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Naples,,5 809,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Genes,,17 071,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Venise,,2 846,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Levant,,5 826,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Nord,,19 832,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Portugal,,7 647,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Russie,,10 151,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Savoye,,35 382,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,suede,,12 409,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,suisse,,17 090,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,Isles,,9 611,612 790,,628 890,,
Fatima zahra,,1775,91,Marchand ; meslées,indes,,3 000,612 790,,628 890,,
Fatima zahra,,1775,93,Marchand ; de modes,Allemagne,322,16 100,,,628 890,,
Fatima zahra,,1775,93,Masques,Savoye,492,2 952,,,,,
Fatima zahra,,1775,93,Mastic,Levant,8 400,25 200,,,,,
Fatima zahra,,1775,93,Matu,Allemagne,36,1 080,,,501 425,,
Fatima zahra,,1775,93,Matu,Danemark,754,76 150,,,501 425,,
Fatima zahra,,1775,93,Matu,Hollande,2 112,201 185,,,501 425,,
Fatima zahra,,1775,93,Matu,Nord,224,22 410,,,501 425,,
Fatima zahra,,1775,93,Matu,Russie,1 223,177 920,,,501 425,,
Fatima zahra,,1775,93,Matu,suede,387,22 680,,,501 425,,
Fatima zahra,,1775,93,Mercerie,Allemagne,255 639,1 014 471,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Angleterre,600,2 400,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Espagne,22 463,47 896,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Flandre,88 256,217 883,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,geneve,6 207,21 724,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Hollande,127 966,271 261,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Italie,5 585,19 547,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Naples,2 855,9 992,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,gennes,3 710,12 985,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Venise,300,1 200,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Nord,46 366,94 658,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,Savoye,26 320,84 952,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,suede,400,1 400,,,1 856 941,,
Fatima zahra,,1775,93,Mercerie,suisse,16 163,56 572,,,1 856 941,,
Fatima zahra,,1775,93,Meubles,Allemagne,,6 224,,,13 411,,
Fatima zahra,,1775,93,Meubles,Flandre,,7 187,,,13 411,,
Fatima zahra,,1775,95,Meules ; batardes,Espagne,1 046,3 138,,,61 577,,
Fatima zahra,,1775,95,Meules ; à éguiser,Allemagne,87,5 220,,,61 577,,
Fatima zahra,,1775,95,Meules ; à favre,Espagne,321,1 605,,,61 577,,
Fatima zahra,,1775,95,Meules ; à mordin,Allemagne,24,3 600,,,61 577,,
Fatima zahra,,1775,95,Meules ; à taillandier,Angleterre,2 078,46 220,48 014,,61 577,,
Fatima zahra,,1775,95,Meules ; à taillandier,Espagne,147,1 794,48 014,,61 577,,
Fatima zahra,,1775,95,Miel,Allemagne,468,1 872,,,,,
Fatima zahra,,1775,95,Millet gras,Levant,302 800,15 140,,,,,
Fatima zahra,,1775,95,Mine ; en fer,Allemagne,,1 500,61 500,,295 456,,
Fatima zahra,,1775,95,Mine ; en fer,Espagne,600 000,60 000,61 500,,295 456,,
Fatima zahra,,1775,95,Mine ; de plomb,Allemagne,20 400,5 100,233 956,,295 456,,
Fatima zahra,,1775,95,Mine ; de plomb,Angleterre,60 925,15 126,233 956,,295 456,,
Fatima zahra,,1775,95,Mine ; de plomb,Flandre,648 885,129 777,233 956,,295 456,,
Fatima zahra,,1775,95,Mine ; de plomb,Hollande,408 220,82 939,233 956,,295 456,,
Fatima zahra,,1775,95,Mine ; de plomb,Nord,5 070,1 014,233 956,,295 456,,
Fatima zahra,,1775,95,Miny,Hollande,12 564,2 937,,,,,
Fatima zahra,,1775,95,Mongistere,indes,16 431,9 858,,,,,
Fatima zahra,,1775,95,Morues ; seches,Espagne,4 063,1 015,4 030 922,,4 542 264,,
Fatima zahra,,1775,95,Morues ; seches,Italie,13 328,3 332,4 030 922,,4 542 264,,
Fatima zahra,,1775,95,Morues ; seches,Isles,19 128 900,4 026 575,4 030 922,,4 542 264,,
Fatima zahra,,1775,95,Morues ; vertes,Flandre,89,5 434,511 342,,4 542 264,,
Fatima zahra,,1775,95,Morues ; vertes,Hollande,41 395,4 139,511 342,,4 542 264,,
Fatima zahra,,1775,95,Morues ; vertes,Isles,501 769,501 769,511 342,,4 542 264,,
Fatima zahra,,1775,97,Mouchoirs ; de coton,Levant,1 448,17 376,399 120,,535 550,,
Fatima zahra,,1775,97,Mouchoirs ; de coton,indes,15 906,381 744,399 120,,535 550,,
Fatima zahra,,1775,97,Mouchoirs ; peint,Hollande,200,1 000,,,535 550,,
Fatima zahra,,1775,97,Mouchoirs ; de Romals,Hollande,425,3 400,,,535 550,,
Fatima zahra,,1775,97,Mouchoirs ; de Soye,Espagne,14 470,130 230,132 030,,535 550,,
Fatima zahra,,1775,97,Mouchoirs ; de Soye,Savoye,100,1 800,132 030,,535 550,,
Fatima zahra,,1775,97,Moutins ; à caffé,Hollande,656,1 312,,,1 312,,
Fatima zahra,,1775,97,Mousseline,indes,18 365,1 652 850,,,,,
Fatima zahra,,1775,97,Moutons,Allemagne,24 392,193 250,,,335 419,,
Fatima zahra,,1775,97,Moutons,Flandre,2 844,48 718,,,335 419,,
Fatima zahra,,1775,97,Moutons,geneve,525,3 675,,,335 419,,
Fatima zahra,,1775,97,Moutons,Savoye,14 176,87 540,,,335 419,,
Fatima zahra,,1775,97,Moutons,suisse,436,2 236,,,335 419,,
Fatima zahra,,1775,97,Mules et mulets,Espagne,7,1 400,,,31 800,,
Fatima zahra,,1775,97,Mules et mulets,Savoye,380,30 400,,,31 800,,
Fatima zahra,,1775,97,Muscades,Hollande,17 616,167 472,,,169 424,,
Fatima zahra,,1775,97,Muscades,indes,244,1 952,,,169 424,,
Fatima zahra,,1775,99,Nacres de perles,Portugal,4 500,2 700,,,7 500,,
Fatima zahra,,1775,99,Nacres de perles,indes,8,4 800,,,7 500,,
Fatima zahra,,1775,99,Nattes,Hollande,,9 707,,,11 902,,
Fatima zahra,,1775,99,Nattes,Nord,4 390,2 195,,,11 902,,
Fatima zahra,,1775,99,Nattrons,Levant,16 000,48 000,,,,,
Fatima zahra,,1775,99,Neptune de cuivre,Hollande,6 850,9 247,,,,,
Fatima zahra,,1775,99,Noir ; de fumée,Allemagne,20 778,4 155,,,7 255,,
Fatima zahra,,1775,99,Noir ; d'yvoire,Flandre,2 067,3 100,,,7 255,,
Fatima zahra,,1775,99,Ocre,Flandre,26 075,3 257,,,4 761,,
Fatima zahra,,1775,99,Ocre,Hollande,15 044,1 504,,,4 761,,
Fatima zahra,,1775,99,Oignons de fleurs,Flandre,,3 060,,,,,
Fatima zahra,,1775,99,Olives,Espagne,3 909,2 344,,,,,
Fatima zahra,,1775,99,Or et argt ; battu,Flandre,18 750,9 375,,,145 174,,
Fatima zahra,,1775,99,Or et argt ; en lingots,Espagne,,33 000,,,145 174,,
Fatima zahra,,1775,99,Or et argt ; faux,Allemagne,17 188,87 949,102 799,,145 174,,
Fatima zahra,,1775,99,Or et argt ; faux,Flandre,990,14 850,102 799,,145 174,,
Fatima zahra,,1775,99,Oreillons à faire colle,Allemagne,13 000,1 300,,,,,
Fatima zahra,,1775,99,Orge ; en grains,Allemagne,41 670,6 250,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; en grains,Hollande,198 192,14 791,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; en grains,Italie,382 500,57 375,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; en grains,Naples,395 950,59 392,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; en grains,Levant,1 559 530,77 976,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; en grains,Nord,380 447,20 405,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; en grains,suede,166 840,8 442,244 631,,251 040,,
Fatima zahra,,1775,99,Orge ; mondée,Hollande,7 615,2 284,,,251 040,,
Fatima zahra,,1775,99,Orge ; perlée,Hollande,8 250,4 125,,,251 040,,
Fatima zahra,,1775,99,Orpiment,Levant,28 284,16 970,,,,,
Fatima zahra,,1775,99,Orpin,Hollande,3 098,2 323,,,,,
Fatima zahra,,1775,101,Paille,Allemagne,32,6 520,,,,,
Fatima zahra,,1775,101,Pains ; d'épice,Flandre,11 500,8 625,,,8 625,,
Fatima zahra,,1775,101,Papier ; blanc,Allemagne,41 087,16 544,274 425,,361 751,,
Fatima zahra,,1775,101,Papier ; blanc,Flandre,5 588,2 794,274 425,,361 751,,
Fatima zahra,,1775,101,Papier ; blanc,Hollande,244 230,244 230,274 425,,361 751,,
Fatima zahra,,1775,101,Papier ; blanc,genes,13 200,3 960,274 425,,361 751,,
Fatima zahra,,1775,101,Papier ; blanc,Nord,4 598,6 897,274 425,,361 751,,
Fatima zahra,,1775,101,Papier ; bleu,Hollande,9 560,12 626,,,361 751,,
Fatima zahra,,1775,101,Papier ; doré,Allemagne,2 716,1 629,,,361 751,,
Fatima zahra,,1775,101,Papier ; d'estrosse,Italie,2 293,13 758,39 704,,361 751,,
Fatima zahra,,1775,101,Papier ; d'estrosse,genes,246 980,24 698,39 704,,361 751,,
Fatima zahra,,1775,101,Papier ; d'estrosse,Savoye,208,1 248,39 704,,361 751,,
Fatima zahra,,1775,101,Papier ; d'eventails,Flandre,804,2 017,5 637,,361 751,,
Fatima zahra,,1775,101,Papier ; d'eventails,Hollande,,3 620,5 637,,361 751,,
Fatima zahra,,1775,103,Papier ; gris,Allemagne ,47 430,11 857,,,361 751,,
Fatima zahra,,1775,103,Papier ; peint,Allemagne ,355,1 775,13 773,,361 751,,
Fatima zahra,,1775,103,Papier ; peint,Flandre,2 744,8 038,13 773,,361 751,,
Fatima zahra,,1775,103,Papier ; peint,Indes,1 980,3 960,13 773,,361 751,,
Fatima zahra,,1775,103,Papier ; à sucre,Hollande,6 000,2 100,,,361 751,,
Fatima zahra,,1775,103,Parapluyes,Genes,69,3 450,,,,,
Fatima zahra,,1775,103,Pate d'amande,Italie,24 750,6 187,,,25 844,,
Fatima zahra,,1775,103,Pate d'amande,Naples,3 600,2 880,,,25 844,,
Fatima zahra,,1775,103,Pate d'amande,Genes,33 554,16 777,,,25 844,,
Fatima zahra,,1775,103,Peaux ; d'agneaux,Espagne,3 268,19 608,24 204,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; d'agneaux,Italie,11 006,3 301,24 204,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; d'agneaux,Savoye,4 319,1 295,24 204,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de castor,Espagne,5 130,51 306,54 576,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de castor,Flandre,540,1 620,54 576,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de castor,Hollande,330,1 650,54 576,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de cerf,Angleterre,7 043,42 258,442 391,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de cerf,Espagne,198 549,397 098,442 391,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de cerf,Flandre,607,3 035,442 391,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chamois,Espagne,475,1 900,,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevre ; aprestées,Savoye,208 492,104 246,132 848,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevre ; en poil,Espagne,3 664,4 584,28 602,132 848,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevre ; en poil,Italie,5 490,5 490,28 602,132 848,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevre ; en poil,Naples,2 900,3 625,28 602,132 848,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevre ; en poil,Genes,1 175,1 410,28 602,132 848,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevre ; en poil,Suisse,666,13 493,28 602,132 848,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevreuil,Angleterre,13 128,52 512,,,1 312 981,,
Fatima zahra,,1775,103,Peaux ; de chevrouil,Espagne,5 596,11 192,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de chien de mer,Flandre,1 720,1 720,2 830,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de chien de mer,Nord,370,1 110,2 830,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de cignes,Hollande,,2 455,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de daim,Flandre,820,1 640,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; d'hermine,Russie,70,21 150,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Allemagne ,2 364,5 910,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Espagne,2 315,3 472,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Italie,56 711,85 066,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Naples,19 248,28 827,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Genes,5 602,14 005,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Levant,25 942,64 855,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Nord,4 355,10 889,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Russie,,3 632,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Savoye,600,1 500,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Suede,800,2 000,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de lievre,Suisse,2 060,1 030,221 186,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de la Louisianne,Isles,876,3 504,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de loup ; de bois,Flandre,2 360,11 800,16 894,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de loup ; cervier,Flandre,283,5 094,16 894,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de maroquin,Levant,2 692,3 546,6 336,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de maroquin,Portugal,,2 790,6 336,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de mouton ; aprestées,Savoye,1 430,2 145,5 962,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de mouton ; de laine,Espagne,284,2 272,3 817,5 962,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de mouton ; de laine,Savoye,1 545,1 545,3 817,5 962,1 312 981,,
Fatima zahra,,1775,105,Peaux ; d'ours,Espagne,664,3 984,33 604,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; d'ours,Flandre,2 765,27 650,33 604,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; d'ours,Hollande,197,1 970,33 604,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de rousselle,Espagne,3 950,4 135,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de tigres,Espagne,,1 248,,,1 312 981,,
Fatima zahra,,1775,105,Peaux ; de veau ; en couleur,Flandre,,1 209,,,1 312 981,,
Fatima zahra,,1775,107,Peaux ; en poil,geneve,630,1 260,223 545,,1 312 981,,
Fatima zahra,,1775,107,Peaux ; en poil,Hollande,6 136,18 408,223 545,,1 312 981,,
Fatima zahra,,1775,107,Peaux ; en poil,Savoye,192 481,192 481,223 545,,1 312 981,,
Fatima zahra,,1775,107,Peaux ; en poil,Suisse,518,11 396,223 545,,1 312 981,,
Fatima zahra,,1775,107,Peaux ; aprestée,Allemagne ,5 016,10 032,25 634,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; aprestée,Flandre,3 963,8 288,25 634,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; aprestée,Russie,657,1 314,25 634,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; aprestée,Suisse,,6 000,25 634,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Allemagne ,2 963,4 444,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Espagne,714,2 856,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Flandre,7 610,7 675,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Hollande,2 164,2 164,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Nord,1 705,1 705,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Russie,1 282,1 282,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peaux ; crue,Isles,,1 900,22 026,47 660,1 312 981,,
Fatima zahra,,1775,107,Peignes à tisserand,Allemagne ,343,2 058,,,,,
Fatima zahra,,1775,107,Pelles de bois,Allemagne ,47 595,9 519,,,,,
Fatima zahra,,1775,107,Piastres,Espagne,199 708,1 043 879,,,1 087 879,,
Fatima zahra,,1775,107,Piastres,Portugal,,44 000,,,1 087 879,,
Fatima zahra,,1775,107,Pierres ; à batir,Allemagne ,1 761,17 615,22 615,,72 719,,
Fatima zahra,,1775,107,Pierres ; à batir,Genes,125,5 000,22 615,,72 719,,
Fatima zahra,,1775,107,Pierres ; bleu,Allemagne ,922,1 663,,,72 719,,
Fatima zahra,,1775,107,Pierres ; de composition,Suisse,302,9 075,,,72 719,,
Fatima zahra,,1775,107,Pierres ; à éguiser,Espagne,5 000,1 000,2 200,,72 719,,
Fatima zahra,,1775,107,Pierres ; à éguiser,Italie,6 000,1 200,2 200,,72 719,,
Fatima zahra,,1775,107,Pierres ; d'emery,Flandre,6 591,1 318,,,72 719,,
Fatima zahra,,1775,107,Pierres ; à faulx,Allemagne ,11 894,2 378,14 858,,72 719,,
Fatima zahra,,1775,107,Pierres ; à faulx,Genes,62 400,12 480,14 858,,72 719,,
Fatima zahra,,1775,109,Pierres ; à fusis,Italie,69 800,13 960,,,72 719,,
Fatima zahra,,1775,109,Pierres ; à ,Espagne,118,3 540,,,72 719,,
Fatima zahra,,1775,109,Pierres ; ponce,Italie,40 000,2 000,3 490,,72 719,,
Fatima zahra,,1775,109,Pierres ; ponce,Naples,14 900,1 490,3 490,,72 719,,
Fatima zahra,,1775,109,Pignons,Espagne,21 991,5 400,,,,,
Fatima zahra,,1775,109,Piment,Flandre,169 371,84 685,,,209 001,,
Fatima zahra,,1775,109,Piment,Hollande,140 063,66 461,,,209 001,,
Fatima zahra,,1775,109,Piment,Nord,7 010,3 505,,,209 001,,
Fatima zahra,,1775,109,Piment,Savoye,54 350,54 350,,,209 001,,
Fatima zahra,,1775,109,Pipes à fumer,Hollande,23 113,92 208,,,,,
Fatima zahra,,1775,109,Pistaches,Naples,3 200,3 200,,,,,
