Data entry by,Source,Objet général,Year,Exports-Imports,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Fatima zahra,AN F12 242,Objet général,1775,Imports,77,Graine ; longue,Italie,20000.00,2000.00,,,395043.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,77,Graine ; longue,levant,614690.00,61469.00,,,395043.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,77,Graine ; de navette,Allemagne,33385.00,7708.00,,,395043.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Graine ; de treffle,Savoye,6867.00,1373.00,,,395043.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Graine ; verte,Espagne,6750.00,1687.00,,,395043.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Graisse,Savoye,6272.00,2086.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Gruau,Hollande,9320.00,2796.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Habillements,Allemagne,,3563.00,,,4608.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Habillements,geneve,,1045.00,,,4608.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Harangs ; blancs,Italie,7000.00,1400.00,24762.00,,24762.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Harangs ; blancs,Russie,38250.00,9562.00,24762.00,,24762.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Harangs ; blancs,Savoye,25000.00,2500.00,24762.00,,24762.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Harangs ; blancs,Suede,45200.00,11300.00,24762.00,,24762.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Horlogerie,Allemagne,,1608.00,,,116703.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Horlogerie,geneve,,32429.00,,,116703.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Horlogerie,Savoye,,55358.00,,,116703.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,79,Horlogerie,Suisse,,27308.00,,,116703.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Houblon,Flandre,111870.00,17305.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Houpes de cignes,Flandre,,1565.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de geroffle,Hollande,151.00,3030.00,,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de graine,Allemagne,2988.00,1177.00,144644.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de graine,Flandre,7492.00,7492.00,144644.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de graine,Hollande,349547.00,134735.00,144644.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de graine,Russie,3100.00,1240.00,144644.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de laurier,Hollande,2765.00,2765.00,,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de lin,Flandre,11010.00,3853.00,57486.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de lin,Hollande,71509.00,22378.00,57486.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de lin,Italie,26600.00,9310.00,57486.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de lin,naples,73150.00,21945.00,57486.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de navette,Hollande,198660.00,79464.00,,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de noix,Hollande,26400.00,19800.00,21924.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de noix,Savoye,5312.00,2124.00,21924.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,Espagne,248122.00,124061.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,Hollande,2700.00,1620.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,Italie,13340977.00,5336391.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,naples,9962.00,398480.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,Genes,13996.00,559840.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,levant,4366.00,1746440.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,Portugal,88150.00,52445.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; d'olive,Savoye,3376.00,135040.00,8354317.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Angleterre,9575.00,2393.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Espagne,333860.00,83465.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Flandre,27470.00,10988.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Hollande,715332.00,262365.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Nord,3778.00,1319.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Portugal,1121376.00,280344.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,Savoye,18000.00,4500.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de poisson,isles,1458188.00,364547.00,1009921.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de rabette,Flandre,4993.00,1772.00,50173.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de rabette,Hollande,134560.00,47096.00,50173.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de rabette,Suede,3730.00,1305.00,50173.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de vitriol,Angleterre,81000.00,324000.00,336982.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de vitriol,Hollande,11641.00,9782.00,336982.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,81,Huile ; de vitriol,Savoye,800.00,3200.00,336982.00,,10060706.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Huitres,Angleterre,2936.00,2930.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jais,Espagne,84108.00,12616.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jalap,Espagne,34397.00,56058.00,,,57773.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jalap,Hollande,980.00,1715.00,,,57773.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jambons,Allemagne,10571.00,5284.00,,,10056.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jambons,Espagne,2984.00,1789.00,,,10056.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jambons,Hollande,3233.00,1939.00,,,10056.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jambons,Russie,1740.00,1044.00,,,10056.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jaune de Naples,Naples,1700.00,1275.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Jeux ; de moulin,Flandre,27863.00,8358.00,,,8358.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83, Inde fine,Hollande,1150.00,4600.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Anlgeterre,9533.00,95330.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Espagne,68748.00,781744.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Flandre,9445.00,94450.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Hollande,22702.00,222860.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Italie,548.00,2740.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Savoye,800.00,4000.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Isles,1275179.00,9300404.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Indigo,Indes,4052.00,6078.00,,,10507606.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Instruments de musique,Allemagne,9915.00,99223.00,,,115953.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Instruments de musique,Anlgeterre,116.00,1160.00,,,115953.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Instruments de musique,Flandre,3668.00,9170.00,,,115953.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,83,Instruments de musique,Hollande,2560.00,6400.00,,,115953.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Joncs,Flandre,55270.00,7840.00,,,41358.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Joncs,Indes,22350.00,33518.00,,,41358.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jpecacuanns,Italie,22605.00,67815.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jrix,Italie,55823.00,27911.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de citron,Italie,150340.00,45102.00,92928.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de citron,Naples,14000.00,4200.00,92928.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de citron,Genes,23500.00,7050.00,92928.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de citron,Levant,106000.00,31800.00,92928.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de citron,Isles,6368.00,4776.00,92928.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de reglisse,Italie,36705.00,12846.00,98316.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Jus ; de reglisse,Genes,244400.00,85470.00,98316.00,,191244.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Larque place,Italie,4000.00,6000.00,,,13200.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Larque place,Genes,4000.00,7200.00,,,13200.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; d'Allemagne,Hollande,17068.00,17068.00,556502.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; d'Allemagne,Nord,539434.00,539434.00,556502.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; batarde,Levant,33504.00,23452.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; de Carmenie,Hollande,514.00,3084.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; de chevron,Levant,177483.00,266224.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; commune,Espagne,32150.00,24230.00,750228.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; commune,Hollande,3100.00,4650.00,750228.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; commune,Italie,206000.00,103000.00,750228.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; commune,Levant,772935.00,618348.00,750228.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; d'Espagne,Espagne,2488286.00,7464860.00,7520877.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; d'Espagne,Portugal,16005.00,56017.00,7520877.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; fiée,Allemagne,1358.00,2874.00,18977.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; fiée,Angleterre,3724.00,12903.00,18977.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; fiée,Espagne,640.00,3200.00,18977.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; lavée,Espagne,166183.00,182801.00,403567.00,,14947912.00,le total devrait être 413567
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; lavée,Flandre,1040.00,1308.00,403567.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; lavée,Italie,80382.00,88420.00,403567.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; lavée,Levant,128217.00,141038.00,403567.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,85,Laine ; peignée,Allemagne,2402.00,4804.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; pelade,Levant,770025.00,693022.00,779453.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; pelade,Savoye,66702.00,60031.00,779453.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; pelade,suisse,13200.00,26400.00,779453.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de Portugal,Portugal,62130.00,186390.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de Pouille,Naples,166301.00,99780.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de rames,Hollande,64994.00,32497.00,51891.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de rames,Russie,38788.00,19394.00,51891.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de Rome,Italie,171935.00,103161.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de Segovie,Espagne,23963.00,38340.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; en lain ,Angleterre,23303.00,34954.00,80047.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; en lain ,Nord,60124.00,45093.00,80047.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; surge,Espagne,211266.00,186756.00,2601435.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; surge,Naples,37000.00,22200.00,2601435.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; surge,Levant,2658311.00,2392479.00,2601435.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; en toison,Angleterre,8276.00,20690.00,,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de vigogne,Espagne,136622.00,1348010.00,1429010.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Laine ; de vigogne,Italie,8100.00,81000.00,1429010.00,,14947912.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Langues,Angleterre,28257.00,8917.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Lard,Angleterre,199020.00,76987.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Lattes,Allemagne,143000.00,3575.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Angleterre,260000.00,26000.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Espagne,582580.00,29628.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Hollande,2180074.00,277360.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Italie,1230550.00,186822.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Naples,3264480.00,326448.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Genes,98667.00,11450.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Levant,6099740.00,609974.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Nord,582170.00,31335.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Legumes,Savoye,16290.00,2633.00,,,1501650.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Léton ; gouté,Allemagne,8704.00,13056.00,21078.00,,23105.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Léton ; gouté,Espagne,275.00,1100.00,21078.00,,23105.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Léton ; gouté,Hollande,2940.00,4410.00,21078.00,,23105.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Léton ; gouté,Nord,1675.00,2512.00,21078.00,,23105.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Léton ; ouvré,Hollande,1448.00,2027.00,,,23105.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Librairie,Allemagne,57226.00,114452.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Librairie,Angleterre,15704.00,29409.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,87,Librairie,Espagne,698.00,1396.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,Flandre,7999.00,15998.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,geneve,116723.00,233446.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,Hollande,23072.00,46144.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,Italie,15932.00,31864.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,Naples,1528.00,3056.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,Russie,813.00,1626.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,Savoye,7735.00,15470.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Librairie,suisse,5853.00,11706.00,,,504567.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Liege,Espagne,699674.00,46763.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Limes,Flandre,4694.00,7041.00,,,29656.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Limes,Hollande,20292.00,15336.00,,,29656.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Limes,Nord,7552.00,6046.00,,,29656.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Limes,suisse,881.00,1233.00,,,29656.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; cru,Flandre,98270.00,73702.00,201538.00,,238117.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; cru,Hollande,51532.00,24386.00,201538.00,,238117.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; cru,Nord,144070.00,86250.00,201538.00,,238117.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; cru,Russie,33238.00,17200.00,201538.00,,238117.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; peigné,Flandre,892.00,1338.00,18691.00,,238117.00,le total devrait être 18591
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; peigné,Hollande,25940.00,17253.00,18691.00,,238117.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lin ; en rames,Hollande,51395.00,17988.00,,,238117.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Liqueurs,Allemagne,8034.00,24103.00,,,86377.00,le total devrait être 50377
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Liqueurs,Hollande,7736.00,7736.00,,,86377.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Liqueurs,Italie,7027.00,7027.00,,,86377.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Liqueurs,Savoye,7455.00,7455.00,,,86377.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Liqueurs,Isles,40056.00,4056.00,,,86377.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lilarge,Flandre,111501.00,22300.00,,,37486.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,89,Lilarge,Hollande,73700.00,15186.00,,,37486.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Macis,Hollande,660.00,8950.00,,,12122.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Macis,Nord,244.00,3172.00,,,12122.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Manne,Espagne,100000.00,175000.00,,,1019298.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Manne,Italie,146255.00,255945.00,,,1019298.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Manne,Naples,308666.00,540165.00,,,1019298.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Manne,gennes,23736.00,41538.00,,,1019298.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Manne,Levant,3800.00,6650.00,,,1019298.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; brut,Allemagne,886.00,1107.00,36319.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; brut,Italie,499210.00,24960.00,36319.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; brut,Genes,243000.00,6075.00,36319.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; brut,suisse,41775.00,4177.00,36319.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; ouvré,Espagne,10200.00,30600.00,2087418.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; ouvré,Italie,453988.00,1256664.00,2087418.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; ouvré,Naples,7661.00,22983.00,2087418.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marbre ; ouvré,Genes,259057.00,777171.00,2087418.00,,2123737.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Allemagne,,99247.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Angleterre,,48225.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Danemark,,11504.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Espagne,,46634.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Flandre,,56759.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,geneve,,19433.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Hollande,,166820.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Italie,,17494.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Naples,,5809.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Genes,,17071.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Venise,,2846.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Levant,,5826.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Nord,,19832.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Portugal,,7647.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Russie,,10151.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Savoye,,35382.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,suede,,12409.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,suisse,,17090.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,Isles,,9611.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,91,Marchand ; meslées,indes,,3000.00,612790.00,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Marchand ; de modes,Allemagne,322.00,16100.00,,,628890.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Masques,Savoye,492.00,2952.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mastic,Levant,8400.00,25200.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Matu,Allemagne,36.00,1080.00,,,501425.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Matu,Danemark,754.00,76150.00,,,501425.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Matu,Hollande,2112.00,201185.00,,,501425.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Matu,Nord,224.00,22410.00,,,501425.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Matu,Russie,1223.00,177920.00,,,501425.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Matu,suede,387.00,22680.00,,,501425.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Allemagne,255639.00,1014471.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Angleterre,600.00,2400.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Espagne,22463.00,47896.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Flandre,88256.00,217883.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,geneve,6207.00,21724.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Hollande,127966.00,271261.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Italie,5585.00,19547.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,Naples,2855.00,9992.00,,,1856941.00,
Fatima zahra,AN F12 242,Objet général,1775,Imports,93,Mercerie,gennes,3710.00,12985.00,,,1856941.00,
