numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,bureau,sheet,marchandises,quantit,quantity_unit,doubleaccounts
418,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,7,Cuirs ; salez,39,livres,0
433,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,7,Cuirs ; secs ; à poil,428,cuirs,0
448,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,7,Cuirs ; tannez,38,cuirs,0
462,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,7,Cuivre ; non ouvré ; en rosette ou plaque,436,livres,0
477,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,7,Cuivre ; ouvré,3480,livres,0
488,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,7,Cuivre ; rompu,17,livres,0
507,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Dentelle ; de fil,341.5,livres,0
516,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Dentelle ; de soye,9.75,livres,0
528,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,"Draps ; d'Angleterre, Hollande et Espagne",4,pièces,0
541,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Draps ; de soye,5,livres,0
550,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Draps ; petits,17240,livres,0
556,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Droguets,11773,livres,0
566,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Etain ; non ouvré,657,livres,0
581,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Etain ; ouvré,505,livres,0
590,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Etamine,4713,livres,0
601,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Etoffes ; de soye ; païs etrangers,27.5,livres,0
615,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Fer ; blanc,1,livres,0
622,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Fer ; en gueuse,400,livres,0
637,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,"Fer ; en verge, barre et batu",207699,livres,0
653,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Fer ; ouvré,9054,livres,0
664,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fil ; d'Archal,334,livres,0
668,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fil ; d'Espinay,441,livres,0
679,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fil ; d'Estoupe,6412,livres,0
696,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fil ; de Chanvre,1817,livres,0
710,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,8,Fil ; de fer,57,livres,0
737,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fil ; de Lin,6873,livres,0
743,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fil ; de Sayette,109,livres,0
749,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Frise ; à la Gode,35,aunes,0
756,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Frisons ; d'Angleterre,37,pièces,0
772,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Fromage,6998,livres,0
783,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Futaine ; de toutes sortes,14,pièces,0
803,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Goudran,170,barils,0
817,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Harancs ; blancs,364,barils,0
830,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Harancs ; fors,7,barils,0
845,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Huille ; d'Olive,24034,livres,0
868,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Huille ; de Poisson,162,barriques,0
882,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Jambons,30875,livres,0
892,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Jumens,5,juments,0
910,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Laines ; d'Aignelin,195536,livres,0
927,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,9,Laines ; de toutes sortes,135119,livres,0
956,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Lin ; de toutes sortes,5111,livres,0
971,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Linge ; de toutes sortes,1225,livres,0
990,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Marroquins,368,maroquins,0
1016,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Moluë ; seiche,6720,mollus,0
1028,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Moluë ; verre,111911,mollus,0
1037,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Moutons,30,moutons,0
1043,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Mullets,81,mullets,0
1064,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Peaux ; d'Aigneaux ; en laine,1313,peaux,0
1068,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Peaux ; d'Aigneaux ; en Mesquis,29250,peaux,0
1094,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Peaux ; de Chevre ; à poil,1204,peaux,0
1106,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Peaux ; de Chevre ; aprestées,290,peaux,0
1118,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Peaux ; de Mouton,27374,peaux,0
1129,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Peaux ; de Mouton ; en mesquis,88209,peaux,0
1148,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Peaux ; de Veau ; corroyées,428,peaux,0
1165,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Peaux ; de Veau ; tannées,33,peaux,0
1179,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,10,Peaux ; de veaux ; à poil,443,peaux,0
1221,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Plomb,7629,livres,0
1249,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Poullains,80,poulains,0
1256,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Quincaillerie ; de Cuivre,1470,livres,0
1272,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,11,Quincaillerie ; de Fer,11423,livres,0
1289,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,12,Ruban ; de Fil,40,livres,0
1303,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,12,Ruban ; de Soye,49.5625,livres,0
1350,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,12,Savon ; de Marseille,12488,livres,0
1359,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,12,Savon ; noir,402,livres,0
1392,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,12,Suif ; à faire Chandelle,1655,livres,0
1420,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; à Tamis,52,livres,0
1440,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; d'Estoupe,3451,livres,0
1448,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,12,Toille ; de Barois et Clinchamp,3791,livres,0
1456,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; de Chanvre,125,livres,0
1468,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; de Cotton,18,pièces,0
1479,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; de Holande,34,pièces,0
1495,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; de Lin,112,livres,0
1502,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; de Quintin,13,pièces,0
1527,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Toille ; Noyalle,28355,livres,0
1543,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Vaches,24,vaches,0
1563,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Poitou,13,Vieux ; Linge,2315,livres,0
15,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Acier,15524,livres,0
32,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Airain ; ouvré,13397,livres,0
38,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Armes,39018,livres,0
52,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Baleine coupée,1228,livres,0
87,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Bas ; de laine,67,paires,0
138,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Beurre,614,livres,0
147,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Bœufs ; en vie,135,bœufs,0
190,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Camelots ; d'Angleterre et Hollande,1,pièces,0
217,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Chamois ; passé en jaune,31,chamois,0
232,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,6,Chandelle ; de suif,78,livres,0
248,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Chanvre,50,livres,0
261,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Charbon ; de terre,6279,barils,0
275,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Chevaux ; de bas pris,3138,chevaux,0
285,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Chevaux ; de haut prix,1371,chevaux,0
301,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Clouds et caboches de fer,61181,livres,0
343,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cotton ; filé et non filé,25,livres,0
355,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Coutils,55,pièces,0
370,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Couvertures ; de laine et cotton,42,couvertures,0
382,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Crain,16937,livres,0
394,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cuirs ; de bœuf ou vache,22,cuirs,0
406,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cuirs ; dorez,250,livres,0
434,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cuirs ; secs ; à poil,44,cuirs,0
449,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cuirs ; tannez,2,cuirs,0
478,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cuivre ; ouvré,196570,livres,0
489,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,7,Cuivre ; rompu,80,livres,0
517,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,8,Dentelle ; de soye,10,livres,0
567,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,8,Etain ; non ouvré,409,livres,0
582,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,8,Etain ; ouvré,2138,livres,0
638,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,8,"Fer ; en verge, barre et batu",591970,livres,0
654,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,8,Fer ; ouvré,77317,livres,0
669,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Fil ; d'Espinay,160,livres,0
697,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Fil ; de Chanvre,252,livres,0
711,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,8,Fil ; de fer,1019,livres,0
724,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Fil ; de Latton,15131,livres,0
738,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Fil ; de Lin,328,livres,0
773,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Fromage,3192,livres,0
784,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Futaine ; de toutes sortes,72,pièces,0
793,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Genisses,16,génisses,0
818,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Harancs ; blancs,45,barils,0
831,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Harancs ; fors,1,barils,0
846,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Huille ; d'Olive,1203,livres,0
860,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Huille ; de Graine,154,barriques,0
883,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Jambons,1310,livres,0
893,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Jumens,18,juments,0
911,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Laines ; d'Aignelin,9300,livres,0
928,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,9,Laines ; de toutes sortes,45750,livres,0
957,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Lin ; de toutes sortes,788,livres,0
972,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Linge ; de toutes sortes,525,livres,0
991,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Marroquins,259,maroquins,0
1005,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Moluë ; de Holande,1,barils,0
1038,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Moutons,14479,moutons,0
1055,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Peaux ; de Lapin,52,livres,0
1065,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Peaux ; d'Aigneaux ; en laine,1,peaux,0
1085,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Peaux ; de Chamois,31,peaux,0
1095,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Peaux ; de Chevre ; à poil,30,peaux,0
1119,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Peaux ; de Mouton,60,peaux,0
1130,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Peaux ; de Mouton ; en mesquis,48,peaux,0
1149,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Peaux ; de Veau ; corroyées,15,peaux,0
1166,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Peaux ; de Veau ; tannées,1,peaux,0
1180,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,10,Peaux ; de veaux ; à poil,148,peaux,0
1196,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Pelleterie ; aprestée,1146,livres,0
1222,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Plomb,13027,livres,0
1235,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Porcelets,167,porcelets,0
1241,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Porcs,31,porqs,0
1250,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Poullains,15,poulains,0
1257,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Quincaillerie ; de Cuivre,57,livres,0
1273,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,11,Quincaillerie ; de Fer,9677,livres,0
1290,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Ruban ; de Fil,3366,livres,0
1293,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Ruban ; de Laine,15,livres,0
1304,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Ruban ; de Soye,.125,livres,0
1324,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Savon ; blanc,153,livres,0
1351,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Savon ; de Marseille,50,livres,0
1409,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Tapisseries ; de Cuir ; doré,210,livres,0
1449,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,12,Toille ; de Barois et Clinchamp,3965,livres,0
1457,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Toille ; de Chanvre,49,livres,0
1469,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Toille ; de Cotton,25,pièces,0
1480,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Toille ; de Holande,61,pièces,0
1507,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Toille ; de Soye,1.75,livres,0
1517,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Toille ; grosse,1573,livres,0
1533,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Toille ; rayée,1157,pièces,0
1544,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Vaches,14,vaches,0
1550,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Veaux,19,veaux,0
1564,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rethelois,13,Vieux ; Linge,1171,livres,0
16,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Acier,148338,livres,0
39,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Armes,105,livres,0
53,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Baleine coupée,13047,livres,0
62,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Barracans,4,pièces,0
72,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bas ; de cotton et fil,22,paires,0
88,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bas ; de laine,1731,paires,0
99,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bas ; de soye,3,paires,0
111,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bayette,582,pièces,0
139,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Beurre,853716,livres,0
153,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bœufs et langues salées ; de toutes sortes,5,barils,0
156,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bombazins,12,pièces,0
162,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Boucassins,30,pièces,0
170,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Bray,2121,barils,0
179,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Burail,13,pièces,0
191,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Camelots ; d'Angleterre et Hollande,216,pièces,0
207,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Carisels ou creseaux,1429,pièces,0
212,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,6,Cendre ; de plomb,3100,livres,0
218,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Rouen,7,Chamois ; passé en jaune,406,chamois,0
