numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,year,direction,bureaux,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
303,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Légumes (haricots),Etats unis de l'Amérique,1050,Livres,,130,,Pas de prix unitaire
304,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Liège en bouchons,Marseille,15000,Nombre,"0,01",150,0,10 livres le mille
305,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Liège en Planches,Marseille,4600,Livres,"0,2",920,0,20 livres le quintal
306,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Lin avec son etoupe,Russie et Courlande,1800,Livres,"0,2",360,0,20 livres le quintal
307,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marbre ouvré,Marseille,,,,1200,,
308,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Marseille,,,,731,,
309,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Espagne,,,,162,,
310,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Angleterre,,,,254,,
311,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Hollande,,,,124,,
312,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Russie et Courlande,,,,118,,
313,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Marchandises à la valeur,Etats unis de l'Amérique,,,,1964,,
314,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Ouvrages en cuir ,Bayonne,,,,375,,
315,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Ouvrages en cuir ,Angleterre,,,,1539,,
316,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Ouvrages de terre cuite,Angleterre,,,,395,,
317,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Papier blanc,Hollande,20,Rames,17,340,0,
318,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Parfumerie (pomade),Marseille,34,Livres,,102,,Pas de prix unitaire
319,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Pierres à meules,Espagne,160,Nombre,"1,5",240,0,
320,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Plomb en saumon,Angleterre,1000,Livres,"0,3",300,0,30 livres le quintal
321,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Provisions de bouches,Angleterre,,,,187,,
322,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Quincaillerie,Angleterre,11945,Livres,,14570,,Pas de prix unitaire
323,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Roseaux,Espagne,30450,Nombre,"0,02",913,304,Erreur de calcul
324,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Roseaux,Portugal,7500,Nombre,"0,02",150,0,
325,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Ruban,Hollande,648,Pièces,"1,5",972,0,
326,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Savon,Dunkerque,350,Livres,"0,6",210,0,60 livres le quintal
327,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Savon,Marseille,561863,Livres,"0,6",337118,"0,2",
328,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Sel,Angleterre,23152,Livres,"0,025",578,"-0,8",50 sous le quintal
329,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Sel blanc,Angleterre,37660,Livres,"0,035",1318,"-0,1",3 livres et 10 sous le quintal
330,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Sirop capillaire,Marseille,721,Toyette?,,566,,Pas de prix unitaire
331,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Souffre ,Marseille,3077,Livres,"0,15",462,"0,45",15 livres le quintal
332,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Suif fondu,Etats unis de l'Amérique,1450,Livres,,680,,Pas de prix unitaire
333,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Suif en chandele,Marseille,200,Livres,"0,75",300,150,Erreur de calcul
334,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Tabac en feuilles,L'Orient,425270,Livres,"0,4",170608,500,Erreur de calcul; 40 livres le quintal
335,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Tabac en feuilles,Hollande,118676,Livres,"0,4",47470,"-0,4",40 livres le quintal
336,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,12,Tabac en feuilles,Etats unis de l'Amérique,26051,Livres,"0,4",10420,"-0,4",
337,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,13,Toille à voiles,Russie et Courlande,870,Livres,,810,,Pas de prix unitaire
338,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,13,Verrerie,Angleterre,,,,1545,,
339,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,13,Verre en bouteille,Angleterre,4800,Nombre,"0,2",960,0,20 livres le quintal
340,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,13,Vin muscat,Marseille,,?,,1070,,2 muids 174 pintes et 150 bouteilles
341,Laura Moutou,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports – Saint-Malo.csv,National toutes directions partenaires manquants,Imports,1789,Saint-Malo,Morlaix,13,Vin d'Espagne,Espagne,61985,Pintes,1,61976,-9,
