numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
425,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Riz,Guinée,97200,livres,,4,,"0,2",,,,,19440,,,
426,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Salemporis,Guinée,1908,pièces,28,,,28,,,,,53424,,,
427,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Satin,Guinée,50,aunes,10,,,10,,,,,500,,,
428,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Sennes à pêcher,Guinée,2,en nombre,40,,,40,,,,,80,,,
429,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Siamoise,Guinée,188,pièces,30,,,30,,,,,5640,,,
430,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Siamoise,Guinée,1300,aunes,2,,,2,,,,,2600,,,
431,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Souliers,Guinée,51,paires,3,,,3,,,,,153,,,
432,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Sucre terré,Guinée,1200,livres,,7,,"0,35",,,,,420,,,
433,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Suif,Guinée,1130,livres,,9,,"0,45",,,,,"508,5",,,
434,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Tabac,Guinée,"883,5",livres,,12,,"0,6",,,,,"530,1",,,
435,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Tafia,Guinée,5635,veltes,3,,,3,,,,,16905,,,
436,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Tapis d'Auvergne,Guinée,620,livres,3,,,3,,,,,1860,,,
437,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Tapsel,Guinée,3012,pièces,26,,,26,,,,,78312,,,
438,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Toile de Bretagne,Guinée,12260,livres,3,,,3,,,,,36780,,,
439,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Toile caladaris,Guinée,20,pièces,25,,,25,,,,,500,,,
440,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Toile Cholet,Guinée,9979,livres,4,,,4,,,,,39916,,,
441,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Toile de coton,Guinée,9700,livres,2,15,,"2,75",,,,,26675,,,
442,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Toile de coton peinte,Guinée,19210,aunes,2,,,2,,,,,38420,,,
443,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Toile guingan,Guinée,198,pièces,33,,,33,,,,,6534,,,
444,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Toile platille,Guinée,14379,pièces,5,,,5,,,,,71895,,,
445,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Verres communs,Guinée,1440,gobelets,,2,,"0,1",,,,,144,,,
446,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Verroterie,Guinée,620,livres,,20,,1,,,,,620,,,
447,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Bordeaux,Guinée,"5,25",tonneaux,400,,,400,,,,,2100,,,
448,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Bordeaux de haut,Guinée,2,tonneaux,400,,,400,,,,,800,,,
449,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Bordeaux de ville,Guinée,"39,25",tonneaux,400,,,400,,,,,15700,,,
450,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Bourgogne d'Auxerre,Guinée,16,quarts,120,,,120,,,,,1920,,,
451,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin du Cap Breton,Guinée,142,bouteilles,,20,,1,,,,,142,,,
452,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Cognac,Guinée,2,tonneaux,140,,,140,,,,,280,,,
453,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin d'Espagne,Guinée,12,pots,,30,,"1,5",,,,,18,,,
454,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin d'Espagne d'Alicante,Guinée,30,bouteilles,2,,,2,,,,,60,,,
455,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin hors,Guinée,235,bouteilles,,12,,"0,6",,,,,141,,,
456,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Gaillac,Guinée,42,barriques,300,,,300,,,,,12600,,,
457,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de liqueur,Guinée,60,bouteilles,,40,,2,,,,,120,,,
458,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin du Moissac,Guinée,3,barriques,75,,,75,,,,,225,,Doute sur la marchandise,
459,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin Muscat,Guinée,15,bouteilles,,30,,"1,5",,,,,"22,5",,,
460,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Vin de Quercy,Guinée,36,barriques,100,,,100,,,,,3600,,,
461,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Acier,Iles françaises de l'Amérique,1450,livres,,5,,"0,25",,,,,"362,5",,,
462,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Acons démontés,Iles françaises de l'Amérique,3,en nombre,350,,,350,,,,,1050,,,
463,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Alembics de cuivre,Iles françaises de l'Amérique,3,en nombre,190,,,190,,,,,570,,,
464,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Alembics d'étain,Iles françaises de l'Amérique,2110,livres,,25,,"1,25",,,,,"2637,5",,,
465,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Alun,Iles françaises de l'Amérique,300,livres,,5,,"0,25",,,,,75,,,
466,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Amandes,Iles françaises de l'Amérique,600,livres,,8,,"0,4",,,,,240,,,
467,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Anisette,Iles françaises de l'Amérique,60,bouteilles,,45,,"2,25",,,,,135,,,
468,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Arcons de selles,Iles françaises de l'Amérique,16,en nombre,2,,,2,,,,,32,,,
469,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Ardoises,Iles françaises de l'Amérique,"1329,5",milliers,12,,,12,,,,,15954,,,
470,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Argenterie,Iles françaises de l'Amérique,45,marcs,57,,,57,,,,,2565,,,
471,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,15,Argenterie,Iles françaises de l'Amérique,,,,,,0,60,,,60,0,,Valeur totale,
472,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Armes blanches,Iles françaises de l'Amérique,520,livres,,24,,"1,2",,,,,624,,,
473,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Armes à feu,Iles françaises de l'Amérique,5326,livres,,18,,"0,9",,,,,"4793,4",,,
474,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Armoires,Iles françaises de l'Amérique,10,en nombre,100,,,100,,,,,1000,,,
475,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Arosoirs de fer blanc,Iles françaises de l'Amérique,46,en nombre,,24,,"1,2",,,,,"55,2",,,
476,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Autel de marbre,Iles françaises de l'Amérique,2,côtés,80,,,80,,,,,160,,,
477,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bamboches,Iles françaises de l'Amérique,12,paires,,24,,"1,2",,,,,"14,4",,,
478,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bas de fil,Iles françaises de l'Amérique,"2393,2",livres,4,,,4,,,,,"9572,8",,,
479,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bas de laine,Iles françaises de l'Amérique,150,livres,6,,,6,,,,,900,,,
480,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bas de soie,Iles françaises de l'Amérique,"155,5625",livres,40,,,40,,,,,"6222,5",,,
481,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bassin à cassave,Iles françaises de l'Amérique,14446,livres,,35,,"1,75",,,,,"25280,5",,,
482,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Baudriers,Iles françaises de l'Amérique,98,en nombre,,15,,"0,75",,,,,"73,5",,,
483,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Baume de Copahu,Iles françaises de l'Amérique,12,bouteilles,,48,,"2,4",,,,,"28,8",,,
484,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Baume de Copahu,Iles françaises de l'Amérique,,,,,,0,972,,,972,0,,Valeur totale,
485,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Basin,Iles françaises de l'Amérique,15,livres,4,,,4,,,,,60,,,
486,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bœuf salé,Iles françaises de l'Amérique,53,tiercons,57,,,57,,,,,3021,,,
487,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bœuf salé,Iles françaises de l'Amérique,7839,barils,38,,,38,,,,,297882,,,
488,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Beurre,Iles françaises de l'Amérique,174940,livres,,7,,"0,35",,,,,61229,,,
489,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bibliothèque,Iles françaises de l'Amérique,2,en nombre,70,,,70,,,,,140,,,
490,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bière,Iles françaises de l'Amérique,560,barriques,24,,,24,,,,,13440,,,
491,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bois bordages de chêne,Iles françaises de l'Amérique,93,en nombre,4,10,,"4,5",,,,,"418,5",,,
492,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bois merain à barriques,Iles françaises de l'Amérique,25700,douelles,,6,,"0,3",,,,,7710,,,
493,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bois merain à pipes,Iles françaises de l'Amérique,32700,douelles,,12,,"0,6",,,,,19620,,,
494,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bonnets de coton,Iles françaises de l'Amérique,22,livres,20,,,20,,,,,440,,,
495,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bonnets à nègre,Iles françaises de l'Amérique,200,livres,6,,,6,,,,,1200,,,
496,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bottes fortes,Iles françaises de l'Amérique,18,paires,24,,,24,,,,,432,,,
497,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bouchons de liège,Iles françaises de l'Amérique,8800,en nombre,"0,01",,,9,,,,,"79,2",,,
498,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bougie blanche,Iles françaises de l'Amérique,5430,livres,,45,,"2,25",,,,,"12217,5",,,
499,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bouteilles de verre,Iles françaises de l'Amérique,2690,en nombre,,4,,"0,2",,,,,538,,,
500,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Boutons d'argent,Iles françaises de l'Amérique,5,livres,80,,,80,,,,,400,,,
501,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Boutons d'or,Iles françaises de l'Amérique,"9,75",livres,120,,,120,,,,,1170,,,
502,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Brancards,Iles françaises de l'Amérique,5,en nombre,50,,,50,,,,,250,,,
503,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Brai gras,Iles françaises de l'Amérique,2,barils,20,,,20,,,,,40,,,
504,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Briques,Iles françaises de l'Amérique,30,milliers,14,,,14,,,,,420,,,
505,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Brouettes,Iles françaises de l'Amérique,51,en nombre,3,10,,"3,5",,,,,"178,5",,,
506,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,16,Bureaux,Iles françaises de l'Amérique,1,pièces,60,,,60,,,,,60,,,
507,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cabaret vernis,Iles françaises de l'Amérique,4,en nombre,7,,,7,,,,,28,,,
508,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cabriolets,Iles françaises de l'Amérique,6,en nombre,350,,,350,,,,,2100,,,
509,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cacao en patte,Iles françaises de l'Amérique,269,livres,,20,,1,,,,,269,,,
510,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Camelot de laine,Iles françaises de l'Amérique,390,aunes,3,,,3,,,,,1170,,,
511,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Camisoles de laine,Iles françaises de l'Amérique,200,livres,2,10,,"2,5",,,,,500,,,
512,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cannes de jonc,Iles françaises de l'Amérique,30,en nombre,6,,,6,,,,,180,,,
513,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Carreaux de terre,Iles françaises de l'Amérique,1560850,en nombre,"0,02",,,16,,,,,"24973,6",,,
514,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cartes à jouer,Iles françaises de l'Amérique,2,grosses,18,,,18,,,,,36,,,
515,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cartes à jouer,Iles françaises de l'Amérique,86,livres,,30,,"1,5",,,,,129,,,
516,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Casaques,Iles françaises de l'Amérique,250,en nombre,,30,,"1,5",,,,,375,,,
517,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cendre gravelée,Iles françaises de l'Amérique,150,livres,,11,,"0,55",,,,,"82,5",,,
518,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cercles à piper,Iles françaises de l'Amérique,2783,fournitures,9,,,9,,,,,25047,,,
519,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cercles à piper,Iles françaises de l'Amérique,2733,paquets,,30,,"1,5",,,,,"4099,5",,,
520,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Cervelas,Iles françaises de l'Amérique,61,livres,,10,,"0,5",,,,,"30,5",,,
521,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Céruse,Iles françaises de l'Amérique,2800,livres,,5,,"0,25",,,,,700,,,
522,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chaises de commodité,Iles françaises de l'Amérique,18,en nombre,6,,,6,,,,,108,,,
523,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chaises de paille,Iles françaises de l'Amérique,255,douzaines,12,,,12,,,,,3060,,,
524,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chaises de paille,Iles françaises de l'Amérique,48,fauteuils,,30,,"1,5",,,,,72,,,
525,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chandelles,Iles françaises de l'Amérique,61360,livres,,10,,"0,5",,,,,30680,,,
526,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chapeaux castor,Iles françaises de l'Amérique,446,en nombre,20,,,20,,,,,8920,,,
527,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chapeaux mi-castor,Iles françaises de l'Amérique,844,en nombre,12,,,12,,,,,10128,,,
528,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chapeaux communs,Iles françaises de l'Amérique,219,en nombre,3,10,,"3,5",,,,,"766,5",,,
529,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chapeaux à nègre,Iles françaises de l'Amérique,60,livres,,30,,"1,5",,,,,90,,,
530,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Charbon de terre,Iles françaises de l'Amérique,1454,barriques,7,10,,"7,5",,,,,10905,,,
531,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chariots,Iles françaises de l'Amérique,3,en nombre,250,,,250,,,,,750,,,
532,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Charnières de marbre,Iles françaises de l'Amérique,3,en nombre,,,,,,,,,0,,Prix inconnu,
533,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chaudière à guildives,Iles françaises de l'Amérique,1990,livres,,35,,"1,75",,,,,"3482,5",,,
534,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chaussettes de fil,Iles françaises de l'Amérique,"130,5",douzaines,24,,,24,,,,,3132,,,
535,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chaussettes de fil,Iles françaises de l'Amérique,241,livres,4,,,4,,,,,964,,,
536,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chemises garnies,Iles françaises de l'Amérique,752,en nombre,10,,,10,,,,,7520,,,
537,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chemises garnies,Iles françaises de l'Amérique,,,,,,0,5988,,,5988,0,,Valeur totale,
538,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chemises à nègre,Iles françaises de l'Amérique,134,en nombre,2,,,2,,,,,268,,,
539,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chemises à nègre,Iles françaises de l'Amérique,250,livres,,33,,"1,65",,,,,"412,5",,,
540,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chemises unies,Iles françaises de l'Amérique,60,douzaines,60,,,60,,,,,3600,,,
541,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,17,Chemises unies,Iles françaises de l'Amérique,570,livres,3,,,3,,,,,1710,,,
542,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Chocolat,Iles françaises de l'Amérique,30,livres,,20,,1,,,,,30,,,
543,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cloches de fonte,Iles françaises de l'Amérique,1090,livres,,20,,1,,,,,1090,,,
544,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Clous dorés,Iles françaises de l'Amérique,,,,,,0,200,,,200,0,,Valeur totale,
545,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Clous de fer,Iles françaises de l'Amérique,225840,livres,,5,,"0,25",,,,,56460,,,
546,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cochon salé,Iles françaises de l'Amérique,20544,livres,,4,,"0,2",,,,,"4108,8",,,
547,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Coliers de grenas,Iles françaises de l'Amérique,20,livres,60,,,60,,,,,1200,,,
548,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Comodes,Iles françaises de l'Amérique,7,en nombre,60,,,60,,,,,420,,,
549,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Confitures,Iles françaises de l'Amérique,2589,livres,,11,,"0,55",,,,,"1423,95",,,
550,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cordages,Iles françaises de l'Amérique,107340,livres,,6,6,325,,,,,"34885,5",,,
551,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Coutil,Iles françaises de l'Amérique,1785,livres,2,,,2,,,,,3570,,,
552,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Couvertures de coton,Iles françaises de l'Amérique,626,livres,3,,,3,,,,,1878,,,
553,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Couvertures de laine,Iles françaises de l'Amérique,578,livres,,40,,2,,,,,1156,,,
554,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Creusets,Iles françaises de l'Amérique,450,livres,,12,,"0,6",,,,,270,,,
555,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Creusets,Iles françaises de l'Amérique,,,,,,0,225,,,225,0,,Valeur totale,
556,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Cricks,Iles françaises de l'Amérique,4,en nombre,18,,,18,,,,,72,,,
557,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,18,Crin,Iles françaises de l'Amérique,2270,livres,,20,,1,,,,,2270,,,
