numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
401,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Mercerie fine,Espagne,"9740,00",Livre,"6,000","58 440,00","0,00",,
402,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Morüe seche,Espagne,"400,00",Livre,"18,000","7 200,00","0,00",,
403,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Orge,Espagne,"4,00",Tonneau,"50,000","200,00","0,00",,
404,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Ozier,Espagne,"3,00",Millier,"3,000","9,00","0,00",,
405,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Pruneaux de Ste Catherine,Espagne,"100,00",Livre,"0,400","40,00","0,00",,
406,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Poivre,Espagne,"3020,00",Livre,"1,200","3 624,00","0,00",,
407,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Pekin,Espagne,"90,00",Pièce,"60,000","5 400,00","0,00",,
408,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Pinasse,Espagne,"104,00",Pièce,"0,000","0,00","0,00",Pas de prix,
409,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Peaux de veau corroyées,Espagne,"226,00",Douzaine,"20,000","226,00","4 294,00",Erreur prix total,
410,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Papier a écrire,Espagne,"9800,00",Livre,"1,200","11 960,00","-200,00",erreur de calcul,
411,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Plumes a écrire,Espagne,"3,00",Millier,"1,500","5,00","-0,50",,
412,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Plumes à lit,Espagne,"50,00",Livre,"0,400","20,00","0,00",,
413,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Porcelaine des Indes,Espagne,"962,00",Livre,"5,000","4 810,00","0,00",,
414,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Poterie de terre,Espagne,"6,00",Douzaine,"0,900","5,00","0,40",,
415,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Pierres a faulx,Espagne,"500,00",Nombre,"0,000","0,00","0,00",Pas de prix,
416,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Pierres a faulx,Espagne,"3375,00",Livre,"0,000","0,00","0,00",Pas de prix,
417,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Plomb en grenaille,Espagne,"50,00",Livre,"0,250","13,00","-0,50",,
418,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Quincaille,Espagne,"15760,00",Livre,"1,000","15 760,00","0,00",,
419,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Rave de morue,Espagne,"4,00",Barique,"20,000","80,00","0,00",,
420,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Rocou,Espagne,"800,00",Livre,"0,350","280,00","0,00",,
421,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Sardines,Espagne,"50,00",Barique,"10,000","500,00","0,00",,
422,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Sel,Espagne,"143,00",Muid,"25,000","3 575,00","0,00",,
423,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Sucre en pain,Espagne,"36300,00",Livre,"0,450","16 335,00","0,00",Prix unitaire en pourcentage,
424,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Sucre terré,Espagne,"420675,00",Livre,"0,270","113 582,00","0,25",Prix unitaire en pourcentage,
425,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Sucre teste,Espagne,"22400,00",Livre,"0,188","4 200,00","0,00",Prix unitaire en pourcentage,
426,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Satin,Espagne,"76,00",Pièce,"60,000","4 560,00","0,00",,
427,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Salemporis bleüe,Espagne,"240,00",Pièce,"18,000","4 320,00","0,00",,
428,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Soyerie,Espagne,,,"0,000","0,00","0,00",Pas de prix,
429,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Sarge de laine,Espagne,"290,00",Livre,"0,750","209,00","8,50",erreur de calcul,
430,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Souffles de cheminée,Espagne,"12,50",Douzaine,"7,000","87,00","0,50",,
431,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Savon,Espagne,"1350,00",Livre,"0,330","445,00","0,50",Prix unitaire en pourcentage/ erreur prix indiqué,
432,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Thé divers,Espagne,"930,00",Livre,"2,250","2 092,00","0,50",,
433,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Tabac en poudre,Espagne,"45400,00",Livre,"0,500","22 700,00","0,00",,
434,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Tepais,Espagne,"73,00",Pièce,"0,000","0,00","0,00",Pas de prix,
435,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Tafetas,Espagne,"19,00",Pièce,"0,000","0,00","0,00",Pas de prix,
436,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Toiles peintes des Indes,Espagne,"880,00",Pièce,"30,000","26 400,00","0,00",,
437,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Toile batiste,Espagne,"60,00",Aune,"8,000","480,00","0,00",,
438,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Toile de Bretagne,Espagne,"135254,00",Livre,"4,000","541 016,00","0,00",,
439,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Tuffeaux,Espagne,"20,00",Nombre,"0,150","3,00","0,00",,
440,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Vin de champagne,Espagne,"660,00",Bouteille,"3,000","1 980,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
441,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Vin de Bordeaux,Espagne,"3,00",Tonneau,"200,000","600,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
442,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Vin d'amont,Espagne,"8,00",Tonneau,"170,000","1 360,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
443,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Vin nantois,Espagne,"33,00",Tonneau,"60,000","1 980,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
444,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Vinaigre,Espagne,"0,60",Tonneau,"50,000","30,00","0,00",Mesure d'origine 5 quarts/ Droits sur le vin et le vinaigre à 49 sous par tonneau,
445,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Bleds froment,Portugal,"4538,00",Tonneau,"110,000","499 180,00","0,00",,
446,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Bled seigle,Portugal,"205,00",Tonneau,"65,000","13 325,00","0,00",,
447,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Bled d'indes,Portugal,"15,00",Tonneau,"40,000","600,00","0,00",,
448,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Beure de Bretagne,Portugal,"75,00",Livre,"0,280","2 100,00","-2 079,00",erreur de calcul,
449,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Bougie de cire blanche,Portugal,"50,00",Livre,"1,400","70,00","0,00",,
450,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Bray sec,Portugal,"7950,00",Livre,"0,100","795,00","0,00",,
451,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Bonneterie de laine,Portugal,"600,00",Livre,"6,000","3 600,00","0,00",,
452,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Caffé de la Martinique,Portugal,"1280,00",Livre,"1,125","1 440,00","0,00",,
453,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Cotonade,Portugal,"36,00",Aune,"3,000","108,00","0,00",,
454,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Cotonade,Portugal,"320,00",Livre,"2,000","640,00","0,00",,
455,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Commodes de noyer,Portugal,"2,00",Nombre,"25,000","50,00","0,00",,
456,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Damas des Indes,Portugal,"7,00",Pièce,"60,000","420,00","0,00",,
457,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,13,Drap de laine gros,Portugal,"50,00",Aune,"8,000","400,00","0,00",,
458,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Eau de vie,Portugal,"182,50",Barique,"60,000","10 920,00","30,00",Droits à 3 livres et 5 sous par barique / erreur de calcul,
459,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Etoffes de soy,Portugal,"153,50",Livre,"40,000","306,00","5 834,00",erreur de calcul,
460,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Etamine de laine,Portugal,"6840,00",Aune,"2,000","13 680,00","0,00",,
461,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Feves,Portugal,"1,00",Barique,"0,000","18,00","-18,00",Pas de prix unitaire indiqué,
462,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Fil de Rennes,Portugal,"150,00",Pièce,"0,500","75,00","0,00",,
463,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Gourgouran,Portugal,"1,00",Pièce,"100,000","100,00","0,00",,
464,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Guinée bleüe,Portugal,"444,00",Pièce,"30,000","13 320,00","0,00",,
465,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Lard,Portugal,"1450,00",Livre,"0,200","285,00","5,00",erreur de calcul,
466,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Lin cru,Portugal,"24375,00",Livre,"0,200","4 875,00","0,00",,
467,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Mouchoirs de Ponticheri,Portugal,"91,00",Pièce,"16,000","1 456,00","0,00",,
468,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Mouchoirs peints,Portugal,"34,00",Pièce,"30,000","1 020,00","0,00",,
469,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Orge,Portugal,"13,00",Tonneau,"45,000","585,00","0,00",,
470,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Pinasse,Portugal,"61,00",Pièce,"0,000","0,00","0,00",Pas de prix,
471,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Peaux de veau corroyées,Portugal,"128,00",Douzaine,"18,000","2 304,00","0,00",Quantité d'origine 1533 pièces,
472,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Peaux de mouton passées,Portugal,"8900,00",Pièce,"1,000","8 900,00","0,00",,
473,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Peaux de lievres,Portugal,"600,00",Pièce,"0,150","90,00","0,00",,
474,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Rognures de peaux,Portugal,"450,00",Livre,"0,250","112,00","0,50",,
475,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Sucre en pain,Portugal,"60,00",Livre,"0,450","27,00","0,00",Prix unitaire en pourcentage,
476,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Sirop de sucre,Portugal,"43750,00",Livre,"0,045","1 968,00","0,75",,
477,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Souliers pour homme,Portugal,"12,00",Paire,"4,000","48,00","0,00",,
478,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Soufflets de cheminée,Portugal,"4,00",Nombre,"0,500","2,00","0,00",,
479,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Sarge de laine,Portugal,"300,00",Aune,"1,500","450,00","0,00",,
480,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Sarge de laine,Portugal,"300,00",Livre,"0,750","225,00","0,00",,
481,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Thé vert,Portugal,"1580,00",Livre,"2,000","3 160,00","0,00",,
482,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Thé divers,Portugal,"970,00",Livre,"2,250","2 082,00","100,50",erreur de calcul,
483,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Toile de Bretagne,Portugal,"16505,00",Livre,"4,000","66 020,00","0,00",,
484,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Toile peinte,Portugal,"195,00",Pièce,"30,000","5 850,00","0,00",,
485,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Verres a boire,Portugal,"200,00",Livre,"0,100","20,00","0,00",,
486,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Vin de Bordeaux,Portugal,"0,50",Tonneau,"200,000","100,00","0,00",Mesure d'origine 2 bariques/ Droits sur le vin et le vinaigre à 49 sous,
487,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Vin nantois,Portugal,"5,00",Tonneau,"60,000","300,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
488,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Vinaigre,Portugal,"9,00",Barique,"50,000","450,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
489,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Bled froment,Italie,"912,00",Tonneau,"110,000","100 320,00","0,00",,
490,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,14,Confitures,Italie,"100,00",Livre,"1,000","100,00","0,00",,
491,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Caffé de la Martinique,Italie,"17340,00",Livre,"1,125","19 507,00","0,50",,
492,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Cacao,Italie,"4200,00",Livre,"1,600","6 720,00","0,00",,
493,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Chandelle,Italie,"200,00",Livre,"0,400","80,00","0,00",,
494,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Eau de vie,Italie,"9,00",Barique,"60,000","540,00","0,00",Droits à 3 livres et 5 sous par barique,
495,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Etamine de laine,Italie,"2304,00",Aune,"1,500","3 456,00","0,00",,
496,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Feves,Italie,"1,00",Tonneau,"0,000","70,00","-70,00",,
497,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Farine,Italie,"1,00",Tonneau,"0,000","180,00","-180,00",17 livres le baril,
498,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Fil de Rennes,Italie,"150,00",Livre,"0,600","90,00","0,00",,
499,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Indigo,Italie,"26010,00",Livre,"3,250","84 532,00","0,50",,
500,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Rocou,Italie,"1300,00",Livre,"0,350","555,00","-100,00",erreur de calcul,
501,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Sucre en pain,Italie,"300,00",Livre,"0,450","135,00","0,00",Prix unitaire en pourcentage,
502,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Sucre terré,Italie,"835525,00",Livre,"0,270","225 592,00","-0,25",Prix unitaire en pourcentage,
503,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Thé divers,Italie,"260,00",Livre,"2,250","575,00","10,00",erreur de calcul,
504,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Tabac en poudre,Italie,"220,00",Livre,"0,500","110,00","0,00",,
505,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Toile de Bretagne,Italie,"1805,00",Livre,"4,000","7 220,00","0,00",,
506,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Vin nantois,Italie,"6,00",Tonneau,"60,000","660,00","-300,00",Droits sur le vin et le vinaigre à 49 sous par tonneau / erreur de calcul,
507,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Beuf salé,Guinée,"97,00",Baril,"22,000","2 134,00","0,00",,
508,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Beure de Bretagne,Guinée,"850,00",Livre,"0,280","243,00","-5,00",erreur de calcul,
509,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Bougie de cire blanche,Guinée,"130,00",Livre,"1,400","182,00","0,00",,
510,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Couty,Guinée,"1500,00",Livre,"1,500","2 250,00","0,00",,
511,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Chapeaux castor,Guinée,"72,00",Nombre,"18,000","1 296,00","0,00",,
512,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Chapeaux a negres,Guinée,"624,00",Pièce,"1,000","624,00","0,00",Quantité d'origine 52 douzaine,
513,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Cordage,Guinée,"23825,00",Livre,"0,220","5 241,00","0,50",Prix unitaire en pourcentage,
514,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Corail ouvré,Guinée,"86,00",Livre,"0,000","0,00","0,00",Pas de prix,
515,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Cauris,Guinée,"57900,00",Livre,"1,000","57 900,00","0,00",,
516,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Couteaux communs,Guinée,"20,00",Douzaine,"6,000","120,00","0,00",,
517,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Cuivre ouvré,Guinée,"300,00",Livre,"1,500","450,00","0,00",,
518,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Chandelle,Guinée,"200,00",Livre,"0,400","80,00","0,00",,
519,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Eau de vie,Guinée,"548,00",Barique,"60,000","32 880,00","0,00",,
520,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Feves,Guinée,"47,50",Tonneau,"0,000","3 329,00","-3 329,00",Pas de prix unitaire indiqué,
521,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Farine,Guinée,"40,00",Baril,"17,000","680,00","0,00",,
522,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,15,Farine,Guinée,"24,00",Quart,"17,000","448,00","-40,00",erreur de calcul,
523,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Fil de lin,Guinée,"1200,00",Livre,"0,500","600,00","0,00",,
524,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Fusils boucaniers,Guinée,"3280,00",Nombre,"20,000","3 280,00","62 320,00",erreur de calcul,
525,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Fer en barres,Guinée,"8500,00",Livre,"0,140","1 190,00","0,00",Prix unitaire en pourcentage,
526,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Fayence en vaisselle,Guinée,"13,00",Douzaine,"3,000","39,00","0,00",,
527,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Futailles vuides,Guinée,"66,00",Nombre,"1,000","66,00","0,00",,
528,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Guinée bleüe,Guinée,"106,00",Pièce,"30,000","3 180,00","0,00",,
529,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Huile a bruler,Guinée,"450,00",Livre,"0,280","126,00","0,00",Prix unitaire en pourcentage,
530,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Indiennes divers,Guinée,"2669,00",Pièce,"25,000","45 035,00","21 690,00",erreur de calcul,
531,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Limeneas,Guinée,"95,00",Pièce,"0,000","0,00","0,00",Pas de prix,
532,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Lard,Guinée,"1700,00",Livre,"0,200","340,00","0,00",,
533,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Mercerie,Guinée,"250,00",Livre,"6,000","1 500,00","0,00",,
534,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,16,Platille,Guinée,"3136,00",Pièce,"4,000","12 544,00","0,00",,
