numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,prix_unitaire
6748,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Toile ; de coton des Indes,Isles françoises de l'Amerique,0,77,Pièces,,30
6749,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Toile ; coutil,Isles françoises de l'Amerique,0,3267,Livres,,2
6750,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Toile ; gingas,Isles françoises de l'Amerique,0,805,Livres,,4
6751,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Toile ; linge de table,Isles françoises de l'Amerique,0,3219,Livres,,3
6752,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Toile ; peinte,Isles françoises de l'Amerique,0,4543,Livres,,2
6753,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Tombereaux,Isles françoises de l'Amerique,0,18,En nombre,,100
6754,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Tuffeaux,Isles françoises de l'Amerique,0,26160,En nombre,,"0,24"
6755,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Tuilles,Isles françoises de l'Amerique,0,262000,En nombre,,"0,034"
6756,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Velours,Isles françoises de l'Amerique,0,50,Livres,,48
6757,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Verres ; communs,Isles françoises de l'Amerique,0,11953,Livres,,1
6758,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Verres ; de lanterne,Isles françoises de l'Amerique,0,2250,Livres,,"0,4"
6759,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Verres ; verrerie,Isles françoises de l'Amerique,0,412,Livres,,"1,5"
6760,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Barcelone,Isles françoises de l'Amerique,0,"19,75",Tonneaux,,280
6761,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Bordeaux,Isles françoises de l'Amerique,0,"226,25",Tonneaux,,400
6762,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Bordeaux ; de Blaye,Isles françoises de l'Amerique,0,3,Bariques,,100
6763,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Bordeaux ; de ville,Isles françoises de l'Amerique,0,"102,5",Tonneaux,,400
6764,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Cap Breton,Isles françoises de l'Amerique,0,1,Tierçon,,60
6765,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Cap Breton,Isles françoises de l'Amerique,0,120,Bouteilles,,"1,2"
6766,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Cette,Isles françoises de l'Amerique,0,27,Muids,,35
6767,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Cette,Isles françoises de l'Amerique,0,106,bariques,,45
6768,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Champagne,Isles françoises de l'Amerique,0,170,Bouteilles,,"2,75"
6769,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; de Cognac,Isles françoises de l'Amerique,0,"20,5",Tonneaux,,360
6770,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; d'Espagne,Isles françoises de l'Amerique,0,1205,Bouteilles,,"1,5"
6771,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,13,Vin ; d'Espagne de Malaga,Isles françoises de l'Amerique,0,230,Pots,,2
6772,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de frontignan,Isles françoises de l'Amerique,0,120,Bouteilles,,"1,2"
6773,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de Gaillac,Isles françoises de l'Amerique,0,31,Bariques,,75
6774,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de Gensac,Isles françoises de l'Amerique,0,"29,75",Tonneaux,,400
6775,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de Gensac,Isles françoises de l'Amerique,0,1,Tierçon,,60
6776,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de Muscat,Isles françoises de l'Amerique,0,144,Bouteilles,,"1,5"
6777,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de Provence,Isles françoises de l'Amerique,0,357,Milleroles,,4
6778,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; de Provence,Isles françoises de l'Amerique,0,241,Bariques,,60
6779,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Vin ; du Quercy,Isles françoises de l'Amerique,0,5,Tonneaux,,250
6780,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Acier,Guinée,0,1000,Livres,,"0,35"
6781,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Amacks,Guinée,0,9,En nombre,,"0,2"
6782,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Ambre jeaune,Guinée,0,6,Livres,,"1,25"
6783,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Anabas,Guinée,0,10,Pièces,,12
6784,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Armes ; blanches,Guinée,0,3476,Livres,,"1,5"
6785,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Armes ; a feu,Guinée,0,111586,Livres,,1
6786,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bajutapeaux,Guinée,0,1151,Pièces,,"22,5"
6787,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Barils ; Ancres,Guinée,0,248,En nombre,,1
6788,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Barils,Guinée,0,5708,En nombre,,"1,5"
6789,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bayette,Guinée,0,1651,Livres,,3
6790,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bazin,Guinée,0,223,Pièces,,22
6791,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bœuf salé,Guinée,0,632,Barils,,40
6792,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bœuf salé,Guinée,0,58,Tierçons,,60
6793,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Beurre,Guinée,0,4015,Livres,,"0,55"
6794,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Boeslan,Guinée,0,453,Pièces,,12
6795,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bonnets de laine,Guinée,0,732,En nombre,,2
6796,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bougie,Guinée,0,80,Livres,,"2,1"
6797,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Bouteilles de verre,Guinée,0,2228,En nombre,,"0,2"
6798,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Braule,Guinée,0,500,Livres,,2
6799,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Briquets,Guinée,0,20,Grosses,,6
6800,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Cadenats,Guinée,0,350,Livres,,"0,4"
6801,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Caffé des Isles,Guinée,0,1168,Livres,,"0,7666667"
6802,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Camelot,Guinée,0,16,Pièces,,80
6803,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Canette ; de fayance,Guinée,0,800,En nombre,,"0,2"
6804,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Canette ; de grey,Guinée,0,2429,En nombre,,"0,6"
6805,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Caves ; de 9 flacons,Guinée,0,55,nombre,,7
6806,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Caves ; de 6 flacons,Guinée,0,1767,nombre,,"5,5"
6807,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Cauris,Guinée,0,368454,Livres,,"0,75"
6808,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Chapeaux communs,Guinée,0,170,En nombre,,4
6809,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Chapeaux a negres,Guinée,0,1011,En nombre,,"1,5"
6810,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Charbon de terre,Guinée,0,20,Bariques,,"7,5"
6811,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,14,Chasselas,Guinée,0,733,Pièces,,25
6812,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Chemises garnies,Guinée,0,16,En nombre,,13
6813,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Chilas,Guinée,0,160,Pièces,,9
6814,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Chirederis,Guinée,0,30,Pièces,prix unitaire inconnu et doute sur le nom du produit,0
6815,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Corail ouvré,Guinée,0,"239,5",Livres,,83
6816,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Cordages de chanvre,Guinée,0,20400,Livres,,"0,325"
6817,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Coros,Guinée,0,355,Pièces,,9
6818,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Cotonne,Guinée,0,198,Pièces,,8
6819,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Cotonne,Guinée,0,18000,Aunes,,"1,9"
6820,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Cotonne,Guinée,0,3920,Livres,,"2,1"
6821,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Coupis,Guinée,0,15,Pièces,,10
6822,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Couteaux flamands,Guinée,0,6134,Douzaines,,"1,75"
6823,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Cuivrerie,Guinée,0,13207,Livres,,"1,75"
6824,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Culottes a negre,Guinée,0,56,En nombre,,"1,5"
6825,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Custars,Guinée,0,814,Pièces,,25
6826,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Dorure fine,Guinée,0,3,Livres,,160
6827,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Drap de Carcassonne,Guinée,0,1413,Livres,,4
6828,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Draperie,Guinée,0,891,Livres,,3
6829,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Eau de vie,Guinée,0,42540,Veltes,,"5,5"
6830,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Epicerie,Guinée,0,200,Livres,,"2,1"
6831,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Eatain ouvré,Guinée,0,660,Livres,,1
6832,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Etoffe de soye,Guinée,0,"1368,5",Livres,,40
6833,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Farine,Guinée,0,49340,Livres,,"0,2"
6834,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Fayance,Guinée,0,1620,En nombre,,1
6835,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Fer ; en barres,Guinée,0,111730,Livres,,"0,225"
6836,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Fer ; en cercles,Guinée,0,34700,Livres,,"0,25"
6837,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Fer ; ferrements,Guinée,0,450,Livres,,"0,3"
6838,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Feves,Guinée,0,307,Tonneaux,,150
6839,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Fromage de Gruyere,Guinée,0,409,Livres,,"0,45"
6840,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Garas,Guinée,0,90,Pièces,,28
6841,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Guinée,Guinée,0,5692,Pièces,,36
6842,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Habillements,Guinée,450,,,,
6843,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Haltsays,Guinée,0,260,Pièces,prix unitaire indiqué comme inconnu,0
6844,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Huille d'olive,Guinée,0,400,Livres,,"0,85"
6845,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,jambon,Guinée,0,450,Livres,,"0,65"
6846,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Indienne,Guinée,0,1544,Pièces,,28
6847,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Langues,Guinée,0,3,Barils,,38
6848,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Limeneas,Guinée,0,1195,Pièces,,26
6849,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Liqueurs,Guinée,0,284,Bouteilles,,2
6850,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Manteau,Guinée,0,1,nombre,,28
6851,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Marchandises mêlées,Guinée,886,,,,
6852,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Meches a canon,Guinée,0,180,Livres,,"0,4"
6853,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Mercerie,Guinée,0,2506,Livres,,2
6854,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Modes,Guinée,2400,,,,
6855,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Morue seche,Guinée,0,400,Livres,,"0,3"
6856,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Mouchoirs ; de Bengale,Guinée,0,60,Pièces,,16
6857,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,15,Mouchoirs ; des Indes,Guinée,0,29,Pièces,,36
6858,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Nankin,Guinée,0,12,Pièces,,4
6859,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Neganepeaux,Guinée,0,948,Pièces,,22
6860,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Nicaneas,Guinée,0,1712,Pièces,,28
6861,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Pagne,Guinée,0,251,Pièces,,6
6862,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Photas,Guinée,0,12,Pièces,,11
6863,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Pierres a fusils,Guinée,0,13160,Livres,,"0,05"
6864,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Pierrerie,Guinée,0,1200,Livres,,"0,2"
6865,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Pipes a fumer,Guinée,0,3122,Grosses,,"3,5"
6866,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Plomb ; en grenaille,Guinée,0,4630,Livres,,"0,3"
6867,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Plomb ; en saumon,Guinée,0,2790,Livres,,"0,25"
6868,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Porc salé,Guinée,0,10,Quarts,,44
6869,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Porc salé,Guinée,0,6900,Livres,,"0,275"
6870,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Potterie de gres barbançons,Guinée,0,180,En nombre,,1
6871,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Poudre de canon,Guinée,0,19600,Livres,,1
6872,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Quincaille et mercerie,Guinée,0,7430,Livres,,"0,75"
6873,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Rassade,Guinée,0,20431,Livres,,"1,2"
6874,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Ris,Guinée,0,100740,Livres,,"0,2"
6875,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Rousols,Guinée,0,95,Pièces,prix unitaire indiqué comme inconnu et lire rosseau,0
6876,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Ruban de soye,Guinée,0,60,Livres,,60
6877,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Salemporis,Guinée,0,120,Pièces,,17
6878,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Sistes condale,Guinée,0,150,Pièces,nom du produit à vérifier,35
6879,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Sistresay,Guinée,0,2,Pièces,,35
6880,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Sucre terré,Guinée,0,1320,Livres,,"0,3958333"
6881,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Suif,Guinée,0,570,Livres,,"0,475"
6882,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Tabac de la ferme,Guinée,0,880,Livres,,4
6883,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Taffia,Guinée,0,28,Bariques,,110
6884,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Tapsel,Guinée,0,810,Pièces,,23
6885,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Toile ; Cholet,Guinée,0,16931,Livres,,"3,75"
6886,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Toile ; de coton,Guinée,0,1250,Livres,,"2,75"
6887,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Toile ; Gingas,Guinée,0,213,Livres,,4
6888,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Toile ; platille,Guinée,0,27992,Livres,,5
6889,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Toile ; siamoise,Guinée,0,10490,Livres,,4
6890,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Tombas,Guinée,0,45,Pièces,prix unitaire indiqué comme inconnu,0
6891,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Verres a boire,Guinée,0,810,Livres,,1
6892,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; de Bordeaux,Guinée,0,"62,75",Tonneaux,,400
6893,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; de Bordeaux de ville,Guinée,0,"24,5",Tonneaux,,400
6894,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; de Cahors,Guinée,0,"3,5",Tonneaux,,260
6895,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; de Champagne,Guinée,0,300,Bouteilles,,"2,75"
6896,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; d'Espagne,Guinée,0,6,Bariques,,75
6897,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; d'Espagne,Guinée,0,11,Tierçons,,50
6898,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; hors,Guinée,0,66,Bariques,,85
6899,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; de frontignan,Guinée,0,196,Bouteilles,,"1,2"
6900,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; de Gaillac,Guinée,0,1,Tonneaux,,300
6901,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,16,Vin ; Muscat,Guinée,0,100,Bouteilles,,"1,5"
6902,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,17,Acier,Indes Occidentales,0,12000,Livres,,"0,35"
6903,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,17,Arbres fruitiers,Indes Occidentales,0,300,En nombre,,"0,3"
6904,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,17,Beuf salé,Indes Occidentales,0,40,barils,,40
6905,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,17,Beurre,Indes Occidentales,0,1100,Livres,,"0,55"
6906,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,17,Bouchons de liege,Indes Occidentales,0,100000,En nombre,,"0,004"
6907,Pascal Fontaine,AD 44 C717,Local/Nantes/Nantes-exports.csv,Local,1771,Exports,Nantes,17,Chandelle,Indes Occidentales,0,300,Livres,,"0,55"
