numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
405,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Cuirs de vache tannés,Portugal,"530,00",Livre,"1,500","795,00","0,00",,
406,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Chaises de paille,Portugal,"3,00",Douzaine,"8,000","24,00","0,00",,
407,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Eau de vie,Portugal,"107,50",Barrique,"60,000","7 367,75","-917,75","Plus droits à 65 sous la barrique = 349,38 livres / erreur de calcul",
408,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Etofes de soie en fleurs,Portugal,"70,00",Aune,"4,000","280,00","0,00",,
409,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Etamine de laine,Portugal,"600,00",Aune,"2,750","1 650,00","0,00",,
410,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Librairie,Portugal,"4700,00",Livre,"2,000","9 400,00","0,00",,
411,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Meubles,Portugal,,,"0,000","260,00","-260,00",,
412,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Mercerie fine,Portugal,"2050,00",Livre,"6,000","12 300,00","0,00",,
413,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Marmites de fer,Portugal,"36,00",Nombre,"2,000","72,00","0,00",,
414,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Oignons de fleur,Portugal,,,"0,000","10,00","-10,00",,
415,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Pommes,Portugal,"10,00",Barrique,"30,000","300,00","0,00",,
416,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Peaux de veau corroyées,Portugal,"824,00",Douzaine,"20,000","16 480,00","0,00",,
417,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Peaux de mouton en blanc,Portugal,"11110,00",Livre,"1,250","13 887,50","0,00",,
418,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Serge de Ste Maisan,Portugal,"10000,00",Aune,"2,500","25 000,00","0,00",,
419,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Toile de Bretagne,Portugal,"12865,00",Livre,"4,000","51 460,00","0,00",,
420,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Thé vert,Portugal,"273,00",Livre,"2,500","682,50","0,00",,
421,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Thé bou,Portugal,"263,00",Livre,"2,750","723,25","0,00",,
422,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Vin de Bourgogne,Portugal,"130,00",Bouteille,"2,250","292,50","0,00",,
423,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Vin de Bordeaux,Portugal,"4,00",Tonneau,"150,000","609,80","-9,80","Plus droits à 49 sous le tonneau = 9,80 livres",
424,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Vin nantois,Portugal,"1,50",Tonneau,"60,000","93,65","-3,65","Plus droits à 49 sous le tonneau = 3,65 livres",
425,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Vinaigre,Portugal,"153,00",Tonneau,"60,000","9 554,85","-374,85","Plus droits à 49 sous le tonneau = 374,85 livres",
426,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Bazin des Indes,Italie,"10,00",Pièce,"30,000","300,00","0,00",,
427,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Bas de fil,Italie,"4,00",Livre,"0,000","24,00","-24,00",Prix unitaire de 12 livres la douzaine,
428,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Bougie de cire blanche,Italie,"80,00",Livre,"1,800","144,00","0,00",,
429,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Cire blanche,Italie,"3000,00",Livre,"1,650","4 950,00","0,00",,
430,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Chandeles,Italie,"30,00",Livre,"0,350","10,50","0,00",,
431,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Cacao,Italie,"5950,00",Livre,"1,750","10 412,50","0,00",,
432,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Eau de vie,Italie,"38,00",Barrique,"60,000","2 403,50","-123,50","Plus droits à 3 livres et 5 sous =123,50 livres",
433,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Etofes diverses des Indes,Italie,"162,00",Pièce,"70,000","11 340,00","0,00",,
434,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Etamine de laine,Italie,"1060,00",Aune,"2,750","2 915,00","0,00",,
435,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Farines,Italie,"2,00",Quart,"15,000","30,00","0,00",,
436,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Feves,Italie,"1,00",Barrique,"8,000","8,00","0,00",,
437,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Gras double,Italie,"150,00",Livre,"0,250","37,50","0,00",,
438,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Indigo,Italie,"4500,00",Livre,"2,750","12 375,00","0,00",,
439,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Mouchoirs de Pontichery,Italie,"194,00",Pièce,"18,000","3 492,00","0,00",,
440,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,12,Poivre,Italie,"7600,00",Livre,"1,000","7 600,00","0,00",,
441,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Platille,Italie,"324,00",Livre,"5,000","1 620,00","0,00",,
442,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Peaux de veau corroyées,Italie,"423,00",Douzaine,"20,000","8 460,00","0,00",,
443,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Porcelaine des Indes,Italie,"1120,00",Livre,"5,000","5 600,00","0,00",,
444,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Sucre blanc,Italie,"650,00",Livre,"0,300","195,00","0,00",Prix unitaire en pourcentage,
445,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Sucre terré,Italie,"736175,00",Livre,"0,250","184 043,75","0,00",,
446,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Sucre brun,Italie,"515700,00",Livre,"0,120","61 884,00","0,00",,
447,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Thé vert,Italie,"815,00",Livre,"2,500","2 037,50","0,00",,
448,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Thé bou,Italie,"728,00",Livre,"2,750","2 002,00","0,00",,
449,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Toile Bretagne,Italie,"4500,00",Livre,"4,000","18 000,00","0,00",,
450,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Toile de crin,Italie,"90,00",Livre,"1,750","157,50","0,00",,
451,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Vin nantois,Italie,"3,00",Tonneau,"60,000","187,35","-7,35","Plus droits à 49 sous le tonneau = 7,35 livres",
452,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Armes à feu,Guinée,"24025,00",Pièce,"6,000","144 150,00","0,00",,
453,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Ancres de fer,Guinée,"2700,00",Livre,"0,200","540,00","0,00",Prix unitaire en pourcentage,
454,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Ancres vuides,Guinée,"1220,00",Nombre,"2,000","2 440,00","0,00",,
455,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Avirons,Guinée,"14,00",Traque,"7,000","98,00","0,00",,
456,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Biscuit,Guinée,"22600,00",Livre,"0,090","2 034,00","0,00",Prix unitaire en pourcentage,
457,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bœuf salé,Guinée,"395,00",Baril,"20,000","7 900,00","0,00",,
458,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Beurre,Guinée,"3550,00",Livre,"0,300","1 065,00","0,00",Prix unitaire en pourcentage,
459,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bas de soye,Guinée,"2,50",Livre,"45,000","112,50","0,00",,
460,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bas de fil,Guinée,"204,00",Paire,"1,250","245,00","10,00",erreur de calcul,
461,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bray gras,Guinée,"8,00",Baril,"20,000","160,00","0,00",,
462,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bray sec,Guinée,"2100,00",Livre,"0,700","1 470,00","0,00",Prix unitaire en pourcentage,
463,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bassins de cuivre jaune,Guinée,"15790,00",Livre,"1,400","22 106,00","0,00",,
464,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bassins d'estain,Guinée,"1100,00",Livre,"1,100","1 210,00","0,00",,
465,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Barriques a l'eau,Guinée,"490,00",Nombre,"10,000","4 900,00","0,00",,
466,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Bois a bruler,Guinée,"7,00",Corde,"15,000","105,00","0,00",,
467,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Confitures,Guinée,"130,00",Livre,"1,500","195,00","0,00",,
468,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Cotonades,Guinée,"4190,00",Aune,"2,750","11 522,50","0,00",,
469,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Coutils,Guinée,"950,00",Livre,"2,500","2 375,00","0,00",erreur de prix dans la source,
470,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Chapeaux a noirs,Guinée,"18,00",Douzaine,"6,000","108,00","0,00",,
471,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Cordage,Guinée,"73800,00",Livre,"0,250","18 450,00","0,00",Prix unitaire en pourcentage,
472,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Corail ouvré,Guinée,"483,25",Livre,"120,000","57 990,00","0,00",,
473,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Cauris,Guinée,"83144,00",Livre,"1,200","99 772,80","0,00",,
474,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Contre brodé,Guinée,"700,00",Livre,"0,750","525,00","0,00",,
475,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Couteaux communs,Guinée,"3826,00",Douzaine,"7,000","26 782,00","0,00",,
476,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Canons de fer,Guinée,"8,00",Pièce,"120,000","960,00","0,00",,
477,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Clous de fer,Guinée,"400,00",Livre,"0,300","120,00","0,00",Prix unitaire en pourcentage,
478,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Caves garnies ; flacons,Guinée,"1101,00",Nombre,"8,000","8 808,00","0,00",200 + 901 unités,
479,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Canettes de grez,Guinée,"16090,00",Nombre,"0,500","8 045,00","0,00",,
480,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,13,Canettes de grez couvertes d'estain,Guinée,"102,00",Nombre,"0,750","76,50","0,00",,
481,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Carreaux de terre,Guinée,"1900,00",Nombre,"0,014","26,60","0,00",Prix unitaire au millier,
482,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Chaux,Guinée,"8,00",Barrique,"4,000","32,00","0,00",,
483,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Charbon de terre,Guinée,"3,00",Barrique,"25,000","75,00","0,00",,
484,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Cercles de bois,Guinée,"2,00",Fourniture,"12,000","24,00","0,00",,
485,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Chandeles,Guinée,"2160,00",Livre,"0,350","756,00","0,00",Prix unitaire en pourcentage,
486,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Drap rouge,Guinée,"60,00",Aune,"18,000","1 080,00","0,00",,
487,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Drap commun,Guinée,"80,00",Aune,"7,000","560,00","0,00",,
488,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Draps de lit vieux,Guinée,"850,00",Nombre,"2,000","1 700,00","0,00",,
489,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Epicerie fine,Guinée,"200,00",Livre,"12,000","2 400,00","0,00",,
490,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Eau de vie,Guinée,"1517,00",Barrique,"60,000","91 020,00","0,00",,
491,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Etofes diverses des Indes,Guinée,"52895,00",Pièce,"70,000","3 702 650,00","0,00",,
492,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Etain ouvré,Guinée,"1200,00",Livre,"1,250","1 500,00","0,00",,
493,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Feves,Guinée,"176,00",Tonneau,"80,000","14 080,00","0,00",,
494,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Farines,Guinée,"377,00",Quart,"16,000","6 032,00","0,00",,
495,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Fromages,Guinée,"100,00",Livre,"0,250","25,00","0,00",,
496,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Fusils,Guinée,"4607,00",Nombre,"6,000","27 642,00","0,00",,
497,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Fers a negre,Guinée,"226,00",Nombre,"3,000","678,00","0,00",,
498,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Fer en barres,Guinée,"107100,00",Livre,"0,150","16 065,00","0,00",Prix unitaire en millier,
499,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Fayence en vaisselle,Guinée,"12,00",Douzaine,"18,000","219,00","-3,00",erreur de calcul,
500,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Gruau,Guinée,"10,00",Baril,"10,000","100,00","0,00",,
501,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Gruau,Guinée,"10825,00",Livre,"0,100","1 082,50","0,00",,
502,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Gaudron,Guinée,"14,00",Baril,"16,000","224,00","0,00",,
503,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Huile d'olives,Guinée,"200,00",Livre,"0,600","120,00","0,00",Prix unitaire en pourcentage,
504,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Huile de lin,Guinée,"400,00",Livre,"0,450","180,00","0,00",Prix unitaire en pourcentage,
505,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Jambons,Guinée,"2410,00",Livre,"0,350","843,50","0,00",Prix unitaire en pourcentage,
506,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Lard,Guinée,"4800,00",Livre,"0,250","1 200,00","0,00",Prix unitaire en pourcentage,
507,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Linge vieux ,Guinée,"100,00",Livre,"0,400","40,00","0,00",Prix unitaire en pourcentage,
508,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Morüe seche,Guinée,"200,00",Livre,"0,200","40,00","0,00",Prix unitaire en pourcentage,
509,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Mouchoirs des Indes,Guinée,"100,00",Pièce,"25,000","2 500,00","0,00",,
510,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Mouchoirs des Indes,Guinée,"150,00",Livre,"2,000","300,00","0,00",,
511,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Mercerie,Guinée,"4275,00",Livre,"4,000","17 100,00","0,00",,
512,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Meubles,Guinée,,,"0,000","586,00","-586,00",,
513,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Meche,Guinée,"300,00",Livre,"0,080","24,00","0,00",oubli de la division par 100,
514,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Marmites de fer,Guinée,"50,00",Nombre,"3,000","150,00","0,00",,
515,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Poids secs,Guinée,"110,00",Tonneau,"150,000","16 500,00","0,00",,
516,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Poissons salés,Guinée,"9,00",Quart,"30,000","270,00","0,00",,
517,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Poudre a tirer,Guinée,"2430,00",Livre,"0,700","1 701,00","0,00",Prix unitaire en pourcentage,
518,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Plomb en grenaille,Guinée,"1600,00",Livre,"0,300","480,00","0,00",Prix unitaire en pourcentage,
519,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Pipes a fumer,Guinée,"5294,00",Grosse,"3,500","18 529,00","0,00",,
520,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Pierres à fusil,Guinée,"56,00",Millier,"2,500","140,00","0,00",Unité d'origine en nombre,
521,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Planches de Prusse,Guinée,"200,00",Nombre,"0,800","160,00","0,00",Prix unitaire en pourcentage,
522,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Quinquaille,Guinée,"2065,00",Livre,"1,000","2 065,00","0,00",,
523,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Rassades,Guinée,"1300,00",Livre,"0,400","520,00","0,00",Prix unitaire en pourcentage,
524,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,14,Sel,Guinée,"1,00",Barrique,"4,000","4,00","0,00",,
525,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Soirie,Guinée,"205,00",Livre,"40,000","8 200,00","0,00",,
526,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Siamoise,Guinée,"2500,00",Aune,"2,500","6 250,00","0,00",,
527,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Satin pur soye,Guinée,"375,00",Aune,"8,000","3 000,00","0,00",,
528,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Satin sur cotton,Guinée,"30,00",Livre,"3,000","90,00","0,00",,
529,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Soufre,Guinée,"100,00",Livre,"0,140","14,00","0,00",,
530,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Suif,Guinée,"1100,00",Livre,"0,350","385,00","0,00",,
531,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Toile Bretagne,Guinée,"2442,00",Livre,"4,000","13 768,00","-4 000,00",erreur de calcul,
532,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Tabac en poudre,Guinée,"3280,00",Livre,"0,500","1 640,00","0,00",,
533,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Tabac filé,Guinée,"830,00",Livre,"0,400","332,00","0,00",,
534,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Veroterie,Guinée,"410,00",Livre,"0,250","102,50","0,00",,
535,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Vin de Bordeaux,Guinée,"65,00",Tonneau,"150,000","9 750,00","0,00",,
536,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Vin nantois,Guinée,"96,00",Tonneau,"60,000","5 760,00","0,00",,
537,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Vinaigre,Guinée,"1,00",Quart,"10,000","10,00","0,00",,
538,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Amandes,Isles françoises de l'Amérique,"3125,00",Livre,"0,350","1 093,75","0,00",,
539,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Avoine,Isles françoises de l'Amérique,"8,00",Tonneau,"60,000","480,00","0,00",,
540,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,15,Aloses salées,Isles françoises de l'Amérique,"1,00",Ancre,"25,000","25,00","0,00",,
