numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme
6554,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,8,Eau forte,Nord qui comprend les villes anséatiques,1350,1350,Livres,1,0
6555,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,8,Fer ; en barres,Nord qui comprend les villes anséatiques,41603.2,208016,Livres,0.2,0
6556,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,8,Fer ; blanc,Nord qui comprend les villes anséatiques,22353.1,31933,Livres,0.7,0
6557,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,8,Fer ; en cercles,Nord qui comprend les villes anséatiques,8250,27500,Livres,0.3,0
6558,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Fleurs de moutarde,Nord qui comprend les villes anséatiques,2.5,25,Livres,0.1,0
6559,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Garance,Nord qui comprend les villes anséatiques,36429,72858,Livres,0.5,0
6560,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Huile de poisson,Nord qui comprend les villes anséatiques,319.5,1278,Livres,0.25,0
6561,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Huile de rabette,Nord qui comprend les villes anséatiques,738.85,2111,Livres,0.35,0
6562,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Indienne,Nord qui comprend les villes anséatiques,10560,440,PIèces,24,0
6563,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Laine en suin,Nord qui comprend les villes anséatiques,45093,60124,Livres,0.75,0
6564,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Lin cru,Nord qui comprend les villes anséatiques,84786,141310,Livres,0.6,0
6565,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Litarge,Nord qui comprend les villes anséatiques,225,1125,Livres,0.2,0
6566,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Marchandises meslées,Nord qui comprend les villes anséatiques,284,1,Valeur,284,0
6567,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Matreaux,Nord qui comprend les villes anséatiques,7575,303,En nombre,25,0
6568,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Mercerie,Nord qui comprend les villes anséatiques,5248,2624,Livres,2,0
6569,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Mine de plomb,Nord qui comprend les villes anséatiques,1014,5070,Livres,0.2,0
6570,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Mouchoirs,Nord qui comprend les villes anséatiques,528,22,PIèces,24,0
6571,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Nattes de jonc,Nord qui comprend les villes anséatiques,215,430,En nombre,0.5,0
6572,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Nicaneas,Nord qui comprend les villes anséatiques,57800,2890,PIèces,20,0
6573,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Orge,Nord qui comprend les villes anséatiques,16013,320260,Livres,0.05,0
6574,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Peaux de petits gris doublures,Nord qui comprend les villes anséatiques,200,5,en nombre,40,0
6575,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Piment,Nord qui comprend les villes anséatiques,3505,7010,Livres,0.5,0
6576,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Planches de sapin ;,Nord qui comprend les villes anséatiques,24901.2,27668,En nombre,0.9,0
6577,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Plomb en saumon,Nord qui comprend les villes anséatiques,12079,60395,Livres,0.2,0
6578,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Poivre,Nord qui comprend les villes anséatiques,24477.6,17484,Livres,1.4,0
6579,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Poutres,Nord qui comprend les villes anséatiques,380,19,En nombre,20,0
6580,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Ris,Nord qui comprend les villes anséatiques,1812,9060,Livres,0.2,0
6581,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Soliveaux,Nord qui comprend les villes anséatiques,17576,2197,En nombre,8,0
6582,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Sucre en pain,Nord qui comprend les villes anséatiques,156.8,224,Livres,0.7,0
6583,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Tapsel,Nord qui comprend les villes anséatiques,13440,640,Pièces,21,0
6584,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Toile peinte,Nord qui comprend les villes anséatiques,5400,180,Pièces,30,0
6585,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Toile platille,Nord qui comprend les villes anséatiques,128640,25728,Pièces,5,0
6586,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Toutenague,Nord qui comprend les villes anséatiques,30228,458,Livres,66,0
6587,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Verres communs,Nord qui comprend les villes anséatiques,6032,6032,Livres,1,0
6588,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,9,Vitriol,Nord qui comprend les villes anséatiques,712,890,livres,0.8,0
6589,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Citrons et oranges,Portugal,5470,547,Caisses,10,0
6590,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Figues,Portugal,11545.5,76970,Livres,0.15,0
6591,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Raisins secs,Portugal,184,920,Livres,0.2,0
6592,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Rozeaux,Portugal,18,1500,En nombre,0.012,0
6593,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bled seigle,Russie,53037,707160,Livres,0.075,0
6594,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bois espars,Russie,746,746,En nombre,1,0
6595,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Chanvre cru,Russie,181073.75,658450,Livres,0.275,0
6596,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Fer en barres,Russie,14338,71690,Livres,0.2,0
6597,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Goudron,Russie,20448,852,Barils,24,0
6598,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Harangs blancs,Russie,9562.5,38250,Livres,0.25,0
6599,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Lin cru,Russie,11266.8,18778,Livres,0.6,0
6600,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Marchandises meslées,Russie,234,1,Valeur,234,0
6601,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Mats ; divers,Russie,130800,218,En nombre,600,0
6602,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Mats ; matreaux,Russie,1400,56,En nombre,25,0
6603,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Planches de sapin,Russie,3934.8,4372,En nombre,0.9,0
6604,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Toile a voile,Russie,10000,10000,Livres,1,0
6605,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Acier,Suede,62641.6,178976,Livres,0.35,0
6606,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Alun,Suede,7305,36525,Livres,0.2,0
6607,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Baignoires de sapin,Suede,144,12,En nombre,12,0
6608,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bled ; froment,Suede,1150,11500,Livres,0.1,0
6609,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bled ; seigle,Suede,104156.25,1388750,Livres,0.075,0
6610,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bois ; anspects,Suede,55,110,Barres,0.5,0
6611,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bois ; espars,Suede,153,153,En nombre,1,0
6612,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,10,Bray et goudron,Suede,55224,2301,Barils,24,0
6613,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Cendre potasse,Suede,1030,2575,Livres,0.4,0
6614,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Cuivre brut,Suede,29786.25,23829,Livres,1.25,0
6615,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Fer ; en barres,Suede,296164,1480820,Livres,0.2,0
6616,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Fer ; en taule,Suede,5003.25,14295,Livres,0.35,0
6617,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Fil ; de fer,Suede,975,1625,Livres,0.6,0
6618,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Fil ; de leton,Suede,607.5,405,Livres,1.5,0
6619,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Harangs blancs,Suede,11300,45200,Livres,0.25,0
6620,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Huile de rabette,Suede,1305.5,3730,Livres,0.35,0
6621,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Manches de gaffe,Suede,121,242,En nombre,0.5,0
6622,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Marchandises meslées,Suede,418,1,Valeur,418,0
6623,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Matreaux,Suede,225,9,En nombre,25,0
6624,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Orge,Suede,8442,168840,Livres,0.05,0
6625,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Planches de sapin,Suede,61701.3,68557,En nombre,0.9,0
6626,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Pois,Suede,240,2400,Livres,0.1,0
6627,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Soliveaux,Suede,1500,150,En nombre,10,0
6628,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Terre a teindre,Suede,450,1800,Livres,0.25,0
6629,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Baignoires,Isles françoises de l'amerique,100,2,En nombre,50,0
6630,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Bois ; d'acajou,Isles françoises de l'amerique,21171,10585.5,Pièces,2,0
6631,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Bois ; de campêche,Isles françoises de l'amerique,1214.4,12650,Livres,0.096,0
6632,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Bois ; d'Ebenne,Isles françoises de l'amerique,3478.5,46380,Livres,0.075,0
6633,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Bois ; de gayac,Isles françoises de l'amerique,457.2,12700,Livres,0.036,0
6634,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Cacao,Isles françoises de l'amerique,52527.28,101014,Livres,0.52,0
6635,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Caffé,Isles françoises de l'amerique,3512262.75,9366034,Livres,0.375,0
6636,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Canfice,Isles françoises de l'amerique,1527.45,8985,Livres,0.17,0
6637,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Chocolat,Isles françoises de l'amerique,100,50,Livres,2,0
6638,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Cire jaune,Isles françoises de l'amerique,510,255,livres,2,0
6639,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Confitures,Isles françoises de l'amerique,5829.6,9716,Livres,0.6,0
6640,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1775,Imports,Nantes,11,Coquillages,Isles françoises de l'amerique,952,952,Livres,1,0
6641,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Beuf salé,Angleterre,49400,988,Barils,50,0
6642,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Beuf salé,Angleterre,26040,434,Tonneaux,60,0
6643,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Beuf salé,Angleterre,100429.25,422860,Livres,0.238,0
6644,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Beurre,Angleterre,720,40,frequins,18,0
6645,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Biscuits de mer,Angleterre,120,1000,Livres,0.12,0
6646,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Bois ; de campêche,Angleterre,8121.25,81212.5,Livres,0.1,0
6647,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Bois ; merrain a barils douelles,Angleterre,210,3500,En nombre,0.06,0
6648,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Charbon de terre,Angleterre,1500,50,Tonneaux,30,0
6649,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Cuirs de beuf en poil,Angleterre,88710,2957,pièces,30,0
6650,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Farine,Angleterre,30450,174000,Livres,0.175,0
6651,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Langues,Angleterre,120,6,Barils,20,0
6652,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Langues,Angleterre,2032.5,4065,En nombre,0.5,0
6653,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Marchandises meslées,Angleterre,190,1,Valeur,190,0
6654,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Avirons,Danemark,115,46,En nombre,2.5,0
6655,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Bois anspects,Danemark,198,396,En nombre,0.5,0
6656,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,1,Bray et goudron,Danemark,35490,1014,Barils,35,0
6657,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Chanvre cru,Danemark,33000,110000,Livres,0.3,0
6658,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Chevrons,Danemark,1752.75,779,En nombre,2.25,0
6659,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Fer en barres,Danemark,28527,142635,Livres,0.2,0
6660,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,marchandises meslées,Danemark,138,1,Valeur,138,0
6661,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Planches de sapin ;,Danemark,63576,52980,En nombre,1.2,0
6662,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Rogues,Danemark,640,16,barils,40,0
6663,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Soliveaux,Danemark,1188,132,En nombre,9,0
6664,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Avirons,Espagne,1447.5,193,Traques,7.5,0
6665,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Bois de campêche,Espagne,5262,52620,Livres,0.1,0
6666,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Chocolat,Espagne,274,137,Livres,2,0
6667,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Citrons et oranges,Espagne,1000,100,Caisses,10,0
6668,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Clous de fer,Espagne,573,1910,Livres,0.3,0
6669,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Cuirs de beuf en poil,Espagne,251010,8367,Cuirs,30,0
6670,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Drogueries,Espagne,3834,1917,Livres,2,0
6671,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Epicerie,Espagne,9495,4220,Livres,2.25,0
6672,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Fer ; en ancres,Espagne,41730,139100,Livres,0.3,0
6673,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Fer ; en barres,Espagne,176826,884130,Livres,0.2,0
6674,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Fer ; en cercles,Espagne,1047,3490,Livres,0.3,0
6675,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Huile d'olive,Espagne,2094,3490,Livres,0.6,0
6676,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Jalap,Espagne,1100,550,Livres,2,0
6677,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Instruments de musique basse,Espagne,70,1,pièce,70,0
6678,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Laine d'Espagne,Espagne,208521,92676,Livres,2.25,0
6679,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Marchandises meslées,Espagne,286,1,Valeur,286,0
6680,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Meulles batardes,Espagne,7566,2522,En nombre,3,0
6681,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Pierres a filtrer l'eau,Espagne,72,4,En nombre,18,0
6682,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Quinquina,Espagne,3240,1080,Livres,3,0
6683,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Raisins secs,Espagne,4824,24120,Livres,0.2,0
6684,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Salsepareille,Espagne,1382.5,395,Livres,3.5,0
6685,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Vin ; d'Espagne,Espagne,243787.5,812.63,Tonneaux,300,0
6686,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Vin ; d'Espagne,Espagne,4309.5,2873,Pots,1.5,0
6687,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,2,Vin ; de malaga,Espagne,1840,920,Pots,2,0
6688,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Acier,Flandre autrichienne,1515.5,4330,livres,0.35,0
6689,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Alun,Flandre autrichienne,6226,31130,Livres,0.2,0
6690,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Avoine,Flandre autrichienne,1780,44500,Livres,0.04,0
6691,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Bayette,Flandre autrichienne,216,12,Pièces,18,0
6692,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Bleu de Prusse,Flandre autrichienne,6.96,58,Livres,0.12,0
6693,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Bois ; jaune,Flandre autrichienne,648,9720,Livres,0.067,0
6694,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Bois ; a teindre,Flandre autrichienne,3600,18000,Livres,0.2,0
6695,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Cauris,Flandre autrichienne,9000,10000,Livres,0.9,0
6696,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Chanvre cru,Flandre autrichienne,3153,10510,Livres,0.3,0
6697,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Cornes a lanterne,Flandre autrichienne,8100,2700,Livres,3,0
6698,Pascal Fontaine,AD 44 C 717,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1776,Imports,Nantes,3,Couperose,Flandre autrichienne,218.25,2425,Livres,0.09,0
