numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,remarks
193,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fruits secs,Possessions Hollandaises,19779,2nde classe marchandises originaires de France
198,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile d'olive,Possessions Hollandaises,56829,2nde classe marchandises originaires de France
204,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Liqueurs diverses,Possessions Hollandaises,40037,2nde classe marchandises originaires de France
209,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Marchandises sèches,Possessions Hollandaises,48982,2nde classe marchandises originaires de France
211,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Marchandises diverses mêlées,Possessions Hollandaises,12517,2nde classe marchandises originaires de France
214,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Parfumerie diverse,Possessions Hollandaises,5910,2nde classe marchandises originaires de France
221,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Savon,Possessions Hollandaises,87300,2nde classe marchandises originaires de France
226,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sel,Possessions Hollandaises,2041,2nde classe marchandises originaires de France
229,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Souliers,Possessions Hollandaises,7920,2nde classe marchandises originaires de France
235,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Toilerie de toute sorte,Possessions Hollandaises,48071,2nde classe marchandises originaires de France
243,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de France,Possessions Hollandaises,283900,2nde classe marchandises originaires de France
252,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bestiaux et animaux,Possessions Hollandaises,15178,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
258,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bêtes de somme,Possessions Hollandaises,59960,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
262,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Beurre,Possessions Hollandaises,7122,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
269,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de construction,Possessions Hollandaises,305956,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
275,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Merrain et feuillard,Possessions Hollandaises,31546,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
281,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de toute sorte,Possessions Hollandaises,86931,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
285,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,"Brai, goudron, térébenthine",Possessions Hollandaises,1780,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
291,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chairs salées,Possessions Hollandaises,62908,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
295,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cordages,Possessions Hollandaises,1730,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
302,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Grains et graines diverses,Possessions Hollandaises,8899,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
306,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Harengs,Possessions Hollandaises,1426,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
312,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile de poisson et à brûler,Possessions Hollandaises,12018,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
318,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Mays,Possessions Hollandaises,35074,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
322,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Nègres,Possessions Hollandaises,60000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
325,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Poisson divers salé,Possessions Hollandaises,7714,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
330,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Morue,Possessions Hollandaises,74801,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
335,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Riz,Possessions Hollandaises,15697,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
339,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Suif,Possessions Hollandaises,13274,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
345,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Tabac,Possessions Hollandaises,79246,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
349,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cacao,Possessions Hollandaises,1340,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
351,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Caffé,Possessions Hollandaises,2000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
355,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Coton,Possessions Hollandaises,10825,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
361,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sucre brut,Possessions Hollandaises,48583,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
370,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Objets divers,Possessions Hollandaises,166441,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
265,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de construction,Possessions Portugaises,50000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
366,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Objets divers,Possessions Portugaises,1860,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
153,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies rum,Possessions Suédoises,13720,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1788
159,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies sirop,Possessions Suédoises,8708,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1794
167,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chapeaux,Possessions Suédoises,1440,2nde classe marchandises originaires de France
179,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Eau de vie,Possessions Suédoises,2766,2nde classe marchandises originaires de France
203,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Liqueurs diverses,Possessions Suédoises,2010,2nde classe marchandises originaires de France
220,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Savon,Possessions Suédoises,18032,2nde classe marchandises originaires de France
234,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Toilerie de toute sorte,Possessions Suédoises,4500,2nde classe marchandises originaires de France
242,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de France,Possessions Suédoises,11501,2nde classe marchandises originaires de France
251,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bestiaux et animaux,Possessions Suédoises,3120,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
257,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bêtes de somme,Possessions Suédoises,9300,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
268,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de construction,Possessions Suédoises,5636,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
274,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Merrain et feuillard,Possessions Suédoises,5420,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
280,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de toute sorte,Possessions Suédoises,2200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
290,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chairs salées,Possessions Suédoises,4794,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
305,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Harengs,Possessions Suédoises,6187,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
311,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile de poisson et à brûler,Possessions Suédoises,480,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
317,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Mays,Possessions Suédoises,48,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
321,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Nègres,Possessions Suédoises,17000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
344,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Tabac,Possessions Suédoises,126,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
369,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Objets divers,Possessions Suédoises,13284,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
149,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies rum,Possessions des États-Unis de l'Amérique,697160,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1784
155,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies sirop,Possessions des États-Unis de l'Amérique,3212273,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1790
161,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies tafia,Possessions des États-Unis de l'Amérique,169000,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1796
175,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Eau de vie,Possessions des États-Unis de l'Amérique,160225,2nde classe marchandises originaires de France
181,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Farine,Possessions des États-Unis de l'Amérique,9162,2nde classe marchandises originaires de France
194,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile d'olive,Possessions des États-Unis de l'Amérique,2030,2nde classe marchandises originaires de France
199,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Liqueurs diverses,Possessions des États-Unis de l'Amérique,2385,2nde classe marchandises originaires de France
205,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Marchandises sèches,Possessions des États-Unis de l'Amérique,3233,2nde classe marchandises originaires de France
216,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Savon,Possessions des États-Unis de l'Amérique,12856,2nde classe marchandises originaires de France
222,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sel,Possessions des États-Unis de l'Amérique,496529,2nde classe marchandises originaires de France
230,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Toilerie de toute sorte,Possessions des États-Unis de l'Amérique,3950,2nde classe marchandises originaires de France
236,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Verrerie diverse,Possessions des États-Unis de l'Amérique,20000,2nde classe marchandises originaires de France
238,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de france,Possessions des États-Unis de l'Amérique,72945,2nde classe marchandises originaires de France
244,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de liqueur et étranger,Possessions des États-Unis de l'Amérique,25500,2nde classe marchandises originaires de France
248,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bestiaux et animaux,Possessions des États-Unis de l'Amérique,2500,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
253,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bêtes de somme,Possessions des États-Unis de l'Amérique,11300,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
259,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Beurre,Possessions des États-Unis de l'Amérique,2706,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
263,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de construction,Possessions des États-Unis de l'Amérique,24030,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
270,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Merrain et feuillard,Possessions des États-Unis de l'Amérique,20654,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
276,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de toute sorte,Possessions des États-Unis de l'Amérique,10625,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
282,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,"Brai, goudron, térébenthine",Possessions des États-Unis de l'Amérique,3120,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
286,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chairs salées,Possessions des États-Unis de l'Amérique,43359,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
292,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Citrons et orange,Possessions des États-Unis de l'Amérique,10140,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
294,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cordages,Possessions des États-Unis de l'Amérique,1200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
296,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Côtes de baleine,Possessions des États-Unis de l'Amérique,49500,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
297,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cuirs en poil,Possessions des États-Unis de l'Amérique,13317,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
301,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Grains et graines diverses,Possessions des États-Unis de l'Amérique,315,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
303,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Harengs,Possessions des États-Unis de l'Amérique,5670,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
307,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile de poisson et à brûler,Possessions des États-Unis de l'Amérique,73652,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
313,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Mays,Possessions des États-Unis de l'Amérique,19095,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
323,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Poisson divers salé,Possessions des États-Unis de l'Amérique,7103,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
326,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Morue,Possessions des États-Unis de l'Amérique,47850,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
331,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Riz,Possessions des États-Unis de l'Amérique,1275,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
