numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,Année,exportsimports,marchandises,Direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
321,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Etamine soye et laine,Marseille,Pour l'Italie,"40,00",Livres,"8,000","320,00","0,00",
322,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Etamine du mans,Marseille,Pour l'Italie,"157,00",Livres,"9,000","1 413,00","0,00",
323,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Evantails de tafetas,Marseille,Pour l'Italie,"1,50",Douzaines,"18,000","27,00","0,00",
324,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fromage de gruyere,Marseille,Pour l'Italie,"250,00",Livres,"0,180","45,00","0,00",
325,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fromage d'auvergne,Marseille,Pour l'Italie,"3225,00",Livres,"0,160","516,00","0,00",
326,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Figues,Marseille,Pour l'Italie,"31575,00",Livres,"0,120","3 789,00","0,00",
327,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fil cru,Marseille,Pour l'Italie,"230,00",Livres,"1,000","230,00","0,00",
328,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fil de fer,Marseille,Pour l'Italie,"560,00",Livres,"0,300","168,00","0,00",
329,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fer ouvré,Marseille,Pour l'Italie,"325,00",Livres,"0,260","84,50","0,00",
330,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fer en barres,Marseille,Pour l'Italie,"4460,00",Livres,"0,210","936,60","0,00",
331,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,fer vieux,Marseille,Pour l'Italie,"7700,00",Livres,"0,100","770,00","0,00",
332,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Fayence,Marseille,Pour l'Italie,"800,00",Livres,"0,180","144,00","0,00",
333,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Foin,Marseille,Pour l'Italie,"505,00",Quintaux,"1,500","757,50","0,00",
334,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Graisse,Marseille,Pour l'Italie,"1575,00",Livres,"0,250","393,75","0,00",
335,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Graine de pigeons,Marseille,Pour l'Italie,"3,00",Sacs,"3,000","9,00","0,00",
336,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Huile de senteur,Marseille,Pour l'Italie,"490,00",Livres,"0,500","245,00","0,00",
337,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Huile de poix,Marseille,Pour l'Italie,"300,00",Livres,"0,100","30,00","0,00",
338,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Jarres,Marseille,Pour l'Italie,"3512,00",Barrils,"1,250","4 390,00","0,00",
339,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Jayet ouvré,Marseille,Pour l'Italie,"866,00",Livres,"1,500","1 299,00","0,00",
340,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Indigo,Marseille,Pour l'Italie,"60,00",Livres,"2,250","135,00","0,00",
341,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,19,1728,Exports,Liqueurs a boire,Marseille,Pour l'Italie,"4760,00",Livres,"1,000","4 760,00","0,00",
342,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Lassets de filozelle,Marseille,Pour l'Italie,"13,00",Livres,"1,500","19,50","0,00",
343,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Laton ouvré,Marseille,Pour l'Italie,"4762,00",Livres,"1,500","7 143,00","0,00",
344,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Liege,Marseille,Pour l'Italie,"13500,00",Livres,"0,120","1 620,00","0,00",
345,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Mulet a moyen prix,Marseille,Pour l'Italie,"1,00",Nombre,"60,000","60,00","0,00",
346,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Morue,Marseille,Pour l'Italie,"5650,00",Livres,"0,160","904,00","0,00",
347,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Miel,Marseille,Pour l'Italie,"48400,00",Livres,"0,100","4 840,00","0,00",
348,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Mercerie fine,Marseille,Pour l'Italie,"564,00",Livres,"6,000","3 384,00","0,00",
349,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Marchandises melées,Marseille,Pour l'Italie,"1,00",Valeur,"2 052,000","2 052,00","0,00",
350,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Meulles a moulin,Marseille,Pour l'Italie,"2,00",Nombre,"30,000","60,00","0,00",
351,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Noix,Marseille,Pour l'Italie,"25,00",Sacs,"2,000","50,00","0,00",
352,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Oranges,Marseille,Pour l'Italie,"22,00",Milliers,"12,000","264,00","0,00",
353,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Poisson frit,Marseille,Pour l'Italie,"18,00",Barrils,"4,500","81,00","0,00",
354,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Prunes Brugnolles,Marseille,Pour l'Italie,"200,00",Livres,"0,280","56,00","0,00",
355,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Pinchina,Marseille,Pour l'Italie,"43,00",Livres,"0,814","35,00","0,00",Estimé
356,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Pelleterie,Marseille,Pour l'Italie,"115,00",Livres,"0,400","46,00","0,00",
357,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Poix,Marseille,Pour l'Italie,"11600,00",Livres,"0,060","696,00","0,00",
358,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Poussiere de pin,Marseille,Pour l'Italie,"3,00",Charges,"1,500","4,50","0,00",
359,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,20,1728,Exports,Pierres de four,Marseille,Pour l'Italie,"2,00",Charges,"25,000","50,00","0,00",
360,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Peaux de veau en poil,Marseille,Pour l'Italie,"13,00",Douzaines,"20,000","260,00","0,00",
361,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Quincaille fine,Marseille,Pour l'Italie,"320,00",Livres,"3,000","960,00","0,00",
362,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Raisin sec,Marseille,Pour l'Italie,"450,00",Livres,"0,150","67,50","0,00",
363,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Ruban de Soye,Marseille,Pour l'Italie,"5,00",Livres,"65,000","325,00","0,00",
364,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Rognures de peau,Marseille,Pour l'Italie,"1000,00",Livres,"0,025","25,00","0,00",
365,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Sucre blanc,Marseille,Pour l'Italie,"300,00",Livres,"0,500","150,00","0,00",
366,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Son,Marseille,Pour l'Italie,"2500,00",Livres,"0,020","50,00","0,00",
367,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Ton mariné,Marseille,Pour l'Italie,"100,00",Livres,"0,900","90,00","0,00",
368,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Truffles noires,Marseille,Pour l'Italie,"200,00",Livres,"2,000","400,00","0,00",
369,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Tartre,Marseille,Pour l'Italie,"9700,00",Livres,"0,200","1 940,00","0,00",
370,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Toile blanche,Marseille,Pour l'Italie,"47775,00",Livres,"3,000","143 325,00","0,00",
371,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Toile crue,Marseille,Pour l'Italie,"26904,00",Livres,"2,000","53 808,00","0,00",
372,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Treilly,Marseille,Pour l'Italie,"15,00",Livres,"0,500","7,50","0,00",
373,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Terraille,Marseille,Pour l'Italie,"274,00",Charges,"3,000","822,00","0,00",
374,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Vin muscat,Marseille,Pour l'Italie,"2,00",Charges,"50,000","100,00","0,00",
375,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Vin,Marseille,Pour l'Italie,"5580,00",Charges,"9,000","50 220,00","0,00",
376,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Vin,Marseille,Pour l'Italie,"10410,00",Millerolles,"6,000","62 460,00","0,00",
377,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,21,1728,Exports,Vinaigre,Marseille,Pour l'Italie,"94,00",Charges,"4,000","376,00","0,00",
378,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Vaisselle d'argent,Marseille,Pour l'Italie,"3,25",Marcs,"48,000","156,00","0,00",3 marcs et 2 onces à 48£
379,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Vermillon,Marseille,Pour l'Italie,"500,00",Livres,"5,000","2 500,00","0,00",
380,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Verdet,Marseille,Pour l'Italie,"360,00",Livres,"0,700","252,00","0,00",
381,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Verre en bouteille,Marseille,Pour l'Italie,"20700,00",Livres,"0,200","4 140,00","0,00",
382,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Verre a boire,Marseille,Pour l'Italie,"175,00",Livres,"1,000","175,00","0,00",
383,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Amandes cassées,Marseille,Pour le Levant,"441300,00",Livres,"0,200","88 260,00","0,00",
384,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Amandes en coques,Marseille,Pour le Levant,"80925,00",Livres,"0,160","12 948,00","0,00",
385,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Acier,Marseille,Pour le Levant,"590,00",Livres,"0,350","206,50","0,00",
386,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Chataignes,Marseille,Pour le Levant,"3935,00",Livres,"0,050","196,75","0,00",
387,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Clouds de fer,Marseille,Pour le Levant,"25825,00",Livres,"0,250","6 456,25","0,00",
388,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Cardes vieilles,Marseille,Pour le Levant,"1,00",Valeur,"110,000","110,00","0,00",
389,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Draperie,Marseille,Pour le Levant,"869145,00",Livres,"5,000","4 345 725,00","0,00",
390,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Eau de vie,Marseille,Pour le Levant,"9100,00",Livres,"0,200","1 820,00","0,00",
391,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Fil de laton,Marseille,Pour le Levant,"150,00",Livres,"0,600","90,00","0,00",
392,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,fil de fer,Marseille,Pour le Levant,"1150,00",Livres,"0,300","345,00","0,00",
393,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Fer ouvré,Marseille,Pour le Levant,"6050,00",Livres,"0,260","1 573,00","0,00",
394,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,22,1728,Exports,Fer en barres,Marseille,Pour le Levant,"7975,00",Livres,"0,210","1 674,75","0,00",
395,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Mercerie fine,Marseille,Pour le Levant,"97295,00",Livres,"6,000","583 770,00","0,00",
396,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Marchandises melées,Marseille,Pour le Levant,"1,00",Valeur,"7 762,000","7 762,00","0,00",
397,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Papier blanc,Marseille,Pour le Levant,"130,00",Balons,"30,000","3 900,00","0,00",
398,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Papier blanc,Marseille,Pour le Levant,"2334,00",Rames,"1,500","3 501,00","0,00",
399,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Papier blanc,Marseille,Pour le Levant,"33300,00",Livres,"0,500","16 650,00","0,00",
400,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Papier de pliage,Marseille,Pour le Levant,"30225,00",Livres,"0,400","12 090,00","0,00",
401,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Quincaille fine,Marseille,Pour le Levant,"450,00",Livres,"3,000","1 350,00","0,00",
402,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Quincaille comune,Marseille,Pour le Levant,"89790,00",Livres,"1,000","89 790,00","0,00",
403,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Tartre,Marseille,Pour le Levant,"14385,00",Livres,"0,150","2 157,75","0,00",
404,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Vin de liqueur,Marseille,Pour le Levant,"450,00",Livres,"1,000","450,00","0,00",
405,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Vin,Marseille,Pour le Levant,"919,00",Millerolles,"6,000","5 514,00","0,00",
406,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Anchois,Marseille,Pour les Isles françaises de l'Amerique,"1808,00",Pots,"1,000","1 808,00","0,00",
407,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Amandes cassées,Marseille,Pour les Isles françaises de l'Amerique,"52425,00",Livres,"0,200","10 485,00","0,00",
408,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Amidon,Marseille,Pour les Isles françaises de l'Amerique,"175,00",Livres,"0,140","24,50","0,00",
409,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,23,1728,Exports,Beuf salé,Marseille,Pour les Isles françaises de l'Amerique,"23700,00",Livres,"0,100","2 370,00","0,00",
410,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bas de soye pour homme,Marseille,Pour les Isles françaises de l'Amerique,"4044,00",Paires,"10,000","40 440,00","0,00",
411,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bas de soye pour femme,Marseille,Pour les Isles françaises de l'Amerique,"576,00",Paires,"6,000","3 456,00","0,00",
412,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bas de filozelle,Marseille,Pour les Isles françaises de l'Amerique,"288,00",Paires,"3,000","864,00","0,00",
413,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bas de laine,Marseille,Pour les Isles françaises de l'Amerique,"720,00",Paires,"2,500","1 800,00","0,00",
414,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bas de coton,Marseille,Pour les Isles françaises de l'Amerique,"3096,00",Paires,"1,000","3 096,00","0,00",
415,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bas de fil,Marseille,Pour les Isles françaises de l'Amerique,"1116,00",Paires,"1,500","1 674,00","0,00",
416,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bottines de cuir,Marseille,Pour les Isles françaises de l'Amerique,"36,00",Paires,"3,000","108,00","0,00",
417,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bougie de cire blanche,Marseille,Pour les Isles françaises de l'Amerique,"14598,00",Livres,"1,500","21 897,00","0,00",
418,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Bray sec,Marseille,Pour les Isles françaises de l'Amerique,"3450,00",Livres,"0,070","241,50","0,00",
419,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Briques,Marseille,Pour les Isles françaises de l'Amerique,"181,00",Milliers,"10,000","1 810,00","0,00",
420,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Caffé,Marseille,Pour les Isles françaises de l'Amerique,"2368,00",Livres,"1,400","3 315,20","0,00",
421,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Chataigners,Marseille,Pour les Isles françaises de l'Amerique,"3000,00",Livres,"0,030","90,00","0,00",
422,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Capres,Marseille,Pour les Isles françaises de l'Amerique,"2300,00",Livres,"0,350","805,00","0,00",
423,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Camelot d'auvergne,Marseille,Pour les Isles françaises de l'Amerique,"516,00",Pieces,"60,000","30 960,00","0,00",
424,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Chapeaux fins,Marseille,Pour les Isles françaises de l'Amerique,"52,00",Douzaines,"78,000","4 056,00","0,00",52 douzaines à 8£ la douzaine
425,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Chapeaux de laine,Marseille,Pour les Isles françaises de l'Amerique,"966,00",Douzaines,"36,000","34 776,00","0,00",
426,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Carte a jouer,Marseille,Pour les Isles françaises de l'Amerique,"30,00",Grosses,"15,000","450,00","0,00",
427,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Coton en laine de levant,Marseille,Pour les Isles françaises de l'Amerique,"350,00",Livres,"0,040","14,00","0,00",
428,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,24,1728,Exports,Crin,Marseille,Pour les Isles françaises de l'Amerique,"800,00",Livres,"0,200","160,00","0,00",
