numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
332,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Peaux de mouton passées,Marseille,L'Italie,"134,00",Douzaines,"6,000","804,00","0,00",
333,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Poix raisine,Marseille,L'Italie,"2400,00",Livres,"0,100","240,00","0,00",
334,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pierres affiloires,Marseille,L'Italie,"375,00",Nombre,"1,000","375,00","0,00",
335,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pierres de four,Marseille,L'Italie,"4,00",Charges,"30,000","120,00","0,00",
336,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pilotis,Marseille,L'Italie,"73,00",Nombre,"2,000","146,00","0,00",
337,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pasteques,Marseille,L'Italie,"37,00",Douzaines,"4,000","148,00","0,00",
338,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Quincailles fine,Marseille,L'Italie,"400,00",Livres,"6,000","2 400,00","0,00",
339,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Quincailles grosse,Marseille,L'Italie,"4735,00",Livres,"1,000","4 735,00","0,00",
340,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Ruban de Soye,Marseille,L'Italie,"17,00",Livres,"55,000","935,00","0,00",
341,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Rozeaux,Marseille,L'Italie,"424,00",Faix,"0,500","212,00","0,00",
342,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Saffran,Marseille,L'Italie,"17,00",Livres,"12,000","204,00","0,00",
343,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Sucre blanc,Marseille,L'Italie,"300,00",Livres,"0,600","180,00","0,00",
344,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Souliers,Marseille,L'Italie,"33,00",Paires,"3,000","99,00","0,00",
345,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Ton mariné,Marseille,L'Italie,"80,00",Livres,"0,750","60,00","0,00",
346,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Tartre,Marseille,L'Italie,"17115,00",Livres,"0,180","3 080,70","0,00",
347,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Toille de coton,Marseille,L'Italie,"610,00",Livres,"4,000","2 440,00","0,00",
348,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Toille blanche,Marseille,L'Italie,"35512,00",Livres,"3,000","106 536,00","0,00",
349,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Toille crue,Marseille,L'Italie,"29093,00",Livres,"2,000","58 186,00","0,00",
350,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Toille rousse,Marseille,L'Italie,"513,00",Livres,"1,500","769,50","0,00",
351,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Terraille,Marseille,L'Italie,"305,00",Charges,"3,000","915,00","0,00",
352,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Vin muscat,Marseille,L'Italie,"6,00",Charges,"40,000","240,00","0,00",
353,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Vin,Marseille,L'Italie,"5362,00",Charges,"10,000","53 620,00","0,00",
354,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Vin,Marseille,L'Italie,"27210,00",Millerolles,"6,000","163 260,00","0,00",
355,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Vin,Marseille,L'Italie,"3,50",Livres,"60,000","210,00","0,00",
356,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Vinaigre,Marseille,L'Italie,"129,00",Charges,"5,000","645,00","0,00",
357,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Verres a boire,Marseille,L'Italie,"100,00",Livres,"1,000","100,00","0,00",
358,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Verdet,Marseille,L'Italie,"85,00",Livres,"0,900","76,50","0,00",
359,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Amendes cassées,Marseille,Le Levant,"418400,00",Livres,"0,200","83 680,00","0,00",
360,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Amendes en coque,Marseille,Le Levant,"35375,00",Livres,"0,150","5 306,25","0,00",
361,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Acier,Marseille,Le Levant,"185,00",Livres,"0,240","44,40","0,00",
362,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,13,1727,Exports,Creme de tartre,Marseille,Le Levant,"830,00",Livres,"0,350","290,50","0,00",
363,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Draperie,Marseille,Le Levant,"633095,00",Livres,"5,000","3 165 475,00","0,00",
364,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Esprit de vin,Marseille,Le Levant,"125,00",Livres,"0,400","50,00","0,00",
365,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Eau de vie,Marseille,Le Levant,"13290,00",Livres,"0,200","2 658,00","0,00",
366,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Fayance,Marseille,Le Levant,"200,00",Livres,"0,200","40,00","0,00",
367,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Fer ouvré,Marseille,Le Levant,"9400,00",Livres,"0,280","2 632,00","0,00",
368,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Fer en barres,Marseille,Le Levant,"7900,00",Livres,"0,180","1 422,00","0,00",
369,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Miel,Marseille,Le Levant,"1775,00",Livres,"0,120","213,00","0,00",
370,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Mercerie,Marseille,Le Levant,"59756,00",Livres,"6,000","358 536,00","0,00",
371,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Papier,Marseille,Le Levant,"45225,00",Livres,"0,600","27 135,00","0,00",
372,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Quincaille fine,Marseille,Le Levant,"200,00",Livres,"6,000","1 200,00","0,00",
373,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Quincaille commune,Marseille,Le Levant,"40125,00",Livres,"1,000","40 125,00","0,00",
374,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Rocou,Marseille,Le Levant,"100,00",Livres,"0,900","90,00","0,00",
375,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Saffran,Marseille,Le Levant,"11,00",Livres,"12,000","132,00","0,00",
376,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Tartre,Marseille,Le Levant,"5275,00",Livres,"0,180","949,50","0,00",
377,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Vin,Marseille,Le Levant,"1800,00",Millerolles,"6,000","10 800,00","0,00",
378,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Vin de liqueurs,Marseille,Le Levant,"6125,00",Livres,"0,500","3 062,50","0,00",
379,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Vinaigre,Marseille,Le Levant,"2,00",Millerolles,"3,000","6,00","0,00",
380,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Anchois,Marseille,Les Iles françaises de l'amerique,"1018,00",Livres,"1,000","1 018,00","0,00",
381,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Anchois,Marseille,Les Iles françaises de l'amerique,"816,00",Livres,"0,750","612,00","0,00",
382,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Amendes cassées,Marseille,Les Iles françaises de l'amerique,"39175,00",Livres,"0,200","7 835,00","0,00",
383,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Amidon,Marseille,Les Iles françaises de l'amerique,"160,00",Livres,"0,180","28,80","0,00",
384,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Beuf salé,Marseille,Les Iles françaises de l'amerique,"77000,00",Livres,"0,200","15 400,00","0,00",
385,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,14,1727,Exports,Bas de soye pour homme,Marseille,Les Iles françaises de l'amerique,"1576,00",Paires,"10,000","15 760,00","0,00",
386,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Bas de soye pour femme,Marseille,Les Iles françaises de l'amerique,"353,00",Paires,"7,000","2 471,00","0,00",
387,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Bas de filozelle,Marseille,Les Iles françaises de l'amerique,"96,00",Paires,"6,000","576,00","0,00",
388,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Bas de laine,Marseille,Les Iles françaises de l'amerique,"72,00",Paires,"3,000","216,00","0,00",
389,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Bas de coton,Marseille,Les Iles françaises de l'amerique,"1176,00",Paires,"1,000","1 176,00","0,00",
390,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Babouches,Marseille,Les Iles françaises de l'amerique,"255,00",Paires,"2,000","510,00","0,00",
391,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Botines,Marseille,Les Iles françaises de l'amerique,"73,00",Paires,"3,000","219,00","0,00",
392,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Boutons de fil d'argent,Marseille,Les Iles françaises de l'amerique,"6,00",Grosses,"20,000","120,00","0,00",
393,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Bougie de cire blanche,Marseille,Les Iles françaises de l'amerique,"13730,00",Livres,"1,500","20 595,00","0,00",
394,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Bray,Marseille,Les Iles françaises de l'amerique,"800,00",Livres,"0,060","48,00","0,00",
395,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Briques,Marseille,Les Iles françaises de l'amerique,"126150,00",Nombre,"0,012","1 513,00","0,80",12£ le mille
396,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Caffé,Marseille,Les Iles françaises de l'amerique,"80,00",Livres,"1,900","152,00","0,00",
397,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Chataignes,Marseille,Les Iles françaises de l'amerique,"1440,00",Livres,"0,070","100,80","0,00",
398,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Champignons secs,Marseille,Les Iles françaises de l'amerique,"50,00",Livres,"0,250","12,50","0,00",
399,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Capres,Marseille,Les Iles françaises de l'amerique,"2280,00",Livres,"0,300","684,00","0,00",
400,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Camelot,Marseille,Les Iles françaises de l'amerique,"126,00",Pieces,"60,000","7 560,00","0,00",
401,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Chapeaux fins,Marseille,Les Iles françaises de l'amerique,"90,00",Douzaines,"72,000","6 480,00","0,00",
402,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Chapeaux de laine,Marseille,Les Iles françaises de l'amerique,"283,00",Douzaines,"36,000","10 188,00","0,00",
403,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Canapés,Marseille,Les Iles françaises de l'amerique,"2,00",Livres,"100,000","200,00","0,00",
404,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Cartes à joüer,Marseille,Les Iles françaises de l'amerique,"42,00",Grosses,"3,000","126,00","0,00",
405,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Cordage de chanvre,Marseille,Les Iles françaises de l'amerique,"8000,00",Livres,"0,200","1 600,00","0,00",
406,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Cire en pain,Marseille,Les Iles françaises de l'amerique,"800,00",Livres,"1,400","1 120,00","0,00",
407,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Chandelle,Marseille,Les Iles françaises de l'amerique,"48975,00",Livres,"0,250","12 243,75","0,00",
408,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Cuivre ouvré,Marseille,Les Iles françaises de l'amerique,"1212,00",Livres,"1,000","1 212,00","0,00",
409,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Clouds de fer,Marseille,Les Iles françaises de l'amerique,"8300,00",Livres,"0,240","1 992,00","0,00",
410,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Cercles de bois,Marseille,Les Iles françaises de l'amerique,"860,00",Livres,"0,750","645,00","0,00",
411,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Drap fin,Marseille,Les Iles françaises de l'amerique,"2,00",Pieces,"200,000","400,00","0,00",
412,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Dame jeannes,Marseille,Les Iles françaises de l'amerique,"2635,00",Nombre,"2,000","5 270,00","0,00",
413,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,15,1727,Exports,Epicerie,Marseille,Les Iles françaises de l'amerique,"60,00",Livres,"5,000","300,00","0,00",
414,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Eau de vie,Marseille,Les Iles françaises de l'amerique,"226050,00",Livres,"0,150","45 210,00","-11 302,50",Erreur de calcul
415,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Etoffe de Soye,Marseille,Les Iles françaises de l'amerique,"88,00",Pieces,"180,000","15 840,00","0,00",
416,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Etoffe de laine,Marseille,Les Iles françaises de l'amerique,"10,00",Pieces,"100,000","1 000,00","0,00",
417,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Farine,Marseille,Les Iles françaises de l'amerique,"229100,00",Livres,"0,080","18 328,00","0,00",
418,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Fromage,Marseille,Les Iles françaises de l'amerique,"25180,00",Livres,"0,120","3 021,60","0,00",
419,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Fruit à l'eau de vie,Marseille,Les Iles françaises de l'amerique,"1550,00",Livres,"1,000","1 550,00","0,00",
420,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Figues,Marseille,Les Iles françaises de l'amerique,"3160,00",Livres,"0,100","316,00","0,00",
421,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Fil a coudre,Marseille,Les Iles françaises de l'amerique,"380,00",Livres,"0,750","185,00","0,00",
422,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Fil a voille,Marseille,Les Iles françaises de l'amerique,"1500,00",Livres,"0,500","750,00","0,00",
423,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Fusils boucanniers,Marseille,Les Iles françaises de l'amerique,"6,00",Livres,"20,000","120,00","0,00",
424,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Fayence,Marseille,Les Iles françaises de l'amerique,"116,00",Livres,"0,200","23,20","0,00",
425,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Gans de peau,Marseille,Les Iles françaises de l'amerique,"216,00",Douzaines,"10,000","2 160,00","0,00",
426,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Guestres,Marseille,Les Iles françaises de l'amerique,"40,00",Paires,"2,500","100,00","0,00",
427,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Gaudron,Marseille,Les Iles françaises de l'amerique,"3000,00",Livres,"0,060","180,00","0,00",
428,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Huille d'ollive,Marseille,Les Iles françaises de l'amerique,"95150,00",Livres,"0,030","19 030,00","-16 175,50",30 £ la mille; Erreur de calcul
429,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Jarres de terre,Marseille,Les Iles françaises de l'amerique,"102,00",Livres,"2,000","204,00","0,00",
430,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Lard,Marseille,Les Iles françaises de l'amerique,"1225,00",Livres,"0,200","245,00","0,00",
431,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Legumes,Marseille,Les Iles françaises de l'amerique,"11160,00",Livres,"0,100","1 116,00","0,00",
432,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Liqueurs a boire,Marseille,Les Iles françaises de l'amerique,"437,00",Cannettes,"2,000","874,00","0,00",
433,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Mouchoirs de soye,Marseille,Les Iles françaises de l'amerique,"6,00",Douzaines,"24,000","144,00","0,00",
434,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Mortier de marbre,Marseille,Les Iles françaises de l'amerique,"36,00",Nombre,"2,000","72,00","0,00",
435,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Noisettes,Marseille,Les Iles françaises de l'amerique,"2585,00",Livres,"0,060","155,10","0,00",
436,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Ollives,Marseille,Les Iles françaises de l'amerique,"10980,00",Livres,"0,140","1 537,20","0,00",
437,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,"Ouvrage or, argent et soye",Marseille,Les Iles françaises de l'amerique,"79,00",Livres,"80,000","6 320,00","0,00",
438,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,16,1727,Exports,Ozier,Marseille,Les Iles françaises de l'amerique,"1550,00",Faix,"1,500","2 325,00","0,00",
