numrodeligne,dataentryby,source,sourcepath,sourectype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
1157,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Rouge d'Engleterre,Marseille,Pour l'Italie,175,Livres,"0,1",17,"0,5",
1158,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Rapure de corne de cerf,Marseille,Pour l'Italie,550,Livres,"0,3",165,0,
1159,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Rasine de Gayac ,Marseille,Pour l'Italie,662,Livres,"0,16",10592,"-10486,08",erreur de calcul a oublié de diviser par 100
1160,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Rocail de corail,Marseille,Pour l'Italie,1525,Livres,1,1525,0,
1161,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Rognures de cartes,Marseille,Pour l'Italie,300,Livres,"0,06",18,0,
1162,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Retail de cuir,Marseille,Pour l'Italie,100,Livres,"0,1",10,0,
1163,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Saumon salé,Marseille,Pour l'Italie,8880,Livres,"0,2",1776,0,
1164,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sardines salées,Marseille,Pour l'Italie,1410,Livres,"0,5",705,0,
1165,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sucre blanc,Marseille,Pour l'Italie,7861264,Livres,"0,7",5502884,"0,8",
1166,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sucre brut,Marseille,Pour l'Italie,1684575,Livres,"0,22",370606,"0,5",
1167,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sucre Versoir,Marseille,Pour l'Italie,170500,Livres,"0,26",44330,0,
1168,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sucre candy,Marseille,Pour l'Italie,1004,Livres,"1,1",1104,"0,4",
1169,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sirop d'alkermes,Marseille,Pour l'Italie,1210,Livres,"1,5",1815,0,
1170,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sirop de capilaire,Marseille,Pour l'Italie,14890,Livres,1,14890,0,
1171,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sirop melasse,Marseille,Pour l'Italie,605100,Livres,"0,075",45382,"0,5",
1172,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Saumure,Marseille,Pour l'Italie,7000,Livres,"0,1",700,0,
1173,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sel armoniac,Marseille,Pour l'Italie,12007,Livres,"0,9",10806,"0,3",
1174,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sené,Marseille,Pour l'Italie,2621,Livres,"1,5",3931,"0,5",
1175,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Saffran,Marseille,Pour l'Italie,995,Livres,22,21824,66,Erreur de calcul
1176,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Saffranon,Marseille,Pour l'Italie,11105,Livres,"0,6",6666,-3,Arrondi
1177,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Scamonée,Marseille,Pour l'Italie,300,Livres,7,2100,0,
1178,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Storax,Marseille,Pour l'Italie,639,Livres,"1,25",798,"0,75",
1179,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Semencine,Marseille,Pour l'Italie,148,Livres,1,148,0,
1180,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sumac,Marseille,Pour l'Italie,33375,Livres,"0,2",6675,0,
1181,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Semencontra,Marseille,Pour l'Italie,562,Livres,"2,5",743,662,erreur de calcul
1182,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sayns,Marseille,Pour l'Italie,1744,Livres,"0,2",348,"0,8",
1183,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Sivadille,Marseille,Pour l'Italie,500,Livres,1,500,0,
1184,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Suif,Marseille,Pour l'Italie,2662,Livres,"0,4",1065,"-0,2",
1185,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Souffre,Marseille,Pour l'Italie,8973,Livres,"0,12",1077,"-0,24",
1186,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Savonettes,Marseille,Pour l'Italie,122,Livres,"0,75",91,"0,5",
1187,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Savon blanc,Marseille,Pour l'Italie,13400,Livres,"0,3",4020,0,
1188,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,41,1741,Sortie,Savon madré,Marseille,Pour l'Italie,23825,Livres,"0,3",7147,"0,5",
1189,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Siague,Marseille,Pour l'Italie,2100,Livres,"0,15",315,0,
1190,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Satinade,Marseille,Pour l'Italie,30,Livres,2,60,0,
1191,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Soye aprestée,Marseille,Pour l'Italie,23842,Livres,20,476840,0,
1192,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Souliers,Marseille,Pour l'Italie,212,Paires,"3,5",742,0,
1193,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Soude,Marseille,Pour l'Italie,878000,Livres,"0,09",79020,0,
1194,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Serrures,Marseille,Pour l'Italie,18,Douzaines,18,324,0,
1195,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Serrures,Marseille,Pour l'Italie,300,Livres,"0,75",225,0,
1196,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Thon mariné,Marseille,Pour l'Italie,3700,Livres,"0,9",3330,0,
1197,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Trufles,Marseille,Pour l'Italie,1106,Livres,4,4424,0,
1198,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Theriaque,Marseille,Pour l'Italie,250,Livres,12,3060,-60,Erreur de calcul
1199,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Thé,Marseille,Pour l'Italie,4501,Livres,5,22505,0,
1200,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tabac en poudre,Marseille,Pour l'Italie,60650,Livres,4,242600,0,
1201,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tabac de bresil,Marseille,Pour l'Italie,16200,Livres,3,48600,0,
1202,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Therbentine,Marseille,Pour l'Italie,200,Livres,1,200,0,
1203,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Thonine,Marseille,Pour l'Italie,150,Livres,"0,75",112,"0,5",
1204,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tutie,Marseille,Pour l'Italie,150,Livres,2,300,0,
1205,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tamarins,Marseille,Pour l'Italie,1279,Livres,"0,4",511,"0,6",
1206,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toutenaque,Marseille,Pour l'Italie,2100,Livres,"0,4",840,0,
1207,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tournesol,Marseille,Pour l'Italie,209,Livres,"0,65",135,"0,85",
1208,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tartre,Marseille,Pour l'Italie,86950,Livres,"0,15",13042,"0,5",
1209,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tableaux,Marseille,Pour l'Italie,32,Douzaines,8,256,0,
1210,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tableaux,Marseille,Pour l'Italie,,,,480,0,
1211,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tapisserie d'auvergne,Marseille,Pour l'Italie,1305,Livres,5,6525,0,
1212,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tapis de laine,Marseille,Pour l'Italie,40,Pieces,6,240,0,
1213,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Tapis de laine,Marseille,Pour l'Italie,55,Douzaines,72,3960,0,
1214,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile peinte,Marseille,Pour l'Italie,95,Pieces,20,1900,0,
1215,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile picquée,Marseille,Pour l'Italie,4,Pieces,30,120,0,
1216,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile picquée,Marseille,Pour l'Italie,333,Livres,10,3330,0,
1217,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toille d'Alemagne,Marseille,Pour l'Italie,2977,Livres,6,17862,0,
1218,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile de montagne,Marseille,Pour l'Italie,305,Pieces,12,3660,0,
1219,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile de montagne,Marseille,Pour l'Italie,6375,Livres,"1,5",9562,"0,5",
1220,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile de Bretagne,Marseille,Pour l'Italie,900,Livres,4,3600,0,
1221,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,42,1741,Sortie,Toile d'Antioche,Marseille,Pour l'Italie,598,Pieces,6,3588,0,
1222,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile manouf,Marseille,Pour l'Italie,596,Pieces,6,3576,0,
1223,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile killis,Marseille,Pour l'Italie,13,Pieces,5,65,0,
1224,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile d'aman,Marseille,Pour l'Italie,54,Pieces,10,540,0,
1225,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile cordat ,Marseille,Pour l'Italie,18,Pieces,20,360,0,
1226,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile cordat ,Marseille,Pour l'Italie,500,Livres,"0,25",125,0,
1227,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile cassies,Marseille,Pour l'Italie,90,Pieces,5,450,0,
1228,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile a serviettes,Marseille,Pour l'Italie,65,Pieces,50,3250,0,
1229,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile a serviettes,Marseille,Pour l'Italie,250,Livres,2,500,0,
1230,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile blanche,Marseille,Pour l'Italie,46351,Livres,4,185404,0,
1231,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile grise,Marseille,Pour l'Italie,860,Livres,"1,5",1290,0,
1232,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile a voile,Marseille,Pour l'Italie,440,Pieces,26,11440,0,
1233,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile d'emballages,Marseille,Pour l'Italie,4,Livres,20,80,0,
1234,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile d'emballages,Marseille,Pour l'Italie,1700,Livres,1,1700,0,
1235,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Toile de crin,Marseille,Pour l'Italie,640,Livres,"1,25",800,0,
1236,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,toile cirée,Marseille,Pour l'Italie,290,Livres,2,580,0,
1237,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Treilly,Marseille,Pour l'Italie,455,Livres,"1,1",500,"0,5",
1238,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Tabatieres d'oliviers,Marseille,Pour l'Italie,27,Douzaines,4,108,0,
1239,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Tables de marbre,Marseille,Pour l'Italie,7,Nombre,20,140,0,
1240,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Terre segillée,Marseille,Pour l'Italie,350,Livres,"0,4",140,0,
1241,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Terraille ,Marseille,Pour l'Italie,598,Charges,"22,5",13455,0,
1242,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Terraille ,Marseille,Pour l'Italie,11820,Livres,"0,075",886,"0,5",
1243,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Tuilles,Marseille,Pour l'Italie,52200,Livres,"0,02",1044,0,
1244,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin muscat,Marseille,Pour l'Italie,157,Milleroles,40,6280,0,
1245,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin de chipres,Marseille,Pour l'Italie,4,Milleroles,80,320,0,
1246,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin de canarie,Marseille,Pour l'Italie,2,Milleroles,65,130,0,
1247,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin teinto,Marseille,Pour l'Italie,500,Milleroles,65,32500,0,
1248,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin de keres,Marseille,Pour l'Italie,6,Milleroles,100,600,0,
1249,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin de champagne,Marseille,Pour l'Italie,100,Milleroles,140,14000,0,
1250,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin de Bourgogne,Marseille,Pour l'Italie,147,Milleroles,120,17640,0,
1251,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin rouge,Marseille,Pour l'Italie,4311,Charges,14,60354,0,
1252,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin rouge,Marseille,Pour l'Italie,46939,Milleroles,9,422451,0,
1253,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin blanc,Marseille,Pour l'Italie,15,Milleroles,18,270,0,
1254,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,43,1741,Sortie,Vin cuit,Marseille,Pour l'Italie,6,Milleroles,20,120,0,
1255,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vinaigre,Marseille,Pour l'Italie,111,Charges,18,1998,0,
1256,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vinaigre,Marseille,Pour l'Italie,26,Milleroles,12,312,0,
1257,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vermichel,Marseille,Pour l'Italie,1573,Livres,"0,2",314,"0,6",
1258,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vermillon,Marseille,Pour l'Italie,7350,Livres,5,36750,0,
1259,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vanille,Marseille,Pour l'Italie,1174,Livres,100,117400,0,
1260,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Verdet,Marseille,Pour l'Italie,53600,Livres,"0,8",42880,0,
1261,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vitriol,Marseille,Pour l'Italie,13463,Livres,"0,75",10096,"1,25",
1262,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Velours,Marseille,Pour l'Italie,26,Pieces,300,7800,0,
1263,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Vaisselle d'argent,Marseille,Pour l'Italie,528,Marcs,57,30096,0,
1264,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Verres a boire de cristal,Marseille,Pour l'Italie,3100,Livres,2,6200,0,
1265,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Verres communs a boire,Marseille,Pour l'Italie,4850,Livres,1,4850,0,
1266,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Verres cassées,Marseille,Pour l'Italie,500,Livres,"0,05",25,0,
1267,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Verrunes,Marseille,Pour l'Italie,30,Douzaines,6,180,0,
1268,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Anchois,Marseille,Pour le Levant,5750,Livres,"0,5",2875,0,
1269,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Amandes cassées,Marseille,Pour le Levant,320250,Livres,"0,2",64050,0,
1270,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Anis,Marseille,Pour le Levant,2860,Livres,"0,2",572,0,
1271,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,44,1741,Sortie,Assafetida,Marseille,Pour le Levant,121,Livres,"1,25",151,"0,25",
