"numerodeligne","dataentryby","source","sourcepath","sourcetype","sheet","year","exportsimports","marchandises","direction","pays","quantity","quantity_unit","value","prix_unitaire","Remarques"
6202,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1768,"Exports","Toile de lin blanche","Rouen","Savoye & Piémont",47,"livres",,10,
6203,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",117,1770,"Exports","Toile de lin blanche","Rouen","Danemark",257,"livres",,10,
6204,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1770,"Exports","Toile de lin blanche","Rouen","Espagne",7373,"livres",,10,
6205,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1770,"Exports","Toile de lin blanche","Rouen","Portugal",6992,"livres",,10,
6206,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1770,"Exports","Toile de lin blanche","Rouen","Italie",141,"livres",,10,
6207,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",113,1772,"Exports","Toile de lin blanche","Rouen","Angleterre",100,"livres",,10,
6208,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",117,1772,"Exports","Toile de lin blanche","Rouen","Danemark",40,"livres",,10,
6209,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1772,"Exports","Toile de lin blanche","Rouen","Espagne",4166,"livres",,10,
6210,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1772,"Exports","Toile de lin blanche","Rouen","Portugal",5355,"livres",,10,
6211,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",113,1773,"Exports","Toile de lin blanche","Rouen","Angleterre",87,"livres",,10,
6212,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1773,"Exports","Toile de lin Blanche","Rouen","Espagne",5793,"livres",,10,
6213,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1773,"Exports","Toile de lin blanche","Rouen","Suisse",625,"livres",,10,
6214,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",145,1773,"Exports","Toile de lin blanche","Rouen","Russie",15,"livres",,10,
6215,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1773,"Exports","Toile de lin blanche","Rouen","Portugal",2834,"livres",,10,
6216,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1773,"Exports","Toile de lin blanche","Rouen","Italie",394,"livres",,10,
6217,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",125,1773,"Exports","Toile de lin blanche","Rouen","Flandres",167,"livres",,10,
6218,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",113,1775,"Exports","Toile de lin blanche","Rouen","Angleterre",50,"livres",,10,
6219,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",117,1775,"Exports","Toile de lin blanche","Rouen","Danemark",223,"livres",,10,
6220,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1775,"Exports","Toile de lin blanche","Rouen","Espagne",296,"livres",,10,
6221,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1775,"Exports","Toile de lin blanche","Rouen","Suisse",217,"livres",,10,
6222,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",137,1775,"Exports","Toile de lin blanche","Rouen","Nord",30,"livres",,10,
6223,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1775,"Exports","Toile de lin blanche","Rouen","Portugal",10157,"livres",,10,
6224,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1775,"Exports","Toile de lin blanche","Rouen","Italie",80,"livres",,10,
6225,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1764,"Exports","Toile de lin d'Arras","Rouen","Portugal",560,"livres",,10,
6226,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1772,"Exports","Toile de lin de Bauvais","Rouen","Espagne",1740,"livres",,10,
6227,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",119,1750,"Exports","Toile de lin de Beauvais","Rouen","Espagne",6870,"livres",,10,
6228,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",138,1750,"Exports","Toile de lin de Beauvais","Rouen","Portugal",7790,"livres",,10,
6229,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1750,"Exports","Toile de lin de Beauvais","Rouen","Hollande",1369,"livres",,10,
6230,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1755,"Exports","Toile de lin de Beauvais","Rouen","Espagne",2003,"livres",,10,
6231,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1755,"Exports","Toile de lin de Beauvais","Rouen","Portugal",6940,"livres",,10,
6232,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1763,"Exports","Toile de lin de Beauvais","Rouen","Espagne",1910,"livres",,10,
6233,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1763,"Exports","Toile de lin de Beauvais","Rouen","Portugal",8620,"livres",,10,
6234,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1763,"Exports","Toile de lin de Beauvais","Rouen","Hollande",265,"livres",,10,
6235,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1764,"Exports","Toile de lin de Beauvais","Rouen","Espagne",648,"livres",,10,
6236,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1764,"Exports","Toile de lin de Beauvais","Rouen","Portugal",12892,"livres",,10,
6237,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",128,1764,"Exports","Toile de lin de Beauvais","Rouen","Hollande",650,"livres",,10,
6238,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1766,"Exports","Toile de lin de Beauvais","Rouen","Espagne",1428,"livres",,10,
6239,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1766,"Exports","Toile de lin de Beauvais","Rouen","Portugal",28853,"livres",,10,
6240,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1768,"Exports","Toile de lin de Beauvais","Rouen","Espagne",1315,"livres",,10,
6241,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1768,"Exports","Toile de lin de Beauvais","Rouen","Portugal",4650,"livres",,10,
6242,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",145,1770,"Exports","Toile de lin de Beauvais","Rouen","Suède",859,"livres",,10,
6243,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1770,"Exports","Toile de lin de Beauvais","Rouen","Portugal",6647,"livres",,10,
6244,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1772,"Exports","Toile de Lin de Beauvais","Rouen","Portugal",17875,"livres",,10,
6245,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1773,"Exports","Toile de lin de Beauvais","Rouen","Portugal",7980,"livres",,10,
6246,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1773,"Exports","Toile de lin de Beauvais ","Rouen","Espagne",1160,"livres",,10,
6247,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",118,1733,"Exports","Toile de lin de Cholet","Rouen","Espagne",7805,"livres",,10,
6248,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",106,1738,"Exports","toile de lin de cholet","Rouen","Allemagne Lorraine et pays de Liège",12,"livres",,10,
6249,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",123,1750,"Exports","Toile de lin de Cholet","Rouen","Flandres",35,"livres",,10,
6250,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1772,"Exports","Toile de lin de Cholet","Rouen","Hollande",16,"livres",,10,
6251,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1773,"Exports","Toile de lin de Cholet","Rouen","Hollande",56,"livres",,10,
6252,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1775,"Exports","Toile de lin de Cholet","Rouen","Hollande",138,"livres",,10,
6253,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1773,"Exports","Toile de lin de Flandre","Rouen","Portugal",80,"livres",,10,
6254,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",118,1728,"Exports","Toile de lin de Laval","Rouen","Espagne",1212,"livres",,10,
6255,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",138,1728,"Exports","Toile de lin de laval","Rouen","Portugal",4663,"livres",,10,
6256,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",118,1731,"Exports","Toile de lin de Laval","Rouen","Espagne",14213,"livres",,10,
6257,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",138,1732,"Exports","Toile de lin de Laval","Rouen","Portugal",10067,"livres",,10,
6258,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",110,1733,"Exports","Toile de lin de Laval","Rouen","Angleterre",100,"livres",,10,
6259,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",146,1738,"Exports","Toile de lin de Laval","Rouen","Suisse",525,"livres",,10,
6260,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",115,1750,"Exports","Toile de lin de Laval","Rouen","Danemark",18,"livres",,10,
6261,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",119,1750,"Exports","Toile de lin de Laval","Rouen","Espagne",180,"livres",,10,
6262,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",138,1750,"Exports","Toile de lin de Laval","Rouen","Portugal",1805,"livres",,10,
6263,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1755,"Exports","Toile de lin de Laval","Rouen","Espagne",130,"livres",,10,
6264,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1755,"Exports","Toile de lin de Laval","Rouen","Portugal",1228,"livres",,10,
6265,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",108,1763,"Exports","toile de lin de Laval","Rouen","Allemagne Lorraine et pays de Liège",108,"livres",,10,
6266,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1763,"Exports","Toile de lin de Laval","Rouen","Suisse",28,"livres",,10,
6267,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1763,"Exports","Toile de lin de Laval","Rouen","Portugal",450,"livres",,10,
6268,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1764,"Exports","Toile de lin de Laval","Rouen","Suisse",13,"livres",,10,
6269,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1764,"Exports","Toile de lin de Laval","Rouen","Portugal",12473,"livres",,10,
6270,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",132,1764,"Exports","Toile de lin de Laval","Rouen","Italie",220,"livres",,10,
6271,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1766,"Exports","Toile de lin de Laval","Rouen","Portugal",7337,"livres",,10,
6272,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1768,"Exports","Toile de lin de Laval","Rouen","Portugal",1445,"livres",,10,
6273,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",113,1770,"Exports","Toile de lin de Laval","Rouen","Angleterre",100,"livres",,10,
6274,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1770,"Exports","Toile de lin de Laval","Rouen","Portugal",745,"livres",,10,
6275,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1773,"Exports","Toile de lin de Laval","Rouen","Espagne",916,"livres",,10,
6276,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1773,"Exports","Toile de lin de Laval","Rouen","Portugal",935,"livres",,10,
6277,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",138,1731,"Exports","Toile de lin de Laval ","Rouen","Portugal",3600,"livres",,10,
6278,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1772,"Exports","Toile de lin de Laval ","Rouen","Portugal",3535,"livres",,10,
6279,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",119,1750,"Exports","Toile de lin de Rouen","Rouen","Espagne",14071,"livres",,10,
6280,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",146,1750,"Exports","Toile de lin de Rouen","Rouen","Suisse",394,"livres",,10,
6281,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",135,1750,"Exports","Toile de lin de Rouen","Rouen","Nord",72,"livres",,10,
6282,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",138,1750,"Exports","Toile de lin de Rouen","Rouen","Portugal",2438,"livres",,10,
6283,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",112,1755,"Exports","Toile de lin de Rouen","Rouen","Angleterre",478,"livres",,10,
6284,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",116,1755,"Exports","Toile de lin de Rouen","Rouen","Danemark",555,"livres",,10,
6285,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1755,"Exports","Toile de lin de Rouen","Rouen","Espagne",17293,"livres",,10,
6286,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1755,"Exports","Toile de lin de Rouen","Rouen","Suisse",1345,"livres",,10,
6287,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1755,"Exports","Toile de lin de Rouen","Rouen","Portugal",24319,"livres",,10,
6288,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1755,"Exports","Toile de lin de Rouen","Rouen","Hollande",195,"livres",,10,
6289,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",112,1763,"Exports","Toile de lin de Rouen","Rouen","Angleterre",125,"livres",,10,
6290,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",116,1763,"Exports","Toile de lin de Rouen","Rouen","Danemark",425,"livres",,10,
6291,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1763,"Exports","Toile de lin de Rouen","Rouen","Espagne",2048,"livres",,10,
6292,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1763,"Exports","Toile de lin de Rouen","Rouen","Genève",1493,"livres",,10,
6293,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",136,1763,"Exports","Toile de lin de Rouen","Rouen","Nord",387,"livres",,10,
6294,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1763,"Exports","Toile de lin de Rouen","Rouen","Portugal",237,"livres",,10,
6295,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",132,1763,"Exports","Toile de lin de Rouen","Rouen","Italie",150,"livres",,10,
6296,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1763,"Exports","Toile de lin de Rouen","Rouen","Hollande",1025,"livres",,10,
6297,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",112,1764,"Exports","Toile de lin de Rouen","Rouen","Angleterre",200,"livres",,10,
6298,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",117,1764,"Exports","Toile de lin de Rouen","Rouen","Danemark",1175,"livres",,10,
6299,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1764,"Exports","Toile de lin de Rouen","Rouen","Genève",875,"livres",,10,
6300,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",136,1764,"Exports","Toile de lin de Rouen","Rouen","Nord",326,"livres",,10,
6301,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1764,"Exports","Toile de lin de Rouen","Rouen","Portugal",8162,"livres",,10,
6302,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",132,1764,"Exports","Toile de lin de Rouen","Rouen","Italie",514,"livres",,10,
6303,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",108,1766,"Exports","Toile de lin de Rouen","Rouen","Allemagne Lorraine et pays de Liège",193,"livres",,10,
6304,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",112,1766,"Exports","Toile de lin de Rouen","Rouen","Angleterre",220,"livres",,10,
6305,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",117,1766,"Exports","Toile de lin de Rouen","Rouen","Danemark",867,"livres",,10,
6306,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",120,1766,"Exports","Toile de lin de Rouen","Rouen","Espagne",2076,"livres",,10,
6307,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1766,"Exports","Toile de lin de Rouen","Rouen","Isles Françaises",7118,"livres",,10,
6308,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1766,"Exports","Toile de lin de Rouen","Rouen","Genève",1205,"livres",,10,
6309,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1766,"Exports","Toile de Lin de Rouen","Rouen","Suisse",124,"livres",,10,
6310,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",137,1766,"Exports","Toile de lin de Rouen","Rouen","Nord",40,"livres",,10,
6311,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",140,1766,"Exports","Toile de lin de Rouen","Rouen","Portugal",1702,"livres",,10,
6312,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",132,1766,"Exports","Toile de lin de Rouen","Rouen","Savoye & Piémont",694,"livres",,10,
6313,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",128,1766,"Exports","Toile de lin de Rouen","Rouen","Hollande",418,"livres",,10,
6314,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",108,1767,"Exports","Toile de lin de Rouen","Rouen","Allemagne Lorraine et pays de Liège",595,"livres",,10,
6315,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1768,"Exports","Toile de lin de Rouen","Rouen","Espagne",2772,"livres",,10,
6316,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1768,"Exports","Toile de lin de Rouen","Rouen","Suisse",270,"livres",,10,
6317,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1768,"Exports","Toile de lin de Rouen","Rouen","Genève",160,"livres",,10,
6318,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1768,"Exports","Toile de lin de Rouen","Rouen","Portugal",1002,"livres",,10,
6319,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1768,"Exports","toile de lin de Rouen","Rouen","Savoye & Piémont",66,"livres",,10,
6320,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1768,"Exports","Toile de lin de Rouen","Rouen","Hollande",650,"livres",,10,
6321,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1770,"Exports","Toile de lin de Rouen","Rouen","Isles Françaises",600,"livres",,10,
6322,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1772,"Exports","Toile de lin de Rouen","Rouen","Isles Françaises",13644,"livres",,10,
6323,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1772,"Exports","Toile de lin de Rouen","Rouen","Genève",72,"livres",,10,
6324,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",109,1773,"Exports","Toile de lin de Rouen","Rouen","Allemagne Lorraine et pays de Liège",365,"livres",,10,
6325,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",117,1773,"Exports","Toile de lin de Rouen","Rouen","Danemark",192,"livres",,10,
6326,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1773,"Exports","Toile de lin de Rouen","Rouen","Isles Françaises",28352,"livres",,10,
6327,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",158,1775,"Exports","Toile de lin de Rouen","Rouen","Guinée",21613,"livres",,10,
6328,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",132,1755,"Exports","Toile de lin de Rouen ","Rouen","Savoye & Piémont",790,"livres",,10,
6329,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",128,1764,"Exports","Toile de lin de Rouen ","Rouen","Hollande",396,"livres",,10,
6330,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",112,1763,"Exports","Toile de lin de Suisse","Rouen","Angleterre",303,"livres",,10,
6331,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",109,1768,"Exports","Toile de lin diverse","Rouen","Allemagne Lorraine et pays de Liège",164,"livres",,10,
6332,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",144,1766,"Exports","Toile de lin diverses","Rouen","Suède",516,"livres",,10,
6333,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1768,"Exports","toile de lin diverses","Rouen","Isles Françaises",34140,"livres",,10,
6334,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1770,"Exports","Toile de lin diverses","Rouen","Isles Françaises",62662,"livres",,10,
6335,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",118,1731,"Exports","Toile de lin Royale","Rouen","Espagne",5522,"livres",,10,
