line_number,source_type,year,customs_region,customs_office,partner,exports_imports,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,customs_office,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
389,Local,1733,Nantes,,Espagne,Exports,Papier,,,3050,,6100,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
390,Local,1733,Nantes,,Espagne,Exports,Plumes à lit,,,84,,120,livres,0.7,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
391,Local,1733,Nantes,,Espagne,Exports,Pierres à faulx,,,17200,,17200,en nombre,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
392,Local,1733,Nantes,,Espagne,Exports,Pierres à fusils,,,5,,5,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
393,Local,1733,Nantes,,Espagne,Exports,Quincaille,,,15430,,15430,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
394,Local,1733,Nantes,,Espagne,Exports,Rave de morue,,,2520,,42,bariques,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
395,Local,1733,Nantes,,Espagne,Exports,Rocou,,,11232,,28080,livres,0.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
396,Local,1733,Nantes,,Espagne,Exports,Satin,,,3640,,52,pièces,70,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
397,Local,1733,Nantes,,Espagne,Exports,Sirsallas,,,9975,,285,pièces,35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
398,Local,1733,Nantes,,Espagne,Exports,Soirie,,,600,,15,livres,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
399,Local,1733,Nantes,,Espagne,Exports,Sardines pressées,,,5456,,248,bariques,22,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
400,Local,1733,Nantes,,Espagne,Exports,Saumon sallé,,,720,,12,tiercons,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
401,Local,1733,Nantes,,Espagne,Exports,Sel,,,4750,,95,muids,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
402,Local,1733,Nantes,,Espagne,Exports,Sel,,,7040,,176,muids,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
403,Local,1733,Nantes,,Espagne,Exports,Sel,,,10900,,436,muids,25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
404,Local,1733,Nantes,,Espagne,Exports,Sucre candy,,,160,,200,livres,0.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
405,Local,1733,Nantes,,Espagne,Exports,Sucre en pain,,,3672560,,63320,livres,58,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
406,Local,1733,Nantes,,Espagne,Exports,Sucre terré,,,,,612225,livres,0.29,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur (17 754525),,,,,,,,,,
407,Local,1733,Nantes,,Espagne,Exports,Sucre teste de forme,,,,,13250,livres,0.19,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur (251750),,,,,,,,,,
408,Local,1733,Nantes,,Espagne,Exports,Sirop de capilaire,,,10,,5,bouteilles,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
409,Local,1733,Nantes,,Espagne,Exports,Savon,,,39,,150,livres,3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
410,Local,1733,Nantes,,Espagne,Exports,Thé divers,,,4602,,1180,livres,3.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,erreur de calcul,,,,,,,,,,
411,Local,1733,Nantes,,Espagne,Exports,Tabac en poudre,,,14184,,35460,livres,0.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
412,Local,1733,Nantes,,Espagne,Exports,Tapischitas,,,0,,63.5,pièces,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
413,Local,1733,Nantes,,Espagne,Exports,Toile peinte des Indes,,,8820,,490,pièces,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
414,Local,1733,Nantes,,Espagne,Exports,Toile de coton blanche,,,315,,7,pièces,45,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
415,Local,1733,Nantes,,Espagne,Exports,Toile Batisse,,,96,,3,livres,32,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
416,Local,1733,Nantes,,Espagne,Exports,Toile de Bretagne,,,585940,,146485,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
417,Local,1733,Nantes,,Espagne,Exports,Toile de Crin,,,0,,260,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
418,Local,1733,Nantes,,Espagne,Exports,Vin de Champagne,,,450,,360,bouteilles,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
419,Local,1733,Nantes,,Espagne,Exports,Vin d'amont,,,9200,,46,tonneaux,200,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,200,tonneaux,2.45,,,
420,Local,1733,Nantes,,Espagne,Exports,Vin nantois,,,24600,,246.5,tonneaux,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,100,tonneaux,2.45,,,
421,Local,1733,Nantes,,Espagne,Exports,Vin aigre,,,440,,4,tonneaux,120,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,droits sur le vin et le vinaigre à 49 sols par tonneau,,,,,120,tonneaux,2.45,,,
422,Local,1733,Nantes,,Espagne,Exports,Vieux Ouïn,,,135,,450,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
423,Local,1733,Nantes,,Portugal,Exports,Armoires de noyer,,,180,,3,en nombre,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
424,Local,1733,Nantes,,Portugal,Exports,Bled froment,,,236198,,1208.5,tonneaux,188,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,Erreur de calcul,,,,,,,,,,
425,Local,1733,Nantes,,Portugal,Exports,Bœuf salé,,,550,,2400,livres,0.23,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,"Il manque ""le cent"" au prix",,,,,,,,,,
426,Local,1733,Nantes,,Portugal,Exports,Baffetas,,,99,,4.5,pièces,22,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
427,Local,1733,Nantes,,Portugal,Exports,Bonneterie de laine,,,9072,,1512,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
428,Local,1733,Nantes,,Portugal,Exports,Bas de soye ,,,90,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
429,Local,1733,Nantes,,Portugal,Exports,Bas de fil,,,18,,3,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
430,Local,1733,Nantes,,Portugal,Exports,Boutons de fil d'or,,,300,,10,garnitures,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
431,Local,1733,Nantes,,Portugal,Exports,Boutons de fil d'argent,,,52,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
432,Local,1733,Nantes,,Portugal,Exports,Boutons de crin,,,30,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
433,Local,1733,Nantes,,Portugal,Exports,Confitures,,,2250,,45,livres,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
434,Local,1733,Nantes,,Portugal,Exports,Caffé  ,,,165,,110,livres,1.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
435,Local,1733,Nantes,,Portugal,Exports,Chataignes,,,64,,160,boisseaux,0.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
436,Local,1733,Nantes,,Portugal,Exports,Camelot,,,2880,,960,aunes,3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
437,Local,1733,Nantes,,Portugal,Exports,Caladaris,,,800,,40,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
438,Local,1733,Nantes,,Portugal,Exports,Chatlar,,,208,,13,pièces,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
439,Local,1733,Nantes,,Portugal,Exports,Cuirs de vache tannés,,,0,,36,en nombre,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
440,Local,1733,Nantes,,Portugal,Exports,Cuirs de vache tannés,,,270,,450,livres,0.6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
441,Local,1733,Nantes,,Portugal,Exports,Cartes à jouer,,,50,,50,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
442,Local,1733,Nantes,,Portugal,Exports,Cordage,,,126,,600,livres,0.24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
443,Local,1733,Nantes,,Portugal,Exports,Chandelle,,,66,,200,livres,0.33,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
444,Local,1733,Nantes,,Portugal,Exports,Chaises de paille,,,20,,2,douzaines,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
445,Local,1733,Nantes,,Portugal,Exports,Damas ,,,720,,8,pièces,90,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
446,Local,1733,Nantes,,Portugal,Exports,Draps de Sedan,,,3200,,160,aunes,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,,,,,,,,,,,
447,Local,1733,Nantes,,Portugal,Exports,Eau de vie,,,36160,,452,bariques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,12,,,,,Thasectra,,droits de 3 livres et 5 sols par barique,,,,,452,barrique,3.25,,,
448,Local,1733,Nantes,,Portugal,Exports,Etamine de laine,,,27468,,11445,aunes,2.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
449,Local,1733,Nantes,,Portugal,Exports,Fèves,,,2080,,26,tonneaux,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
450,Local,1733,Nantes,,Portugal,Exports,Farine de froment,,,5,,42,tonneaux,0.12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
451,Local,1733,Nantes,,Portugal,Exports,Fromage,,,70,,350,livres,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
452,Local,1733,Nantes,,Portugal,Exports,Fil de Rennes,,,75,,50,livres,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
453,Local,1733,Nantes,,Portugal,Exports,Fayance,,,31,,7,douzaines,4.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
454,Local,1733,Nantes,,Portugal,Exports,fer ouvré,,,30,,100,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
455,Local,1733,Nantes,,Portugal,Exports,Guigam,,,1680,,168,pièces,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
456,Local,1733,Nantes,,Portugal,Exports,Indigo,,,158,,67,livres,2.65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
457,Local,1733,Nantes,,Portugal,Exports,Lard,,,,,45,livres,0.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
458,Local,1733,Nantes,,Portugal,Exports,Morue Seche,,,,,250,livres,0.65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
459,Local,1733,Nantes,,Portugal,Exports,Mouchoirs masulipatan,,,,,31,pièces,25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur (3250),,,,,,,,,,
460,Local,1733,Nantes,,Portugal,Exports,Mercerie fine,,,9000,,1500,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
461,Local,1733,Nantes,,Portugal,Exports,Noix,,,130,,130,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
462,Local,1733,Nantes,,Portugal,Exports,Poivre,,,2325,,1900,livres,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
463,Local,1733,Nantes,,Portugal,Exports,Pekin,,,,,51,pièces,90,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur (590),,,,,,,,,,
464,Local,1733,Nantes,,Portugal,Exports,Peaux de veau corroyées,,,51549,,1983,douzaines,26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
465,Local,1733,Nantes,,Portugal,Exports,Peaux d'agneaux aprestées,,,0,,4,douzaines,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
466,Local,1733,Nantes,,Portugal,Exports,Peaux de lièvre en poil,,,125,,500,en nombre,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,Prix (50 s le cent) pas plausible. 5s est plus plausible  ?,,,,,,,,,,
467,Local,1733,Nantes,,Portugal,Exports,Papier à écrire,,,300,,600,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
468,Local,1733,Nantes,,Portugal,Exports,Poudre à poudrer,,,37,,210,livres,0.18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
469,Local,1733,Nantes,,Portugal,Exports,Porcelaine des Indes,,,2860,,572,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
470,Local,1733,Nantes,,Portugal,Exports,Pierres à fusils,,,135,,135,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
471,Local,1733,Nantes,,Portugal,Exports,Quincaille,,,840,,840,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
472,Local,1733,Nantes,,Portugal,Exports,Rognures de peaux,,,0,,500,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
473,Local,1733,Nantes,,Portugal,Exports,Sel,,,720,,18,muids,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
474,Local,1733,Nantes,,Portugal,Exports,Sucre terré,,,16733,,57700,livres,0.29,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
475,Local,1733,Nantes,,Portugal,Exports,Sirop de sucre,,,0,,44600,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
476,Local,1733,Nantes,,Portugal,Exports,Satin rayé,,,4480,,56,pièces,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
477,Local,1733,Nantes,,Portugal,Exports,Soirie,,,220,,5.5,livres,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
478,Local,1733,Nantes,,Portugal,Exports,Sarge de Saint Maixens,,,3972,,3310,aunes,1.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
479,Local,1733,Nantes,,Portugal,Exports,Savon,,,108,,330,livres,0.33,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
480,Local,1733,Nantes,,Portugal,Exports,Thé vert soulo,,,,,2680,livres,3.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur (10164),,,,,,,,,,
481,Local,1733,Nantes,,Portugal,Exports,Thé bou,,,5558,,1737,livres,3.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
482,Local,1733,Nantes,,Portugal,Exports,Thé divers,,,8106,,2702,livres,3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
483,Local,1733,Nantes,,Portugal,Exports,Toiles de Bretagne,,,222400,,55600,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
484,Local,1733,Nantes,,Portugal,Exports,Toiles de cotton blanches,,,320,,160,aunes,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
485,Local,1733,Nantes,,Portugal,Exports,Vin de Bordeaux,,,,,6,barriques,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
486,Local,1733,Nantes,,Portugal,Exports,Vin de Bordeaux,,,300,,480,bouteilles,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,,,,,,
487,Local,1733,Nantes,,Portugal,Exports,Vin nantois,,,400,,4,tonneaux,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,,,,,,4,tonneaux,2.45,,,
488,Local,1733,Nantes,,Portugal,Exports,Vinaigre,,,2860,,26,tonneaux,110,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,13,,,,,Thasectra,,droits sur le vin et le vinaigre à 49 sols par tonneau,,,,,26,tonneaux,2.45,,,
489,Local,1733,Nantes,,Italie,Exports,Bled froment,,,16930,,135,tonneaux,118,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
490,Local,1733,Nantes,,Italie,Exports,Beurre,,,37,,150,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
491,Local,1733,Nantes,,Italie,Exports,Baffetas,,,1820,,140,pièces,13,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
492,Local,1733,Nantes,,Italie,Exports,Caffé  ,,,21358,,16430,livres,1.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
493,Local,1733,Nantes,,Italie,Exports,Cacao,,,3080,,1100,livres,2.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
494,Local,1733,Nantes,,Italie,Exports,Cartes à jouer,,,90,,90,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
495,Local,1733,Nantes,,Italie,Exports,Eau de vie,,,2200,,27.5,bariques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,droits de 3 livres et 5 sols par barique,,,,,27.5,barrique,3.25,,,
496,Local,1733,Nantes,,Italie,Exports,Estamine ,,,2592,,1080,aunes,2.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
497,Local,1733,Nantes,,Italie,Exports,Guinées,,,1080,,60,pièces,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
498,Local,1733,Nantes,,Italie,Exports,Gomme du Senegal,,,10015,,20030,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
499,Local,1733,Nantes,,Italie,Exports,Indigo,,,4324,,1632,livres,2.65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
500,Local,1733,Nantes,,Italie,Exports,Poivre,,,375,,300,livres,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
501,Local,1733,Nantes,,Italie,Exports,Peaux de veau corroyées,,,3640,,140,douzaines,26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
502,Local,1733,Nantes,,Italie,Exports,Rocou,,,686,,1970,livres,0.35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
503,Local,1733,Nantes,,Italie,Exports,Sucre en pain,,,185,,320,livres,0.58,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
504,Local,1733,Nantes,,Italie,Exports,Sucre terré,,,129789,,447550,livres,0.29,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
505,Local,1733,Nantes,,Italie,Exports,Sucre teste  ,,,13224,,69600,livres,0.19,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
506,Local,1733,Nantes,,Italie,Exports,Sucre brut,,,20332,,164250,livres,0.125,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
507,Local,1733,Nantes,,Italie,Exports,Thé bou,,,676,,180,livres,3.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
508,Local,1733,Nantes,,Italie,Exports,Thé divers,,,1915,,593,livres,3.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
509,Local,1733,Nantes,,Italie,Exports,Toutenague,,,,,9825,livres,0.64,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,Prix absurde. Pas de valeur pour comparer. Je suppose que c’est 64 livres le 100,,,,,,,,,,
510,Local,1733,Nantes,,Italie,Exports,Toile de Bretagne,,,140,,35,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
511,Local,1733,Nantes,,Italie,Exports,Vin de Bordeaux,,,340,,680,bouteilles,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
512,Local,1733,Nantes,,Guinée,Exports,Armes,,,,,5185,nombre,7.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,"D’après le prix, en nombre et pas en livres. Erreur de calcul  : j’enlève la valeur",,,,,,,,,,
513,Local,1733,Nantes,,Guinée,Exports,Bœuf salé,,,7084,,308,barils,23,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
514,Local,1733,Nantes,,Guinée,Exports,Beurre,,,525,,2100,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
515,Local,1733,Nantes,,Guinée,Exports,Biscuit,,,1440,,18000,livres,0.08,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
516,Local,1733,Nantes,,Guinée,Exports,Bazin des Indes,,,80,,4,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
517,Local,1733,Nantes,,Guinée,Exports,Bazin des Indes,,,5400,,900,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
518,Local,1733,Nantes,,Guinée,Exports,Bougie de cire blanche,,,,,200,livres,1.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (7200),,,,,,,,,,
519,Local,1733,Nantes,,Guinée,Exports,Bassins de cuivre,,,1476,,1136,livres,1.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
520,Local,1733,Nantes,,Guinée,Exports,Barriques vuides,,,0,,220,en nombre,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
521,Local,1733,Nantes,,Guinée,Exports,Barils vuides,,,0,,150,en nombre,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,14,,,,,Thasectra,,,,,,,,,,,,
