line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_lines,value,value_part_of_bundle,quantity,quantity_unit,Prix unitaire en décimale de Lt,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
356,Local,1770,Rennes,,Guinée,Exports,Toile de Bretagne ,,,750.00,,500.00,aunes,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
357,Local,1770,Rennes,,Guinée,Exports,Toile platitte,,,"14,197.50",,"3,155.00",pièces,4.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
358,Local,1770,Rennes,,Guinée,Exports,Toile siamoise,,,"10,112.00",,"2,528.00",aunes,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
359,Local,1770,Rennes,,Guinée,Exports,Velours de soye,,,"3,048.00",,127.00,aunes,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
360,Local,1770,Rennes,,Guinée,Exports,Vin d'aubagne,,,"7,920.00",,144.00,barriques ,55.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
361,Local,1770,Rennes,,Guinée,Exports,Vin de Bordeaux,,,"15,533.30",,155.33,barriques ,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
362,Local,1770,Rennes,,Guinée,Exports,Vin de Bordeaux de ville,,,"6,700.00",,16.75,tonneaux,400.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
363,Local,1770,Rennes,,Guinée,Exports,Vin d'Espagne,,,390.00,,130.00,pots,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
364,Local,1770,Rennes,,Guinée,Exports,Vin ordinaire,,,"1,350.00",,4.50,tonneaux,300.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
365,Local,1770,Rennes,,Guinée,Exports,Vin de Provence,,,"1,836.00",,459.00,mille rolles,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
366,Local,1770,Rennes,,Indes Orientales,Exports,Affuts de fusils,,,"6,000.00",,"2,000.00",en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
367,Local,1770,Rennes,,Indes Orientales,Exports,Armes blanches sabres et couteaux de chasse,,,"2,122.00",,849.00,pièces,2.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
368,Local,1770,Rennes,,Indes Orientales,Exports,Armes à feu fusils,,,"574,756.00",,"88,424.00",en nombre,6.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
369,Local,1770,Rennes,,Indes Orientales,Exports,Armes a feu pistolets,,,"4,050.00",,225.00,pièces,18.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
370,Local,1770,Rennes,,Indes Orientales,Exports,Baracan,,,"7,500.00",,50.00,pièces,150.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
371,Local,1770,Rennes,,Indes Orientales,Exports,Bayonettes,,,"1,500.00",,"1,000.00",en nombre,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
372,Local,1770,Rennes,,Indes Orientales,Exports,Bois de chene pour bateaux,,,72.00,,48.00,en nombre,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
373,Local,1770,Rennes,,Indes Orientales,Exports,Bombe,,,"6,000.00",,"1,000.00",en nombre,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
374,Local,1770,Rennes,,Indes Orientales,Exports,Boulets de canon,,,"35,300.00",,"35,300.00",en nombre,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
375,Local,1770,Rennes,,Indes Orientales,Exports,Boutons d'or,,,"1,008.00",,48.00,garnitures,21.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
376,Local,1770,Rennes,,Indes Orientales,Exports,Canons de fonte,,,"160,000.00",,80.00,en nombre,"2,000.0000000",sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
377,Local,1770,Rennes,,Indes Orientales,Exports,Ceinturon et gibernes,,,"7,200.00",,"2,400.00",en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
378,Local,1770,Rennes,,Indes Orientales,Exports,Charbon de terre,,,"1,800.00",,240.00,bariques,7.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
379,Local,1770,Rennes,,Indes Orientales,Exports,Clous de fer,,,"12,000.00",,200.00,quarts,60.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
380,Local,1770,Rennes,,Indes Orientales,Exports,Cordonnets,,,576.00,,72.00,pièces,8.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
381,Local,1770,Rennes,,Indes Orientales,Exports,Courbes,,,123.00,,41.00,en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
382,Local,1770,Rennes,,Indes Orientales,Exports,Cristal,,,"1,000.00",,10.00,caisses,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
383,Local,1770,Rennes,,Indes Orientales,Exports,Cuirs de bœuf tannés,,,"1,800.00",,60.00,en nombre,30.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
384,Local,1770,Rennes,,Indes Orientales,Exports,Cuivre rouge,,,"1,440.00",,900.00,livres,1.6000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
385,Local,1770,Rennes,,Indes Orientales,Exports,Espontons,,,"1,800.00",,200.00,en nombre,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
386,Local,1770,Rennes,,Indes Orientales,Exports,Fayance,,,200.00,,20.00,caisses,10.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
387,Local,1770,Rennes,,Indes Orientales,Exports,Feaux a revers,,,144.00,,48.00,en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
388,Local,1770,Rennes,,Indes Orientales,Exports,Fers divers,,,"44,231.00",,"160,840.00",livres,0.2750000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
389,Local,1770,Rennes,,Indes Orientales,Exports,Fer en enclumes,,,"3,100.00",,31.00,en nombre,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
390,Local,1770,Rennes,,Indes Orientales,Exports,Fer en fleaux,,,"1,440.00",,72.00,en nombre,20.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
391,Local,1770,Rennes,,Indes Orientales,Exports,Fer en peoles a frire,,,"2,520.00",,840.00,en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
392,Local,1770,Rennes,,Indes Orientales,Exports,Fil de fer,,,250.00,,500.00,livres,0.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
393,Local,1770,Rennes,,Indes Orientales,Exports,Fil de leton,,,320.00,,200.00,livres,1.6000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
394,Local,1770,Rennes,,Indes Orientales,Exports,Grenades de fer,,,"1,000.00",,"2,000.00",en nombre,0.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
395,Local,1770,Rennes,,Indes Orientales,Exports,Haches d'arme,,,200.00,,100.00,en nombre,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
396,Local,1770,Rennes,,Indes Orientales,Exports,Hallebardes,,,"3,600.00",,400.00,en nombre,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
397,Local,1770,Rennes,,Indes Orientales,Exports,Horlogerie en montre d'or,,,"3,600.00",,2.00,caisses,"1,800.0000000",sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
398,Local,1770,Rennes,,Indes Orientales,Exports,marteaux d'ouvriers,,,900.00,,450.00,en nombre,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
399,Local,1770,Rennes,,Indes Orientales,Exports,Mèches a canon,,,400.00,,"1,000.00",livres,0.4000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
400,Local,1770,Rennes,,Indes Orientales,Exports,Miroir de glace,,,40.00,,200.00,en nombre,0.2000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,11,,,,,Thasectra,,,0.00,,,,,,,,,
401,Local,1770,Rennes,,Indes Orientales,Exports,Mortiers a bombe,,,"72,000.00",,24.00,en nombre,"3,000.0000000",sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
402,Local,1770,Rennes,,Indes Orientales,Exports,Moules de balles,,,253.75,,145.00,en nombre,1.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
403,Local,1770,Rennes,,Indes Orientales,Exports,Papier blanc,,,"7,200.00",,"1,200.00",rames,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
404,Local,1770,Rennes,,Indes Orientales,Exports,pattes d'ancre,,,"5,040.00",,56.00,en nombre,90.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
405,Local,1770,Rennes,,Indes Orientales,Exports,Pelles a ferrer,,,"1,050.00",,700.00,en nombre,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
406,Local,1770,Rennes,,Indes Orientales,Exports,Pierres a fusils,,,73.50,,42.00,milliers,1.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
407,Local,1770,Rennes,,Indes Orientales,Exports,Pinces de fer,,,150.00,,50.00,en nombre,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
408,Local,1770,Rennes,,Indes Orientales,Exports,Poudre a canon,,,"1,600.00",,"1,600.00",barils,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
409,Local,1770,Rennes,,Indes Orientales,Exports,Plomb en saumon,,,"1,274.00",,182.00,saumon,7.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
410,Local,1770,Rennes,,Indes Orientales,Exports,Ruban de soye,,,"267,000.00",,"8,900.00",pièces,30.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
411,Local,1770,Rennes,,Indes Orientales,Exports,Serpes,,,30.00,,30.00,en nombre,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
412,Local,1770,Rennes,,Indes Orientales,Exports,Tambourg de cuir,,,"4,800.00",,200.00,pièces,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
413,Local,1770,Rennes,,Indes Orientales,Exports,Peaux de tambourgs,,,"1,200.00",,800.00,pièces,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
414,Local,1770,Rennes,,Indes Orientales,Exports,Vin de Bordeaux,,,"103,600.00",,"1,036.00",bariques,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
415,Local,1770,Rennes,,Indes Orientales,Exports,Vin de Bordeaux,,,"12,030.00",,"16,040.00",bouteilles,0.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,12,,,,,Thasectra,,,0.00,,,,,,,,,
