numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
1654,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,131,Marbre ; Ouvré,Etats ecclésiastiques,4310,21549,401234,livres,132567,,,,0
1655,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marc D'olive,Sardaigne,1500,1500,,madures,,,,,0
1656,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Espagne,52104,,924403,,,,,,0
1657,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Portugal,6153,,924403,,,,,,0
1658,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Sardaigne,75140,,924403,,,,,,0
1659,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Genes,26708,,924403,,,,,,0
1660,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Toscane,13011,,924403,,,,,,0
1661,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Etats ecclésiastiques,5180,,924403,,,,,,0
1662,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Naples,14054,,924403,,,,,,0
1663,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Venise,1602,,924403,,,,,,0
1664,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Barbarie,5510,,924403,,,,,,0
1665,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Levant,6016,,924403,,,,,,0
1666,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Angleterre,335068,,924403,,,,,,0
1667,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Hollande,78226,,924403,,,,,,0
1668,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Villes Auséatiques,15281,,924403,,,,,,0
1669,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Empreur,164921,,924403,,,,,,0
1670,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Pologne,33624,,924403,,,,,,0
1671,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Suisse,43428,,924403,,,,,,0
1672,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Dannemark,16506,,924403,,,,,,0
1673,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Suede,7466,,924403,,,,,,0
1674,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Prusse,7373,,924403,,,,,,0
1675,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Russie,11649,,924403,,,,,,0
1676,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Marchandises diverses à la valeur,Amérique,5383,,924403,,,,,,0
1677,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Espagne,22847,,102495,,,,,,0
1678,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Angleterre,54668,,102495,,,,,,0
1679,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Hollande,11773,,102495,,,,,,0
1680,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Villes Auséatiques,3460,,102495,,,,,,0
1681,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Empreur,7357,,102495,,,,,,0
1682,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Suisse,1940,,102495,,,,,,0
1683,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Meubles,Russie,450,,102495,,,,,,0
1684,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Mêche à canon,Hollande,960,640,2085,livres,,,,,0
1685,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,133,Mêche à canon,Villes Auséatiques,1125,750,2085,livres,,,,,0
1686,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Espagne,3662,1751,3331098,livres,2759966,,,,0
1687,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Portugal,309,,3331098,,2759966,,,,0
1688,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Sardaigne,26964,11191,3331098,livres,2759966,,,,0
1689,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Genes,1375,661,3331098,livres,2759966,,,,0
1690,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Toscane,149889,71911,3331098,livres,2759966,,,,0
1691,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Etats ecclésiastiques,7534,3622,3331098,livres,2759966,,,,0
1692,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Angleterre,1231788,,3331098,,2759966,,,,0
1693,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Hollande,206746,,3331098,,2759966,,,,0
1694,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Villes Auséatiques,104757,,3331098,,2759966,,,,0
1695,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Empreur,157984,68627,3331098,livres,2759966,,,,0
1696,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Pologne,799405,384948,3331098,livres,2759966,,,,0
1697,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Melée,Suisse,69553,23534,3331098,livres,2759966,,,,0
1698,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Diverse,Toscane,6000,1050,3331098,livres,134418,571132,,,0
1699,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Diverse,Angleterre,106243,,3331098,,134418,571132,,,0
1700,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Diverse,Hollande,6146,1435,3331098,livres,134418,571132,,,0
1701,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Diverse,Empreur,14945,2911,3331098,livres,134418,571132,,,0
1702,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Diverse,Suisse,1084,180,3331098,livres,134418,571132,,,0
1703,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Aiguille à coudre,Angleterre,121706,17206,3331098,livres,436714,571132,,,0
1704,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Mercerie ; Fine ; Aiguille à coudre,Pologne,315008,76283,3331098,livres,436714,571132,,,0
1705,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Métaux,Angleterre,6275,6275,7775,livres,,,,,0
1706,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Métaux,Villes Auséatiques,1500,1500,7775,livres,,,,,0
1707,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Meules ; A taillandes,Espagne,30563,3031,93600,en nombre,93600,,,,0
1708,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,135,Meules ; A taillandes,Angleterre,63037,,93600,,93600,,,,0
1709,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Miel,Espagne,1085,3618,,livres,,,,,0
1710,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mine de fer,Espagne,6300,105000,,livres,,,,,0
1711,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; Divers,Empreur,18200,790,1271937,livres,,,,,0
1712,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De coton,Levant,7182,1147,1271937,livres,88134,,,,0
1713,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De coton,Angleterre,40808,1536,1271937,livres,88134,,,,0
1714,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De coton,Hollande,16815,369,1271937,douzaines,88134,,,,0
1715,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De coton,Villes***,1944,58,1271937,douzaines,88134,,,,0
1716,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De coton,Empreur,21385,650,1271937,livres,88134,,,,0
1717,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De coton et soye,Angleterre,2400,120,1271937,livres,,,,,0
1718,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De fil,Villes auséatiques,4000,500,1271937,livres,,,,,0
1719,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De fil et coton,Empreur,2900,173,1271937,douzaines,,,,,0
1720,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; Points,Empreur,52400,6550,1271937,livres,,,,,0
1721,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De soye,Espagne,545176,11127,1271937,livres,950706,,,,0
1722,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De soye,Angleterre,394530,,1271937,,950706,,,,0
1723,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,137,Mouchoirs ; De soye,Suede,11000,250,1271937,livres,950706,,,,0
1724,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Mouchoir ; Des Indes ; De coton,Angleterre,129447,,1271937,,138197,153197,,,0
1725,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Mouchoir ; Des Indes ; De coton,Hollande,8750,350,1271937,livres,138197,153197,,,0
1726,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Mouchoir ; Des Indes ; De soye,Angleterre,15000,,1271937,,153197,,,,0
1727,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Musique,Angleterre,2340,,3840,,,,,,0
1728,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Musique,Villes auséatiques,1500,,3840,,,,,,0
1729,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; En coquille,Portugal,16624,9626,54113,livres,39727,,,,0
1730,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; En coquille,Angleterre,1737,2895,54113,livres,39727,,,,0
1731,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; En coquille,Hollande,7563,12605,54113,livres,39727,,,,0
1732,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; En coquille,Villes auséatiques,4803,8005,54113,livres,39727,,,,0
1733,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; En coquille,Empreur,9000,900,54113,livres,39727,,,,0
1734,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; De perle,Angleterre,6356,279,54113,livres,14386,,,,0
1735,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Nacre ; De perle,Amérique,8030,8013,54113,livres,14386,,,,0
1736,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Oignons de fleurs,Hollande,2788,2099,,livres,,,,,0
1737,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Ornements de table,Espagne,9000,,,,,,,,0
1738,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Or en lingots,Empreur,8000,5,,livres,,,,,0
1739,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Or et argents faux,Empreur,10644,887,,livres,,,,,0
1740,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Orfevrerie ; Diverse,Espagne,41100,,114219,,112923,,,,0
1741,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Orfevrerie ; Diverse,Naples,57550,,114219,,112923,,,,0
1742,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Orfevrerie ; Diverse,Angleterre,9345,,114219,,112923,,,,0
1743,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Orfevrerie ; Diverse,Hollande,850,,114219,,112923,,,,0
1744,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,139,Orfevrerie ; Diverse,Empreur,4078,,114219,,112923,,,,0
1745,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Orfevrerie ; Vaisselle d'agent,Prusse,1296,27,114219,marcs,,,,,0
1746,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Outils,Angleterre,1784,1500,116925,livres,,,,,0
1747,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Outils,Hollande,8233,,116925,,,,,,0
1748,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Outils,Pologne,99132,165220,116925,livres,,,,,0
1749,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Outils,Suisse,7776,,116925,,,,,,0
1750,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; Divers,Sardaigne,3290,,1092148,,11160,,,,0
1751,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; Divers,Genes,100,,1092148,,11160,,,,0
1752,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; Divers,Angleterre,4908,,1092148,,11160,,,,0
1753,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; Divers,Hollande,1132,,1092148,,11160,,,,0
1754,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; Divers,Villes auséatiques,1366,,1092148,,11160,,,,0
1755,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; Divers,Empreur,364,,1092148,,11160,,,,0
1756,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; Divers,Sardaigne,3783,,1092148,,37322,,,,0
1757,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; En bateaux,Sardaigne,3682,115,1092148,en nombre,37322,,,,0
1758,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; En horloge,Sardaigne,1010,,1092148,,37322,,,,0
1759,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; Aviron,Espagne,10484,3690,1092148,en nombre,28847,37322,,,0
1760,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; Aviron,Dannemark,14784,4310,1092148,en nombre,28847,37322,,,0
1761,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; Aviron,Suede,1160,318,1092148,en nombre,28847,37322,,,0
1762,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; Aviron,Prusse,1579,368,1092148,en nombre,28847,37322,,,0
1763,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois simple ; Aviron,Amérique,840,176,1092148,en nombre,28847,37322,,,0
1764,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De bois doré,Naples,1872,,1092148,,,,,,0
1765,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,141,Ouvrages ; De charon,Angleterre,3412,,1092148,,,,,,0
1766,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cristal,Etat***,3000,500,1092148,livres,8360,,,,0
1767,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cristal,Angleterre,5360,,1092148,,8360,,,,0
1768,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuir,Angleterre,79236,,1092148,,83451,,,,0
1769,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuir,Hollande,2415,,1092148,,83451,,,,0
1770,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuir,Russie,1800,,1092148,,83451,,,,0
1771,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuivre ; Divers,Hollande,2710,,1092148,,61250,,,,0
1772,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuivre ; Simple,Angleterre,30622,,1092148,,61250,,,,0
1773,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuivre ; Doré et argenté,Espagne,4400,,1092148,,27918,61250,,,0
1774,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuivre ; Doré et argenté,Angleterre,8158,,1092148,,27918,61250,,,0
1775,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De cuivre ; Doré et argenté,Empreur,15360,,1092148,,27918,61250,,,0
1776,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; En dorure ; Fausse,Villes auséatiques,2510,,1092148,,2510,,,,0
1777,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; En esparballe,Espagne,14136,2356,1092148,douzaines,,,,,0
1778,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,143,Ouvrages ; De fer divers,Hollande,3230,,1092148,,,,,,0
1779,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Espagne,173989,1100000,1092148,livres,232118,,,,0
1780,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Portugal,2655,17700,1092148,livres,232118,,,,0
1781,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Naples,11608,77392,1092148,livres,232118,,,,0
1782,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Levant,1452,2200,1092148,????,232118,,,,0
1783,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Angleterre,1785,,1092148,,232118,,,,0
1784,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Hollande,1831,,1092148,,232118,,,,0
1785,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Villes auséatiques,16894,,1092148,,232118,,,,0
1786,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Prusse,365,,1092148,,232118,,,,0
1787,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Russie,7535,,1092148,,232118,,,,0
1788,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De jones,Amérique,14004,,1092148,,232118,,,,0
1789,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De métal,Empreur,3550,2500,1092148,livres,,,,,0
1790,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De modes ; Divers,Genes,6384,2268,1092148,livres,37915,,,,0
1791,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; De modes ; Divers,Angleterre,31531,,1092148,,37915,,,,0
1792,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,145,Ouvrages ; En nacre de perle,Hollande,2000,200,1092148,livres,,,,,0
1793,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,147,Ouvrages ; De passmenterie,Sardaigne,1782,,1092148,,49709,,,,0
1794,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Imports,147,Ouvrages ; De passmenterie,Angleterre,26147,2819,1092148,livres,49709,,,,0
