numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
923,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,40,1747,Exports,Tapisserie,Marseille,Levant,150,Livres,3,450,0,
924,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,40,1747,Exports,Tartre,Marseille,Levant,86925,Livres,"0,24",20862,0,
925,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,40,1747,Exports,Terraille,Marseille,Levant,2685,Livres,"0,1",268,"0,5",
926,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,40,1747,Exports,Terre de plomb,Marseille,Levant,1263,Livres,"0,05",63,"0,15",
927,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Thé,Marseille,Levant,100,Livres,3,300,0,
928,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Thon mariné,Marseille,Levant,100,Livres,"0,9",90,0,
929,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile d'antioche,Marseille,Levant,100,Pieces,12,1200,0,
930,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile blanche,Marseille,Levant,5210,Livres,4,20840,0,
931,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile cordat,Marseille,Levant,40,Pieces,10,400,0,
932,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile cordat,Marseille,Levant,6900,Livres,"0,2",1380,0,
933,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile de crin,Marseille,Levant,100,Livres,"0,15",15,0,
934,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile grise,Marseille,Levant,220,Livres,1,220,0,
935,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile a serviettes,Marseille,Levant,100,Livres,2,200,0,
936,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Toile a voile,Marseille,Levant,18,Pieces,26,468,0,
937,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Truffes,Marseille,Levant,150,Livres,4,600,0,
938,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Verdet,Marseille,Levant,10955,Livres,"0,8",8764,0,
939,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vermillon,Marseille,Levant,4833,Livres,5,24165,0,
940,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Verres de cristal,Marseille,Levant,350,Livres,2,700,0,
941,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vin blanc,Marseille,Levant,2,Milleroles,20,40,0,
942,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vin de bourgogne,Marseille,Levant,15,Milleroles,80,1200,0,
943,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vin de chipres,Marseille,Levant,3,Milleroles,60,180,0,
944,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vin de champagne,Marseille,Levant,17,Milleroles,160,2720,0,
945,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vin muscat,Marseille,Levant,7,Milleroles,60,420,0,
946,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vin rouge commun,Marseille,Levant,2605,Milleroles,7,18235,0,
947,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,41,1747,Exports,Vitriol de chipres,Marseille,Levant,1350,Livres,"0,6",810,0,
948,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Alun,Marseille,Nord,339425,Livres,"0,1",33942,"0,5",
949,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Amandes cassées,Marseille,Nord,15284,Livres,"0,2",3056,"0,8",
950,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Anchois,Marseille,Nord,14050,Livres,"0,5",7025,0,
951,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Caffé de levant,Marseille,Nord,16395,Livres,"1,5",24592,"0,5",
952,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Capres,Marseille,Nord,194575,Livres,"0,22",42806,"0,5",
953,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Citrons,Marseille,Nord,75,Milliers,12,900,0,
954,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Colloquinte,Marseille,Nord,1000,Livres,"1,5",1500,0,
955,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Confitures,Marseille,Nord,817,Livres,1,817,0,
956,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Corail blanc,Marseille,Nord,8669,Livres,"0,5",4334,"0,5",
957,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Coton filé,Marseille,Nord,14096,Livres,"1,1",16105,"-599,4",Erreur de calcul
958,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Coton en laine,Marseille,Nord,23100,Livres,"0,5",11550,0,
959,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Creme de tartre,Marseille,Nord,2571,Livres,"0,4",1028,"0,4",
960,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Droguerie,Marseille,Nord,500,Livres,1,500,0,
961,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Encens,Marseille,Nord,11891,Livres,"0,8",9512,"0,8",
962,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Eponges,Marseille,Nord,1964,Livres,1,1964,0,
963,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Figues,Marseille,Nord,925,Livres,"0,1",92,"0,5",
964,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Fil de chevre,Marseille,Nord,238,Livres,3,714,0,
965,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Galles de levant,Marseille,Nord,82156,Livres,"0,5",41078,0,
966,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Gomme arabique,Marseille,Nord,21255,Livres,"0,35",7439,"0,25",
967,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Graine d'avignon,Marseille,Nord,1600,Livres,"0,25",400,0,
968,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Graine de jardin,Marseille,Nord,500,Livres,1,500,0,
969,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Graine jaune,Marseille,Nord,300,Livres,"0,25",75,0,
970,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,42,1747,Exports,Huile d'aspic,Marseille,Nord,2600,Livres,"0,3",780,0,
971,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Huile d'olive,Marseille,Nord,670,Milleroles,38,25460,0,
972,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Jujubes,Marseille,Nord,510,Livres,"0,2",102,0,
973,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Jus de reglisse,Marseille,Nord,6362,Livres,"0,75",4773,"-1,5",Arrondi
974,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Librairie,Marseille,Nord,150,Livres,40,6000,0,
975,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Liqueurs a boire,Marseille,Nord,5955,Livres,1,5955,0,
976,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Mastic,Marseille,Nord,225,Livres,6,1350,0,
977,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Oignons de fleurs,Marseille,Nord,600,Livres,"0,5",300,0,
978,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Olives,Marseille,Nord,4800,Livres,"0,15",720,0,
979,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Orpiments,Marseille,Nord,1900,Livres,"0,3",570,0,
980,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Pignons d'epine,Marseille,Nord,2400,Livres,"0,2",480,0,
981,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Pommes,Marseille,Nord,2800,Livres,"0,1",280,0,
982,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Prunes seches,Marseille,Nord,92516,Livres,"0,2",18503,"0,2",
983,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Reglisse,Marseille,Nord,510,Livres,"0,08",40,"0,8",
984,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Saffran,Marseille,Nord,295,Livres,15,4425,0,
985,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Saffranon,Marseille,Nord,6505,Livres,"0,65",5728,"-1499,75",Erreur de calcul
986,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Savon madré ,Marseille,Nord,258100,Livres,"0,4",103240,0,
987,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Savonnettes,Marseille,Nord,400,Livres,"0,5",200,0,
988,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Sel armoniac,Marseille,Nord,16950,Livres,1,16950,0,
989,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Sené,Marseille,Nord,1180,Livres,"1,5",1770,0,
990,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Sirop de capilaire,Marseille,Nord,1000,Livres,1,1000,0,
991,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Soye aprestée,Marseille,Nord,1249,Livres,20,24980,0,
992,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Thon mariné,Marseille,Nord,200,Livres,"0,9",180,0,
993,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,43,1747,Exports,Verdet,Marseille,Nord,23955,Livres,"0,8",19164,0,
994,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Vin de chipres,Marseille,Nord,20,Milleroles,60,1200,0,
995,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Vin muscat,Marseille,Nord,4,Milleroles,60,240,0,
996,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Vin rouge commun,Marseille,Nord,108,Milleroles,7,756,0,
997,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Vitriol de chipres,Marseille,Nord,608,Livres,"0,6",364,"0,8",
998,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Ajamis,Marseille,Portugal,2200,Pieces,9,19800,0,
999,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Baleine coupée,Marseille,Portugal,50,Livres,5,250,0,
1000,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bas de coton,Marseille,Portugal,420,Livres,5,2100,0,
1001,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bas de fil,Marseille,Portugal,490,Livres,5,2450,0,
1002,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bas de filozelle,Marseille,Portugal,90,Livres,10,900,0,
1003,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bas de laine,Marseille,Portugal,2060,Livres,6,12360,0,
1004,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bas de soye,Marseille,Portugal,830,Livres,40,33200,0,
1005,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Batanonis,Marseille,Portugal,900,Pieces,6,5400,0,
1006,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bazin,Marseille,Portugal,330,Livres,6,1980,0,
1007,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Bonnets de laine,Marseille,Portugal,80,Douzaines,20,1600,0,
1008,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Callemande,Marseille,Portugal,40,Pieces,70,2800,0,
1009,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Canelle,Marseille,Portugal,250,Livres,"6,5",1625,0,
1010,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Capots,Marseille,Portugal,720,pièces,9,540,5940,"erreur de calcul, le prix est par pièce et les quantités par douzaines."
1011,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Chapeaux poil et laine,Marseille,Portugal,166,Douzaines,48,7968,0,
1012,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Cuir tanné,Marseille,Portugal,3005,Livres,"0,6",1803,0,
1013,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,44,1747,Exports,Demitte,Marseille,Portugal,200,Pieces,3,600,0,
1014,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Dentelle du puy,Marseille,Portugal,150,Livres,50,7500,0,
1015,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Drap londrin,Marseille,Portugal,7040,Livres,7,49280,0,
1016,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Draperie petite,Marseille,Portugal,6000,Livres,3,18000,0,
1017,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Etoffe de soye,Marseille,Portugal,795,Livres,40,31800,0,
1018,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Fil a coudre,Marseille,Portugal,150,Livres,2,300,0,
1019,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Fleurs artificielles,Marseille,Portugal,80,Livres,50,4000,0,
1020,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Gentes de terre ,Marseille,Portugal,80,Nombre,"0,5",40,0,
1021,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Geroffle,Marseille,Portugal,153,Livres,"8,5",1300,"0,5",
1022,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Indienne,Marseille,Portugal,295,Pieces,8,2360,0,
1023,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Librairie,Marseille,Portugal,800,Livres,2,1600,0,
1024,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Mercerie,Marseille,Portugal,215,Livres,"3,5",752,"0,5",
1025,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Miroirs,Marseille,Portugal,160,Livres,5,800,0,
1026,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Mouchoirs de coton,Marseille,Portugal,100,Pieces,16,1600,0,
1027,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Mouchoirs fil et coton,Marseille,Portugal,100,Pieces,15,1500,0,
1028,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Mousseline,Marseille,Portugal,85,Pieces,75,6375,0,
1029,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Mules brodées,Marseille,Portugal,150,Livres,16,2400,0,
1030,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Papier a ecrire,Marseille,Portugal,14304,Rames,6,85824,0,
1031,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Peaux d'agneau en laine,Marseille,Portugal,200,Livres,"0,9",180,0,
1032,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Peaux de chamois,Marseille,Portugal,1015,Livres,"1,25",1269,"-0,25",
1033,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Peaux de mouton aprestées,Marseille,Portugal,200,Livres,1,200,0,
1034,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Peignes de buis,Marseille,Portugal,40,Grosses,40,1600,0,
1035,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Poivre,Marseille,Portugal,3125,Livres,"1,6",5000,0,
1036,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,45,1747,Exports,Pomade,Marseille,Portugal,45,Livres,"0,5",22,"0,5",
1037,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Quincaille de fer et acier,Marseille,Portugal,1125,Livres,1,1125,0,
1038,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Tayolle de coton,Marseille,Portugal,330,Pieces,1,330,0,
1039,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Tayolle de coton,Marseille,Portugal,202,Douzaines,12,2424,0,
1040,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Toile d'antioche,Marseille,Portugal,350,Pieces,11,3850,0,
1041,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Toile blanche,Marseille,Portugal,7422,Livres,4,29688,0,
1042,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Toile de cambray,Marseille,Portugal,85,Livres,50,4250,0,
1043,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Toile a serviettes,Marseille,Portugal,650,Livres,2,1300,0,
1044,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Velours,Marseille,Portugal,15,Pieces,400,6000,0,
1045,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,46,1747,Exports,Verres de cristal,Marseille,Portugal,160,Livres,2,320,0,
