numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,Droits unitaires,value,probleme,remarks
298,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vernis de terre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,50",Quintaux,"0,275","0,00","0,00",Mesure d'origine livre
299,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vieux drapeaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"82,50",Quintaux,"0,100","0,00","0,00",Mesure d'origine livre
300,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vieux drapeaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"147,26",Quintaux,"0,100","0,00","0,00",Mesure d'origine livre
301,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vieux drapeaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,00",Quintaux,"0,100","0,00","0,00",Mesure d'origine livre
302,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Viande de paste,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,50",Quintaux,"0,300","0,00","0,00",Mesure d'origine livre
303,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vans et verges d'osier,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,,,"0,000","7,50","-7,50",Droits à 5% de la valeur
304,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vans a vanes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"114,00",Douzaines,"0,000","0,00","0,00",Droits 5 sous la charge
305,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vermichelly,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"15,40",Quintaux,"0,300","0,00","0,00",Mesure d'origine livre
306,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Volailles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,66",Douzaines,"0,250","0,00","0,00",Prix unitaire à la douzaine
307,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Volailles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,50",Douzaines,"0,250","0,00","0,00",Prix unitaire à la douzaine
308,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vaisselle de terre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"13,00",Douzaines,"0,017","0,00","0,00",
309,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vache ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,00",Pièces,"1,500","0,00","0,00",
