numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
362,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,quincaille ; de fer,Suisse et Genève,1565.4,2609,Livres,6,0,,0
363,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,raisins ; secs,Suisse et Genève,4850.4,24252,Livres,2,0,,0
364,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,reglisse,Suisse et Genève,24,160,Livres,.15,0,,0
365,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,rocou,Suisse et Genève,672,896,pièces,.75,0,,0
366,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,ruban ; or et argent,Suisse et Genève,12960,108,Livres,120,0,,0
367,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,ruban ; de soye,Suisse et Genève,56100,1122,Livres,50,0,,0
368,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,ruban ; de soye et fleuret,Suisse et Genève,750,30,Livres,25,0,,0
369,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,sabots,Suisse et Genève,5,1,charriot,5,0,,0
370,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,saffran,Suisse et Genève,3300,330,Livres,10,0,,0
371,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,saffranon,Suisse et Genève,3620.5,5570,Livres,65,0,,0
372,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,sapins ; a batir,Suisse et Genève,1560,156,pièces,10,0,,0
373,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,savon,Suisse et Genève,34209,97740,Livres,.35,0,,0
374,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,savonnette,Suisse et Genève,4.65,775,Livres,6,0,,0
375,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,sirop ; d'alherine',Suisse et Genève,180,120,Livres,1.5,0,,0
376,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,sirop ; de capilaire,Suisse et Genève,412.5,275,Livres,15,0,,0
377,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,Souliers,Suisse et Genève,2019,673,paires,3,0,,0
378,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,Soye ; a coudre,Suisse et Genève,384,16,Livres,24,0,,0
379,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,sucre ; blanc ; terré,Suisse et Genève,294.6,982,Livres,3,0,,0
380,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,suif,Suisse et Genève,1328.5,5314,Livres,25,0,,0
381,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,tabatiere ; de bois ; blanc,Suisse et Genève,50,5,douzaines,10,0,,0
382,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,tapisserie ; d'aubusson,Suisse et Genève,650,130,Livres,5,0,,0
383,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,tapisserie ; d'auvergne,Suisse et Genève,15845,3169,Livres,5,0,,0
384,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,terebenthine,Suisse et Genève,15,30,Livres,.5,0,,0
385,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,thé,Suisse et Genève,1520,380,Livres,4,0,,0
386,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,thon,Suisse et Genève,70,35,Livres,2,0,,0
387,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toile ; batiste,Suisse et Genève,23.5,47,Livres,10,-4465,Le copiste a confondu sous et livres dans sa multiplication.,0
388,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toile ; blanche,Suisse et Genève,8940,2980,Livres,3,0,,0
389,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toile ; ciré,Suisse et Genève,110,110,Livres,1,0,,0
390,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toile ; de cotton,Suisse et Genève,825,165,pièces,5,0,,0
391,Loïc,BM Lyon ms 1491,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toile ; fil et cotton,Suisse et Genève,5420,1355,pièces,4,0,,0
392,Loïc,BM Lyon ms 1492,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toille ; d'etoupe,Suisse et Genève,1547.25,2063,Livres,75,0,,0
393,Loïc,BM Lyon ms 1493,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,toille ; royalle,Suisse et Genève,27876,6969,Livres,4,0,,0
394,Loïc,BM Lyon ms 1494,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,tournebroche,Suisse et Genève,20,1,pièces,20,0,,0
395,Loïc,BM Lyon ms 1495,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vaches,Suisse et Genève,3180,53,pièces,60,0,,0
396,Loïc,BM Lyon ms 1496,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vaincs ; a vanner,Suisse et Genève,406,232,pièces,1.75,0,,0
397,Loïc,BM Lyon ms 1497,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,velours ; de gueux,Suisse et Genève,1150,230,Livres,5,0,,0
398,Loïc,BM Lyon ms 1498,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,verdet,Suisse et Genève,6656.5,66565,Livres,1,0,,0
399,Loïc,BM Lyon ms 1499,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,verre ; a boire,Suisse et Genève,1050,1050,Livres,1,0,,0
400,Loïc,BM Lyon ms 1500,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vin,Suisse et Genève,13444.75,122225,asnée,11,0,,0
401,Loïc,BM Lyon ms 1501,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vin,Suisse et Genève,420,140,barraux,3,0,,0
402,Loïc,BM Lyon ms 1502,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vin,Suisse et Genève,1410,47,charges,30,0,,0
403,Loïc,BM Lyon ms 1503,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vin,Suisse et Genève,43008,1344,sannées,32,0,,0
404,Loïc,BM Lyon ms 1504,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vin ; muscat,Suisse et Genève,250,12.5,Livres,20,0,,0
405,Loïc,BM Lyon ms 1505,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vin ; muscat,Suisse et Genève,400,,en valeur,0,,,0
406,Loïc,BM Lyon ms 1506,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,vinaigre,Suisse et Genève,20,1,barraux,20,0,,0
407,Loïc,BM Lyon ms 1506,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",15,volailles,Suisse et Genève,500,120,douzaines,5,-100,erreur de multiplication du copiste,0
