numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,Droits unitaires,value,probleme,remarks
283,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Tableaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,8,Livres,1,0,0,
284,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Thé,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,13",Quintaux,"22,8",0,0,Mesure d'origine livre
285,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Terrailles communes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,12,Quintaux,"0,125",0,0,Mesure d'origine livre
286,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"58,75",Charges,3,0,0,
287,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,38",Quintaux,"0,5",0,0,Prix unitaire au quintal
288,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,20,Saumes,"0,5",0,0,Prix unitaire au quintal
289,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,58,Saumes,"0,5",0,0,Prix unitaire au quintal
290,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"22,5",Saumes,"0,5",0,0,Prix unitaire au quintal
291,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,19,Septiers,"0,25",0,0,
292,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,2,Charges,0,0,0,Droits 10 sous le quintal
293,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vin et vinaigre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,16,Barraux,"0,2",0,0,
294,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Verre a boire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,4",Quintaux,10,0,0,Mesure d'origine livre
295,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Verre a boire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,85",Quintaux,"1,5",0,0,Mesure d'origine livre
296,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Verre d'allemagne,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,1",Quintaux,10,0,0,Mesure d'origine livre
297,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Verre en bouteille,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,7",Charrette,"0,6",0,0,
298,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vernis de terre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,5",Quintaux,"0,275",0,0,Mesure d'origine livre
299,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vieux drapeaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"82,5",Quintaux,"0,1",0,0,Mesure d'origine livre
300,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vieux drapeaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"147,26",Quintaux,"0,1",0,0,Mesure d'origine livre
301,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vieux drapeaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,3,Quintaux,"0,1",0,0,Mesure d'origine livre
302,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Viande de paste,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,5",Quintaux,"0,3",0,0,Mesure d'origine livre
303,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vans et verges d'osier,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,,,0,"7,5","-7,5",Droits à 5% de la valeur
304,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vans a vanes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,114,Douzaines,0,0,0,Droits 5 sous la charge
305,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vermichelly,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"15,4",Quintaux,"0,3",0,0,Mesure d'origine livre
306,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Volailles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,66",Douzaines,"0,25",0,0,Prix unitaire à la douzaine
307,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Volailles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,5",Douzaines,"0,25",0,0,Prix unitaire à la douzaine
308,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vaisselle de terre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,13,Douzaines,"0,017",0,0,
309,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,20,1726 – 1725 à 1726,Vache ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Pièces,"1,5",0,0,
