numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,DoubleAccounts
990,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Liqueurs,Savoye,11918,68607,,,,,0
991,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Liqueurs,Suisse,1009,68607,,,,,0
992,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Liqueurs,Isles,25942,68607,,,,,0
993,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Litarge,Angleterre,4950,46702,,,,,0
994,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Litarge,Flandre,15779,46702,,,,,0
995,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Litarge,Hollande,16853,46702,,,,,0
996,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Litarge,Genes,2400,46702,,,,,0
997,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Litarge,Savoye,6720,46702,,,,,0
998,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,50,Livres ; en blanc,Flandre,4507,4507,,,,,0
999,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Lozes,Savoye,2208,2208,,,,,0
1000,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Lustres,Italie,287,26587,,,,,0
1001,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Lustres,Genes,5400,26587,,,,,0
1002,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Lustres,Venise,18900,26587,,,,,0
1003,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Macis,Hollande,6244,6244,,,,,0
1004,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Mâne,Italie,165190,772645,,,,,0
1005,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Mâne,Naples,41035,772645,,,,,0
1006,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Mâne,Genes,195256,772645,,,,,0
1007,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Mâne,Levant,1085,772645,,,,,0
1008,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Mâne,Savoye,1079,772645,,,,,0
1009,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Maquereaux ; salés,Danemark,84504,84504,,,,,0
1010,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marbre ; brun,Allemagne,1922,494178,20732,,,,0
1011,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marbre ; brun,Italie,12315,494178,20732,,,,0
1012,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marbre ; brun,Genes,6495,494178,20732,,,,0
1013,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marbre ; ouvré,Italie,311460,494178,473446,,,,0
1014,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marbre ; ouvré,Genes,160650,494178,473446,,,,0
1015,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marbre ; ouvré,Suisse,1336,494178,473446,,,,0
1016,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marcassites,Suisse,3096,3096,,,,,0
1017,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Allemagne,80606,485293,,,,,0
1018,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Angleterre,78333,485293,,,,,0
1019,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Danemark,5617,485293,,,,,0
1020,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Espagne,54077,485293,,,,,0
1021,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Flandre,45692,485293,,,,,0
1022,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Geneve,5445,485293,,,,,0
1023,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Hollande,45839,485293,,,,,0
1024,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Indes,432,485293,,,,,0
1025,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Italie,24052,485293,,,,,0
1026,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Naples,8144,485293,,,,,0
1027,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Genes,17909,485293,,,,,0
1028,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Venise,3807,485293,,,,,0
1029,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Levant,17638,485293,,,,,0
1030,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Nord,12683,485293,,,,,0
1031,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Portugal,5629,485293,,,,,0
1032,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Russie,3647,485293,,,,,0
1033,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Savoye,38803,485293,,,,,0
1034,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Suede,5720,485293,,,,,0
1035,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Suisse,27362,485293,,,,,0
1036,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,51,Marchandises ; à l'estimation,Isles,3858,485293,,,,,0
1037,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mastic,Levant,3000,3000,,,,,0
1038,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mats ; divers,Danemark,81744,102815,,,,,0
1039,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mats ; divers,Hollande,10815,102815,,,,,0
1040,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mats ; divers,Nord,8180,102815,,,,,0
1041,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mats ; divers,Suede,2076,102815,,,,,0
1042,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Allemagne,842650,2272934,,,,,0
1043,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Angleterre,2428,2272934,,,,,0
1044,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Espagne,36390,2272934,,,,,0
1045,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Flandre,149165,2272934,,,,,0
1046,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Geneve,1446,2272934,,,,,0
1047,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Hollande,456930,2272934,,,,,0
1048,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Italie,40652,2272934,,,,,0
1049,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Naples,29732,2272934,,,,,0
1050,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Genes,83207,2272934,,,,,0
1051,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Nord,537650,2272934,,,,,0
1052,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Savoye,67619,2272934,,,,,0
1053,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,52,Mercerie,Suisse,25065,2272934,,,,,0
1054,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Metiers ; à faire bas,Suisse,2000,2000,,,,,0
1055,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Meubles,Allemagne,18472,28577,,,,,0
1056,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Meubles,Flandre,10105,28577,,,,,0
1057,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Meules ; à éguiser,Angleterre,25450,34602,,,,,0
1058,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Meules ; à éguiser,Espagne,9152,34602,,,,,0
1059,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mine ; de fer,Espagne,240000,416875,240000,,,,0
1060,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mine ; de plomb,Allemagne,1332,416875,176875,,,,0
1061,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mine ; de plomb,Angleterre,4195,416875,176875,,,,0
1062,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mine ; de plomb,Flandre,120737,416875,176875,,,,0
1063,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mine ; de plomb,Hollande,50611,416875,176875,,,,0
1064,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Miny,Hollande,3518,6208,,,,,0
1065,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Miny,Genes,1000,6208,,,,,0
1066,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Miny,Russie,1690,6208,,,,,0
1067,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mirobolans,Levant,8450,8450,,,,,0
1068,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mirthe,Italie,1625,105623,,,,,0
1069,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mirthe,Levant,67998,105623,,,,,0
1070,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mirthe,Savoye,36000,105623,,,,,0
1071,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Mortiers ; de marbre,Genes,2278,2278,,,,,0
1072,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Morüe ; sêche,Espagne,50043,3907337,3492388,,,,0
1073,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,53,Morüe ; sêche,Isles,3442345,3907337,3492388,,,,0
1074,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Morüe ; verte,Flandre,31351,3907337,414839,,,,0
1075,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Morüe ; verte,Hollande,71752,3907337,414839,,,,0
1076,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Morüe ; verte,Isles,307736,3907337,414839,,,,0
1077,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoirs ; de coton,Venise,2400,454678,25080,,,,0
1078,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoirs ; de coton,Levant,22680,454678,25080,,,,0
1079,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoirs ; de fil et coton,Savoye,1200,454678,1200,,,,0
1080,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoir ; de Romald,Hollande,8010,454678,8010,,,,0
1081,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoir ; de soye,Espagne,410956,454678,420388,,,,0
1082,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoir ; de soye,Naples,1872,454678,420388,,,,0
1083,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoir ; de soye,Genes,4680,454678,420388,,,,0
1084,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mouchoir ; de soye,Nord,2880,454678,420388,,,,0
1085,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Moulins ; à caffé,Hollande,8397,8397,,,,,0
1086,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Mousseline,Levant,9720,9720,,,,,0
1087,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Moutons,Allemagne,208015,278954,,,,,0
1088,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Moutons,Flandre,31756,278954,,,,,0
1089,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,54,Moutons,Savoye,39183,278954,,,,,0
1090,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Mules et mulots,Espagne,6500,56975,,,,,0
1091,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Mules et mulots,Savoye,50475,56975,,,,,0
1092,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Muscades,Hollande,118656,118656,,,,,0
1093,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Nacres ; de perles,Flandre,7924,27410,,,,,0
1094,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Nacres ; de perles,Hollande,16462,27410,,,,,0
1095,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Nacres ; de perles,Levant,3024,27410,,,,,0
1096,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Nattes,Hollande,18210,19881,,,,,0
1097,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Nattes,Levant,1671,19881,,,,,0
1098,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Noir ; de fumée,Allemagne,18139,21167,,,,,0
1099,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Noir ; de fumée,Hollande,1600,21167,,,,,0
1100,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Noir ; de fumée,Nord,1428,21167,,,,,0
1101,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Ocre,Allemagne,1437,14370,,,,,0
1102,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Ocre,Hollande,12933,14370,,,,,0
1103,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Oignons ; de fleurs,Flandre,4145,4145,,,,"Chiffre coupé, lisible 4,14…",0
1104,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Olives,Espagne,4215,5629,,,,,0
1105,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Olives,Savoye,1414,5629,,,,,0
1106,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Opium,Levant,47000,47000,,,,,0
1107,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Or et argent ; faux,Allemagne,194870,214295,,,,,0
1108,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Or et argent ; faux,Flandre,19425,214295,,,,,0
1109,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orge ; en grain,Angleterre,13990,315599,,,,,0
1110,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orge ; en grain,Flandre,6463,315599,,,,,0
1111,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orge ; en grain,Hollande,118140,315599,,,,,0
1112,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orge ; en grain,Venise,11700,315599,,,,,0
1113,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orge ; en grain,Levant,130206,315599,,,,,0
1114,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orge ; en grain,Nord,35100,315599,,,,,0
1115,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orpiment,Italie,1650,1650,,,,,0
1116,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,55,Orpin,Hollande,2899,2899,,,,,0
1117,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Paillasses,Savoye,2465,2465,,,,,0
1118,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Paille,Italie,110500,117700,,,,,0
1119,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Paille,Savoye,7200,117700,,,,,0
1120,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Pains ; d'epice,Flandre,36000,36000,,,,,0
1121,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Panier ; d'ozier,Genes,28224,28224,,,,,0
1122,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; blanc,Espagne,1008,159778,121941,,,,0
1123,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; blanc,Flandre,3248,159778,121941,,,,0
1124,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; blanc,Hollande,76837,159778,121941,,,,0
1125,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; blanc,Geneve,2280,159778,121941,,,,0
1126,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; blanc,Savoye,38568,159778,121941,,,,0
1127,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; gris,Allemagne,3622,159778,3622,,,,0
1128,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; à lettre,Hollande,1260,159778,1260,,,,0
1129,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; peint,Allemagne,6495,159778,17730,,,,0
1130,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; peint,Flandre,1431,159778,17730,,,,0
1131,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; peint,Hollande,9804,159778,17730,,,,0
1132,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,56,Papier ; à sucre,Hollande,15225,159778,15225,,,,0
1133,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Parapuyes,Genes,7766,7766,,,,,0
1134,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Pate ; d'amande,Genes,20980,20980,,,,,0
1135,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; d'agneaux,Espagne,34280,751744,42192,42192,,,0
1136,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; d'agneaux,Naples,4312,751744,42192,42192,,,0
1137,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; d'agneaux,Levant,3600,751744,42192,42192,,,0
1138,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de castor,Flandre,4775,751744,19470,19470,,,0
1139,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de castor,Hollande,12070,751744,19470,19470,,,0
1140,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de castor,Nord,2625,751744,19470,19470,,,0
1141,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de Cerf,Espagne,60475,751744,60475,60475,,,0
1142,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de chamois,Espagne,1476,751744,1476,1476,,,0
1143,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de chevre ; aprestées,Suisse,16309,751744,16309,111019,,,0
1144,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Imports,57,Peaux ; de chevre ; en poil,Angleterre,4836,751744,94710,111019,,,0
