numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
864,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Grabeau ; d'indigo,Savoye,14800,3700,24640,livres,,0
865,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Grabeau ; de cochenille,Espagne,48945,9789,48945,livres,,0
866,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Grabeau ; de quinquina,Espagne,20700,3450,20700,livres,,0
867,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Grabeau ; de sené,Levant,2152,14350,2152,livres,,0
868,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; d'Avignon,Espagne,2700,5400,4027,livres,,0
869,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; d'Avignon,Hollande,1327,2655,4027,livres,,0
870,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de canarie,Levant,1000,2000,1000,livres,,0
871,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de chanvre,Gènes,3500,14000,8105,livres,,0
872,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de chanvre,Naples,3285,32850,8105,livres,,0
873,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de chanvre,Savoye,1320,6270,8105,livres,,0
874,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de cochenille,Espagne,80860,4043,80860,livres,,0
875,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de colza,Flandre,1930,25750,1930,livres,,0
876,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de jardin,Angleterre,6780,6780,8474,livres,,0
877,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de jardin,Hollande,1694,1694,8474,livres,,0
878,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de lin,Angleterre,6057,60576,203683,livres,,0
879,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de lin,Flandre,8732,49900,203683,livres,,0
880,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de lin,Hollande,184980,1427872,203683,livres,,0
881,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; de lin,Nord,3914,26095,203683,livres,,0
882,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,44,Graines ; jaune,Espagne,14949,49832,14949,livres,,0
883,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Graines ; de treffle,Hollande,2846,4745,2846,livres,,0
884,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Graisse,Angleterre,1194,3980,3393,livres,,0
885,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Graisse,Savoye,2199,5820,3393,livres,,0
886,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Granille ; de cochenille,Angleterre,6700,1340,6700,livres,,0
887,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Gris,Allemagne,7509,6358,7509,livres,,0
888,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Gruau,Hollande,3768,16659,3768,livres,,0
889,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Habillement,Allemagne,11621,,16394,,,0
890,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Habillement,Levant,4773,,16394,,,0
891,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Harangs ; blancs,Angleterre,3800,76,11251,barils,,0
892,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Harangs ; blancs,Espagne,1440,48,11251,barils,,0
893,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Harangs ; blancs,Hollande,1800,60,11251,barils,,0
894,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Harangs ; blancs,Suède,4211,34740,11251,livres,,0
895,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Harangs ; sors,Angleterre,32910,1097,32910,barils,,0
896,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Herbes ; d'acacia,Italie,9000,15000,9000,livres,,0
897,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Herbes ; perelle,Portugal,3763,12544,3763,livres,,0
898,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,45,Herbes ; à teindre,Levant,1000,10000,1000,livres,,0
899,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Horlogeries,Allemagne,2440,406.75,42077,livres,,0
900,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Horlogeries,Flandre,1641,,42077,,,0
901,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Horlogeries,Genève,6067,,42077,,,0
902,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Horlogeries,Suisse,31929,,42077,,,0
903,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Houblon,Flandre,67586,332235,67586,livres,,0
904,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'amande,Gènes,1800,300,1800,livres,,0
905,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Espagne,979095,2229694,12212468,livres,,0
906,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Flandre,282957,471595,12212468,livres,,0
907,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Gènes,387430,9686,12212468,millerolles,,0
908,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Hollande,162996,270582,12212468,livres,,0
909,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Italie,1680469,2965713,12212468,livres,,0
910,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Levant,4844960,121124,12212468,millerolles,,0
911,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Naples,2984680,7461,12212468,millerolles,,0
912,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Nord,63184,105475,12212468,livres,,0
913,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Portugal,280817,540209,12212468,livres,,0
914,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Savoye,204600,5115,12212468,millerolles,,0
915,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; d'olive,Venise,341280,8532,12212468,millerolles,,0
916,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de geroffle,Hollande,9800,282,9800,livres,,0
917,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de graine,Flandre,72455,240100,243526,livres,,0
918,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de graine,Hollande,163851,411664,243526,livres,,0
919,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de graine,Nord,7220,90.5,243526,barils,,0
920,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de laurier,Allemagne,1312,1750,7312,livres,,0
921,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de laurier,Hollande,6000,3480,7312,livres,,0
922,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de lin,Hollande,100869,270997,194760,livres,,0
923,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de lin,Levant,10389,34600,194760,livres,,0
924,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de lin,Naples,71602,238676,194760,livres,,0
925,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de lin,Venise,11900,34000,194760,livres,,0
926,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de palme,Isles,1118,684,1118,livres,,0
927,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Danemark,2016,5040,582150,livres,,0
928,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Espagne,27240,104741,582150,livres,,0
929,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Flandre,26183,65458,582150,livres,,0
930,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Gènes,1000,4000,582150,livres,,0
931,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Hollande,172923,646943,582150,livres,,0
932,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Isles,208842,825290,582150,livres,,0
933,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Portugal,118683,474735,582150,livres,,0
934,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Savoye,16263,65055,582150,livres,,0
935,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,46,Huile ; de poisson,Suède,9000,36000,582150,livres,,0
936,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Huile ; de Rhodes,Hollande,2980,,2980,,,0
937,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Huile ; de rabelle,Hollande,58546,234184,58546,livres,,0
938,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Huile ; de vitriol,Espagne,5240,1310,37234,livres,,0
939,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Huile ; de vitriol,Gènes,1800,450,37234,livres,,0
940,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Huile ; de vitriol,Hollande,30194,59963,37234,livres,,0
941,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Huitres,Flandre,3054,24435,3054,en nombre,,0
942,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Inde ; fine,Hollande,1060,181,1060,livres,,0
943,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Angleterre,141050,22865,19024610,livres,,0
944,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Espagne,1248984,133319,19024610,livres,,0
945,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Flandre,337950,34285,19024610,livres,,0
946,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Gènes,9000,1800,19024610,livres,,0
947,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Hollande,206220,21450,19024610,livres,,0
948,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Isles,17014956,2691865,19024610,livres,,0
949,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Italie,1425,285,19024610,livres,,0
950,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Levant,1725,345,19024610,livres,,0
951,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Nord,1800,200,19024610,livres,,0
952,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Savoye,60500,12100,19024610,livres,,0
953,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Indigo,Venise,1000,200,19024610,livres,,0
954,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Instruments ; de musique,Allemagne,82455,9896.5,89875,livres,,0
955,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Instruments ; de musique,Angleterre,5670,567,89875,livres,,0
956,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Instruments ; de musique,Hollande,1750,35,89875,epinettes,,0
957,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jais,Espagne,3820,25470,3820,livres,,0
958,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jalap,Espagne,65160,42891,73387,livres,,0
959,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jalap,Gènes,6495,4330,73387,livres,,0
960,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jalap,Hollande,1732,990,73387,livres,,0
961,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jambons,Allemagne,3033,6066,7433,livres,,0
962,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jambons,Espagne,2155,2992,7433,livres,,0
963,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jambons,Hollande,2245,3646,7433,livres,,0
964,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,47,Jaune ; de Naples,Italie,4125,5500,4125,livres,,0
965,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Ipécacuanna,Portugal,1680,860,1680,livres,,0
966,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Iris,Italie,15115,30230,15115,livres,,0
967,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Joncs ; esté,Savoye,1480,370,2920,livres,estere: mots espagnol pour désigner une sorte de jonc,0
968,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Joncs ; à F chaises,Hollande,1440,360,2920,livres,,0
969,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Joncs ; à faire des chaises,Flandre,11230,56150,11230,livres,,0
970,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de citron,Espagne,73029,247345,223750,livres,,0
971,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de citron,Gènes,3786,12620,223750,livres,,0
972,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de citron,Isles,2702,3603,223750,livres,Unité de compte non indiqué. Livres ?,0
973,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de citron,Italie,35450,70900,223750,livres,,0
974,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de citron,Naples,107640,358800,223750,livres,,0
975,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de citron,Venise,1143,3810,223750,livres,,0
976,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de réglisse,Espagne,10948,31280,445641,livres,,0
977,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de réglisse,Naples,413693,1181980,445641,livres,,0
978,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Jus ; de réglisse,Venise,21000,60000,445641,livres,,0
979,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Lacque ; platte,Gènes,5400,3600,13350,livres,,0
980,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Lacque ; platte,Venise,7950,5300,13350,livres,,0
981,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; commune,Allemagne,2076,2076,101459,livres,,0
982,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; commune,Espagne,45177,53150,101459,livres,,0
983,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; commune,Hollande,7106,18156,101459,livres,,0
984,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; commune,Savoye,47100,47100,101459,livres,,0
985,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'Allemagne,Hollande,13540,13540,942498,livres,,0
986,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'Allemagne,Nord,928958,928958,942498,livres,,0
987,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'Espagne,Espagne,11498811,3662916,11956286,livres,,0
988,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'Espagne,Hollande,331002,94572,11956286,livres,,0
989,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'Espagne,Portugal,15120,4320,11956286,livres,,0
990,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'Espagne,Savoye,111353,101230,11956286,livres,,0
991,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; d'agnelin,Nord,2160,1800,2160,livres,,0
992,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; de chevron,Gènes,4320,2880,426588,livres,,0
993,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; de chevron,Levant,422268,281512,426588,livres,,0
994,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; filée,Angleterre,11275,3221.5,11275,livres,,0
995,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Espagne,345247,313861,2216486,livres,,0
996,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Gènes,4620,4200,2216486,livres,,0
997,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Italie,874627,795116,2216486,livres,,0
998,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Levant,689717,627016,2216486,livres,,0
999,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Naples,295680,268800,2216486,livres,,0
1000,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Portugal,3295,2996,2216486,livres,,0
1001,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; lavée,Venise,3300,3000,2216486,livres,,0
1002,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; peignée,Allemagne,1480,740,846130,livres,,0
1003,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,48,Laine ; peignée,Espagne,844650,281550,846130,livres,,0
1004,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; de Portugal,Portugal,181470,60490,181470,livres,,0
1005,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; de Ségovie,Espagne,658160,398863,658160,livres,,0
1006,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; de vigogne,Isles,165294,19218,165294,livres,,0
1007,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; en suin,Angleterre,32322,25858,133299,livres,,0
1008,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; en suin,Nord,100977,100977,133299,livres,,0
1009,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; en toison,Angleterre,18642,8267,18642,livres,,0
1010,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; pelade,Savoye,25650,28500,25650,livres,,0
1011,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; surge,Espagne,338961,564935,4252751,livres,,0
1012,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; surge,Gènes,36135,40150,4252751,livres,,0
1013,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; surge,Italie,117255,117255,4252751,livres,,0
1014,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; surge,Levant,3723543,4137270,4252751,livres,,0
1015,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; surge,Savoye,5157,10315,4252751,livres,,0
1016,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Laine ; surge,Venise,31700,31700,4252751,livres,,0
1017,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Langues ; de morue,Isles,9609,19218,9609,livres,,0
1018,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Langues ; salées,Angleterre,4779,8205,4779,livres,,0
1019,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Lard,Angleterre,61632,123264,61632,livres,,0
1020,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,49,Lattes,Allemagne,8852,354000,8852,en nombre,,0
