Numéro des lignes,Data entry by,Source,Year,Export-Imports,Sheet,Marchandises,,Pays,,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
1295,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; d'autruche ; brutes,,Hollande,,2 100,19 753,,,157 989,
1296,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; d'autruche ; brutes,,Italie,,6 321,19 753,,,157 989,
1297,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; d'autruche ; brutes,,Naples,,2 400,19 753,,,157 989,
1298,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; d'autruche ; brutes,,Levant,,8 932,19 753,,,157 989,
1299,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à curedents?,,Hollande,,1 425,2 700,,,157 989,
1300,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à curedents?,,Nord,,1 275,2 700,,,157 989,
1301,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à écrire,,Hollande,,6 475,78 027,,,157 989,
1302,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à écrire,,Nord,,71 552,78 027,,,157 989,
1303,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à lit,,Hollande,,19 394,49 321,,,157 989,
1304,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à lit,,Naples,,17 020,49 321,,,157 989,
1305,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à lit,,Genes,,2 800,49 321,,,157 989,
1306,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à lit,,Levant,,5 360,49 321,,,157 989,
1307,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à lit,,Nord,,4 747,49 321,,,157 989,
1308,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Plumes ; à volans,,Hollande,,2 030,,,,157 989,
1309,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poil ; de chameau,,Flandre,,1 470,,,,28 497,
1310,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poil ; de chevrotin,,Flandre,,1 120,,,,28 497,
1311,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poil ; de lapin,,Naples,,9 252,20 287,,,28 497,
1312,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poil ; de lapin,,Genes,,5 935,20 287,,,28 497,
1313,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poil ; de lapin,,Savoye,,5 100,20 287,,,28 497,
1314,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poil ; de sanglier,,Hollande,,5 620,,,,28 497,
1315,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poisson ; frais,,Allemagne,,8 353,34 706,,,148 955,Last digit was cut off
1316,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,63,Poisson ; frais,,Flandre,,26 353,34 706,,,148 955,Last digit was cut off
1317,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poisson ; salé,,Espagne,,98 087,114 249,,,148 955,Last digit was cut off
1318,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poisson ; salé,,Genes,,1 992,114 249,,,148 955,Last digit was cut off
1319,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poisson ; salé,,Savoye,,14 170,114 249,,,148 955,Last digit was cut off
1320,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Espagne,,2 142,,,,2 699 959,Last digit was cut off
1321,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Flandre,,189 688,,,,2 699 959,Last digit was cut off
1322,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Hollande,,2 406 650,,,,2 699 959,Last digit was cut off
1323,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Italie,,12 850,,,,2 699 959,Last digit was cut off
1324,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Naples,,1 230,,,,2 699 959,Last digit was cut off
1325,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Genes,,9 213,,,,2 699 959,Last digit was cut off
1326,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Nord,,8 556,,,,2 699 959,Last digit was cut off
1327,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poivre,,Savoye,,69 630,,,,2 699 959,Last digit was cut off
1328,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poix,,Allemagne,,15 934,,,,18 269,Last digit was cut off
1329,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Poix,,Espagne,,2 335,,,,18 269,Last digit was cut off
1330,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Pomade,,Genes,,,,,,1 540,Last digit was cut off
1331,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Pompes,,Isles,,,,,,2 290,Last digit was cut off
1332,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcs ; gras,,Allemagne,,24 555,38 357,,,43 977,Last digit was cut off
1333,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcs ; gras,,Espagne,,2 880,38 357,,,43 977,Last digit was cut off
1334,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcs ; gras,,Flandre,,1 742,38 357,,,43 977,Last digit was cut off
1335,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcs ; gras,,Savoye,,6 840,38 357,,,43 977,Last digit was cut off
1336,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcs ; gras,,Suisse,,2 340,38 357,,,43 977,Last digit was cut off
1337,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcs ; maigres,,Allemagne,,5 620,,,,43 977,Last digit was cut off
1338,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Allemagne,,15 765,,,,69 620,Last digit was cut off
1339,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Angleterre,,7 835,,,,69 620,Last digit was cut off
1340,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Espagne,,1 150,,,,69 620,Last digit was cut off
1341,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Flandre,,1 255,,,,69 620,Last digit was cut off
1342,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Hollande,,8 315,,,,69 620,Last digit was cut off
1343,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Italie,,4 825,,,,69 620,Last digit was cut off
1344,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Naples,,1 000,,,,69 620,Last digit was cut off
1345,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,64,Porcelaine,,Genes,,2 300,,,,69 620,Last digit was cut off
1346,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Porcelaine,,Levant,,3 500,,,,69 620,Last digit was cut off
1347,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Porcelaine,,Suède,,23 675,,,,69 620,Last digit was cut off
1348,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potterie ; de grez,,Allemagne,,2 573,10 814,,,121 919,
1349,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potterie ; de grez,,Hollande,,6 607,10 814,,,121 919,
1350,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potterie ; de grez,,Savoye,,1 634,10 814,,,121 919,
1351,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potterie ; de terre,,Allemagne,,5 037,111 105,,,121 919,
1352,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potterie ; de terre,,Genes,,106 068,111 105,,,121 919,
1353,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potin,,Allemagne,,16 684,,,,21 319,
1354,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Potin,,Hollande,,4 635,,,,21 319,
1355,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poudre ; à canon,,Allemagne,,10 400,217 100,,,218 300,Last digit was cut off
1356,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poudre ; à canon,,Flandre,,9 900,217 100,,,218 300,Last digit was cut off
1357,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poudre ; à canon,,Hollande,,196 800,217 100,,,218 300,Last digit was cut off
1358,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poudre ; à poudrer,,Allemagne,,1 200,,,,218 300,Last digit was cut off
1359,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poutargues,,Savoye,,,,,,3 200,Last digit was cut off
1360,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poutres,,Hollande,,31 025,,,,44 600,Last digit was cut off
1361,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poutres,,Nord,,2 250,,,,44 600,Last digit was cut off
1362,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poutres,,Russie,,5 600,,,,44 600,Last digit was cut off
1363,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Poutres,,Suède,,5 725,,,,44 600,Last digit was cut off
1364,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,65,Preceintes? ,,Nord,,,,,,289 ?,Last digit was cut off
1365,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Pruneaux,,Allemagne,,,,,,479 ?,Last digit was cut off
1366,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de cuivre,,Allemagne,,7 620,31 633,,,463 006,Last digit was cut off
1367,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de cuivre,,Hollande,,7 074,31 633,,,463 006,Last digit was cut off
1368,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de cuivre,,Nord,,16 939,31 633,,,463 006,Last digit was cut off
1369,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer,,Allemagne,,81 892,313 944,,,463 006,Last digit was cut off
1370,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer,,Espagne,,3 126,313 944,,,463 006,Last digit was cut off
1371,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer,,Flandre,,63 885,313 944,,,463 006,Last digit was cut off
1372,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer,,Hollande,,159 563,313 944,,,463 006,Last digit was cut off
1373,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer,,Nord,,5 478,313 944,,,463 006,Last digit was cut off
1374,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Allemagne,,23 343,117 429,,,463 006,Last digit was cut off
1375,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Hollande,,46 763,117 429,,,463 006,Last digit was cut off
1376,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Italie,,1 850,117 429,,,463 006,Last digit was cut off
1377,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Naples,,1 513,117 429,,,463 006,Last digit was cut off
1378,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Genes,,8 720,117 429,,,463 006,Last digit was cut off
1379,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Levant,,6 550,117 429,,,463 006,Last digit was cut off
1380,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Nord,,3 550,117 429,,,463 006,Last digit was cut off
1381,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Savoye,,3 752,117 429,,,463 006,Last digit was cut off
1382,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quincaille ; de fer et acier,,Suisse,,21 388,117 429,,,463 006,Last digit was cut off
1383,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quinquina,,Espagne,,14 910,,,,56 710,Last digit was cut off
1384,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quinquina,,Hollande,,15 400,,,,56 710,Last digit was cut off
1385,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Quinquina,,Genes,,26 400,,,,56 710,Last digit was cut off
1386,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Ramures ; de sapin,,Danemark,,,,,,263 ?,Last digit was cut off
1387,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Rapures ; de cornes,,Naples,,,,,,168 ?,Last digit was cut off
1388,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Raves ; de morüe,,Hollande,,,,,,10831 ?,Last digit was cut off
1389,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,66,Reglisse,,Espagne,,,,,,23 286,
1390,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rhubarbe,,Hollande,,5 050,,,,6 300,
1391,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rhubarbe,,Levant,,1 250,,,,6 300,
1392,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Angleterre,,86 670,,,,905 002,Last digit was cut off
1393,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Espagne,,7 295,,,,905 002,Last digit was cut off
1394,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Flandre,,99 719,,,,905 002,Last digit was cut off
1395,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Hollande,,98 506,,,,905 002,Last digit was cut off
1396,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Italie,,35 854,,,,905 002,Last digit was cut off
1397,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Genes,,46 716,,,,905 002,Last digit was cut off
1398,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Levant,,382 915,,,,905 002,Last digit was cut off
1399,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Riz,,Savoye,,147 327,,,,905 002,Last digit was cut off
1400,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rocou,,Isles,,,,,,192 570,Last digit was cut off
1401,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rognons ; de castor,,Hollande,,,,,,1250 ?,Last digit was cut off
1402,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rognures ; de ?,,Genes,,,,,,7086 ?,Last digit was cut off
1403,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rogues,,Danemark,,169 971,,,,171 843,Last digit was cut off
1404,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rogues,,Hollande,,1 872,,,,171 843,Last digit was cut off
1405,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Roües,,Allemagne,,,,,,1100 ?,Last digit was cut off
1406,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rozeaux,,Espagne,,,,,,107 ?,Last digit was cut off
1407,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rubans ; de fil,,Allemagne,,127 855,183 632,,,258 962,Last digit was cut off
1408,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rubans ; de fil,,Flandre,,26 195,183 632,,,258 962,Last digit was cut off
1409,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rubans ; de fil,,Hollande,,29 582,183 632,,,258 962,Last digit was cut off
1410,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,67,Rubans ; de fil et laine,,Hollande,,27 450,,,,258 962,Last digit was cut off
1411,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Rubans ; de soye,,Flandre,,9 480,47 880,,,258 962,Last digit was cut off
1412,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Rubans ; de soye,,Savoye,,38 400,47 880,,,258 962,Last digit was cut off
1413,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Rubiatindorum,,Espagne,,,,,,191?,Last digit was cut off
1414,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Sabots,,Allemagne,,,,,,502?,Last digit was cut off
1415,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Saffle,,Hollande,,,,,,134?,Last digit was cut off
1416,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Saffran,,Espagne,,,,,,17914?,Last digit was cut off
1417,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Saffranon,,Levant,,,,,,379 803,
1418,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Salpêtre,,Flandre,,38 700,,,,67 265,
1419,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Salpêtre,,Hollande,,28 565,,,,67 265,
1420,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Salsepareille,,Hollande,,18 064,,,,33 490,
1421,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Salsepareille,,Italie,,1 501,,,,33 490,
1422,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Salsepareille,,Genes,,4 815,,,,33 490,
1423,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Salsepareille,,Portugal,,9 110,,,,33 490,
1424,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,68,Sandarac,,Hollande,,,,,,18 891,
1425,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Sapins,,Danemark,,31 738,,,,48 758,
1426,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Sapins,,Hollande,,17 020,,,,48 758,
1427,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Sardines ; salées,,Portugal,,,,,,25 000,
1428,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saucissons ,,Italie,,6 966,,,,8 065,
1429,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saucissons ,,Genes,,1 099,,,,8 065,
1430,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saumon ; frais,,Flandre,,19 664,,,,222 580,
1431,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saumon ; salé,,Angleterre,,41 743,202 916,,,222 580,
1432,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saumon ; salé,,Danemark,,10 774,202 916,,,222 580,
1433,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saumon ; salé,,Espagne,,2 010,202 916,,,222 580,
1434,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saumon ; salé,,Flandre,,93 017,202 916,,,222 580,
1435,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saumon ; salé,,Hollande,,55 372,202 916,,,222 580,
1436,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Savon ; marbré,,,,,,,,10 344,No country specified
1437,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Saxafras,,Hollande,,,,,,1 152,
1438,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Scamonée,,Levant,,,,,,15 150,
1439,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Sçeaux ; de bois,,Hollande,,3 300,,,,5 670,
1440,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,69,Sçeaux ; de bois,,Savoye,,2 370,,,,5 670,
1441,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sel ; ammoniac,,Levant,,82 952,,,,105 630,
1442,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sel ; medecinal,,Naples,,10 839,12 759,,,105 630,
1443,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sel ; medecinal,,Nord,,1 920,12 759,,,105 630,
1444,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sel ; de saturne,,Hollande,,6 345,,,,105 630,
1445,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sel ; de verre,,Allemagne,,3 574,,,,105 630,
1446,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Semen ; contra,,Hollande,,,,,,3 318,
1447,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Semoule,,Italie,,1 080,,,,11 967,
1448,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Semoule,,Naples,,9 380,,,,11 967,
1449,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Semoule,,Levant,,1 507,,,,11 967,
1450,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sené,,Italie,,13 800,,,,179 137,
1451,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sené,,Levant,,165 337,,,,179 137,
1452,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sirop ; de capilaire,,Flandre,,1 851,13 906,,,17 094,
1453,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sirop ; de capilaire,,Isles,,12 055,13 906,,,17 094,
1454,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,70,Sirop ; melasse,,Isles,,3 188,,,,17 094,
1455,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soliveaux,,Nord,,4 640,,,,15 495,
1456,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soliveaux,,Russie,,5 900,,,,15 495,
1457,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soliveaux,,Suède,,4 955,,,,15 495,
1458,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Son,,Genes,,,,,,1 935,
1459,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soude,,Espagne,,2 549 744,,,,2 842 460,
1460,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soude,,Flandre,,86 146,,,,2 842 460,
1461,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soude,,Hollande,,31 987,,,,2 842 460,
1462,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soude,,Naples,,64 022,,,,2 842 460,
1463,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soude,,Levant,,106 361,,,,2 842 460,
1464,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soude,,Savoye,,4 200,,,,2 842 460,
1465,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Souffre,,Espagne,,34 500,,,,279 737,
1466,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Souffre,,Hollande,,7 850,,,,279 737,
1467,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Souffre,,Italie,,56 535,,,,279 737,
1468,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Souffre,,Naples,,180 852,,,,279 737,
1469,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Souliers,,Allemagne,,,,,,1 516,
1470,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; aprestée,,Suisse,,2 640,,,,15 915 164,
1471,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Espagne,,171 096,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1472,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Italie,,480 336,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1473,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Naples,,5 737 932,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1474,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Genes,,79 236,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1475,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Levant,,1 630 428,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1476,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Savoye,,164 940,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1477,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,71,Soye ; crüe,,Suisse,,412 352,3 676 320,,,15 915 164,This should be 8676320 instead of 3676320
1478,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Soye ; grise ?,,Savoye,,7 212 048,,,,15 915 164,
1479,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Soye ; fleurs ?,,Suisse,,21 896,,,,15 915 164,
1480,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Soye ; trame ?,,Suisse,,2 260,,,,15 915 164,
1481,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Soye ; de porc ?,,Hollande,,8 500,,,,47 225,
1482,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Soye ; de porc ?,,Nord,,38 725,,,,47 225,
1483,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Spermaceti,,Italie,,,,,,6 600,
1484,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Storax,,Levant,,,,,,19 912,
1485,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,72,Sublimé,,Hollande,,4 494,,,,24 244,
