Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks,
633,Fatima zahra,IIHS-122G,1774,Imports,30,Estampes,,,,,Angleterre,,"2 012,50",,20 125,,,,43 988,,
634,Fatima zahra,IIHS-122G,1774,Imports,30,Estampes,,,,,Espagne,,684,,4 104,,,,43 988,,
635,Fatima zahra,IIHS-122G,1774,Imports,30,Estampes,,,,,Flandre,,1 240,,12 490,,,,43 988,,
636,Fatima zahra,IIHS-122G,1774,Imports,30,Estampes,,,,,Savoye,,303,,1 806,,,,43 988,,
637,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Allemagne,,2 673,,2 404,616 252,,,648 953,,
638,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Angleterre,,574 228,,490 060,616 252,,,648 953,,
639,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Espagne,,3 020,,2 567,616 252,,,648 953,,
640,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Flandre,,42 205,,38 065,616 252,,,648 953,,
641,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Hollande,,45 128,,39 176,616 252,,,648 953,,
642,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Italie,,8 645,,6 483,616 252,,,648 953,,
643,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Nord,,37 889,,34 099,616 252,,,648 953,,
644,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; en blocs,,,,,Suisse,,3 398,,3 398,616 252,,,648 953,,
645,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; des Indes,,,,,Hollande,,23 310,,25 641,,,,648 953,,
646,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; de Melac,,,,,Hollande,,3 960,,4 356,,,,648 953,,
647,Fatima zahra,IIHS-122G,1774,Imports,30,Etaim ; vieux,,,,,Allemagne,,3 380,,2 704,,,,648 953,,
648,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Danemark,,"32,50",,1 300,531 420,2 279 035,,2 313 955,,
649,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Espagne,,"515,50",,20 620,531 420,2 279 035,,2 313 955,,
650,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Hollande,,129,,5 160,531 420,2 279 035,,2 313 955,,
651,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Italie,,2 014,,80 560,531 420,2 279 035,,2 313 955,,
652,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Naples,,2 530,,101 200,531 420,2 279 035,,2 313 955,,
653,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Genes,,4 540,,181 600,531 420,2 279 035,,2 313 955,,
654,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Venise,,"605,50",,24 220,531 420,2 279 035,,2 313 955,,
655,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Levant,,1 305,,52 200,531 420,2 279 035,,2 313 955,,
656,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Savoye,,1 254,,50 160,531 420,2 279 035,,2 313 955,,
657,Fatima zahra,IIHS-122G,1774,Imports,31,Etoffe ; de soye ; diverses,,,,,Suede,,360,,14 400,531 420,2 279 035,,2 313 955,,
658,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; des Indes,,,,,Nord,,248,,13 780,598 780,2 279 035,,2 313 955,,
659,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; des Indes,,,,,Indes,,3 900,,585 000,598 780,2 279 035,,2 313 955,,
660,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; de Levant,,,,,Levant,,6 269,,250 760,2 279 035,,,2 313 955,,
661,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; saun,,,,,Allemagne,,12 132,,484 880,532 370,2 279 035,,2 313 955,,
662,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; saun,,,,,Levant,,1 583,,47 490,532 370,2 279 035,,2 313 955,,
663,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; velour,,,,,Genes,,5 872,,293 600,302 000,2 279 035,,2 313 955,,
664,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; velour,,,,,Savoye,,21,,8 400,302 000,2 279 035,,2 313 955,,
665,Fatima zahra,IIHS-122G,1774,Imports,32,Etoffe ; de soye ; voile,,,,,Savoye,,1 415,,63 705,63 705,2 279 035,,2 313 955,nombre à virgule illisible,
666,Fatima zahra,IIHS-122G,1774,Imports,33,Etoffe ; meslées de soye,,,,,Hollande,,6 095,,30 475,30 475,,,2 313 955,,
667,Fatima zahra,IIHS-122G,1774,Imports,33,Etoffe ; de coton ; colonne,,,,,Levant,,41,,1 640,1 640,,,2 313 955,,
668,Fatima zahra,IIHS-122G,1774,Imports,33,Etoffe ; d'herbes,,,,,Levant,,187,,2 805,,,,2 313 955,,
669,Fatima zahra,IIHS-122G,1774,Imports,34,Etoupes ,,,,,Italie,,6 120,,1 224,,,,,,
670,Fatima zahra,IIHS-122G,1774,Imports,34,Extrait de genievre,,,,,Hollande,,3 296,,4 944,,,,,,
671,Fatima zahra,IIHS-122G,1774,Imports,34,Farine,,,,,Angleterre,,10 145 215,,1 516 883,,,,1 533 299,,
672,Fatima zahra,IIHS-122G,1774,Imports,34,Farine,,,,,Espagne,,20 000,,6 000,,,,1 533 299,,
673,Fatima zahra,IIHS-122G,1774,Imports,34,Farine,,,,,Hollande,,41 667,,10 416,,,,1 533 299,,
674,Fatima zahra,IIHS-122G,1774,Imports,34,Faulx à faucher,,,,,Hollande,,6 400,,3 200,,,,43 361,,
675,Fatima zahra,IIHS-122G,1774,Imports,34,Faulx à faucher,,,,,Levant,,9 934,,2 458,,,,43 361,,
676,Fatima zahra,IIHS-122G,1774,Imports,34,Faulx à faucher,,,,,Nord,,58 295,,34 975,,,,43 361,,
677,Fatima zahra,IIHS-122G,1774,Imports,34,Faulx à faucher,,,,,Suisse,,5 456,,2 728,,,,43 361,,
678,Fatima zahra,IIHS-122G,1774,Imports,34,Fayance,,,,,Allemagne,,304 275,,77 435,,,,80 914,,
679,Fatima zahra,IIHS-122G,1774,Imports,34,Fayance,,,,,Hollande,,3 858,,1 929,,,,80 914,,
680,Fatima zahra,IIHS-122G,1774,Imports,34,Fayance,,,,,Italie,,3 100,,1 550,,,,80 914,,
681,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en ancres,,,,,Espagne,,408 515,,115 723,157 577,,,4 883 444,,
682,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en ancres,,,,,Hollande,,5 765,,1 579,157 577,,,4 883 444,,
683,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en ancres,,,,,Genes,,220 000,,22 000,157 577,,,4 883 444,,
684,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en ancres,,,,,Suede,,55 922,,18 275,157 577,,,4 883 444,,
685,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Allemagne,,2 208 065,,277 460,3 728 145,,,4 883 444,,
686,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Danemark,,632 021,,96 362,3 728 145,,,4 883 444,,
687,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Espagne,,6 247 590,,1 021 760,3 728 145,,,4 883 444,,
688,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Flandre,,89 075,,13 361,3 728 145,,,4 883 444,,
689,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Hollande,,2 118 112,,331 891,3 728 145,,,4 883 444,,
690,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Italie,,50 200,,7 530,3 728 145,,,4 883 444,,
691,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Genes,,229 360,,80 276,3 728 145,,,4 883 444,,
692,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Nord,,1 342 702,,225 553,3 728 145,,,4 883 444,,
693,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Russie,,3 757 487,,614 918,3 728 145,,,4 883 444,,
694,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Savoye,,204 062,,30 687,3 728 145,,,4 883 444,,
695,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Suede,,5 130 535,,1 026 107,3 728 145,,,4 883 444,,
696,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en barres,,,,,Suisse,,12 800,,2 240,3 728 145,,,4 883 444,,
697,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en batterie,,,,,Allemagne,,888 100,,211 773,,,,4 883 444,,
698,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; battu,,,,,Flandre,,7 018,,1 754,,,,4 883 444,,
699,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Allemagne,,53 083,,13 521,344 166,,,4 883 444,,
700,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Flandre,,148,,16 270,344 166,,,4 883 444,,
701,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Hollande,,980,,,344 166,,,4 883 444,,
702,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Hollande,,77 468,,163 946,344 166,,,4 883 444,,
703,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Nord,,"1 466,66",,146 634,344 166,,,4 883 444,,
704,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Savoye,,2 650,,1 590,344 166,,,4 883 444,,
705,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; blanc,,,,,Suede,,3 675,,2 205,344 166,,,4 883 444,,
706,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en casses,,,,,Suisse,,20 200,,4 040,,,,4 883 444,,
707,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en cercles,,,,,Espagne,,42 000,,13 650,66 172,,,4 883 444,,
708,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en cercles,,,,,Hollande,,164 183,,40 714,66 172,,,4 883 444,,
709,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en cercles,,,,,Genes,,9 300,,2 325,66 172,,,4 883 444,,
710,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en cercles,,,,,Nord,,31 610,,9 483,66 172,,,4 883 444,,
711,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; coulé,,,,,Allemagne,,836 215,,93 974,106 185,,,4 883 444,,
712,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; coulé,,,,,Espagne,,14 700,,1 430,106 185,,,4 883 444,,
713,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; coulé,,,,,Flandre,,93 100,,9 310,106 185,,,4 883 444,,
714,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; coulé,,,,,Nord,,5 887,,1 471,106 185,,,4 883 444,,
715,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en enclumes,,,,,Hollande,,12 293,,4 917,,,,4 883 444,,
716,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; en essieux,,,,,Nord,,3 780,,1 323,,,,4 883 444,,
717,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; noir,,,,,Allemagne,,16 777,,4 193,16 858,,,4 883 444,,
718,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; noir,,,,,Nord,,46 250,,4 625,16 858,,,4 883 444,,
719,Fatima zahra,IIHS-122G,1774,Imports,36,Fer ; noir,,,,,Suede,,32 160,,8 040,16 858,,,4 883 444,,
720,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; ouvré,,,,,Geneve,,8 765,,2 629,79 786,,,4 883 444,,
721,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; ouvré,,,,,Hollande,,83 463,,22 928,79 786,,,4 883 444,,
722,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; ouvré,,,,,Venise,,177 190,,44 297,79 786,,,4 883 444,,
723,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; ouvré,,,,,Savoye,,9 889,,2 472,79 786,,,4 883 444,,
724,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; ouvré,,,,,Suede,,29 840,,7 460,79 786,,,4 883 444,,
725,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en plaques,,,,,Hollande,,44 334,,5 768,26 258,,,4 883 444,,
726,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en plaques,,,,,Nord,,6 830,,20 490,26 258,,,4 883 444,,
727,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en platines,,,,,Flandre,,111 110,,33 333,,,,4 883 444,,
728,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en platte,,,,,Hollande,,192,,1 152,,,,4 883 444,,
729,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en perles à frire,,,,,Hollande,,49 552,,17 820,,,,4 883 444,,
730,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en potterie,,,,,Flandre,,27 100,,2 710,,,,4 883 444,,
731,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en taule,,,,,Danemark,,12 585,,3 146,74 500,,,4 883 444,,
732,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en taule,,,,,Flandre,,19 225,,5 006,74 500,,,4 883 444,,
733,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en taule,,,,,Hollande,,66 189,,26 745,74 500,,,4 883 444,,
734,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en taule,,,,,Nord,,7 370,,1 842,74 500,,,4 883 444,,
735,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; en taule,,,,,Suede,,134 270,,37 761,74 500,,,4 883 444,,
736,Fatima zahra,IIHS-122G,1774,Imports,37,Fer ; vieux,,,,,Hollande,,99 500,,4 975,,,,4 883 444,,
737,Fatima zahra,IIHS-122G,1774,Imports,37,Ficelle,,,,,Genes,,2 700,,1 350,,,,4 627,,
738,Fatima zahra,IIHS-122G,1774,Imports,37,Ficelle,,,,,Levant,,6 554,,3 277,,,,4 627,,
739,Fatima zahra,IIHS-122G,1774,Imports,37,Fideau,,,,,Italie,,14 100,,3 525,,,,,,
740,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; de canette,,,,,Hollande,,50 000,,50 000,,,,2 843 862,,
741,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; blanc,,,,,Flandre,,170 528,,511 584,986 539,,,2 843 862,,
742,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; blanc,,,,,Hollande,,228 029,,468 235,986 539,,,2 843 862,,
743,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; blanc,,,,,Italie,,1 620,,3 240,986 539,,,2 843 862,,
744,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; blanc,,,,,Genes,,1 020,,2 040,986 539,,,2 843 862,,
745,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; blanc,,,,,Nord,,720,,1 440,986 539,,,2 843 862,,
746,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; de couleur,,,,,Flandre,,20 249,,50 617,,,,2 843 862,,
747,Fatima zahra,IIHS-122G,1774,Imports,37,Fil ; à coudre ; épinal,,,,,Flandre,,1 605,,4 012,,,,2 843 862,,
748,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de chanvre,,,,,Allemagne,,9 037,,9 649,12 202,,,2 843 862,,
749,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de chanvre,,,,,Savoye,,3 404,,2 553,12 202,,,2 843 862,,
750,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de chevre,,,,,Allemagne,,800,,2 000,1 437 926,,,2 843 862,,
751,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de chevre,,,,,Espagne,,39 386,,119 958,1 437 926,,,2 843 862,,
752,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de chevre,,,,,Flandre,,587,,3 522,1 437 926,,,2 843 862,,
753,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de chevre,,,,,Levant,,437 482,,1 312 446,1 437 926,,,2 843 862,,
754,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; à dentelle,,,,,Flandre,,"119,50",,3 240,,,,2 843 862,,
755,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; d'etoupes,,,,,Allemagne,,10 839,,6 081,,,,2 843 862,,
756,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de lin ; blanc ,,,,,Allemagne,,113 718,,171 756,193 116,293 245,,2 843 862,,
757,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de lin ; blanc ,,,,,Nord,,7 120,,21 360,193 116,293 245,,2 843 862,,
758,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de lin ; retord,,,,,Allemagne,,100 129,,100 129,293 245,,,2 843 862,,
759,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de fer,,,,,Allemagne,,37 873,,15 615,132 219,,,1 543 948,,
760,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de fer,,,,,Flandre,,2 364,,1 182,132 219,,,1 543 948,,
761,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de fer,,,,,Hollande,,88 330,,40 860,132 219,,,1 543 948,,
762,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de fer,,,,,Suisse,,186 405,,74 562,132 219,,,1 543 948,,
763,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de leton,,,,,Allemagne,,187 598,,243 875,1 411 729,,,1 543 948,,
764,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de leton,,,,,Hollande,,57 292,,89 176,1 411 729,,,1 543 948,,
765,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de leton,,,,,Nord,,50 088,,70 123,1 411 729,,,1 543 948,,
766,Fatima zahra,IIHS-122G,1774,Imports,38,Fil ; de leton,,,,,Suede,,720 397,,1 008 555,1 411 729,,,1 543 948,,
767,Fatima zahra,IIHS-122G,1774,Imports,38,Filets ; d'espars,,,,,Espagne,,1 109,,44 361,46 251,,,54 771,,
768,Fatima zahra,IIHS-122G,1774,Imports,38,Filets ; d'espars,,,,,Savoye,,270,,1 890,46 251,,,54 771,,
769,Fatima zahra,IIHS-122G,1774,Imports,38,Filets ; à sardineaux,,,,,Genes,,163,,6 520,8 520,,,54 771,,
770,Fatima zahra,IIHS-122G,1774,Imports,38,Filets ; à sardineaux,,,,,Savoye,,50,,2 000,8 520,,,54 771,,
771,Fatima zahra,IIHS-122G,1774,Imports,38,Filozelle,,,,,Suisse,,72 939,,583 512,,,,,,
772,Fatima zahra,IIHS-122G,1774,Imports,38,Flambeaux,,,,,Naples,,2 200,,4 400,,,,,,
773,Fatima zahra,IIHS-122G,1774,Imports,38,Fleurs ; artificielles,,,,,Genes,,1 710,,85 500,96 620,,,102 579,,
774,Fatima zahra,IIHS-122G,1774,Imports,38,Fleurs ; artificielles,,,,,Savoye,,255,,4 170,96 620,,,102 579,,
775,Fatima zahra,IIHS-122G,1774,Imports,38,Fleurs ; artificielles,,,,,Suisse,,139,,6 950,96 620,,,102 579,,
776,Fatima zahra,IIHS-122G,1774,Imports,38,Fleurs ; d'aspic,,,,,Italie,,3 845,,2 307,,,,102 579,,
777,Fatima zahra,IIHS-122G,1774,Imports,38,Fleurs ; d'oranger,,,,,Italie,,4 870,,3 652,,,,102 579,,
778,Fatima zahra,IIHS-122G,1774,Imports,38,Foin,,,,,Allemagne,,249,,8 350,,,,,,
779,Fatima zahra,IIHS-122G,1774,Imports,39,Folicule de sené,,,,,Italie,,1 000,,5 000,,,,9 675,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Folicule de sené,,,,,Levant,,935,,4 675,,,,9 675,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fourure de soye,,,,,Levant,,4 100,,6 150,,,,,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Allemagne,,32 576,,10 936,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Angleterre,,14 765,,4 429,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Flandre,,9 143,,2 742,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Italie,,16 390,,5 057,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Genes,,116 210,,34 863,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Levant,,50 000,,15 000,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Nord,,45 360,,13 727,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; communs,,,,,Savoye,,451 423,,120 805,207 559,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; de Grayeres,,,,,Geneve,,121 690,,42 591,1 006 213,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; de Grayeres,,,,,Suisse,,2 753 208,,963 622,1 006 213,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fromage ; d'hollande,,,,,Hollande,,12 051 921,,4 526 545,,,,5 740 317,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; crus,,,,,Genes,,286 267,,14 313,38 008,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; crus,,,,,Savoye,,118 475,,23 695,38 008,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Allemagne,,14 455,,2 485,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Espagne,,1 936 538,,374 928,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Flandre,,130 600,,19 590,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Hollande,,10 860,,1 900,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Italie,,452 510,,67 887,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Naples,,465 000,,71 000,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Genes,,254 900,,36 772,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Levant,,386 130,,75 535,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Portugal,,639 050,,64 480,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fruits ; secs,,,,,Savoye,,124 850,,6 333,720 910,,,758 918,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Futailles,,,,,Italie,,1 518,,7 590,,,,11 556,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Futailles,,,,,Nord,,661,,3 966,,,,11 556,,
780,Fatima zahra,IIHS-122G,1774,Imports,39,Fuzeaux,,,,,Allemagne,,116,,5 703,,,,,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Galles,,,,,Venise,,35 466,,31 919,,,,242 301,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Galles,,,,,Levant,,490 107,,196 042,,,,242 301,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Galles,,,,,Savoye,,47 803,,14 340,,,,242 301,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Garance,,,,,Allemagne,,1 571,,1 087,,,,616 072,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Garance,,,,,Flandre,,2 770,,1 662,,,,616 072,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Garance,,,,,Hollande,,1 132 088,,601 563,,,,616 072,,
780,Fatima zahra,IIHS-122G,1774,Imports,40,Garance,,,,,Nord,,23 520,,11 760,,,,616 072,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Geroffle,,,,,Hollande,,55 063,,548 557,,,,577 757,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Geroffle,,,,,Genes,,400,,4 000,,,,577 757,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Geroffle,,,,,Nord,,2 520,,25 200,,,,577 757,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gibier,,,,,Savoye,,1 311,,1 311,,,,,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gingembre,,,,,Angleterre,,10 960,,3 839,,,,20 479,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gingembre,,,,,Isles,,55 467,,16 640,,,,20 479,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; adragant,,,,,Levant,,64 439,,96 658,,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; d'amandier,,,,,Naples,,36 700,,3 670,,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; arabique,,,,,Levant,,66 330,,39 798,,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; de cedre,,,,,Hollande,,21 621,,26 517,28 129,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; de cedre,,,,,Nord,,2 016,,1 612,28 129,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; copale,,,,,Espagne,,920,,2 760,24 180,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; copale,,,,,Italie,,670,,2 010,24 180,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; copale,,,,,Naples,,800,,2 400,24 180,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; copale,,,,,Levant,,5 670,,17 010,24 180,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; élemi,,,,,Levant,,5 400,,3 240,,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,41,Gomme ; geda,,,,,Levant,,6 530,,8 840,,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,42,Gomme ; quile,,,,,Levant,,1 800,,5 400,,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,42,Gomme ; brique,,,,,Hollande,,2 323,,3 334,9 034,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,42,Gomme ; brique,,,,,Indes,,3 800,,5 700,9 034,,,353 960,,
780,Fatima zahra,IIHS-122G,1774,Imports,42,Gomme ; sandrrac,,,,,Levant,,5 104,,7 656,13 056,,,353 960,,
