Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Saadia Mai,122E,1771,57,Jalap,Espagne,12 890,20 930,,,31 655,
Saadia Mai,122E,1771,57,Jalap,Genes,7 150,10 725,,,31 655,
Saadia Mai,122E,1771,57,Jambons,Allemagne,5 726,3 149,,,10 873,
Saadia Mai,122E,1771,57,Jambons,Espagne,3 074,2 028,,,10 873,
Saadia Mai,122E,1771,57,Jambons,Hollande,8 375,5 696,,,10 873,
Saadia Mai,122E,1771,57,Jaune de Naples,Italie,7 420,5 565,,,17 175,
Saadia Mai,122E,1771,57,Jaune de Naples,Naples,15 480,11 610,,,17 175,
Saadia Mai,122E,1771,58,Inde fine,Hollande,3 263,3 222,,,,
Saadia Mai,122E,1771,58,Indigo,Espagne,51 300,503 419,,,27 724 722,
Saadia Mai,122E,1771,58,Indigo,Hollande,10 717,104 258,,,27 724 722,
Saadia Mai,122E,1771,58,Indigo,Italie,5 663,45 304,,,27 724 722,
Saadia Mai,122E,1771,58,Indigo,Venise,605,2 420,,,27 724 722,
Saadia Mai,122E,1771,58,Indigo,Portugal,9 123,36 492,,,27 724 722,
Saadia Mai,122E,1771,58,Indigo,Savoye,1 745,6 980,,,27 724 722,
Saadia Mai,122E,1771,58,Indigo,Isles,4 348 869,27 025 849,,,27 724 722,
Saadia Mai,122E,1771,58,Instruments; de xxx,Flandre,270,1 350,,,143 331,
Saadia Mai,122E,1771,58,Instruments; de musique,Allemagne,9 110,87 451,141 981,,143 331,
Saadia Mai,122E,1771,58,Instruments; de musique,Angleterre,2 853,54 530,141 981,,143 331,
Saadia Mai,122E,1771,58,Ionce,Flandre,25 550,5 110,,,25 110,
Saadia Mai,122E,1771,58,Ionce,Indes,250,20 000,,,25 110,
Saadia Mai,122E,1771,58,Ipecacuanna,Genes,1 885,9 425,,,,
Saadia Mai,122E,1771,58,Iris,Italie,27 460,13 730,,,,
Saadia Mai,122E,1771,58,Jus; de citron,Espagne,50 000,20 000,52 456,,255 097,
Saadia Mai,122E,1771,58,Jus; de citron,Naples,92 600,27 780,52 456,,255 097,
Saadia Mai,122E,1771,58,Jus; de citron,Genes,9 650,2 980,52 456,,255 097,
Saadia Mai,122E,1771,58,Jus; de citron,Isles,3 393,1 696,52 456,,255 097,
Saadia Mai,122E,1771,58,Jus; de reglisse,Espagne,66 700,23 345,202 641,,255 097,
Saadia Mai,122E,1771,58,Jus; de reglisse,Italie,28 075,9 826,202 641,,255 097,
Saadia Mai,122E,1771,58,Jus; de reglisse,Naples,424 200,148 470,202 641,,255 097,
Saadia Mai,122E,1771,58,Jus; de reglisse,Venise,60 000,21 000,202 641,,255 097,
Saadia Mai,122E,1771,58,Lacque platte,Flandre,900,1 350,,,10 140,
Saadia Mai,122E,1771,58,Lacque platte,Genes,1 860,2 790,,,10 140,
Saadia Mai,122E,1771,58,Lacque platte,Venise,4 000,6 000,,,10 140,
Saadia Mai,122E,1771,59,Laine; d'Allemagne,Nord,585 395,585 395,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; brutte,Espagne,5 269,5 269,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; de carmenie,Espagne,662,5 296,23 736,,12 673 667,
Saadia Mai,122E,1771,59,Laine; de carmenie,Hollande,2 305,18 440,23 736,,12 673 667,
Saadia Mai,122E,1771,59,Laine; de chevron,Levant,179 727,269 590,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; commune,Savoye,47 500,47 500,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; d'Espagne,Espagne,1 049 871,3 663 869,3 676 119,,12 673 667,
Saadia Mai,122E,1771,59,Laine; d'Espagne,Portugal,3 500,12 250,3 676 119,,12 673 667,
Saadia Mai,122E,1771,59,Laine; filée,Angleterre,3 987,13 954,15 554,,12 673 667,
Saadia Mai,122E,1771,59,Laine; filée,Espagne,400,1 600,15 554,,12 673 667,
Saadia Mai,122E,1771,59,Laine; lavée,Hollande,820,1 662,1 900 383,,12 673 667,
Saadia Mai,122E,1771,59,Laine; lavée,Italie,161 850,176 676,1 900 383,,12 673 667,
Saadia Mai,122E,1771,59,Laine; lavée,Naples,262 350,288 585,1 900 383,,12 673 667,
Saadia Mai,122E,1771,59,Laine; lavée,Genes,27 160,29 876,1 900 383,,12 673 667,
Saadia Mai,122E,1771,59,Laine; lavée,Venise,27 400,30 140,1 900 383,,12 673 667,
Saadia Mai,122E,1771,59,Laine; lavée,Levant,1 248 586,1 373 444,1 900 383,,12 673 667,
Saadia Mai,122E,1771,59,Laine; du Nord,Danemark,1 000,1 000,7 950,,12 673 667,
Saadia Mai,122E,1771,59,Laine; du Nord,Hollande,4 700,4 700,7 950,,12 673 667,
Saadia Mai,122E,1771,59,Laine; du Nord,Nord,1 800,2 250,7 950,,12 673 667,
Saadia Mai,122E,1771,59,Laine; peignée,Allemagne,3 538,7 076,1 786 576,,12 673 667,
Saadia Mai,122E,1771,59,Laine; peignée,Angleterre,19 000,36 100,1 786 576,,12 673 667,
Saadia Mai,122E,1771,59,Laine; peignée,Espagne,871 700,1 743 400,1 786 576,,12 673 667,
Saadia Mai,122E,1771,59,Laine; pelade,Savoye,3 800,3 520,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; de Portugal,Portugal,11 325,33 975,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; de Segovie,Espagne,443 335,709 336,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; en suin,Hollande,6 298,6 298,36 182,,12 673 667,
Saadia Mai,122E,1771,59,Laine; en suin,Nord,29 884,29 884,36 182,,12 673 667,
Saadia Mai,122E,1771,59,Laine; surge,Espagne,550 985,550 985,3 404 772,,12 673 667,
Saadia Mai,122E,1771,59,Laine; surge,Hollande,11 475,10 327,3 404 772,,12 673 667,
Saadia Mai,122E,1771,59,Laine; surge,Genes,2 000,1 800,3 404 772,,12 673 667,
Saadia Mai,122E,1771,59,Laine; surge,Levant,3 157 401,2 841 660,3 404 772,,12 673 667,
Saadia Mai,122E,1771,59,Laine; en toison,Angleterre,23 329,58 322,,,12 673 667,
Saadia Mai,122E,1771,59,Laine; de vigogne,Espagne,12 756,109 488,,,12 673 667,
Saadia Mai,122E,1771,59,Langues; salées,Angleterre,19 093,5 028,,,14 786,
Saadia Mai,122E,1771,59,Langues; de morues,Angleterre,62,,,,14 786,
Saadia Mai,122E,1771,59,Langues; de morues,Angleterre,78 984,9 758,,,14 786,2 qtités pour Angleterre
Saadia Mai,122E,1771,59,Lapis lazuli,Hollande,,,,,,
Saadia Mai,122E,1771,60,Lard,Angleterre,91 353,45 676,,,54 586,
Saadia Mai,122E,1771,60,Lard,Italie,6 170,3 085,,,54 586,
Saadia Mai,122E,1771,60,Lard,Naples,2 650,1 325,,,54 586,
Saadia Mai,122E,1771,60,Lard,Genes,9 000,4 500,,,54 586,
Saadia Mai,122E,1771,60,Lattes,Allemagne,573 660,14 241,,,,
Saadia Mai,122E,1771,60,Legumes,Allemagne,56 800,13 230,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Angleterre,751,9 015,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Espagne,90,1 080,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Hollande,2 311 010,163 717,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Italie,25 946,321 353,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Naples,25 139,301 675,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Genes,233 895,35 084,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Venise,153 880,15 388,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Levant,22 773,273 280,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Nord,82 500,7 885,,,1 172 239,
Saadia Mai,122E,1771,60,Legumes,Savoye,249 888,30 532,,,1 172 239,
Saadia Mai,122E,1771,60,Leton; brun,Naples,2 480,1 860,,,46 874,
Saadia Mai,122E,1771,60,Leton; ouvré,Allemagne,23 556,35 501,45 014,,46 874,
Saadia Mai,122E,1771,60,Leton; ouvré,Hollande,6 795,9 513,45 014,,46 874,
Saadia Mai,122E,1771,60,Librairie,Hollande,33 025,66 050,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Italie,13 200,26 400,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Naples,5 930,11 860,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Genes,5 000,10 000,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Venise,6 800,13 600,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Levant,1 320,2 640,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Savoye,15 883,31 766,,,186 486,
Saadia Mai,122E,1771,60,Librairie,Suisse,12 085,24 170,,,186 486,
Saadia Mai,122E,1771,60,Liege,Espagne,760 052,86 536,,,88 812,
Saadia Mai,122E,1771,60,Liege,Portugal,11 380,2 276,,,88 812,
Saadia Mai,122E,1771,61,Limes,Flandre,670,1 005,,,57 780,
Saadia Mai,122E,1771,61,Limes,Hollande,64 234,46 938,,,57 780,
Saadia Mai,122E,1771,61,Limes,Nord,11 698,8 343,,,57 780,
Saadia Mai,122E,1771,61,Limes,Suisse,1 660,1 494,,,57 780,
Saadia Mai,122E,1771,61,Lin; cru,Flandre,38 395,28 795,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Hollande,110 295,57 177,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Italie,3 050,1 830,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Genes,26 000,15 600,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Levant,506 580,303 948,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Nord,159 040,79 885,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Russie,2 915,1 166,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; cru,Suede,5 100,2 040,490 441,,532 246,
Saadia Mai,122E,1771,61,Lin; peignée,Hollande,4 300,3 224,,,532 246,
Saadia Mai,122E,1771,61,Lin; en pelottes,Flandre,44 659,35 727,,,532 246,
Saadia Mai,122E,1771,61,Lin; en rames,Hollande,10 979,2 854,,,532 246,
Saadia Mai,122E,1771,61,Lingerie,Allemagne,1 204,1 378,,,,
Saadia Mai,122E,1771,61,Liqueurs,Allemagne,29 436,58 526,,,98 523,
Saadia Mai,122E,1771,61,Liqueurs,Italie,5 710,5 710,,,98 523,
Saadia Mai,122E,1771,61,Liqueurs,Genes,2 520,2 520,,,98 523,
Saadia Mai,122E,1771,61,Liqueurs,Venise,4 520,4 520,,,98 523,
Saadia Mai,122E,1771,61,Liqueurs,Levant,1 200,1 200,,,98 523,
Saadia Mai,122E,1771,61,Liqueurs,Savoye,11 280,11 280,,,98 523,
Saadia Mai,122E,1771,61,Liqueurs,Isles,11 579,14 767,,,98 523,
Saadia Mai,122E,1771,61,Litarge,Flandre,59 564,13 348,,,36 299,
Saadia Mai,122E,1771,61,Litarge,Hollande,75 814,17 871,,,36 299,
Saadia Mai,122E,1771,61,Litarge,Savoye,25 400,5 080,,,36 299,
Saadia Mai,122E,1771,61,Livres en blanc,Flandre,6 155,7 693,,,,
Saadia Mai,122E,1771,61,Lunettes,Savoye,110,1 100,,,,
Saadia Mai,122E,1771,62,Lustres,Genes,8 700,13 050,,,56 331,
Saadia Mai,122E,1771,62,Lustres,Venise,21 980,32 970,,,56 331,
Saadia Mai,122E,1771,62,Lustres,Levant,5 874,8 811,,,56 331,
Saadia Mai,122E,1771,62,Lustres,Savoye,1 000,1 500,,,56 331,
Saadia Mai,122E,1771,62,Macis,Hollande,194,1 940,,,,
Saadia Mai,122E,1771,62,Maniquette,Isles,5 225,5 225,,,,
Saadia Mai,122E,1771,62,Mane,Hollande,937,1 405,,,989 579,
Saadia Mai,122E,1771,62,Mane,Italie,126 106,220 910,,,989 579,
Saadia Mai,122E,1771,62,Mane,Naples,366 415,641 226,,,989 579,
Saadia Mai,122E,1771,62,Mane,Genes,39 832,69 706,,,989 579,
Saadia Mai,122E,1771,62,Mane,Venise,26 440,46 270,,,989 579,
Saadia Mai,122E,1771,62,Mane,Levant,750,1 312,,,989 579,
Saadia Mai,122E,1771,62,Mane,Savoye,5 000,8 750,,,989 579,
Saadia Mai,122E,1771,62,Maquereaux,Danemark,169 525,25 428,,,,
Saadia Mai,122E,1771,62,Marbre; brut,Allemagne,2 342,2 927,,,489 857,
Saadia Mai,122E,1771,62,Marbre; ouvré,Italie,78 610,235 830,486 930,,489 857,
Saadia Mai,122E,1771,62,Marbre; ouvré,Naples,6 100,18 300,486 930,,489 857,
Saadia Mai,122E,1771,62,Marbre; ouvré,Genes,73 200,219 600,486 930,,489 857,
Saadia Mai,122E,1771,62,Marbre; ouvré,Venise,3 600,10 800,486 930,,489 857,
Saadia Mai,122E,1771,62,Marbre; ouvré,Savoye,800,2 400,486 930,,489 857,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Allemagne,,84 948,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Angleterre,,82 022,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Danemark,,11 079,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Espagne,,136 876,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Flandre,,51 102,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Geneve,,23 547,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Hollande,,84 924,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Italie,,22 662,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Naples,,14 544,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Genes,,20 817,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Venise,,6 030,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Levant,,15 784,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Nord,,22 222,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Portugal,,4 370,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Russie,,2 361,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Savoye,,47 814,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Suede,,10 210,667 191,,671 881,
Saadia Mai,122E,1771,62,Marchandises; à l'estimation,Suisse,,21 001,667 191,,671 881,
Saadia Mai,122E,1771,64,Marchandises; à l'estimation,Isles,,4 878,667 191,,671 881,
Saadia Mai,122E,1771,64,Marchandises; de mode,Allemagne,,4 690,,,671 881,
Saadia Mai,122E,1771,64,Mastic,Levant,1 670,5 010,,,,
Saadia Mai,122E,1771,64,Mats,Danemark,826,13 906,,,111 548,
Saadia Mai,122E,1771,64,Mats,Hollande,417,20 850,,,111 548,
Saadia Mai,122E,1771,64,Mats,Nord,191,4 792,,,111 548,
Saadia Mai,122E,1771,64,Mats,Russie,458,30 800,,,111 548,
Saadia Mai,122E,1771,64,Mats,Suede,83,41 200,,,111 548,
Saadia Mai,122E,1771,64,Mercerie,Allemagne,167 577,662 238,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Angleterre,1 050,4 200,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Espagne,7 795,16 172,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Flandre,70 647,176 616,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Geneve,1 380,4 141,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Hollande,164 452,339 262,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Italie,14 085,49 297,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Naples,1 100,3 850,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Genes,14 035,49 122,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Venise,1 875,6 562,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Nord,172 266,327 757,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Portugal,1 150,4 600,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Savoye,17 870,58 511,,,1 738 558,
Saadia Mai,122E,1771,64,Mercerie,Suisse,10 410,36 230,,,1 738 558,
Saadia Mai,122E,1771,64,Metal; d'horloger,Flandre,300,15 000,,,15 000,
Saadia Mai,122E,1771,65,Meubles,Allemagne,,7 244,,,14 896,
Saadia Mai,122E,1771,65,Meubles,Flandre,,7 652,,,14 896,
Saadia Mai,122E,1771,65,Meules; à éguiser,Allemagne,197,4 420,93 675,,109 045,
Saadia Mai,122E,1771,65,Meules; à éguiser,Angleterre,16 802,68 206,93 675,,109 045,
Saadia Mai,122E,1771,65,Meules; à éguiser,Espagne,14 888,18 672,93 675,,109 045,
Saadia Mai,122E,1771,65,Meules; à éguiser,Flandre,99,2 377,93 675,,109 045,
Saadia Mai,122E,1771,65,Meules; à moulin,Allemagne,81,3 220,15 370,,109 045,
Saadia Mai,122E,1771,65,Meules; à moulin,Angleterre,644,12 150,15 370,,109 045,
Saadia Mai,122E,1771,65,Millet grais,Italie,514,9 252,,,12 708,
Saadia Mai,122E,1771,65,Millet grais,Levant,192,3 456,,,12 708,
Saadia Mai,122E,1771,65,Mine; mine de fer,Espagne,60 000,9 000,,,113 225,
Saadia Mai,122E,1771,65,Mine; mine de plomb,Allemagne,7 552,1 888,104 225,,113 225,
Saadia Mai,122E,1771,65,Mine; mine de plomb,Angleterre,12 435,2 487,104 225,,113 225,
Saadia Mai,122E,1771,65,Mine; mine de plomb,Flandre,338 280,67 883,104 225,,113 225,
Saadia Mai,122E,1771,65,Mine; mine de plomb,Hollande,158 911,31 967,104 225,,113 225,
Saadia Mai,122E,1771,65,Minium,Hollande,4 800,1 200,,,,
Saadia Mai,122E,1771,65,Miny,Hollande,18 095,3 619,,,4 905,
Saadia Mai,122E,1771,65,Miny,Genes,6 432,1 286,,,4 905,
Saadia Mai,122E,1771,65,Mortiers de marbre,Italie,692,1 038,,,3 342,
Saadia Mai,122E,1771,65,Mortiers de marbre,Genes,1 536,2 304,,,3 342,
Saadia Mai,122E,1771,65,Morüe; sêche,Hollande,139 722,21 787,3 103 609,,3 565 374,
Saadia Mai,122E,1771,65,Morüe; sêche,Italie,13 470,1 347,3 103 609,,3 565 374,
Saadia Mai,122E,1771,65,Morüe; sêche,Nord,412 500,84 975,3 103 609,,3 565 374,
Saadia Mai,122E,1771,65,Morüe; sêche,Isles,13 705 000,2 995 500,3 103 609,,3 565 374,
Saadia Mai,122E,1771,65,Morüe; verte,Angleterre,189 493,378 986,461 765,,3 565 374,
Saadia Mai,122E,1771,65,Morüe; verte,Flandre,56,3 524,461 765,,3 565 374,
Saadia Mai,122E,1771,65,Morüe; verte,Isles,396 275,79 255,461 765,,3 565 374,
Saadia Mai,122E,1771,65,Mouchoirs; de Bengal,Indes,5 949,237 960,,,529 296,
Saadia Mai,122E,1771,65,Mouchoirs; de coton,Naples,175,3 500,32 816,,529 296,
Saadia Mai,122E,1771,65,Mouchoirs; de coton,Genes,2 443,29 316,32 816,,529 296,
Saadia Mai,122E,1771,65,Mouchoirs; de Romale,Hollande,300,5 700,,,529 296,
Saadia Mai,122E,1771,65,Mouchoirs; de soye,Espagne,8 866,248 248,252 820,,529 296,
Saadia Mai,122E,1771,65,Mouchoirs; de soye,Naples,80,2 880,252 820,,529 296,
Saadia Mai,122E,1771,65,Mouchoirs; de soye,Genes,47,1 692,252 820,,529 296,
Saadia Mai,122E,1771,65,Moulins; à caffé,Hollande,3 137,8 266,,,8 266,
Saadia Mai,122E,1771,65,Mousseline,Levant,286,11 440,,,,
Saadia Mai,122E,1771,65,Moutons,Allemagne,13 330,105 540,,,228 650,
Saadia Mai,122E,1771,65,Moutons,Espagne,950,6 650,,,228 650,
Saadia Mai,122E,1771,65,Moutons,Flandre,3 163,36 792,,,228 650,
Saadia Mai,122E,1771,65,Moutons,Savoye,13 119,79 668,,,228 650,
Saadia Mai,122E,1771,65,Mules et mulets,Espagne,9,4 500,,,58 900,
Saadia Mai,122E,1771,65,Mules et mulets,Savoye,680,54 400,,,58 900,
Saadia Mai,122E,1771,66,Musc,Hollande,7,1 078,,,,
Saadia Mai,122E,1771,66,Muscades,Hollande,16 488,138 127,,,142 087,
Saadia Mai,122E,1771,66,Muscades,Levant,495,3 960,,,142 087,
Saadia Mai,122E,1771,66,Nattes,Espagne,91,1 381,,,14 161,
Saadia Mai,122E,1771,66,Nattes,Hollande,1 278,12 780,,,14 161,
Saadia Mai,122E,1771,66,Noir de fumée,Allemagne,15 646,7 823,,,,
Saadia Mai,122E,1771,66,Noix vonaques,Hollande,1 975,3 390,,,,
Saadia Mai,122E,1771,66,Ocre,Flandre,16 490,2 081,,,3 949,
Saadia Mai,122E,1771,66,Ocre,Hollande,20 583,1 868,,,3 949,
Saadia Mai,122E,1771,66,Oignons de fleurs,Flandre,,2 416,,,,
Saadia Mai,122E,1771,66,Olives,Espagne,19 539,5 414,,,,
Saadia Mai,122E,1771,66,Onglons de beuf,Espagne,15 800,2 370,,,,
Saadia Mai,122E,1771,66,Opium,Levant,5 690,34 140,,,,
Saadia Mai,122E,1771,66,Or et argent en lingots,Hollande,,1 668,,,,
Saadia Mai,122E,1771,66,Or et argent faux,Allemagne,16 347,163 470,,,173 620,
Saadia Mai,122E,1771,66,Or et argent faux,Flandre,1 495,10 150,,,173 620,
Saadia Mai,122E,1771,66,Orge; en graines,Angleterre,1 500,18 000,240 524,,253 322,
Saadia Mai,122E,1771,66,Orge; en graines,Hollande,1 545 207,148 016,240 524,,253 322,
Saadia Mai,122E,1771,66,Orge; en graines,Italie,520,6 240,240 524,,253 322,
Saadia Mai,122E,1771,66,Orge; en graines,Genes,1 200,14 400,240 524,,253 322,
Saadia Mai,122E,1771,66,Orge; en graines,Levant,4 489,53 868,240 524,,253 322,
Saadia Mai,122E,1771,66,Orge; mondée,Hollande,42 258,11 256,,,253 322,
Saadia Mai,122E,1771,66,Orge; perlée,Hollande,3 085,1 542,,,253 322,
Saadia Mai,122E,1771,66,Orpiment,Levant,17 240,8 620,,,,
Saadia Mai,122E,1771,66,Orpin,Hollande,2 107,1 580,,,,
Saadia Mai,122E,1771,66,Paille,Italie,16 990,33 980,,,68 980,
Saadia Mai,122E,1771,66,Paille,Genes,35 000,35 000,,,68 980,
Saadia Mai,122E,1771,67,Pains; d'épice,Angleterre,2 002,1 001,8 034,,8 034,
Saadia Mai,122E,1771,67,Pains; d'épice,Flandre,9 378,7 033,8 034,,8 034,
Saadia Mai,122E,1771,67,Palangres,Espagne,13,2 600,,,,
Saadia Mai,122E,1771,67,Paniers d'ozier,Genes,2 081,24 972,,,29 052,
Saadia Mai,122E,1771,67,Paniers d'ozier,Savoye,340,4 080,,,29 052,
Saadia Mai,122E,1771,67,Papier; blanc,Espagne,192,1 152,117 743,,275 320,
Saadia Mai,122E,1771,67,Papier; blanc,Flandre,375,2 627,117 743,,275 320,
Saadia Mai,122E,1771,67,Papier; blanc,Italie,546,3 276,117 743,,275 320,
Saadia Mai,122E,1771,67,Papier; blanc,Naples,342,2 052,117 743,,275 320,
Saadia Mai,122E,1771,67,Papier; blanc,Genes,8 084,48 504,117 743,,275 320,
Saadia Mai,122E,1771,67,Papier; blanc,Savoye,10 022,60 132,117 743,,275 320,
Saadia Mai,122E,1771,67,Papier; bleu,Hollande,3 550,3 550,,,275 320,
Saadia Mai,122E,1771,67,Papier; doré,Allemagne,830,1 660,,,275 320,
Saadia Mai,122E,1771,67,Papier; d'éventails,Hollande,,5 929,,,275 320,
Saadia Mai,122E,1771,67,Papier; gris,Allemagne,18 700,2 805,,,275 320,
Saadia Mai,122E,1771,67,Papier; d'hollande,Hollande,13 861,135 586,,,275 320,
Saadia Mai,122E,1771,67,Papier; peint,Espagne,,2 235,6 247,,275 320,
Saadia Mai,122E,1771,67,Papier; peint,Flandre,2 683,2 012,6 247,,275 320,
Saadia Mai,122E,1771,67,Papier; peint,Indes,10,2 000,6 247,,275 320,
Saadia Mai,122E,1771,67,Papier; à sucre,Hollande,75,1 800,,,275 320,
Saadia Mai,122E,1771,67,Parapluyes,Genes,102,5 100,,,,
Saadia Mai,122E,1771,68,Patte d'amande,Genes,41 480,20 740,,,,
Saadia Mai,122E,1771,68,Peaux; d'agneaux,Espagne,6 124,30 614,33 779,,887 819,
Saadia Mai,122E,1771,68,Peaux; d'agneaux,Naples,3 700,1 110,33 779,,887 819,
Saadia Mai,122E,1771,68,Peaux; d'agneaux,Savoye,86,2 055,33 779,,887 819,
Saadia Mai,122E,1771,68,Peaux; de castor,Flandre,15 136,49 958,66 744,,887 819,
Saadia Mai,122E,1771,68,Peaux; de castor,Hollande,1 482,6 400,66 744,,887 819,
Saadia Mai,122E,1771,68,Peaux; de castor,Isles,546,10 386,66 744,,887 819,
Saadia Mai,122E,1771,68,Peaux; de cerf,Espagne,26 926,31 387,,,887 819,
Saadia Mai,122E,1771,68,Peaux; de chagrin,Espagne,920,1 610,,,887 819,
Saadia Mai,122E,1771,68,Peaux; de chamoix,Espagne,1 189,2 378,,,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; aprestées,Suisse,104,3 260,48 574,,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Angleterre,111,1 998,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Espagne,312,3 744,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Italie,391,5 865,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Naples,660,9 900,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Genes,545,8 175,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Levant,479,8 622,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Savoye,239,,45 314,48 574,887 819,
Saadia Mai,122E,1771,68,Peaux; de chevre; en poil,Savoye,1 650,7 010,45 314,,,2 qtités pour savoye
Saadia Mai,122E,1771,68,Peaux; de chevreuil,Espagne,7 445,26 057,,,887 819,
Saadia Mai,122E,1771,68,Peaux; de chien de mer,Espagne,41 792,27 275,28 854,,887 819,
Saadia Mai,122E,1771,68,Peaux; de chien de mer,Flandre,1 053,1 579,28 854,,887 819,
Saadia Mai,122E,1771,68,Peaux; d'hermine,Nord,20,6 000,7 350,,887 819,
Saadia Mai,122E,1771,68,Peaux; d'hermine,Russie,4,1 350,7 350,,887 819,
Saadia Mai,122E,1771,68,Peaux; de lapin,Naples,1 580,1 975,,,887 819,
Saadia Mai,122E,1771,68,Peaux; de lievre,Italie,59 894,89 841,405 280,,887 819,
Saadia Mai,122E,1771,68,Peaux; de lievre,Naples,12 750,41 875,405 280,,887 819,
Saadia Mai,122E,1771,69,Peaux; de lievre,Genes,2 260,5 650,405 280,,887 819,
Saadia Mai,122E,1771,69,Peaux; de lievre,Venise,23 330,58 325,405 280,,887 819,
Saadia Mai,122E,1771,69,Peaux; de lievre,Levant,29 850,74 625,405 280,,887 819,
Saadia Mai,122E,1771,69,Peaux; de lievre,Russie,39 010,97 525,405 280,,887 819,
Saadia Mai,122E,1771,69,Peaux; de lievre,Savoye,15 090,37 439,405 280,,887 819,
Saadia Mai,122E,1771,69,Peaux; de loup; de bois,Flandre,1 408,6 017,9 537,13 254,887 819,
