numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccount
926,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Turban de soie,Rennes,"Espagne, les Canaries et les Indes Occidentales",3,Nombres,0,0,0,,
927,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,"Toile ouvrée, napes",Rennes,"Espagne, les Canaries et les Indes Occidentales",2000,Aunes,0,0,0,,
928,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,"Toile ouvrée, serviettes",Rennes,"Espagne, les Canaries et les Indes Occidentales",300,Douzaines,0,0,0,,
929,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",1800,Livres,0,0,0,,
930,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",2000,Pièces,0,0,0,,
931,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",45000,Aunes,0,0,0,,
932,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",1000,Pièces,0,0,0,,
933,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",23950,Aunes,0,0,0,,
934,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de Rouen,Rennes,"Espagne, les Canaries et les Indes Occidentales",30500,Aunes,0,0,0,,
935,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de Morlaix,Rennes,"Espagne, les Canaries et les Indes Occidentales",7800,Aunes,0,0,0,,
936,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile holandille de Paris,Rennes,"Espagne, les Canaries et les Indes Occidentales",11700,Aunes,0,0,0,,
937,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile peinte,Rennes,"Espagne, les Canaries et les Indes Occidentales","8,5",Aunes,0,0,0,,
938,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de Pontorson,Rennes,"Espagne, les Canaries et les Indes Occidentales","2393,5",Aunes,0,0,0,,
939,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toile de St Gal,Rennes,"Espagne, les Canaries et les Indes Occidentales",3600,Aunes,0,0,0,,
940,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,28,Octobre 1714,Toiles crées large,Rennes,"Espagne, les Canaries et les Indes Occidentales",7000,Aunes,0,0,0,,
941,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile cholet,Rennes,"Espagne, les Canaries et les Indes Occidentales",340,Pièces,0,0,0,,
942,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toiles de mousseline rayée,Rennes,"Espagne, les Canaries et les Indes Occidentales",4,Aunes,0,0,0,,
943,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toiles de navalle,Rennes,"Espagne, les Canaries et les Indes Occidentales",1200,Aunes,0,0,0,,
944,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de laval,Rennes,"Espagne, les Canaries et les Indes Occidentales",25000,Aunes,0,0,0,,
945,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de halle,Rennes,"Espagne, les Canaries et les Indes Occidentales",1450,Aunes,0,0,0,,
946,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toiles de Vinoutiers,Rennes,"Espagne, les Canaries et les Indes Occidentales",1000,Aunes,0,0,0,,
947,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de Roscoune,Rennes,"Espagne, les Canaries et les Indes Occidentales",18000,Aunes,0,0,0,,
948,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de Marigny,Rennes,"Espagne, les Canaries et les Indes Occidentales",7000,Aunes,0,0,0,,
949,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de Leon,Rennes,"Espagne, les Canaries et les Indes Occidentales",9500,Aunes,0,0,0,,
950,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de coton,Rennes,"Espagne, les Canaries et les Indes Occidentales",30,Aunes,0,0,0,,
951,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Papier commun,Rennes,Portugal,750,Rames,"1,25","937,5",0,,
952,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de Leon,Rennes,Portugal,400,Aunes,0,0,0,,
953,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Confiture,Rennes,Flandre autrichienne,400,Livres,0,0,0,,
954,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Eau de vie,Rennes,Flandre autrichienne,3,Bariques,0,0,0,,
955,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Octobre 1714,Toile de Leon,Rennes,Flandre autrichienne,1400,Aunes,0,0,0,,
956,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Cidre,Rennes,Angleterre,4,Tonneaux,0,0,0,,
957,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Chataignes,Rennes,Angleterre,8,Charges,0,0,0,,
958,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Chataignes,Rennes,Angleterre,4,Sacs,0,0,0,,
959,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Chataignes,Rennes,Angleterre,4,Boisseaux,0,0,0,,
960,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Eau de vie,Rennes,Angleterre,3,Bariques,0,0,0,,
961,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Huitres a la daube,Rennes,Angleterre,300,Barils,0,0,0,,
962,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Huile d'olive,Rennes,Angleterre,330,Livres,0,0,0,,
963,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Moruë verte,Rennes,Angleterre,1,Milliers,0,0,0,,
964,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Miel,Rennes,Angleterre,1340,Livres,0,0,0,,
965,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Noix,Rennes,Angleterre,4,Boisseaux,0,0,0,,
966,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Pommes,Rennes,Angleterre,5,Charges,0,0,0,,
967,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Plumes a lit,Rennes,Angleterre,575,Livres,0,0,0,,
968,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Piere de meules,Rennes,Angleterre,12,Nombres,0,0,0,,
969,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Savon,Rennes,Angleterre,1400,Livres,0,0,0,,
970,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Tafetas de Léon,Rennes,Angleterre,240,Aunes,0,0,0,,
971,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,29,Novembre 1714,Toile de halle,Rennes,Angleterre,4150,Aunes,0,0,0,,
972,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Graine de choux,Rennes,Hollande,200,Livres,0,0,0,,
973,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Miel,Rennes,Hollande,5600,Livres,0,0,0,,
974,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Piere de meules,Rennes,Hollande,105,Nombres,0,0,0,,
975,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Acier,Rennes,"Espagne, les Canaries et les Indes Occidentales",1000,Livres,0,0,0,,
976,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales",685,Paires,0,0,0,,
977,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales",225,Paires,0,0,0,,
978,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Baracan,Rennes,"Espagne, les Canaries et les Indes Occidentales",1500,Aunes,0,0,0,,
979,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Bariques en bottes,Rennes,"Espagne, les Canaries et les Indes Occidentales",500,Bariques,0,0,0,,
980,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Camelot de France,Rennes,"Espagne, les Canaries et les Indes Occidentales",3000,Aunes,0,0,0,,
981,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Calemande,Rennes,"Espagne, les Canaries et les Indes Occidentales",1400,Aunes,0,0,0,,
982,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales",20000,Livres,0,0,0,,
983,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Dentelle de Caën,Rennes,"Espagne, les Canaries et les Indes Occidentales",10300,Aunes,0,0,0,,
984,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales",1600,Aunes,0,0,0,,
985,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Damas,Rennes,"Espagne, les Canaries et les Indes Occidentales",145,Pièces,0,0,0,,
986,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Drap de Carcasonne,Rennes,"Espagne, les Canaries et les Indes Occidentales",1000,Aunes,0,0,0,,
987,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",2,Cartons,0,3000,-3000,,
988,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Fer ouvré en cloux,Rennes,"Espagne, les Canaries et les Indes Occidentales",4000,Livres,0,0,0,,
989,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Fer en barres,Rennes,"Espagne, les Canaries et les Indes Occidentales",40000,Livres,0,0,0,Pas le même prix original/copie,
990,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Gérofle,Rennes,"Espagne, les Canaries et les Indes Occidentales",50,Livres,0,0,0,,
991,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Pekin,Rennes,"Espagne, les Canaries et les Indes Occidentales",560,Pièces,0,0,0,,
992,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Peluche,Rennes,"Espagne, les Canaries et les Indes Occidentales",2000,Aunes,0,0,0,,
993,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Papier,Rennes,"Espagne, les Canaries et les Indes Occidentales",1760,Rames,0,0,0,,
994,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Soie a coudre,Rennes,"Espagne, les Canaries et les Indes Occidentales",788,Livres,0,0,0,,
995,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Tafetas blanc,Rennes,"Espagne, les Canaries et les Indes Occidentales",1066,Pièces,0,0,0,,
996,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,"Toile façonnée, chemises",Rennes,"Espagne, les Canaries et les Indes Occidentales",100,Nombres,0,0,0,,
997,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,"Toile façonnée, serviette",Rennes,"Espagne, les Canaries et les Indes Occidentales",20,Pièces,0,0,0,,
998,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",100,Pièces,0,0,0,,
999,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de batiste,Rennes,"Espagne, les Canaries et les Indes Occidentales",1000,Aunes,0,0,0,,
1000,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",2500,Pièces,0,0,0,,
1001,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de bretagne large,Rennes,"Espagne, les Canaries et les Indes Occidentales",20000,Aunes,0,0,0,,
1002,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de bretagne étroite,Rennes,"Espagne, les Canaries et les Indes Occidentales",3000,Pièces,0,0,0,,
1003,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de St Gal,Rennes,"Espagne, les Canaries et les Indes Occidentales",300,Pièces,0,0,0,,
1004,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,30,Novembre 1714,Toile de laval,Rennes,"Espagne, les Canaries et les Indes Occidentales",51000,Aunes,0,0,0,,
1005,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de Rouën,Rennes,"Espagne, les Canaries et les Indes Occidentales",100000,Aunes,0,0,0,,
1006,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de navale,Rennes,"Espagne, les Canaries et les Indes Occidentales",43020,Aunes,0,0,0,,
1007,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile crée large,Rennes,"Espagne, les Canaries et les Indes Occidentales",26000,Aunes,0,0,0,,
1008,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de Morlaix,Rennes,"Espagne, les Canaries et les Indes Occidentales",7000,Aunes,0,0,0,,
1009,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de Leon,Rennes,"Espagne, les Canaries et les Indes Occidentales",5000,Aunes,0,0,0,,
1010,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile haut brin de Dinant,Rennes,"Espagne, les Canaries et les Indes Occidentales",2000,Aunes,0,0,0,Pas le même prix original/copie,
1011,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de langeneau,Rennes,"Espagne, les Canaries et les Indes Occidentales",1500,Aunes,0,0,0,,
1012,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile rosconne,Rennes,"Espagne, les Canaries et les Indes Occidentales",20000,Aunes,0,0,0,,
1013,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de Marigny,Rennes,"Espagne, les Canaries et les Indes Occidentales",18000,Aunes,0,0,0,,
1014,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Toile de cholet,Rennes,"Espagne, les Canaries et les Indes Occidentales",2000,Aunes,0,0,0,,
1015,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Beure,Rennes,Isles françoises de l'Amerique,4000,Livres,0,0,0,,
1016,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Bajutapeaux,Rennes,Isles françoises de l'Amerique,35,Pièces,0,0,0,,
1017,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Bafetas bleu,Rennes,Isles françoises de l'Amerique,72,Pièces,0,0,0,,
1018,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Bafetas blanc,Rennes,Isles françoises de l'Amerique,100,Pièces,0,0,0,,
1019,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Bas de soie pour homme,Rennes,Isles françoises de l'Amerique,10,Paires,0,0,0,,
1020,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Bas de soie pour femme,Rennes,Isles françoises de l'Amerique,12,Paires,0,0,0,,
1021,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Botines,Rennes,Isles françoises de l'Amerique,6,Paires,0,0,0,,
1022,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Brides,Rennes,Isles françoises de l'Amerique,24,Nombres,0,0,0,,
1023,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Canelle,Rennes,Isles françoises de l'Amerique,265,Livres,0,0,0,,
1024,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Cire blanche,Rennes,Isles françoises de l'Amerique,2684,Livres,0,0,0,,
1025,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Camelot de poil fin,Rennes,Isles françoises de l'Amerique,255,Aunes,0,0,0,,
1026,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Camelot de France,Rennes,Isles françoises de l'Amerique,7060,Aunes,0,0,0,,
1027,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Calemande,Rennes,Isles françoises de l'Amerique,616,Aunes,0,0,0,,
1028,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Chagrin,Rennes,Isles françoises de l'Amerique,"1,5",Pièces,0,0,0,,
1029,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Cravatte noire,Rennes,Isles françoises de l'Amerique,49,Nombres,0,0,0,,
1030,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Chapeaux de castor,Rennes,Isles françoises de l'Amerique,770,Nombres,0,0,0,,
1031,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Chaussettes de fil,Rennes,Isles françoises de l'Amerique,1200,Paires,0,0,0,,
1032,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Cristaux de Rouën ; gobelets,Rennes,Isles françoises de l'Amerique,126,Douzaines,0,0,0,,
1033,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Cristaux de Rouën,Rennes,Isles françoises de l'Amerique,3600,Livres,0,0,0,,
1034,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Dentelle de Dupui,Rennes,Isles françoises de l'Amerique,8,Caisses,0,17205,-17205,,
1035,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Dentelle de Caën,Rennes,Isles françoises de l'Amerique,3,Caisses,0,8000,-8000,,
1036,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Dentelle de Caën,Rennes,Isles françoises de l'Amerique,10000,Aunes,0,0,0,,
1037,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Dentelle du havre,Rennes,Isles françoises de l'Amerique,10000,Aunes,0,0,0,,
1038,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Damas,Rennes,Isles françoises de l'Amerique,62,Pièces,0,0,0,Mesure d'origine livre,
1039,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Damasin,Rennes,Isles françoises de l'Amerique,457,Aunes,0,0,0,Mesure d'origine livre,
1040,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Drap de Carcasonne,Rennes,Isles françoises de l'Amerique,3340,Aunes,0,0,0,,
1041,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Eau de vie,Rennes,Isles françoises de l'Amerique,"1,5",Tonneaux,0,0,0,,
1042,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Etamine,Rennes,Isles françoises de l'Amerique,4,Pièces,0,0,0,,
1043,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Farine,Rennes,Isles françoises de l'Amerique,19000,Livres,0,0,0,,
1044,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Fer en barres,Rennes,Isles françoises de l'Amerique,191133,Livres,0,0,0,,
1045,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Fil de Rennes,Rennes,Isles françoises de l'Amerique,2021,Livres,0,0,0,,
1046,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,31,Novembre 1714,Fayence de Rouën,Rennes,Isles françoises de l'Amerique,700,Livres,0,0,0,,
1047,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Grisette,Rennes,Isles françoises de l'Amerique,23,Pièces,0,0,0,,
1048,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Glaces de la manufacture de Paris de différentes grandeurs,Rennes,Isles françoises de l'Amerique,81,Nombres,0,0,0,,
1049,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Mouchoirs de soie,Rennes,Isles françoises de l'Amerique,297,Nombres,0,0,0,,
1050,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Mors de bride,Rennes,Isles françoises de l'Amerique,24,Nombres,0,0,0,Pas le même prix original/copie,
1051,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Nécanés,Rennes,Isles françoises de l'Amerique,248,Pièces,0,0,0,,
1052,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Pekin,Rennes,Isles françoises de l'Amerique,70,Pièces,0,0,0,,
1053,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Platille,Rennes,Isles françoises de l'Amerique,250,Pièces,0,0,0,,
1054,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Panne de soie,Rennes,Isles françoises de l'Amerique,440,Aunes,0,0,0,,
1055,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Peluche,Rennes,Isles françoises de l'Amerique,1200,Aunes,0,0,0,,
1056,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Ras de St Maur,Rennes,Isles françoises de l'Amerique,2000,Aunes,0,0,0,,
1057,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Soie a coudre,Rennes,Isles françoises de l'Amerique,85,Livres,0,0,0,,
1058,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Selle a cheval,Rennes,Isles françoises de l'Amerique,24,Nombres,0,0,0,,
1059,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Tapsel,Rennes,Isles françoises de l'Amerique,200,Pièces,0,0,0,,
1060,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,32,Novembre 1714,Toile de bretagne large,Rennes,Isles françoises de l'Amerique,300,Pièces,0,0,0,,
