dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Instruments de musique,Marseille,"100,00",,Valeur,,"100,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Jardinage jasmins,Marseille,"225,00","1 500,00",Nombre,,"0,00","0,1500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Jardinage jasmins,Sardaigne,"270,00","1 800,00",Nombre,,"0,00","0,1500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Laine lavée,Etats du roi de Sardaigne,"285,00","190,00",Livre,,"0,00","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Laine lavée,Marseille,"461,00","355,00",Livre,,"-0,50","1,3000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Laine lavée,Marseille,"6 009,00","80,13",Quintal,Unité d'origine Livre,"-0,75","75,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Laine lavée,Marseille,"40 256,00","20 178,00",Livre,,"-100,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Legumes,Gênes,"289,00","5 675,00",Livre,,"289,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Legumes,Marseille,"145,00","1 450,00",Livre,,"145,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Legumes,Sardaigne,"1 870,00","18 700,00",Livre,,"1 870,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Legumes oignons,Etats du roi de Sardaigne,"228,00","22,85",Quintal,Unité d'origine Livre,"-0,50","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Ail,Gênes,"4 094,00","409,40",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Ail,Marseille,"290,00","29,07",Quintal,Unité d'origine Livre,"-0,70","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Ail,Milanes Toscane,"640,00","64,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Legumes; Divers,Marseille,"1 079,00",,Valeur,,"1 079,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Divers,Marseille,"728,00",,Valeur,,"728,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Divers,Sardaigne,"172,00",,Valeur,,"172,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Barbaris,"12 000,00","1 200,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Legumes; Feves,Etats du roi de Sardaigne,"1 455,00","145,50",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Feves,Gênes,"128,00","16,00",Quintal,Unité d'origine Livre,"0,00","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Gênes,"550,00","55,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Levant,"18 000,00","1 800,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Legumes; Feves,Marseille,"1 415,00","141,50",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Feves,Marseille,"856,00","107,00",Quintal,Unité d'origine Livre,"0,00","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Marseille,"21 642,00","2 164,17",Quintal,Unité d'origine Livre,"0,30","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Milanes Toscane,"6 174,00","617,40",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Legumes; Feves,Naples,"2 000,00","200,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Naples Sicile Parmes,"38 800,00","3 880,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Feves,Sardaigne,"2 999,00","374,90",Quintal,Unité d'origine Livre,"-0,20","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Feves,Sardaigne,"4 349,00","434,96",Quintal,Unité d'origine Livre,"-0,60","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Haricots,Gênes,"1 350,00","90,00",Quintal,Unité d'origine Livre,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Haricots,Marseille,"3 045,00","203,00",Quintal,Unité d'origine Livre,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Haricots,Marseille,"8 223,00","822,31",Quintal,Unité d'origine Livre,"-0,10","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Legumes; Haricots,Sardaigne,"1 350,00","90,00",Quintal,Unité d'origine Livre,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Pois,Gênes,"212,00","21,23",Quintal,Unité d'origine Livre,"-0,30","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Pois,Marseille,"3 745,00","374,48",Quintal,Unité d'origine Livre,"0,20","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Secs?,Marseille,"232,00","15,50",Quintal,Unité d'origine Livre,"-0,50","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Legumes; Secs?,Sardaigne,"120,00","16,40",Quintal,Unité d'origine Livre,"-126,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Liqueurs,Etats du roi de Sardaigne,"500,00","200,00",Livre,,"0,00","2,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Liqueurs,Marseille,"170,00","4,25",Quintal,Unité d'origine Livre,"0,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Liqueurs,Marseille,"992,00","992,00",Livre,,"0,00","1,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Liqueurs,Marseille,"2 124,00","5 309,00",?,,"0,40","0,4000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Marbre,Marseille,"798,00",,Valeur,,"798,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Marbre,Marseille,"1 063,00",,Valeur,,"1 063,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Marbre,Marseille,"1 143,00","57,14",Quintal,Unité d'origine Livre,"0,20","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Marbre ouvré,Sardaigne,"120,00","6,00",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marbre;,Corse,"3 063,00","204,19",Quintal,Unité d'origine Livre,"0,15","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marbre; Ouvré,Corse,"2 308,00",,Valeur,,"2 308,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marc d'olive,Corse,"288,00",,Valeur,,"288,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Corse,"254,00",,Valeur,,"254,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Espagne,"102,00",,Valeur,,"102,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Gênes,"611,00",,Valeur,,"611,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Levant,"181,00",,Valeur,,"181,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Marseille,"4 536,00",,Valeur,,"4 536,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Milanes Toscane,"242,00",,Valeur,,"242,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Prusse,"100,00",,Valeur,,"100,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Marchandises,Sardaigne,"483,00",,Valeur,,"483,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Marchandises diverses,Gênes,"421,00",,Valeur,,"421,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Marchandises diverses,Marseille,"980,00",,Valeur,,"980,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Marchandises diverses,Sardaigne,"338,00",,Valeur,,"338,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Marchandises à la valeur,Etats du roi de Sardaigne,"328,00",,Valeur,,"328,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Marchandises à la valeur,Etats du roi de Sardaigne,"745,00",,Valeur,,"745,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Marchandises à la valeur,Etats du roi de Sardaigne,"788,00",,Valeur,,"788,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Marchandises à la valeur,Gênes,"386,00",,Valeur,,"386,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Marchandises à la valeur,Gênes,"413,00",,Valeur,,"413,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Marchandises à la valeur,Marseille,"933,00",,Valeur,,"933,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Marchandises à la valeur,Marseille,"908,00",,Valeur,,"908,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Marchandises à la valeur,Sardaigne,"1 110,00",,Valeur,,"1 110,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Meches souffrées,Gênes,"176,00","352,00",Livre,,"0,00","0,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Mercerie,Etats du roi de Sardaigne,"212,00","53,00",Livre,,"0,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Mercerie,Marseille,"900,00","450,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Mercerie,Sardaigne,"406,00","203,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Mercerie de cuivre,Corse,"1 846,00","923,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Mercerie de cuivre,Gênes,"400,00","200,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Meubles,Corse,"6 491,00",,Valeur,,"6 491,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Meubles,Gênes,"201,00",,Valeur,,"201,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Meubles,Marseille,"613,00",,Valeur,,"613,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,6,Meubles,Marseille,"666,00",,Valeur,,"666,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Meubles,Marseille,"500,00",,Valeur,,"500,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Meubles,Sardaigne,"210,00",,Valeur,,"210,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Meubles,Suède,"1 266,00",,Valeur,,"1 266,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,6,Meules de moulins,Marseille,"288,00","4,00",Nombre,,"0,00","72,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Meules de moulins,Marseille,"432,00","6,00",Nombre,,"432,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Miel,Corse,"420,00","14,00",Quintal,Unité d'origine Livre,"0,00","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Miroirs,Marseille,"227,00","7,00",Nombre,,"227,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Mèches souffrées,Gênes,"175,00","175,00",Livre,,"0,00","1,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Oignons de fleur,Marseille,"2 040,00","3 400,00",Livre,,"0,00","0,6000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Ouvrages de bois,Etats du roi de Sardaigne,"135,00","5,40",Quintal,Unité d'origine Livre,"0,00","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Ouvrages divers,Etats du roi de Sardaigne,"244,00",,Valeur,,"244,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; ?,Sardaigne,"2 724,00","1 362,00",Nombre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; D'auffe,Corse,"43 555,00","1 814,78",Quintal,Unité d'origine Livre,"0,28","24,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,6,Ouvrages; D'auffe,Marseille,"1 851,00","148,70",Quintal,Unité d'origine Livre,"-7,75","12,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; D'auffe,Marseille,"6 471,00","287,60",Quintal,Unité d'origine Livre,"0,00","22,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Ouvrages; D'auffe;,Marseille,"1 730,00","173,00",Quintal,Conversion 10 Lt par quintal en 6Lt par douzaine,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Ouvrages; D'auffe; Bandaux,Marseille,"2 214,00","369,00",Douzaine,,"0,00","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; D'osier,Corse,"812,00","325,00",Douzaine,,"-0,50","2,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; D'osier,Gênes,"781,00","312,50",Douzaine,,"-0,25","2,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; De bois ?,Gênes,"143,00","30,00",Douzaine,,"0,50","4,7500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; De bois ?,Sardaigne,"3 101,00","653,00",Douzaine,,"-0,75","4,7500000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,6,Ouvrages; De terre divers,Etats du roi de Sardaigne,"120,00",,Valeur,,"120,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; De terre; Briques,Corse,"4 386,00","219 300,00",Nombre,Prix unitaire pour Mille en nombre,"-4 381 614,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Ouvrages; De terre; Briques,Marseille,"2 274,00","75 800,00",Nombre,Prix unitaire pour mille en nombre,"-2 271 726,00","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; De terre; Briques,Marseille,"1 842,00","92 100,00",Nombre,Prix unitaire pour Mille,"-1 840 158,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; De terre; Chomettes,Marseille,"2 572,00","285 800,00",Nombre,Prix unitaire pour Mille,"-2 569 628,00","9,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; De terre; Pipes,Corse,"2 543,00","31,79",Quintal,Unité d'origine Livre,"-0,20","80,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Ouvrages; De terre; Pipes,Marseille,"662,00","1 103,00",Livre,,"0,20","0,6000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; De terre; Thuiles,Corse,"2 616,00","65 400,00",Nombre,Prix unitaire pour Mille en nombre,"-2 613 384,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Ouvrages; De terre; Thuilles,Marseille,"1 494,00","49 800,00",Nombre,Prix unitaire pour mille en nombre,"-1 492 506,00","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,6,Ouvrages; De terres divers,Marseille,"937,00",,Valeur,,"937,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Ouvrages; Divers,Corse,"2 638,00",,Valeur,,"2 638,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Ouvrages; Divers,Marseille,"505,00",,Valeur,,"505,00","0,0000000"
