numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price
312,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Verts; Oranges,Espagne,"34 725,00","163 000,00",Nombre,Prix unitaire en pourcentage du nombre?,"-1 187 775,00","7,5000000"
313,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Verts; Oranges,Sardaigne,"1 215,00","24 200,00",Nombre,Prix unitaire en pourcentage du nombre?,"-180 285,00","7,5000000"
314,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Verts; Oranges,Gênes,"79 737,00","1 076 500,00",Nombre,Prix unitaire en pourcentage du nombre?,"-7 994 013,00","7,5000000"
315,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Pistaches,Marseille,"764,00","9,55",Quintal,Unité d'origine Livre,"0,00","80,0000000"
316,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Chateignes,Sardaigne,"342,00","22,80",Quintal,Unité d'origine Livre,"0,00","15,0000000"
317,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Chateignes,Milanes Toscane,"114,00","7,48",Quintal,Unité d'origine Livre,"1,80","15,0000000"
318,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Figues,Marseille,"39 526,00","1 976,31",Quintal,Unité d'origine Livre,"-0,20","20,0000000"
319,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Figues,Espagne,"17 701,00","885,07",Quintal,Unité d'origine Livre,"-0,40","20,0000000"
320,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Noisettes,Marseille,"2 633,00","175,56",Quintal,Unité d'origine Livre,"-0,40","15,0000000"
321,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs;,Milanes Toscane,"4 458,00","297,23",Quintal,Unité d'origine Livre,"-0,45","15,0000000"
322,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Prunes,Marseille,"169,00","11,27",Quintal,Unité d'origine Livre,"-0,05","15,0000000"
323,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Raisin,Marseille,"7 802,00","520,16",Quintal,Unité d'origine Livre,"-0,40","15,0000000"
324,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Secs; Raisin,Espagne,"4 671,00","311,44",Quintal,Unité d'origine Livre,"-0,60","15,0000000"
325,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Des Indes; Dattes,Marseille,"3 794,00","33,52",Quintal,Unité d'origine Livre,"-60,80","115,0000000"
326,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Futailles;,Marseille,"756,00","63,00",Nombre,,"0,00","12,0000000"
327,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Futailles;,Sardaigne,"312,00","36,00",Nombre,,"-120,00","12,0000000"
328,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Futailles;,Angleterre,"1 352,00","121,00",Nombre,,"-100,00","12,0000000"
329,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Futailles;,Dunkerque,"420,00","35,00",Nombre,,"0,00","12,0000000"
330,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Graisse fondue,Marseille,"497,00","6,22",Quintal,Unité d'origine Livre,"-0,60","80,0000000"
331,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Graines; Diverses,Marseille,"373,00",,Valeur,,"373,00","0,0000000"
332,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Graines; Jaune,Marseille,"9 166,00","305,56",Quintal,Unité d'origine Livre,"-0,80","30,0000000"
333,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Graines; De Luzerne,Suède,"720,00","18,00",Quintal,Unité d'origine Livre,"0,00","40,0000000"
334,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Graines; Longue,Marseille,"2 609,00","86,98",Quintal,Unité d'origine Livre,"-0,40","30,0000000"
335,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Dunkerque,"210,00","15,00",Quintal,Unité d'origine Livre,"0,00","14,0000000"
336,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Gênes,"55 373,00","3 955,27",Quintal,Unité d'origine Livre,"-0,78","14,0000000"
337,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Etats Ecclesiastiques,"60 439,00","4 317,11",Quintal,Unité d'origine Livre,"-0,54","14,0000000"
338,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Naples Sicile,"160 109,00","11 436,41",Quintal,Unité d'origine Livre,"-0,74","14,0000000"
339,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Angleterre,"87 026,00","6 216,16",Quintal,Unité d'origine Livre,"-0,24","14,0000000"
340,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Hollande,"50 680,00","3 620,00",Quintal,Unité d'origine Livre,"0,00","14,0000000"
341,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Etats de l'empereur,"30 912,00","2 208,00",Quintal,Unité d'origine Livre,"0,00","14,0000000"
342,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Bled,Marseille,"313 745,00","30 981,81",Quintal,Unité d'origine Livre,"-120 000,34","14,0000000"
343,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Ris,Marseille,"148 318,00","7 415,91",Quintal,Unité d'origine Livre,"-0,20","20,0000000"
344,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Ris,Sardaigne,"55 289,00","2 764,47",Quintal,Unité d'origine Livre,"-0,40","20,0000000"
345,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Ris,Gênes,"33 687,00","1 684,35",Quintal,Unité d'origine Livre,"0,00","20,0000000"
346,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Seigle,Dunkerque,"2 664,00","222,00",Quintal,Unité d'origine Livre,"0,00","12,0000000"
347,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Grains; Seigle,Etats de l'empereur,"54 495,00","3 707,84",Quintal,Unité d'origine Livre,"10 000,92","12,0000000"
348,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; Diverses,Marseille,"390,00",,Valeur,,"390,00","0,0000000"
349,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; De lin,Marseille,"2 078,00","51,97",Quintal,Unité d'origine Livre,"-0,80","40,0000000"
350,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; De lin,Dunkerque,"432,00","13,30",Quintal,Unité d'origine Livre,"-100,00","40,0000000"
351,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; D'olive,Marseille,"154 798,00","2 579,97",Quintal,Unité d'origine Livre,"-0,20","60,0000000"
352,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; D'olive,Sardaigne,"1 287,00","21,45",Quintal,Unité d'origine Livre,"0,00","60,0000000"
353,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; D'olive,Gênes,"8 737,00","128,96",Quintal,Unité d'origine Livre,"999,40","60,0000000"
354,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; D'olive,Milanes Toscane,"1 778,00","29,64",Quintal,Unité d'origine Livre,"-0,40","60,0000000"
355,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; P. France; De poisson,Marseille,"80 648,00","2 016,21",Quintal,Unité d'origine Livre,"-0,40","40,0000000"
356,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; P. France; De poisson,Angleterre,"43 959,00","1 098,99",Quintal,Unité d'origine Livre,"-0,60","40,0000000"
357,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; P. France; De poisson,Hollande,"2 700,00","67,50",Quintal,Unité d'origine Livre,"0,00","40,0000000"
358,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; P. Etranger; De poisson,Marseille,"80 223,00","2 005,58",Quintal,Unité d'origine Livre,"-0,20","40,0000000"
359,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Huiles; De vitriol,Marseille,"1 701,00","34,02",Quintal,Unité d'origine Livre,"0,00","50,0000000"
360,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Instruments de musique,Angleterre,"454,00",,Valeur,,"454,00","0,0000000"
361,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Laine; De chevron,Marseille,"4 170,00","1 668,00",Livre,,"0,00","2,5000000"
362,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Laine; Pelade,Marseille,"178 335,00","3 566,71",Quintal,Unité d'origine Livre,"-0,50","50,0000000"
363,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Laine; Surge,Marseille,"2 460 496,00","32 806,62",Quintal,Unité d'origine Livre,"-0,50","75,0000000"
364,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Haricots,Marseille,"14 152,00","1 415,28",Quintal,Unité d'origine Livre,"-0,80","10,0000000"
365,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Haricots,Marseille,"5 658,00","565,85",Quintal,Unité d'origine Livre,"-0,50","10,0000000"
366,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Ail,Marseille,"238,00","26,50",Quintal,Unité d'origine Livre,"-0,50","9,0000000"
367,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Ail,Gênes,"103,00","11,50",Quintal,Unité d'origine Livre,"-0,50","9,0000000"
368,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Feves,Marseille,"2 086,00","208,61",Quintal,Unité d'origine Livre,"-0,10","10,0000000"
369,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Oignons,Espagne,"1 209,00","302,40",Quintal,Unité d'origine Livre,"-0,60","4,0000000"
370,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Légumes; Pois,Dunkerque,"10 497,00","699,80",Quintal,Unité d'origine Livre,"0,00","15,0000000"
371,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Lin; Peigné,Marseille,"20 722,00","296,03",Quintal,Unité d'origine Livre,"-0,10","70,0000000"
372,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Lin; Cru,Marseille,"2 194,00","109,73",Quintal,Unité d'origine Livre,"-0,60","20,0000000"
373,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Liqueur;,Marseille,"1 750,00","1 750,00",Livre,,"0,00","1,0000000"
374,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Liqueur;,Sardaigne,"181,00","181,00",Livre,,"0,00","1,0000000"
375,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Liqueur; Jus de citron,Marseille,"2 464,00","410,73",Quintal,Unité d'origine Livre,"-0,38","6,0000000"
376,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Liège; En bouchons,Espagne,"116 000,00","2 900,01",Quintal,Unité d'origine Livre,"-0,40","40,0000000"
377,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Liège; En planches,Espagne,"42 830,00","2 379,48",Quintal,Unité d'origine Livre,"-0,64","18,0000000"
378,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ivoire,Marseille,"306,00","51,00",Livre,,"0,00","6,0000000"
379,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marbre; Brut,Marseille,"11 001,00","1 833,46",Quintal,Unité d'origine Livre,"0,24","6,0000000"
380,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marbre; Brut,Espagne,"390,00","65,00",Quintal,Unité d'origine Livre,"0,00","6,0000000"
381,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marbre; Brut,Etats Ecclesiastiques,"4 316,00","719,80",Quintal,Unité d'origine Livre,"-2,80","6,0000000"
382,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marbre; Ouvré,Marseille,"640,00","32,00",Quintal,Unité d'origine Livre,"0,00","20,0000000"
383,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marchandises à la valeur,Marseille,"4 086,00",,Valeur,,"4 086,00","0,0000000"
384,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marchandises à la valeur,Gênes,"647,00",,Valeur,,"647,00","0,0000000"
385,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Marchandises à la valeur,Etats de l'empereur,"300,00",,Valeur,,"300,00","0,0000000"
386,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Meubles,Marseille,"3 034,00",,Valeur,,"3 034,00","0,0000000"
387,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; Divers,Marseille,"1 934,00",,Valeur,,"1 934,00","0,0000000"
388,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; Divers,Espagne,"210,00",,Valeur,,"210,00","0,0000000"
389,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; Divers,Gênes,"150,00",,Valeur,,"150,00","0,0000000"
390,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; D'ausse,Marseille,"47 207,00","3 147,17",Quintal,Unité d'origine Livre,"-0,55","15,0000000"
391,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; D'ausse,Espagne,"20 975,00","1 398,25",Quintal,Unité d'origine Livre,"1,25","15,0000000"
392,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De bois,Marseille,"1 122,00",,Valeur,,"1 122,00","0,0000000"
393,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De bois,Gênes,"303,00",,Valeur,,"303,00","0,0000000"
394,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De fer cercles,Marseille,"28 492,00","814,07",Quintal,Unité d'origine Livre,"-0,45","35,0000000"
395,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De fer cercles,Angleterre,"3 286,00","93,90",Quintal,Unité d'origine Livre,"-0,50","35,0000000"
396,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De fer cercles,Dunkerque,"3 628,00","103,67",Quintal,Unité d'origine Livre,"-0,45","35,0000000"
397,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De terre; Moelons de briques,Marseille,"2 220,00","44 400,00",Nombre,Prix unitaire en pourcentage du nombre,"-219 780,00","5,0000000"
398,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De terre; Pipes,Marseille,"202,00",,Valeur,,"202,00","0,0000000"
399,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Ouvrages; De terre; Pipes,Gênes,"780,00",,Valeur,,"780,00","0,0000000"
400,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Oignons de fleurs,Marseille,"2 723,00","55,47",Quintal,Unité d'origine Livre,"-50,50","50,0000000"
401,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Parapluie,Marseille,"576,00","144,00",Nombre,,"576,00","0,0000000"
402,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Parapluie,Gênes,"144,00","36,00",Nombre,,"144,00","0,0000000"
403,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Parfumerie; Pate d'amande,Marseille,"347,00","11,59",Quintal,Unité d'origine Livre,"-0,70","30,0000000"
404,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Parfumerie; Poudre,Marseille,"7 271,00","242,38",Quintal,Unité d'origine Livre,"-0,40","30,0000000"
405,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pate d'Italie vermicelle,Marseille,"4 322,00","144,07",Quintal,Unité d'origine Livre,"-0,10","30,0000000"
406,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pate d'Italie vermicelle,Sardaigne,"278,00","9,27",Quintal,Unité d'origine Livre,"-0,10","30,0000000"
407,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pate d'Italie vermicelle,Gênes,"3 107,00","103,57",Quintal,Unité d'origine Livre,"-0,10","30,0000000"
408,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pate d'Italie vermicelle,Milanes Toscane,"1 218,00","40,60",Quintal,Unité d'origine Livre,"0,00","30,0000000"
409,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Peaux; Diverses,Marseille,"281,00",,Valeur,,"281,00","0,0000000"
410,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Peaux; D'agneau en laine,Marseille,"1 558,00","311,62",Quintal,Unité d'origine Livre,"-9 348,70","35,0000000"
411,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Peaux; De chevreaux en poil,Marseille,"32 338,00","32 338,00",Nombre,,"0,00","1,0000000"
412,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Peaux; De mouton en laine,Marseille,"1 732,00","2 310,00",Nombre,,"-0,50","0,7500000"
413,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Peaux; De veau en poil,Marseille,"17 896,00","8 948,00",Nombre,,"0,00","2,0000000"
414,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pinceaux,Marseille,"696,00","6,96",Quintal,Unité d'origine Livre,"0,00","100,0000000"
415,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,13,Pierres; Diverses,Marseille,"484,00",,Valeur,,"484,00","0,0000000"
