numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,probleme,remarks,prix_unitaire,doubleaccounts
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Verrerie ; diverse,angleterre,1689,,,194860,,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Verrerie ; diverse,bayonnelorient,3042,2742,,194860,livres,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Verrerie ; diverse,espagne,252,,,194860,,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Verrerie ; diverse,hollande,161232,,,194860,,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Verrerie ; diverse,les4villesansatiques,20946,,,194860,,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Verrerie ; diverse,portugal,1385,,,194860,,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Verrerie ; diverse,prusse,8962,,,194860,,,,,0
228,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Verrerie ; diverse,russie,394,,,194860,,,,,0
266,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,14,Verrerie ; diverse,angleterre,312,,,5207,,,,,0
266,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,14,Verrerie ; diverse,hollande,4895,,,5207,,,,,0
361,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Verrerie ; diverse,angleterre,490,,,490,,,,,0
64,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Penne,8,Verrerie ; en bouteilles,Marseille,177500,8875,Provence,,quintal,0,,20,
79,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Verrerie ; en bouteilles,allemagne,29,143,,29,en nombre,,,,0
91,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,20,Verres ; à boire,dunkerque,2623,32790,Hainaut,,en nombre,,,,0
81,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,41,Verres ; à boire,angleterre,115,,,115,,,,,0
17,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Libourne (indépendant),14,Verres ; en bouteilles,dunkerque,7700,27500,,,en nombre,,,,0
25,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,24,Verroterie,4 villes anséatiques,1729,"43,23",,3075,quintal,"-0,2",erreur de calcul,40,
25,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,24,Verroterie,Angleterre,1238,"30,95",,3075,quintal,"-0,2",erreur de calcul,40,
25,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,24,Verroterie,Hollande,108,"2,7",,3075,quintal,"-0,2",erreur de calcul,40,
61,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Verroterie,angleterre,4200,1400,,4860,livres,,,,0
61,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Verroterie,danemarketnorvge,660,220,,4860,livres,,,,0
267,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,14,Verroterie,angleterre,2400,1600,,44400,livres,,,,0
267,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,14,Verroterie,hollande,39750,26500,,44400,livres,,,,0
267,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,15,Verroterie,les4villesansatiques,2250,1500,,44400,livres,,,,0
364,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Verroterie,les4villesansatiques,1400,2333,,1400,livres,1,,,0
364,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,33,Verroterie,marseilles,630,1050,,1400,livres,,,,0
59,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Granville,6,Viande ; de boucherie,Angleterre,207,,,,,,,0,
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,7,Vin,Angleterre,15476,,Bordeaux,,,,unités d'origine : muid et pintes + chiffre coupé (feuillée arachée),,
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,7,Vin,Danemark,156,239,Bordeaux,,pinte,,,,
2,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,7,Vin,Dunkerque,160,"1,1111111111",Bordeaux,,muid,,unités d'origine : muid et pintes,,
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,7,Vin,Angleterre,6193,"17,2013888889",Bourgogne,,muid,,unités d'origine : muid et pintes,,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,7,Vin,Angleterre,2545,"254,5",Champagne,,velte,0,unités d'origine : muid et pintes + valeur totale = 3437 - conforme à la source,10,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,7,Vin,Angleterre,892,446,Champagne,,bouteille,0,valeur totale = 3437 - conforme à la source,2,
56,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Calais,9,Vin,Angleterre,16536,11024,Champagne,,bouteilles,0,,"1,5",
56,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Calais,9,Vin,Angleterre,20280,13520,Bourgogne,,bouteilles,0,,"1,5",
56,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Calais,9,Vin,Angleterre,1088,310,Bordeaux,,bouteilles,-902,Valeur totale : 1090 au lieu de 1088 sur le document,"0,6",
56,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Calais,9,Vin,Angleterre,1088,"6,2777777778",Bordeaux,,muids,-184,Valeur totale : 1090 au lieu de 1088 sur le document,144,
56,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Auch,Saint Béat,7,Vin,Espagne,12880,,Languedoc,,,,quantité floue + opérations de conversion à effectuer,10,
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,8,Vin,Danemark et Norvège,1350,750,Bourgogne,1350,pinte,0,,"1,8",
145,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Dunkerque-Basseville,25,Vin,angleterre,224,1,Champagne,224,pièces,,,,0
145,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Dunkerque-Basseville,25,Vin,dunkerque,896,4,Champagne,224,pièces,,,,0
42,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Graveline,57,Vin,hollande,360,4,,360,muids,,,,0
53,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Turcoing,50,Vin,etatsdelempereur,160,2,,160,pièces,,,,0
427,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,etatsdelempereur,16914,117.45,,,muids,,,,0
427,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,hollande,11063,12126,,,livres,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,espagne,103534,,,,,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,etatsdelempereur,19380,67.3,,,muids,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,gnes,320,,,,,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,hollande,4400,76.4,,,muids,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,milantoscaneetlucques,240,240,,,livres,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,portugal,50,50,,,livres,,,,0
428,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,22,Vin,venise,2900,,,,,,,,0
8,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Arles,3,Vin,Marseille,1980,"68,75",Languedoc,,muid,1980,,0,
9,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Arles,3,Vin,Marseille,356,"18,54",Provence,,muid,356,,0,
12,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,6,Vin,Marseille,200,200,Bourgogne,,pinte,200,,0,
13,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,6,Vin,Marseille,708,618,Dauphiné,,pinte,708,,0,
14,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,6,Vin,Marseille,7786,15572,Lyonnais,,pinte,7786,,0,
15,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,6,Vin,Marseille,32075,78195,France,,pinte,32075,,0,
16,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,6,Vin,Marseille,400,100,Etranger,,pinte,400,,0,
19,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,20,Vin,Gènes,26397,"824,87",Provence,,muid,"1,22",,32,
19,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,20,Vin,Marseille,530392,"16574,75",Provence,,muid,0,,32,
19,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,20,Vin,Sardaigne,8544,267,Provence,,muid,0,,32,
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Nantes,Croisie,5,Vin,danemarketnorvge,215,1.5,Bordeaux,215,muids,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,angleterre,4060,19,Bordeaux,6879,muids,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,danemarketnorvge,291,2.02,Bordeaux,6879,muids,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,etatsdelempereur,1008,7,Bordeaux,6879,muids,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,12,Vin,etatsunisdamrique,102,204,Bordeaux,6879,pintes,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,les4villesansatiques,1130,8.2,Bordeaux,6879,muids,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,lorient,40,30,Bordeaux,6879,pintes,,,,0
179,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,portugal,288,10,Bordeaux,6879,muids,,,,0
180,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,angleterre,4340,6.3,Champagne,8460,muids,,,,0
180,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,danemarketnorvge,105,42,Champagne,8460,pintes,,,,0
180,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,espagne,2730,2000,Champagne,8460,bouteilles,,,,0
180,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,hollande,120,40,Champagne,8460,pintes,,,,0
180,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,les4villesansatiques,120,48,Champagne,8460,pintes,,,,0
180,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,12,Vin,russie,1045,1.45,Champagne,8460,muids,,,,0
181,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,11,Vin,angleterre,2763,12.7,Champagne,2763,muids,,,,0
229,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin,angleterre,540,1.5,Bordeaux,540,muids,,,,0
82,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,41,Vin,marseilles,3225,28,,,muids,,,,0
8,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Saint-Quentin,Vervins intérieur,3,Vin,Etats de l'Empereur,975,3,Bourgogne,5217,muids,,,,0
9,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Saint-Quentin,Vervins intérieur,3,Vin,Etats de l'Empereur,280,1,Champagne,5217,muids,,,,0
13,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Soissons,Aubenton,2,Vin,Etats de l'Empereur,310,2.6,Champagne,23909,muids,,somme des valeurs exportés vers Etats de l'Empereur + Allemagne et Pologne,,0
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Condé,16,Vin,etatsdelempereur,2400,20,Bourgogne,,muids,,,,0
24,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Condé,16,Vin,etatsdelempereur,16650,111,Champagne,,muids,,,,0
78,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,14,Vin,allemagne,3000,12.55,Bourgogne,,muids,,,,0
78,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,14,Vin,etatsdelempereur,142800,226.35,Bourgogne,,muids,,,,0
178,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Lille,45,Vin ; blanc,etatsdelempereur,2716,2180,,2716,pots,,,,0
1,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Penne,9,Vin ; blanc,Marseille,219,"3,96",Provence,,muids,,absence de prix,0,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; blanc,Angleterre,600,"23,04",,600,quintal,"0,96",erreur de calcul,26,
14,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Vin ; blanc,États du Roi de Sardaigne,1497,"59,88",,1497,quintal,0,erreur de calcul,25,
26,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,24,Vin ; d'Espagne,Bayonne,1662,"3,85",,1059,muid,1059,pas de prix,0,
26,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,24,Vin ; d'Espagne,Portugal,1059,"1,76",,1059,muid,1059,pas de prix,0,
139,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,39,Vin ; d'Espagne,etatsdelempereur,171,68,,,livres,,,,0
177,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Lille,45,Vin ; d'Espagne,espagne,160,160,,160,pots,,,,0
315,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,34,Vin ; d'Espagne,espagne,57517,23007,,57517,pots,,,,0
25,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Vin ; de Bayonne,etatsdelempereur,187,125,Bayonne,,pots,,,,0
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Avranches,10,Vin ; de Bordeaux,Petites Isles,9936,69,,,muid,0,,144,
32,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Cherbourg,4,Vin ; de Bordeaux,Angleterre,600,348,,,baril,,,0,
32,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Cherbourg,4,Vin ; de Bordeaux,Danemark,150,72,,,baril,,,0,
61,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Granville,6,Vin ; de Bordeaux,Angleterre,350,"2,0138888889",,,muid,,unité d'origine : muids et pintes,0,
26,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Vin ; de Bordeaux,etatsdelempereur,565,3.85,Bordeaux,,muids,,,,0
380,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Bordeaux,dunkerque,105,262,,1378,pintes,,,,0
380,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Bordeaux,etatsdelempereur,1378,12.04,,1378,muids,,,,0
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,Angleterre,913,1305,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,Espagne et les Etats dépendants,406,580,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,Etat Eclésiastique,1106,1612,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,Etats du Roi de Sardaigne,1430,2043,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,Gènes,163,232,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,Levant,1216,1737,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,"Milan, Toscane et Lucques",522,746,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bordeaux,"Naples, Sicile et Parme",4563,6518,,10319,pinte,"-22,1",erreur de calcul ou à 36 Lt le quintal,"0,7",
36,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Condé,2,Vin ; de Bordeaux,etatsdelempereur,1250,4.6,,,muids,,,,0
60,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Granville,6,Vin ; de Bourgogne,Angleterre,320,"1,6666666667",,,muid,,unité d'origine : muids et pintes,0,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Armentière,3,Vin ; de Bourgogne,dunkerque,200,1,Flandre,,pièces,,,,0
24,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Vin ; de Bourgogne,etatsdelempereur,2820,1.8,Bourgogne,,muids,,,,0
381,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Bourgogne,dunkerque,1001,4.02,,20098,muids,,,,0
381,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,13,Vin ; de Bourgogne,etatsdelempereur,20098,80.55,,20098,muids,,,,0
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bourgogne,Etats du Roi de Sardaigne,121,110,,547,pinte,"0,3",erreur de calcul ou à 55 Lt le quintal,"1,1",
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,32,Vin ; de Bourgogne,Gènes,426,387,,547,pinte,"0,3",erreur de calcul ou à 55 Lt le quintal,"1,1",
230,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne,angleterre,15950,72.5,Bourgogne,25804,muids,,,,0
230,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne,hollande,1356,6.25,Bourgogne,25804,muids,,,,0
230,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,24,Vin ; de Bourgogne,les4villesansatiques,3754,17.05,Bourgogne,25804,muids,,,,0
230,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Bourgogne,prusse,2169,,Bourgogne,25804,,,,,0
230,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,25,Vin ; de Bourgogne,russie,1677,7.55,Bourgogne,25804,muids,,,,0
