numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,year,direction,bureaux,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
379,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Salpêtre,Hollande,225,Livres,1,225,0,
380,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Salpêtre,Etats de l'empereur,840,Livres,1,840,0,
381,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Savon de Marseille,Bouillon,56057,Livres,"0,65",36437,"-0,05",
382,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sel ,Bouillon,2250,Livres,"0,08",180,0,8 livres le quintal
383,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Souffre,Bouillon,540,Livres,"0,25",135,0,
384,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sirop,Allemagne,28,Bouteilles,4,112,0,
385,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sucre,Bouillon,1040,Livres,"0,75",780,0,
386,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sucre,Angleterre,274088,Livres,"0,75",205566,0,
387,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sucre,Hollande,4325,Livres,"0,75",3244,"0,25",
388,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sucre candy,Angleterre,2041,Livres,"1,2",2449,"-0,2",
389,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Sucre candy,Hollande,420,Livres,"1,2",504,0,
390,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Suif,Bouillon,250,Livres,"0,48",120,0,
391,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Tableaux,Allemagne,1,Valeur,400,400,0,
392,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile de chanvre 1500 lignes,Alsace,1545,Aunes,"1,3",2138,"129,5",Erreur de calcul
393,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile de chanvre 450 lignes,Etats de l'empereur,600,Aunes,"1,3",780,0,
394,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile de chanvre 1700 lignes,Lorraine,1900,Aunes,"1,3",2470,0,
395,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile de chanvre 1400 lignes,Evechés,1480,Aunes,"1,3",2352,428,Erreur de calcul
396,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile d'etoupe 1000 lignes,Evechés,1000,Aunes,"0,6",600,0,
397,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile Lorient batiste,Evechés,364,Aunes,6,2184,0,
398,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Toile d'emballage 2270 lignes,Alsace,2274,Aunes,"0,45",1023,"-0,3",
399,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Coutil 2479 lignes,Allemagne,607,Aunes,,8498,,Pas de prix unitaire
400,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Verrerie,Alsace,14625,Livres,"0,6",8775,0,
401,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Vin ,Evechés,28032,Pintes,,5274,,Pas de prix unitaire
402,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Vin,Lorraine,4512,Pintes,,2380,,Pas de prix unitaire
403,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Vin de Bordeaux …,Etats de l'empereur,3875,Pintes,,2480,,Pas de prix unitaire
404,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Vin blanc,Etats de l'empereur,1,Valeur,760,760,0,
