numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price,doubleaccounts
332,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Eau de vie d'Audaye,Bayonne,"4 309,00","714,00",Velte,Unités d'origine Muid et Pinte / Plus 25 bouteilles,"25,00","6,0000000",
333,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Eau de vie de Genièvre,Dunkerque,"19 037,00","4 221,00",Velte,Unités d'origine Muid et Pinte,"42,50","4,5000000",
334,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Eau de vie de Genièvre,Hollande,"34 231,00","7 603,25",Velte,Unités d'origine Muid et Pinte,"16,38","4,5000000",
335,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Epicerie diverse,Hollande,"216,00",,Valeur,,,,
336,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Etain ouvré,Angleterre,"1 270,00","25,40",Quintal,Unité d'origine Livre,"0,00","50,0000000",
337,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Farine,Angleterre,"13 494,00","613,36",Quintal,Unité d'origine Livre,"0,08","22,0000000",
338,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Fayence,Angleterre,"6 820,00",,Valeur,,,,
339,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Fer en barres,Espagne,"36 596,00","182 980,00",Livre,,,,
340,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Fer en barres,Hollande,"1 960,00","12 400,00",Livre,,,,
341,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Fer en barres,Etats du roi de Suède,"34 179,00","177 025,00",Livre,,,,
342,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fer en tole,Hollande,"551,00","1 377,00",Livre,,,,
343,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fer blanc,Angleterre,"1 728,00","3 716,00",Livre,,,,
344,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fer blanc,Les 4 villes anséatiques,"1 150,00","3 606,00",Livre,,,,
345,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fromage,Hollande,"8 639,00","191,99",Quintal,Unité d'origine Livre,"-0,55","45,0000000",
346,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fruits; Verts en oranges et citrons,Marseille,"3 600,00","25 000,00",Nombre,,,,
347,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fruits; Secs et confits,Marseille,"628,00",,Valeur,,,,
348,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fruits; Figues,Marseille,"830,00","27,66",Quintal,Unité d'origine Livre,"0,20","30,0000000",
349,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Fruits; Raisins secs,Marseille,"1 154,00","35,15",Quintal,Unité d'origine Livre,"-252,00","40,0000000",
350,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Grains; Comestibles (froment),Angleterre,"31 517,00","3 151,72",Quintal,Unité d'origine Livre,"-0,20","10,0000000",
351,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Grains; Comestibles (froment),Hollande,"128 640,00","12 864,00",Quintal,Unité d'origine Livre,"0,00","10,0000000",
352,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Grains; Orge,Lorient,"90,00","11,32",Quintal,Unité d'origine Livre,"-0,56","8,0000000",
353,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Grains; Orge,Angleterre,"655,00","81,90",Quintal,Unité d'origine Livre,"-0,20","8,0000000",
354,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Graine de lin,Lorient,"231,00","5,15",Quintal,Unité d'origine Livre,"-0,75","45,0000000",
355,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Graine de lin,Russie,"18 108,00","402,40",Quintal,Unité d'origine Livre,"0,00","45,0000000",
356,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Graine de chanvre,Russie,"752,00","18,80",Quintal,Unité d'origine Livre,"0,00","40,0000000",
357,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Huile de lin,Hollande,"19 743,00","493,57",Quintal,Unité d'origine Livre,"0,20","40,0000000",
358,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Huile d'olive,Marseille,"12 980,00","162,29",Quintal,Unité d'origine Livre,"-3,20","80,0000000",
359,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Laine d'Espagne,Bayonne,"1 314,00","14,60",Quintal,Unité d'origine Livre,"0,00","90,0000000",
360,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Laine non filée,Bayonne,"2 546,00","2 037,00",Livre,,"-0,25","1,2500000",
361,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Laine en rames,Bayonne,"5 926,00","5 926,00",Livre,,"0,00","1,0000000",
362,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Poil de Bœuf (c'est de la laine),Angleterre,"10 000,00","8 000,00",Livre,,"0,00","1,2500000",
363,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Liège en bouchon,Marseille,"1 625,00","325,00",Valeur,,"0,00","5,0000000",
364,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Liège en bouchon,Bayonne,"100,00","20,00",Valeur,,"0,00","5,0000000",
365,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Lin en rames,Russie,"1 761,00","2 348,00",Livre,,"0,00","0,7500000",
366,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marbre,Marseille,"654,00","400,00",Livre,,,,
367,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Petites Isles,"150,00",,Valeur,,,,
368,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Marseille,"733,00",,Valeur,,,,
369,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Bayonne,"367,00",,Valeur,,,,
370,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Dunkerque,"80,00",,Valeur,,,,
371,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Angleterre,"236,00",,Valeur,,,,
372,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Hollande,"671,00",,Valeur,,,,
373,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Marchandises à la valeur,Les 4 villes anséatiques,"774,00",,Valeur,,,,
374,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Meubles,Angleterre,"182,00",,Valeur,,,,
375,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Meules à éguiser,Espagne,"470,00","710,00",Nombre,,,,
376,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Meules à éguiser,Angleterre,"60,00","90,00",Nombre,,,,
377,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Ouvrages de terre cuite,Marseille,"210,00",,Valeur,,,,
378,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Ouvrages de terre cuite,Hollande,"1 300,00",,Valeur,,,,
379,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Papier bleu,Hollande,"2 160,00","147,00",Rames,,,,
380,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Pierres à meuler,Espagne,"1 300,00","650,00",Nombre,,"0,00","2,0000000",
381,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Plomb en saumon,Hollande,"1 229,00","7 100,00",Livre,,,,
382,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Plumes à lit,Bayonne,"160,00","214,00",Livre,,"-0,50","0,7500000",
383,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Quincaillerie de fer,Espagne,"240,00",,Valeur,,,,
384,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Quincaillerie de fer,Hollande,"16 197,00",,Valeur,,,,
385,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Quincaillerie de fer,Les 4 villes anséatiques,"88,00",,Valeur,,,,
386,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Quincaillerie de fer,Pologne,"4 309,00",,Valeur,,,,
387,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Savon,Marseille,"176 199,00","3 915,12",Quintal,Unité d'origine Livre,"18,60","45,0000000",
388,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Souffre en fanon,Marseille,"357,00","35,78",Quintal,Unité d'origine Livre,"-0,80","10,0000000",
389,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,15,Verrerie,Lorient,"114,00",,Valeur,,,,
390,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Vin,Petites Isles,"21 960,00","476,56",Muids,476 Muids et 162 Pintes,"2 897,50","40,0000000",
391,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Vin,Lorient,"250,00","1,74",Muids,1 Muid 212 Pintes et 50 Bouteilles,"180,56","40,0000000",
392,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Vin,Dunkerque,"60,00",,?,100 Bouteilles,"60,00","40,0000000",
393,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Vin de Provence,Marseille,"300,00","10,42",Muids,10 Muids et 120 Pintes,"39,58","25,0000000",
394,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Vin de Malaga,Espagne,"257,00","460,00",Pintes,Unités d'origine Muid et Pinte,,,
395,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Vin de ?,Bayonne,"157,00","105,00",Bouteilles,,,,
396,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Voitures,Angleterre,"1 000,00",,Valeur,,,,
397,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,16,Ustenciles pour la pêche,Pologne,"503,00","11 754,00",Valeur,,,,
