goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
toile blanche de chanvre et de lin unie de 20 fils et au-dessus,1,,,non,0,386596
toile blanche de chanvre et de lin unie de moins de 13 fils,1,,,non,0,386596
toile blanche de Cholet,3,,,non,0,386596
toile blanche de coton,96,,,non,1,386596
toile blanche de coton et bas prix,0,,,oui,0,386596
toile blanche de coton et de ???,1,,,non,0,386596
toile blanche de coton et des Indes,7,,,non,0,386596
toile blanche de coton et fil,1,,,non,0,386596
toile blanche de coton et fine,3,,,non,0,386596
toile blanche de coton et nationale,6,,,non,0,386596
toile blanche de coton et rayée,1,,,non,0,386596
toile blanche de coton fine,0,,,oui,0,386596
toile blanche de coton pour mouchoirs,2,,,non,0,386596
toile blanche de France,2,,,non,0,386596
toile blanche de Hollande,1,,,non,0,386596
toile blanche de la Compagnie,3,,,non,0,386596
toile blanche de lin,23,,,non,0,386596
toile blanche de lin ??? à la frontière,5,,,non,0,386596
toile blanche de lin à 10 sols et en dessus,1,,,non,0,386596
toile blanche de lin de 12 sols par aune,1,,,non,0,386596
toile blanche de lin de 2 sols par aune,1,,,non,0,386596
toile blanche de lin de 20 sols par aune,1,,,non,0,386596
toile blanche de lin de 30 sols par aune,1,,,non,0,386596
toile blanche de lin de 8 sols par aune,1,,,non,0,386596
toile blanche de lin en dessous de 10 sols,2,,,non,0,386596
toile blanche de lin et de 12 sols par aune,0,,,oui,0,386596
toile blanche de lin et de 20 sols par aune,0,,,oui,0,386596
toile blanche de lin et de 30 sols par aune,0,,,oui,0,386596
toile blanche de lin et haut prix,1,,,non,0,386596
toile blanche de lin et toile de lin,6,,,non,0,386596
toile blanche de lin pour nappes et serviettes,1,,,non,0,386596
toile blanche de ménage,3,,,non,0,386596
toile blanche de ménages,0,,,oui,0,386596
toile blanche de Saint Quentin et Valenciennes,3,,,non,0,386596
toile blanche de Saint-Quentin,3,,,non,0,386596
toile blanche demitte,1,,,non,0,386596
toile blanche dite abati,0,,,oui,0,386596
toile blanche dite aman,0,,,oui,0,386596
toile blanche dite demitte,0,,,oui,0,386596
toile blanche dite escanite,0,,,oui,0,386596
toile blanche dite Guinée,0,,,oui,0,386596
toile blanche dite large,0,,,oui,0,386596
toile blanche en epièces de 20 aunes,0,,,oui,0,386596
toile blanche en pièces de 20 aunes,1,,,non,0,386596
toile blanche escanite,1,,,non,0,386596
toile blanche et rouge,1,,,non,0,386596
toile blanche et rousse,1,,,non,0,386596
toile blanche et teinte,100,,,non,0,386596
toile blanche étrangère,3,,,non,0,386596
toile blanche fine,8,,,non,0,386596
toile blanche fine et de lin,3,,,non,0,386596
toile blanche guinée,3,,,non,0,386596
toile blanche large,1,,,non,0,386596
toile blanche mousseline,0,,,oui,0,386596
toile blanche ordinaire,18,,,non,0,386596
toile blanche ordre,1,,,non,0,386596
toile blanche peinte,18,,,non,0,386596
toile blanche pour essuie-mains,1,,,non,0,386596
toile blanchie,2,,,non,0,386596
toile bleue,35,,,non,1,386596
toile bleue de coton,8,,,non,0,386596
toile bleue des Indes,1,,,non,0,386596
toile bleue et rouge,1,,,non,0,386596
toile bleue peinte,1,,,non,0,386596
toile bocadillo,2,,,non,0,386596
toile boelans,1,,,non,0,386596
toile bonnets,1,,,non,,386596
toile boucassine,21,,,non,0,386596
toile bougran,8,,,non,0,386596
toile boulange,1,,,non,0,386596
toile bourlegambis,1,,,non,0,386596
toile brantes des Indes,1,,,non,0,386596
toile brauls,4,,,non,0,386596
toile brauls des Indes,2,,,non,0,386596
toile brauls imitant celles des Indes,1,,,non,0,386596
toile Bretagne Locronan,0,,,oui,0,386596
toile brin,2,,,non,0,386596
toile brin de Dinant,1,,,non,0,386596
toile brin trois-quart de Combourg,5,,,non,,386596
toile brochée,2,,,non,0,386596
toile brodée,2,,,non,0,386596
toile brodée en laine et de coton,1,,,non,0,386596
toile brodée en soie et de coton,1,,,non,0,386596
toile brodée et de coton,5,,,non,0,386596
toile bueadille,1,,,non,0,386596
toile cacanava,1,,,non,0,386596
toile cachelas des Indes,3,,,non,0,386596
toile cadéas,1,,,non,0,386596
toile caissie,72,,,non,0,386596
toile caissière,1,,,non,,386596
toile caladaris,26,,,non,0,386596
toile calanea,1,,,non,0,386596
toile calias,1,,,non,0,386596
toile Cambrai,0,,,oui,0,386596
toile canevas,34,,,non,0,386596
toile carotte,1,,,non,0,386596
toile carotte double,1,,,non,0,386596
toile carotte simple,1,,,non,0,386596
toile carrée,1,,,non,,386596
toile casse,1,,,non,0,386596
toile casselis,4,,,non,0,386596
toile cassie,2,,,non,0,386596
toile ce chasse,3,,,non,0,386596
toile cerda,1,,,non,0,386596
toile céruse,2,,,non,0,386596
toile chapelur,1,,,non,0,386596
toile chapilas,3,,,non,0,386596
toile chasselas,28,,,non,0,386596
toile chebiny,5,,,non,0,386596
toile chille,1,,,non,0,386596
toile chitte,3,,,non,0,386596
toile choilette,1,,,non,0,386596
toile Cholet,133,,,non,0,386596
toile Cholet à carreaux,1,,,non,0,386596
toile cholette,11,,,non,0,386596
toile circaca,0,,,oui,0,386596
toile cirée,525,,,non,0,386596
toile cirée commune,1,,,non,0,386596
toile cirée de 13 à 20 fils,1,,,non,0,386596
toile cirée de chanvre et de lin de 13 à 20 fils,1,,,non,0,386596
toile cirée de chanvre et de lin de 20 fils et au-dessus,2,,,non,0,386596
toile cirée de chanvre et de lin de 8 à 13 fils,1,,,non,0,386596
toile cirée de chanvre et de lin de moins de 8 fils,2,,,non,0,386596
toile cirée de chanvre et de lin unie,2,,,non,0,386596
toile cirée de moins de 8 fils,1,,,non,0,386596
toile cirée et de crin et gommée,30,,,non,0,386596
toile cirée et gommée,12,,,non,0,386596
toile cirée et lustrée,1,,,non,0,386596
toile cirée et peinte,9,,,non,0,386596
toile cirée large,8,,,non,,386596
toile cirée pour paravent,1,,,non,0,386596
toile cirée trois-quart,1,,,non,,386596
toile cirsaca,7,,,non,0,386596
toile claire,1,,,non,0,386596
toile claire de coton et de fil,2,,,non,0,386596
toile cochelis,3,,,non,0,386596
toile coffres,1,,,non,0,386596
toile colette,1,,,non,0,386596
toile commune,314,Hors Canada,,non,1,154386
toile commune de 25 aunes,1,,,non,0,386596
toile commune de basin,1,,,non,0,386596
toile commune de coton,2,,,non,0,386596
toile commune de Dinant,1,,,non,0,386596
toile commune de Lille,1,,,non,0,386596
toile commune de lin,41,,,non,0,386596
toile commune écrue et grosse et de lin,6,,,non,0,386596
toile commune et fine,4,,,non,0,386596
toile cordat,38,,,non,0,386596
toile cordeillat,1,,,non,0,386596
toile coros,0,,,oui,0,386596
toile coros imitant celle des Indes,0,,,oui,0,386596
toile corot,165,,,non,0,386596
toile corot double,2,,,non,0,386596
toile corot imitant celle des Indes,1,,,non,0,386596
toile corot simple,1,,,non,0,386596
toile corots,0,,,oui,0,386596
toile corots double,0,,,oui,0,386596
toile corots simple,0,,,oui,0,386596
toile cotonnade,5,,,non,0,386596
toile cottray,44,,,non,0,386596
toile coupis,10,,,non,0,386596
toile coupis imitant celle des Indes,1,,,non,0,386596
toile couray,0,,,oui,0,386596
toile Courtray,0,,,oui,0,386596
toile coutil,329,,,non,1,386596
toile coutil commune,12,,,non,0,386596
toile coutil croisée,1,,,non,0,386596
toile coutil de fil,13,,,non,0,386596
toile coutil de fil et de laine,1,,,non,0,386596
toile coutil pour lit,1,,,non,,386596
toile coutray,0,,,oui,0,386596
toile crée,79,,,non,0,386596
toile crée entrelarge,1,,,non,0,386596
toile crée gratienne,1,,,non,0,386596
toile crée large,37,,,non,0,386596
toile créé large,0,,,oui,0,386596
toile crée large de lin,1,,,non,0,386596
toile crée margé,1,,,non,0,386596
toile crée pièces de 50 aunes,1,,,non,0,386596
toile crée rayée,1,,,non,0,386596
toile crée rosconne,2,,,non,0,386596
toile cretonne,1,,,non,0,386596
toile crin,2,,,non,0,386596
toile crise,1,,,non,0,386596
toile crue,140,,,non,0,386596
toile crue de ménage,3,,,non,0,386596
toile crue et teinte,1,,,non,0,386596
toile crue grise et ardoisée,1,,,non,0,386596
toile crue large,2,,,non,0,386596
toile crue pièces de 20 aunes,1,,,non,0,386596
toile cunbabis,1,,,non,0,386596
toile custas,2,,,non,0,386596
toile custas imitant celle des Indes,1,,,non,0,386596
toile d'abas,1,,,non,0,386596
toile d'Agen,6,,,non,0,386596
toile d'Alençon,1,,,non,0,386596
toile d'Alep,12,,,non,0,386596
toile d'Allemagne,55,,,non,0,386596
toile d'Allemagne et toile de Silésie,1,,,non,0,386596
toile d'aman,153,,,non,0,386596
toile d'amat,1,,,non,0,386596
toile d'Angers,1,,,non,0,386596
toile d'anne,1,,,non,0,386596
toile d'antal,0,,,oui,0,386596
toile d'antale,26,,,non,0,386596
toile d'Antioche,136,,,non,0,386596
toile d'antrain,1,,,non,0,386596
toile d'Argouges,1,,,non,0,386596
toile d'Artische,1,,,non,0,386596
toile d'aune,2,,,non,0,386596
toile d'Autriche,1,,,non,0,386596
toile d'auxonne,1,,,non,0,386596
toile d'azar,11,,,non,0,386596
toile d'azur,5,,,non,0,386596
toile d'azur bleue,1,,,non,0,386596
toile d'ecripe,1,,,non,0,386596
toile d'emballage,718,,,non,0,386596
toile d'emballage 2270 lignes,1,,,non,0,386596
toile d'emballage de lin,1,,,non,0,386596
toile d'emballage neuve,1,,,non,0,386596
toile d'emballage vieille,1,,,non,0,386596
toile d'éponge,1,,,non,,386596
toile d'Ernée,1,,,non,0,386596
toile d'étoupe 7/8,1,,,non,,386596
toile d'étoupes,108,,,non,0,386596
toile d'étoupes 1000 lignes,1,,,non,0,386596
toile d'étoupes de lin,36,,,non,0,386596
toile d'Hambrie,1,,,non,0,386596
toile d'herbe,1,,,non,0,386596
toile d'Irlande,2,,,non,0,386596
toile d'Olonne,22,,,non,0,386596
toile d'Orange,2,,,non,,386596
toile damassée,6,,,non,0,386596
toile damassée de 1 aune,1,,,non,0,386596
toile damassée de 2 1/2 aunes,1,,,non,0,386596
toile damassée de 2 aunes,1,,,non,0,386596
toile damassée de 3 aunes large,1,,,non,0,386596
toile damassée de Caux,1,,,non,0,386596
toile de ??? lin,1,,,non,0,386596
toile de 15 aunes de Hollande,3,,,non,0,386596
toile de 3 aunes de largeur et en dessus,1,,,non,0,386596
toile de 3 aunes pour nappes,1,,,non,0,386596
toile de 30 aunes,1,,,non,0,386596
toile de 30 aunes de Hollande,3,,,non,0,386596
toile de 36 aunes de Hollande,1,,,non,0,386596
toile de 4 fils,1,,,non,0,386596
toile de 7/8,1,,,non,0,386596
toile de balle,1,,,non,0,386596
toile de Barbezieux,3,,,non,0,386596
toile de Barrois,3,,,non,0,386596
toile de Barrois et Clinchamp,8,,,non,0,386596
toile de basin,238,,,non,1,386596
toile de basin brodé et de coton et de fil,1,,,non,0,386596
toile de basin clair et uni,1,,,non,0,386596
toile de basin coton et fil,2,,,non,0,386596
toile de basin de coton,4,,,non,0,386596
toile de basin de coton commune,5,,,non,0,386596
toile de basin de coton et de fil,3,,,non,0,386596
toile de basin de coton et de fil et teinte,1,,,non,0,386596
toile de basin de Rouen,1,,,non,0,386596
toile de basin et de coutil,5,,,non,0,386596
toile de basin étranger,4,,,non,0,386596
toile de basin fin,2,,,non,0,386596
toile de basin gros,3,,,non,0,386596
toile de basin national,5,,,non,0,386596
toile de basine,1,,,non,0,386596
toile de bazouges,1,,,non,0,386596
toile de Beaufort,2,Hors Canada,,non,1,154386
toile de Beaujolais,1,,,non,,386596
toile de Beauvais,28,,,non,0,386596
toile de Bernay,1,,,non,0,386596
toile de Bézier,1,,,non,,386596
toile de bleue,1,,,non,0,386596
toile de Bonbourg,1,,,non,0,386596
toile de Bretagne,598,,,non,0,386596
toile de Bretagne ??? brin,1,,,non,0,386596
toile de Bretagne 3/4,1,,,non,0,386596
toile de Bretagne 7/8,1,,,non,0,386596
toile de Bretagne à 4 fils,1,,,non,0,386596
toile de Bretagne à carreaux,69,,,non,0,386596
toile de Bretagne à nègre,1,,,non,0,386596
toile de Bretagne bas brin,2,,,non,0,386596
toile de Bretagne beurrière,1,,,non,0,386596
toile de Bretagne blancard,1,,,non,0,386596
toile de Bretagne blanche,33,,,non,0,386596
toile de Bretagne blanche large,1,,,non,0,386596
toile de Bretagne cirée,18,,,non,0,386596
toile de Bretagne cirée large,3,,,non,,386596
toile de Bretagne commune,1,,,non,0,386596
toile de Bretagne cotonnade,1,,,non,0,386596
toile de Bretagne cottray,1,,,non,0,386596
toile de Bretagne crée,39,,,non,0,386596
toile de Bretagne crée étroite,1,,,non,0,386596
toile de Bretagne crée large,96,Hors Canada,,non,1,154386
toile de Bretagne crée large de 40 aunes,1,,,non,0,386596
toile de Bretagne crue,21,,,non,0,386596
toile de Bretagne d'aune,5,,,non,0,386596
toile de Bretagne d'emballage,3,,,non,0,386596
toile de Bretagne d'étoupe,1,,,non,0,386596
toile de Bretagne d'Olonne,43,,,non,0,386596
toile de Bretagne de ???,1,,,non,0,386596
toile de Bretagne de ??? fil,6,,,non,0,386596
toile de Bretagne de 3 aunes,1,,,non,0,386596
toile de Bretagne de 4 fils,15,,,non,0,386596
toile de Bretagne de 6 fils,2,,,non,0,386596
toile de Bretagne de balles,5,,,non,0,386596
toile de Bretagne de bas brin,6,,,non,0,386596
toile de Bretagne de bazot,1,,,non,0,386596
toile de Bretagne de brin,28,,,non,0,386596
toile de Bretagne de challe,3,,,non,0,386596
toile de Bretagne de chanvre,12,,,non,0,386596
toile de Bretagne de coton,3,,,non,0,386596
toile de Bretagne de couleur,15,,,non,0,386596
toile de Bretagne de couture,1,,,non,0,386596
toile de Bretagne de fil,2,,,non,0,386596
toile de Bretagne de halle,164,,,non,0,386596
toile de Bretagne de haut brin,19,,,non,0,386596
toile de Bretagne de Locronan,0,,,oui,0,386596
toile de Bretagne de ménage,46,,,non,0,386596
toile de Bretagne de ménages,0,,,oui,0,386596
toile de Bretagne de quatre fils,1,,,non,0,386596
toile de Bretagne de réforme,1,,,non,0,386596
toile de Bretagne de rondelette,1,,,non,0,386596
toile de Bretagne de rosconne,11,,,non,0,386596
toile de Bretagne de Saint-???,1,,,non,0,386596
toile de Bretagne de Savigny,2,,,non,0,386596
toile de Bretagne de sept huit,1,,,non,0,386596
toile de Bretagne de serpillère,1,,,non,0,386596
toile de Bretagne de St. Georges,15,,,non,0,386596
toile de Bretagne diverse,40,,,non,0,386596
toile de Bretagne écrue,6,,,non,0,386596
toile de Bretagne écrue large,1,,,non,0,386596
toile de Bretagne entre large,48,,,non,0,386596
toile de Bretagne étroite,199,,,non,0,386596
toile de Bretagne fine claire,1,,,non,0,386596
toile de Bretagne fine étroite,1,,,non,0,386596
toile de Bretagne fine large,1,,,non,0,386596
toile de Bretagne Fougères,1,,,non,0,386596
toile de Bretagne gracienne,0,,,oui,0,386596
toile de Bretagne gratienne,104,,,non,0,386596
toile de Bretagne grenade,1,,,non,0,386596
toile de Bretagne grise,6,,,non,0,386596
toile de Bretagne gros brin,2,,,non,0,386596
toile de Bretagne guingan,2,,,non,0,386596
toile de Bretagne haut brin,1,,,non,0,386596
toile de Bretagne haute louise,1,,,non,0,386596
toile de Bretagne jaune,2,,,non,0,386596
toile de Bretagne lacormen,1,,,non,0,386596
toile de Bretagne large,176,,,non,0,386596
toile de Bretagne Locronan,0,,,oui,0,386596
toile de Bretagne ouvrée,3,,,non,0,386596
toile de Bretagne peinte,1,,,non,0,386596
toile de Bretagne platille,3,,,non,0,386596
toile de Bretagne pour voile,94,,,non,0,386596
toile de Bretagne quatre fils,3,,,non,0,386596
toile de Bretagne rayée,13,,,non,0,386596
toile de Bretagne rayée à carreaux,1,,,non,0,386596
toile de Bretagne reforme,3,,,non,0,386596
toile de Bretagne rondelette,21,,,non,0,386596
toile de Bretagne rosconne,95,,,non,0,386596
toile de Bretagne rouge et bleue,1,,,non,0,386596
toile de Bretagne rousse,20,,,non,0,386596
toile de Bretagne royale,2,,,non,0,386596
toile de Bretagne serpillère,1,,,non,0,386596
toile de Bretagne serpillière,13,,,non,0,386596
toile de Bretagne verges rayées,2,,,non,0,386596
toile de Bretagne verges serpillère,2,,,non,0,386596
toile de Brieu,1,,,non,0,386596
toile de brin,20,,,non,0,386596
toile de brin fine,2,,,non,0,386596
toile de Bruges,2,,,non,0,386596
toile de caisse,1,,,non,,386596
toile de caladaris,2,,,non,0,386596
toile de Cambrai,72,,,non,0,386596
toile de Cambrai aune,1,,,non,0,386596
toile de Cambrai et de lin,10,,,non,0,386596
toile de Cambrai et de lin fin,1,,,non,0,386596
toile de canevas,1,,,non,0,386596
toile de capiton,1,,,non,0,386596
toile de carreaux,2,,,non,0,386596
toile de châles et de lin,1,,,non,0,386596
toile de challe,4,,,non,0,386596
toile de chanvre,642,,,non,0,386596
toile de chanvre ???,4,,,non,0,386596
toile de chanvre 1400 lignes,1,,,non,0,386596
toile de chanvre 1500 lignes,1,,,non,0,386596
toile de chanvre 1700 lignes,1,,,non,0,386596
toile de chanvre 450 lignes,1,,,non,0,386596
toile de chanvre à carreaux,2,,,non,0,386596
toile de chanvre blanche,77,,,non,0,386596
toile de chanvre commune et de fil,3,,,non,0,386596
toile de chanvre coutil,6,,,non,0,386596
toile de chanvre d'emballage,15,,,non,0,386596
toile de chanvre d'étoupes,43,,,non,0,386596
toile de chanvre de ???,5,,,non,0,386596
toile de chanvre de coutil,10,,,non,0,386596
toile de chanvre de Halle,2,,,non,0,386596
toile de chanvre dite coutil,3,,,non,0,386596
toile de chanvre écrue,21,,,non,0,386596
toile de chanvre en canevas,1,,,non,0,386596
toile de chanvre et de fil d'épreuve,1,,,non,0,386596
toile de chanvre et de lin,377,,,non,0,386596
toile de chanvre et de lin apprêtée écrue de 13 à 20 fils,1,,,non,0,386596
toile de chanvre et de lin apprêtée écrue de 8 à 13 fils,1,,,non,0,386596
toile de chanvre et de lin apprêtée écrue de fils,1,,,non,0,386596
toile de chanvre et de lin apprêtée écrue de moins de 8 fils,1,,,non,0,386596
toile de chanvre et de lin blanches,2,,,non,0,386596
toile de chanvre et de lin écrue,0,,,oui,0,386596
toile de chanvre et de lin écrue pour voile,2,,,non,0,386596
toile de chanvre et de lin écrues,3,,,non,0,386596
toile de chanvre et de lin imprimée de 13 à 20 fils,2,,,non,0,386596
toile de chanvre et de lin imprimée mi-blanche unie de moins de 8 fils,1,,,non,0,386596
toile de chanvre et de lin imprimée unie,3,,,non,0,386596
toile de chanvre et de lin mi-blanche,2,,,non,0,386596
toile de chanvre et de lin peinte sur enduit pour tapisserie,2,,,non,0,386596
toile de chanvre et de lin peinte sur enduit unie pour tapisserie,1,,,non,0,386596
toile de chanvre et de lin pour matelas,2,,,non,0,386596
toile de chanvre et de lin sans apprêt écrue d'étoupes,1,,,non,0,386596
toile de chanvre et de lin sans apprêt écrue de 13 à 20 fils,1,,,non,0,386596
toile de chanvre et de lin sans apprêt écrue de 8 à 13 fils,1,,,non,0,386596
toile de chanvre et de lin sans apprêt écrue de fils,1,,,non,0,386596
toile de chanvre et de lin sans apprêt écrue de moins de 8 fils,1,,,non,0,386596
toile de chanvre et de lin teinte de 13 à 20 fils,2,,,non,0,386596
toile de chanvre et de lin teinte de 20 fils et au-dessus,1,,,non,0,386596
toile de chanvre et de lin teinte de 8 à 13 fils,2,,,non,0,386596
toile de chanvre et de lin teinte de moins de 8 fils,2,,,non,0,386596
toile de chanvre et de lin unie pour matelas,3,,,non,0,386596
toile de chanvre et de lin unie teinte,2,,,non,0,386596
toile de chanvre et de lin unie teinte de 13 fils inclusivement à 20 fils exclusivement,1,,,non,0,386596
toile de chanvre et de lin unie teinte de 8 fils inclusivement à 13 fils exclusivement,1,,,non,0,386596
toile de chanvre et de lin unie teinte de moins de 8 fils,1,,,non,0,386596
toile de chanvre et écrue et de lin,7,,,non,0,386596
toile de chanvre étoupes,1,,,non,0,386596
toile de chanvre étoupes grise,1,,,non,0,386596
toile de chanvre étoupes grises aune,1,,,non,0,386596
toile de chanvre fine,3,,,non,0,386596
toile de chanvre grise,7,,,non,0,386596
toile de chanvre grosse,1,,,non,0,386596
toile de chanvre ouvrée,2,,,non,0,386596
toile de chanvre peinte,2,,,non,0,386596
toile de chanvre pour nègre,1,,,non,0,386596
toile de chanvre pour voile,69,,,non,0,386596
toile de chanvre rousse,27,,,non,0,386596
toile de chanvre teinte,2,,,non,0,386596
toile de chanvre trillin,1,,,non,0,386596
toile de chasse,23,,,non,0,386596
toile de Château-Gontier,2,,,non,0,386596
toile de Chauvreau,1,,,non,0,386596
toile de Cholet,53,,,non,0,386596
toile de Clisson,1,,,non,0,386596
toile de Combourg,42,,,non,0,386596
toile de Comté,6,,,non,0,386596
toile de cordat,2,,,non,0,386596
toile de coton,1246,Hors Canada,,non,1,154386
Toile de coton,8,,,non,1,386596
toile de coton ???,17,,,non,0,386596
toile de coton à bas,1,,,non,0,386596
toile de coton à fleurs,13,,,non,0,386596
toile de coton à imprimer,1,,,non,0,386596
toile de coton à jamis,1,,non,non,,386596
toile de coton aman,1,,,non,0,386596
toile de coton antoine,1,,,non,0,386596
toile de coton basin,37,,,non,0,386596
toile de coton bisinette,1,,,non,0,386596
toile de coton blanche,4,,,non,0,386596
toile de coton bleu,4,,,non,0,386596
toile de coton brochée,2,,,non,0,386596
toile de coton commune,5,,,non,0,386596
toile de coton corroyée,1,,,non,0,386596
toile de coton cotonnette,0,,,oui,0,386596
toile de coton d'Angleterre,2,,,non,0,386596
toile de coton d'Antioche,1,,,non,0,386596
toile de coton de ???,3,,,non,0,386596
toile de coton de coton français,4,,,non,0,386596
toile de coton de duvet,1,,,non,0,386596
toile de coton de France,2,,,non,0,386596
toile de coton de Guinée,0,,,oui,0,386596
toile de coton de juve,1,,,non,0,386596
toile de coton de la Compagnie,1,,,non,0,386596
toile de coton de Rouen,4,,,non,0,386596
toile de coton demitte,1,,,non,0,386596
toile de coton des Indes,93,,,non,1,386596
toile de coton des Indes brodée,1,,,non,0,386596
toile de coton dite armanie,2,,,non,0,386596
toile de coton dite Guinée,0,,,oui,0,386596
toile de coton du Levant,8,,,non,0,386596
toile de coton du Piémont,1,,,non,0,386596
toile de coton en siamoise,5,,,non,0,386596
toile de coton escamitte,1,,,non,0,386596
toile de coton et de fil,531,,,non,0,386596
toile de coton et de fil à fleurs,14,,,non,,386596
toile de coton et de fil de Cholet à robes,4,,,non,0,386596
toile de coton et de fil imprimée,6,,,non,0,386596
toile de coton et de fil peinte,2,,,non,0,386596
toile de coton et de fil pour mouchoirs,2,,,non,0,386596
toile de coton et de fil teinte,6,,,non,0,386596
toile de coton et de fil teinté,0,,,oui,0,386596
toile de coton et de laine,1,,,non,0,386596
toile de coton et de lin,6,,,non,0,386596
toile de coton et Nankin,0,Hors Canada,,oui,0,154386
toile de coton et soie,2,,,non,0,386596
toile de coton étranger,1,,,non,0,386596
toile de coton étranger et des Indes,1,,,non,0,386596
toile de coton étrangère,4,,,non,0,386596
toile de coton façon de Nankin,0,,,oui,0,386596
toile de coton fine,8,,,non,0,386596
toile de coton forte,1,,,non,0,386596
toile de coton haut prix et teinte,1,,,non,0,386596
toile de coton imprimée,20,,,non,0,386596
toile de coton imprimée aune,1,,,non,0,386596
toile de coton imprimée et à haut prix,2,,,non,0,386596
toile de coton imprimée et bas prix,0,,,oui,0,386596
toile de coton imprimée et haut prix,0,,,oui,0,386596
toile de coton imprimée et peigne et peinte,2,,,non,0,386596
toile de coton imprimée et peinte,3,,,non,0,386596
toile de coton imprimée et teinte,1,,,non,0,386596
toile de coton indienne,0,,,oui,0,386596
toile de coton indienne et peinte,0,,,oui,0,386596
toile de coton large,1,,,non,0,386596
toile de coton mousseline,11,,,non,0,386596
toile de coton mousseline Nankin et des Indes,0,Hors Canada,Asie,oui,0,154386
toile de coton nationale,5,,,non,0,386596
toile de coton nationale et peinte,2,,,non,0,386596
toile de coton non ???,1,,,non,0,386596
toile de coton peinte,74,,,non,0,386596
toile de coton persiste,1,,,non,0,386596
toile de coton piquée,2,,,non,0,386596
toile de coton pointe,1,,,non,0,386596
toile de coton pour mouchoirs,1,,,non,0,386596
toile de coton pour mouchoirs teinte,1,,,non,0,386596
toile de coton pour nègre,1,,,non,0,386596
toile de coton quadrillée,1,,,non,0,386596
toile de coton rayée,22,,,non,0,386596
toile de coton rayée ou unie,2,,,non,,386596
toile de coton Rouen,1,,,non,,386596
toile de coton rousse,2,,,non,0,386596
toile de coton saisie,1,,,non,0,386596
toile de coton teinte,8,,,non,0,386596
toile de coton teinte et bas prix,1,,,non,0,386596
toile de coton vieux,1,,,non,0,386596
toile de cottray,12,,,non,0,386596
toile de couleur,12,,,non,0,386596
toile de Courtrai,3,,,non,0,386596
toile de coutil,53,,,non,0,386596
toile de coutil rayée,2,,,non,0,386596
toile de crin,278,,,non,0,386596
toile de crin à tamis,4,,,non,0,386596
toile de crin cirée,7,,,non,0,386596
toile de demi large,1,,,non,0,386596
toile de demi-Hollande,1,,,non,0,386596
toile de Dinan,6,,,non,0,386596
toile de Dinant,2,,,non,0,386596
toile de façon de Hambourg et de Hollande,1,,,non,0,386596
toile de fil,17,,,non,0,386596
toile de fil à carreaux,7,,,non,0,386596
toile de fil blanche,3,,,non,0,386596
toile de fil commune,3,,,non,0,386596
toile de fil coutil,4,,,non,0,386596
toile de fil de ???,1,,,non,0,386596
toile de fil de coton,28,Hors Canada,,non,0,154386
toile de fil de coton siamoise,14,,,non,0,386596
toile de fil en coutil,1,,,non,0,386596
toile de fil et coton,2,,,non,0,386596
toile de fil et de laine,3,,,non,0,386596
toile de fil et de laine de Lille,2,,,non,0,386596
toile de fil et de laine et de Lille,0,,,oui,0,386596
toile de fil et de soie,1,,,non,,386596
toile de fil peinte,2,,,non,0,386596
toile de fil peinte et teinte,27,,,non,0,386596
toile de fil teinte,5,,,non,0,386596
toile de filezie,2,,,non,0,386596
toile de Flandre,36,,,non,0,386596
toile de fleuret de Rouen,2,,,non,0,386596
toile de fleuret et blancard,2,,,non,0,386596
toile de Fougères,53,,,non,0,386596
toile de frame,1,,,non,0,386596
toile de France,3,,,non,0,386596
toile de Frise,12,,,non,0,386596
toile de Gand,1,,,non,0,386596
toile de Grandville,1,,,non,0,386596
toile de Grenade,45,,,non,0,386596
toile de Grenade de lin,5,,,non,0,386596
toile de Grenoble,3,,,non,0,386596
toile de gris,1,,,non,0,386596
toile de Guinée,0,,,oui,0,386596
toile de halle,119,,,non,0,386596
toile de Hanovre,1,,,non,0,386596
toile de haut brin,8,,,non,0,386596
toile de Hollande,60,,,non,0,386596
toile de Hollande blanche,1,,,non,0,386596
toile de Hollande fine de 36 aunes,1,,,non,0,386596
toile de Hollande pièces de 15 aunes,1,,,non,0,386596
toile de Hollande pièces de 30 aunes,1,,,non,0,386596
toile de killis,4,,,non,0,386596
toile de laine,1,,,non,0,386596
toile de laine dite herbage,1,,,non,0,386596
toile de laine pour blutoir,2,,,non,0,386596
toile de laiton,1,,,non,,386596
toile de Landerneau,28,,,non,0,386596
toile de Langenau,0,,,oui,0,386596
toile de Languenan,56,,,non,0,386596
toile de Languenaud,0,,,oui,0,386596
toile de Lauderne,0,,,oui,0,386596
toile de Laval,322,,,non,1,386596
toile de Laval de renvoi,1,,,non,0,386596
toile de Léon,39,,,non,0,386596
toile de Levant,73,,,non,0,386596
toile de Levant diverse,8,,,non,0,386596
toile de Lille,2,,,non,0,386596
toile de Lille à serviettes,2,,,non,0,386596
toile de lin,710,,,non,0,386596
toile de lin à doubler,2,,,non,0,386596
toile de lin à matelas,6,,,non,0,386596
toile de lin au lait,14,,,non,0,386596
toile de lin bas prix et teinte,1,,,non,0,386596
toile de lin blanche,600,,,non,0,386596
toile de lin blanche ??? à la frontière,0,,,oui,0,386596
toile de lin blanche damassée pour nappes et serviettes,0,,,oui,0,386596
