Inconnu,marchandises,definition,
1,"perrible, perible (bois)","1 occurrence chacun, la retranscription semble correcte. Terme inconnu des dictionnaires.  ",
0,perse,"CNRTL Acad 4e éd: article ""perse"", ""Belle toile peinte qu'on nous apporte de Perse.""",
1,pertiolles,"1 occurrence dans la BDD, la retranscription semble correcte. Terme inconnu des dictionnaires.  ",
1,peury,,
0,pevine," « peinne », mauvaise retranscription. Variante du mot penne signifiant « corne » (marine). https://fr.wiktionary.org/wiki/peinne ",
,phaéton,petite voiture,
0,phaëton," La 9ème édition (1835) du Dictionnaire de l'Académie française, article “phaëton”« XVIIe siècle, pour le sens 1 ; XVIIIe siècle, pour les sens 2 et 3. Emprunté du grec phaetôn, proprement « brillant », nom d'un personnage mythologique, fils du Soleil, qui s'empara du char de son père et fut foudroyé par Zeus parce que sa conduite maladroite menaçait d'embraser le ciel et la terre. 1. Vieilli. Nom donné par plaisanterie à un cocher, un charretier, par allusion à la légende de Phaéton. 2. Anciennt. Voiture à cheval, légère, haute et découverte, montée sur quatre roues. Par anal. Ancien modèle de voiture automobile découverte. 3. ZOOL. Oiseau marin à plumage blanc vivant dans les régions tropicales et dont la queue s'orne de deux longues plumes médianes (on dit aussi Paille-en-cul ou Paille-en-queue). »",
1,phiass,"1 occurrence dans la BDD, le retranscription semble bonne (Voir Objet Ge?ne?ral -- 1754 – BMRouen_Ms_Montbret_155-1.pdf Page 107). PAs de définition trouvée",
1,philas,,
0,philipichine,"Philipichìn : Tissu de laine imprimé (mot Espagnol ancien), Philipichines est un terme forgé à partir de l'espagnol puisque manifestement l'Espagne est la destination quasi-exclusive de ces tissus. ",
,photade,coquillage,
0,photas,toile de coton des Indes,
0,picotte,"« Picote ou gueuse : étoffe toute de laine, qui est d'un toute petit prix qui est une espece de petite camelot » (Savary) ",
1,piedmento,,
1,pieds de vide,,
1,pienne de fil,,
1,pierres codes,,
1,pierres en ???,Introuvable dans la BDD et sources,
1,pierrestre,,
,pierrette,moineaux femelle,
1,pierreuve,,
0,pierrier,"Les pierriers sont une corporation d'ouvriers tailleurs de pierres précieuses, mais dans le domaine des marchandises, il semble que ce terme « désigne une sorte de petit canon dont on se sert principalement sur les vaisseaux, ",
0,pierrier de fer,"Les pierriers sont une corporation d'ouvriers tailleurs de pierres précieuses, mais dans le domaine des marchandises, il semble que ce terme « désigne une sorte de petit canon dont on se sert principalement sur les vaisseaux, ",
1,pigaras,"presque certainement un type de plante espagnol, vicia faba, appelée haba en galicien: article haba, Diccionario galego-castelán e vocabulario castelán-galego, X. Luis Franco Grande, 1968, ed. Galaxia",
0,pignon d'inde,"Savary, volume 3, 1748 : « C'est une espèce de petit fruit purgatif qu'on nomme aussiGrain de Tilli, qui est apporté des Indes. » ",
,pigouille,"sorte de perche ou fromage ? Je sélectionne la perche, car « pigouilles de 11 à 15 »",
0,pinasse,"Wikipédia : «  embarcation typique du bassin d'Arcachon », les premières allusions écrites sont faites au 16e siècle ",
1,pinche,Ouistiti pinche ? Pincer en espagol ?,
0,"pinchina, pinchinat","sorte d'étoffe de laine non croisée, Encyclopédie, article ""Pinchina"". ",
1,pinen,,
0,pinsbeck (boucle de),"composé de cuivre & de zinc, Encyclopedie methodique, ou par ordre de matières ",
0,pipes céréalier et de fer," « Pipes cerclées de fer », mauvaise retranscription.",
1,pipes de side,,
1,piphout en blocs,,
1,pissuron,,
1,plaire,Présent dans les dictionnaires mais en semble correspondre à aucun bien.,
1,plancard,,
1,plante,? ,
0,plante aristoloche,"Savary, volume 1, 1748 : ou ARISTOLOCHIE « Plante quie entre dans la composition du Thériaque. » ",
1,plante carrue,"A priori, pas d’erreur de retranscription (Source : Objet Général -- 1782 – AN_F12_249bis.pdf) ",
0,plante coriandre,"Savary, volume 2, 1748 : « Outre les dragées de Coriandre que l'on fait, et dont les meilleures viennent de Verdun cette graine a quelque usage dans la médecine », s'utilise dans les remèdes et concoctions. ",
0,plante galanga,"Savary, volume 1, 1748 : GALANGA ou ACORUS VERUS « Elle est de quelqu'usage dans la médecine étant un des infrédients qui entrent dans la composition de la Thériaque. » ",
0,plante sebestre,"According to the book, “Indian Herbal Remedies,” the man regarded as the father of surgery in India, Sushutra, prescribed Cordiafruits as a coolant and astringent, to be used for biliousness, cough and internal haemorrhage. The bark paste was u ",
1,plaphons (bois de),Certainement « plafond » ? ,
0,plates = plattes (pour cuivre)? a vérifier.,Ces deux homonymes ont des sens différents : 1) « Plate » désigne « une planche de cuivre bien dressée » tandis que « platte » est le « nom d'une ancienne espèce de bateau de rivière » (définitions données par le Littré) ,
0,platille,"Savary, volume 3, 1748 : « On appelle ainsi certaines espèces de toiles de lin très blanches » ",
0,platille,"Savary, volume 3, 1748 : « Platille : On appelle ainsi certaines espèces de toiles de lin très blanches qui se fabriquent en plusieurs endroits de France » ",
1,plawens ou codde,,
1,plesny,,
1,pleviers,Le pluvier est un oiseau,
0,ploc,"Poil généralement de vache, de chèvre, de chien voire d'autruche (Savary) ",
0,ploc ou plocq ,"« Signifie proprement poil cependant il ne se dit guère que des poils de vaches, de chèvres, de chevrotins et de chien. D’après le tarif de 1664, la laine d’Autruche est considérées comme une espèce de ploc », Extrait de  ",
0,"plocq, ploc, ploëc, matériau à couvertures",Voir  « ploc » ou  « plocq » ,
0,plomb,variété d'orge (probablement pâtois du Nord de la France) ,
0,plomb en bloc,plomb en blocq ,
,plombagine,minerai de graphite (aussi appelé «plomb de mer»),
0,pluche,"Peluche, article ""Peluche"", Encyclopédie. ",
0,ply ou pli ,"« On appelle courts-plis dans la fabrique et le commerce qui se fait des toiles en Bretagne, le pliage qui n’est pas conforme aux Règlemens, et dont les plis ont moins d’une aune de longueur. » ou encore  ",
1,poinade,,
1,poincon vide neuf,"Peut-être poinçon, dans ce cas deux sens : tige d'acier pour percer ou instrument servant à marquer ",
0,poix blanche et noire,"article ""Poix"", Savary, Dictionnaire 3. ",
0,"polimi, polimy, poliny, polini, polin, polimitte, polomite, polmist, polemitte","étoffe de Flandres, Hécart, Dictionnaire Rouchi-Français, p. 361 ""Polimi ",
1,polonaises,,
1,pomarques,,
1,pomelles à voiliers,,
0,poncire,Variété de citron dont on fait plutôt des confitures. ,
0,populeum,"Savary, volume 3, 1748 : MANDRAGORE,  « Plante médicinale, qui surtout entre dans la composition de l'onguent que les marchands appellent Populeum » ",
1,portevue," 1 occurrence dans la BDD, bonne retranscription. Pas de définition trouvée (fait référence à un cahier au pages plastifiées, synonyme de « lutin » de nos jours). (Voir Objet Ge?ne?ral -- 1759 – BMRouen_Ms_Montbret_155-2.pdf Page 100).",
0,potache,Potasse (autre forme de) ,
0,potasse,Espèce de cendres : Teinture ,
0,"potasse, vedasse et gravelée",Espèce de cendres : Teinture ,
0,potin,"« Le potin est un alliage de cuivre, d'étain et de plomb largement utilisé par les peuples gaulois pour fabriquer leurs monnaies. » (définition web) ",
0,pou de soie,Larousse : « Taffetas de soie assez lourd «  ,
0,"pou de soie, pou-de-soie, poult de soie ","étoffe de soie épaisse, sans lustre et à côtes, CNRTL. ",
0,poudre d'ailhaud,"Poudre purgative : Jean Gaspard d'Ailhaud (1674-1756),  docteur en médecine et chirurgien, devint célèbre dans l'Europe entière pour avoir inventé une poudre médicamenteuse à laquelle il donna son nom et qui lui assura la fortune. ",
1,poudre d'aventurine,Or en poudre ? ,
0,poudre de gouaxaca,La retranscription semble correcte (Source : Objet Général -- 1752 -- BMRouen_Ms_Montbret_849 (B&W).pdf)   une seule occurrence dans la BDD ,
1,poulailler de cordonnier,,
0,pourette,chataignes donc potentiellement à en faire des farines ,
0,pourette de mûrier,C'est un plant de murier d'un ou deux ans. ,
0,poutargue,"ou Boutargue : sorte de mets qu'on prépare en Italie et dans le midi de la France avec des oeufs de poisson salé, confits dans le vinaigre. ",
1,prastre," 1 occurrence dans la BDD, bonne retranscription. Pas de définition trouéve,mais le terme apparaît dans de nombreux ouvrages. Semble référer à un terme religieux (Voir https://books.google.fr/books?id=X5BcAAAAcAAJ&pg=PA148&lpg=PA148&dq=prastre&source=bl&ots=nFhhnYQoug&sig=YI69Szt79wkBcDdBZ2zZxHroexk&hl=fr&sa=X&ved=0ahUKEwjC9qritsXMAhWhAcAKHfq-CTEQ6AEIODAH#v=onepage&q=prastre&f=false ou https://books.google.fr/books?id=5uRFAAAAcAAJ&pg=PA10&lpg=PA10&dq=prastre&source=bl&ots=xmvaFQuh4j&sig=oMCGLz9gHkG4Pq-YCowqlBqSFZU&hl=fr&sa=X&ved=0ahUKEwij3sOot8XMAhVKD8AKHbocCBc4ChDoAQgdMAE#v=onepage&q=prastre&f=false ",
1,prastre,,
0,preceinte,Il s'agit des planches de chêne qui servent à faire la préceinte des navires. ,
0,précipité rouge,Mercure précipité utilisé dans de nombreux remèdes ,
,prélat,Sorte de voile pour empêcher le lest de tomber. Voir https://books.google.fr/books?id=_9ZcAAAAcAAJ&pg=PA592&lpg=PA592&dq=prélat+de+navire&source=bl&ots=fpFnD6-8Bf&sig=ImcE9h41nD-WWb2uWaKgqDigLVA&hl=fr&sa=X&ved=0ahUKEwiwhdPloabTAhUF1RoKHTIdBHcQ6AEINzAF#v=onepage&q=prélat%20de%20navire&f=false,
0,présure,"« C'est un composé d'eau, de sel et de vessie de veau » (Savary) ",
1,pretes torches,,
1,prusses,,
1,prusus,"1 occurrence dans la BDD. La retranscription semble bonne, mais aucune définition trouvée. (Voirhttp://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=qbgbbteh33rlqknkvbjfvhnqi1&param=visu&page=1 Page 9)",
0,psalterion,Instrument de musique https://fr.wikipedia.org/wiki/Psalt%C3%A9rion ,
0,quadrille,Dans la source : « Toile de coton quadrillée » : mot qualifiant des « systèmes composés de pièces parallèles entre elles reliées transversalement par d'autres pièces également parallèles entre elles. » ,
1,quart à farine,Terme introuvable dans la BDD et les sources,
0,quart de nonante,"Dictionnaire Universel Francois Et Latin, Tome quatrième, article “Quart de nonante' : “ Est un instrument de mathématiques qui a le plus d'usage en géométrie et en astronomie. Il sert à mesurer les angles des figures et les hauteurs des astres. C'est un quart de cercle dont les bords sont divisées à l'ordinaire en nonante degrés avec une alidade et des pinules pour faire les observations. “ (https://books.google.fr/books?id=H7dKAAAAcAAJ&pg=RA2-PT106&lpg=RA2-PT106&dq=quart+de+nonante&source=bl&ots=tJt1uacQWo&sig=-acMfwKpnspeRn5IasEq9Yz25Fw&hl=fr&sa=X&ved=0ahUKEwjw0rXEm83MAhUBSBQKHVA8CYE4ChDoAQg1MAU#v=onepage&q=quart%20de%20nonante&f=false)",
0,quart de nonante,"instrument qui sert à prendre les angles et les élévations, article ""Quart"", Antoine Furetière, Dictionnaire universel français & latin, Paris, Guffart, 1732. ",
0,quart de nonante à prendre hauteur, On dit que le quart de nonante sert à prendre hauteur acr cet instrument sert à mesurer la hauteur des astres (Voir définition ci-dessus). « Le quart de nonante sert donc à prendre hauteur  de même que l'arbalête » (https://books.google.fr/books?id=bwvWAAAAMAAJ&pg=PA10&lpg=PA10&dq=quart+de+nonante+à+prendre+hauteur&source=bl&ots=X3dnIef6yT&sig=L2chh2N45XzXLKPSQtfdCLCeP7Y&hl=fr&sa=X&ved=0ahUKEwiE-5DHnM3MAhVIF8AKHYXyDCQQ6AEIHTAA#v=onepage&q=quart%20de%20nonante%20à%20prendre%20hauteur&f=false),
0,quartier de réduction,"Bézout, Traité de navigation, 1814 : «  Le quartier de réduction est un carré de carton partagé en plusieurs petits carrés[…] Le but de cet instrument est d'épargner la peine de tracer le triangle qui sert à résoudre les problèmes de navigation ",
1,quercas,,
0,quercitron,"Wikitionary : « Colorant jaune commerciélisé sous forme poudreuse, tiré de l'écorce de l'arbre du chêne du même nom […] introduit en Europe au XVIIIe siècle pour la teinture des cotons. » ",
1,quikous,,
0,quinette,(ou Quignette) Espèce de camelot tout de laine et quelquefois mêlé de poils de chèvre qui se fabrique en Flandres et en Picardie (Savary) ,
0,quinquina,"Savary, volume 3, 1748 : QUINQUINA ou KIKINNA,  « vers l'année 1680 la remit en vogue par le grand nombre de fuérisons surprenantes qu'il fit à la Cour et à la ville avec cette poudre. » Utilisée dans diverses remèdes ",
1,quire,Peut-être « quine » ou « esquine » ,
,quralais,poisson,
0,rabasse,"« Synonyme de truffe noire » « en occitan on appelle aussi ""rabassa"" une variété de brebis » (wiki)",
1,rabasse,,
,racinage,ensemble des racines alimentaires,
0,racine d'arcanette,Teinture ,
0,racine de dictame,"Savary, volume 2, 1748 : « DICTAME : Plante médicinale » ",
0,racine de ginsin,Wikipédia : « Le ginseng est une plante vivace […] originaire d'Asie du Nord-Est » ,
0,racine de guimauve,"Louis Vitet, Matière médicale réformée ou Pharmacopée médico-chirurgicale, 1780 : Calme la dysenterie, colique, diarrhée, , la soif, les légères inflammation ",
0,racine de pirrestre,"Savary, volume 3, 1748 :  «Racine médicinale […] douleur des dents » ",
0,rack,"arak, ""Rack ou arak ",
0,radis dictame,"Nicolas Lémery, Nouveau dictionnaire général des drogues simples et composées, Volume 1, 1807 : « On nous les apporte sèche de l'Italie et de nos départements méridionaux elles sont nervales, anthelmintique, ménagogues » ",
0,raince de lin," « Lin en rames ». La 4e édition (1762) du Dictionnaire de l'Académie française, article « Ramer », v.a. : « Soutenir des pois, ou quelque autre chose de même sorte, avec de petites rames qu'on plante en terre. Ramer des pois. Ramer des câpres, des capucines. En ce pays-là on rame le lin. »",
1,raince de lin,,
0,raiseau,"réseau, par exemple Savary, Dictionnaire vol. 3, article ""Verveux"", à propos d'un filet de pêche, ""Nasse de raiseau"". Peut être aussi ""ouvrages de soie"", article ""Raiseaux des Indes"", Savary, Dictionnaire, vol. 3. Graphie choisie ""raiseau"". ",
,ramolaches,Racines comme la carotte,
,rapatelle,toile de lin de cheval,
0,"rapatelle, rapatele","« Nom que l’on donne à une espèce de toile claire faite de crin de cheval, qui sert à faire des tamis ou sas pour faire passer l’amidon, le plâtre et autres choses semblables qu’on veut mettre en poudre fine… Les rapatelles se fabriquent pour la plupart dans la Basse-Normandie aux environs de Coutance… Quoique qu’il ne se fasse pas un grand négoce de cette marchandise, néanmoins le tarif de 1664 ne laisse pas d’en parler et d’en fixer les droits à 12 s. le cent pesant, tant à l’entrée qu’à la sortie », article ""Rapatelle"", Savary, Dictionnaire 3. ",
1,raponty,3 occurrences dans la BDD. Le retranscription est bonne. Définition introuvable mais terme rencontré dans els archives nationales (Voir https://www.siv.archives-nationales.culture.gouv.fr/siv/rechercheconsultation/consultation/ir/consultationIR.action?udId=d_3_93&irId=FRAN_IR_027830). Semble se référer à un produit d'origine russe. ,
1,rapsel,"1 occurrence dans la BDD. La retranscription semble bonne, mais aucune définition trouvée. (Voir http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=qbgbbteh33rlqknkvbjfvhnqi1&param=visu&page=1 Page 3)",
0,rasade,"petite étoffe OU ""espèce de verroterie"" plus souvent appelée ""Rassade"", cf. Savary, Dictionnaire vol. 3, articles ""Rasade"" et ""Rassade"". ""Rasade"" modifié en ""Rassade"" quand il est précisé qu'il s'agit de verroterie. ",
0,rasade,"Savary, volume 3, 1748 : « Se dit de plusieurs petites étoffes rases et sans poil » ",
1,"rase, rase blanche, rase pour peinture",,
1,rasorde,,
,rassade,perle de verre ou d’émail,
0,ratafia,"« A term given to a species of liquors much esteemed » A New Supplement to the Pharmacopoeias of London, James Rennie ",
0,ratine,Sorte d'étoffe de laine croisée (Savary) ,
1,rats de canons,,
,"rave, rave à sèche, de pêche, à filer…",rave de morue : nove ??,
1,raveaux,"1 occurrence dans la BDD. La retranscription semble bonne, mais aucune définition trouvée. (Voir Objet Ge?ne?ral -- 1756 – BMRouen_Ms_Montbret_155-1b.pdf Page 106)",
0,raz de castor,Ras ou raz : Nom que l'on donne à plusieurs sortes d'étoffes ,
0,raz de saint-cyr,"M. Paulet, L'art du fabriquant d'étoffes de soie, septième section, 1777 : « Le tissu de ces trois genre de Raz-de-Saint-Cyr est toujours le même, la différence ne consiste que dans le plu ou le moins de soie » ",
0,raz du maroc,"Savary, volume 3, 1748 : « Espèce de petites serges qui se fabriquent en divers endroits de Champagne […] elles se font partie de laines françaises et partie de laines communes d'Espagne » ",
0,raze (brai),"brai sec, qu'on nomme raze en Provence. Le grand vocabulaire françois, Paris, 1772, vol. 22, article ""Pin"", p. 175. ",
1,raze blanche,,
0,reagal,"aussi reisgar et risagal « minéral ou espèce d'arsenic rouge (…) on s'en sert néanmoins en chirurgie, & les maréchaux en font quelqu'usage. » (Savary)",
0,réagal,"Savary, volume 3, 1748 : « Minéral ou espèce d'arsenic rouge » ",
1,recatage ,,
1,rediné,,
0,réglisse,"Savary, volume 3, 1748 : ou GLICYRRHIZZA ou LIQUIRITIA ou RADIX DULCIS « Vertu douce et rafraîchissante. Il n'y a guère de racine qui soit plus connue en France. » Utilisée dans diverses remèdes ",
1,remontrances (armes),Provient d’une source belge. ,
1,reuche,"Ne semble pas être écrit « Reuche » sur le scan, mais écriture peu lisible. Voir http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=qbgbbteh33rlqknkvbjfvhnqi1&param=visu&page=1",
1,revêche,,
0,rez (eau-de-vie),"eau-de-vie de l'île de Ré, l'île de Ré s'écrit Rez au 17e et 18e siècle, par ex. Atlas Encyclopédique, Bonne et Desmarets, Padoue, 1739, p. 63. ",
1,ricanias,,
1,ricter (bois dit),Provient d’une source belge. Probablement un type de bois. Terme inconnu des dictionnaires français.  ,
0,"ripe, mauvaise lecture de tripe ","sorte d' étoffe veloutée, article ""Tripe"", Encyclopédie. ",
,robine,forme de robinet,
1,rocou," arbre exotique cultivé dans toutes les îles de l' Amérique. Encyclopédie, article ""Rocou"". ",
0,rocou,"Savary, volume 3, 1748 :  « Pour la teinture et la peinture » ",
0,rodes (bois de),"Amyris balsmifera, ""bois de Rhodes"" au XIXe siècle, article ""Pin"".""Amyris balsmifera"", Xycol. ",
0,rodon,"Savary, volume 3, 1748 :  « REDN, que plusieurs appellent aussi RODON. Sote d'herbe ou plante qu'on ferme toutes les années de même que le chanvre. » ",
0,rognure de corne de cerf,Platycerium : Les fougères de ce genre sont souvent appelées « cornes de cerf » ,
0,rognure de gaïac,Le gaïac est un bois brun verdâtre très dur ,
1,roizette,,
0,roldor,"Coriaria myrtifolia, la Corroyère à feuilles de myrte, est une espèce d'arbustes de la famille des Coriariaceae. Elle pousse en Espagne (Roldor), dans la zone est de la Méditerranée et dans le Sud de la France. ",
,rollet,À l’aune : doit être un textile ?,
0,romaine,"Savary, volume 3, 1748 : «  Espèce de balance dont l'invention est fort ancienne, qui sert à peser diverses sortes de marchandises. » ",
,romal,sorte d’étoffe de soie pure,
0,romals,"Savary, volume 3, 1748 : « Ce sont d'autres mouchoirs de toile de coton peinte sans aucune soie qui se fabriquent dans les Etats du Mogol » ",
0,"romals, romald, romal, ronald, romatd, romalo, romale, ramat","soit ""Romalle"", ""mouchoirs des Indes Orientales soie et coton"", soit ""Romals"", ""d'autres mouchoirs de toile de coton peinte sans aucune soie qui se fabriquent dans les États du Mogol"", Savary, Dictionnaire, vol. 3, articles ""Romalle"" et Romals"". Plusieurs cas indécidables => une seule catégorie, graphie choisie ""romals"". ",
0,roquelance écarlate,"RoquelaURe écarlate. Le Littré, article « Roquelaure » : « Ancienne espèce de manteau, qui se boutonnait sur le devant et qui tirait son nom du duc de Roquelaure ; elle a fait place aux redingotes. »",
1,rosarde,,
0,rosconne,Enciclopaedia Universalis : « Rosconne : (vieilli) Toile de lin » ,
1,roscou,"Peut-être ROCOU ou ROUCOU : Savary, volume 3, 1748 :  « Pour la teinture et la peinture » ",
1,rosée de vie,,
0,"rossoli, rossols, rossoly, rossely, rosoly","Rossoli, Liqueur fabriquée en Italie et Turquie principalement, à base d'eau-de-vie, de sucre, d'aromates et d'une macération de pétales de roses, de fleurs d'oranger (ou parfois de jus de fruits) (CNRTL)",
1,rouane,,
1,rouault,,
0,roucou,Drogue qui sert à la teinture et la peinture ,
0,rouergue,"L'encyclopédie, article « Rouergue » : « ROUERGUE, le (Géog. mod.) province de France, dans le gouvernement de Guienne; elle est bornée au nord par le Querci, au midi par l'Albigeois; au levant, par les Cévennes & le Gevaudan; & au couchant, par l'Auvergne. Cette province peut avoir environ 30 lieues de longueur, sur 20 de large. On la divise en comté, & en haute & basse Marche: le comté renferme Rodès, capitale de toute la province. »",
1,rousols,,
0,"roye, royal (bois de, bois)",Source ?  ,
1,"rozas, rosal, rozard (bois, de bois)",roseau (ou rose?) ,
0,ruban de filoselle,"Savary, volume 3, 1748 : « Nom que l'on donne en Languedoc à une espèce de grosse soie » ",
1,rubarbe fil,"Peut-être est-ce rhubarbe, dans ce cas 0,0a ",
0,rubea major,"Savary, volume 3, 1748 : « Rubia Tintorum : C'est la racine d'une plante dont les teinturiers se servent pour teindre en rouge […] Et par le tarif de Lyon où elle est appellée RUBEA » ",
0,rubia tintorum,Racine d'une plante pour teinture ,
1,rudon,,
,rusque,"Écorce, plus spécifiquement écorce de chêne en poudre.La rusque ou tan était obtenue par le broyage d’écorces. Cette poudre était destinée à rendre imputrescibles des peaux et obtenir du cuir souple vendu aux marchands de cuirs ou « curatiers »",
1,sabatines,,
0,sable,sable commun ,
,sablon,sable très fin,
1,sacquin,,
1,sadance,,
0,saffle,Safre ou zafre (nommé saffle dans le tarif de 1664) : « Minéral de couleur d'œil de perdrix que les verriers et fayanciers employent pour donner une couleur bleue » ,
1,saffreau,,
1,safisaigne,,
1,safranum," espèce de safran qui vient du Levant. Savary, Dictionnaire 3. ",
0,safranum,« Fleurs de carthame préparées pour la teinture. » (Littré) donc différent de safran,
,"sagapenum, sagapin","Le sagapénum (aussi appelé gomme séraphique) est une gomme-résine produite par le Ferula persica (Willd), un ombellifère. Idem sagapin",
0,sagne,Wikipédia : «  Roseau commun très utilisé autrefois en Camarague» ,
1,sagon,"Rien sur “Sagon”, mais Sagou : Dictionnaire classique des sciences naturelles  Volume 9 “Le sagou n'est autre que la partie  médullaire qui forme la presque totalité du tronc des sagouiers. (…) L'intérieur des tronc des jeunes sagouiers ou la partie même qui fournit le sagou est encore le manger le plus délicat et le plus tendre dont on peut se faire à l'idée “. (https://books.google.fr/books?id=pWecMuyzGzEC&pg=PA462&lpg=PA462&dq=sagon+définition&source=bl&ots=d8Hmo6OCUa&sig=k7TB_iMLLupYvWDnmlopIBPRzP8&hl=fr&sa=X&ved=0ahUKEwjrru-bnc3MAhVoLsAKHbflCtAQ6AEIJjAC#v=onepage&q=sagon%20définition&f=false)",
0,sagu,"Savary, volume 3, 1748 :  « Espèce de farine faite de la moelle d'un arbre » ",
1,saigne,,
1,sailphre,,
0,sain,"Savary, volume 3, 1748 : «  Monnaie qui a cours en Géorgie » ",
0,saindoux,Sorte de gras tiré du porc ,
0,saint marthe (bois de),"Bois de Sainte-Marthe, utilisé pour des bois du Brésil, article ""Sainte-Marthe"", Xycol. ",
0,salage,"Savary, volume 3, 1748 : « Droit qui se paye au Roi sur chacun des bateaux de sel » ou « En Normandie et en Picardie façon que l'on donne au hareng en vrac lorsqu'on le veut pacquer et lui donner son dernier sel » ",
0,salemporis,"aussi ""Lisats"",""autre sorte de toile qui vient des Indes, de Perse, & de la Mecque"", Savary, Dictionnaire 1 p. 343, article ""Commerce de l'Europe"". Aussi ""toiles du Coromandel"", Alain Roman, Saint-Malo au temps des négriers, Paris ",
0,salemporis,Toile de coton qui vient de l'Orient (le Levant ou les Indes) et qui fait partie de la famille des Lisats (Savary) ,
,salep,"Le salep (en persan : ????, saalab ; en arabe : ????, sa?lab ; en azéri : s?hl?b) désigne à la fois une farine faite à partir de tubercules d'orchis et la boisson que l'on confectionne avec cette farine.",
0,salicor,"Plante qui croît sur le bord de la mer, et dont on retire de la soude, salicornia herbacea, L., famille des chénopodées. Nom donné à la soude en Languedoc et dans le Roussillon. ",
0,salicor,"salicore, ""sel alkali fixe marin"", article ""Soude"", Encyclopédie. ",
0,salin,"Savary, volume 3, 1748 : « Espèce de baquet de figure ovale dans lequelles vendeuses renferment le sel qu'elles débitent aux coins des rues de la Ville de Paris. » . Mais il y a aussi alkali salin, cendre saline et salins poru verrerie qui doivent être des sels ?",
0,salitre,"De l’espagnol salitre (« salpêtre »).  Sulfate de magnésium, nitrate de potassium, nitrate de sodium. (wikipédia)",
0,saloir,Larousse : « Coffre de bois dans lequel on conservait le sel » ,
0,salpêtre,"Soude, surtout utilisé par les artificiers ",
0,salsepareille,"Savary, volume 3, 1748 : ou SARCEPAREILLE ou SMILAX ASPERA « Plante qui croit dans la nouvelle Espagne & au Pérou, & qu'on apporte aussi des Indes Orientales.  […] le principal usage est d'entrer dans les décoctions & les tisanes qu'on donne po ",
,salsola,"Jusqu'au xixe siècle, ces plantes halophytes étaient utilisées pour fabriquer de la soude, utile pour faire du savon ou pour la fabrication du verre",
0,sanas,"Savary, volume 3, 1748 : « Toile de coton blanc » ",
0,"sandarac, sandarak","Savary, volume 3, 1748 : OU SANDARAQUE « Espèce de gomme […] entre dans la composition du vernis » ",
0,sang de dragon,"Savary, volume 3, 1748 : « Est une drogue autrefois très estimé mais très peu connue des Anciens. [...] Chez les Modernes cette gomme n'est qu'une simple gomme qui découle de différents arbres […] L'on prétend que le sang de dragon est fort ast ",
0,sangalette,Larousse : « Singalette : Toile de coton » ,
0,sanguine,"Synonyme de jaspe : Savary, volume 2, 1748 : « Espèce de marbre ou de pierre précieuse assez semblable à l'agathe. » ",
0,santal,"Savary, volume 3, 1748 : « Bois dur, pesant et odorant qu'on apporte des Indes Orientales. » ",
0,santal blanc,"Savary, volume 3, 1748 :  « Le santal blanc approche beaucoup du citrin, la couleur seule & l'odeur les distinguent il entre comme lui dans les remèdes il l'est aussi en buches & sans écorce » (cf Santal) ",
0,santal citrin,"Savary, volume 3, 1748 :  « L'on appelle Santal Citrin, celui qui vient de la Chine et du Royaume de Siam, il est jaune, pesant & de bonne odeur sert à la médecine & aux parfumeurs  » (cf Santal) ",
0,santal moulu,Voir Santal citrin ou santal blanc ,
1,santnaires,,
1,santuaire,,
0,sapan,"attesté pour ""sappan"", bois de teinture. Xycol.
Arbre (Caesalpinia sappan) qui pousse en Asie du Sud-Est. Du malais sapang, dans une note aux Voyages de Marco Polo, il est noté que le mot malais est identique au tamoul Sapanggi qui veut dire « Japon », pays d'où il est supposé provenir. Ce bois rouge, aussi appelé « brésil » ou « brésillet des Indes », mot qui donnera son nom au Brésil. https://fr.wiktionary.org/wiki/sappan",
0,sapin anspects,Sorte de levier en bois (Savary) ,
1,saquins,,
,sarcelé,Je trouve sur internet lin sarcelé,
1,sarde,"CNRTL: ""espèce d'agate"" ou ""poisson dde la famille des bonites""...",
0,sarde (baleine de),"espèce de baleine. Encyclopédie, article ""Pêche à la baleine"". ",
,sardi de laine,Une étoffe ?,
1,sardinals,,
,sareaux,sarrau ? Blouse ?,
1,Sarrions d'espars,,
0,sasses,Le dictionnaire de l'Académie française. Huitième édition (1932-1935) : “T. de Marine. Sorte de pelle creuse qui a une anse ou poignée et qui sert à jeter l'eau hors des embarcations. On dit aussi Écope.”,
1,satissoie,,
0,saturne,"Savary, volume 3, 1748 : « L'on tire encore du plomb par le secours de la chimie, des sels, des beaumes […] auxquels on ajoute le nom de Saturne. » ",
1,Saturne,,
1,saude,,
0,sauge,"Wiki : Certaines espèces de sauge principalement la sauge officinale, possèdent en effet de nombreuses vertus médicinales. Elles étaient considérées au Moyen Âge comme une panacée. Deux espèces étaient particulièrement utilisées pour leurs somm ",
0,saulx (feuille de),outil servant à panser les chevaux (Savary),
0,saumure,Solution aqueuse de sel ,
1,saune (bois de),Le retranscription du registre semble correcte   sauner signifie « Produire du sel » selon le Littré. Une seule occurrence dans la BDD.,
1,sauphas,sofa ???,
1,saur,,
1,savine,,
