simplification,nbr_occurences_simpl,obsolete,luxe_dans_SITC,nbr_occurences_luxe_dans_SITC
ressorts d'horlogerie,1,non,,796571
ressorts de carrosses,1,non,,796571
ressorts de montre,2,non,,796571
ressorts de pendules,3,non,,796571
ressorts de voiture,2,non,,796571
restant de beurre,6,non,,796571
restant de cargaison,2,non,,796571
restant de chaux,1,oui,,796571
restant de fer,1,oui,,796571
restant de futaille,4,oui,,796571
restant de futailles,0,oui,,796571
restant de marchandises,0,non,,796571
restant de planches,1,oui,,796571
restant de sa cargaison,1,non,,796571
restant de sa cargaison pour Cherbourg,1,oui,,796571
restant de sel,2,oui,,796571
restant de sel de sa pêche,1,oui,,796571
restant de vin,6,non,,796571
restes de pierres,1,non,,796571
retaille de carte,1,non,,796571
retaille de cuir,1,non,,796571
retaille de peau,6,non,,796571
retaille de peau de veau corroyée,1,non,,796571
retaillons de drap,1,non,,796571
rets,1,non,,796571
rets pour tisseurs,12,non,,796571
reuche,2,non,,796571
revêche,6,non,,796571
réveil,5,non,,796571
réveils,2,non,,796571
réverbères,3,non,,796571
rhubarbe,788,non,,796571
rhubarbe commune,1,non,,796571
rhubarbe de Moscovie,35,non,,796571
rhubarbe des Indes,1,non,,796571
rhubarbe du Levant,19,non,,796571
rhubarbe en grabeau,1,non,,796571
rhubarbe et mechoacam,28,non,,796571
rhubarbe fil,1,non,,796571
rhum,51,non,,796571
rhum des prises,1,non,,796571
rhum et sirop fin,22,non,,796571
rhum et tafia,44,non,,796571
rhum et tafia étranger,1,non,,796571
ricanias des Indes,1,non,,796571
ricin,1,non,,796571
rideaux de lit en satin,2,non,,796571
rideaux de lit en satin brodé,2,non,,796571
rideaux de soie vieux,1,non,,796571
rite de chanvre,1,non,,796571
rivets,1,non,,796571
riz,3426,non,,796571
riz de retour de Beaucaire,1,non,,796571
riz des entrepôts,0,non,,796571
riz du Levant,2,non,,796571
riz en grabeau,1,non,,796571
riz grains et légumes,89,non,,796571
robes,8,non,,796571
robes brodées,1,non,,796571
robes brodées en laine et de femme,1,non,,796571
robes d'enfant,1,non,,796571
robes d'étoffe de soie dorure d'argent,1,non,,796571
robes d'indienne,1,non,,796571
robes d'indienne des prises,1,non,,796571
robes de basin brodées,1,non,,796571
robes de chambre,10,non,,796571
robes de chambre d'étoffe de soie,1,non,,796571
robes de chambre d'indienne,3,non,,796571
robes de chambre de damas,2,non,,796571
robes de chambre de la Chine,2,non,,796571
robes de chambre de Pékin brodé de soie,1,non,,796571
robes de chambre de soie,4,non,,796571
robes de chambre des Indes,1,non,,796571
robes de femme,1,non,,796571
robes de satin brodées,2,non,,796571
robes de taffetas,1,non,,796571
robes de toile peinte,1,non,,796571
robes et jupes de satin,1,non,,796571
robes fourrées,1,non,,796571
robinets,4,non,,796571
robinets à tirer le vin,2,non,,796571
robinets de bronze,1,non,,796571
robinets de cuivre,4,non,,796571
robinets de fonte,4,non,,796571
rocaille,68,non,,796571
rocaille de corail,6,non,,796571
rocaille de cristal,1,non,,796571
rocaille de verre,18,non,,796571
roche de corne,9,non,,796571
roche de diable,3,non,,796571
rocou,1728,non,,796571
rocou de Cayenne,2,non,,796571
rocou des Îles,1,non,,796571
rodon,1,non,,796571
rognons de castor,137,non,,796571
rognons de cerf,1,non,,796571
rognons de peau,1,non,,796571
rognons de rat musqué,1,non,,796571
rognons de stockfish,2,non,,796571
rognures,25,non,,796571
rognures d'écaille,9,non,,796571
rognures d'ivoire,26,non,,796571
rognures de ???,4,non,,796571
rognures de baleine,21,non,,796571
rognures de bois de cerf,38,non,,796571
rognures de bois de cerf et d'ivoire,2,non,,796571
rognures de carte,133,non,,796571
rognures de carterie,2,non,,796571
rognures de cartes et de papier,84,non,,796571
rognures de carton,2,non,,796571
rognures de castor,7,non,,796571
rognures de cerf et d'ivoire,4,non,,796571
rognures de chapeau,2,non,,796571
rognures de corne,32,non,,796571
rognures de corne de cerf,2,non,,796571
rognures de corne et de parchemin,44,non,,796571
rognures de cornes,1,non,,796571
rognures de cornes de bétail sabots de bétail etc.,1,non,,796571
rognures de cornes de cerf,33,non,,796571
rognures de cornes de cerf et de snack,10,non,,796571
rognures de cuir,42,non,,796571
rognures de cuir et de peau,144,non,,796571
rognures de dents d'éléphant,4,non,,796571
rognures de drap,21,non,,796571
rognures de fer-blanc,22,non,,796571
rognures de forme,1,non,,796571
rognures de gaïac,2,non,,796571
rognures de gants,1,non,,796571
rognures de mis,3,non,,796571
rognures de papier,12,non,,796571
rognures de parchemin,6,non,,796571
rognures de parchemin en valeur,2,non,,796571
rognures de peau,62,non,,796571
rognures de peau pour colle,1,non,,796571
rogues,118,non,,796571
rogues de carte,1,non,,796571
rogues de castor,1,non,,796571
rogues de macy,2,non,,796571
rogues de maquereau,3,non,,796571
rogues de maquereaux,3,non,,796571
rogues de maquereaux salées et stockfish salé,2,non,,796571
rogues de morue,78,non,,796571
rogues de morue salées,0,non,,796571
rogues de poisson,39,non,,796571
rogues de stockfish,49,non,,796571
rogues pour la pêche,1,non,,796571
rogues salées,2,non,,796571
roizette,1,non,,796571
roldor,3,non,,796571
rollet,35,non,,796571
rollet et batiste,69,non,,796571
rollins,1,non,,796571
romaine,4,non,,796571
romals,31,non,milieu de gamme,43473
romals pour mouchoirs,29,non,,796571
romals rouges,1,non,,796571
rond de moulage,1,non,,796571
roquelance écarlate,1,non,,796571
roquette,1,non,,796571
rosaire,4,non,,796571
rosarde,1,non,,796571
rose,2,non,,796571
rose de dictam,1,non,,796571
rose de Provins,2,non,,796571
rose sèche,1,non,,796571
roseaux,115,non,,796571
roseaux à tisserands,1,non,,796571
roseaux champêtres,1,non,,796571
roseaux coupés,11,non,,796571
roseaux d'Espagne,102,non,,796571
roseaux des Indes,3,non,,796571
roseaux en canon,1,oui,,796571
roseaux petits,0,non,,796571
roseaux pour cannes,7,non,,796571
rosée de vie,2,non,,796571
rosette de cuivre,279,non,,796571
rosette de cuivre et mitraille de cuivre,1,non,,796571
rosette ou plaques de cuivres non ouvré,11,non,,796571
rossière de toile,1,non,,796571
rossoli,21,non,,796571
rossoli de Turin,1,non,,796571
rotin des Indes,2,non,,796571
rotins,82,non,,796571
rotins de petit calibre,3,non,,796571
rouane,1,non,,796571
rouault,1,non,,796571
roudon,1,non,,796571
rouelles,1,non,,796571
rouergue,1,non,,796571
roues,89,non,,796571
roues ??? de fer,1,non,,796571
roues à cabriolets,2,non,,796571
roues à cabrouets,33,non,,796571
roues à chaises,5,non,,796571
roues à filer,1,non,,796571
roues de bois,6,non,,796571
roues de brouette,3,non,,796571
roues de cabriolet,1,non,,796571
roues de carrosse,3,non,,796571
roues de chaise,9,non,,796571
roues de chaise ferrées,1,non,,796571
roues de charrettes,14,non,,796571
roues de charrettes ferrées,1,non,,796571
roues de voiture,1,non,,796571
roues en bois,1,non,,796571
roues et cabrouets,1,non,,796571
roues ferrées,13,non,,796571
roues neuves,74,non,,796571
roues non ferrées,5,non,,796571
rouets,14,non,,796571
rouets à filer,34,non,,796571
rouets à filer de bois,1,non,,796571
rouets de moulins,1,non,,796571
rouets petits,1,non,,796571
rouge,6,non,,796571
rouge à peindre,1,non,,796571
rouge annatto colorant,117,non,,796571
rouge brun,40,non,,796571
rouge clair,2,non,,796571
rouge commun,14,non,,796571
rouge commun en poudre,1,non,,796571
rouge d'Angleterre,20,non,,796571
rouge d'Espagne,37,non,,796571
rouge d'Espagne en pains,1,non,,796571
rouge d'Espagne en plats,3,non,,796571
rouge d'Espagne en play,1,oui,,796571
rouge d'Espagne en tasse,6,non,,796571
rouge de Perse,4,non,,796571
rouge de Perse et de rosse,1,non,,796571
rouge de rosse,3,non,,796571
rouge de Venise,1,non,,796571
rouge des Indes,3,non,,796571
rouge en pierre,2,non,,796571
rouge en poudre,4,non,,796571
rouge fin,2,non,,796571
rouge gras,4,non,,796571
rouge grode,1,non,,796571
rouge gros,6,non,,796571
rouge minéral,2,non,,796571
rouge muscat,1,non,,796571
rouge perse et de rosse,1,non,,796571
rouge végétal,1,non,,796571
rouleau de fer,1,non,,796571
rouleau de lit,1,non,,796571
rouleau de plomb,1,non,,796571
rouleau pour chauffer le salitre,1,non,,796571
rouleau rôles,4,non,,796571
roulette de bois commun à trois rouets,1,non,,796571
roulette pour enfant,1,non,,796571
rousols,1,non,,796571
roussettes,2,non,,796571
ruban,265,non,milieu de gamme,43473
ruban à jour,2,non,,796571
ruban à jour de fil,2,non,,796571
ruban à perruques,2,non,,796571
ruban au quart,5,non,,796571
ruban au quart de soie,2,non,,796571
ruban avec de l'or,2,non,,796571
ruban bis de fil de lin et de chanvre écru ou herbé,1,non,,796571
ruban blanc ou mélangé de blanc,1,non,,796571
ruban blanc ou mélange de blanc de fil de lin et de chanvre,2,non,,796571
ruban blancs de chanvre et de lin,1,non,,796571
ruban commune,16,non,milieu de gamme,43473
ruban d'argent,10,non,,796571
ruban d'argent et d'or,192,non,,796571
ruban d'argent et d'or et de soie,14,non,haut de gamme,11978
ruban d'argent et de soie,5,non,,796571
ruban d'argent faux et d'or faux et de soie,1,non,,796571
ruban d'étoupes de chanvre,1,non,,796571
ruban d'étoupes de lin,1,non,,796571
ruban d'or,11,non,,796571
ruban d'or et de soie,2,non,,796571
ruban de chanvre et de lin,4,non,,796571
ruban de chanvre et de lin écrus,1,non,,796571
ruban de chanvre et de lin teints,1,non,,796571
ruban de coton,9,non,,796571
ruban de coutil,1,non,,796571
ruban de crin,1,non,,796571
ruban de dorrure et de soie,3,oui,,796571
ruban de dorure et de soie,3,non,,796571
ruban de dorure et soie,2,oui,,796571
ruban de fil,558,non,milieu de gamme,43473
ruban de fil blanc,2,non,,796571
ruban de fil blanc mêlé d'argent faux,1,non,,796571
ruban de fil d'argent et d'or,8,non,,796571
ruban de fil de laine,6,non,,796571
ruban de fil en laine,2,non,,796571
ruban de fil et de laine,71,non,milieu de gamme,43473
ruban de fil et de soie,3,non,,796571
ruban de fil et fleuret,1,non,,796571
ruban de fil fleuret et laine de soie,1,non,,796571
ruban de fil teint,3,non,,796571
ruban de filoselle,151,non,bas de gamme,17938
ruban de fleuret,46,non,bas de gamme,17938
ruban de fleuret et de soie,3,non,,796571
ruban de laine,44,non,milieu de gamme,43473
ruban de laine de laine pure teinte,1,non,,796571
ruban de laine écrue pure,1,non,,796571
ruban de laine et de soie,1,non,,796571
ruban de laine mêlée de fil,4,non,,796571
ruban de laine mêlée de fil de laine et de poils,1,non,,796571
ruban de laine mêlée de fil teint,1,non,,796571
ruban de laine pure écrue et blanche,1,non,,796571
ruban de laine pure teinte,1,non,,796571
ruban de lin,1,non,,796571
ruban de Padoue,1,non,,796571
ruban de soie,1675,non,milieu de gamme,43473
ruban de soie unis et veloutés,2,non,,796571
ruban de velours,6,non,,796571
ruban dorure d'argent,14,non,,796571
ruban dorure d'argent et d'or,42,non,,796571
ruban dorure d'argent faux et d'or faux,3,non,,796571
ruban dorure d'argent fin et d'or fin,16,non,,796571
ruban dorure d'or,10,non,,796571
ruban du Levant,1,non,,796571
ruban écru,1,non,,796571
ruban en dorure,2,non,,796571
ruban et listonnerie,4,non,,796571
ruban et passementerie de soie,6,non,,796571
ruban et passementerie diverse,6,non,,796571
ruban et passementerie diverses celles de soie et dorure exceptées,35,non,milieu de gamme,43473
ruban et tresse et agrément d'argent et d'or,1,non,,796571
ruban mi soie,10,non,,796571
ruban or charger,1,non,,796571
ruban ordinaire,103,non,milieu de gamme,43473
ruban picard,2,non,,796571
ruban teint,1,non,,796571
ruban velouté,3,non,,796571
rubea,1,non,,796571
rubea major,20,non,,796571
rubia tinctorum,9,non,,796571
rubis bruts,2,non,,796571
rubis taillés,3,non,,796571
ruches,25,non,,796571
ruches à miel renfermant des essaims vivants,6,non,,796571
ruches de liège,2,non,,796571
ruches de pin,1,non,,796571
rudon,2,non,,796571
rusque,5,non,,796571
rusque de chêne,4,non,,796571
rusque de pin,26,non,,796571
rusque de sapin,0,non,,796571
russel de laine,1,non,,796571
sabatines,1,non,,796571
sable,128,non,,796571
sable à fondeur,1,non,,796571
sable à mouler,1,non,,796571
sable à raffinerie,1,non,,796571
sable blanc,1,non,,796571
sable commun,1,non,,796571
sable de mer,1,non,,796571
sable de verre,10,non,,796571
sablerie,8,non,,796571
sableuée,1,non,,796571
sablière de fer de fonte,2,non,,796571
sablières de cuivre,3,non,,796571
sabliers,1,non,,796571
sabliers en compas,3,non,,796571
sablon,1,non,,796571
sabots,84,non,,796571
sabots de bœuf,58,non,,796571
sabots de bois,8,non,,796571
sabots et selles de bois,2,non,,796571
sabres,120,non,,796571
sabres de traite,16,non,,796571
sabres de traite et autres,2,non,,796571
sabres et baïonnettes,1,non,,796571
sabres fins,1,non,,796571
sabres garnis d'argent,1,non,,796571
sabres montés en cuivre doré,1,non,,796571
sabres ordinaires,2,non,,796571
sachets,11,non,,796571
sachets d'odeur,3,non,,796571
sacquin,1,non,,796571
sacs,114,non,,796571
sacs à café,20,non,,796571
sacs à café neufs,2,non,,796571
sacs à café vides,1,non,,796571
sacs à café vieux,3,non,,796571
sacs à farine,2,non,,796571
sacs à poudre neufs,1,non,,796571
sacs à tabac de cuir,4,non,,796571
sacs ayant servi et de toile,1,non,,796571
sacs de bois et cuir,1,non,,796571
sacs de lin,2,non,,796571
sacs de peau d'ours,1,non,,796571
sacs de poluard,1,non,,796571
sacs de toile,133,non,,796571
sacs de toile de halle,1,non,,796571
sacs de toile vides,3,non,,796571
sacs de toile vieux,4,non,,796571
sacs en paquets,1,non,,796571
sacs en toile de chanvre,2,non,,796571
sacs gros,10,non,,796571
sacs vides,1,non,,796571
sacs vides au service du roi,1,non,,796571
sacs vieux,6,non,,796571
saffle,66,non,,796571
saffreau,1,non,,796571
safisaigne,1,non,,796571
safran,1547,non,,796571
safran d'Espagne,1,non,,796571
safran de Gâtinais,2,non,,796571
safran du Gâtinais,15,non,,796571
safran orange,0,non,,796571
safranum,627,non,,796571
safranum et tournesol,7,non,,796571
sagapenum,6,non,,796571
sagati,3,non,,796571
sagati de laine,9,non,,796571
sagne,14,non,,796571
sagon,2,non,,796571
sagou,42,non,,796571
sagou des Indes,2,non,,796571
sagre,2,non,,796571
saigne,6,non,,796571
sailphre,1,non,,796571
sain,4,non,,796571
saindoux,59,non,,796571
saisie de fer,1,non,,796571
salage,3,non,,796571
salaisons,231,non,,796571
salamouris,1,non,,796571
salemporis,208,non,haut de gamme,11978
salemporis blanc,18,non,milieu de gamme,43473
salemporis blanc et bleu,2,non,,796571
salemporis bleu,53,non,milieu de gamme,43473
salemporis bleu et rouge,3,non,,796571
salemporis commun,3,non,,796571
salemporis rouge,1,non,,796571
salep,5,non,,796571
salicore,169,non,,796571
salicore brûlé,1,non,,796571
salière,1,non,,796571
salière de cristal,4,non,,796571
salière de pierre luisante,1,non,,796571
salins,4,non,,796571
salins pour verrerie,1,non,,796571
saloir,1,non,,796571
saloirs de bois,1,non,,796571
salpêtre,232,non,,796571
salpêtre brut,5,non,,796571
salpêtre cru,85,non,,796571
salpêtre des Indes,6,non,,796571
salpêtre et soufre,115,non,,796571
salpêtre raffiné,75,non,,796571
salsepareille,898,non,,796571
salsola,1,non,,796571
sament,19,non,,796571
samoine,1,non,,796571
sanas,16,non,milieu de gamme,43473
sanas blanc,3,non,,796571
sanas bleue,1,non,,796571
sanctuaire,4,non,,796571
sandale,6,non,,796571
sandance,1,non,,796571
sandarac,79,oui,,796571
sandaraque,79,non,,796571
sang,1,non,,796571
sang de bétail,1,non,,796571
sang de bouc,1,non,,796571
sang de bouc desséché,1,non,,796571
sang de boudin,1,non,,796571
sang de bouquetin,2,non,,796571
sang de dragon,111,non,,796571
sang de dragon commun,1,non,,796571
sang de dragon en larmes,1,non,,796571
sang de dragon fin,4,non,,796571
sangles,99,non,,796571
sangles de chanvre,1,non,,796571
sangles de cheval,1,non,,796571
sangles de cordes,1,non,,796571
sangles pour malets,1,non,,796571
sanglier,5,non,,796571
sangsues,62,non,,796571
sangsues et vipères,3,non,,796571
sanguine,92,non,,796571
sanitaires,3,non,,796571
sapan,1,non,,796571
sapeline,0,non,,796571
saphirs taillés,1,non,,796571
sapien violet,1,non,,796571
sapin,38,non,,796571
sapin à bâtir,2,non,,796571
sapin à faire aviron,1,non,,796571
sapin à faire chevrons,1,non,,796571
sapin à faire comble,26,non,,796571
sapin à faire échelles,41,non,,796571
sapin à faire escabelle,3,non,,796571
sapin à faire gaffe,26,non,,796571
sapin à faire gaffe en manches,1,non,,796571
sapin à faire manches de pioches,1,non,,796571
sapin à pioches,32,non,,796571
sapin anspects,1,non,,796571
sapin comble,3,oui,,796571
sapin en bloc,2,non,,796571
sapin petit,3,non,,796571
saquins,3,non,,796571
sarcelé,1,non,,796571
sarcelles,1,non,,796571
sardes,1,non,,796571
sardi de laine,1,non,,796571
sardinals,2,non,,796571
sardines,305,non,,796571
sardines à l'huile,5,non,,796571
sardines apprêtées,3,non,,796571
sardines confites,5,non,,796571
sardines confites au vinaigre,1,non,,796571
sardines confites dans l'huile,4,non,,796571
sardines en grenier,1,non,,796571
sardines en lest,1,non,,796571
sardines en saumure,1,non,,796571
sardines fraîches,11,non,,796571
sardines marinées et salées,3,non,,796571
sardines pressées,36,non,,796571
sardines pressées de Bretagne,1,non,,796571
sardines pressées et salées,5,non,,796571
sardines salées,246,non,,796571
sardines salées et marinée,2,non,,796571
sareaux de toile,3,non,,796571
sarrions d'espars,2,non,,796571
sassafars,1,oui,,796571
sassafras,150,non,,796571
sasses,23,non,,796571
satin,135,non,milieu de gamme,43473
satin à fleurs,3,non,,796571
satin blanc,3,non,,796571
satin broché,3,non,,796571
satin broché en or,1,non,,796571
satin brodé,8,non,,796571
satin brodé couleur de paille,2,non,,796571
satin brodé de la Chine,2,non,,796571
satin brodé en or,1,non,,796571
satin brodé en soie de couleur,2,non,,796571
satin brodé en soie et or,2,non,,796571
satin brodé lit complet,2,non,,796571
satin brodé morceaux,2,non,,796571
satin brodé tapis,2,non,,796571
satin brodé toilette,2,non,,796571
satin de Chine,1,non,,796571
satin de Florence,1,non,,796571
satin de Florence et de Gênes,1,non,,796571
satin de laine,4,non,,796571
satin de laine de Roubaix,2,non,,796571
satin de laine et serge,1,non,,796571
satin de laine turc,18,non,milieu de gamme,43473
satin de laine turc et serge,1,non,,796571
satin de retour,1,non,,796571
satin de retour faute de vente,1,oui,,796571
satin de soie,58,non,milieu de gamme,43473
satin des Indes,4,non,,796571
satin fil,2,non,,796571
satin gris,1,non,,796571
satin imprimé de laine,1,non,,796571
satin noir,1,non,,796571
satin pur coton,2,non,,796571
satin pur soie,1,non,,796571
satin rayé,14,non,,796571
satin soie en fil,1,oui,,796571
satin soie et coton,1,non,,796571
satin soie et fil,3,non,,796571
satin turc,9,non,,796571
satin uni,13,non,,796571
satin uni et rayé,1,non,,796571
satinade,4,non,,796571
satinette,5,non,,796571
satinette de coton,1,non,,796571
satinette de laine,4,non,,796571
satissoie,1,non,,796571
satte,1,non,,796571
Saturne en extrait,1,non,,796571
saucisses,22,non,,796571
saucisses de Boulogne,5,non,,796571
saucissons,431,non,,796571
saucissons salés,19,non,,796571
sauge,2,non,,796571
saule de fer,2,non,,796571
saulx,2,non,,796571
saumon,89,non,,796571
saumon d'Écosse,4,non,,796571
saumon en daube,3,non,,796571
saumon frais,219,non,,796571
saumon fumé,166,non,,796571
saumon madré,1,oui,,796571
saumon mariné,6,non,,796571
saumon mariné et salé,21,non,,796571
saumon salé,1088,non,,796571
saumon salé et mariné,1,oui,,796571
saumon salé et séché,5,non,,796571
saumon sec,1,oui,,796571
saumon séché,1,non,,796571
saumonée,4,oui,,796571
saumure,108,non,,796571
saumure salée,1,non,,796571
sauphas,1,non,,796571
saur,1,non,,796571
sauvagines,1,non,,796571
savine,2,non,,796571
savoine languine,1,non,,796571
savon,2513,non,,796571
savon blanc,98,non,,796571
savon blanc et marbré,131,non,,796571
savon blanc noir rouge marbré,2,non,,796571
savon d'Alicante,23,non,,796571
savon d'Espagne,1,non,,796571
savon de Gênes,1,non,,796571
savon de Marseille,18,non,,796571
savon de retour,1,non,,796571
savon de terre,1,non,,796571
savon et pruneaux,4,non,,796571
savon et sirop de sucre,1,non,,796571
savon et sucre,1,non,,796571
savon et verdet,4,non,,796571
savon gras,2,non,,796571
savon madré,94,non,,796571
savon marbré,251,non,,796571
savon mol,6,non,,796571
savon noir,215,non,,796571
savon vert,4,non,,796571
savonnettes,395,non,,796571
savonnettes de senteur,13,non,,796571
sayessa,3,non,,796571
sayne,15,non,,796571
scammonée,207,non,,796571
scapa,1,non,,796571
scaps,4,non,,796571
schakos,2,non,,796571
schakos garnis,2,non,,796571
schakos sans garniture,2,non,,796571
scielle,1,non,,796571
scies,114,non,,796571
scies ?,0,non,,796571
scies à moulu,1,non,,796571
scies communes,4,non,,796571
scies de fer,23,non,,796571
scies de long,1,non,,796571
scies fines,4,non,,796571
scies pour la Compagnie des Indes,1,non,,796571
scille maritime,4,non,,796571
scinque,1,non,,796571
scortins d'auf,1,non,,796571
sculptures,16,non,,796571
seaux,8,non,,796571
seaux à l'eau,1,non,,796571
seaux à l'eau de sapin,1,non,,796571
seaux cerclés de fer,2,non,,796571
seaux d'eau,1,non,,796571
seaux de bois,73,non,,796571
seaux de bois ferré,1,non,,796571
seaux de cuir,7,non,,796571
seaux de faïence,1,non,,796571
seaux de fer-blanc,1,non,,796571
seaux de sapin,9,non,,796571
seaux de veau,1,non,,796571
seaux de verre,1,non,,796571
seaux de vin,1,non,,796571
seaux ferrés,1,non,,796571
sébeste,50,non,,796571
sébiles,1,non,,796571
secrétaire,6,non,,796571
secrétaire d'acajou,4,non,,796571
secrétaire de noyer,2,non,,796571
sege de Saint-Louis,2,non,,796571
segrin,1,non,,796571
seigle,1,non,,796571
sel,11404,non,,796571
sel amine,1,non,,796571
sel ammoniac en grabeau,9,non,,796571
sel ammonisé,4,non,,796571
sel antarctique,8,non,,796571
sel arcanum,1,non,,796571
sel arctique,2,non,,796571
sel blanc,144,non,,796571
sel blanc pour la pêche,2,non,,796571
sel chimique,304,non,,796571
sel chimique de Glauber,4,non,,796571
sel chimique de lait,2,non,,796571
sel chimique de nitre,2,non,,796571
sel chimique gemme,5,non,,796571
sel commun,1,non,,796571
sel composé,3,non,,796571
sel d'absinthe (alsem),4,non,,796571
sel d'alsem,1,non,,796571
sel d'ammoniac,542,non,,796571
sel d'ammoniac brut ou en poudre,20,non,,796571
sel d'ammoniac raffiné,25,non,,796571
sel d'Angleterre,33,non,,796571
sel d'antimoine,2,non,,796571
sel d'Epsom,215,non,,796571
sel d'Epsom et Glauber,1,non,,796571
sel d'Espagne,9,non,,796571
sel d'étain,1,non,,796571
sel d'Oléron,42,non,,796571
sel d'Oléron de Ré,1,non,,796571
sel d'Olonne,2,non,,796571
sel d'opium,7,non,,796571
sel d'oseille,12,non,,796571
sel de,1,non,,796571
sel de baryte,1,non,,796571
sel de boue,1,non,,796571
sel de Bourgneuf,162,non,,796571
sel de Bretagne,1,non,,796571
sel de carabé,1,non,,796571
sel de caret,1,non,,796571
sel de chimie,1,non,,796571
sel de corne de cerf,1,non,,796571
sel de fat ???,0,non,,796571
sel de Franche-Comté,1,non,,796571
sel de Glauber,58,non,,796571
sel de gruau,3,non,,796571
sel de grum,2,non,,796571
sel de lait,14,non,,796571
sel de Lorraine,1,non,,796571
sel de marais,2,non,,796571
sel de Marennes,21,non,,796571
sel de mer,21,non,,796571
sel de mer et de salins,35,non,,796571
sel de natron,24,non,,796571
sel de natron en couffe,2,non,,796571
sel de nitre,15,non,,796571
sel de paume,2,non,,796571
sel de plomb,1,non,,796571
sel de potasse,4,non,,796571
sel de prunelle,2,non,,796571
sel de Prusse,1,non,,796571
sel de Ré,111,non,,796571
sel de roche,4,non,,796571
sel de Rocq,4,non,,796571
sel de sa pêche,1,non,,796571
sel de Saint-Gilles,1,non,,796571
sel de Saint-Hubert ou du Portugal,3,non,,796571
sel de samoine,2,non,,796571
sel de Saturne,3,non,,796571
sel de Saturne et autres,7,oui,,796571
sel de sauvene,5,non,,796571
sel de Seignette,3,non,,796571
sel de Seignette policreste et Glauber,5,non,,796571
sel de tamarin,17,non,,796571
sel de tartaric,1,non,,796571
sel de tartre,8,non,,796571
sel de tartre émétique,1,non,,796571
sel de verre,14,non,,796571
sel de vitriol,4,non,,796571
sel des mines anglaises,1,non,,796571
sel des prises,3,non,,796571
sel des sables d'Olonne,2,non,,796571
sel dit beggere,2,non,,796571
sel du Croisic,220,non,,796571
sel du Poulinguen,62,non,,796571
sel du Sable d'Olonne,0,oui,,796571
sel émétique,1,non,,796571
sel en boue,6,non,,796571
sel en gomme,1,non,,796571
sel en grabeau,1,non,,796571
sel en grains,4,non,,796571
sel en lest,1,non,,796571
sel en pain,1,non,,796571
sel en tonne,29,non,,796571
sel faux,2,non,,796571
sel gemme,47,non,,796571
sel Glauber,6,non,,796571
sel gris,84,non,,796571
sel gruau,1,non,,796571
sel grum,10,non,,796571
sel marin de marais,5,non,,796571
sel marin gemme,3,non,,796571
sel médicinal,48,non,,796571
sel médicinal divers,4,non,,796571
sel minéral,11,non,,796571
sel misay,1,non,,796571
sel mistry,23,non,,796571
sel ordinaire,32,non,,796571
sel oxalate aide de potasse (sel d'oseille),1,non,,796571
sel peccain,2,non,,796571
sel policreste,1,non,,796571
sel policreste et d'Epsom,18,non,,796571
sel pour la pêche,3,non,,796571
sel pour la pêche libre,12,non,,796571
sel purgatif,1,non,,796571
sel regerat,1,non,,796571
sel sublimé,2,non,,796571
sel sucsin,3,non,,796571
sel sulfates de soudes,32,non,,796571
sel teint,1,non,,796571
sel tonnes,1,non,,796571
sel végétal,3,non,,796571
sel vieux,2,non,,796571
sel volatil,5,non,,796571
sellerie,42,non,,796571
sellerie commune,1,non,,796571
sellerie de cuir,54,non,,796571
sellerie en harnais,1,non,,796571
selles,217,non,,796571
selles avec leurs harnais,1,non,,796571
selles communes,7,non,,796571
selles de bois,5,non,,796571
selles de cuir,1,non,,796571
selles de femme,2,non,,796571
selles de fer,1,non,,796571
selles de maître,1,non,,796571
selles de poste,1,non,,796571
selles de sapin,1,non,,796571
selles de velours,117,non,,796571
selles garnies de velours,1,non,,796571
selles neuves,1,non,,796571
selles vieilles,2,non,,796571
sellet et télescope,1,non,,796571
selliers,3,non,,796571
semble de moissar,1,non,,796571
semelles et talons,1,non,,796571
semen contra,152,non,,796571
semen dacy,3,non,,796571
semence de Caroy,1,non,,796571
semence de perles,1,non,,796571
semence écarlate,1,non,,796571
semence froide,23,non,,796571
semencine,13,non,,796571
semenconna,1,non,,796571
semoirs,1,non,,796571
semoule,118,non,,796571
sempiterne,28,non,milieu de gamme,43473
sendaline,2,non,,796571
séné,670,non,,796571
séné en follicule,3,oui,,796571
séné en grabeau,166,non,,796571
sennes,47,non,,796571
senobre,4,non,,796571
sequins,17,non,,796571
sequins par Marseille,1,non,,796571
serains,1,non,,796571
serans,4,non,,796571
serans à peigner,1,non,,796571
serans à peigner le lin,4,non,,796571
séraphine,1,non,,796571
sercliers,1,non,,796571
serge,79,non,bas de gamme,17938
serge ???,2,non,,796571
serge 1/2 Londres,1,non,,796571
serge à doubler,90,non,bas de gamme,17938
serge à doubler et drap,2,non,,796571
serge à doubler et drapée,7,non,,796571
serge à draper,2,non,,796571
serge à fleurs,1,non,,796571
serge blanche,18,non,,796571
serge bleue,1,non,,796571
serge Blicourt,1,non,,796571
serge commune,37,non,,796571
serge commune teinte,23,non,,796571
serge croisée,2,non,,796571
serge croisée de laine,1,non,,796571
serge d'Angleterre,5,non,,796571
serge d'Arnetal,6,non,,796571
serge d'Aumale,30,non,,796571
serge d'Aumale de laine,2,non,,796571
serge d'Aumale imprimée,2,non,,796571
serge de ??? commune,0,non,,796571
serge de Bruxelles,1,non,,796571
