simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
plumes d'aiglon,5,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'aiglon en édredon,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes ouvrées,Industrie française et étrangère,213317
plumes d'autruche,203,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche blanches,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche brutes,181,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche crues,35,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche crues et noires,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche et autres de parure,66,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche et de vautour,11,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche noires,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'autruche à écrire,1,8,Articles manufacturés divers n.d.a,Various manufactures,Plumes ouvrées,Industrie française et étrangère,213317
plumes d'oie,140,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'oie à lit,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'oiseaux,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes d'édredon,25,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes de coq,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes de duvet,3,,,,,[vide],6697
plumes de lin,57,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes de poule,49,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes de soie,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes en ???,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes idem,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes mortes,82,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes mortes à lit,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes noire,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes pour duvet,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes pour dévidoir,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes teintes,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes ouvrées,Industrie française et étrangère,213317
plumes vives,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes vives à lit,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à cure-dents,15,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à lit,523,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à lit brutes,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à lit vives,119,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à manchon,10,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à phants,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à plumet,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à volant,14,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumes à écrire,746,8,Articles manufacturés divers n.d.a,Various manufactures,Plumes ouvrées,Industrie française et étrangère,213317
plumes à écrire d'oie,3,8,Articles manufacturés divers n.d.a,Various manufactures,Plumes ouvrées,Industrie française et étrangère,213317
plumes à écrire et à lit,164,9b,Divers mélangés,Mixed flows,Plumes ouvrées,Industrie française et étrangère,213317
plumes à écrire et à lit duvet et édredon,15,9b,Divers mélangés,Mixed flows,Plumes ouvrées,Industrie française et étrangère,213317
plumes à écrire non travaillées,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plumes brutes,Matières premières,167569
plumets,9,8,Articles manufacturés divers n.d.a,Various manufactures,Plumes ouvrées,Industrie française et étrangère,213317
plumets pour chapeaux,112,8,Articles manufacturés divers n.d.a,Various manufactures,Plumes ouvrées,Industrie française et étrangère,213317
plus,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
pluviers,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Animaux,Bêtes de somme,7608
plâtre,457,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre brut,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre calciné ou brut,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre calciné ou moulé préparé,2,9b,Divers mélangés,Mixed flows,Matières premières diverses,Matières premières,167569
plâtre calciné ou moulé soit préparé,4,9b,Divers mélangés,Mixed flows,Matières premières diverses,Matières premières,167569
plâtre de pierres,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre et pierres ditto,118,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre et pierres ditto par livre,10,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre gris,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre moulu,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
plâtre moulu soit préparé,1,9b,Divers mélangés,Mixed flows,Matières premières diverses,Matières premières,167569
poches de peau,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Cuirs, peaux et pelleterie",Industrie française et étrangère,213317
poids,8,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
poids de 28 ??? de Hollande,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Ouvrages métalliques,Industrie française et étrangère,213317
poids de fer,163,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
poids de fer de fonte,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
poids de fonde,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
poids de plomb,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
poids à peser,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
poignards et sabres de traite,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Armes, munitions, poudre et pierres à fusil",Industrie française et étrangère,213317
poignets de chemise,3,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
poignées d'épée d'argent,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages métalliques,Industrie française et étrangère,213317
poignées pour sabres,3,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
poil,140,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil blanc,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil d'Espagne d'argent,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil d'autruche en laine pour faire lisière,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil d'élan et de lièvre,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de ???,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de bouc,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de bœuf,22,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de bœuf c'est de la laine,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de bœuf et de vache,6,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de carton,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
poil de castor,43,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de castor et d'élan,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chameau,109,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chameau et de chèvre,49,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chameau et de chèvre et de lièvre,13,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chameau et de lièvre,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de cheval,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chevreau,8,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chevrotin,36,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chèvre,229,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chèvre et de lapin et de lièvre,193,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chèvre non filé,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de chèvre simple,17,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de cochon,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de coton,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de laine,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de lapin,192,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de lapin et de lièvre,93,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de lièvre,37,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de loup,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de porcs,6,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de porcs et poil de sanglier,85,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de sanglier,107,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil de vache,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil et cheveux,40,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil pour doublage,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poil propre à la chapellerie et à la filature,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Poils et crin,Matières premières,167569
poinade,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
point d'Espagne,1,6i,Autres filés ou tissés,Other threads and fabrics,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
point d'Espagne d'argent,1,8,Articles manufacturés divers n.d.a,Various manufactures,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
point d'Espagne d'argent et d'or,3,8,Articles manufacturés divers n.d.a,Various manufactures,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
point d'Espagne d'or,3,8,Articles manufacturés divers n.d.a,Various manufactures,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
point d'Espagne et ruban or et argent,1,9b,Divers mélangés,Mixed flows,Divers mélangés,Divers,65687
point d'argent et d'or,1,6i,Autres filés ou tissés,Other threads and fabrics,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
point d'or,1,8,Articles manufacturés divers n.d.a,Various manufactures,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
point de Hongrie,27,6i,Autres filés ou tissés,Other threads and fabrics,Fleurs artificielles et ouvrages de mode,Objets manufacturés,111009
pointes de Hongrie,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
pointes de bois,5,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
pointes de bois pour bâts,5,7,Machines et moyens de transport y compris sellerie,Machines and transportation,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
pointes de bâts,3,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,213317
pointes de corne,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
pointes de queues de martre,3,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,213317
pointes pour bâtir de bois,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
poinçon neuf et vide,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages métalliques,Industrie française et étrangère,213317
poireaux,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
poireaux à planter,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
poires,68,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires de coing,15,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires du bon chrétien,85,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires du bon chrétien et de coing,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires en pommes,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires et pommes,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires et pommes communes,135,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires et pommes fraîches,80,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires et pommes sèches,85,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits secs et noix,Subsistances,213261
poires fraîches,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
poires sèches,8,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits secs et noix,Subsistances,213261
pois,209,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois blancs,5,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois carrés,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois chiches,31,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois communs,127,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois confits,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois crus,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois d'Espagne,33,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois de Bourgogne,106,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois de Grasse,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois en gerbe,15,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois et fève et haricot,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois et fèves,8,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois pointus,5,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois secs,69,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois secs et verts,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
pois verts,110,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
poisson,651,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson ???,7,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson anchois,37,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson blanc,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson blanc et petit,102,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson d'eau douce,24,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson d'eau douce frais,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson d'eau douce frais préparé,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer,39,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer 196 lignes,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer de pêche française,5,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer divers,9,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer frais,10,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer frais fumé salé ou sec,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer frais salé et sec,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer mariné à l'huile,7,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer salé,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer salé divers,0,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer salé et mariné,19,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer salé et mariné ??? blanc,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer salé ou mariné,10,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson de mer sec,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson divers salé,8,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson en adobe,90,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson en anchois,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson en daube,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais,347,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais de mer,9,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais et gros,10,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais et mariné et salé,11,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais et petit,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais et salé,59,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frais menu,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frit,119,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frit et gros,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson frit salé,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson mariné,12,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson salé,799,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson salé et frais,9,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson salé et mariné,13,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson salé morue accompagnée de ???,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poisson sec,11,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poissons salés,8,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poissons salés et secs,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
poivre,1742,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre blanc,58,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre blanc-noir,0,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre brun,2,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre commun,52,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre concassé,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre de Bourgogne,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Poivre et piment,Subsistances,213261
poivre de Jamaïque,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre de girofle,2,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre de roussi,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Poivre et piment,Subsistances,213261
poivre des Indes,4,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre des entrepôts,0,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre dit maniquette,2,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre doux,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre en grabeau,47,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre en grains,13,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre en poudre,1,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre en poussière,2,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
poivre giroflé,241,0b,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Poivre et piment,Subsistances,213261
