simplification,product_simplification,product_revolutionempire,export_import,customs_region,partner_grouping,metric,conv_simplification_to_metric,remarks_unit
rames,papier blanc,Papier,Exports,Flandre,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,La Rochelle,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,La Rochelle,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,La Rochelle,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,La Rochelle,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Lyon,Suisse,,,
rames,papier blanc,Papier,Exports,Marseille,????,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Asie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Marseille,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Montpellier,France,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Montpellier,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Nantes,Afrique,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Nantes,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Nantes,Asie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Nantes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Nantes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Afrique,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Asie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rouen,Afrique,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rouen,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rouen,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Rouen,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Saint-Malo,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Exports,Soisson,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Amiens,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Bayonne,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Bourgogne,Suisse,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Châlons,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Flandre,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Flandre,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Lyon,Suisse,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Marseille,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Marseille,France,,,
rames,papier blanc,Papier,Imports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Marseille,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Nantes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Rennes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Rouen,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Saint-Malo,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier blanc,Papier,Imports,Toulon,France,feuilles,500,Savary édition 1741 article rames
rames,papier bleu et gris,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Exports,La Rochelle,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Exports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,Bourgogne,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,Lorient,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bleu,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier brouillard,Papier,Exports,Nantes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier brun,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanc,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanc,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanc,Papier,Exports,Rennes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanc,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanc,Papier,Exports,Saint-Malo,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanche,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier bulle blanche,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier bulle gros,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier bulle,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier bulle,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier buvard fin,Papier,Exports,,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier buvard fin,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier buvard,Papier,Exports,,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier buvard,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier carré,Papier,Exports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier carré,Papier,Exports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier carré,Papier,Exports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier cartier,Papier,Exports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier cartier,Papier,Exports,Bordeaux,France,feuilles,500,Savary édition 1741 article rames
rames,papier cartier,Papier,Exports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier cartier,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier colombier,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Bayonne,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,La Rochelle,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Rennes,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Saint-Malo,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Exports,Saint-Malo,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Imports,,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier commun,Papier,Imports,Narbonne,Espagne,,,
rames,papier cornet et petit,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier cornet,Papier,Exports,Bordeaux,Afrique,feuilles,500,Savary édition 1741 article rames
rames,papier cornet,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier corue,Papier,Exports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier corue,Papier,Exports,Bordeaux,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier corue,Papier,Exports,Bordeaux,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier corue,Papier,Exports,Bordeaux,France,feuilles,500,Savary édition 1741 article rames
rames,papier corue,Papier,Exports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier couronne,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier cru fin,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier cru fin,Papier,Exports,Saint-Malo,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier cru fin,Papier,Exports,Saint-Malo,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier cru fin,Papier,Exports,Saint-Malo,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier d'emballage,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier d'emballage,Papier,Exports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier d'emballage,Papier,Exports,Rennes,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier d'emballage,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier d'emballage,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Exports,Bayonne,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Exports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Exports,Bordeaux,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Exports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Exports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Imports,,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier d'estrasse,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier d'étoupe,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier de Charente,Papier,Exports,La Rochelle,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier de Charente,Papier,Exports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de couleur et peint,Papier,Exports,,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes commun,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes commun,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes commun,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes commun,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin et petit,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Rennes,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Rennes,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Saint-Malo,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes fin,Papier,Exports,Saint-Malo,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes peint,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes petit,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes petit,Papier,Exports,Saint-Malo,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Gênes,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Hollande,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Hollande,Papier,Imports,,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Hollande,Papier,Imports,Marseille,Hollande,,,
rames,papier de Hollande,Papier,Imports,Nantes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier de Hollande,Papier,Imports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Lamballe,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de Lamballe,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de Lamballe,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier de pliage,Papier,Exports,Marseille,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier de pliage,Papier,Imports,,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier de pliage,Papier,Imports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de pliage,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier de poste,Papier,Imports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier de raisin,Papier,Exports,Marseille,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier de raisin,Papier,Exports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier de raisin,Papier,Exports,Marseille,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier de raisin,Papier,Exports,Marseille,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier doré,Papier,Imports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier doré,Papier,Imports,Bourgogne,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier doré,Papier,Imports,Bourgogne,Suisse,feuilles,500,Savary édition 1741 article rames
rames,papier doré,Papier,Imports,Châlons,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier doré,Papier,Imports,Rouen,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier double lys,Papier,Exports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier double lys,Papier,Exports,Bordeaux,France,feuilles,500,Savary édition 1741 article rames
rames,papier double lys,Papier,Exports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier double lys,Papier,Exports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier étoile fin,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier étoile fin,Papier,Exports,Saint-Malo,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier étoile fin,Papier,Exports,Saint-Malo,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier étoile,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier fin,Papier,Exports,Rennes,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier fin,Papier,Exports,Rennes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier fin,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier fin,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier fin,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier fin,Papier,Imports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gaufré,Papier,Imports,Rouen,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier grand compte,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier grand cornet,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier grand cornet,Papier,Imports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier grand éléphant,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier grand format,Papier,Exports,Bayonne,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier grand format,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier grand raisin,Papier,Exports,Saint-Malo,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Exports,Flandre,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Exports,Rennes,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Exports,Rouen,Amériques,,,
rames,papier gris,Papier,Exports,Saint-Malo,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Exports,Soisson,Allemagne,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,Narbonne,Espagne,,,
rames,papier gris,Papier,Imports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier gris,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier grossier,Papier,Exports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier grossier,Papier,Imports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier grossier,Papier,Imports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier impérial,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier jaune fin,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier jésier,Papier,Exports,Bordeaux,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier lombard,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier lombard,Papier,Exports,Bordeaux,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier lombard,Papier,Exports,Bordeaux,États-Unis d'Amérique,feuilles,500,Savary édition 1741 article rames
rames,papier montage,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier noir,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier peint et à tapisserie,Papier,Exports,,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier peint,Papier,Exports,Bayonne,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier peint,Papier,Exports,,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier peint,Papier,Exports,Lorient,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier peint,Papier,Exports,Lyon,Suisse,,,
rames,papier peint,Papier,Exports,Nantes,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier peint,Papier,Exports,Saint-Malo,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier peint,Papier,Imports,Besançon,France,,,
rames,papier petit fin,Papier,Exports,,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier petit pot,Papier,Exports,Rennes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier petit,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier pliage,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier pliage,Papier,Exports,Montpellier,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier pot fin,Papier,Exports,Rennes,Portugal,feuilles,500,Savary édition 1741 article rames
rames,papier pot,Papier,Exports,Montpellier,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier pot,Papier,Exports,Montpellier,France,feuilles,500,Savary édition 1741 article rames
rames,papier raisin,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier roux,Papier,Exports,Flandre,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier royal,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier royal,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier tellière,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier tellière,Papier,Exports,Marseille,France,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Exports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,Bayonne,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,Nantes,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier violet,Papier,Imports,Rouen,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bayonne,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bordeaux,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bordeaux,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bordeaux,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bordeaux,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bordeaux,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Bordeaux,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,La Rochelle,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,La Rochelle,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,La Rochelle,Flandre et autres états de l'Empereur,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,La Rochelle,France,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,La Rochelle,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,La Rochelle,Nord,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Amériques,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Angleterre,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Espagne,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Hollande,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Italie,feuilles,500,Savary édition 1741 article rames
rames,papier,Papier,Exports,Marseille,Levant et Barbarie,feuilles,500,Savary édition 1741 article rames
