numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,Quantité,Unité de poids/quantité,Prix unitaire en  Lt (décimale),Valeur en décimales de livres tournois,Différence,Remarques,Droits totaux indiqués,Droits unitaires,remarks pour les droits
126,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Sardines,Isles françoises de l'amérique,"127,50",Barrique,"25,0000000","3187,50","0,00",,,,
127,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Sel,Isles françoises de l'amérique,"12,00",Pipes,"20,0000000","240,00","0,00",,,,
128,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Sel,Isles françoises de l'amérique,"193,00",Mines,"3,5000000","675,50","0,00",,,,
129,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Salsepareille,Isles françoises de l'amérique,"3 600,00",Livres,"1,5000000","5400,00","0,00",,,,
130,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Truffes mousserons,Isles françoises de l'amérique,"175,00",Livres,"4,0000000","700,00","0,00",,,,
131,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Anizette,Isles françoises de l'amérique,"7 662,00",Pots,"1,2500000","9077,50","-500,00",ERREUR DE CALCUL,,,
132,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Bierre,Isles françoises de l'amérique,"2,00",Barrique,"30,0000000","60,00","0,00",,,,
133,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Eau de vie,Isles françoises de l'amérique,"1 545,00",Barrique,"55,0000000","84975,00","0,00",,,,
134,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,5,Eau de la reine d'hongrie,Isles françoises de l'amérique,"30,00",Pots,"2,5000000","75,00","0,00",,,,
135,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Liqueurs de Ville,Isles françoises de l'amérique,"7 400,00",Pots,"1,2500000","9250,00","0,00",,,,
136,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vin de Saint Laurens,Isles françoises de l'amérique,"10,00",Pots,"2,5000000","25,00","0,00",,,,
137,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vin de Canarie,Isles françoises de l'amérique,"50,00",Pots,"3,0000000","150,00","0,00",,,,
138,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vin de froutignan,Isles françoises de l'amérique,"22,50",Barrique,"100,0000000","2250,00","0,00",,,,
139,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vin de froutignan,Isles françoises de l'amérique,"830,00",Pots,"1,0000000","830,00","0,00",,,,
140,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vin ; de ville,Isles françoises de l'amérique,"7 045,00",Tonneaux,"105,0000000","739725,00","0,00",,,,
141,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vin ; de haut,Isles françoises de l'amérique,"7,00",Tonneaux,"100,0000000","700,00","0,00",,,,
142,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Vinaigre,Isles françoises de l'amérique,"17,00",Tonneaux,"90,0000000","1530,00","0,00",,,,
143,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Acier,Isles françoises de l'amérique,"1 500,00",Livres,"0,3200000","480,00","0,00",,,,
144,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Amidon,Isles françoises de l'amérique,"2 400,00",Livres,"0,3000000","720,00","0,00",,,,
145,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Alun,Isles françoises de l'amérique,"1 200,00",Livres,"0,2000000","240,00","0,00",,,,
146,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Avirons,Isles françoises de l'amérique,"200,00",Douzaine,"15,0000000","3000,00","0,00",,,,
147,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Bray gras,Isles françoises de l'amérique,"456,00",Barils,"13,0000000","5928,00","0,00",,,,
148,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Bray sec,Isles françoises de l'amérique,"8 000,00",Livres,"0,0750000","600,00","0,00",,,,
149,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Blanc d' Espagne,Isles françoises de l'amérique,"600,00",Livres,"3,0000000","1800,00","0,00",,,,
150,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Bouchons de Liege,Isles françoises de l'amérique,"1,00",Barrique,"70,0000000","70,00","0,00",,,,
151,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Barriques en Botte,Isles françoises de l'amérique,"9 590,00",Nombre,"1,5000000","14383,50","-1,50",,,,
152,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Crin,Isles françoises de l'amérique,"1 100,00",Livres,"0,5000000","550,00","0,00",,,,
153,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Couperose,Isles françoises de l'amérique,"2 800,00",Livres,"0,3500000","980,00","0,00",,,,
154,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Etaupe,Isles françoises de l'amérique,"8 350,00",Livres,"0,0750000","626,63","0,37",,,,
155,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Fleur de souffre,Isles françoises de l'amérique,"67,00",Livres,"0,3000000","20,50","0,40",,,,
156,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Feuillards,Isles françoises de l'amérique,"6 384,00",Faix,"0,9000000","5745,60","0,00",,,,
157,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Gaudron,Isles françoises de l'amérique,"376,00",Barils,"10,0000000","3760,00","0,00",,,,
158,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Gomme Commune,Isles françoises de l'amérique,"140,00",Livres,"0,3000000","42,00","0,00",,,,
159,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Graine de jardin,Isles françoises de l'amérique,"100,00",Livres,"3,0000000","300,00","0,00",,,,
160,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Graine de Lin,Isles françoises de l'amérique,"200,00",Livres,"0,1000000","20,00","0,00",,,,
161,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Huile de poisson,Isles françoises de l'amérique,"3 850,00",Livres,"0,0600000","616,00","385,00",,,,
162,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Huile de Navette,Isles françoises de l'amérique,"80,00",Livres,"0,2800000","22,40","0,00",,,,
163,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Lin,Isles françoises de l'amérique,"400,00",Livres,"0,2500000","100,00","0,00",,,,
164,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Liege,Isles françoises de l'amérique,"410,00",Livres,"0,3400000","139,40","0,00",,,,
165,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Meche,Isles françoises de l'amérique,"2 110,00",Livres,"0,0800000","168,80","0,00",,,,
166,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Merain à bariques,Isles françoises de l'amérique,"12 000,00",Douelles,"0,1000000","1200,00","0,00",,,,
167,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Meulles à Eguiser,Isles françoises de l'amérique,"540,00",Nombre,"2,0000000","1080,00","0,00",,,,
168,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,6,Noix de galle,Isles françoises de l'amérique,"200,00",Livres,"0,4200000","84,00","0,00",,,,
169,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Noir de fumée,Isles françoises de l'amérique,"24,00",Barils,"0,7500000","18,00","0,00",,,,
170,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Oignon de tubereuse,Isles françoises de l'amérique,"20,00",Nombre,"0,5000000","10,00","0,00",,,,
171,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Ozier,Isles françoises de l'amérique,"243,00",Milliers,"3,0000000","729,00","0,00",,,,
172,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Plumes à lit,Isles françoises de l'amérique,"100,00",Livres,"0,5000000","50,00","0,00",,,,
173,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Plomb en plaques,Isles françoises de l'amérique,"4700,00",Livres,"0,1500000","705,00","0,00",,,,
174,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Planches de Chesne pour bordage,Isles françoises de l'amérique,"160,00",Nombre,"1,2500000","200,00","0,00",,,,
175,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Planches de sapin de 12 pieds de long,Isles françoises de l'amérique,"177,00",Nombre,"0,9000000","159,25","-0,05",,,,
176,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Raisine,Isles françoises de l'amérique,"5150,00",Livres,"0,1000000","515,00","0,00",PRIX UNITAIRE EN LIVRE ET NON EN SOUS,,,
177,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Roue de Charrette,Isles françoises de l'amérique,"2,00",Paires,"60,0000000","120,00","0,00",,,,
178,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Suif,Isles françoises de l'amérique,"8715,00",Livres,"0,3500000","3050,60","0,35",,,,
179,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Souffre,Isles françoises de l'amérique,"1685,00",Livres,"0,1500000","254,00","1,25",,,,
180,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Terabantine,Isles françoises de l'amérique,"100,00",Livres,"0,6000000","60,00","0,00",,,,
181,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Vieusoin,Isles françoises de l'amérique,"7020,00",Livres,"0,2500000","1755,00","0,00",,,,
182,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Vismes à bariques,Isles françoises de l'amérique,"72000,00",Nombre,"0,0030000","72,00","-144,00",ERREUR DE CALCUL,,,
183,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Armoire,Isles françoises de l'amérique,"1,00",Livres,"40,0000000","40,00","0,00",,,,
184,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bazin,Isles françoises de l'amérique,"120,00",Auns,"1,1000000","132,00","0,00",,,,
185,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bas de soye,Isles françoises de l'amérique,"844,00",Paires,"8,0000000","6752,00","0,00",,,,
186,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bas de laine,Isles françoises de l'amérique,"848,00",Paires,"2,5000000","2120,00","0,00",,,,
187,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bas de Cotton,Isles françoises de l'amérique,"506,00",Paires,"2,0000000","1012,00","0,00",,,,
188,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bas de fil,Isles françoises de l'amérique,"1 128,00",Paires,"0,8333333","940,00","0,00",,,,
189,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Boutons de fil ors et argent,Isles françoises de l'amérique,"80,00",Douzaine,"3,0000000","240,00","0,00",,,,
190,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Boutons de Cuivre doré,Isles françoises de l'amérique,"28,00",Douzaine,"1,5000000","42,00","0,00",,,,
191,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bottines,Isles françoises de l'amérique,"24,00",Paires,"8,0000000","192,00","0,00",,,,
192,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Brosserie,Isles françoises de l'amérique,"6,00",Livres,"0,4000000","2,40","0,00",,,,
193,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bougie en cierge de cire blanches,Isles françoises de l'amérique,"5 350,00",Livres,"1,7500000","9362,50","0,00",,,,
194,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Benitier de marbre,Isles françoises de l'amérique,"1,00",Nombre,"20,0000000","20,00","0,00",,,,
195,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bouteilles de verre,Isles françoises de l'amérique,"52,00",Douzaine,"1,5000000","78,00","0,00",,,,
196,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Boulets de Canon,Isles françoises de l'amérique,"13 600,00",Livres,"0,2000000","2720,00","0,00",,,,
197,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Couverture de Laine,Isles françoises de l'amérique,"50,00",Nombre,"5,0000000","250,00","0,00",,,,
198,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Cottomine,Isles françoises de l'amérique,"2,00",Pieces,"45,0000000","90,00","0,00",,,,
199,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Couty,Isles françoises de l'amérique,"447,00",Auns,"1,0000000","447,00","0,00",,,,
200,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Chagrin,Isles françoises de l'amérique,"42,00",Auns,"3,0000000","126,00","0,00",,,,
201,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Crespe,Isles françoises de l'amérique,"44,00",Auns,"0,5000000","22,00","0,00",,,,
202,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Chemises pour homme commune,Isles françoises de l'amérique,"9,00",Douzaine,"20,0000000","180,00","0,00",,,,
203,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Coiffures à dantelle,Isles françoises de l'amérique,"32,00",Nombre,"0,0000000","1600,00","1 600,00",MANQUE LE PRIX,,,
204,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Chapeaux Castor bordé d'argent,Isles françoises de l'amérique,"29,00",Nombre,"18,0000000","522,00","0,00",,,,
205,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,7,Bonnets de coton,Isles françoises de l'amérique,"24,00",Nombre,"1,2500000","30,00","0,00",,,,
206,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Chapeaux Castor non bordé ,Isles françoises de l'amérique,"492,00",Nombre,"16,0000000","7872,00","0,00",,,,
207,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Chapeaux demi castor,Isles françoises de l'amérique,"360,00",Nombre,"8,0000000","2880,00","0,00",,,,
208,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Chapeaux de Poil,Isles françoises de l'amérique,"300,00",Nombre,"4,0000000","1200,00","0,00",,,,
209,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Chapeaux Commune,Isles françoises de l'amérique,"87,00",Douzaine,"25,0000000","2282,00","107,00",ERREUR DE CALCUL,,,
210,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Cuirs tannés,Isles françoises de l'amérique,"5,00",Nombre,"10,0000000","50,00","0,00",,,,
211,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Cuirs à pompe,Isles françoises de l'amérique,"7,00",Nombre,"7,0000000","49,00","0,00",,,,
212,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Cartes à jouer,Isles françoises de l'amérique,"170,00",Grosses,"1,0000000","170,00","0,00",,,,
213,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Cotton Filé,Isles françoises de l'amérique,"1 000,00",Livres,"1,1500000","1150,00","0,00",,,,
214,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Cordage,Isles françoises de l'amérique,"291 400,00",Livres,"0,0100000","58280,00","55 366,00",ERREUR PRIX DE UNITAIRE,,,
215,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Chandelle,Isles françoises de l'amérique,"92 050,00",Livres,"0,3000000","27615,00","0,00",,,,
216,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Coffre de chirurgie,Isles françoises de l'amérique,"78,00",Nombre,"60,0000000","4680,00","0,00",,,,
217,KONATE DEMBA,AD33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1718,Exports,Bordeaux,8,Caves garnies de douze flacons,Isles françoises de l'amérique,"60,00",Nombre,"18,0000000","1080,00","0,00",,,,
