numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportimport,direction,sheet,marchandises,pays,value,quantit,quantity_unit,,Remarques
7387,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Cuivre brut,Indes,0,"65 937,00",Livres,"1,4000000",
7388,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Drap cordeillard,Indes,0,"72,00",Livres,"6,0000000",
7389,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Eau de vie,Indes,0,"20 861,00",Livres,"4,5000000",
7390,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Farine,Indes,0,"15 000,00",Livres,"0,2000000",
7391,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fayance,Indes,0,"30,00",Douzaines,"4,0000000",
7392,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fer ; en ancres,Indes,0,"1 200,00",Livres,"0,3250000",
7393,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fer ; en barres,Indes,0,"298 625,00",Livres,"0,2000000",
7394,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fil d'or,Indes,0,"100,00",Livres,"190,0000000",
7395,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fil a voile,Indes,0,"200,00",Livres,"1,0000000",
7396,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fromage d'hollande,Indes,0,"1 840,00",Livres,"0,3000000",
7397,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Fruits a l'eau de vie,Indes,0,"3 646,00",Livres,"0,5000000",
7398,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Huile d'olive,Indes,0,"1 280,00",Livres,"0,8500000",
7399,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Jambons,Indes,0,"1 140,00",Livres,"0,6000000",
7400,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Langues salées,Indes,0,"3,00",barils,"38,0000000",
7401,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Liqueurs,Indes,0,"2 050,00",Bouteilles,"3,0000000",
7402,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Marchandises mêlées,Indes,0,"1,00",Valeur,"131,0000000",
7403,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Planches de sapin,Indes,0,"124,00",En nombre,"0,9000000",
7404,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Porc salé,Indes,0,"700,00",Livres,"0,3000000",
7405,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Savon,Indes,0,"850,00",Livres,"0,4500000",
7406,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Toile ; Cholet,Indes,0,"5 000,00",Livres,"3,7500000",
7407,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Toile ; a voile,Indes,0,"9 200,00",Livres,"1,0000000",
7408,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Vin ; de Bordeaux,Indes,0,"49,75",Tonneaux,"400,0000000",
7409,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Vin ; de Cap Breton,Indes,0,"1 000,00",Bouteilles,"1,5000000",
7410,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Vin ; de Madere,Indes,0,"48,25",Tonneaux,"500,0000000",
7411,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1774,Export,Nantes,16,Vinaigre de composition,Indes,0,"600,00",Bouteilles,"1,0000000",
7412,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Cercles de bois,Angleterre,0,"116 930,00",En nombre,"0,0416667",
7413,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Eau de vie,Angleterre,0,"1 614,00",Veltes ,"4,5000000",
7414,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Graine de lin,Angleterre,0,"208 500,00",Livres,"0,1500000",
7415,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Noix,Angleterre,0,"80 000,00",En nombre,"0,0017500",
7416,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Ozier,Angleterre,0,"100 000,00",Brins,"0,0008333",5 sous les 300 brins
7417,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Pommes,Angleterre,0,"53,00",bariques,"6,0000000",
7418,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Resine,Angleterre,0,"20 000,00",Livres,"0,0750000",
7419,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Savon,Angleterre,0,"1 800,00",Livres,"0,0225000",
7420,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Sel,Angleterre,0,"169,00",Muids,"40,0000000",
7421,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Vin ; d'amont,Angleterre,0,"1,00",Tonneaux,"250,0000000",
7422,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Vin ; Nantois,Angleterre,0,"18,00",Tonneaux,"100,0000000",
7423,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Vinaigre,Angleterre,0,"11,00",Tonneaux,"116,0000000",
7424,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Caffé des Isles,Danemark,0,"56 270,00",Livres,"0,3750000",
7425,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Cercles de bois,Danemark,0,"8 000,00",En nombre,"0,0416667",
7426,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Citrons et oranges,Danemark,0,"14,00",Caisses,"10,0000000",
7427,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Eau de vie,Danemark,0,"6 477,00",Veltes ,"4,5000000",
7428,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Indigo,Danemark,0,"150,00",Livres,"7,2500000",
7429,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Marchandises mêlées,Danemark,0,"1,00",Valeur,"207,0000000",
7430,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,1,Noix,Danemark,0,"6,00",En nombre,"0,0017500",
7431,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Riasins secs,Danemark,0,"1 000,00",Livres,"0,2000000",
7432,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Sel,Danemark,0,"924,00",Muids,"40,0000000",
7433,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Thé,Danemark,0,"35 586,00",Livres,"1,7500000",
7434,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Vin ; d'amont,Danemark,0,"11,50",Tonneaux,"250,0000000",
7435,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Vin ; Nantois,Danemark,0,"26,25",Tonneaux,"100,0000000",
7436,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Vinaigre,Danemark,0,"12,00",Quarts,"15,0000000",
7437,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Azur,Espagne,0,"3 000,00",Livres,"0,7500000",
7438,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Bas ; de fil,Espagne,0,"4 810,00",Livres,"5,0000000",
7439,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Bas ; de laine,Espagne,0,"158,00",Livres,"6,2500000",
7440,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Bas ; de soye,Espagne,0,"22,00",Livres,"50,0000000",
7441,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Baudriers,Espagne,0,"387,00",Livres,"1,1000000",
7442,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Bois des Isles,Espagne,0,"122,00",Buches,"0,1000000",
7443,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Bougie,Espagne,0,"934,00",Livres,"2,7000000",
7444,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Burat,Espagne,0,"60,00",Livres,"6,0000000",
7445,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Cabaret verni,Espagne,0,"16,00",En nombre,"10,0000000",
7446,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Cacao,Espagne,0,"29 788,00",Livres,"0,5000000",
7447,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Caffé des Isles,Espagne,0,"1 080,00",Livres,"0,3750000",
7448,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Canelle,Espagne,0,"1 370,00",Livres,"8,0000000",
7449,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Cartes géographiques,Espagne,0,"140,00",Livres,"4,0000000","il est indiqué ""à inapréciable"", mais 4 livres a été ajouté devant et après."
7450,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Chandelle,Espagne,0,"2 130,00",Livres,"0,5000000",
7451,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Chapeaux communs,Espagne,0,"101,50",Douzaines,"50,0000000",
7452,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Chemises ; garnies,Espagne,0,"261,00",En nombre,"6,0000000",
7453,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Chemises ; unies,Espagne,0,"36,00",En nombre,"4,5000000",
7454,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Colles de poisson,Espagne,0,"600,00",Livres,"4,0000000",
7455,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Confitures,Espagne,0,"105,00",Livres,"1,2000000",
7456,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Cuirs de beuf tannés,Espagne,0,"5 400,00",Livres,"1,0000000",
7457,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Draperie ordinaire,Espagne,0,"65,00",Livres,"6,0000000",
7458,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Drogueries,Espagne,0,"850,00",Livres,"2,0000000",
7459,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Eau mineralle,Espagne,0,"200,00",Bouteilles,"3,0000000",
7460,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Etamine de laine,Espagne,0,"4 971,00",Livres,"1,5000000",
7461,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Estampes,Espagne,0,"300,00",En nombre,"0,5000000","il est indiqué ""à inapréciable"", mais 10 sous a été ajouté devant et après."
7462,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,2,Farine,Espagne,0,"21 390,00",Livres,"0,1500000",
7463,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Fayance,Espagne,0,"8 136,00",En nombre,"3,3333333",
7464,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Feves,Espagne,0,"90,00",Tonneaux,"130,0000000",
7465,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Fil blanc,Espagne,0,"3 650,00",Livres,"2,2500000",
7466,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Futaine,Espagne,0,"360,00",Livres,"2,5000000",
7467,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Guinée,Espagne,0,"2 646,00",Pièces,"21,0000000",
7468,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Lamproyes,Espagne,0,"526,00",Boîtes,"3,0000000",
7469,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Liziere de drap,Espagne,0,"1 400,00",Livres,"0,5000000",
7470,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Marchandises mêlées,Espagne,0,"1,00",Valeur,"488,0000000",
7471,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Mercerie,Espagne,0,"5 025,00",Livres,"2,0000000",
7472,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Miel,Espagne,0,"6 000,00",Livres,"0,1500000",
7473,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Mouchoirs de Cholet,Espagne,0,"310,00",Livres,"4,0000000",
7474,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Orge,Espagne,0,"10,00",Tonneaux,"8,0000000",
7475,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Ozier,Espagne,0,"6,00",Fournitures,"5,2500000",
7476,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Panne,Espagne,0,"180,00",Livres,"8,0000000",
7477,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Papier peint,Espagne,0,"22 442,00",Livres,"2,1000000",
7478,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Parasols,Espagne,0,"1,00",Valeur,"900,0000000",
7479,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Peaux de castor,Espagne,0,"180,00",En nombre,"10,0000000",
7480,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Peaux de mouton aprêtées,Espagne,0,"380,00",En nombre,"2,0000000",
7481,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Peaux de veau corroyées,Espagne,0,"31 200,00",En nombre,"3,7500000",
7482,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Pierres a fusils,Espagne,0,"11 925,00",Livres,"0,0500000",
7483,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Poivre,Espagne,0,"30 400,00",Livres,"1,3500000",
7484,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Porcelaine,Espagne,0,"5 253,00",Livres,"1,0000000",
7485,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Pruneaux,Espagne,0,"3 650,00",Livres,"0,2000000",
7486,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Quincaille et mercerie,Espagne,0,"59 252,00",Livres,"2,0000000",
7487,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Rhubarbe,Espagne,0,"53,00",Livres,"3,0000000",
7488,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Ris,Espagne,0,"13 000,00",Livres,"0,2500000",
7489,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Savon,Espagne,0,"6 400,00",Livres,"0,4500000",
7490,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Sel,Espagne,0,"13,00",Muids,"40,0000000",
7491,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Sirop melasse,Espagne,0,"6 000,00",Livres,"0,1000000",
7492,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Sucre ; en pain,Espagne,0,"3 247,00",Livres,"0,7500000",
7493,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Sucre ; terré,Espagne,0,"245 655,00",Livres,"0,4500000",
7494,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Thé,Espagne,0,"790,00",Livres,"1,7500000",
7495,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Toile ; batiste,Espagne,0,"25,00",Pièces,"30,0000000",
7496,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Toile ; blanche,Espagne,0,"245 655,00",Livres,"10,0000000",
7497,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Toile ; Cholet,Espagne,0,"36 064,00",Livres,"3,7500000",
7498,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Toile ; coutil,Espagne,0,"1 980,00",Livres,"2,2500000",
7499,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,3,Toile ; gingas,Espagne,0,"510,00",Livres,"3,7500000",
7500,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Vinaigre,Espagne,0,"7,75",Tonneaux,"116,0000000",
7501,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Vinaigre,Espagne,0,"116,00",Quarts,"15,0000000",
7502,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Vinaigre,Espagne,0,"12,00",barils,"10,0000000",
7503,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Bois d'acajou madriers,Flandre Autrichienne,0,"85,00",Pièces,"20,0000000",
7504,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Bougie,Flandre Autrichienne,0,"205,00",Livres,"2,7000000",
7505,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Cacao,Flandre Autrichienne,0,"2 215,00",Livres,"0,5000000",
7506,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Caffé des Isles,Flandre Autrichienne,0,"2 391 580,00",Livres,"0,3750000",
7507,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Chataignes,Flandre Autrichienne,0,"4 010,00",Boisseaux,"1,2500000",
7508,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Confitures,Flandre Autrichienne,0,"166,00",Livres,"1,2000000",
7509,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Coton en laine,Flandre Autrichienne,0,"5 068,00",Livres,"0,5000000",
7510,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Degras,Flandre Autrichienne,0,"2,00",bariques,"180,0000000",
7511,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Degras,Flandre Autrichienne,0,"500,00",Livres,"0,3583333",
7512,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Drogueries,Flandre Autrichienne,0,"200,00",Livres,"2,0000000",
7513,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Eau de vie,Flandre Autrichienne,0,"12 349,00",Veltes ,"4,5000000",
7514,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Etoffe de soye,Flandre Autrichienne,0,"273,00",Pièces,"60,0000000",
7515,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Huile d'olive,Flandre Autrichienne,0,"3 061,00",Livres,"0,8000000",
7516,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Indigo,Flandre Autrichienne,0,"1 608,00",Livres,"7,2500000",
7517,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Marchandises mêlées,Flandre Autrichienne,0,"1,00",Valeur,"110,0000000",
7518,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Miel,Flandre Autrichienne,0,"98 130,00",Livres,"0,1500000",
7519,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Nankin,Flandre Autrichienne,0,"340,00",Pièces,"5,0000000",
7520,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Ocre,Flandre Autrichienne,0,"12,00",bariques,"14,0000000",
7521,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Oignons de fleurs,Flandre Autrichienne,0,"300,00",En nombre,"0,1000000",
7522,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Peaux de veau corroyées,Flandre Autrichienne,0,"48,00",En nombre,"3,7500000",
7523,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Plateaux vernis,Flandre Autrichienne,0,"30,00",En nombre,"10,0000000",
7524,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Poivre,Flandre Autrichienne,0,"760,00",Livres,"1,3500000",
7525,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Porcelaine,Flandre Autrichienne,0,"187,00",Livres,"1,0000000",
7526,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Prunes,Flandre Autrichienne,0,"1 383,00",Livres,"0,4000000",
7527,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Quincaille et mercerie,Flandre Autrichienne,0,"140,00",Livres,"0,1000000",
7528,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Rocou,Flandre Autrichienne,0,"380,00",Livres,"0,6500000",
7529,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Salpêtre,Flandre Autrichienne,0,"5 270,00",Livres,"0,5000000",
7530,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1776,Export,Nantes,4,Sirop melasse,Flandre Autrichienne,0,"619 290,00",Livres,"0,1000000",
