numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,quantit,quantity_unit,bureaux,doubleaccounts
1184,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Peaux ; jaune,28,peaux,Chaalons et Troyes,0
1185,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Peaux ; jaune,412,peaux,Dijon et Chalons-sur_saone,0
1186,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Peaux ; jaune,441,peaux,"Languedoc, Provence et Roussillon",0
1187,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Peaux ; jaune,1718,peaux,"Lyon, Valence et Bresse",0
1188,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,428,livres,Amiens et Soissons,0
1189,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,15,livres,Caën par Mer,0
1190,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,7,livres,Caën par Terre,0
1191,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,20,livres,Dijon et Chalons-sur_saone,0
1192,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,1342,livres,"Languedoc, Provence et Roussillon",0
1193,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,989,livres,"Lyon, Valence et Bresse",0
1194,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,158,livres,Mayne et Anjou,0
1195,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,1278,livres,Paris,0
1196,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,1146,livres,Rethelois,0
1197,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,818,livres,Rouen,0
1198,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; aprestée,21,livres,Tonne-Charente,0
1199,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,288,livres,Amiens et Soissons,0
1200,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,1798,livres,Caën par Terre,0
1201,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,5,livres,Chaalons et Troyes,0
1202,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,4185,livres,Dijon et Chalons-sur_saone,0
1203,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,2716,livres,La Rochelle,0
1204,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,1604,livres,"Languedoc, Provence et Roussillon",0
1205,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,275,livres,"Lyon, Valence et Bresse",0
1206,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,50,livres,Mayne et Anjou,0
1207,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,357,livres,Paris,0
1208,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Pelleterie ; non aprestée,1708,livres,Rouen,0
1209,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,209454,livres,Amiens et Soissons,0
1210,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,3000,livres,Bayonne et Arzac,0
1211,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,1427,livres,Bourges et Moulins,0
1212,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,21492,livres,Caën par Mer,0
1213,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,318476,livres,Caën par Terre,0
1214,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,62,livres,Chaalons et Troyes,0
1215,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,632325,livres,Convoy de Bordeaux,0
1216,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,4650,livres,Dijon et Chalons-sur_saone,0
1217,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,248940,livres,La Rochelle,0
1218,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,121800,livres,"Languedoc, Provence et Roussillon",0
1219,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,831948,livres,Mayne et Anjou,0
1220,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,577341,livres,Nantes,0
1221,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,7629,livres,Poitou,0
1222,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,13027,livres,Rethelois,0
1223,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,2606047,livres,Rouen,0
1224,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Plomb,37670,livres,Tonne-Charente,0
1225,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poil ; de Chevre,5860,livres,Amiens et Soissons,0
1226,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poil ; de Chevre,11375,livres,Bourges et Moulins,0
1227,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poil ; de Chevre,5345,livres,"Languedoc, Provence et Roussillon",0
1228,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poil ; de Chevre,140,livres,"Lyon, Valence et Bresse",0
1229,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poil ; de Chevre,49950,livres,Rouen,0
1230,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,83,porcelets,Amiens et Soissons,0
1231,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,3955,porcelets,Chaalons et Troyes,0
1232,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,80,porcelets,Dijon et Chalons-sur_saone,0
1233,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,64,porcelets,"Languedoc, Provence et Roussillon",0
1234,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,80,porcelets,"Lyon, Valence et Bresse",0
1235,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,167,porcelets,Rethelois,0
1236,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcelets,10,porcelets,Tonne-Charente,0
1237,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcs,48,porqs,Amiens et Soissons,0
1238,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcs,130,porqs,Chaalons et Troyes,0
1239,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcs,268,porqs,Dijon et Chalons-sur_saone,0
1240,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcs,157,porqs,"Languedoc, Provence et Roussillon",0
1241,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcs,31,porqs,Rethelois,0
1242,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Porcs,49,porqs,Tonne-Charente,0
1243,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,180,poulains,Amiens et Soissons,0
1244,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,53,poulains,Bourges et Moulins,0
1245,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,44,poulains,Chaalons et Troyes,0
1246,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,491,poulains,Dijon et Chalons-sur_saone,0
1247,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,15,poulains,"Languedoc, Provence et Roussillon",0
1248,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,161,poulains,"Lyon, Valence et Bresse",0
1249,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,80,poulains,Poitou,0
1250,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,15,poulains,Rethelois,0
1251,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Poullains,98,poulains,Tonne-Charente,0
1252,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,80,livres,Amiens et Soissons,0
1253,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,81,livres,Bourges et Moulins,0
1254,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,155,livres,Chaalons et Troyes,0
1255,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,200,livres,"Lyon, Valence et Bresse",0
1256,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,1470,livres,Poitou,0
1257,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,57,livres,Rethelois,0
1258,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,3190,livres,Rouen,0
1259,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Cuivre,62,livres,Tonne-Charente,0
1260,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,2468,livres,Amiens et Soissons,0
1261,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,2600,livres,Bayonne et Arzac,0
1262,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,62,livres,Bourges et Moulins,0
1263,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,5,livres,Caën par Mer,0
1264,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,25,livres,Caën par Terre,0
1265,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,27677,livres,Chaalons et Troyes,0
1266,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,97459,livres,Dijon et Chalons-sur_saone,0
1267,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,275,livres,La Rochelle,0
1268,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,1526,livres,"Languedoc, Provence et Roussillon",0
1269,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,27565,livres,"Lyon, Valence et Bresse",0
1270,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,820,livres,Mayne et Anjou,0
1271,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,540,livres,Nantes,0
1272,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,11423,livres,Poitou,0
1273,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,9677,livres,Rethelois,0
1274,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,15222,livres,Rouen,0
1275,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Quincaillerie ; de Fer,1870,livres,Tonne-Charente,0
1276,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Ras et Revesche de ...,22,pièces,Convoy de Bordeaux,0
1277,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,11,Ras et Revesche de ...,25,pièces,Tonne-Charente,0
1278,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,"Roulleaux, Rooles",40,pièces,Amiens et Soissons,0
1279,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,"Roulleaux, Rooles",236,pièces,Bourges et Moulins,0
1280,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,"Roulleaux, Rooles",2,pièces,Dijon et Chalons-sur_saone,0
1281,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,"Roulleaux, Rooles",6,pièces,Rouen,0
1282,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,9003,livres,Amiens et Soissons,0
1283,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,5.5,livres,Caën par Terre,0
1284,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,6329,livres,Chaalons et Troyes,0
1285,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,3186,livres,Dijon et Chalons-sur_saone,0
1286,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,1405,livres,La Rochelle,0
1287,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,83,livres,"Lyon, Valence et Bresse",0
1288,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,18,livres,Mayne et Anjou,0
1289,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,40,livres,Poitou,0
1290,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,3366,livres,Rethelois,0
1291,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Fil,60481,livres,Rouen,0
1292,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Laine,30,livres,Amiens et Soissons,0
1293,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Laine,15,livres,Rethelois,0
1294,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,15.0625,livres,Amiens et Soissons,0
1295,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,7.5,livres,Bourges et Moulins,0
1296,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,9.0625,livres,Caën par Terre,0
1297,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,23.5625,livres,Chaalons et Troyes,0
1298,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,40.75,livres,Dijon et Chalons-sur_saone,0
1299,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,4,livres,"Languedoc, Provence et Roussillon",0
1300,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,4,livres,"Lyon, Valence et Bresse",0
1301,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,47,livres,Mayne et Anjou,0
1302,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,5.3125,livres,Paris,0
1303,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,49.5625,livres,Poitou,0
1304,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,.125,livres,Rethelois,0
1305,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,2,livres,Rouen,0
1306,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Ruban ; de Soye,12,livres,Tonne-Charente,0
1307,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Satin ; de Florence et Gennes,372,livres,"Lyon, Valence et Bresse",0
1308,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Satin ; de la Chine,295,livres,Amiens et Soissons,0
1309,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; frais,657,saumons,Amiens et Soissons,0
1310,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; frais,6,saumons,Dijon et Chalons-sur_saone,0
1311,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; frais,2,saumons,Mayne et Anjou,0
1312,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; frais,382,saumons,Rouen,0
1313,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,171,barils,Amiens et Soissons,0
1314,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,10,barils,Caën par Mer,0
1315,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,18,barils,Chaalons et Troyes,0
1316,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,153,barils,Convoy de Bordeaux,0
1317,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,8,barils,Dijon et Chalons-sur_saone,0
1318,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,150,barils,La Rochelle,0
1319,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,138,barils,"Languedoc, Provence et Roussillon",0
1320,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,251,barils,Mayne et Anjou,0
1321,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,195,barils,Nantes,0
1322,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Saumons ; salez,2586,barils,Rouen,0
1323,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; blanc,28149,livres,Amiens et Soissons,0
1324,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; blanc,153,livres,Rethelois,0
1325,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; blanc,34637,livres,Rouen,0
1326,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,2000,livres,Amiens et Soissons,0
1327,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,2000,livres,Bayonne et Arzac,0
1328,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,57,livres,Bourges et Moulins,0
1329,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,8039,livres,Caën par Mer,0
1330,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,8630,livres,Caën par Terre,0
1331,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,6,livres,Chaalons et Troyes,0
1332,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,2500,livres,Convoy de Bordeaux,0
1333,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,38965,livres,La Rochelle,0
1334,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,1700,livres,"Lyon, Valence et Bresse",0
1335,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,1100,livres,Mayne et Anjou,0
1336,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,150054,livres,Nantes,0
1337,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; d'Alican,171710,livres,Rouen,0
1338,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,29390,livres,Amiens et Soissons,0
1339,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,3000,livres,Bayonne et Arzac,0
1340,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,1499,livres,Bourges et Moulins,0
1341,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,22197,livres,Caën par Mer,0
1342,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,29922,livres,Caën par Terre,0
1343,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,2,livres,Chaalons et Troyes,0
1344,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,338,livres,Dijon et Chalons-sur_saone,0
1345,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,14555,livres,La Rochelle,0
1346,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,98935,livres,"Languedoc, Provence et Roussillon",0
1347,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,8895,livres,"Lyon, Valence et Bresse",0
1348,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,53528,livres,Mayne et Anjou,0
1349,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,17435,livres,Nantes,0
1350,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,12488,livres,Poitou,0
1351,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,50,livres,Rethelois,0
1352,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,2151649,livres,Rouen,0
1353,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; de Marseille,2532,livres,Tonne-Charente,0
1354,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,575,livres,Amiens et Soissons,0
1355,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,1100,livres,Dijon et Chalons-sur_saone,0
1356,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,650,livres,La Rochelle,0
1357,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,6520,livres,"Languedoc, Provence et Roussillon",0
1358,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,100,livres,Mayne et Anjou,0
1359,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,402,livres,Poitou,0
1360,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Savon ; noir,3075,livres,Rouen,0
1361,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,666,pièces,Amiens et Soissons,0
1362,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,8,pièces,Caën par Mer,0
1363,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,1471,pièces,Convoy de Bordeaux,0
1364,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,36,pièces,Dijon et Chalons-sur_saone,0
1365,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,67,pièces,La Rochelle,0
1366,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,2,pièces,"Lyon, Valence et Bresse",0
1367,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,210,pièces,Paris,0
1368,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Serges ; de Londres et autres,3314,pièces,Rouen,0
1369,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,66.375,livres,Amiens et Soissons,0
1370,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,300,livres,Bayonne et Arzac,0
1371,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,6014,livres,Bourges et Moulins,0
1372,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,3,livres,Caën par Terre,0
1373,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,2945,livres,"Languedoc, Provence et Roussillon",0
1374,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,1078105,livres,"Lyon, Valence et Bresse",0
1375,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,12,Soye ; cruë,236,livres,Paris,0
