marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	nbr_lignes_fr
brun ; rouge	Brun ; rouge	Drogue ; pour la peinture et la teinture ; Brun rouge						0	0	1	0					2
brun rouge	Brun ; rouge	Drogue ; pour la peinture et la teinture ; Brun rouge		kleurstoffen (roodbruin)	reddish brown	pounds		1	0	1	0					1
bruyère	Bruyère	Bruyère		heidemos en -kruid	heather	guilders		1	0	0	0					1
buerre d'hollande et d'angleterre	Beurre ; de Hollande et d'Angleterre	Beurre ; de Hollande et d'Angleterre	butter	boter (Hollandse en Engelse)	English and Dutch butter	pounds		1	1	0	0					1
bures de sangliers	Bures ; de sangliers	Bures ; de sangliers		everzwijnekoppen	wild boar heads	guilders	hurne de sanglier	1	0	0	0					4
bécasses	Bécasses	Bécasses		snippen	snipe	pieces		1	0	0	0					
bœufs et taureaux	Bestiaux ; bœufs et taureaux	Bétail ; bœuf et taureaux		ossen en stieren	oxen and bulls	pieces		1	1	0	0					1
cabilleaux	Cabillauds	Cabillauds		kabeljauw	codfish	pieces		1	1	0	0					1
cabriolets	Cabriolets	Cabriolets		cabriolets	cabriolets	pieces		1	1	0	0					1
cacao	Cacao	Cacao		cacao	cocoa	pounds		1	1	0	0					1
cadrans d'horloges	Horlogerie ; cadrans d'horloge	Horlogerie ; cadrans d'horloge		wijzerplaten voor uurwerken	clockfaces	guilders		1	0	0	0					1
cadrans de montres	Horlogerie ; cadrans de montres	Horlogerie ; cadrans de montres		wijzerplaten voor zakhorloges	faces for pocket watches	guilders		1	0	0	0					3
caffar blanc	Caffar ; blanc	Caffar ; blanc		caffar blanc	white 'caffar'	ell		1	0	0	0					13
caffar de laine	Caffar ; de laine	Caffar ; de laine		caffar de laine	caffar de laine	guilders		1	0	0	0					1
caffards, carpettes et ligatures	Caffards ; carpettes et ligatures	Caffards ; carpettes et ligatures		laken (verbanden, grof pakdoek...)	cloth (ligatures, crude cloth for packaging...) / el	ell		1	1	0	0					3
caffards, carpettes et ligatures / aune	Caffards ; carpettes et ligatures	Caffards ; carpettes et ligatures		laken (verbanden, grof pakdoek.) / el	cloth (ligatures, crude cloth for packaging.) / el	guilders		1	1	0	0					1
caffé	Café	Café	coffee	koffie	coffee	pounds		1	1	0	0					5
café ; de bourbon	Café ; de Bourbon	Café ; de Bourbon						0	0	1	0					3
café ; des isles	Café ; des Iles	Café ; des Iles						0	0	1	0					1
café ; du Levant	Café ; de Levant	Café ; du Levant						0	0	1	0					2
cages pour oiseaux	Cages d'oiseau	Cages d'oiseau		vogelkooien	bird cages	pieces		1	1	0	0					15
cailles	Cailles	Cailles		kwartels	quail	pieces		1	0	0	0					4
caisses de carosses	Caisses ; de carosses	Caisses ; de carosses		geraamten voor rijtuigen	skeletons for coaches	guilders		1	0	0	0					1
caisses et têtes de carton	Caisses ; et têtes de carton	Caisses et têtes ; de carton		kartonnen dozen	cardboard boxes	guilders		1	0	0	0					1
caisses vides	Caisses ; vides	Caisses ; vides		kisten (hout)	wooden chests	pieces		1	0	0	0					6
calamine	Calamine	Calamine		kalamijn	calamine	pounds		1	0	0	0					5
callemande	Callemande	Étoffe ; calemande		calmande	calmande	guilders	calemande	1	1	0	0					3
calottes et sacs de papier	Calottes et sacs de papier	Calottes et sacs de papier		papieren mutsen en zakken	paper hats and bags	guilders		1	0	0	0					2
cambray	Cambray	Cambray	expensive linen cloth	lijnwaad (kamerijk)	Cambrai	pieces		1	1	0	0					2
camelot	Camelot	Camelot	camelot	kamelot / el	camel cloth	guilders		1	1	0	0					2
camphre	Camphre	Drogue ; médicinale ; Camphre		kamfer	camphor	pounds		1	1	0	0					1
canards	Canards	Canards		eenden	ducks	pieces		1	0	0	0					6
canaris ou serins	Canaris ou serins	Canaris ou serins		kanaries	canaries	guilders	oiseaux, serins et canaris	1	1	0	0					1
canelle	Cannelle	Épicerie ; cannelle	cinnamon	kaneel	cinnamon	pounds		1	1	0	0					
cannes de bois montées et non montées	Cannes ; de bois montées et non montées	Cannes ; de bois montées et non montées		wandelstokken (al dan niet afgewerkt)	finished and unfisnished canes	guilders		1	1	0	0					1
cannes de joncs	Cannes ; de joncs	Cannes ; de jonc		rietstokken	canes	guilders		1	0	0	0					12
cannes de joncs ou rozeaux	Cannes ; de joncs ou rozeaux	Cannes ; de jonc		wandelstokken (dit rozeaux)	canes (dit rozeaux)	pieces		1	0	0	0					8
cannes dit genettes	Cannes ; dit genettes	Cannes ; dit genettes		wandelstokken (genettes)	canes (genettes)	pieces		1	0	0	0					62
cannes et batons vernis	Cannes ; et bâtons vernis	Cannes et bâtons ; vernis		wandelstokken (gevernist hout)	varnished canes	pieces	cannes de bois vernies	1	1	0	0					6
cannettes de grez	Cannettes ; de grez	Cannettes ; de grez						0	0	1	0					10
cannevas	Cannevas	Cannevas		zeildoek	sailcloth	pieces		1	0	0	0					2
cannevas à 15 sols l'aune	Cannevas à 15 sols l'aune	Cannevas à 15 sols l'aune		zeildoek van 15 stv/el	sailcloth of 15 stivers per ell	ell		1	0	0	0					5
canon et balles de fer, en livres	Canon et balles de fer, en livres	Canon et balles ; de fer		lopen, ijzeren kogels en alle wapens in pounds aange.	barrels, iron bullets and all weaponry indicated in pounds	pounds		1	1	0	0					15
canons de fer de 18 à 24 livres de balles	Canons ; de fer de 18 à 24 livres de balles	Canon ; de fer		geschut (voor kogels van 18 tot 24 pond)	cannons (for bullets of 18 to 24 pounds)	pieces		1	0	0	0					1
canons de metail de 12 livres de balles	Canons ; de metail de 12 livres de balles	Canons ; de métal		geschut (voor kogels van 12 pond)	cannons (for bullets of 12 pounds)	guilders		1	0	0	0					1
cantharides ou mouches d'Espagne	Cantharides ou mouches d'Espagne	Cantharides ou mouches d'Espagne		Spaanse vlieg	Spanish fly	pounds		1	0	0	0					1
cantinnes	Cantines	Cantines		reiskeldertjes	travelling cases	guilders		1	0	0	0					3
caparaçons de peaux	Caparaçons de peaux	Caparaçons		dekkleden voor paarden (huiden)	horse blankets in leather	guilders		1	0	0	0					1
capilaire	Capilaire	Capilaire		vrouwehaar	women's hair	pounds		1	0	0	0					1
capons	Capons	Capons						0	0	0	0					19
capres d'Espagne	Câpres	Câpres		kappertjes (Spanje)	capers (Spain)	pounds		1	1	0	0					3
carabines à air	Carabines à air	Carabines à air comprimés		luchtgeweren		guilders		1	0	0	0					4
carabines à air comprimés	Carabines à air comprimés	Carabines à air comprimés						0	0	0	0					1
caractères à imprimer	Caractères d'imprimerie	Caractère d'imprimerie		drukletters	printing letters	guilders		1	1	0	0					1
carcajou	Carcajou	Carcajou						0	0	0	0					
carcasses	Carcasses	Carcasses		geraamten	skeletons	gros		1	1	0	0					23
cardes de bois et fil de fer	Cardes ; de bois et fil de fer	Cardes ; de bois et fil de fer	iron wire	kaarden van hout en ijzerdraad	cards of wood and iron wire	paar	cardes à peigner drapet et laine	1	1	0	0					1
cardes et cardons champêtres	Cardes ; et cardons champêtres	Cardes et cardons champêtres		kaarden (boeren-) ('cardes champêtres')	farmer's cards		cardes champêtres la rondelle de 20 livres	1	1	0	0					49
carisaye blanche	Carisaye ; blanche	Carisaye ; blanche		karsaai (wit)	white kersey	guilders	carisées blanc	1	1	0	0					4
carisaye blanche / aune	Carisaye ; blanche	Carisaye ; blanche		karsaai (wit) / el	white kersey	guilders		1	1	0	0					1
carisaye mellée	Carisaye ; mellée	Carisaye ; mellée		karsaai (gemengd)	mixed kersey	pieces	carisées teinte	1	0	0	0					1
carisaye teinte	Carisaye ; teinte	Carisaye ; teinte		karsaai (geverfd) / el	dyed kersey	guilders	carisées teinte	1	1	0	0					7
carisaye teinte / aune	Carisaye ; teinte	Carisaye ; teinte		karsaai (geverfd) / el	dyed kersey	guilders		1	1	0	0					9
carosses	Carrosses	Carrosses		koetsen (karos)	carriages	pieces	chariots	1	1	0	0					1
carosses neufs	Carrosses ; neufs	Carrosses ; neufs		koetsen (nieuwe)	carriages (new)	pieces		1	1	0	0					3
carosses vieux	Carrosses ; vieux	Carrosses ; vieux		koetsen (oude)	carriages (old)	pieces		1	1	0	0					14
carottes	Carottes	Carottes		wortelen	carrots	zak		1	0	0	0					2
carpes et brochets	Carpes	Carpes		karper, snoek, brasem e.a.	carp, pike, bream, etc.	pieces		1	1	0	0					1
carreaux ; de terre	Carreaux ; de terre	Carreaux ; de terre						0	0	1	0					9
carreaux de fayence	Carreaux ; de faïence	Carreaux ; de faïence		faïence (vloertegels)	earthenware (tiles)	pieces		1	1	0	0					3
carreaux de marbre à paver	Carreaux ; de marbre à paver	Carreaux ; de marbre à paver		marmer (vloertegels)	marble in floor tiles	pieces		1	1	0	0					17
carreaux de sol en terre cuite (Astracan)	Carreaux ; de sol en ter cuite	Carreaux ; de sol en ter cuite										1				9
carreaux de terre à paver	Carreaux ; de terre à paver	Carreaux ; de terre à paver		aarden vloertegels	clay tiles to pave	pieces	careaux à paver	1	1	0	0					20
carrosse	Carrosses	Carrosses										1				
cartes à jouer	Cartes ; à jouer	Cartes ; à jouer		speelkaarten	playing cards	dozen		1	0	0	0					1
casques et cuirasses	Casques et cuirasses	Casques et cuirasses		helmen en harnassen	helmets and armours	pieces		1	0	0	0					1
casse en bâtons	Casse ; en bâtons	Casse ; en bâtons		kassie	cassia	guilders		1	0	0	0					5
casse en bâtons ou fistula	Casse ; en bâtons	Casse ; en bâtons		kassie	cassia	pounds		1	1	0	0					2
cassia lignea	Cassia Lignea	Drogue ; médicinale ; Cassia lignea		cassia lignea	cassia lignea	pounds		1	1	0	0					1
cassia lignes	Cassia Lignea	Drogue ; médicinale ; Cassia lignea						0	0	1	0					1
cassonade	Cassonnade	Cassonnade		cassonade	cassonade	pounds	cassenade	1	0	0	0					111
ceintures de prêtres	Ceintures de prêtres	Ceintures de prêtres		riemen (priester-)	priest belts	pieces		1	0	0	0					
ceinturons et bandouillieres	Ceinturons et bandouillieres	Ceinturons et bandouillieres		gordels en schouderriemen	belts, straps	pieces		1	1	0	0					4
ceinturons, bandouillieres et gibernes	Ceinturons et bandouillieres	Ceinturons et bandouillieres		gordels, schouderriemen en patroontassen	belts, straps and pouches	guilders		1	0	0	0					1
celeris	Céleri	Céleri		selder	celery	plant		1	1	0	0					1
cendre ; Potasse	Cendre ; potasse	Cendre ; potasse						0	0	1	0					1
cendre ; a fumer terre	Cendre ; à fumer ; terre	Cendre ; à fumer ; terre						0	0	1	0					2
cendre ; caleinée	Cendre ; caleinée	Cendre ; caleinée						0	0	1	0					1
cendre ; casseaux	Cendre ; casseaux	Cendre ; casseaux						0	0	1	0					8
cendre ; commune	Cendre ; commune	Cendre ; commune						0	0	1	0					16
cendre ; de chaux	Cendre ; de chaux	Cendre ; de chaux						0	0	1	0					5
cendre ; flore	Cendre ; flore	Cendre ; flore						0	0	1	0					
cendre ; gravelée	Cendre ; gravelée	Cendre ; gravelée						0	0	1	0					1
cendre ; houille	Cendre ; de houille	Cendre ; de houille						0	0	1	0					1
cendre ; potasse	Cendre ; de houille	Cendre ; de houille						0	0	1	0					15
cendre ; sedassé	Cendre ; vedasse	Cendre ; vedasse						0	0	1	0					
cendre d'Angeleterre	Cendre ; d'Angleterre	Cendre ; d'Angleterre		kleurstoffen (Engelse as)	English ash	pounds		1	0	0	0					1
cendre de bois	Cendre ; de bois	Cendre ; de bois		houtas-extract (zouten)	wood ash	ton		1	0	0	0					56
cendre de toute espece à engraisser	Cendre ; de toute espece à engraisser	Cendre ; de toute espece à engraisser		as (alle soorten voor mest)	all sorts of ash			1	1	0	0					14
cendres communes	Cendre ; commune	Cendre ; commune		as (gewone)	regular ash	charretée		1	0	0	0					1
cendres communes de bois	Cendre ; de bois	Cendre ; de bois		gewone houtas	regular wood ash	charretée	cendres de bois	1	0	0	0					10
cendres d'houille	Cendre ; de houille	Cendre ; de houille	small coal ; quarter	steenkoolas	coal ash	charretée		1	1	0	0					2
cendres de Lessive	Cendre ; de lessive	Cendre ; de lessive		geweekte as (as van Lessive)	ash from Lessive	charretée	cendres trempées	1	1	0	0					1
cendres de chaux	Cendre ; de chaux	Cendre ; de chaux		kalkas	lime ash			1	1	0	0					1
cendres de mer	Cendre ; de mer	Cendre ; de mer		as (de mer)	seas ashes	charretée		1	0	0	0					229
cendres de toute espèce	Cendre ; diverses	Cendre ; diverses		as (gemengd)	mixed ashes	guilders		1	1	0	0					2
cendres des tourbes	Cendre ; des tourbes	Cendre ; des tourbes	peat	turfas	peat ash			1	1	0	0					4
cendres dites potasse	Cendre ; potasse	Cendre ; potasse	potash	potas	potash	pounds	cendres de Pottasschen	1	1	0	0					23
cendres gravelées dites Wedasse	Cendre ; gravelée	Cendre ; gravelée		wijnsteenpoeder (weedas)	weedash	ton	cendres gravellée ditte Weeasschen	1	1	0	0					2
cercle deboid	Cercles ; de bois	Cercles et feuillard ; en bois						0	0	1	0					
cercles ; ocloir	Cercles ; ocloir	Cercles ; ocloir						0	0	1	0					12
cercles communs	Cercles ; communs	Cercles et feuillard ; en bois		tonhoepels (gewone)	regular barrel hoops	pieces		1	1	0	0					1
cercles de 10 à 12 pieds	Cercles ; de 10 à 12 pieds	Cercles et feuillard		tonhoepels (10 tot 12 voet)	barrel hoops  (10 to 12 feet)	pieces		1	1	0	0					1
cercles de 12 à 16 pieds	Cercles ; de 12 à 16 pieds	Cercles et feuillard		tonhoepels (12 voet of groter)	barrel hoops  (12 to 16 feet)	pieces		1	1	0	0					5
cercles de 7 à 11 pieds	Cercles ; de 7 à 11 pieds	Cercles et feuillard		tonhoepels (7 tot 11 voet)	barrel hoops  (7 to 11 feet)	pieces		1	1	0	0					1
cercles de 8 à 10 pieds	Cercles ; de 8 à 10 pieds	Cercles et feuillard		tonhoepels (8 tot 10 voet)	barrel hoops  (8 to 10 feet)	pieces		1	1	0	0					1
cercles de 9 à 12 pieds	Cercles ; de 9 à 12 pieds	Cercles et feuillard		tonhoepels (9 tot 12 voet)	barrel hoops  (9 to 12 feet)	pieces		1	1	0	0					1
cercles de fer	Cercles ; de fer	Cercles et feuillard ; en fer		ijzeren ringen	iron rings	pieces		1	0	0	0					2
cercles à tamis	Cercles ; à tamis	Cercles ; à tamis		zeefringen	sieve hoops	pieces		1	0	0	0					
cercles à tamis dits Standrepen	Cercles ; à tamis	Cercles ; à tamis		standrepen (houten ring van een zeef)	standrepen (houten ring van een zeef)	gros	cercles dits standreepen	1	1	0	0					17
cercles à tonneaux	Cercles ; à tonneaux	Cercles et feuillard ; en bois		tonhoepels (7 tot 8 voet of kleiner)	barrel hoops	pieces		1	1	0	0					2
cerises	Cerises	Cerises		kersen	cherries	pounds		1	0	0	0					8
ceruse ou blanc de plomb	Céruse	Drogue ; pour la peinture et la teinture ; Blanc de céruse	white lead	kleurstoffen (loodwit e.a.)	white lead	pounds		1	1	0	0					
chagrin	Chagrin	Chagrin		huiden (segrijnleer)	shagreen	pieces		1	0	0	0					10
chaines de montres	Horlogerie ; chaînes de montre	Horlogerie ; chaînes de montre		horlogekettingen	watch chains	pieces		1	0	0	0					2
chair et lard fraiche	Chair ; fraîche	Chair ; fraîche	fresh meat	vers vlees	fresh meat	pounds		1	1	0	0					13
chair et lard salé et enfumé	Chair ; salée	Chair ; salée		gezouten en gerookt vlees	salted and smoked meat	pounds		1	1	0	0					11
chaises ; de commodite	Chaises ; de commodité	Chaises ; de commodité						0	0	1	0					7
chaises ; de jonc	Chaises ; de joncs	Chaises ; de jonc						0	0	1	0					1
chaises ; de paille	Chaises ; de joncs	Chaises ; de jonc						0	0	1	0					1
chaises ; de poste	Chaises ; de poste	Chaises ; de poste						0	0	1	0					
chaises ; depaille	Chaises ; de paille	Chaises ; de paille						0	0	1	0					
chaises ; deposte	Chaises ; de poste	Chaises ; de poste						0	0	1	0					
chaises ; àporteur	Chaises ; à porteur	Chaises ; à porteur						0	0	1	0					1
chaises et cabriolets	Chaises et cabriolets	Chaises et cabriolets		draagstoelen (& cabriolets)	litters (& cabriolets)	pieces		1	1	0	0					2
chaises à deux roues	Chaises ; à deux roues	Chaises ; à deux Roue		rijtuigen met 2 wielen	carriages with 2 wheels	guilders		1	1	0	0					
chalon blanc	Chalon ; blanc	Chalon ; blanc		chalon, wit / el	white chalon	guilders		1	0	0	0					1
chalon peint	Chalon ; peint	Chalon ; peint		chalon, geverfd	painted chalon	guilders	chalons teint	1	0	0	0					1
chalons	Chalons	Chalons		chalon / el	chalon / el	guilders		1	1	0	0					6
chalons blanc souphré	Chalons ; blanc souphré	Chalons ; blanc souphré		chalon, gezwaveld	sulphured chalon	ell		1	0	0	0					2
chamois	Chamois	Chamois						0	0	0	0					
chandelle	Chandelles	Chandelle						0	0	1	0					1
chandelles de suif	Chandelles ; de suif	Chandelle ; de suif	tallow candles	vetkaarsen	tallow candles	pounds		1	1	0	0					2
chanvre ; battu	Chanvre ; battu	Chanvre ; battu						0	0	1	0					6
chanvre ; cru	Chanvre ; cru	Chanvre ; cru						0	0	1	0					5
chanvre ; en rame	Chanvre ; en rames	Chanvre ; en rames						0	0	1	0					3
chanvre ; peigne	Chanvre ; peigné	Chanvre ; peigné						0	0	1	0					2
chanvre ; peigné	Chanvre ; peigné	Chanvre ; peigné						0	0	1	0					15
chanvre crû	Chanvre ; crû	Chanvre ; cru		hennep (ruwe)	crude hemp	pounds		1	1	0	0					1
chanvre peigné	Chanvre ; peigné	Chanvre ; peigné		hennep (gekamde)	comed hemp	pounds		1	1	0	0					1
chapeaux	Chapeaux	Chapeaux		hoeden	hats	pieces		1	1	0	0					3
chapeaux communs de pailles	Chapeaux ; de paille	Chapeaux ; de paille		hoeden (stro, gewone)	straw hats	guilders		1	1	0	0					3
chapeaux de paille dits garde soleil	Chapeaux ; de paille	Chapeaux ; de paille		hoeden (stro, zonne-)	straw sunhats	pieces		1	1	0	0					
chapeaux de soye	Chapeaux ; de soie	Chapeaux ; de soie		hoeden van zijde	silk hats	dozen		1	0	0	0					1
chapeaux en paille	Chapeaux ; de paille	Chapeaux ; de paille						0	0	1	0					5
chapeaux neufs	Chapeaux ; neufs	Chapeaux ; neufs		hoeden (nieuwe)	new hats	guilders		1	1	0	0					3
chapeaux vieux	Chapeaux ; vieux	Chapeaux ; vieux		hoeden (oude)	old hats	guilders		1	1	0	0					1
chapons	Chapons	Chapons		kapoenen	capons	pieces		1	0	0	0					29
charbon de terre	charbon de terre	Charbon ; de terre		steenkool	coal	chevalée	charbons de terre dit houille/gros charbons de houilles	0	0	0	0					6
charbon de terre à cuir chaux	Charbon ; de terre à cuir chaux	Charbon ; de terre	coal (exported) ; pesée	steenkool (à cuire chaux)	coal (à cuire chaux)	charretée	charbons de terre à cuire chaux et briques	1	0	0	0					1
charbons de bois	Charbon ; de bois	Charbon ; de bois		houtskool	charcoal	zak		1	1	0	0					12
charbons de boulanger et bresette	Charbon ; de boulanger et bresette	Charbon ; de boulanger et bresette		steenkool (bresettes)	coal (bresette)	zak	charbons dits bresettes	1	0	0	0					1
charbons de terre d'Angleterre	Charbon ; de terre d'Angleterre	Charbon ; de terre	coal (imported) ; pesée	steenkool (engelse)	English coal	quarter		1	0	0	0					1
charbons de terre ou de pierre dits houille	Charbon ; de terre ou de pierre dits houille	Charbon ; de terre	coal (exported) ; pesée	steenkool	coal	charretée	charbons de terre dit houille/gros charbons de houilles	1	1	0	0					1
charettes	Charettes	Charettes		karren	carts	pieces		1	0	0	0					1
charpie	Charpie	Charpie		pluksel	lint	guilders		1	0	0	0					26
charrues	Charrues	Charrues		ploegen	ploughs	pieces		1	0	0	0					1
chaussons de carisee et drap à laver maisons	Chaussons ; de carisee et drap à laver maisons	Chaussons ; de carisee et drap à laver maisons		sokken van karsaai en onderhoudslaken	socks of washing cloth	guilders		1	0	0	0					1
chaux	Chaux	Chaux		kalk	lime	charretée		1	1	0	0					2
chaux et cendres de chaux mellés	Chaux et cendres de chaux mellés	Chaux et cendres de chaux mellés		kalk en kalkas gemengd	lime and lime ash	charretée		1	0	0	0					2
chaux fondu	Chaux ; fondu	Chaux ; fondu		gebluste kalk	slaked lime	guilders		1	0	0	0					7
cheminées, statues, etc	Cheminée ; statues	Cheminée ; statues						0	0	0	0					8
chemises neufs	Chemises ; neuves	Chemises ; neuves		hemden (nieuwe)	linen shirts	pieces		1	0	0	0					4
chevaux	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux		paarden	horses	pieces	chevaux et mulets	1	1	0	0					5
cheveux et laines en perruques	Cheveux	Cheveux		haar en wol bereid tot pruiken	hair and wool in wigs	guilders	poil et laine préparée pour peruques	1	0	0	0					4
cheveux à faire peruques	Cheveux ; à perruques	Cheveux		haar voor pruiken (in vlechten)	hair for wigs	guilders		1	1	0	0					1
chevres	Bétail ; chèvres	Bétail ; chèvres						0	0	1	0					2
chevreuil	Bétail ; chèvres	Bétail ; chèvres		reeën	deer	pieces		1	0	0	0					2
chevrons	Chevrons	Chevrons		dakribben	roof-beam	feet		1	0	0	0					1
chevrons de bois	Bétail ; chèvres	Bétail ; chèvres						0	0	1	0					4
chiens courants de chasse	Chiens	Chiens		gewone jachthonden	regular hounds	guilders	chiens de chasse et courants	1	1	0	0					4
chise de fourneaux	Chise de fourneaux	Chise de fourneaux		chise de fourneaux	chise de fourneaux	guilders	cendre ditte chise de fourneaux	1	1	0	0					2
chocolat	Chocolat	Chocolat	chocolat	chocolade	chocolate	pounds		1	1	0	0					1
choux salés	Choux ; salés	Choux ; salés		zuurkool	sauerkraut	ton		1	1	0	0					
choux à planter	Chous ; à planter	Chous ; à planter		kolen (om te planten)	cabbages to plant	guilders		1	1	0	0					4
choux-fleurs	Choux ; fleurs	Choux ; fleurs		bloemkool	cauliflower	pieces		1	0	0	0					2
choux-fleurs, cabus et artichoux	Choux ; fleurs et cabus et atrichaux	Choux ; fleurs et cabus et atrichaux		kool, kabuiskool, bloemkool.	all sorts of cabbages	pieces		1	1	0	0					1
cidre	Cidre	Cidre		cider	cider	awm		1	1	0	0					
cignes	Cignes	Cignes		ooievaars	storks	guilders		1	0	0	0					1
ciment ou tiras	Ciment ou tiras	Ciment ou tiras		cement (tras)	cement	ton		1	1	0	0					1
cinabre	Cinabre	Drogue ; pour la peinture et la teinture ; Cinabre						0	0	1	0					11
cinturons	Ceinturons	Ceinturons		broeksriemen	belts	guilders		1	0	0	0					2
cire blanche en bougies	Cire ; blanche en bougies	Cire ; blanche en bougies		was (witte in kaarsen)	white wax in candles	pounds	[idem] et chandelles	1	1	0	0					5
cire blanche en feuilles	Cire ; blanche en feuilles	Cire ; blanche en feuilles		was (witte in bladen)	white wax in sheets	pounds		1	1	0	0					3
cire blanche en flambeaux	Cire ; blanche en flambeaux	Cire ; blanche en flambeaux		was (witte in toortsen)	white wax in torches	pounds		1	0	0	0					1
cire d'Espagne à cacheter	Cire ; d'Espagne à cacheter	Cire ; d'Espagne à cacheter		zegellak	sealing wax	pounds	cire d'Espagne	1	1	0	0					1
cire en figures	Cire ; en figures	Cire ; en figures		was (in figuren)	wax in figures	guilders	portaits de cire	1	1	0	0					5
cire jaune en bougies et chandelles	Cire ; jaune en bougies et chandelles	Cire ; jaune en bougies et Chandelle	yellow wax	was (gele in kaarsen)	yellow wax in candles	pounds		1	0	0	0					4
cire jaune en cierge et flambeaux	Cire ; jaune en cierge et flambeaux	Cire ; jaune en cierge et flambeaux	yellow wax	was (gele in toortsen)	yellow wax in torches	pounds		1	1	0	0					2
cire jaune en pain	Cire ; jaune en pain	Cire ; jaune en pain	yellow wax	was (gele in broden)	wax in loaves	pounds		1	1	0	0					3
cire rouge en flambeaux	Cire ; rouge en flambeaux	Cire ; rouge en flambeaux		was (rode in toortsen)	red wax in torches	pounds		1	0	0	0					5
cire verte	Cire ; verte	Cire ; verte		groene was	green wax	pounds		1	0	0	0					1
clairons	Clairons	Clairons						0	0	0	0					3
clairons etc	Clairons	Clairons		klaroenen e.a.	clarions etc	pieces		1	0	0	0					1
claphout	Claphout	Claphout		klaphout (kleine eiken planken)	klaphout (kleine eiken planken)	pieces		1	1	0	0					17
claphout en blocq	Claphout en blocq	Claphout en blocq		klaphout (in blok)	klaphout (in blok)	pieces		1	0	0	0					9
clappes ou douves à barils	Clappes ou douves à barils	Clappes ou douves à barils		duigen voor vaten	duigen voor vaten	last		1	1	0	0					4
clappes ou douves à barils de sapin	Clappes ou douves à barils de sapin	Clappes ou douves à barils de sapin		duigen voor vaten (den)	duigen voor vaten (den)	pieces		1	0	0	0					
clavescins, psalterions, epinettes	Clavecin	Clavecin		klavecimbels, psalters en spinetten	harpsichords and psalteries	pieces	clavescins et epinettes	1	1	0	0					4
cloches de verre	Cloches ; de verre	Cloches ; de verre						0	0	0	0					1
clous de girofle	Clous de girofle	Épicerie ; girofle										1				
cloutiers	Cloutiers	Cloutiers		spijkermakers	nailers	pieces	Cloutiers qui ont payé un sol par mois pour travailler	1	1	0	0					
cloux de cuivre doré	Clous ; dorés	Clous ; dorés	nails	koper (vergulde spijkers)	copper (gilded nails)	guilders		1	0	0	0					
cloux de giroffle	Clous de girofle	Épicerie ; girofle	cloves	kruidnagel	cloves	pounds		1	0	0	0					
cochenille	Cochenille	Drogue ; pour la peinture et la teinture ; Cochenille	cochineal	kleurstoffen (cochenille (scharlaken))	cochineal	pounds		1	1	0	0					
cochons de lait	Cochons ; de lait	Cochons ; de lait		speenvarkens	suckling pigs	pieces		1	1	0	0					5
cocqs	Coqs	Coqs		hanen	cocks	pieces		1	0	0	0					1
cocullus	Cocullus	Cocullus		drogerij (cocullus)	drugs (cocullus)	pounds		1	0	0	0					20
coddes blancs	Coddes blancs	Coddes blancs		wol (coddes, wit)	whites coddes	ell		1	1	0	0					17
coeffes de chapeaux	Coiffes de chapeaux	Coiffes de chapeaux		kappen van hoeden	caps of hats	pieces	coeffures	1	1	0	0					4
coeffures custodes pour chapeaux et coeffes de perruques	Coëffures custodes pour chapeaux et coeffes de perruques	Coëffures custodes pour chapeaux et coeffes de perruques		binnenkappen voor hoeden en pruiken	insides of hats and wigs	guilders		1	0	0	0					5
coffres de fer et berses	Coffres ; de fer et berses	Coffres ; de fer et berses		ijzer (koffers en kisten)	cases and coffins	guilders		1	0	0	0					1
coffres à garniture de peau	Coffres ; à garniture de peau	Coffres ; à garniture de peau		koffers met lederen bekleding	cases with leather lining	guilders		1	1	0	0					71
colle commune	Colle ; commune	Colle ; commune		gewone lijm	regulat glue	pounds		1	1	0	0					4
colle de poisson	Colle ; de poisson	Colle ; de poisson		vislijm	fish glue	pounds		1	1	0	0					3
colle forte	Colle ; forte	Colle ; forte		sterke lijm	strong glue	pounds		1	0	0	0					2
coloquinte	Coloquinte	Drogue ; médicinale ; Coloquinte		quintappel	Quint apple	pounds		1	0	0	0					57
concombre et cornichons	Concombre et cornichons	Concombre et cornichons		komkommers en augurken	cucumbers	guilders		1	0	0	0					26
coperose	Couperose	Drogue ; pour la peinture et la teinture ; couperose		kleurstoffen (koperrood)	copper red	pounds		1	1	0	0					6
coperrose	Couperose	Drogue ; pour la peinture et la teinture ; couperose		koperrood (stof)	copper red (dust)	pounds		1	1	0	0					8
coquilles de mer	Coquilles ; de mer	Coquilles ; de mer		zeeschelpen	sea shells	pounds		1	1	0	0					1
coquilles, écaille de tortue et nacre de perle	Coquilles ; écaille de tortue et nacre de perle	Coquilles ; écaille de tortue et nacre de perle		schelpen, schilpadschilden en parelmoer	shells, tortoise shells and mother of pearl	pounds		1	0	0	0					1
corail	Corail	Corail		koraal	coral	pounds		1	0	0	0					1
cordages vieux	Cordage ; vieux	Cordage ; vieux						0	0	0	0					203
cordes de boyaux	Cordes ; à boyaux	Cordes ; à boyaux		darmsnaren	gut strings	pounds		1	1	0	0					11
