Numéro de ligne,Data entry by,Source,exportimports,Year,Sheet,Marchandises,Pays,Quantité,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
3832,Milewski,Montbret 1553830,Exports,1754,126,Sucre ; brut,Nord,,4201171.15,11373472.85,0.00,34345677.80,
3833,Milewski,Montbret 1553831,Exports,1754,126,Sucre ; brut,Portugal,,46584.00,11373472.85,0.00,34345677.80,
3834,Milewski,Montbret 1553832,Exports,1754,126,Sucre ; brut,Savoye,,56533.80,11373472.85,0.00,34345677.80,
3835,Milewski,Montbret 1553833,Exports,1754,126,Sucre ; brut,Suede,,273296.70,11373472.85,0.00,34345677.80,
3836,Milewski,Montbret 1553834,Exports,1754,126,Sucre ; brut,Suisse,,175395.90,11373472.85,0.00,34345677.80,
3837,Milewski,Montbret 1553835,Exports,1754,126,Sucre ; candy,Angleterre,,160.00,2040.00,0.00,34345677.80,
3838,Milewski,Montbret 1553836,Exports,1754,126,Sucre ; candy,Espagne,,1204.00,2040.00,0.00,34345677.80,
3839,Milewski,Montbret 1553837,Exports,1754,126,Sucre ; candy,Italie,,450.00,2040.00,0.00,34345677.80,
3840,Milewski,Montbret 1553838,Exports,1754,126,Sucre ; candy,Levant,,226.00,2040.00,0.00,34345677.80,
3841,Milewski,Montbret 1553839,Exports,1754,126,Sucre ; cassonnade,Espagne,,639413.75,661742.55,0.00,34345677.80,
3842,Milewski,Montbret 1553840,Exports,1754,126,Sucre ; cassonnade,Flandre,,300.00,661742.55,0.00,34345677.80,
3843,Milewski,Montbret 1553841,Exports,1754,126,Sucre ; cassonnade,Nord,,22028.80,661742.55,0.00,34345677.80,
3844,Milewski,Montbret 1553842,Exports,1754,126,Sucre ; commun,Nord,,59062.85,0.00,0.00,34345677.80,
3845,Milewski,Montbret 1553843,Exports,1754,126,Sucre ; en pain,Angleterre,,78146.85,565946.75,0.00,34345677.80,
3846,Milewski,Montbret 1553844,Exports,1754,126,Sucre ; en pain,Danemark,,970.40,565946.75,0.00,34345677.80,
3847,Milewski,Montbret 1553845,Exports,1754,126,Sucre ; en pain,Espagne,,17408.00,565946.75,0.00,34345677.80,
3848,Milewski,Montbret 1553846,Exports,1754,126,Sucre ; en pain,Flandre,,40.20,565946.75,0.00,34345677.80,
3849,Milewski,Montbret 1553847,Exports,1754,126,Sucre ; en pain,Hollande,,2159.40,565946.75,0.00,34345677.80,
3850,Milewski,Montbret 1553848,Exports,1754,126,Sucre ; en pain,Isles,,1814.50,565946.75,0.00,34345677.80,
3851,Milewski,Montbret 1553849,Exports,1754,126,Sucre ; en pain,Italie,,64290.60,565946.75,0.00,34345677.80,
3852,Milewski,Montbret 1553850,Exports,1754,126,Sucre ; en pain,Levant,,268564.80,565946.75,0.00,34345677.80,
3853,Milewski,Montbret 1553851,Exports,1754,126,Sucre ; en pain,Portugal,,6000.00,565946.75,0.00,34345677.80,
3854,Milewski,Montbret 1553852,Exports,1754,126,Sucre ; en pain,Savoye,,85344.00,565946.75,0.00,34345677.80,
3855,Milewski,Montbret 1553853,Exports,1754,126,Sucre ; en pain,Suisse,,41208.00,565946.75,0.00,34345677.80,
3856,Milewski,Montbret 1553854,Exports,1754,127,Sucre ; terré,Angleterre,,14000.00,5165581.00,0.00,34345677.80,
3857,Milewski,Montbret 1553855,Exports,1754,127,Sucre ; terré,Danemark,,103892.95,5165581.00,0.00,34345677.80,
3858,Milewski,Montbret 1553856,Exports,1754,127,Sucre ; terré,Espagne,,471758.00,5165581.00,0.00,34345677.80,
3859,Milewski,Montbret 1553857,Exports,1754,127,Sucre ; terré,Flandre,,298147.15,5165581.00,0.00,34345677.80,
3860,Milewski,Montbret 1553858,Exports,1754,127,Sucre ; terré,Guinée,,332.80,5165581.00,0.00,34345677.80,
3861,Milewski,Montbret 1553859,Exports,1754,127,Sucre ; terré,Hollande,,2014142.25,5165581.00,0.00,34345677.80,
3862,Milewski,Montbret 1553860,Exports,1754,127,Sucre ; terré,Isles,,23.20,5165581.00,0.00,34345677.80,
3863,Milewski,Montbret 1553861,Exports,1754,127,Sucre ; terré,Italie,,112341.25,5165581.00,0.00,34345677.80,
3864,Milewski,Montbret 1553862,Exports,1754,127,Sucre ; terré,Nord,,2129051.40,5165581.00,0.00,34345677.80,
3865,Milewski,Montbret 1553863,Exports,1754,127,Sucre ; terré,Portugal,,2100.00,5165581.00,0.00,34345677.80,
3866,Milewski,Montbret 1553864,Exports,1754,127,Sucre ; terré,Suede,,3055.50,5165581.00,0.00,34345677.80,
3867,Milewski,Montbret 1553865,Exports,1754,127,Sucre ; terré,Suisse,,16736.50,5165581.00,0.00,34345677.80,
3868,Milewski,Montbret 1553866,Exports,1754,127,Sucre ; teste,Angleterre,,1440.00,871393.05,0.00,34345677.80,
3869,Milewski,Montbret 1553867,Exports,1754,127,Sucre ; teste,Espagne,,1320.00,871393.05,0.00,34345677.80,
3870,Milewski,Montbret 1553868,Exports,1754,127,Sucre ; teste,Flandre,,972.00,871393.05,0.00,34345677.80,
3871,Milewski,Montbret 1553869,Exports,1754,127,Sucre ; teste,Guinée,,358.75,871393.05,0.00,34345677.80,
3872,Milewski,Montbret 1553870,Exports,1754,127,Sucre ; teste,Hollande,,103474.55,871393.05,0.00,34345677.80,
3873,Milewski,Montbret 1553871,Exports,1754,127,Sucre ; teste,Italie,,9690.00,871393.05,0.00,34345677.80,
3874,Milewski,Montbret 1553872,Exports,1754,127,Sucre ; teste,Nord,,732537.75,871393.05,0.00,34345677.80,
3875,Milewski,Montbret 1553873,Exports,1754,127,Sucre ; teste,Russie,,21600.00,871393.05,0.00,34345677.80,
3876,Milewski,Montbret 1553874,Exports,1754,127,Sucre ; versoix,Italie,,85921.65,0.00,0.00,34345677.80,
3877,Milewski,Montbret 1553875,Exports,1754,127,Suif,Allemagne,,535.60,0.00,0.00,77612.60,
3878,Milewski,Montbret 1553876,Exports,1754,127,Suif,Angleterre,,2718.50,0.00,0.00,77612.60,
3879,Milewski,Montbret 1553877,Exports,1754,127,Suif,Espagne,,16550.40,0.00,0.00,77612.60,
3880,Milewski,Montbret 1553878,Exports,1754,127,Suif,Flandre,,7787.50,0.00,0.00,77612.60,
3881,Milewski,Montbret 1553879,Exports,1754,127,Suif,Guinée,,4229.55,0.00,0.00,77612.60,
3882,Milewski,Montbret 1553880,Exports,1754,127,Suif,Isles,,41647.80,0.00,0.00,77612.60,
3883,Milewski,Montbret 1553881,Exports,1754,127,Suif,Levant,,3204.00,0.00,0.00,77612.60,
3884,Milewski,Montbret 1553882,Exports,1754,127,Suif,Savoye,,14.25,0.00,0.00,77612.60,
3885,Milewski,Montbret 1553883,Exports,1754,127,Suif,Suisse,,925.00,0.00,0.00,77612.60,
3886,Milewski,Montbret 1553884,Exports,1754,127,Sumac,Allemagne,,96.40,0.00,0.00,9502.40,
3887,Milewski,Montbret 1553885,Exports,1754,127,Sumac,Angleterre,,148.15,0.00,0.00,9502.40,
3888,Milewski,Montbret 1553886,Exports,1754,127,Sumac,Danemark,,120.00,0.00,0.00,9502.40,
3889,Milewski,Montbret 1553887,Exports,1754,127,Sumac,Espagne,,2452.85,0.00,0.00,9502.40,
3890,Milewski,Montbret 1553888,Exports,1754,127,Sumac,Hollande,,5096.70,0.00,0.00,9502.40,
3891,Milewski,Montbret 1553889,Exports,1754,127,Sumac,Italie,,111.40,0.00,0.00,9502.40,
3892,Milewski,Montbret 1553890,Exports,1754,127,Sumac,Nord,,1476.90,0.00,0.00,9502.40,
3893,Milewski,Montbret 1553891,Exports,1754,128,Tabac ; en carottes,Guinée,,112.00,0.00,0.00,524808.00,
3894,Milewski,Montbret 1553892,Exports,1754,128,Tabac ; de la ferme,Danemark,,28.60,418662.40,0.00,524808.00,
3895,Milewski,Montbret 1553893,Exports,1754,128,Tabac ; de la ferme,Isles,,130.00,418662.40,0.00,524808.00,
3896,Milewski,Montbret 1553894,Exports,1754,128,Tabac ; de la ferme,Italie,,418051.40,418662.40,0.00,524808.00,
3897,Milewski,Montbret 1553895,Exports,1754,128,Tabac ; de la ferme,Levant,,202.80,418662.40,0.00,524808.00,
3898,Milewski,Montbret 1553896,Exports,1754,128,Tabac ; de la ferme,Russie,,249.60,418662.40,0.00,524808.00,
3899,Milewski,Montbret 1553897,Exports,1754,128,Tabac ; en feuilles,Flandre,,205.00,0.00,0.00,524808.00,
3900,Milewski,Montbret 1553898,Exports,1754,128,Tabac ; ouvré,Angleterre,,37094.20,43144.40,0.00,524808.00,
3901,Milewski,Montbret 1553899,Exports,1754,128,Tabac ; ouvré,Espagne,,728.00,43144.40,0.00,524808.00,
3902,Milewski,Montbret 1553900,Exports,1754,128,Tabac ; ouvré,Guinée,,5322.20,43144.40,0.00,524808.00,
3903,Milewski,Montbret 1553901,Exports,1754,128,Tabac ; en poudre,Espagne,,53716.00,61189.70,0.00,524808.00,
3904,Milewski,Montbret 1553902,Exports,1754,128,Tabac ; en poudre,Flandre,,3997.50,61189.70,0.00,524808.00,
3905,Milewski,Montbret 1553903,Exports,1754,128,Tabac ; en poudre,Hollande,,3371.20,61189.70,0.00,524808.00,
3906,Milewski,Montbret 1553904,Exports,1754,128,Tabac ; en poudre,Portugal,,105.00,61189.70,0.00,524808.00,
3907,Milewski,Montbret 1553905,Exports,1754,128,Tabac ; rapé,Isles,,1494.50,0.00,0.00,524808.00,
3908,Milewski,Montbret 1553906,Exports,1754,128,Tabatieres ; de bois,Espagne,,300.00,0.00,0.00,40846.00,
3909,Milewski,Montbret 1553907,Exports,1754,128,Tabatieres ; de carton,Angleterre,,96.00,4501.00,0.00,40846.00,
3910,Milewski,Montbret 1553908,Exports,1754,128,Tabatieres ; de carton,Danemark,,192.00,4501.00,0.00,40846.00,
3911,Milewski,Montbret 1553909,Exports,1754,128,Tabatieres ; de carton,Flandre,,4213.00,4501.00,0.00,40846.00,
3912,Milewski,Montbret 1553910,Exports,1754,128,Tabatieres ; de corne,Allemagne,,7225.00,29300.00,0.00,40846.00,
3913,Milewski,Montbret 1553911,Exports,1754,128,Tabatieres ; de corne,Danemark,,1325.00,29300.00,0.00,40846.00,
3914,Milewski,Montbret 1553912,Exports,1754,128,Tabatieres ; de corne,Espagne,,1675.00,29300.00,0.00,40846.00,
3915,Milewski,Montbret 1553913,Exports,1754,128,Tabatieres ; de corne,Hollande,,8075.00,29300.00,0.00,40846.00,
3916,Milewski,Montbret 1553914,Exports,1754,128,Tabatieres ; de corne,Italie,,1250.00,29300.00,0.00,40846.00,
3917,Milewski,Montbret 1553915,Exports,1754,128,Tabatieres ; de corne,Nord,,3350.00,29300.00,0.00,40846.00,
3918,Milewski,Montbret 1553916,Exports,1754,128,Tabatieres ; de corne,Portugal,,6400.00,29300.00,0.00,40846.00,
3919,Milewski,Montbret 1553917,Exports,1754,128,Tabatieres ; décaille,Allemagne,,270.00,6565.00,0.00,40846.00,
3920,Milewski,Montbret 1553918,Exports,1754,128,Tabatieres ; décaille,Espagne,,4385.00,6565.00,0.00,40846.00,
3921,Milewski,Montbret 1553919,Exports,1754,128,Tabatieres ; décaille,Flandre,,30.00,6565.00,0.00,40846.00,
3922,Milewski,Montbret 1553920,Exports,1754,128,Tabatieres ; décaille,Nord,,1330.00,6565.00,0.00,40846.00,
3923,Milewski,Montbret 1553921,Exports,1754,128,Tabatieres ; décaille,Suisse,,550.00,6565.00,0.00,40846.00,
3924,Milewski,Montbret 1553922,Exports,1754,128,Tabatieres ; de fer blanc,Allemagne,,180.00,0.00,0.00,40846.00,
3925,Milewski,Montbret 1553923,Exports,1754,129,Tableaux,Angleterre,,7772.00,0.00,0.00,11167.00,
3926,Milewski,Montbret 1553924,Exports,1754,129,Tableaux,Espagne,,45.00,0.00,0.00,11167.00,
3927,Milewski,Montbret 1553925,Exports,1754,129,Tableaux,Hollande,,2820.00,0.00,0.00,11167.00,
3928,Milewski,Montbret 1553926,Exports,1754,129,Tableaux,Nord,,200.00,0.00,0.00,11167.00,
3929,Milewski,Montbret 1553927,Exports,1754,129,Tableaux,Russie,,300.00,0.00,0.00,11167.00,
3930,Milewski,Montbret 1553928,Exports,1754,129,Tableaux,Suisse,,30.00,0.00,0.00,11167.00,
3931,Milewski,Montbret 1553929,Exports,1754,129,Taffia,Angleterre,,142.50,0.00,0.00,2105.90,
3932,Milewski,Montbret 1553930,Exports,1754,129,Taffia,Guinée,,1949.40,0.00,0.00,2105.90,
3933,Milewski,Montbret 1553931,Exports,1754,129,Taffia,Italie,,14.00,0.00,0.00,2105.90,
3934,Milewski,Montbret 1553932,Exports,1754,129,Tamarin,Espagne,,126.00,0.00,0.00,216.00,
3935,Milewski,Montbret 1553933,Exports,1754,129,Tamarin,Italie,,90.00,0.00,0.00,216.00,
3936,Milewski,Montbret 1553934,Exports,1754,129,Tapis ; de laine,Angleterre,,85.00,7565.00,0.00,7565.00,
3937,Milewski,Montbret 1553935,Exports,1754,129,Tapis ; de laine,Espagne,,4480.00,7565.00,0.00,7565.00,
3938,Milewski,Montbret 1553936,Exports,1754,129,Tapis ; de laine,Guinée,,600.00,7565.00,0.00,7565.00,
3939,Milewski,Montbret 1553937,Exports,1754,129,Tapis ; de laine,Italie,,2400.00,7565.00,0.00,7565.00,
3940,Milewski,Montbret 1553938,Exports,1754,129,Tapisserie ; d'amiens,Angleterre,,200.00,0.00,0.00,92692.50,
3941,Milewski,Montbret 1553939,Exports,1754,129,Tapisserie ; d'aubusson,Allemagne,,1750.00,10625.00,0.00,92692.50,
3942,Milewski,Montbret 1553940,Exports,1754,129,Tapisserie ; d'aubusson,Portugal,,5250.00,10625.00,0.00,92692.50,
3943,Milewski,Montbret 1553941,Exports,1754,129,Tapisserie ; d'aubusson,Suisse,,3625.00,10625.00,0.00,92692.50,
3944,Milewski,Montbret 1553942,Exports,1754,129,Tapisserie ; d'auvergne,Allemagne,,350.00,28805.00,0.00,92692.50,Le sous-total 1 aurait dû être 28 775
3945,Milewski,Montbret 1553943,Exports,1754,129,Tapisserie ; d'auvergne,Espagne,,4500.00,28805.00,0.00,92692.50,
3946,Milewski,Montbret 1553944,Exports,1754,129,Tapisserie ; d'auvergne,Hollande,,7800.00,28805.00,0.00,92692.50,
3947,Milewski,Montbret 1553945,Exports,1754,129,Tapisserie ; d'auvergne,Italie,,3000.00,28805.00,0.00,92692.50,
3948,Milewski,Montbret 1553946,Exports,1754,129,Tapisserie ; d'auvergne,Savoye,,2625.00,28805.00,0.00,92692.50,
3949,Milewski,Montbret 1553947,Exports,1754,129,Tapisserie ; d'auvergne,Suisse,,10500.00,28805.00,0.00,92692.50,
3950,Milewski,Montbret 1553948,Exports,1754,129,Tapisserie ; commune,Italie,,800.00,0.00,0.00,92692.50,
3951,Milewski,Montbret 1553949,Exports,1754,129,Tapisserie ; d'Elbeuf,Suisse,,412.50,0.00,0.00,92692.50,
3952,Milewski,Montbret 1553950,Exports,1754,129,Tapisserie ; peinte,Isles,,2100.00,0.00,0.00,92692.50,
3953,Milewski,Montbret 1553951,Exports,1754,129,Tapisserie ; de rouen,Allemagne,,850.00,49350.00,0.00,92692.50,Le sous-total 1 aurait dû être 49 355
3954,Milewski,Montbret 1553952,Exports,1754,129,Tapisserie ; de rouen,Flandre,,175.00,49350.00,0.00,92692.50,
3955,Milewski,Montbret 1553953,Exports,1754,129,Tapisserie ; de rouen,Portugal,,45550.00,49350.00,0.00,92692.50,
3956,Milewski,Montbret 1553954,Exports,1754,129,Tapisserie ; de rouen,Suisse,,2780.00,49350.00,0.00,92692.50,Le total aurait dû être 92 667-10
3957,Milewski,Montbret 1553955,Exports,1754,129,Tapisserie ; vieille,Suisse,,400.00,0.00,0.00,92692.50,
3958,Milewski,Montbret 1553956,Exports,1754,130,Tapsel,Guinée,,115468.00,0.00,0.00,0.00,
3959,Milewski,Montbret 1553957,Exports,1754,130,Tartre,Angleterre,,467.60,0.00,0.00,32529.50,
3960,Milewski,Montbret 1553958,Exports,1754,130,Tartre,Espagne,,581.25,0.00,0.00,32529.50,
3961,Milewski,Montbret 1553959,Exports,1754,130,Tartre,Hollande,,1538.00,0.00,0.00,32529.50,
3962,Milewski,Montbret 1553960,Exports,1754,130,Tartre,Italie,,1661.50,0.00,0.00,32529.50,
3963,Milewski,Montbret 1553961,Exports,1754,130,Tartre,Levant,,23754.00,0.00,0.00,32529.50,
3964,Milewski,Montbret 1553962,Exports,1754,130,Tartre,Nord,,4072.55,0.00,0.00,32529.50,
3965,Milewski,Montbret 1553963,Exports,1754,130,Tartre,Russie,,186.80,0.00,0.00,32529.50,
3966,Milewski,Montbret 1553964,Exports,1754,130,Tartre,Suede,,267.80,0.00,0.00,32529.50,
3967,Milewski,Montbret 1553965,Exports,1754,130,Tavelle,Isles,,450.00,0.00,0.00,0.00,
3968,Milewski,Montbret 1553966,Exports,1754,130,Tayolles,Angleterre,,1200.00,0.00,0.00,2415.00,
3969,Milewski,Montbret 1553967,Exports,1754,130,Tayolles,Portugal,,1215.00,0.00,0.00,2415.00,
3970,Milewski,Montbret 1553968,Exports,1754,130,Terebenthine,Espagne,,175.30,0.00,0.00,10848.30,
3971,Milewski,Montbret 1553969,Exports,1754,130,Terebenthine,Hollande,,9132.00,0.00,0.00,10848.30,
3972,Milewski,Montbret 1553970,Exports,1754,130,Terebenthine,Isles,,125.00,0.00,0.00,10848.30,
3973,Milewski,Montbret 1553971,Exports,1754,130,Terebenthine,Italie,,630.00,0.00,0.00,10848.30,
3974,Milewski,Montbret 1553972,Exports,1754,130,Terebenthine,Portugal,,253.00,0.00,0.00,10848.30,
3975,Milewski,Montbret 1553973,Exports,1754,130,Terebenthine,Suisse,,533.00,0.00,0.00,10848.30,
3976,Milewski,Montbret 1553974,Exports,1754,130,Terre ; de monnoye,Nord,,295.00,0.00,0.00,15429.00,
3977,Milewski,Montbret 1553975,Exports,1754,130,Terre ; d'ombre,Angleterre,,75.00,333.00,0.00,15429.00,Le sous-total 1 aurait dû être 313
3978,Milewski,Montbret 1553976,Exports,1754,130,Terre ; d'ombre,Hollande,,57.00,333.00,0.00,15429.00,
3979,Milewski,Montbret 1553977,Exports,1754,130,Terre ; d'ombre,Levant,,80.00,333.00,0.00,15429.00,
3980,Milewski,Montbret 1553978,Exports,1754,130,Terre ; d'ombre,Nord,,101.00,333.00,0.00,15429.00,Le total aurait dû être 15 409
3981,Milewski,Montbret 1553979,Exports,1754,130,Terre ; de plomb,Levant,,1500.00,0.00,0.00,15429.00,
3982,Milewski,Montbret 1553980,Exports,1754,130,Terre ; de porcelaine,Hollande,,235.00,0.00,0.00,15429.00,
3983,Milewski,Montbret 1553981,Exports,1754,130,Terre ; a pottier,Allemagne,,400.00,12514.00,0.00,15429.00,
3984,Milewski,Montbret 1553982,Exports,1754,130,Terre ; a pottier,Angleterre,,1696.00,12514.00,0.00,15429.00,
3985,Milewski,Montbret 1553983,Exports,1754,130,Terre ; a pottier,Danemark,,656.00,12514.00,0.00,15429.00,
3986,Milewski,Montbret 1553984,Exports,1754,130,Terre ; a pottier,Hollande,,5152.00,12514.00,0.00,15429.00,
3987,Milewski,Montbret 1553985,Exports,1754,130,Terre ; a pottier,Nord,,1840.00,12514.00,0.00,15429.00,
3988,Milewski,Montbret 1553986,Exports,1754,130,Terre ; a pottier,Suede,,2770.00,12514.00,0.00,15429.00,
3989,Milewski,Montbret 1553987,Exports,1754,130,Terre ; a sucre,Isles,,552.00,0.00,0.00,15429.00,
3990,Milewski,Montbret 1553988,Exports,1754,131,Thé,Angleterre,,1661464.00,0.00,0.00,4396333.50,
3991,Milewski,Montbret 1553989,Exports,1754,131,Thé,Danemark,,79623.75,0.00,0.00,4396333.50,
3992,Milewski,Montbret 1553990,Exports,1754,131,Thé,Espagne,,18313.75,0.00,0.00,4396333.50,
3993,Milewski,Montbret 1553991,Exports,1754,131,Thé,Flandre,,1127823.75,0.00,0.00,4396333.50,
3994,Milewski,Montbret 1553992,Exports,1754,131,Thé,Guinée,,210.00,0.00,0.00,4396333.50,
3995,Milewski,Montbret 1553993,Exports,1754,131,Thé,Hollande,,1346962.50,0.00,0.00,4396333.50,
3996,Milewski,Montbret 1553994,Exports,1754,131,Thé,Isles,,1070.00,0.00,0.00,4396333.50,
3997,Milewski,Montbret 1553995,Exports,1754,131,Thé,Italie,,9967.00,0.00,0.00,4396333.50,
3998,Milewski,Montbret 1553996,Exports,1754,131,Thé,Levant,,1050.00,0.00,0.00,4396333.50,
3999,Milewski,Montbret 1553997,Exports,1754,131,Thé,Nord,,132097.50,0.00,0.00,4396333.50,
4000,Milewski,Montbret 1553998,Exports,1754,131,Thé,Portugal,,14831.25,0.00,0.00,4396333.50,
4001,Milewski,Montbret 1553999,Exports,1754,131,Thé,Savoye,,120.00,0.00,0.00,4396333.50,
4002,Milewski,Montbret 1554000,Exports,1754,131,Thé,Suisse,,2800.00,0.00,0.00,4396333.50,
4003,Milewski,Montbret 1554001,Exports,1754,131,Thepaya,Hollande,,2116.00,0.00,0.00,0.00,
4004,Milewski,Montbret 1554002,Exports,1754,131,Thériaque,Espagne,,1240.00,0.00,0.00,0.00,
4005,Milewski,Montbret 1554003,Exports,1754,131,Thon ; mariné,Angleterre,,446.25,2802.25,0.00,2802.25,
4006,Milewski,Montbret 1554004,Exports,1754,131,Thon ; mariné,Espagne,,437.50,2802.25,0.00,2802.25,
4007,Milewski,Montbret 1554005,Exports,1754,131,Thon ; mariné,Italie,,1215.00,2802.25,0.00,2802.25,
4008,Milewski,Montbret 1554006,Exports,1754,131,Thon ; mariné,Nord,,632.50,2802.25,0.00,2802.25,
4009,Milewski,Montbret 1554007,Exports,1754,131,Thon ; mariné,Russie,,36.00,2802.25,0.00,2802.25,
4010,Milewski,Montbret 1554008,Exports,1754,131,Thon ; mariné,Savoye,,35.00,2802.25,0.00,2802.25,
4011,Milewski,Montbret 1554009,Exports,1754,131,Toile ; d'agen,Espagne,,575.00,0.00,0.00,37825665.10,Le total aurait dû être 37 825 626-2
4012,Milewski,Montbret 1554010,Exports,1754,131,Toile ; d'amant,Espagne,,18000.00,24735.00,0.00,37825665.10,
4013,Milewski,Montbret 1554011,Exports,1754,131,Toile ; d'amant,Italie,,6435.00,24735.00,0.00,37825665.10,
4014,Milewski,Montbret 1554012,Exports,1754,131,Toile ; d'amant,Levant,,300.00,24735.00,0.00,37825665.10,
4015,Milewski,Montbret 1554013,Exports,1754,131,Toile ; d'antioche,Angleterre,,1200.00,40080.00,0.00,37825665.10,
4016,Milewski,Montbret 1554014,Exports,1754,131,Toile ; d'antioche,Espagne,,28140.00,40080.00,0.00,37825665.10,
4017,Milewski,Montbret 1554015,Exports,1754,131,Toile ; d'antioche,Italie,,10740.00,40080.00,0.00,37825665.10,
4018,Milewski,Montbret 1554016,Exports,1754,132,Toile ; batiste,Allemagne,,1925.00,184238.00,0.00,37825665.10,Le sous-total 1 aurait dû être 184 268
4019,Milewski,Montbret 1554017,Exports,1754,132,Toile ; batiste,Angleterre,,27597.00,184238.00,0.00,37825665.10,
4020,Milewski,Montbret 1554018,Exports,1754,132,Toile ; batiste,Danemark,,318.00,184238.00,0.00,37825665.10,
4021,Milewski,Montbret 1554019,Exports,1754,132,Toile ; batiste,Espagne,,78453.00,184238.00,0.00,37825665.10,
4022,Milewski,Montbret 1554020,Exports,1754,132,Toile ; batiste,Flandre,,39432.00,184238.00,0.00,37825665.10,
4023,Milewski,Montbret 1554021,Exports,1754,132,Toile ; batiste,Isles,,7756.00,184238.00,0.00,37825665.10,
4024,Milewski,Montbret 1554022,Exports,1754,132,Toile ; batiste,Italie,,6331.00,184238.00,0.00,37825665.10,
4025,Milewski,Montbret 1554023,Exports,1754,132,Toile ; batiste,Levant,,15066.00,184238.00,0.00,37825665.10,
4026,Milewski,Montbret 1554024,Exports,1754,132,Toile ; batiste,Portugal,,6940.00,184238.00,0.00,37825665.10,
4027,Milewski,Montbret 1554025,Exports,1754,132,Toile ; batiste,Suisse,,450.00,184238.00,0.00,37825665.10,
4028,Milewski,Montbret 1554026,Exports,1754,132,Toile ; beuriere,Espagne,,104806.00,106318.00,0.00,37825665.10,
4029,Milewski,Montbret 1554027,Exports,1754,132,Toile ; beuriere,Isles,,1512.00,106318.00,0.00,37825665.10,
4030,Milewski,Montbret 1554028,Exports,1754,132,Toile ; blancard de lin,Espagne,,1188336.00,1277685.50,0.00,37825665.10,
4031,Milewski,Montbret 1554029,Exports,1754,132,Toile ; blancard de lin,Hollande,,4200.00,1277685.50,0.00,37825665.10,
4032,Milewski,Montbret 1554030,Exports,1754,132,Toile ; blancard de lin,Isles,,83670.00,1277685.50,0.00,37825665.10,
4033,Milewski,Montbret 1554031,Exports,1754,132,Toile ; blancard de lin,Portugal,,927.50,1277685.50,0.00,37825665.10,
4034,Milewski,Montbret 1554032,Exports,1754,132,Toile ; blancard de lin,Suisse,,552.00,1277685.50,0.00,37825665.10,
4035,Milewski,Montbret 1554033,Exports,1754,132,Toile ; blanche de lin,Allemagne,,5280.00,2088310.00,0.00,37825665.10,
4036,Milewski,Montbret 1554034,Exports,1754,132,Toile ; blanche de lin,Angleterre,,3372.50,2088310.00,0.00,37825665.10,
4037,Milewski,Montbret 1554035,Exports,1754,132,Toile ; blanche de lin,Espagne,,397912.00,2088310.00,0.00,37825665.10,
4038,Milewski,Montbret 1554036,Exports,1754,132,Toile ; blanche de lin,Flandre,,1627.00,2088310.00,0.00,37825665.10,
4039,Milewski,Montbret 1554037,Exports,1754,132,Toile ; blanche de lin,Isles,,226477.50,2088310.00,0.00,37825665.10,
4040,Milewski,Montbret 1554038,Exports,1754,132,Toile ; blanche de lin,Italie,,1223559.00,2088310.00,0.00,37825665.10,
4041,Milewski,Montbret 1554039,Exports,1754,132,Toile ; blanche de lin,Levant,,130690.00,2088310.00,0.00,37825665.10,
4042,Milewski,Montbret 1554040,Exports,1754,132,Toile ; blanche de lin,Portugal,,9920.00,2088310.00,0.00,37825665.10,
4043,Milewski,Montbret 1554041,Exports,1754,132,Toile ; blanche de lin,Savoye,,87522.00,2088310.00,0.00,37825665.10,
4044,Milewski,Montbret 1554042,Exports,1754,132,Toile ; blanche de lin,Suisse,,1950.00,2088310.00,0.00,37825665.10,
4045,Milewski,Montbret 1554043,Exports,1754,132,Toile ; blanche et rouge,Espagne,,7490.00,0.00,0.00,37825665.10,
4046,Milewski,Montbret 1554044,Exports,1754,132,Toile ; bleue,Isles,,51352.00,0.00,0.00,37825665.10,
4047,Milewski,Montbret 1554045,Exports,1754,132,Toile ; boucassine,Isles,,1698.75,0.00,0.00,37825665.10,
4048,Milewski,Montbret 1554046,Exports,1754,132,Toile ; de Bretagne,Angleterre,,1507.50,4705025.50,18135904.10,37825665.10,Le sous-total 1 aurait dû être 4 705 024-10
4049,Milewski,Montbret 1554047,Exports,1754,132,Toile ; de Bretagne,Espagne,,1414747.00,4705025.50,18135904.10,37825665.10,
4050,Milewski,Montbret 1554048,Exports,1754,132,Toile ; de Bretagne,Guinée,,18299.00,4705025.50,18135904.10,37825665.10,Le sous-total 2 aurait dû être 18 135 903-2
4051,Milewski,Montbret 1554049,Exports,1754,132,Toile ; de Bretagne,Hollande,,44065.00,4705025.50,18135904.10,37825665.10,
4052,Milewski,Montbret 1554050,Exports,1754,132,Toile ; de Bretagne,Isles,,3119190.50,4705025.50,18135904.10,37825665.10,
4053,Milewski,Montbret 1554051,Exports,1754,132,Toile ; de Bretagne,Nord,,20525.00,4705025.50,18135904.10,37825665.10,
4054,Milewski,Montbret 1554052,Exports,1754,132,Toile ; de Bretagne,Portugal,,86690.50,4705025.50,18135904.10,37825665.10,
4055,Milewski,Montbret 1554053,Exports,1754,132,Toile ; de Bretagne ; blanche,Isles,,160.00,0.00,18135904.10,37825665.10,
