year,marchandises,value,quantit,quantity_unit_
1775,Savon ; vers Hambourg,,,
1775,Sucre ; cru blanc ; du Brésil,,,
1775,Suif ; pour faire du savon,,,
1775,Sumac,,,
1775,Tabac ; de Virginie ; vers Hambourg,,,
1775,Tartre ; vers Hambourg,,,
1775,Thé ; boue,,,
1775,Térébenthine,,,
1775,Vert-de-gris,,,
1775,Vin ; de France ; vers Hambourg,,,
1775,Vinaigre ; vers Hambourg,,,
1775,Vitriol ; blanc,,,
1776,Alun,0,0,livres
1776,Beurre; vers Hambourg,19500,318.50891,livres
1776,Blanc ; de baleine ; vers Hambourg,0,0,livres
1776,Bois ; de Pernanbuco,0,0,livres
1776,Bougie ; de suif,0,0,livres
1776,Cacao ; vers Hambourg,4800,13968.504,livres
1776,Café ; vers Hambourg,2219185,6657555,livres
1776,Cochenille,0,0,livres
1776,Coton ; autre et de Méditerranée,0,0,livres
1776,Coton ; autre et de Méditerranée,0,0,livres
1776,Eau ; de vie ; vers Hambourg,112400,36202.008,livres
1776,Fer ; vers Hambourg,0,0,livres
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",35875,227444.17,livres
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",10905,35068.242,livres
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",44523,595950.31,livres
1776,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1776,Galle,6525,18801.109,livres
1776,Gingembre,0,0,livres
1776,Gomme ; vers Hambourg,300,623.3844,livres
1776,Goudron ; de Suède ; vers Hambourg,0,0,last
1776,Grammes argent ; mark banco,8.425225257873535,,
1776,Huile ; d'olive ; blanc ; de Gènes,26178,74212.484,livres
1776,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1776,Indigo,193175,30748.086,livres
1776,Minium,4800,51533.113,livres
1776,Oxyde ; de plomb,0,0,livres
1776,Plombs,0,0,livres
1776,Poivre ; blanc-noir,4100,5457.6084,livres
1776,Potasse ; vers Hambourg,0,0,livres
1776,Riz ; vers Hambourg,1300,10331.37,livres
1776,Safran ; orange,0,0,livres
1776,Savon ; vers Hambourg,14000,59061.867,livres
1776,Sucre ; cru blanc ; du Brésil,4160890,15904181,livres
1776,Suif ; pour faire du savon,0,0,livres
1776,Sumac,0,0,livres
1776,Tabac ; de Virginie ; vers Hambourg,63100,208111.31,livres
1776,Tartre ; vers Hambourg,0,0,livres
1776,Thé ; boue,63200,86850.469,livres
1776,Térébenthine,6775,84639.227,livres
1776,Vert-de-gris,6590,4851.4741,livres
1776,Vin ; de France ; vers Hambourg,424585,15300.829,oxhoft
1776,Vinaigre ; vers Hambourg,4229,181.99042,tierce
1776,Vitriol ; blanc,0,0,livres
1777,Alun,,,
1777,Beurre; vers Hambourg,,,
1777,Blanc ; de baleine ; vers Hambourg,,,
1777,Bois ; de Pernanbuco,,,
1777,Bougie ; de suif,,,
1777,Cacao ; vers Hambourg,,,
1777,Café ; vers Hambourg,,,
1777,Cochenille,,,
1777,Coton ; autre et de Méditerranée,,,
1777,Coton ; autre et de Méditerranée,,,
1777,Eau ; de vie ; vers Hambourg,,,
1777,Fer ; vers Hambourg,,,
1777,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1777,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1777,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1777,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1777,Galle,,,
1777,Gingembre,,,
1777,Gomme ; vers Hambourg,,,
1777,Goudron ; de Suède ; vers Hambourg,,,
1777,Grammes argent ; mark banco,8.444243431091309,,
1777,Huile ; d'olive ; blanc ; de Gènes,,,
1777,Huile ; de baleine ; vers Hambourg,,,
1777,Indigo,,,
1777,Minium,,,
1777,Oxyde ; de plomb,,,
1777,Plombs,,,
1777,Poivre ; blanc-noir,,,
1777,Potasse ; vers Hambourg,,,
1777,Riz ; vers Hambourg,,,
1777,Safran ; orange,,,
1777,Savon ; vers Hambourg,,,
1777,Sucre ; cru blanc ; du Brésil,,,
1777,Suif ; pour faire du savon,,,
1777,Sumac,,,
1777,Tabac ; de Virginie ; vers Hambourg,,,
1777,Tartre ; vers Hambourg,,,
1777,Thé ; boue,,,
1777,Térébenthine,,,
1777,Vert-de-gris,,,
1777,Vin ; de France ; vers Hambourg,,,
1777,Vinaigre ; vers Hambourg,,,
1777,Vitriol ; blanc,,,
1778,Alun,,,
1778,Beurre; vers Hambourg,,,
1778,Blanc ; de baleine ; vers Hambourg,,,
1778,Bois ; de Pernanbuco,,,
1778,Bougie ; de suif,,,
1778,Cacao ; vers Hambourg,,,
1778,Café ; vers Hambourg,,,
1778,Cochenille,,,
1778,Coton ; autre et de Méditerranée,,,
1778,Coton ; autre et de Méditerranée,,,
1778,Eau ; de vie ; vers Hambourg,,,
1778,Fer ; vers Hambourg,,,
1778,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1778,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1778,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1778,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1778,Galle,,,
1778,Gingembre,,,
1778,Gomme ; vers Hambourg,,,
1778,Goudron ; de Suède ; vers Hambourg,,,
1778,Grammes argent ; mark banco,8.436308860778809,,
1778,Huile ; d'olive ; blanc ; de Gènes,,,
1778,Huile ; de baleine ; vers Hambourg,,,
1778,Indigo,,,
1778,Minium,,,
1778,Oxyde ; de plomb,,,
1778,Plombs,,,
1778,Poivre ; blanc-noir,,,
1778,Potasse ; vers Hambourg,,,
1778,Riz ; vers Hambourg,,,
1778,Safran ; orange,,,
1778,Savon ; vers Hambourg,,,
1778,Sucre ; cru blanc ; du Brésil,,,
1778,Suif ; pour faire du savon,,,
1778,Sumac,,,
1778,Tabac ; de Virginie ; vers Hambourg,,,
1778,Tartre ; vers Hambourg,,,
1778,Thé ; boue,,,
1778,Térébenthine,,,
1778,Vert-de-gris,,,
1778,Vin ; de France ; vers Hambourg,,,
1778,Vinaigre ; vers Hambourg,,,
1778,Vitriol ; blanc,,,
1779,Alun,,,
1779,Beurre; vers Hambourg,,,
1779,Blanc ; de baleine ; vers Hambourg,,,
1779,Bois ; de Pernanbuco,,,
1779,Bougie ; de suif,,,
1779,Cacao ; vers Hambourg,,,
1779,Café ; vers Hambourg,,,
1779,Cochenille,,,
1779,Coton ; autre et de Méditerranée,,,
1779,Coton ; autre et de Méditerranée,,,
1779,Eau ; de vie ; vers Hambourg,,,
1779,Fer ; vers Hambourg,,,
1779,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1779,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1779,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1779,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1779,Galle,,,
1779,Gingembre,,,
1779,Gomme ; vers Hambourg,,,
1779,Goudron ; de Suède ; vers Hambourg,,,
1779,Grammes argent ; mark banco,8.425225257873535,,
1779,Huile ; d'olive ; blanc ; de Gènes,,,
1779,Huile ; de baleine ; vers Hambourg,,,
1779,Indigo,,,
1779,Minium,,,
1779,Oxyde ; de plomb,,,
1779,Plombs,,,
1779,Poivre ; blanc-noir,,,
1779,Potasse ; vers Hambourg,,,
1779,Riz ; vers Hambourg,,,
1779,Safran ; orange,,,
1779,Savon ; vers Hambourg,,,
1779,Sucre ; cru blanc ; du Brésil,,,
1779,Suif ; pour faire du savon,,,
1779,Sumac,,,
1779,Tabac ; de Virginie ; vers Hambourg,,,
1779,Tartre ; vers Hambourg,,,
1779,Thé ; boue,,,
1779,Térébenthine,,,
1779,Vert-de-gris,,,
1779,Vin ; de France ; vers Hambourg,,,
1779,Vinaigre ; vers Hambourg,,,
1779,Vitriol ; blanc,,,
1780,Alun,,,
1780,Beurre; vers Hambourg,,,
1780,Blanc ; de baleine ; vers Hambourg,,,
1780,Bois ; de Pernanbuco,,,
1780,Bougie ; de suif,,,
1780,Cacao ; vers Hambourg,,,
1780,Café ; vers Hambourg,,,
1780,Cochenille,,,
1780,Coton ; autre et de Méditerranée,,,
1780,Coton ; autre et de Méditerranée,,,
1780,Eau ; de vie ; vers Hambourg,,,
1780,Fer ; vers Hambourg,,,
1780,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1780,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1780,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1780,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1780,Galle,,,
1780,Gingembre,,,
1780,Gomme ; vers Hambourg,,,
1780,Goudron ; de Suède ; vers Hambourg,,,
1780,Grammes argent ; mark banco,8.425225257873535,,
1780,Huile ; d'olive ; blanc ; de Gènes,,,
1780,Huile ; de baleine ; vers Hambourg,,,
1780,Indigo,,,
1780,Minium,,,
1780,Oxyde ; de plomb,,,
1780,Plombs,,,
1780,Poivre ; blanc-noir,,,
1780,Potasse ; vers Hambourg,,,
1780,Riz ; vers Hambourg,,,
1780,Safran ; orange,,,
1780,Savon ; vers Hambourg,,,
1780,Sucre ; cru blanc ; du Brésil,,,
1780,Suif ; pour faire du savon,,,
1780,Sumac,,,
1780,Tabac ; de Virginie ; vers Hambourg,,,
1780,Tartre ; vers Hambourg,,,
1780,Thé ; boue,,,
1780,Térébenthine,,,
1780,Vert-de-gris,,,
1780,Vin ; de France ; vers Hambourg,,,
1780,Vinaigre ; vers Hambourg,,,
1780,Vitriol ; blanc,,,
1781,Alun,3400,15994.187,livres
1781,Beurre; vers Hambourg,0,0,livres
1781,Blanc ; de baleine ; vers Hambourg,0,0,livres
1781,Bois ; de Pernanbuco,0,0,livres
1781,Bois ; de teinture ; vers Hambourg,2000,,
1781,Bougie ; de suif,0,0,livres
1781,Cacao ; vers Hambourg,3600,9527.3145,livres
1781,Café ; vers Hambourg,764857,1112519.3,livres
1781,Cochenille,0,0,livres
1781,Coton ; autre et de Méditerranée,0,0,livres
1781,Coton ; autre et de Méditerranée,0,0,livres
1781,Eau ; de vie ; vers Hambourg,147775,60599.938,livres
1781,Fer ; vers Hambourg,0,0,livres
1781,"Fruits ; divers ; amandes, pelures, raisins, prunes",200,1424.3188,livres
1781,"Fruits ; divers ; amandes, pelures, raisins, prunes",12312,92783.039,livres
1781,"Fruits ; divers ; amandes, pelures, raisins, prunes",41895,174295.02,livres
1781,"Fruits ; divers ; amandes, pelures, raisins, prunes",37206,492323.97,livres
1781,Galle,0,0,livres
1781,Gingembre,0,0,livres
1781,Gomme ; vers Hambourg,3900,5448.8926,livres
1781,Goudron ; de Suède ; vers Hambourg,0,0,last
1781,Grammes argent ; mark banco,8.425225257873535,,
1781,Huile ; d'olive ; blanc ; de Gènes,36107,86603.992,livres
1781,Huile ; de baleine ; vers Hambourg,700,14.605426,tonneaux
1781,Indigo,164125,25903.49,livres
1781,Minium,3600,35328.559,livres
1781,Oxyde ; de plomb,0,0,livres
1781,Plombs,0,0,livres
1781,Poivre ; blanc-noir,850,873.27997,livres
1781,Potasse ; vers Hambourg,0,0,livres
1781,Riz ; vers Hambourg,6300,33368.059,livres
1781,Safran ; orange,0,0,livres
1781,Savon ; vers Hambourg,11465,39429.121,livres
1781,Sucre ; cru blanc ; du Brésil,1171925,2707361.3,livres
1781,Suif ; pour faire du savon,0,0,livres
1781,Sumac,0,0,livres
1781,Tabac ; de Virginie ; vers Hambourg,350680,560455.63,livres
1781,Tartre ; vers Hambourg,200,1077.0854,livres
1781,Thé ; boue,0,0,livres
1781,Térébenthine,30720,265853.63,livres
1781,Vert-de-gris,7950,7673.2246,livres
1781,Vin ; de France ; vers Hambourg,545540,18900.557,oxhoft
1781,Vinaigre ; vers Hambourg,5115,190.05367,tierce
1781,Vitriol ; blanc,675,2410.7144,livres
1782,Alun,800,3563.52,livres
1782,Beurre; vers Hambourg,0,0,livres
1782,Blanc ; de baleine ; vers Hambourg,0,0,livres
1782,Bois ; de Pernanbuco,6175,15223.421,livres
1782,Bois ; de teinture ; vers Hambourg,7775,,
1782,Bougie ; de suif,150,2.3295035,livres
1782,Cacao ; vers Hambourg,325,705.55353,livres
1782,Café ; vers Hambourg,1427491,1903321.4,livres
1782,Cochenille,0,0,livres
1782,Coton ; autre et de Méditerranée,13250,13927.516,livres
1782,Coton ; autre et de Méditerranée,0,0,livres
1782,Eau ; de vie ; vers Hambourg,82775,36347.398,livres
1782,Fer ; vers Hambourg,0,0,livres
1782,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1782,"Fruits ; divers ; amandes, pelures, raisins, prunes",6072,50410.34,livres
1782,"Fruits ; divers ; amandes, pelures, raisins, prunes",83265,322185.13,livres
1782,"Fruits ; divers ; amandes, pelures, raisins, prunes",19465,226804.34,livres
1782,Galle,2200,5529.6343,livres
1782,Gingembre,0,0,livres
1782,Gomme ; vers Hambourg,9900,10684.267,livres
1782,Goudron ; de Suède ; vers Hambourg,0,0,last
1782,Grammes argent ; mark banco,8.425225257873535,,
1782,Huile ; d'olive ; blanc ; de Gènes,21609,47728.973,livres
1782,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1782,Indigo,132165,16079.054,livres
1782,Minium,325,2901.627,livres
1782,Oxyde ; de plomb,0,0,livres
1782,Plombs,4660,151.82819,livres
1782,Poivre ; blanc-noir,9875,8143.9976,livres
1782,Potasse ; vers Hambourg,0,0,livres
1782,Riz ; vers Hambourg,1400,8498.4912,livres
1782,Safran ; orange,0,0,livres
1782,Savon ; vers Hambourg,12080,44573.039,livres
1782,Sucre ; cru blanc ; du Brésil,1396188,3494237.3,livres
1782,Suif ; pour faire du savon,880,13.666421,livres
1782,Sumac,1770,30984.201,livres
1782,Tabac ; de Virginie ; vers Hambourg,109375,152072.09,livres
1782,Tartre ; vers Hambourg,700,3474.1084,livres
1782,Thé ; boue,26600,16879.846,livres
1782,Térébenthine,15755,136524.83,livres
1782,Vert-de-gris,5045,5096.2007,livres
1782,Vin ; de France ; vers Hambourg,380265,13831.635,oxhoft
1782,Vinaigre ; vers Hambourg,12350,450.00851,tierce
1782,Vitriol ; blanc,0,0,livres
1783,Alun,1700,7027.3613,livres
1783,Beurre; vers Hambourg,0,0,livres
1783,Blanc ; de baleine ; vers Hambourg,0,0,livres
1783,Bois ; de Pernanbuco,0,0,livres
1783,Bougie ; de suif,0,0,livres
1783,Cacao ; vers Hambourg,7825,16687.492,livres
1783,Café ; vers Hambourg,2943135,6076149.5,livres
1783,Cochenille,500,43.363583,livres
1783,Coton ; autre et de Méditerranée,200,178.15817,livres
1783,Coton ; autre et de Méditerranée,1850,2509.1567,livres
1783,Eau ; de vie ; vers Hambourg,135675,64114.836,livres
1783,Fer ; vers Hambourg,0,0,livres
1783,"Fruits ; divers ; amandes, pelures, raisins, prunes",53140,686289,livres
1783,"Fruits ; divers ; amandes, pelures, raisins, prunes",31300,90642.367,livres
1783,"Fruits ; divers ; amandes, pelures, raisins, prunes",9250,75211.039,livres
1783,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1783,Galle,0,0,livres
1783,Gingembre,3500,13882.892,livres
1783,Gomme ; vers Hambourg,11000,11435.998,livres
1783,Goudron ; de Suède ; vers Hambourg,0,0,last
1783,Grammes argent ; mark banco,8.463348388671875,,
1783,Huile ; d'olive ; blanc ; de Gènes,16028,39542.566,livres
1783,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1783,Indigo,146530,16669.107,livres
1783,Minium,7825,68651.078,livres
1783,Oxyde ; de plomb,0,0,livres
1783,Plombs,0,0,livres
1783,Poivre ; blanc-noir,0,0,livres
1783,Potasse ; vers Hambourg,0,0,livres
1783,Riz ; vers Hambourg,0,0,livres
1783,Safran ; orange,0,0,livres
1783,Savon ; vers Hambourg,9650,39656.598,livres
1783,Sucre ; cru blanc ; du Brésil,3748180,13823988,livres
1783,Suif ; pour faire du savon,0,0,livres
1783,Sumac,0,0,livres
1783,Tabac ; de Virginie ; vers Hambourg,94525,240665.16,livres
1783,Tartre ; vers Hambourg,950,4795.6221,livres
1783,Thé ; boue,0,0,livres
1783,Térébenthine,14700,160027.77,livres
1783,Vert-de-gris,1650,1813.6383,livres
1783,Vin ; de France ; vers Hambourg,532932,18468.512,oxhoft
1783,Vinaigre ; vers Hambourg,7838,308.66165,tierce
1783,Vitriol ; blanc,0,0,livres
1784,Alun,650,2553.4053,livres
1784,Beurre; vers Hambourg,6300,87.816872,livres
1784,Blanc ; de baleine ; vers Hambourg,0,0,livres
1784,Bois ; de Pernanbuco,6450,9018.3506,livres
1784,Bois ; de teinture ; vers Hambourg,8000,,
1784,Bougie ; de suif,0,0,livres
1784,Cacao ; vers Hambourg,29405,71753.422,livres
1784,Café ; vers Hambourg,3596127,7671737.5,livres
1784,Cochenille,0,0,livres
1784,Coton ; autre et de Méditerranée,40725,58241.363,livres
1784,Coton ; autre et de Méditerranée,0,0,livres
1784,Eau ; de vie ; vers Hambourg,76310,35972.375,livres
1784,Fer ; vers Hambourg,0,0,livres
1784,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1784,"Fruits ; divers ; amandes, pelures, raisins, prunes",42681,98582.219,livres
1784,"Fruits ; divers ; amandes, pelures, raisins, prunes",31900,227105.11,livres
1784,"Fruits ; divers ; amandes, pelures, raisins, prunes",45089,588184.88,livres
1784,Galle,4290,9747.8633,livres
1784,Gingembre,100,506.57025,livres
1784,Gomme ; vers Hambourg,42850,43846.754,livres
1784,Goudron ; de Suède ; vers Hambourg,0,0,last
1784,Grammes argent ; mark banco,8.463348388671875,,
1784,Huile ; d'olive ; blanc ; de Gènes,15652,42306.191,livres
1784,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1784,Indigo,118803,13172.762,livres
1784,Minium,29405,258433.94,livres
1784,Oxyde ; de plomb,0,0,livres
1784,Plombs,320,10.485439,livres
1784,Poivre ; blanc-noir,250,273.93335,livres
1784,Potasse ; vers Hambourg,0,0,livres
1784,Riz ; vers Hambourg,19300,131625.47,livres
1784,Safran ; orange,1500,95.730042,livres
1784,Savon ; vers Hambourg,6375,24919.02,livres
1784,Sucre ; cru blanc ; du Brésil,4851198,18886132,livres
1784,Suif ; pour faire du savon,0,0,livres
1784,Sumac,0,0,livres
1784,Tabac ; de Virginie ; vers Hambourg,53758,191146.64,livres
1784,Tartre ; vers Hambourg,0,0,livres
1784,Thé ; boue,12250,15169.163,livres
1784,Térébenthine,15665,193402.22,livres
1784,Vert-de-gris,1275,1469.1902,livres
1784,Vin ; de France ; vers Hambourg,464271,15046.377,oxhoft
1784,Vinaigre ; vers Hambourg,5965,235.66306,tierce
1784,Vitriol ; blanc,250,871.45966,livres
1785,Alun,1650,6145.8564,livres
1785,Beurre; vers Hambourg,4600,66.843666,livres
1785,Blanc ; de baleine ; vers Hambourg,0,0,livres
1785,Bois ; de Pernanbuco,18370,21114.943,livres
1785,Bois ; de teinture ; vers Hambourg,23470,,
1785,Bougie ; de suif,400,5.528019,livres
1785,Cacao ; vers Hambourg,26125,74441.688,livres
1785,Café ; vers Hambourg,4536690,8979840,livres
1785,Cochenille,0,0,livres
1785,Coton ; autre et de Méditerranée,51125,79028.219,livres
1785,Coton ; autre et de Méditerranée,2445,1932.3464,livres
1785,Eau ; de vie ; vers Hambourg,219730,105067.7,livres
1785,Fer ; vers Hambourg,5252,311.77652,livres
1785,"Fruits ; divers ; amandes, pelures, raisins, prunes",54447,753456.81,livres
1785,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1785,"Fruits ; divers ; amandes, pelures, raisins, prunes",32280,65614.789,livres
1785,"Fruits ; divers ; amandes, pelures, raisins, prunes",5250,37303.648,livres
1785,Galle,1340,2497.3733,livres
1785,Gingembre,1100,5138.8735,livres
1785,Gomme ; vers Hambourg,20850,21356.852,livres
1785,Goudron ; de Suède ; vers Hambourg,0,0,last
1785,Grammes argent ; mark banco,8.463348388671875,,
1785,Huile ; d'olive ; blanc ; de Gènes,9268,25534.682,livres
1785,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1785,Indigo,152100,17943.588,livres
1785,Minium,26125,227460.72,livres
1785,Oxyde ; de plomb,0,0,livres
1785,Plombs,4040,125.43757,livres
1785,Poivre ; blanc-noir,7000,7059.3276,livres
1785,Potasse ; vers Hambourg,4000,30842.676,livres
1785,Riz ; vers Hambourg,30395,255670.8,livres
1785,Safran ; orange,1000,59.195217,livres
1785,Savon ; vers Hambourg,2700,9084.5352,livres
1785,Sucre ; cru blanc ; du Brésil,5061810,18668902,livres
1785,Suif ; pour faire du savon,4560,63.019417,livres
1785,Sumac,0,0,livres
1785,Tabac ; de Virginie ; vers Hambourg,84985,322879.84,livres
1785,Tartre ; vers Hambourg,0,0,livres
1785,Thé ; boue,27575,35826.203,livres
1785,Térébenthine,8410,111932.88,livres
1785,Vert-de-gris,5200,4450.1875,livres
1785,Vin ; de France ; vers Hambourg,580263,20208.541,oxhoft
1785,Vinaigre ; vers Hambourg,6700,274.51492,tierce
1785,Vitriol ; blanc,0,0,livres
1786,Alun,0,0,livres
1786,Beurre; vers Hambourg,3700,43.6833,livres
1786,Blanc ; de baleine ; vers Hambourg,0,0,livres
1786,Bois ; de Pernanbuco,5200,6500,livres
1786,Bois ; de teinture ; vers Hambourg,13325,,
1786,Bougie ; de suif,75,.91724271,livres
1786,Cacao ; vers Hambourg,5200,16280.446,livres
1786,Café ; vers Hambourg,3951685,7587235,livres
1786,Cochenille,0,0,livres
1786,Coton ; autre et de Méditerranée,7000,5127.4795,livres
1786,Coton ; autre et de Méditerranée,14145,19309.455,livres
1786,Eau ; de vie ; vers Hambourg,335424,194208.41,livres
1786,Fer ; vers Hambourg,8742,412.38184,livres
1786,"Fruits ; divers ; amandes, pelures, raisins, prunes",61170,459558.75,livres
1786,"Fruits ; divers ; amandes, pelures, raisins, prunes",71726,965480.94,livres
1786,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1786,"Fruits ; divers ; amandes, pelures, raisins, prunes",29180,65118.145,livres
1786,Galle,0,0,livres
1786,Gingembre,850,4155.6431,livres
1786,Gomme ; vers Hambourg,73000,74169.656,livres
1786,Goudron ; de Suède ; vers Hambourg,1666,11.76739,last
1786,Grammes argent ; mark banco,8.463348388671875,,
1786,Huile ; d'olive ; blanc ; de Gènes,10497,27303.854,livres
1786,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1786,Indigo,123600,15195.33,livres
1786,Minium,5200,45038.121,livres
1786,Oxyde ; de plomb,0,0,livres
1786,Plombs,5680,175.49266,livres
1786,Poivre ; blanc-noir,150,150.58237,livres
1786,Potasse ; vers Hambourg,300,2330.8755,livres
1786,Riz ; vers Hambourg,22305,201611.61,livres
1786,Safran ; orange,700,39.448772,livres
1786,Savon ; vers Hambourg,9300,31693.225,livres
1786,Sucre ; cru blanc ; du Brésil,4931850,19200116,livres
1786,Suif ; pour faire du savon,520,6.3595495,livres
1786,Sumac,1095,24363.186,livres
1786,Tabac ; de Virginie ; vers Hambourg,140680,594605.75,livres
1786,Tartre ; vers Hambourg,0,0,livres
1786,Thé ; boue,12500,16861.652,livres
1786,Térébenthine,6195,92197.617,livres
1786,Vert-de-gris,6250,4876.9087,livres
1786,Vin ; de France ; vers Hambourg,591496,20627.469,oxhoft
1786,Vinaigre ; vers Hambourg,4205,176.32025,tierce
1786,Vitriol ; blanc,100,344.82758,livres
1787,Alun,0,0,livres
1787,Beurre; vers Hambourg,2870,40.073124,livres
1787,Blanc ; de baleine ; vers Hambourg,0,0,livres
1787,Bois ; de Pernanbuco,0,0,livres
1787,Bois ; de teinture ; vers Hambourg,5800,,
1787,Bougie ; de suif,1000,12.165495,livres
1787,Cacao ; vers Hambourg,3205,9736.4619,livres
1787,Café ; vers Hambourg,4419765,7315473,livres
1787,Cochenille,0,0,livres
1787,Coton ; autre et de Méditerranée,2175,2512.324,livres
1787,Coton ; autre et de Méditerranée,0,0,livres
1787,Eau ; de vie ; vers Hambourg,260480,144249.5,livres
1787,Fer ; vers Hambourg,414,19.651402,livres
1787,"Fruits ; divers ; amandes, pelures, raisins, prunes",39085,98594.742,livres
1787,"Fruits ; divers ; amandes, pelures, raisins, prunes",24525,173042.52,livres
1787,"Fruits ; divers ; amandes, pelures, raisins, prunes",59505,744347.5,livres
1787,"Fruits ; divers ; amandes, pelures, raisins, prunes",105,628.97321,livres
1787,Galle,4620,6418.498,livres
1787,Gingembre,0,0,livres
1787,Gomme ; vers Hambourg,33855,34612.316,livres
1787,Goudron ; de Suède ; vers Hambourg,0,0,last
1787,Grammes argent ; mark banco,8.463348388671875,,
1787,Huile ; d'olive ; blanc ; de Gènes,26260,57972.609,livres
1787,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1787,Indigo,90025,11682.503,livres
1787,Minium,3205,26727.545,livres
1787,Oxyde ; de plomb,0,0,livres
1787,Plombs,2640,79.070915,livres
1787,Poivre ; blanc-noir,2100,1988.3206,livres
1787,Potasse ; vers Hambourg,200,1432.0057,livres
1787,Riz ; vers Hambourg,0,0,livres
1787,Safran ; orange,0,0,livres
1787,Savon ; vers Hambourg,12450,43789.41,livres
1787,Sucre ; cru blanc ; du Brésil,7408958.5,28319282,livres
1787,Suif ; pour faire du savon,3840,46.7155,livres
1787,Sumac,0,0,livres
1787,Tabac ; de Virginie ; vers Hambourg,185190,891649.38,livres
1787,Tartre ; vers Hambourg,1000,5465.7295,livres
1787,Thé ; boue,58200,84866.711,livres
1787,Térébenthine,6555,95475.297,livres
1787,Vert-de-gris,16200,13165.514,livres
1787,Vin ; de France ; vers Hambourg,608164,21097.521,oxhoft
1787,Vinaigre ; vers Hambourg,5513,230.77856,tierce
1787,Vitriol ; blanc,1100,3826.0869,livres
1788,Alun,0,0,livres
1788,Beurre; vers Hambourg,1200,17.918953,livres
1788,Blanc ; de baleine ; vers Hambourg,0,0,livres
1788,Bois ; de Pernanbuco,0,0,livres
1788,Bois ; de teinture ; vers Hambourg,1400,,
1788,Bougie ; de suif,150,2.0091655,livres
1788,Cacao ; vers Hambourg,0,0,livres
1788,Café ; vers Hambourg,4785075,7234129,livres
1788,Cochenille,0,0,livres
1788,Coton ; autre et de Méditerranée,7700,8845.6025,livres
1788,Coton ; autre et de Méditerranée,3750,2584.7539,livres
1788,Eau ; de vie ; vers Hambourg,15200,6782.2769,livres
1788,Fer ; vers Hambourg,450,18.345594,livres
1788,"Fruits ; divers ; amandes, pelures, raisins, prunes",200,1393.0408,livres
1788,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1788,"Fruits ; divers ; amandes, pelures, raisins, prunes",19335,63160.176,livres
1788,"Fruits ; divers ; amandes, pelures, raisins, prunes",54270,563176.38,livres
1788,Galle,5390,6282.5552,livres
1788,Gingembre,900,4251.7749,livres
1788,Gomme ; vers Hambourg,8050,7344.7549,livres
1788,Goudron ; de Suède ; vers Hambourg,550,4.4109626,last
1788,Grammes argent ; mark banco,8.463348388671875,,
1788,Huile ; d'olive ; blanc ; de Gènes,26441,55611.723,livres
1788,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1788,Indigo,140300,18206.666,livres
1788,Minium,0,0,livres
1788,Oxyde ; de plomb,0,0,livres
1788,Plombs,2280,52.875069,livres
1788,Poivre ; blanc-noir,660,529.90399,livres
1788,Potasse ; vers Hambourg,0,0,livres
1788,Riz ; vers Hambourg,0,0,livres
1788,Safran ; orange,700,31.403812,livres
1788,Savon ; vers Hambourg,4525,15906.513,livres
1788,Sucre ; cru blanc ; du Brésil,6179603,22398572,livres
1788,Suif ; pour faire du savon,8000,107.15549,livres
1788,Sumac,0,0,livres
1788,Tabac ; de Virginie ; vers Hambourg,196180,879474.19,livres
1788,Tartre ; vers Hambourg,250,1378.5299,livres
