numrodeligne,dataentryby,source,sourcepath,sourcetype,year,sheet,exportsimports,direction,pays,marchandises,quantit,quantity_unit,value,remarks
435,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,huiles de poisson,29040,livres,13000,
436,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Coton en laine,355514,livres,889000,
437,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Caffé,7351,livres,7000,
438,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Sucre en pain,1310,livres,1000,
439,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Taffia,"382,64",muids,93000,
440,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Thés,17764,livres,89000,
441,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Marchandises diverses dont le plus fort article n'excede pas 10000 livres,,valeur,20000,
442,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Imports,Languedoc,Angleterre,Toiles diverses,,valeur,13000,49 pièces et 1672 aunes
443,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Imports,Languedoc,Angleterre,Fers,45767,livres,16000,
444,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Imports,Languedoc,Angleterre,Ouvrage de Cuivre,,valeur,32000,
445,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Imports,Languedoc,Angleterre,huiles de poisson,37463,livres,15000,
446,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Imports,Languedoc,Angleterre,Bled,417500,livres,52000,
447,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Imports,Languedoc,Angleterre,Marchandises dont le plus fort article n'excede pas 10000 livres,,valeur,17000,
448,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,Diverses,,valeur,10000,
449,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,Savon,23569,livres,12000,
450,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,Verdes,24184,livres,24000,
451,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,"Olive, Capres, Anchois &c.",,valeur,18000,
452,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,Eau de vie,"3781,33",muids,407000,
453,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,Vins,"468,44",muids,7000,
454,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,39,Exports,Languedoc,Angleterre,Marchandises diverses dont le plus fort article n'excede pas 10000 livres,,valeur,11000,
455,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,41,Exports,Roussillon,Angleterre,Vins,"410,39",muids,8000,
456,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Dentelles de fil,112,livres,112000,
457,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Dentelles de Soye,"1015,81",livres,499831,
458,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Glaces,24820,livres,297840,
459,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Merceries melées,6007,livres,18021,
460,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Meubles,,valeur,16652,
461,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Porcelaine,8758,livres,52548,
462,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,43,Exports,Paris,Angleterre,Parfumerie diverses à la valeur,,valeur,9963,
