numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
1267,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Arcenic,Savoye et Piedmont,120.00,livres,,6,,0.3000000,36,,,36.00,36.00,0.00,,
1268,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Argent vif,Savoye et Piedmont,200.00,livres,5.0,,,5.0000000,1000,,,1000.00,"1,000.00",0.00,,
1269,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Anes,Savoye et Piedmont,5.00,en nombre,50.0,,,50.0000000,250,,,250.00,250.00,0.00,,
1270,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Auf,Savoye et Piedmont,26.00,livres,,5,,0.2500000,6,,,6.00,6.50,-0.50,,
1271,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Avoine,Savoye et Piedmont,"16,509.00",charges,15.0,,,15.0000000,247635,,,247635.00,"247,635.00",0.00,,
1272,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Balais ; de palme,Savoye et Piedmont,1.25,douzaines,,50,,2.5000000,3,,,3.00,3.13,-0.13,,
1273,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Baleine ; coupée,Savoye et Piedmont,200.00,livres,5.0,,,5.0000000,1000,,,1000.00,"1,000.00",0.00,,
1274,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bas ; de coton,Savoye et Piedmont,320.00,livres,5.0,,,5.0000000,1600,,,1600.00,"1,600.00",0.00,,
1275,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bas ; d'estame,Savoye et Piedmont,18.00,pièces,,30,,1.5000000,27,,,27.00,27.00,0.00,,
1276,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bas ; de laine,Savoye et Piedmont,"2,355.00",livres,6.0,,,6.0000000,20130,,,20130.00,"14,130.00","6,000.00",erreur,
1277,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bas ; de soye,Savoye et Piedmont,300.00,livres,40.0,,,40.0000000,12000,,,12000.00,"12,000.00",0.00,,
1278,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bazannes ; tannées,Savoye et Piedmont,13.00,douzaines,12.0,,,12.0000000,156,,,156.00,156.00,0.00,,
1279,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bierre,Savoye et Piedmont,500.00,livres,,5,,0.2500000,122,,,122.00,125.00,-3.00,,
1280,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bled ; froment,Savoye et Piedmont,"23,169.00",charges,30.0,,,30.0000000,695070,,,695070.00,"695,070.00",0.00,,
1281,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bled ; millet,Savoye et Piedmont,134.00,livres,,2,,0.1000000,13,,,13.00,13.40,-0.40,,
1282,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Boites ; bergamottes,Savoye et Piedmont,50.00,??,10.0,,,10.0000000,500,,,500.00,500.00,0.00,,
1283,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bois ; de bresil,Savoye et Piedmont,"23,329.00",livres,,10,,0.5000000,11664,,,11664.00,"11,664.50",-0.50,,
1284,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bois ; de campeche,Savoye et Piedmont,"65,765.00",livres,,5,,0.2500000,16441,,,16441.00,"16,441.25",-0.25,,
1285,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bois ; jaune,Savoye et Piedmont,"30,902.00",livres,,2,,0.1000000,3090,,,3090.00,"3,090.20",-0.20,,
1286,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bois ; de sandal,Savoye et Piedmont,"3,335.00",livres,0.1,,,0.1200000,400,,,400.00,400.20,-0.20,,
1287,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bonnets ; de coton,Savoye et Piedmont,200.00,livres,5.0,,,5.0000000,1000,,,1000.00,"1,000.00",0.00,,
1288,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bonnets ; de laine,Savoye et Piedmont,630.00,douzaines,20.0,,,20.0000000,12600,,,12600.00,"12,600.00",0.00,,
1289,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bouchons ; de liege,Savoye et Piedmont,"1,530.00",livres,,40,,2.0000000,3060,,,3060.00,"3,060.00",0.00,,
1290,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Boulles ; de buis,Savoye et Piedmont,40.00,livres,,5,,0.2500000,10,,,10.00,10.00,0.00,,
1291,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bourdes,Savoye et Piedmont,"27,835.00",livres,,2,,0.1000000,2783,,,2783.00,"2,783.50",-0.50,,
1292,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bourres ; a batir,Savoye et Piedmont,20.00,livres,,6,,0.3000000,6,,,6.00,6.00,0.00,,
1293,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,18,Bouteilles ; de verre,Savoye et Piedmont,"16,630.00",livres,,4,,0.2000000,3326,,,3326.00,"3,326.00",0.00,,
1294,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Boyaux ; salés,Savoye et Piedmont,"10,600.00",livres,,5,,0.2500000,2650,,,2650.00,"2,650.00",0.00,,
1295,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Bray ; sec,Savoye et Piedmont,"13,429.00",livres,,3,,0.1500000,2014,,,2014.00,"2,014.35",-0.35,,
1296,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cacao,Savoye et Piedmont,"62,298.00",livres,,28,,1.4000000,87217,,,87217.00,"87,217.20",-0.20,,
1297,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Caffé,Savoye et Piedmont,"109,945.00",livres,,15,,0.7500000,76458,,,76458.00,"82,458.75","-6,000.75",erreur,
1298,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Canefice,Savoye et Piedmont,"8,751.00",livres,0.3,,,0.3000000,2625,,,2625.00,"2,625.30",-0.30,,
1299,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Canelle,Savoye et Piedmont,"2,481.00",livres,10.0,,,10.0000000,24810,,,24810.00,"24,810.00",0.00,,
1300,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Capres,Savoye et Piedmont,"28,755.00",livres,,10,,0.5000000,14377,,,14377.00,"14,377.50",-0.50,,
1301,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cardes ; a carder,Savoye et Piedmont,22.00,paires,,50,,2.5000000,55,,,55.00,55.00,0.00,,
1302,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cardes ; a carder,Savoye et Piedmont,235.00,livres,,8,,0.4000000,94,,,94.00,94.00,0.00,,
1303,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Carreaux ; de terre,Savoye et Piedmont,18.00,milliers,40.0,,,40.0000000,720,,,720.00,720.00,0.00,,
1304,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cartons,Savoye et Piedmont,685.00,livres,,10,,0.5000000,342,,,342.00,342.50,-0.50,,
1305,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cendre ; commune,Savoye et Piedmont,1.00,valeur,13.0,,,13.0000000,13,,,13.00,13.00,0.00,,
1306,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cendre ; de potasse,Savoye et Piedmont,1.00,valeur,36.0,,,36.0000000,36,,,36.00,36.00,0.00,,
1307,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cendre ; de potasse,Savoye et Piedmont,"3,057.00",livres,,25,,1.2500000,3821,,,3821.00,"3,821.25",-0.25,,
1308,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Ceruse,Savoye et Piedmont,426.00,livres,,5,,0.2500000,126,,,126.00,106.50,19.50,,
1309,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chaises ; de paille,Savoye et Piedmont,431.00,douzaines,12.0,,,12.0000000,5172,,,5172.00,"5,172.00",0.00,,
1310,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chanvre ; peigné,Savoye et Piedmont,845.00,livres,,10,,0.5000000,422,,,422.00,422.50,-0.50,,
1311,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chapeaux ; de laine,Savoye et Piedmont,"1,202.00",douzaines,36.0,,,36.0000000,3272,,,3272.00,"43,272.00","-40,000.00",erreur,
1312,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chapeaux ; de laine,Savoye et Piedmont,"1,382.00",livres,3.0,,,3.0000000,4146,,,4146.00,"4,146.00",0.00,,
1313,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chapeaux ; poil et laine,Savoye et Piedmont,189.00,douzaines,60.0,,,60.0000000,11340,,,11340.00,"11,340.00",0.00,,
1314,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chevaux ; jument,Savoye et Piedmont,1.00,en nombre,60.0,,,60.0000000,60,,,60.00,60.00,0.00,,
1315,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chevre,Savoye et Piedmont,2.00,en nombre,6.0,,,6.0000000,12,,,12.00,12.00,0.00,,
1316,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Chocolat,Savoye et Piedmont,300.00,livres,,30,,1.5000000,450,,,450.00,450.00,0.00,,
1317,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Choux  fleurs,Savoye et Piedmont,150.00,livres,,4,,0.2000000,30,,,30.00,30.00,0.00,,
1318,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cinabre,Savoye et Piedmont,200.00,livres,5.0,,,5.0000000,1000,,,1000.00,"1,000.00",0.00,,
1319,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cire ; blanche,Savoye et Piedmont,200.00,livres,5.0,,,5.0000000,1000,,,1000.00,"1,000.00",0.00,,
1320,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cire ; jaune,Savoye et Piedmont,"77,824.00",livres,,30,,1.5000000,116736,,,116736.00,"116,736.00",0.00,,
1321,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Citrons,Savoye et Piedmont,800.00,en nombre,,,6,0.0250000,20,,,20.00,20.00,0.00,,
1322,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Citrons,Savoye et Piedmont,980.00,livres,,2,,0.1000000,98,,,98.00,98.00,0.00,,
1323,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cloux ; de fer,Savoye et Piedmont,600.00,livres,,5,,0.2500000,150,,,150.00,150.00,0.00,,
1324,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cochenille,Savoye et Piedmont,"3,968.00",livres,20.0,,,20.0000000,79360,,,79360.00,"79,360.00",0.00,,
1325,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Colle ; forte,Savoye et Piedmont,"1,430.00",livres,,8,,0.4000000,572,,,572.00,572.00,0.00,,
1326,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Colombine,Savoye et Piedmont,42.00,charges,9.0,,,9.0000000,378,,,378.00,378.00,0.00,,
1327,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Confitures,Savoye et Piedmont,386.00,livres,,16,,0.8000000,308,,,308.00,308.80,-0.80,,
1328,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Coques ; du levant,Savoye et Piedmont,200.00,livres,,15,,0.7500000,150,,,150.00,150.00,0.00,,
1329,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Corail ; gros,Savoye et Piedmont,54.00,livres,18.0,,,18.0000000,972,,,972.00,972.00,0.00,,
1330,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Corail ; ouvré,Savoye et Piedmont,100.00,livres,160.0,,,160.0000000,16000,,,16000.00,"16,000.00",0.00,,
1331,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cordages,Savoye et Piedmont,412.00,charges,200.0,,,200.0000000,82400,,,82400.00,"82,400.00",0.00,,
1332,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cordages; d'espars,Savoye et Piedmont,450.00,douzaines,7.0,,,7.0000000,3150,,,3150.00,"3,150.00",0.00,,
1333,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cordeillars,Savoye et Piedmont,"2,429.00",pièces,50.0,,,50.0000000,121450,,,121450.00,"121,450.00",0.00,,
1334,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cordeillars,Savoye et Piedmont,"1,200.00",livres,,4,,0.2000000,240,,,240.00,240.00,0.00,,
1335,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Coton ; filé,Savoye et Piedmont,"171,257.00",livres,,22,,1.1000000,188382,,,188382.00,"188,382.70",-0.70,,
1336,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Coton ; en laine,Savoye et Piedmont,"8,299.00",livres,,20,,1.0000000,8299,,,8299.00,"8,299.00",0.00,,
1337,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cotonne,Savoye et Piedmont,12.00,pièces,80.0,,,80.0000000,960,,,960.00,960.00,0.00,,
1338,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cotonne,Savoye et Piedmont,"1,855.00",livres,3.0,,,3.0000000,5565,,,5565.00,"5,565.00",0.00,,
1339,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Couperose,Savoye et Piedmont,"5,467.00",livres,,3,,0.1500000,820,,,820.00,820.05,-0.05,,
1340,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Couteaux,Savoye et Piedmont,"1,312.00",livres,,40,,2.0000000,2624,,,2624.00,"2,624.00",0.00,,
1341,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Couvertures ; de laine,Savoye et Piedmont,"2,621.00",livres,,40,,2.0000000,5242,,,5242.00,"5,242.00",0.00,,
1342,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Crasse ; d'huille,Savoye et Piedmont,"1,700.00",livres,,4,,0.2000000,340,,,340.00,340.00,0.00,,
1343,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Creme ; de tartre,Savoye et Piedmont,206.00,livres,,8,,0.4000000,82,,,82.00,82.40,-0.40,,
1344,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; d'ane,Savoye et Piedmont,1.00,en nombre,3.0,,,3.0000000,3,,,3.00,3.00,0.00,,
1345,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; de bœuf ; en poil,Savoye et Piedmont,660.00,en nombre,18.0,,,18.0000000,11880,,,11880.00,"11,880.00",0.00,,
1346,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; tannés,Savoye et Piedmont,63.50,en nombre,36.0,,,36.0000000,2286,,,2286.00,"2,286.00",0.00,,
1347,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; tannés,Savoye et Piedmont,"12,641.00",livres,,12,,0.6000000,7584,,,7584.00,"7,584.60",-0.60,,
1348,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; de cheval ; en poil,Savoye et Piedmont,23.50,en nombre,6.0,,,6.0000000,138,,,138.00,141.00,-3.00,,
1349,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; de cheval ; tannés,Savoye et Piedmont,8.00,en nombre,10.0,,,10.0000000,80,,,80.00,80.00,0.00,,
1350,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; de genisse,Savoye et Piedmont,200.00,en nombre,7.0,,,7.0000000,1400,,,1400.00,"1,400.00",0.00,,
1351,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; de vache ; tannés,Savoye et Piedmont,834.50,en nombre,30.0,,,30.0000000,25020,,,25020.00,"25,035.00",-15.00,,
1352,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cuirs ; de vache ; tannés,Savoye et Piedmont,680.00,livres,,10,,0.5000000,340,,,340.00,340.00,0.00,,
1353,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,19,Cumin,Savoye et Piedmont,377.00,livres,0.1,,,0.1000000,37,,,37.00,37.70,-0.70,,
