numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
446,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Toile d'etoupe de chanvre,Angleterre,21953,Livres,"1,5",32929,"-0,5",
447,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Toile d'etoupe de lin,Angleterre,4456,Livres,"1,5",6684,0,
448,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bordeaux,Toiles diverses,Angleterre,,,,37768,0,
449,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Toile de fil et coton,Angleterre,1666,Livres,5,8330,0,
450,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Toile de lin,Angleterre,142,Livres,10,1420,0,
451,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bordeaux,Toile baptiste,Angleterre,1513,Aunes,8,12104,0,
452,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Nantes,Toile de lin blanche,Angleterre,15000,Livres,10,150000,0,
453,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Saint-Quentin,Toile de lin de saint quentin,Angleterre,135,Livres,28,3780,0,
454,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Flandre,Toile de valenciennes,Angleterre,129783,Aunes,4,519132,0,
455,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Toile peinte,Angleterre,32,Livres,5,160,0,
456,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Paris,Toile peinte,Angleterre,500,Livres,5,2500,0,
457,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rennes,Toile serpillere,Angleterre,180,en nombre,"0,75",135,0,
458,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Toile siamoise,Angleterre,329,en nombre,5,1645,0,
459,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Vaches,Angleterre,298,en nombre,100,29800,0,
460,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Vaches ganisse,Angleterre,10,en nombre,60,600,0,
461,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Taureau,Angleterre,2,en nombre,150,300,0,
462,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Vans à vanner,Angleterre,126,en nombre,"1,25",157,"-0,5",
463,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Veaux,Angleterre,53,en nombre,15,795,0,
464,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Montpellier,Verdet,Angleterre,28683,Livres,"0,8",22946,"-0,4",
465,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Vin de Bordeaux,Angleterre,734,Muids,500,367000,0,
466,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rennes,Vin de Bordeaux,Angleterre,7,Bariques,100,700,0,
467,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bordeaux,Vin de Bordeaux de haut,Angleterre,"898,3333333333",Tonneaux,300,269500,0,
468,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bordeaux,Vin de Bordeaux de ville,Angleterre,"1942,75",Tonneaux,1000,1942750,0,
469,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Vin de Bourgogne,Angleterre,"85,25",Muids,400,34100,0,
470,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Vin de Bourgogne,Angleterre,"35,1666666667",Muids,300,10550,0,
471,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bourgogne,Vin de Bourgogne de Beaune,Angleterre,580,Bouteilles,1,580,0,
472,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bourgogne,Vin de Bourgogne de Pomart,Angleterre,4,poinçons,125,500,0,
473,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Vin de Champagne,Angleterre,"251,5",Muids,400,100600,0,
474,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Chalons,Vin de Champagne,Angleterre,241336,Bouteilles,"1,75",422338,0,
475,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Vin de Champagne,Angleterre,13,Muids,400,5200,0,
476,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Chalons,Vin de Champagne de montagne,Angleterre,"7,3333333333",Pièces,120,864,-16,quantités illisibles
477,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Vin de Dauphiné,Angleterre,3,Muids,300,900,0,
478,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Paris,Vin François,Angleterre,16,Muids,150,2400,0,
479,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Vin de Frontignan,Angleterre,1,Muid,500,500,0,
480,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Nantes,Vin de hors,Angleterre,200,Bouteilles,"0,75",150,0,
481,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,13,1777,Paris,Vin de liqueur,Angleterre,1500,Pintes,2,3100,100,erreur de calcul
482,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,13,1777,Rennes,Vin de madere,Angleterre,77,Pipes,150,11550,0,
483,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,13,1777,Marseille,Vitriol,Angleterre,8000,Livres,"0,7",5600,0,
484,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Montpellier,Vin de Languedoc,Angleterre,2893,Muids,100,289300,0,
485,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Rouen,Vin de liqueur,Angleterre,36,Pots,4,144,0,
486,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Rouen,Vin ordinaire,Angleterre,"46,3333333333",Muids,150,6950,0,
487,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Saint-Quentin,Vin ordinaire,Angleterre,"42,5",Muids,100,4240,-10,erreur de calcul
488,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Amiens,Vin de Rhin,Angleterre,2,Muids,300,600,0,
489,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Marseille,Vin rouge,Angleterre,70600,Livres,"0,1",7060,0,
490,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Narbonne,Vin de Roussillon,Angleterre,565,Charges,20,11300,0,
491,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Amiens,Vinaigre,Angleterre,3,Muids,100,300,0,
492,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Bordeaux,Vinaigre,Angleterre,"108,5",Tonneaux,200,21700,0,
493,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Caen,Vinaigre,Angleterre,"4,25",Muids,80,340,0,
494,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Amiens,Volailles,Angleterre,10987,Nombre,1,10987,0,
495,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Caen,Volailles,Angleterre,271,Douzaines,18,4887,9,erreur de calcul
496,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,13,1777,Rouen,Volailles,Angleterre,744,Pièces,2,1488,0,
