numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
659,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en platines,Flandre,31870,106235.0,9564937,livres,,,
660,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en poeles à frire,Hollande,19884,57630.0,9564937,livres,,,
661,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en poids,Hollande,1130,11300.0,9564937,livres,,,
662,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en taule,Flandre,2946,12045.0,9564937,livres,77260,,
663,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en taule,Hollande,26198,59423.0,9564937,livres,77260,,
664,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en taule,Nord,19079,38591.0,9564937,livres,77260,,
665,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en taule,Suede,29037,107542.0,9564937,livres,77260,,
666,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; en tuyaux,Hollande,3667,8150.0,9564937,livres,,,
667,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fer ; vieux,Hollande,9095,181900.0,9564937,livres,,,
668,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fil ; à coudre ; blanc,Flandre,23313,8925.0,1796116,livres,233450,,
669,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fil ; à coudre ; blanc,Hollande,185387,92392.0,1796116,livres,233450,,
670,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fil ; à coudre ; blanc,Genes,7920,3960.0,1796116,livres,233450,,
671,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fil ; à coudre ; blanc,Nord,12356,3089.0,1796116,livres,233450,,
672,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,67,Fil ; à coudre ; blanc,Savoye,4474,2237.0,1796116,livres,233450,,
673,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de carette,Hollande,14336,43444.0,1796116,livres,,,
674,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de chanvre,Allemagne,32551,14337.0,1796116,livres,,,
675,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de chevre,Allemagne,4350,580.0,1796116,livres,648813,,
676,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de chevre,Espagne,9900,3300.0,1796116,livres,648813,,
677,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de chevre,Flandre,6078,2026.0,1796116,livres,648813,,
678,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de chevre,Levant,628485,209495.0,1796116,livres,648813,,
679,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; à dentelle,Flandre,1130,14.5,1796116,livres,10630,,
680,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; à dentelle,Hollande,9500,190.0,1796116,livres,10630,,
681,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; épinal blanc,Flandre,657250,262900.0,1796116,livres,,,
682,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; d' étoupes,Allemagne,8329,14696.0,1796116,livres,,,
683,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de lin ; blanc,Allemagne,1104,585.0,1796116,livres,155360,,
684,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de lin ; retord,Allemagne,139661,93020.0,1796116,livres,154256,155360,
685,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de lin ; retord,Flandre,4075,1358.0,1796116,livres,154256,155360,
686,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de lin ; retord,Hollande,10520,2410.0,1796116,livres,154256,155360,
687,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; simple,Allemagne,16742,16742.0,1796116,livres,,,
688,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de ritte,Savoye,2055,2055.0,1796116,livres,,,
689,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de soyette,Flandre,1521,1521.0,1796116,livres,,,
690,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; à voile,Italie,6719,6719.0,1796116,livres,15079,,
691,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; à voile,Genes,8360,8360.0,1796116,livres,15079,,
692,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de fer,Allemagne,19227,38456.0,1738179,livres,81548,,
693,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de fer,Flandre,3628,7256.0,1738179,livres,81548,,
694,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de fer,Hollande,34268,66353.0,1738179,livres,81548,,
695,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de fer,Nord,4719,9439.0,1738179,livres,81548,,
696,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de fer,Suisse,19706,49275.0,1738179,livres,81548,,
697,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de léton,Allemagne,77884,59911.0,1738179,livres,1656631,,
698,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de léton,Hollande,56714,29336.0,1738179,livres,1656631,,
699,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de léton,Nord,63179,46660.0,1738179,livres,1656631,,
700,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fil ; de léton,Suede,1458854,1041563.0,1738179,livres,1656631,,
701,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Filain,Russie,2880,3600.0,,livres,,,
702,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Filets ; d'espars,Espagne,98158,14051.0,98158,milliers,,,
703,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fleurs ; artifficielles,Savoye,1900,170.0,7345,livres,,,
704,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fleurs ; d'oranges,Italie,5445,7260.0,7345,livres,,,
705,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Fleuret,Suisse,698432,87704.0,,livres,,,
706,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Foin,Allemagne,18035,144.5,,charretées,,,
707,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,69,Folicule de sené,Italie,53875,10775.0,,livres,,,
708,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Allemagne,10193,33040.0,2842906,livres,1172421,,
709,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Angleterre,2128,6080.0,2842906,livres,1172421,,
710,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Geneve,11575,34659.0,2842906,livres,1172421,,
711,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Italie,58713,188712.0,2842906,livres,1172421,,
712,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Naples,1237,4125.0,2842906,livres,1172421,,
713,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Genes,6081,20270.0,2842906,livres,1172421,,
714,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Nord,1624,5090.0,2842906,livres,1172421,,
715,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Savoye,180427,601425.0,2842906,livres,1172421,,
716,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Suede,1656,5520.0,2842906,livres,1172421,,
717,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; commun,Suisse,898787,2604066.0,2842906,livres,1172421,,
718,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fromage ; d'Hollande,Hollande,1670485,4782727.0,2842906,livres,,,
719,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; cruds,Allemagne,3218,,810900,,66576,,le sous total devrait être
720,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; cruds,Genes,31534,630680.0,810900,livres,66576,,
721,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; cruds,Savoye,32824,381790.0,810900,livres,66576,,
722,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Allemagne,4593,27156.0,810900,livres,744324,,
723,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Espagne,189661,1098344.0,810900,livres,744324,,
724,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Flandre,13861,92410.0,810900,livres,744324,,
725,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Hollande,1822,12120.0,810900,livres,744324,,
726,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Italie,297953,1774555.0,810900,livres,744324,,
727,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Naples,23335,233300.0,810900,livres,744324,,
728,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Genes,14047,93650.0,810900,livres,744324,,
729,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Levant,116580,582900.0,810900,livres,744324,,
730,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Portugal,61406,398326.0,810900,livres,744324,,
731,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fruits ; secs,Savoye,21066,334080.0,810900,livres,744324,,
732,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Futailles,Italie,5820,1164.0,6990,en nombre,,,
733,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Futailles,Nord,1170,390.0,6990,en nombre,,,
734,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,71,Fuzeaux,Allemagne,4953,90350.0,,en nombre,,,
735,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Galles,Naples,2262,5665.0,104148,livres,,,
736,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Galles,Levant,77280,193200.0,104148,livres,,,
737,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Galles,Savoye,24606,82020.0,104148,livres,,,
738,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Garance,Allemagne,18206,27801.0,451230,livres,,,
739,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Garance,Flandre,13886,18515.0,451230,livres,,,
740,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Garance,Hollande,401884,539898.0,451230,livres,,,
741,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,73,Garance,Nord,17254,34508.0,451230,livres,,,
742,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Geroffle,Hollande,353810,35497.0,497150,livres,,,
743,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Geroffle,Italie,73340,7334.0,497150,livres,,,
744,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Geroffle,Savoye,70000,7000.0,497150,livres,,,
745,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gibier,Savoye,1293,1293.0,,livres,,,
746,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gingembre,Isles,27209,88535.0,,livres,,,
747,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; adragant,Hollande,2520,1260.0,376662,livres,,,
748,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; arabique,Levant,72406,120677.0,376662,livres,,,
749,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; de cedre,Flandre,1808,2260.0,376662,livres,4621,,
750,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; de cedre,Hollande,2813,3517.0,376662,livres,4621,,
751,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; de gayac,Isles,2327,931.0,376662,livres,,,
752,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; gutte,Hollande,1198,1278.0,376662,livres,,,
753,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; lacque,Angleterre,12840,17120.0,376662,livres,126491,,
754,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; lacque,Hollande,31274,15747.0,376662,livres,126491,,
755,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; lacque,Indes,82377,109836.0,376662,livres,126491,,
756,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; de Sénégal,Flandre,85114,154755.0,376662,livres,161461,,
757,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; de Sénégal,Hollande,76347,127994.0,376662,livres,161461,,
758,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; thurique,Genes,1900,5800.0,376662,livres,5638,,
759,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Gomme ; thurique,Savoye,3738,7476.0,376662,livres,5638,,
760,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Grabeau ; de cochenille,Espagne,98140,19628.0,101140,livres,101140,,
761,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Grabeau ; de cochenille,Italie,3000,600.0,101140,livres,101140,,
762,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Graines ; d'Avignon,Espagne,1035,5175.0,237490,livres,,,
763,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Graines ; de bois d'Inde,Isles,1379,3940.0,237490,livres,,,
764,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,75,Graines ; de chanvre,Genes,1500,6000.0,237490,livres,,,
765,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; d'écarlaste,Espagne,1200,400.0,237490,livres,,,
766,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de jardin,Hollande,2168,2168.0,237490,livres,,,
767,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; jaune,Espagne,1500,5000.0,237490,livres,5160,,
768,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; jaune,Isles,3660,366.0,237490,sacs,5160,,
769,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de lin,Angleterre,3220,32200.0,237490,livres,199688,,
770,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de lin,Flandre,6920,34810.0,237490,livres,199688,,
771,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de lin,Hollande,172340,861700.0,237490,livres,199688,,
772,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de lin,Russie,11208,74720.0,237490,livres,199688,,
773,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de lin,Suede,6000,30000.0,237490,livres,199688,,
774,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; longue,Levant,21591,215910.0,237490,livres,,,
775,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de millet,Espagne,1605,1605.0,237490,livres,,,
776,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graines ; de navette,Allemagne,2164,6709.0,237490,livres,,,
777,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Graisses,Savoye,2305,3760.0,,livres,,,
778,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Gruau,Hollande,2874,9580.0,,livres,,,
779,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,77,Habillements,Allemagne,5376,,,,,,
780,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Harangs ; blancs,Espagne,1485,3300.0,139615,livres,139615,,
781,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Harangs ; blancs,Hollande,115630,38543.0,139615,livres,139615,,
782,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Harangs ; blancs,Suede,22500,90000.0,139615,livres,139615,,
783,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Herbes ; à teindre,Savoye,7200,24000.0,7200,livres,,,
784,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Horlogerie,Allemagne,1046,,37354,,,,
785,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Horlogerie,Geneve,6069,,37354,,,,
786,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Horlogerie,Hollande,1014,,37354,,,,
787,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Horlogerie,Savoye,11087,,37354,,,,
788,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Horlogerie,Suisse,18138,,37354,,,,
789,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Houblon,Flandre,21600,137900.0,,livres,,,
790,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de géroffle,Hollande,4630,231.5,23166242,livres,,,
791,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de graine,Flandre,5231,15000.0,23166242,livres,174259,,
792,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de graine,Hollande,169028,462944.0,23166242,livres,174259,,
793,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de laurier,Hollande,1427,1427.0,23166242,livres,,,
794,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de lin,Hollande,77694,209270.0,23166242,livres,98386,,
795,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de lin,Italie,8032,22950.0,23166242,livres,98386,,
796,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; de lin,Naples,12660,42200.0,23166242,livres,98386,,
797,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Espagne,479549,11988.0,23166242,millerolles,21544564,,
798,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Hollande,3915,7888.0,23166242,livres,21544564,,
799,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Italie,16769589,419239.0,23166242,millerolles,21544564,,
800,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Naples,723280,18082.0,23166242,livres,21544564,,
801,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Genes,887840,22196.0,23166242,livres,21544564,,
802,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Levant,2142080,53552.0,23166242,livres,21544564,,
803,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Portugal,274829,492580.0,23166242,livres,21544564,,
804,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,79,Huile ; d'olive,Savoye,263482,6587.0,23166242,millerolles,21544564,,
805,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,81,Huile ; de poisson,Espagne,51610,206440.0,23166242,livres,1247900,,
806,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Imports,81,Huile ; de poisson,Flandre,14681,41948.0,23166242,livres,1247900,,
