numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,Droits totaux indiqués,doubleaccounts
408,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Semences ; de carrombe,Monde,0,0,kg,0,,,0,
409,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Sucre ; brut,Monde,0,0,kg,0,,,0,
410,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Sucre ; terré,Monde,0,0,kg,0,,,0,
411,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,"Sucre ; brut, autre que blanc",Monde,612,408,kg,"1,5",,,1,
412,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,"Sucre ; brut, blanc ou terré",Monde,8250,5500,kg,"1,5",,,7,
413,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Mélasse,Monde,1032026,3440085,kg,"0,3",,,25,
414,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Sirops,Monde,9497,31399,kg,3,,,66,
415,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Confitures,Monde,45482,22741,kg,2,,,49,
416,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Bonbons et sorbets,Monde,56505,28835,kg,3,,,58,
417,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Cacao brut,Monde,2443,8977,kg,"2,5",,,25,
418,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Café,Monde,10867,2527,kg,"1,6",,,2,
419,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Cannelle ; fine,Monde,1242,69,kg,18,,,3,
420,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Cannelle ; commune,Monde,114,17,kg,"6,5",,,1,
421,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Cassia lignea,Monde,0,0,kg,0,,,0,
422,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Gingembre,Monde,21,25,kg,"0,85",,,0,
423,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Girofle (clous et griffes),Monde,1120,112,kg,10,,,0,
424,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Muscades,Entrepôts,46,5,kg,"10,7",,,510,1
425,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Muscades,Bourbon et Caïenne,755,82,kg,10,,,510,2
426,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Macis,Entrepôts,2486,383,kg,"6,5",,,4295,1
427,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Macis,Inde et Bourbon,129,22,kg,6,,,4295,2
428,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Poivre et piment,Entrepôts,937458,520811,kg,"1,8",,,1545887,1
429,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Poivre et piment,Inde et Bourbon,1398645,932430,kg,"1,5",,,1545887,2
430,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Poivre et piment,Colonies françaises et Amérique,143745,119788,kg,"1,2",,,1545887,3
431,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Thé,Entrepôts,74818,9353,kg,8,,,231442,1
432,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Thé,Monde,424930,60704,kg,7,,,231442,2
433,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Vanille,Monde,342156,1141,kg,300,,,6583,
434,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,"Amomes, fèves de Tunka et noix de Ravensara",Monde,11560,1541,kg,0,,,3049,
435,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Tabac en feuilles ou en côtes,Europe,1457594,940383,kg,"1,55",,,509269,1
436,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Tabac en feuilles ou en côtes,Amérique,4346764,3343664,kg,"1,3",,,509269,2
437,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Gomme,Europe,1991,9994,kg,"1,6",,,110,
438,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Gomme ; exotique,Entrepôts,147705,29341,kg,5,,,29354,1
439,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Gomme ; exotique,Sénégal,589305,346650,kg,"1,7",,,29354,2
440,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Gomme ; exotique,Inde et Bourbon,98331,74185,kg,"1,65",,,29354,3
441,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Résines du pin et du sapin ; Poix ou galipot,Monde,13662,151799,kg,"0,09",,,9183,
442,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Résines du pin et du sapin ; Brai gras et goudron,Monde,125146,1787801,kg,"0,07",,,104649,
443,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Résines du pin et du sapin ; Térébenthine ; liquide,Monde,1357,9044,kg,"0,15",,,3306,
444,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Résines du pin et du sapin ; Térébenthine ; compacte,Monde,1738,8689,kg,"0,2",,,840,
445,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,"Résines du pin et du sapin ; Brai sec, colophane, résine d’huile",Monde,642,6422,kg,"0,1",,,389,
446,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Résines du pin et du sapin ; Essence de térébenthine et eau de rose,Monde,122,202,kg,"0,6",,,59,
447,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Scammonée,Monde,15708,374,kg,42,,,2481,
448,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Jalap,Monde,509,159,kg,"3,2",,,204,
449,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Copal,Monde,2400,10911,kg,"2,2",,,9863,
450,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Assa foetida,Monde,14927,4265,kg,"0,5",,,4457,
451,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,"Résineux exotiques ; autres que scammonée, jalap, copal et assa foetida",Monde,69648,26954,kg,0,,,28040,
452,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Baumes ; Benjoïn,Monde,3728,932,kg,4,,,1236,
453,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,"Baumes ; Storax préparé, liquide, en pain",Monde,5044,1245,kg,0,,,182,
454,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,"Baumes ; de Copahu, du Pérou",Monde,9073,2114,kg,0,,,6141,
455,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Baumes ; de Tolu,Monde,1278,71,kg,18,,,781,
456,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Sucs d’espèces particulières ; Caoutchouc,Monde,8240,2060,kg,4,,,2146,
457,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,"Sucs d’espèces particulières ; Aloès, opium",Monde,97752,9228,kg,0,,,8742,
458,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Sucs d’espèces particulières ; Camphre brut et raffiné,Monde,35705,8603,kg,0,,,7990,
459,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Sucs d’espèces particulières ; Cachou,Monde,460,457,kg,"0,35",,,506,
460,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Sucs d’espèces particulières ; Manne,Monde,143972,71986,kg,2,,,64498,
461,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Sucs d’espèces particulières ; Jus de réglisse,Monde,157335,157335,kg,1,,,86791,
462,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,32,Sucs d’espèces particulières ; Autres,Monde,111102,370167,kg,0,,,4084,
463,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Muscades,Monde,1240,62,kg,0,,,0,
464,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Macis,Monde,240,15,kg,0,,,0,
465,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Poivre et piment,Monde,16764,5588,kg,3,,,15,
466,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Thé,Monde,4620,462,kg,10,,,1,
467,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Vanille,Monde,60732,174,kg,350,,,0,
468,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,"Amomes, fèves de Tunka et noix de Ravensara",Monde,446,186,kg,"2,4",,,13,
469,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Tabac en feuilles ou en côtes,Monde,1136865,1136865,kg,1,,,9152,
470,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Gomme,Europe,3555,1422,kg,"2,5",,,160,
471,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Gomme ; exotique,Monde,138680,27736,kg,5,,,74,
472,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Résines du pin et du sapin ; Poix ou galipot,Monde,23296,145596,kg,"0,16",,,1600,
473,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Résines du pin et du sapin ; Brai gras et goudron,Monde,60998,435694,kg,"0,14",,,3890,
474,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Résines du pin et du sapin ; Térébenthine ; liquide,Monde,2290,15273,kg,"0,15",,,161,
475,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Résines du pin et du sapin ; Térébenthine ; compacte,Monde,200776,1003875,kg,"0,2",,,11040,
476,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,"Résines du pin et du sapin ; Brai sec, colophane, résine d’huile",Monde,43793,437925,kg,"0,1",,,4655,
477,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Résines du pin et du sapin ; Essence de térébenthine et eau de rose,Monde,544398,907330,kg,"0,6",,,4961,
478,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Scammonée,Monde,11495,209,kg,55,,,1,
479,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Jalap,Monde,81,18,kg,"4,5",,,0,
480,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Copal,Monde,196,56,kg,"3,5",,,0,
481,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Assa foetida,Monde,328,73,kg,"4,5",,,0,
482,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,"Résineux exotiques ; autres que scammonée, jalap, copal et assa foetida",Monde,22654,4326,kg,0,,,9,
483,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Baumes ; Benjoïn,Monde,636,106,kg,6,,,0,
484,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,"Baumes ; Storax préparé, liquide, en pain",Monde,4026,671,kg,6,,,2,
485,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,"Baumes ; de Copahu, du Pérou",Monde,2705,181,kg,0,,,0,
486,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Baumes ; de Tolu,Monde,928,32,kg,29,,,0,
487,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Sucs d’espèces particulières ; Caoutchouc,Monde,115,21,kg,"5,5",,,0,
488,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,"Sucs d’espèces particulières ; Aloès, opium",Monde,5118,401,kg,0,,,1,
489,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Sucs d’espèces particulières ; Camphre brut et raffiné,Monde,1389,233,kg,0,,,0,
490,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Sucs d’espèces particulières ; Cachou,Monde,56,40,kg,"1,4",,,0,
491,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Sucs d’espèces particulières ; Manne,Monde,11911,4254,kg,"2,8",,,3,
492,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Sucs d’espèces particulières ; Jus de réglisse,Monde,1775,986,kg,"1,8",,,3,
493,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,32,Sucs d’espèces particulières ; Autres,Monde,25924,58915,kg,0,,,162,
