"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","value","quantit","quantity_unit","prix_unitaire","probleme","remarks","Droits totaux indiqués","doubleaccounts"
1478,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ;Toile et calicou ; teints","Monde",0,0,"kg",0,,,0,
1479,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ;Toile et calicou ; imprimés","Monde",0,0,"kg",0,,,0,
1480,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; Percale ; blanche","Monde",0,0,"kg",0,,,0,
1481,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; Percale ; imprimée en schals","Monde",640,0,"kg",0,,,106,
1482,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; Mousseline de toute sorte","Monde",0,0,"kg",0,,,0,
1483,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; Draps et velours","Monde",0,0,"kg",0,,,0,
1484,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; croisés (basins piqués, etc)","Monde",0,0,"kg",0,,,0,
1485,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; étoffes dites printanières et nankinets","Monde",0,0,"kg",0,,,0,
1486,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; couvertures","Monde",0,0,"kg",0,,,0,
1487,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton , tulle et gaze","Monde",0,0,"kg",0,,,0,
1488,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; bonneterie","Monde",0,0,"kg",0,,,0,
1489,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; passementerie","Monde",0,0,"kg",0,,,0,
1490,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; nanrin","Monde",79222,7922,"kg",0,,,43656,
1491,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Tissus de coton ; toile mêlée de coton et de fil","Monde",0,0,"kg",0,,,0,
1492,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Chapeaux ; fins, de laine, de castor ou de soie","Monde",690,46,"en nombre",304,,,304,
1493,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Chapeaux ; communs, de poils ou de laine","Monde",63,9,"en nombre",30,,,30,
1494,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Schaxos ; sans garniture","Monde",0,0,"en nombre",0,,,0,
1495,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Schaxos ; garnis","Monde",0,0,"en nombre",0,,,0,
1496,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,22,"Feutres ; Autre ouvrages ","Monde",13,5,"en nombre",20,,,20,
1497,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; unis","Monde",37224800,372248,"kg",100,,,8017,
1498,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; façonnés","Monde",12008760,100073,"kg",0,,,2202,
1499,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; brochés ; de soie","Monde",3502680,29189,"kg",120,,,642,
1500,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; brochés ; d’or et d’argent ; fin","Monde",155400,777,"kg",200,,,333,
1501,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; brochés ; d’or et d’argent ; faux","Monde",317250,2115,"kg",150,,,93,
1502,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; mêlés d’autres matières","Monde",5162850,73755,"kg",70,,,1623,
1503,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Schals et mouchoirs de soie","Monde",2661600,26616,"kg",100,,,563,
1504,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; velours","Monde",55920,466,"kg",120,,,10,
1505,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; Gaze de toute espèce","Monde",2383800,22727,"kg",0,,,764,
1506,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; crêpe","Monde",4264200,42642,"kg",100,,,936,
1507,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; tulle","Monde",3351010,25777,"kg",130,,,563,
1508,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; blonde","Monde",766571,0,"kg",0,,,2108,
1509,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; bonneterie","Monde",3613400,36134,"kg",100,,,783,
1510,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; passementerie ; de soie pure","Monde",3726700,37267,"kg",100,,,815,
1511,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; passementerie ; mêlée d’or ou d’argent fin et faux","Monde",1905970,11961,"kg",0,,,2734,
1512,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de soie ; rubans unis et veloutés","Monde",17942500,179425,"kg",100,,,3915,
1513,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de fleuret ; étoffes","Monde",26500,530,"kg",50,,,12,
1514,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de fleuret ; couvertures, tapis et schals","Monde",114650,2293,"kg",50,,,50,
1515,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de fleuret ; bonneterie","Monde",47550,951,"kg",50,,,21,
1516,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de fleuret ; passementerie et rubans","Monde",68100,1362,"kg",50,,,31,
1517,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ;Toile et calicou ; écrus et blancs","Monde",5826960,388464,"kg",15,,,854,
1518,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ;Toile et calicou ; teints et imprimés","Monde",2026794,96514,"kg",21,,,531,
1519,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; Percale ; blanche","Monde",0,0,"kg",0,,,0,
1520,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; Percale ; imprimée en schals","Monde",2288600,91544,"kg",25,,,486,
1521,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; Mousseline de toute sorte","Monde",167776,5992,"kg",28,,,14,
1522,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; Draps et velours","Monde",3091360,154568,"kg",20,,,284,
1523,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; croisés (basins piqués, etc)","Monde",5875200,293760,"kg",20,,,568,
1524,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; étoffes dites printanières et nankinets","Monde",0,0,"kg",0,,,0,
1525,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; couvertures","Monde",208480,26060,"kg",8,,,54,
1526,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton , tulle et gaze","Monde",388200,6470,"kg",60,,,19,
1527,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; bonneterie","Monde",302780,30278,"kg",10,,,113,
1528,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; passementerie","Monde",83844,9316,"kg",9,,,44,
1529,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; nanrin","Monde",40270,4027,"kg",10,,,3,
1530,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Tissus de coton ; toile mêlée de coton et de fil","Monde",1230,82,"kg",15,,,0,
1531,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Chapeaux ; fins, de laine, de castor ou de soie","Monde",2050230,136682,"en nombre",15,,,6521,
1532,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Chapeaux ; communs, de poils ou de laine","Monde",929656,152808,"kg",7,,,3412,
1533,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Schaxos ; sans garniture","Monde",4775,955,"kg",5,,,53,
1534,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Schaxos ; garnis","Monde",10362,1727,"kg",6,,,86,
1535,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,22,"Feutres ; Autre ouvrages ","Monde",21820,1091,"kg",20,,,11,
1536,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cartons ; en feuilles et lustré à presser les draps","Monde",1048,524,"kg",2,,,560,
1537,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cartons ; Ouvrages en carton moulé, coupé et assemblé","Monde",11534,2867,"kg",4,,,6697,
1538,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Papier ; d’enveloppe, à pâte de couleur","Monde",290,290,"kg",1,,,253,
1539,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Papier ; blanc","Monde",12941,5177,"kg","2,5",,,8941,
1540,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Papier ; colorié en rame pour reliure","Monde",3611,1444,"kg","2,25",,,1528,
1541,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Papier ; peint en rouleau pour tenture","Monde",151,61,"kg","2,5",,,95,
1542,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Papier ; de soie","Monde",18132,907,"kg",20,,,3991,
1543,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Livres ; en langues mortes ou étrangères","Monde",365895,60983,"kg",6,,,7141,
1544,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Livres ; en langue française","Monde",96468,19294,"kg",5,,,9738,
1545,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cartes ; à jouer","Monde",0,0,"kg",0,,,0,
1546,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cartes ; géographiques","Monde",6036,402,"kg",15,,,1408,
1547,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Gravures noires ou coloriées","Monde",90156,2604,"kg",0,,,13853,
1548,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Musique gravée","Monde",4180,317,"kg",0,,,1334,
1549,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; pour gants","Monde",14976,936,"kg",16,,,11,
1550,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; parchemin et vélin ; bruts","Monde",401,73,"kg","5,5",,,1,
1551,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; parchemin et vélin ; achevés","Monde",11529,1696,"kg","6,8",,,161,
1552,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; mégies ou chamoisées","Monde",48621,16207,"en nombre",3,,,574,
1553,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; tannées ou corroyées","Monde",475,136,"kg","3,5",,,86,
1554,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; maroquinées ou vernissées","Monde",0,0,"kg",0,,,0,
1555,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; Pelleteries ouvrées","Monde",0,0,"kg",0,,,0,
1556,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; ouvrages en cuir et en peaux","Monde",7697,0,"kg",0,,,1269,
1557,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; pour éventails","Monde",615,102,"kg",6,,,710,
1558,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Peaux ; ouvrées en gants","Monde",0,0,"kg",0,,,0,
1559,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Chapeaux de paille, d’écorce, de sparte ; grossiers","Monde",517582,274518,"en nombre",0,,,75217,
1560,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Chapeaux de paille, d’écorce, de sparte ; fins","Monde",1937833,146065,"en nombre",0,,,202728,
1561,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Nattes ou tresses de même matière ; grossières","Monde",6995,17486,"kg","0,4",,,1045,
1562,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Nattes ou tresses de même matière ; fines","Monde",504004,847,"kg",0,,,77810,
1563,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Tissus en feuilles des mêmes matières","Monde",1212,1212,"mètre",0,,,599,
1564,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Vannerie, sans désignation d’espèce ; brute","Monde",4578,11746,"kg","0,4",,,2040,
1565,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Vannerie, sans désignation d’espèce ; pelée","Monde",717,1433,"kg","0,5",,,313,
1566,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Vannerie, sans désignation d’espèce ; coupée","Monde",583,1167,"kg","0,5",,,482,
1567,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Fanons de baleine apprêtés","Monde",265,53,"kg",5,,,38,
1568,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cordages ; de chanvre","Monde",7459,61799,"kg","1,2",,,9905,
1569,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cordages ; d’autres végétaux","Monde",316760,703912,"kg","0,45",,,15505,
1570,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Cordages ; Filets neufs en état de servir","Monde",9350,4675,"kg",2,,,802,
1571,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Instruments aratoires ; Faulx","Monde",86602,328867,"kg",3,,,401797,
1572,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Instruments aratoires ; Faucilles et tous autres","Monde",91628,30443,"kg",3,,,28821,
1573,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Limes et râpes ; communes","Monde",674030,224677,"kg",3,,,210495,
1574,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Limes et râpes ; fines","Monde",133837,33459,"kg","4,5",,,82002,
1575,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Scies ; communes","Monde",27909,9303,"kg",3,,,15092,
1576,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Scies ; fines","Monde",55593,13898,"kg",4,,,3255,
1577,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Outils ; de pur fer","Monde",18708,7483,"kg","2,5",,,4515,
1578,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Outils ; de fer rechargé d’acier","Monde",372308,124203,"kg",3,,,200235,
1579,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Outils ; de pur acier","Monde",105009,26252,"kg",4,,,61161,
1580,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,23,"Outils ; de cuivre ou laiton","Monde",2606,620,"kg","4,2",,,1090,
1581,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Cartons ; en feuilles et lustré à presser les draps","Monde",31863,13564,"kg",0,,,227,
1582,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Cartons ; Ouvrages en carton moulé, coupé et assemblé","Monde",115105,33725,"kg",0,,,93,
1583,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Papier ; d’enveloppe, à pâte de couleur","Monde",268569,268569,"kg",1,,,1477,
1584,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Papier ; blanc","Monde",1472764,736382,"kg",2,,,7326,
1585,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Papier ; colorié en rame pour reliure","Monde",11167,4963,"kg","2,25",,,55,
1586,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Papier ; peint en rouleau pour tenture","Monde",1471078,588431,"kg","2,5",,,6315,
1587,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Papier ; de soie","Monde",0,0,"kg",0,,,0,
1588,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Livres ; en langues mortes ou étrangères","Monde",172680,28780,"kg",6,,,317,
1589,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Livres ; en langue française","Monde",3040580,608116,"kg",5,,,6553,
1590,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Cartes ; à jouer","Monde",118700,23740,"kg",5,,,238,
1591,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Cartes ; géographiques","Monde",84705,5647,"kg",15,,,60,
1592,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Gravures noires ou coloriées","Monde",1096795,31337,"kg",35,,,323,
1593,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Musique gravée","Monde",98400,8200,"kg",12,,,87,
1594,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; pour gants","Monde",0,0,"kg",0,,,0,
1595,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; parchemin et vélin ; bruts","Monde",154,28,"kg","5,5",,,1,
1596,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; parchemin et vélin ; achevés","Monde",24146,3551,"kg","6,8",,,77,
1597,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; mégies ou chamoisées","Monde",717126,119521,"kg",6,,,1356,
1598,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; mégies ou chamoisées","Monde",45405,15908,"en nombre",0,,,17,
1599,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; tannées ou corroyées","Monde",6426003,1836001,"kg","3,5",,,26451,
1600,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; maroquinées ou vernissées","Monde",815344,101918,"kg",8,,,1595,
1601,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; Pelleteries ouvrées","Monde",58182,0,"kg",0,,,159,
1602,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; ouvrages en cuir et en peaux","Monde",3195225,213015,"kg",15,,,1908,
1603,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; pour éventails","Monde",0,0,"kg",0,,,0,
1604,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Peaux ; ouvrées en gants","Monde",1963410,65447,"kg",30,,,1032,
1605,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Chapeaux de paille, d’écorce, de sparte ; grossiers","Monde",103382,51691,"en nombre",2,,,2653,
1606,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Chapeaux de paille, d’écorce, de sparte ; fins","Monde",1479280,73964,"en nombre",20,,,3987,
1607,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,23,"Nattes ou tresses de même matière ; grossières","Monde",12077,24151,"kg","0,5",,,66,
