numerodeligne,dataentryby,source,SourceType,year,exports/imports,sheet,marchandises,Pays,value,Sous-total,Sous-tota 2l,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
888,Milewski,Montbret 155-1,Objet Général,1755,Imports,41,Cuirs ; de génisse,Savoye,5794.5,3089997.5,,,,,,,,,,,,,,,,,,
889,Milewski,Montbret 155-1,Objet Général,1755,Imports,41,Cuirs ; de Russie,Allemagne,275,85066.75,3089997.5,,,,,,,,,,,,,,,,,
890,Milewski,Montbret 155-1,Objet Général,1755,Imports,41,Cuirs ; de Russie,Flandre,318,85066.75,3089997.5,,,,,,,,,,,,,,,,,
891,Milewski,Montbret 155-1,Objet Général,1755,Imports,41,Cuirs ; de Russie,Hollande,60169.5,85066.75,3089997.5,,,,,,,,,,,,,,,,,
892,Milewski,Montbret 155-1,Objet Général,1755,Imports,41,Cuirs ; de Russie,Nord,23429.25,85066.75,3089997.5,,,,,,,,,,,,,,,,,
893,Milewski,Montbret 155-1,Objet Général,1755,Imports,41,Cuirs ; de Russie,Suisse,875,85066.75,3089997.5,,,,,,,,,,,,,,,,,
894,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuirs ; de vache ; en poil,Hollande,1600,1690,3607,3089997.5,,,,,,,,,,,,,,,,
895,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuirs ; de vache ; en poil,Savoye,90,1690,3607,3089997.5,,,,,,,,,,,,,,,,
896,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuirs ; de vache ; tannés,Espagne,1089,1917,3607,3089997.5,,,,,,,,,,,,,,,,
897,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuirs ; de vache ; tannés,Flandre,336,1917,3607,3089997.5,,,,,,,,,,,,,,,,
898,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuirs ; de vache ; tannés,Nord,432,1917,3607,3089997.5,,,,,,,,,,,,,,,,
899,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuirs ; de vache ; tannés,Savoye,60,1917,3607,3089997.5,,,,,,,,,,,,,,,,
900,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en baquets,Nord,7175,1914363.75,,,,,,,,,,,,,,,,,,
901,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en bassins,Hollande,9960,1914363.75,,,,,,,,,,,,,,,,,,
902,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en batterie,Allemagne,548254.75,548730.75,1914363.75,,,,,,,,,,,,,,,,,
903,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en batterie,Hollande,476,548730.75,1914363.75,,,,,,,,,,,,,,,,,
904,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; brut,Hollande,34675.75,268129.5,1914363.75,,,,,,,,,,,,,,,,,
905,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; brut,Nord,215485.25,268129.5,1914363.75,,,,,,,,,,,,,,,,,
906,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; brut,Savoye,499.5,268129.5,1914363.75,,,,,,,,,,,,,,,,,
907,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; brut,Suisse,17469,268129.5,1914363.75,,,,,,,,,,,,,,,,,
908,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en chaudieres,Hollande,10942.5,29853,1914363.75,,,,,,,,,,,,,,,,,
909,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en chaudieres,Nord,18910.5,29853,1914363.75,,,,,,,,,,,,,,,,,
910,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en chaudrons,Allemagne,3728.75,146470,1914363.75,,,,,,,,,,,,,,,,,
911,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en chaudrons,Flandre,131461.25,146470,1914363.75,,,,,,,,,,,,,,,,,
912,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en chaudrons,Hollande,11280,146470,1914363.75,,,,,,,,,,,,,,,,,
913,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en feuilles,Allemagne,2880,65756,1914363.75,,,,,,,,,,,,,,,,,
914,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en feuilles,Hollande,14152,65756,1914363.75,,,,,,,,,,,,,,,,,
915,Milewski,Montbret 155-1,Objet Général,1755,Imports,42,Cuivre ; en feuilles,Nord,48724,65756,1914363.75,,,,,,,,,,,,,,,,,
916,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en grelots,Hollande,300,400,1914363.75,,,,,,,,,,,,,,,,,
917,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en grelots,Nord,100,400,1914363.75,,,,,,,,,,,,,,,,,
918,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en hopitaux,Hollande,5070,1914363.75,,,,,,,,,,,,,,,,,,
919,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; jaune,Hollande,13617.5,1914363.75,,,,,,,,,,,,,,,,,,
920,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en monnoye,Hollande,810,6810,1914363.75,,,,,,,,,,,,,,,,,
921,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en monnoye,Suede,6000,6810,1914363.75,,,,,,,,,,,,,,,,,
922,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Allemagne,7944.14990234375,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
923,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Angleterre,51,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
924,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Flandre,21362,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
925,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Hollande,35310.3984375,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
926,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Nord,20214,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
927,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Savoye,15,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
928,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; ouvré,Suisse,4286.25,89182.796875,1914363.75,,,,,,,,,,,,,,,,,
929,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en planches,Allemagne,28573.400390625,52750.44921875,1914363.75,,,,,,,,,,,,,,,,,
930,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en planches,Espagne,618.75,52750.44921875,1914363.75,,,,,,,,,,,,,,,,,
931,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en planches,Hollande,21500.80078125,52750.44921875,1914363.75,,,,,,,,,,,,,,,,,
932,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en planches,Suede,1750,52750.44921875,1914363.75,,,,,,,,,,,,,,,,,
933,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en planches,Suisse,307.5,52750.44921875,1914363.75,,,,,,,,,,,,,,,,,
934,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en platines,Danemark,5668,29461,1914363.75,,,,,,,,,,,,,,,,,
935,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en platines,Nord,23793,29461,1914363.75,,,,,,,,,,,,,,,,,
936,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en platte,Flandre,1142.900024414063,1914363.75,,,,,,,,,,,,,,,,,,
937,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; rouge,Hollande,4553.75,29456.400390625,1914363.75,,,,,,,,,,,,,,,,,
938,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; rouge,Nord,24902.650390625,29456.400390625,1914363.75,,,,,,,,,,,,,,,,,
939,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en rozette,Hollande,18970,133304.75,1914363.75,,,,,,,,,,,,,,,,,
940,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en rozette,Nord,85569.75,133304.75,1914363.75,,,,,,,,,,,,,,,,,
941,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en rozette,Savoye,27700,133304.75,1914363.75,,,,,,,,,,,,,,,,,
942,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en rozette,Suisse,1065,133304.75,1914363.75,,,,,,,,,,,,,,,,,
943,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; en sablieres,Hollande,345,1914363.75,,,,,,,,,,,,,,,,,,
944,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; tangoul,Hollande,221463.25,332181.75,1914363.75,,,,,,,,,,,,,,,,,
945,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; tangoul,Italie,85433,332181.75,1914363.75,,,,,,,,,,,,,,,,,
946,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; tangoul,Levant,17968.5,332181.75,1914363.75,,,,,,,,,,,,,,,,,
947,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; tangoul,Nord,7317,332181.75,1914363.75,,,,,,,,,,,,,,,,,
948,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Allemagne,6318.89990234375,144567,1914363.75,,,,,,,,,,,,,,,,,
949,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Angleterre,3011,144567,1914363.75,,,,,,,,,,,,,,,,,
950,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Hollande,112807.5,144567,1914363.75,,,,,,,,,,,,,,,,,
951,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Isles,2674,144567,1914363.75,,,,,,,,,,,,,,,,,
952,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Italie,4256,144567,1914363.75,,,,,,,,,,,,,,,,,
953,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Levant,3840,144567,1914363.75,,,,,,,,,,,,,,,,,
954,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Nord,11281,144567,1914363.75,,,,,,,,,,,,,,,,,
955,Milewski,Montbret 155-1,Objet Général,1755,Imports,43,Cuivre ; vieux,Savoye,378.6000061035156,144567,1914363.75,,,,,,,,,,,,,,,,,
956,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Culottes,Flandre,18,,,,,,,,,,,,,,,,,,,
957,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Cumin,Espagne,296.25,56250.25,,,,,,,,,,,,,,,,,,
958,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Cumin,Italie,1736,56250.25,,,,,,,,,,,,,,,,,,
959,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Cumin,Levant,54218,56250.25,,,,,,,,,,,,,,,,,,
960,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Curcuma,Hollande,360,384,,,,,,,,,,,,,,,,,,
961,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Curcuma,Italie,24,384,,,,,,,,,,,,,,,,,,
962,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Cuves,Allemagne,181,,,,,,,,,,,,,,,,,,,
963,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Damejannes,Nord,5640.7998046875,,,,,,,,,,,,,,,,,,,
964,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Dattes,Levant,3425,,,,,,,,,,,,,,,,,,,
965,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Degras de peau,Flandre,60,,,,,,,,,,,,,,,,,,,
966,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Demille,Levant,86514,,,,,,,,,,,,,,,,,,,
967,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Dents ; de chien marin,Flandre,64,159482.5,,,,,,,,,,,,,,,,,,
968,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Dents ; d'Elephant,Espagne,570,138943.5,159482.5,,,,,,,,,,,,,,,,,
969,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Dents ; d'Elephant,Hollande,109693.5,138943.5,159482.5,,,,,,,,,,,,,,,,,
970,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Dents ; d'Elephant,Portugal,28680,138943.5,159482.5,,,,,,,,,,,,,,,,,
971,Milewski,Montbret 155-1,Objet Général,1755,Imports,44,Dents ; demorphil,Isles,20475,159482.5,,,,,,,,,,,,,,,,,,
972,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dentelle ; de fil ; blanc,Allemagne,46.20000076293945,344582.1875,361042.1875,361129.6875,,,,,,,,,,,,,,,,
973,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dentelle ; de fil ; blanc,Espagne,243.75,344582.1875,361042.1875,361129.6875,,,,,,,,,,,,,,,,
974,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dentelle ; de fil ; blanc,Flandre,344292.25,344582.1875,361042.1875,361129.6875,,,,,,,,,,,,,,,,
975,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dentelle ; de fil ; grosse,Savoye,3040,16460,361042.1875,361129.6875,,,,,,,,,,,,,,,,
976,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dentelle ; de fil ; grosse,Suisse,13420,16460,361042.1875,361129.6875,,,,,,,,,,,,,,,,
977,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dentelle ; de soye,Suisse,87.5,361129.6875,,,,,,,,,,,,,,,,,,
978,Milewski,Montbret 155-1,Objet Général,1755,Imports,45,Dez à coudre,Hollande,8544.2001953125,,,,,,,,,,,,,,,,,,,
979,Milewski,Montbret 155-1,Objet Général,1755,Imports,46,Draches,Isles,432,,,,,,,,,,,,,,,,,,,
980,Milewski,Montbret 155-1,Objet Général,1755,Imports,46,Dragées,Allemagne,188.75,245.75,,,,,,,,,,,,,,,,,,
981,Milewski,Montbret 155-1,Objet Général,1755,Imports,46,Dragées,Flandre,7,245.75,,,,,,,,,,,,,,,,,,
982,Milewski,Montbret 155-1,Objet Général,1755,Imports,46,Dragées,Portugal,50,245.75,,,,,,,,,,,,,,,,,,
983,Milewski,Montbret 155-1,Objet Général,1755,Imports,46,Drap ; de castor,Hollande,3285,27697,,,,,,,,,,,,,,,,,,
984,Milewski,Montbret 155-1,Objet Général,1755,Imports,47,Drap ; de laine,Angleterre,145,27697,,,,,,,,,,,,,,,,,,
985,Milewski,Montbret 155-1,Objet Général,1755,Imports,48,Drap ; droguet ; fil et laine,Allemagne,105,21842,27697,,,,,,,,,,,,,,,,,
986,Milewski,Montbret 155-1,Objet Général,1755,Imports,48,Drap ; droguet ; d'hollande,Hollande,21737,21842,27697,,,,,,,,,,,,,,,,,
987,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Drap ; serge ; de laine,Hollande,2425,2425,27697,,,,,,,,,,,,,,,,,
988,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Draps de lin,Allemagne,70,,,,,,,,,,,,,,,,,,,
989,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Drapeaux vieux,Savoye,60,7079,,,,,,,,,,,,,,,,,,
990,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Drapeaux vieux,Suisse,7019,7079,,,,,,,,,,,,,,,,,,
991,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Allemagne,6,210000,,,,,,,,,,,,,,,,,,
992,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Espagne,2232,210000,,,,,,,,,,,,,,,,,,
993,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Flandre,4,210000,,,,,,,,,,,,,,,,,,
994,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Hollande,187801,210000,,,,,,,,,,,,,,,,,,
995,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Italie,18587,210000,,,,,,,,,,,,,,,,,,
996,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Nord,170,210000,,,,,,,,,,,,,,,,,,
997,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Portugal,1000,210000,,,,,,,,,,,,,,,,,,
998,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Droguerie,Suisse,200,210000,,,,,,,,,,,,,,,,,,
999,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Eau ; d'arquebusade,Flandre,5,217,29596.650390625,,,,,,,,,,,,,,,,,
1000,Milewski,Montbret 155-1,Objet Général,1755,Imports,49,Eau ; d'arquebusade,Suisse,212,217,29596.650390625,,,,,,,,,,,,,,,,,
1001,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de cerizes,Suisse,10,29596.650390625,,,,,,,,,,,,,,,,,,
1002,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de citron,Italie,2175,2239,29596.650390625,,,,,,,,,,,,,,,,,
1003,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de citron,Savoye,64,2239,29596.650390625,,,,,,,,,,,,,,,,,
1004,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de coclearia,Hollande,54,29596.650390625,,,,,,,,,,,,,,,,,,
1005,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; cordialle,Suisse,36,29596.650390625,,,,,,,,,,,,,,,,,,
1006,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de fleurs d'orange,Espagne,50,22601,29596.650390625,,,,,,,,,,,,,,,,,
1007,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de fleurs d'orange,Italie,19776,22601,29596.650390625,,,,,,,,,,,,,,,,,
1008,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de fleurs d'orange,Levant,1700,22601,29596.650390625,,,,,,,,,,,,,,,,,
1009,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de fleurs d'orange,Savoye,1075,22601,29596.650390625,,,,,,,,,,,,,,,,,
1010,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; forte,Hollande,1230.25,1480.25,29596.650390625,,,,,,,,,,,,,,,,,
1011,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; forte,Italie,250,1480.25,29596.650390625,,,,,,,,,,,,,,,,,
1012,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; medecinalle,Flandre,314,338,29596.650390625,,,,,,,,,,,,,,,,,
1013,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; medecinalle,Hollande,24,338,29596.650390625,,,,,,,,,,,,,,,,,
1014,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de melice,Allemagne,25,29596.650390625,,,,,,,,,,,,,,,,,,
1015,Milewski,Montbret 155-1,Objet Général,1755,Imports,50,Eau ; de raisin,Italie,250,29596.650390625,,,,,,,,,,,,,,,,,,
1016,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; de la Medecinalle  ;. d'Hongrie,Italie,855.9000244140625,29596.650390625,,,,,,,,,,,,,,,,,,
1017,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; de Selzer,Flandre,5,29596.650390625,,,,,,,,,,,,,,,,,,
1018,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; de senteur,Flandre,8,567.5,29596.650390625,,,,,,,,,,,,,,,,,
1019,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; de senteur,Portugal,500,567.5,29596.650390625,,,,,,,,,,,,,,,,,
1020,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; de senteur,Savoye,59.5,567.5,29596.650390625,,,,,,,,,,,,,,,,,
1021,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; de spa,Flandre,169,29596.650390625,,,,,,,,,,,,,,,,,,
1022,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau ; vulneraire,Suisse,749,29596.650390625,,,,,,,,,,,,,,,,,,
1023,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau de vie,Espagne,121069.1015625,147700.296875,,,,,,,,,,,,,,,,,,
1024,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau de vie,Hollande,26126.099609375,147700.296875,,,,,,,,,,,,,,,,,,
1025,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau de vie,Italie,128.1000061035156,147700.296875,,,,,,,,,,,,,,,,,,
1026,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau de vie,Nord,25,147700.296875,,,,,,,,,,,,,,,,,,
1027,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau de vie,Savoye,312,147700.296875,,,,,,,,,,,,,,,,,,
1028,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Eau de vie,Suisse,40,147700.296875,,,,,,,,,,,,,,,,,,
1029,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de cahouanne,Hollande,9720,11552,222234.5,,,,,,,,,,,,,,,,,
1030,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de cahouanne,Isles,1832,11552,222234.5,,,,,,,,,,,,,,,,,
1031,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de tortue,Espagne,16940,210682.5,222234.5,,,,,,,,,,,,,,,,,
1032,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de tortue,Flandre,2700,210682.5,222234.5,,,,,,,,,,,,,,,,,
1033,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de tortue,Hollande,157330,210682.5,222234.5,,,,,,,,,,,,,,,,,
1034,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de tortue,Isles,22564.5,210682.5,222234.5,,,,,,,,,,,,,,,,,
1035,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Ecaille ; de tortue,Nord,11148,210682.5,222234.5,,,,,,,,,,,,,,,,,
1036,Milewski,Montbret 155-1,Objet Général,1755,Imports,51,Echalats,Allemagne,810,,,,,,,,,,,,,,,,,,,
1037,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecopes,Danemark,225,,,,,,,,,,,,,,,,,,,
1038,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; de chesne,Allemagne,1372,4422,9178,,,,,,,,,,,,,,,,,
1039,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; de chesne,Flandre,3050,4422,9178,,,,,,,,,,,,,,,,,
1040,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; de citron,Flandre,57,1896,9178,,,,,,,,,,,,,,,,,
1041,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; de citron,Isles,3,1896,9178,,,,,,,,,,,,,,,,,
1042,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; de citron,Italie,1836,1896,9178,,,,,,,,,,,,,,,,,
1043,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; d'orange,Hollande,2850,2860,9178,,,,,,,,,,,,,,,,,
1044,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Ecorce ; d'orange,Italie,10,2860,9178,,,,,,,,,,,,,,,,,
1045,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Egoutoirs,Espagne,56,600,,,,,,,,,,,,,,,,,,
1046,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Egoutoirs,Italie,352,600,,,,,,,,,,,,,,,,,,
1047,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Egoutoirs,Savoye,192,600,,,,,,,,,,,,,,,,,,
1048,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Elexir,Espagne,15,340,,,,,,,,,,,,,,,,,,
1049,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Elexir,Hollande,225,340,,,,,,,,,,,,,,,,,,
1050,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Elexir,Nord,100,340,,,,,,,,,,,,,,,,,,
1051,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Email,Italie,100,110,,,,,,,,,,,,,,,,,,
1052,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Email,Suisse,10,110,,,,,,,,,,,,,,,,,,
1053,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Empeignes,Flandre,152,,,,,,,,,,,,,,,,,,,
1054,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Encens,Levant,17572,,,,,,,,,,,,,,,,,,,
1055,Milewski,Montbret 155-1,Objet Général,1755,Imports,52,Epicerie,Hollande,83313.5,,,,,,,,,,,,,,,,,,,
1056,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Eponges,Allemagne,2800,30221,,,,,,,,,,,,,,,,,,
1057,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Eponges,Flandre,175,30221,,,,,,,,,,,,,,,,,,
1058,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Eponges,Hollande,25,30221,,,,,,,,,,,,,,,,,,
1059,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Eponges,Italie,2381,30221,,,,,,,,,,,,,,,,,,
1060,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Eponges,Levant,22144,30221,,,,,,,,,,,,,,,,,,
1061,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Eponges,Suisse,2696,30221,,,,,,,,,,,,,,,,,,
1062,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Ergots de beuf,Nord,1570,,,,,,,,,,,,,,,,,,,
1063,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Escamitte,Levant,43461,,,,,,,,,,,,,,,,,,,
1064,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Escayottes,Levant,9284.099609375,,,,,,,,,,,,,,,,,,,
1065,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Espars,Espagne,29600,,,,,,,,,,,,,,,,,,,
1066,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Esprit ; de bergamotte,Italie,18126,39089.25,,,,,,,,,,,,,,,,,,
1067,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Esprit ; de citron,Italie,5696,5896,39089.25,,,,,,,,,,,,,,,,,
1068,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Esprit ; de citron,Savoye,200,5896,39089.25,,,,,,,,,,,,,,,,,
1069,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Esprit ; de nitre,Hollande,260.5,39089.25,,,,,,,,,,,,,,,,,,
1070,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Esprit ; de sel,Hollande,179.75,39089.25,,,,,,,,,,,,,,,,,,
1071,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Esprit ; de vitriol,Hollande,14627,39089.25,,,,,,,,,,,,,,,,,,
1072,Milewski,Montbret 155-1,Objet Général,1755,Imports,53,Essence,Italie,1848,,,,,,,,,,,,,,,,,,,
