Nom opérateur/trice,Cote du document source,Année,N° de page du PDF,Exportations/Importations,Pays d'origine,Familles de marchandises,Nom de la marchandise,Quantités marchandises,Unité de compte/quantités,Prix unitaire,Unité de compte,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Valeur en décimale de Lt,Unité de compte,Total ,Unité de compte,Remarques
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Hollande,,Euphorbe,,,,,2284,10,,"2284,5",,"2634,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Italie,,Euphorbe,,,,,350,,,350,,"2634,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Flandre,,Eventails ; communs ,,,,,58,10,,"58,5",,"658,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Naples,,Eventails ; communs ,,,,,600,,,600,,"658,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Espagne,,Farine,,,,,31186,,,31186,,31586,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Gènes,,Farine,,,,,400,,,400,,31586,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Allemagne,,Faucilles,,,,,504,15,,"504,75",,"507,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,54,Importations,Savoye,,Faucilles,,,,,3,4,,"3,2",,"507,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Allemagne,,faux ; à faucher,,,,,13980,,,13980,,"129183,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Espagne,,faux ; à faucher,,,,,660,,,660,,"129183,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Flandre,,faux ; à faucher,,,,,68,5,,"68,25",,"129183,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Genève,,faux ; à faucher,,,,,3790,10,,"3790,5",,"129183,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Nord,,faux ; à faucher,,,,,110185,14,,"110185,7",,"129183,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Savoye,,faux ; à faucher,,,,,498,15,,"498,75",,"129183,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Allemagne,,Fayance,,,,,1460,5,,"1460,25",,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Espagne,,Fayance,,,,,816,,,816,,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Flandre,,Fayance,,,,,31,10,,"31,5",,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Hollande,,Fayance,,,,,2781,15,,"2781,75",,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Italie,,Fayance,,,,,750,,,750,,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Naples,,Fayance,,,,,125,,,125,,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Savoye,,Fayance,,,,,375,,,375,,"6339,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Allemagne,,Fer ; battu,,,,,4227,15,,"4227,75",,"5252,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Flandre,,Fer ; battu,,,,,1025,3,,"1025,15",,"5252,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Allemagne,,Fer ; blanc,,,,,81000,18,,"81000,9",,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Espagne,,Fer ; blanc,,,,,2496,,,2496,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Flandre,,Fer ; blanc,,,,,314,7,,"314,35",,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Gènes,,Fer ; blanc,,,,,9572,,,9572,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Genève,,Fer ; blanc,,,,,270,,,270,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; blanc,,,,,44567,10,,"44567,5",,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Italie,,Fer ; blanc,,,,,56,,,56,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Nord,,Fer ; blanc,,,,,72900,,,72900,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Savoye,,Fer ; blanc,,,,,450,,,450,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Suède,,Fer ; blanc,,,,,6720,,,6720,,"218346,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Allemagne,,Fer ; coulé,,,,,13025,16,,"13025,8",,"23780,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Flandre,,Fer ; coulé,,,,,214,,,214,,"23780,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; coulé,,,,,10541,3,,"10541,15",,"23780,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Danemark,,Fer ; en ancres,,,,,561,,,561,,17536,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Espagne,,Fer ; en ancres,,,,,7250,,,7250,,17536,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Gènes,,Fer ; en ancres,,,,,7800,,,7800,,17536,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Hollande,,Fer ; en ancres,,,,,1925,,,1925,,17536,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Allemagne,,Fer ; en barres,,,,,230068,15,,"230068,75",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Danemark,,Fer ; en barres,,,,,30653,8,,"30653,4",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Espagne,,Fer ; en barres,,,,,805190,8,,"805190,4",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Flandre,,Fer ; en barres,,,,,15310,,,15310,,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Gènes,,Fer ; en barres,,,,,8316,,,8316,,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Genève,,Fer ; en barres,,,,,1406,3,,"1406,15",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Hollande,,Fer ; en barres,,,,,197857,7,,"197857,35",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Naples,,Fer ; en barres,,,,,150,,,150,,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Nord,,Fer ; en barres,,,,,1860,15,,"1860,75",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Savoye,,Fer ; en barres,,,,,763,1,,"763,05",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Suède,,Fer ; en barres,,,,,120949,5,,"120949,25",,"1412525,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,55,Importations,Allemagne,,Fer ; en batterie,,,,,112,10,,"112,5",,"112,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; en bottes,,,,,3538,,,3538,,3538,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Espagne,,Fer ; en canons,,,,,402,,,402,,402,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Genève,,Fer ; en casses,,,,,676,,,676,,676,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Angleterre,,Fer ; en cercles,,,,,300,,,300,,"150840,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Gènes,,Fer ; en cercles,,,,,130225,,,130225,,"150840,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; en cercles,,,,,12957,10,,"12957,5",,"150840,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Italie,,Fer ; en cercles,,,,,3203,,,3203,,"150840,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Naples,,Fer ; en cercles,,,,,468,,,468,,"150840,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Savoye,,Fer ; en cercles,,,,,3687,,,3687,,"150840,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Suisse,,Fer ; en cloches,,,,,3,,,3,,3,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; en enclume,,,,,1202,16,,"1202,8",,"1202,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; en feuilles,,,,,44269,9,,"44269,45",,"44269,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; en fléaux,,,,,272,10,,"272,5",,"272,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; en pelles,,,,,45,10,,"45,5",,"45,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Danemark,,Fer ; en pierriers,,,,,32,12,,"32,6",,"32,6",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Genève,,Fer ; en plaques,,,,,4,16,,"4,8",,"8462,65",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; en plaques,,,,,8440,17,,"8440,85",,"8462,65",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Nord,,Fer ; en plaques,,,,,17,,,17,,"8462,65",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; en plat,,,,,35,12,,"35,6",,"4252,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; en plat,,,,,15,,,15,,"4252,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Nord,,Fer ; en plat,,,,,4201,19,,"4201,95",,"4252,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; en platine ,,,,,5714,,,5714,,6794,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; en platine ,,,,,1080,,,1080,,6794,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; en platte,,,,,231,,,231,,781,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; en platte,,,,,550,,,550,,781,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; en poêle à frire,,,,,9834,1,,"9834,05",,"9834,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; en poids,,,,,562,10,,"562,5",,"562,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; en serrures,,,,,12,,,12,,12,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; en taillanderie,,,,,175,,,175,,175,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; en taule,,,,,267,4,,"267,2",,"15129,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; en taule,,,,,11999,16,,"11999,8",,"15129,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Nord,,Fer ; en taule,,,,,702,,,702,,"15129,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Suède,,Fer ; en taule,,,,,1584,,,1584,,"15129,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,suisse,,Fer ; en taule,,,,,576,16,,"576,8",,"15129,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; en verges,,,,,7004,7,,"7004,35",,"10582,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Espagne,,Fer ; en verges,,,,,625,,,625,,"10582,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; en verges,,,,,813,15,,"813,75",,"10582,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; en verges,,,,,2139,,,2139,,"10582,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Allemagne,,Fer ; noir,,,,,188,,,188,,10098,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; noir,,,,,100,,,100,,10098,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Nord,,Fer ; noir,,,,,9810,,,9810,,10098,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Allemagne,,Fer ; ouvré,,,,,319,15,,"319,75",,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Flandre,,Fer ; ouvré,,,,,5,,,5,,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Gènes,,Fer ; ouvré,,,,,2464,,,2464,,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Genève,,Fer ; ouvré,,,,,3592,4,,"3592,2",,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Hollande,,Fer ; ouvré,,,,,4278,16,,"4278,8",,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Italie,,Fer ; ouvré,,,,,50,,,50,,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Savoye,,Fer ; ouvré,,,,,503,12,,"503,6",,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,56,Importations,Suisse,,Fer ; ouvré,,,,,20,,,20,,"11233,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Hollande,,Fer ; rond,,,,,5276,6,,"5276,3",,"5276,3",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; spatté,,,,,2951,,,2951,,3875,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; spatté,,,,,924,,,924,,3875,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Allemagne,,Fer ; vieux,,,,,5,,,5,,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Espagne,,Fer ; vieux,,,,,573,,,573,,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Flandre,,Fer ; vieux,,,,,30,,,30,,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Gènes,,Fer ; vieux,,,,,1384,,,1384,,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Genève,,Fer ; vieux,,,,,60,,,60,,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Italie,,Fer ; vieux,,,,,80,,,80,,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,57,Importations,Savoye,,Fer ; vieux,,,,,13,2,,"13,1",,"2145,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Gènes,,Ficelle,,,,,1920,,,1920,,3405,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Levant,,Ficelle,,,,,1393,,,1393,,3405,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Savoye,,Ficelle,,,,,92,,,92,,3405,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Italie,,Fideau,,,,,1383,,,1383,,"1906,4",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Savoye,,Fideau,,,,,523,8,,"523,4",,"1906,4",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Espagne,,Figues,,,,,14296,16,,"14296,8",,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Flandre,,Figues,,,,,13138,10,,"13138,5",,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Gènes,,Figues,,,,,220,,,220,,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Hollande,,Figues,,,,,3617,,,3617,,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Italie,,Figues,,,,,4700,,,4700,,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Naples,,Figues,,,,,84955,,,84955,,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Portugal,,Figues,,,,,14741,14,,"14741,7",,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Savoye,,Figues,,,,,3023,,,3023,,138692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Hollande,,Figures,,,,,487,,,487,,487,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Hollande,,"Fil , de chèvre",,,,,8925,,,8925,,697463,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Italie,,"Fil , de chèvre",,,,,6042,,,6042,,697463,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Levant,,"Fil , de chèvre",,,,,682496,,,682496,,697463,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Flandre,,Fil ; à coudre ; blanc,,,,,11931,10,,"11931,5",,"47301,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Gènes,,Fil ; à coudre ; blanc,,,,,23660,,,23660,,"47301,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Italie,,Fil ; à coudre ; blanc,,,,,400,,,400,,"47301,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Levant,,Fil ; à coudre ; blanc,,,,,11110,,,11110,,"47301,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,58,Importations,Savoye,,Fil ; à coudre ; blanc,,,,,200,,,200,,"47301,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Allemagne,,Fil ; à coudre ; de couleur,,,,,45585,12,,"45585,6",,"155233,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Flandre,,Fil ; à coudre ; de couleur,,,,,99335,,,99335,,"155233,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Gènes,,Fil ; à coudre ; de couleur,,,,,500,,,500,,"155233,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Hollande,,Fil ; à coudre ; de couleur,,,,,2733,,,2733,,"155233,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Naples,,Fil ; à coudre ; de couleur,,,,,280,,,280,,"155233,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Savoye,,Fil ; à coudre ; de couleur,,,,,6800,,,6800,,"155233,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Flandre,,Fil ; à coudre ; épinal,,,,,193227,10,,"193227,5",,"193227,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Flandre,,Fil ; à dentelle ; blanc,,,,,54530,,,54530,,54530,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Hollande,,Fil ; à dentelle ; commun,,,,,77360,,,77360,,77360,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Hollande,,Fil ; à marquer,,,,,30,,,30,,30,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Espagne,,Fil ; à voile,,,,,108,,,108,,838,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Italie,,Fil ; à voile,,,,,730,,,730,,838,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Flandre,,Fil ; cru,,,,,472,10,,"472,5",,"595,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Savoye,,Fil ; cru,,,,,123,,,123,,"595,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Allemagne,,Fil ; d'étoupe,,,,,4567,15,,"4567,75",,"4567,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Hollande,,Fil ; de carette,,,,,2318,15,,"2318,75",,"2318,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Allemagne,,Fil ; de chanvre,,,,,32694,,,32694,,"34461,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,59,Importations,Savoye,,Fil ; de chanvre,,,,,1767,5,,"1767,25",,"34461,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Allemagne,,Fil ; de fer,,,,,40896,5,,"40896,25",,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Flandre,,Fil ; de fer,,,,,13937,10,,"13937,5",,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Genève,,Fil ; de fer,,,,,1834,,,1834,,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Hollande,,Fil ; de fer,,,,,258398,11,,"258398,55",,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Nord,,Fil ; de fer,,,,,65,5,,"65,25",,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Savoye,,Fil ; de fer,,,,,130,,,130,,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Suisse,,Fil ; de fer,,,,,2584,,,2584,,"317845,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Allemagne,,Fil ; de Léton,,,,,344393,7,,"344393,35",,"1068081,6",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Espagne,,Fil ; de Léton,,,,,2660,,,2660,,"1068081,6",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Flandre,,Fil ; de Léton,,,,,6314,2,,"6314,1",,"1068081,6",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Genève,,Fil ; de Léton,,,,,1410,,,1410,,"1068081,6",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Hollande,,Fil ; de Léton,,,,,13646,15,,"13646,75",,"1068081,6",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,60,Importations,Nord,,Fil ; de Léton,,,,,62074,18,,"62074,9",,"1068081,6",,
