numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
1218,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en cercles,Italie,4212.0,2477144,51125,,
1219,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en cercles,Genes,42825.0,2477144,51125,,
1220,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en cercles,Savoye,1895.0,2477144,51125,,
1221,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en chaisnes,Allemagne,448.0,2477144,,,
1222,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; coulé,Allemagne,1716.0,2477144,37315,,
1223,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; coulé,Danemark,608.0,2477144,37315,,
1224,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; coulé,Flandre,14059.0,2477144,37315,,
1225,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; coulé,Hollande,20932.0,2477144,37315,,
1226,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en enchmes,Hollande,233.0,2477144,,,
1227,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en élocs,Hollande,164.0,2477144,1764,,
1228,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en élocs,Genes,1600.0,2477144,1764,,
1229,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en étrilles,Allemagne,18.0,2477144,,,
1230,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en feuilles,Hollande,68200.0,2477144,68290,,
1231,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en feuilles,Nord,90.0,2477144,68290,,
1232,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en fleaux,Hollande,1111.0,2477144,,,
1233,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en lames,Hollande,636.0,2477144,,,
1234,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en marmittes,Espagne,225.0,2477144,229,,
1235,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en marmittes,Geneve,4.0,2477144,229,,
1236,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; noir,Allemagne,135.0,2477144,18700,,
1237,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; noir,Geneve,55.0,2477144,18700,,
1238,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; noir,Hollande,1410.0,2477144,18700,,
1239,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; noir,Nord,17100.0,2477144,18700,,
1240,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en outils,Hollande,600.0,2477144,,,
1241,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Allemagne,39.0,2477144,12073,,
1242,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Flandre,419.0,2477144,12073,,
1243,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Geneve,4725.0,2477144,12073,,
1244,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Hollande,5839.0,2477144,12073,,
1245,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Italie,500.0,2477144,12073,,
1246,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Genes,262.0,2477144,12073,,
1247,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; ouvré,Savoye,289.0,2477144,12073,,
1248,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en pelles,Allemagne,142.0,2477144,148,,
1249,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en pelles,Espagne,6.0,2477144,148,,
1250,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en plaques,Hollande,11256.0,2477144,12792,,
1251,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en plaques,Portugal,1536.0,2477144,12792,,
1252,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en plats,Allemagne,69.0,2477144,131482,,
1253,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en plats,Espagne,130221.0,2477144,131482,,
1254,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,56,Fer ; en plats,Hollande,1192.0,2477144,131482,,
1255,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en platte,Allemagne,451.0,2477144,1106,,
1256,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en platte,Flandre,655.0,2477144,1106,,
1257,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en platines,Flandre,5723.0,2477144,,,
1258,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en poeles a frire,Geneve,384.0,2477144,18129,,
1259,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en poeles a frire,Hollande,17745.0,2477144,18129,,
1260,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en poids,Hollande,960.0,2477144,,,
1261,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; quarré,Hollande,179.0,2477144,,,
1262,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; rond,Hollande,6180.0,2477144,,,
1263,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en serrures,Allemagne,30.0,2477144,42,,
1264,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en serrures,Hollande,12.0,2477144,42,,
1265,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taillander,Allemagne,68.0,2477144,117,,
1266,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taillander,Flandre,49.0,2477144,117,,
1267,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Allemagne,1789.0,2477144,32619,,
1268,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Espagne,289.0,2477144,32619,,
1269,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Flandre,64.0,2477144,32619,,
1270,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Hollande,27274.0,2477144,32619,,
1271,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Nord,1300.0,2477144,32619,,
1272,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Suede,1798.0,2477144,32619,,
1273,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en taule,Suisse,105.0,2477144,32619,,
1274,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en truffes,Hollande,455.0,2477144,,,
1275,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en verges,Allemagne,8907.0,2477144,23034,,
1276,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en verges,Espagne,1205.0,2477144,23034,,
1277,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en verges,Flandre,10350.0,2477144,23034,,
1278,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; en verges,Hollande,2572.0,2477144,23034,,
1279,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; vieux,Allemagne,681.0,2477144,2285,,
1280,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; vieux,Espagne,1448.0,2477144,2285,,
1281,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; vieux,Geneve,23.0,2477144,2285,,
1282,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; vieux,Genes,128.0,2477144,2285,,
1283,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Fer ; vieux,Savoye,5.0,2477144,2285,,
1284,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Féves,Allemagne,4960.0,148398,,,
1285,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Féves,Hollande,125310.0,148398,,,
1286,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Féves,Naples,8800.0,148398,,,
1287,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Féves,Genes,800.0,148398,,,
1288,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Féves,Levant,320.0,148398,,,
1289,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Féves,Savoye,8208.0,148398,,,
1290,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Ficelle,Espagne,303.0,2752,,,
1291,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Ficelle,Hollande,339.0,2752,,,
1292,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Ficelle,Genes,1020.0,2752,,,
1293,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Ficelle,Levant,890.0,2752,,,
1294,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,57,Ficelle,Savoye,200.0,2752,,,
1295,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fideau,Italie,1160.0,0,,,
1296,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Espagne,11357.0,144988,,,
1297,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Flandre,11026.0,144988,,,
1298,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Hollande,2824.0,144988,,,
1299,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Naples,39483.0,144988,,,
1300,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Genes,733.0,144988,,,
1301,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Portugal,51855.0,144988,,,
1302,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Figues,Savoye,27710.0,144988,,,
1303,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; dorure ; or et argt ; faux,Allemagne,7260.0,2158507,7260,,
1304,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; blanc,Allemagne,16.0,2158507,33571,344507,
1305,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; blanc,Espagne,1100.0,2158507,33571,344507,
1306,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; blanc,Flandre,18116.0,2158507,33571,344507,
1307,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; blanc,Hollande,11149.0,2158507,33571,344507,
1308,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; blanc,Levant,1990.0,2158507,33571,344507,
1309,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; blanc,Savoye,1200.0,2158507,33571,344507,
1310,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; de couleur,Flandre,119908.0,2158507,129538,344507,
1311,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; de couleur,Italie,240.0,2158507,129538,344507,
1312,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; de couleur,Genes,1800.0,2158507,129538,344507,
1313,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; de couleur,Nord,7590.0,2158507,129538,344507,
1314,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; divers,Savoye,11842.0,2158507,,344507,
1315,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; à coudre ; épinal,Flandre,169555.0,2158507,,344507,
1316,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chanvre,Allemagne,38261.0,2158507,39290,,
1317,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chanvre,Savoye,1029.0,2158507,39290,,
1318,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Allemagne,4680.0,2158507,1244401,,
1319,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Espagne,4500.0,2158507,1244401,,
1320,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Flandre,19425.0,2158507,1244401,,
1321,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Hollande,7050.0,2158507,1244401,,
1322,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Italie,9000.0,2158507,1244401,,
1323,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Naples,2200.0,2158507,1244401,,
1324,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Levant,1196296.0,2158507,1244401,,
1325,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,58,Fil ; de chevre,Savoye,1250.0,2158507,1244401,,
1326,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; cru,Hollande,6520.0,2158507,6600,,
1327,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; cru,Savoye,80.0,2158507,6600,,
1328,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; à dentelle ; blanc,Flandre,21932.0,2158507,49177,,
1329,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; à dentelle ; commun,Hollande,27245.0,2158507,49177,,
1330,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; d'etoupes,Allemagne,8679.0,2158507,,,
1331,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; gris single,Flandre,6879.0,2158507,,,
1332,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; lin,Allemagne,133660.0,2158507,135268,438853,
1333,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; lin,Flandre,1608.0,2158507,135268,438853,
1334,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; blanc,Allemagne,286278.0,2158507,300795,438853,
1335,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; blanc,Flandre,7183.0,2158507,300795,438853,
1336,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; blanc,Geneve,843.0,2158507,300795,438853,
1337,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; blanc,Hollande,6448.0,2158507,300795,438853,
1338,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; blanc,Portugal,44.0,2158507,300795,438853,
1339,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; retord,Allemagne,330.0,2158507,2790,438853,
1340,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; de lin ; retord,Flandre,2460.0,2158507,2790,438853,
1341,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; à marquer,Hollande,85.0,2158507,,,
1342,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Imports,59,Fil ; en masse,Hollande,1400.0,2158507,,,
