numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,Double compte,Leurvaleursubtotal_1
339,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,La Martinique,2300,11500,Flandres,en nombre,,0,
340,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,Tabago,1800,5500,Flandres,en nombre,,0,
341,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,St Domingue,1300,6500,Picardie,en nombre,,0,
342,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,La Martinique,3260,16300,Picardie,en nombre,,0,
343,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,La Guadeloupe,800,4000,Picardie,en nombre,,0,
344,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,St Domingue,5360,26800,Hainaut,en nombre,,0,
345,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,La Martinique,3020,15100,Hainaut,en nombre,,0,
346,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,Tabago,800,4000,Hainaut,en nombre,,0,
347,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,Tabago,25,144,Dunkerque,en nombre,,0,
348,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,Tabago,50,294,Hollande,en nombre,,0,
349,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verrerie,Tabago,5200,3630,Angleterre,livres,,0,
350,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vins rouge,St Domingue,1500,"13,0208333333",Bordeaux,muids,,0,
352,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vins rouge,La Martinique,800,"6,9444444444",Bordeaux,muids,,0,
354,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vins rouge,Tabago,800,"6,9444444444",Bordeaux,muids,,0,
356,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vins du Rhin,Tabago,413,236,Hollande,pintes,,0,
357,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vins de Madère,Tabago,180,120,,pintes,,0,
358,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vins de Malaga,Tabago,1800,5,Espagne,muids,,0,
359,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Vinaigre,Tabago,100,"1,7361111111",Dunkerque,muids,,0,
