numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
368,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Futailles vides,Sénégal et Guinée,6082,3150,nombre,,Le pdf donne aussi la quantité en livres,0,66869
369,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gants de peau,St Domingue,8436,703,douzaines,16576,Le pdf donne aussi la quantité en livres,0,16576
370,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gants de peau,La Martinique,3076,248,douzaines,,Le pdf donne aussi la quantité en livres,0,16576
371,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gants de peau,La Guadeloupe,4884,407,douzaines,,Le pdf donne aussi la quantité en livres,0,16576
372,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gants de peau,Cayenne et Guyanne,180,15,douzaines,,,0,16576
373,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gants de peau,Sénégal et Guinée,72,6,douzaines,,,0,16576
374,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gazes,St Domingue,18414,,,36944,,0,36944
375,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gazes,La Martinique,14770,,,,,0,36944
376,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gazes,La Guadeloupe,1440,,,,,0,36944
377,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gazes,Cayenne et Guyanne,2320,,,,,0,36944
378,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Gazes,Sénégal et Guinée,800,,,,,0,36944
379,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Glaces encadrées,St Domingue,2000,,,3380,,0,3180
380,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Glaces encadrées,La Guadeloupe,1180,,,,,0,3180
381,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Glaces encadrées,Sénégal et Guinée,200,,,,,0,3180
382,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Graines de jardin,St Domingue,4440,,,5730,,0,5730
383,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Graines de jardin,La Martinique,904,,,,,0,5730
384,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Graines de jardin,La Guadeloupe,366,,,,,0,5730
385,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Graines de jardin,Cayenne et Guyanne,20,,,,,0,5730
386,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Bardes diverses,St Domingue,235609,,,284215,,0,284215
387,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Bardes diverses,La Martinique,20304,,,,,0,284215
388,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Bardes diverses,La Guadeloupe,22582,,,,,0,284215
389,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Bardes diverses,Cayenne et Guyanne,5720,,,,,0,284215
390,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Bardes diverses,Sénégal et Guinée,11657,,,,,0,284215
391,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Housse en drap et velours,St Domingue,16260,,,17548,,0,17548
392,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Housse en drap et velours,La Guadeloupe,1288,,,,,0,17548
393,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; de lin,St Domingue,39724,79448,livres,50809,,0,50809
394,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; de lin,La Martinique,7865,15730,livres,,,0,50809
395,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; de lin,La Guadeloupe,3120,6240,livres,,,0,50809
396,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; de lin,Cayenne et Guyanne,100,200,livres,,,0,50809
397,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; de lin,Sénégal et Guinée,800,1600,livres,,,0,50809
398,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; d'olive,St Domingue,355207,394676,livres,475245,,0,475245
399,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; d'olive,La Martinique,68206,73563,livres,,,0,475245
400,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; d'olive,La Guadeloupe,48213,53570,livres,,,0,475245
401,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; d'olive,Cayenne et Guyanne,3619,4022,livres,,,0,475245
402,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Huile ; d'olive,Sénégal et Guinée,7086,7874,livres,,,0,475245
403,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jeux de voile,St Domingue,930000,155,nombre,1380000,,0,1380000
404,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jeux de voile,La Martinique,270000,45,nombre,,,0,1380000
405,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jeux de voile,La Guadeloupe,156000,26,nombre,,Le pdf donne aussi la quantité en nombres,0,1380000
406,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jeux de voile,Cayenne et Guyanne,24000,4,nombre,,Le pdf donne aussi la quantité en nombres,0,1380000
407,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jeux de voile,Sénégal et Guinée,90000,15,nombre,,Le pdf donne aussi la quantité en nombres,0,1380000
408,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; pour la pêche,St Domingue,4274,,,7116,Le pdf donne aussi la quantité en nombres,0,7116
409,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; pour la pêche,La Martinique,1682,,,,Le pdf donne aussi la quantité en nombres,0,7116
410,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; pour la pêche,La Guadeloupe,960,,,,Le pdf donne aussi la quantité en nombres,0,7116
411,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; pour la pêche,Cayenne et Guyanne,200,,,,Le pdf donne aussi la quantité en nombres,0,7116
412,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; pour la pêche,Sénégal et Guinée,910,,,,,0,7116
413,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; de chirurgie,St Domingue,80,,,1430,,0,1430
414,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; de chirurgie,La Martinique,800,,,,,0,1430
415,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; de chirurgie,La Guadeloupe,550,,,,,0,1430
416,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; de musique,St Domingue,4138,,,6488,,0,6488
417,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; de musique,La Martinique,1770,,,,,0,6488
418,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Instruments ; de musique,La Guadeloupe,580,,,,,0,6488
419,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jouet d'enfants,St Domingue,2046,,,2086,,0,2086
420,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Jouet d'enfants,La Guadeloupe,40,,,,,0,2086
421,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; divers,St Domingue,54390,453250,livres,86060,,0,86060
422,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; divers,La Martinique,22275,185625,livres,,,0,86060
423,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; divers,La Guadeloupe,8150,68750,livres,,,0,86060
424,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; divers,Cayenne et Guyanne,1245,10375,livres,,,0,86060
425,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; divers,Sénégal et Guinée,6660,55500,livres,,,0,86060
426,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; pois et fèves,St Domingue,14986,124890,livres,15082,,0,15082
427,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; pois et fèves,La Guadeloupe,96,805,livres,,,0,15082
428,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,4,Légumes ; pois et fèves,Sénégal et Guinée,24792,206600,livres,,,0,15082
429,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Librairie,St Domingue,22823,22823,volumes,,,0,29383
430,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Librairie,La Martinique,4650,4650,volumes,,Le pdf donne aussi la quantité en nombres,0,29383
431,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Librairie,La Guadeloupe,1780,1780,volumes,,Le pdf donne aussi la quantité en nombres,0,29383
432,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Librairie,Cayenne et Guyanne,130,130,volumes,,Le pdf donne aussi la quantité en nombres,0,29383
433,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liège en bouchons,St Domingue,41188,5884,milliers,,Le pdf donne aussi la quantité en nombres,0,46347
434,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liège en bouchons,La Martinique,2345,335,milliers,,,0,46347
435,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liège en bouchons,La Guadeloupe,2324,332,milliers,,,0,46347
436,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liège en bouchons,Cayenne et Guyanne,490,70,milliers,,Le pdf donne aussi la quantité en nombres,0,46347
437,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liège en bouchons,Sénégal et Guinée,679,97,milliers,,Le pdf donne aussi la quantité en nombres,0,46347
438,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; chemises diverses,St Domingue,360732,36914,nombre,,Le pdf donne aussi la quantité en nombres,0,395333
439,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; chemises diverses,La Martinique,20259,2331,nombre,,Le pdf donne aussi la quantité en nombres,0,395333
440,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; chemises diverses,La Guadeloupe,10062,955,nombre,,Le pdf donne aussi la quantité en nombres,0,395333
441,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; chemises diverses,Cayenne et Guyanne,4280,437,nombre,,Le pdf donne aussi la quantité en nombres,0,395333
442,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; chemises diverses,Sénégal et Guinée,1652,316,nombre,,Le pdf donne aussi la quantité en nombres,0,395333
443,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; linge de table,St Domingue,55397,,,,Le pdf donne aussi la quantité en nombres,0,58417
444,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; linge de table,La Martinique,1288,,,,,0,58417
445,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; linge de table,La Guadeloupe,1732,,,,,0,58417
446,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Lingerie ; linge de table,Sénégal et Guinée,1696,,,,,0,58417
447,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; divers,St Domingue,140667,"348,1006944444",muids,,,0,188071
449,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; divers,La Martinique,37856,"93,8888888889",muids,,,0,188071
451,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; divers,La Guadeloupe,8848,"21,9444444444",muids,,,0,188071
453,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; divers,Cayenne et Guyanne,700,"1,7361111111",muids,,,0,188071
455,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; divers,Sénégal et Guinée,6230,"15,4513888889",muids,,,0,188071
457,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; anisette,St Domingue,84696,"210,1632",muids,,"210 muids + 47 pintes = 210,1632 muids",0,115279
459,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; anisette,La Martinique,17157,"42,5521",muids,,"42 muids + 159 pintes = 42,5521 muids",0,115279
461,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; anisette,La Guadeloupe,12201,"30,2604",muids,,"30 muids + 75 pintes = 30,2604 muids",0,115279
463,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; anisette,Cayenne et Guyanne,1225,"3,0382",muids,,"3 muids + 11 pintes = 3,0382 muids",0,115279
465,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; anisette,Sénégal et Guinée,6839,16,muids,,"16 muids + 277 pintes = 16,9618 muids",0,115279
467,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; anisette,Sénégal et Guinée,287,478,livres,,,0,
468,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; sirop d'orgeat,St Domingue,674,281,livres,,,0,786
469,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; sirop d'orgeat,La Martinique,27,64,livres,,,0,786
470,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; sirop d'orgeat,La Guadeloupe,48,20,livres,,,0,786
471,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Liqueurs au fiasque ; sirop d'orgeat,Sénégal et Guinée,360,150,livres,,,0,786
472,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Marchandises diverses à la valeur,St Domingue,32783,,,,,0,40519
473,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Marchandises diverses à la valeur,La Martinique,4333,,,,,0,40519
474,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Marchandises diverses à la valeur,La Guadeloupe,3383,,,,,0,40519
475,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Marchandises diverses à la valeur,Cayenne et Guyanne,20,,,,,0,40519
476,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Marchandises diverses à la valeur,Sénégal et Guinée,6397,,,,,0,40519
477,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mèches,St Domingue,20010,3402,livres,,,0,5001
478,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mèches,La Martinique,996,5860,livres,,,0,5001
479,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mèches,La Guadeloupe,532,3072,livres,,,0,5001
480,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mèches,Cayenne et Guyanne,81,480,livres,,,0,5001
481,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mèches,Sénégal et Guinée,306,1800,livres,,,0,5001
482,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mercerie mêlée,St Domingue,52250,34834,livres,,,0,63815
483,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mercerie mêlée,La Martinique,7156,4771,livres,,,0,63815
484,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mercerie mêlée,La Guadeloupe,2834,1890,livres,,,0,63815
485,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mercerie mêlée,Cayenne et Guyanne,1576,1050,livres,,,0,63815
486,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Mercerie mêlée,Sénégal et Guinée,23498,15666,livres,,,0,63815
487,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles,St Domingue,48924,,,,,0,62903
488,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles,La Martinique,5772,,,,,0,62903
489,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles,La Guadeloupe,7091,,,,,0,62903
490,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles,Cayenne et Guyanne,1116,,,,,0,62903
491,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles,Sénégal et Guinée,1300,,,,Le pdf donne aussi la quantité en livres,0,62903
492,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles à taillandiers,St Domingue,873,291,nombre,,,0,1050
493,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles à taillandiers,La Guadeloupe,177,59,nombre,,,0,1050
494,Elisa Tirindelli,ANOM Col F 2B 14 (tableau 16),Colonies/1787 - Bordeaux - Exports colonies.csv,Colonies,1787,Exports,Bordeaux,5,Meubles à taillandiers,Sénégal et Guinée,24,8,nombre,,,0,1050
