numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts,leurvaleursubtotal_1
729,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Pierre à aiguiser,St Domingue,150,22,Étranger,en nombre,,0,250
730,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Pierre à aiguiser,La Martinique,100,22,Étranger,en nombre,,0,250
731,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Pierre à fusil,La Martinique,312,1250,Provence,livres,,0,
732,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Pierre à fusil,Sénégal et Guinée,800,3200,Provence,livres,,0,
733,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plomb en grenaille,St Domingue,5610,18700,Provence,livres,,0,15138
734,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plomb en grenaille,La Martinique,6225,20750,Provence,livres,,0,15138
735,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plomb en grenaille,La Guadeloupe,3003,10010,Provence,livres,,0,15138
736,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plomb en grenaille,Cayenne et Guyanne,300,1000,Provence,livres,,0,15138
737,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plomb en grenaille,Sénégal et Guinée,480,1600,Provence,livres,,0,
738,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plomb en saumon,Sénégal et Guinée,539,2246,Étranger,livres,,0,
739,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plumes ouvrées,St Domingue,1830,,Marseille,,Pas de quantité indiquée,0,5505
740,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plumes ouvrées,La Martinique,3025,,Marseille,,Pas de quantité indiquée,0,5505
741,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Plumes ouvrées,La Guadeloupe,650,,Marseille,,Pas de quantité indiquée,0,5505
742,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salés harengs,La Martinique,2600,5000,Amienois,livres,,0,
743,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson morue,St Domingue,13071,40218,Pêche française,livres,,0,
744,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné anchois,St Domingue,16659,22212,Marseille,livres,,0,37495
745,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné anchois,La Martinique,16012,21350,Marseille,livres,,0,37495
746,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné anchois,La Guadeloupe,3512,4683,Marseille,livres,,0,37495
747,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné anchois,Cayenne et Guyanne,1312,1750,Marseille,livres,,0,37495
748,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné thon,St Domingue,2379,793,Marseille,livres,,0,4255
749,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné thon,La Martinique,570,190,Marseille,livres,,0,4255
750,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné thon,La Guadeloupe,1071,357,Marseille,livres,,0,4255
751,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poisson salé mariné thon,Cayenne et Guyanne,235,75,Marseille,livres,,0,4255
752,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poterie en jarre,St Domingue,7515,1670,Provence,en nombre,,0,14179
753,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poterie en jarre,La Martinique,3222,716,Provence,en nombre,,0,14179
754,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poterie en jarre,La Guadeloupe,3316,737,Provence,en nombre,,0,14179
755,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poterie en jarre,Cayenne et Guyanne,126,28,Provence,en nombre,,0,14179
756,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poudres à tirer,St Domingue,5131,13695,,livres,,0,5401
757,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poudres à tirer,Cayenne et Guyanne,270,300,,livres,,0,5401
758,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Poudres à tirer,Sénégal et Guinée,1906,11005,,livres,,0,
759,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Provisions de bouche en garniture de ragout,St Domingue,120,80,Marseille,livres,Doute sur le dernier mot,0,
760,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Provisions de bouche en garniture de ragout,La Martinique,156,104,Marseille,livres,Doute sur le dernier mot,0,
761,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie,St Domingue,121384,151699,Foret,livres,,0,180021
762,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie,La Martinique,46575,57594,Foret,livres,,0,180021
763,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie,La Guadeloupe,11398,14248,Foret,livres,,0,180021
764,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie,Cayenne et Guyanne,664,830,Foret,livres,,0,180021
765,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie,Sénégal et Guinée,21013,26266,Foret,livres,,0,
766,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie,St Domingue,1248,,Étranger,,Pas de quantité indiquée,0,
767,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie de fer en clous,St Domingue,86446,205823,Foret,livres,,0,140677
768,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie de fer en clous,La Martinique,34395,81895,Foret,livres,,0,140677
769,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie de fer en clous,La Guadeloupe,19307,45970,Foret,livres,,0,140677
770,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie de fer en clous,Cayenne et Guyanne,529,1450,Foret,livres,,0,140677
771,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie de fer en clous,St Domingue,3654,8700,Marseille,livres,,0,6145
772,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Quincaillerie de fer en clous,La Martinique,2491,5930,Marseille,livres,,0,6145
773,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Balance et romaine,St Domingue,2779,,Marseille,livres,Pas de quantité indiquée,0,4823
774,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Balance et romaine,La Martinique,934,,Marseille,livres,Pas de quantité indiquée,0,4823
775,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Balance et romaine,La Guadeloupe,1110,,Marseille,livres,Pas de quantité indiquée,0,4823
776,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Ruban de soye,St Domingue,82070,1633,Lyonnais,livres,,0,155012
777,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Ruban de soye,La Martinique,62762,"1252,75",Lyonnais,livres,,0,155012
778,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Ruban de soye,La Guadeloupe,9730,181,Lyonnais,livres,,0,155012
779,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Ruban de soye,Cayenne et Guyanne,450,9,Lyonnais,livres,,0,155012
780,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Salpètre,St Domingue,518,720,Marseille,livres,,0,842
781,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Salpètre,La Martinique,324,450,Marseille,livres,,0,842
782,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Savon,St Domingue,1028320,2056640,Marseille,livres,,0,1465155
783,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Savon,La Martinique,342543,685086,Marseille,livres,,0,1465155
784,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Savon,La Guadeloupe,76877,153754,Marseille,livres,,0,1465155
785,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Savon,Cayenne et Guyanne,17415,34830,Marseille,livres,,0,1465155
786,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Souffre en fleur,St Domingue,282,1882,Marseille,livres,,0,
787,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Soye à coudre,St Domingue,762,"30,5",Lyonnais,livres,,0,2312
788,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Soye à coudre,La Martinique,1550,62,Lyonnais,livres,,0,2312
789,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en chandelle,St Domingue,614803,990005,Marseille,livres,,0,1229532
790,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en chandelle,La Martinique,479460,773323,Marseille,livres,,0,1229532
791,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en chandelle,La Guadeloupe,128086,206591,Marseille,livres,,0,1229532
792,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en chandelle,Cayenne et Guyanne,7183,11586,Marseille,livres,,0,1229532
793,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en chandelle,Sénégal et Guinée,103,166,Marseille,livres,,0,
794,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en pain,St Domingue,41471,71502,Marseille,livres,,0,98309
795,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en pain,La Martinique,44216,76234,Marseille,livres,,0,98309
796,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en pain,La Guadeloupe,11917,20547,Marseille,livres,,0,98309
797,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,46,Suif en pain,Cayenne et Guyanne,705,1215,Marseille,livres,,0,98309
798,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terre rouge,St Domingue,797,10990,Étranger,livres,,0,1219
799,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terre rouge,La Martinique,422,8585,Étranger,livres,,0,1219
800,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,St Domingue,19033,15768,Provence,en nombre,,0,40745
801,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,La Martinique,15721,13021,Provence,en nombre,,0,40745
802,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,La Guadeloupe,5630,4667,Provence,en nombre,,0,40745
803,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,Cayenne et Guyanne,361,301,Provence,en nombre,,0,40745
804,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,St Domingue,2472,22109,Naples,livres,,0,11152
805,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,La Martinique,6822,17348,Naples,livres,,0,11152
806,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,La Guadeloupe,1492,635,Naples,en nombre,,1,11152
807,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,La Guadeloupe,1492,6080,Naples,livres,,2,11152
808,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Terraille,Cayenne et Guyanne,366,3050,Naples,livres,,0,11152
809,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,St Domingue,51140,5114,Indes commerce français,livres,,0,113050
810,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,La Martinique,33370,3337,Indes commerce français,livres,,0,113050
811,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,La Guadeloupe,24740,2474,Indes commerce français,livres,,0,113050
812,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,Cayenne et Guyanne,3800,380,Indes commerce français,livres,,0,113050
813,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,Sénégal et Guinée,2000,200,Indes commerce français,livres,,0,
814,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,St Domingue,10500,1050,Isle de France,livres,,0,20000
815,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton blanche,La Guadeloupe,9500,950,Isle de France,livres,,0,20000
816,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton rayée,St Domingue,1000,100,Isle de France,livres,,0,
817,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton quadrillée,Sénégal et Guinée,18030,601,Indes commerce français,livres,,0,
818,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,St Domingue,142010,14201,Indes commerce français,livres,,0,247990
819,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Martinique,38060,3806,Indes commerce français,livres,,0,247990
820,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Guadeloupe,56270,5627,Indes commerce français,livres,,0,247990
821,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,Cayenne et Guyanne,11650,1165,Indes commerce français,livres,,0,247990
822,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,Sénégal et Guinée,2000,200,Indes commerce français,livres,,0,
823,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,St Domingue,358610,9410,Isle de France,aunes,,0,419140
824,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,St Domingue,358610,33038,Isle de France,livres,,0,419140
825,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Martinique,44780,4478,Isle de France,livres,,0,419140
826,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Guadeloupe,15750,5250,Isle de France,aunes,,0,419140
827,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Martinique,2880,288,Amienois,livres,,0,
828,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,Sénégal et Guinée,26440,2644,Marseille,livres,,0,
829,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,St Domingue,6950,139,Provence,pièces,,0,
830,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,St Domingue,56670,5667,Lyonnais,livres,,0,58420
831,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Martinique,1750,175,Lyonnais,livres,,0,58420
832,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Martinique,250,25,Étranger,livres,,0,1950
833,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de coton peintes,La Guadeloupe,1700,170,Étranger,livres,,0,1950
834,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles nankin,St Domingue,9948,1658,Indes commerce français,livres,,0,32358
835,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles nankin,La Martinique,18876,3146,Indes commerce français,livres,,0,32358
836,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles nankin,La Guadeloupe,2544,424,Indes commerce français,livres,,0,32358
837,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles nankin,Cayenne et Guyanne,990,165,Indes commerce français,livres,,0,32358
838,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles siamoise,St Domingue,2500,250,Normandie,livres,,0,
839,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles siamoise,Sénégal et Guinée,17500,1750,Normandie,livres,,0,
840,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles bazin,St Domingue,3180,265,Indes commerce français,livres,,0,
841,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles bazin,La Martinique,432,36,Indes commerce français,livres,,0,
842,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles bazin,La Guadeloupe,600,50,Indes commerce français,livres,,0,
843,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles bazin,Cayenne et Guyanne,300,25,Indes commerce français,livres,,0,
844,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles bazin,La Martinique,4800,400,France,livres,,0,
845,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles bazin,La Guadeloupe,740,27,Étranger,livres,,0,
846,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles guinée bleue,Sénégal et Guinée,11516,438,Indes commerce français,pièces,,0,
847,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles mousselines,St Domingue,363420,6057,Indes commerce français,livres,,0,842940
848,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles mousselines,La Martinique,207960,3466,Indes commerce français,livres,,0,842940
849,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles mousselines,La Guadeloupe,228600,4810,Indes commerce français,livres,,0,842940
850,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles mousselines,Cayenne et Guyanne,42960,716,Indes commerce français,livres,,0,842940
851,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles mousselines,La Guadeloupe,900,90,Étranger,aunes,,0,
852,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,47,Toiles de fil en coton,St Domingue,1512,252,Isle de France,livres,,0,2562
