numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
1098,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,St Domingue,64348,183853,Guyenne,livres,88439,,0,
1099,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,La Martinique,14369,41055,Guyenne,livres,88439,,0,
1100,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,La Guadeloupe,9057,25876,Guyenne,livres,88439,,0,
1101,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,Cayenne et Guyanne,665,1900,Guyenne,livres,88439,,0,
1102,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,Sénégal et Guinée,4186,11960,Guyenne,livres,,,0,
1103,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,St Domingue,93348,266708,Flandres,livres,126864,,0,
1104,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,La Martinique,15715,44900,Flandres,livres,126864,,0,
1105,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,La Guadeloupe,17801,48003,Flandres,livres,126864,,0,
1106,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,12,Quincaillerie de fer en clous,Sénégal et Guinée,315,900,Flandres,livres,,,0,
1107,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Quincaillerie de cuivre,St Domingue,400,,Guyenne,,,,0,
1108,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Quincaillerie de cuivre,St Domingue,150,,Étranger,,,,0,
1109,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Quincaillerie de cuivre en clous,St Domingue,5610,,Étranger,,,,0,
1110,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Quincaillerie de cuivre en clous,Sénégal et Guinée,13770,,Étranger,,,,0,
1111,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Quincaillerie de cuivre en clous,Sénégal et Guinée,2655,1475,Pays d'Aunis,livres,,,0,
1112,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de fil,St Domingue,1600,400,Flandres,livres,,,0,
1113,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de fil,La Martinique,5060,1265,Normandie,livres,,,0,
1114,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,St Domingue,55257,1079,Lyonnais,livres,70757,,1,
1115,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,St Domingue,55257,1307,Lyonnais,pièces,70757,,2,
1116,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,La Martinique,4800,96,Lyonnais,livres,70757,,0,
1117,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,La Guadeloupe,6700,134,Lyonnais,livres,70757,,0,
1118,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,Cayenne et Guyanne,4000,80,Lyonnais,livres,70757,,0,
1119,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,Sénégal et Guinée,250,5,Lyonnais,livres,,,0,
1120,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,St Domingue,27550,551,Forêt,livres,29550,,0,
1121,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Ruban de soye,La Martinique,2000,40,Forêt,livres,29550,,0,
1122,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sacs à caffé,St Domingue,85914,49094,Guyenne,en nombre,94786,,0,
1123,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sacs à caffé,La Martinique,7297,4170,Guyenne,en nombre,94786,,0,
1124,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sacs à caffé,La Guadeloupe,1575,900,Guyenne,en nombre,94786,,0,
1125,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sacs à caffé,Sénégal et Guinée,639,365,Guyenne,en nombre,,,0,
1126,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sacs à caffé,St Domingue,3500,2000,Bretagne,en nombre,,,0,
1127,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Savon,St Domingue,44197,80360,Provence,livres,54340,,0,
1128,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Savon,La Martinique,962,1750,Provence,livres,54340,,0,
1129,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Savon,La Guadeloupe,8485,15427,Provence,livres,54340,,0,
1130,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Savon,Cayenne et Guyanne,696,1266,Provence,livres,54340,,0,
1131,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Savon,Sénégal et Guinée,4209,7653,Provence,livres,,,0,
1132,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Salpetre,St Domingue,480,400,Guyenne,livres,600,,0,
1133,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Salpetre,La Martinique,120,100,Guyenne,livres,600,,0,
1134,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sel,St Domingue,1709,65750,Saintonge,livres,2170,,0,
1135,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sel,La Martinique,195,7500,Saintonge,livres,2170,,0,
1136,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sel,La Guadeloupe,266,10250,Saintonge,livres,2170,,0,
1137,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sel,Sénégal et Guinée,330,12750,Saintonge,livres,,,0,
1138,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sel,St Domingue,539,20750,Aunis,livres,,,0,
1139,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sel,Sénégal et Guinée,188,7250,Aunis,livres,,,0,
1140,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sirop de capilaire,St Domingue,384,160,Guyenne,livres,,,0,
1141,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Soye à coudre,St Domingue,4464,124,Lyonnais,livres,,,0,
1142,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Soye à coudre,La Guadeloupe,1080,30,Languedoc,livres,,,0,
1143,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Souffre,St Domingue,3043,15217,Étranger,livres,4099,,0,
1144,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Souffre,La Martinique,656,3280,Étranger,livres,4099,,0,
1145,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Souffre,La Guadeloupe,400,2000,Étranger,livres,4099,,0,
1146,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Souffre,Sénégal et Guinée,673,3366,Étranger,livres,,,0,
1147,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sucrerie,St Domingue,1805,1504,Guyenne,livres,,,0,
1148,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sucrerie,Sénégal et Guinée,180,150,Guyenne,livres,,,0,
1149,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sucre en pain,St Domingue,11642,12936,Guyenne,livres,12243,,0,
1150,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sucre en pain,La Martinique,340,378,Guyenne,livres,12243,,0,
1151,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sucre en pain,La Guadeloupe,261,290,Guyenne,livres,12243,,0,
1152,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Sucre en pain,Sénégal et Guinée,2407,2674,Guyenne,livres,,,0,
1153,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,St Domingue,43144,71906,Guyenne,livres,45394,,0,
1154,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,La Martinique,1050,1750,Guyenne,livres,45394,,0,
1155,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,La Guadeloupe,780,1300,Guyenne,livres,45394,,0,
1156,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,Cayenne et Guyanne,420,700,Guyenne,livres,45394,,0,
1157,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,Sénégal et Guinée,1596,2660,Guyenne,livres,,,0,
1158,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,St Domingue,11604,19340,Provence,livres,12714,,0,
1159,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,La Martinique,180,300,Provence,livres,12714,,0,
1160,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,La Guadeloupe,930,1550,Provence,livres,12714,,0,
1161,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,St Domingue,8213,13689,Étranger,livres,8357,,0,
1162,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif en chandelles,La Guadeloupe,144,240,Étranger,livres,8357,,0,
1163,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,St Domingue,21730,43460,Guyenne,livres,27795,,0,
1164,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,La Martinique,4440,8881,Guyenne,livres,27795,,0,
1165,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,La Guadeloupe,1385,2770,Guyenne,livres,27795,,0,
1166,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,Cayenne et Guyanne,240,480,Guyenne,livres,27795,,0,
1167,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,Sénégal et Guinée,1350,2700,Guyenne,livres,,,0,
1168,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,St Domingue,532,1065,Bretagne,livres,,,0,
1169,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,St Domingue,1848,3696,Pays des Basques,livres,,,0,
1170,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,St Domingue,65712,131425,Étranger,livres,79617,,0,
1171,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,La Martinique,10750,21500,Étranger,livres,79617,,0,
1172,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,La Guadeloupe,3155,6310,Étranger,livres,79617,,0,
1173,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Suif fondu,Sénégal et Guinée,400,800,Étranger,livres,,,0,
1174,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tableaux,St Domingue,784,,Isle de France,,1696,Pas de quantité indiquée,0,
1175,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tableaux,La Martinique,640,,Isle de France,,1696,Pas de quantité indiquée,0,
1176,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tableaux,La Guadeloupe,272,,Isle de France,,1696,Pas de quantité indiquée,0,
1177,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tabac en feuille,Sénégal et Guinée,32456,81140,Étranger,livres,,,0,
1178,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tabac de cantine,Sénégal et Guinée,1104,1840,Étranger,livres,,,0,
1179,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tabac du brésil,Sénégal et Guinée,45900,102000,Étranger,livres,,,0,
1180,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Tapis de laine,Sénégal et Guinée,320,80,Normandie,en nombre,,,0,
1181,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Thé,St Domingue,6848,856,Bretagne,livres,7008,,0,
1182,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Thé,La Martinique,160,20,Bretagne,livres,7008,,0,
1183,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Thé,Sénégal et Guinée,400,50,Bretagne,livres,,,0,
1184,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,St Domingue,195126,45912,Normandie,aunes,230910,,0,
1185,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,La Martinique,14845,3493,Normandie,aunes,230910,,0,
1186,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,La Guadeloupe,14760,3473,Normandie,aunes,230910,,0,
1187,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,Cayenne et Guyanne,6179,1454,Normandie,aunes,230910,,0,
1188,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,Sénégal et Guinée,186384,43855,Normandie,aunes,,,0,
1189,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,St Domingue,364564,91141,Guyenne,aunes,394280,,0,
1190,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,La Martinique,8208,2052,Guyenne,aunes,394280,,0,
1191,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,La Guadeloupe,20388,5097,Guyenne,aunes,394280,,0,
1192,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,Cayenne et Guyanne,1120,280,Guyenne,aunes,394280,,0,
1193,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,Sénégal et Guinée,7600,1900,Guyenne,aunes,,,0,
1194,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,La Martinique,1200,200,Lyonnais,aunes,,,0,
1195,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,Sénégal et Guinée,14175,3150,Aunis,aunes,,,0,
1196,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile de coton,Sénégal et Guinée,24948,2772,Étranger,aunes,,,0,
1197,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile indienne,St Domingue,22800,4560,Berry,aunes,,,0,
1198,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile indienne,Sénégal et Guinée,14790,2958,Berry,aunes,,,0,
1199,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile indienne,St Domingue,35340,11780,Normandie,aunes,44940,,0,
1200,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,13,Toile indienne,La Martinique,9600,3200,Normandie,aunes,44940,,0,
1201,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile indienne,St Domingue,3976,994,Alsace,aunes,,,0,
1202,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile indienne,St Domingue,291669,41667,Bretagne,aunes,314489,,0,
1203,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile indienne,La Martinique,19670,2810,Bretagne,aunes,314489,,0,
1204,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile indienne,La Guadeloupe,3150,450,Bretagne,aunes,314489,,0,
1205,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile indienne,Sénégal et Guinée,48853,6979,Bretagne,aunes,,,0,
1206,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile mousseline,St Domingue,917448,65532,Indes commerce français,aunes,1031394,,0,
1207,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile mousseline,La Martinique,14280,1020,Indes commerce français,aunes,1031394,,0,
1208,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile mousseline,La Guadeloupe,99666,7119,Indes commerce français,aunes,1031394,,0,
1209,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile mousseline,Sénégal et Guinée,48853,902,Indes commerce français,aunes,,,0,
1210,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile mousseline,St Domingue,5220,522,Étranger,aunes,,,0,
1211,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile mousseline,Cayenne et Guyanne,1260,90,Normandie,aunes,,,0,
1212,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coton en fil,Sénégal et Guinée,10780,3070,Normandie,aunes,,,0,
1213,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coton en siamoise,St Domingue,35888,10248,Normandie,aunes,49247,,0,
1214,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coton en siamoise,La Martinique,3710,1060,Normandie,aunes,49247,,0,
1215,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coton en siamoise,La Guadeloupe,8036,2296,Normandie,aunes,49247,,0,
1216,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,14,Toile de coton en siamoise,Cayenne et Guyanne,1613,461,Normandie,aunes,49247,,0,
