numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,leurvaleursubtotal_1
192,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Fil divers,Possessions espagnoles,19885,,,Marchandises originaires de France,
194,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Fruits secs,Possessions espagnoles,36643,,,Marchandises originaires de France,44153
198,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Huile d'olive,Possessions espagnoles,25852,,,Marchandises originaires de France,44002
203,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Liqueurs diverses,Possessions espagnoles,324360,,,Marchandises originaires de France,544628
209,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Marchandises sèches,Possessions espagnoles,321614,,,Marchandises originaires de France,623433
213,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,"Marchandises diverses mêlées comme chandelles, liqueurs, huile, savon, vin, etc",Possessions espagnoles,374685,,,Marchandises originaires de France,496385
217,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Parfumerie diverses,Possessions espagnoles,8975,,,Marchandises originaires de France,13100
219,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Poudre à tirer,Possessions espagnoles,10500,,,Marchandises originaires de France,13500
223,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Savon,Possessions espagnoles,61125,,,Marchandises originaires de France,243795
227,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Sel,Possessions espagnoles,6714,,,Marchandises originaires de France,308887
229,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Souliers,Possessions espagnoles,36630,,,Marchandises originaires de France,42540
233,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Toilerie de toute sorte,Possessions espagnoles,628264,,,Marchandises originaires de France,648578
236,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Verreries diverses,Possessions espagnoles,940,,,Marchandises originaires de France,2240
240,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Vin de France,Possessions espagnoles,319889,,,Marchandises originaires de France,684176
246,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Vin de liqueur étranger,Possessions espagnoles,78160,,,Marchandises originaires de France,148510
259,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Beurre,Possessions espagnoles,9130,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,34540
264,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de charonage,Possessions espagnoles,6036,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,123647
270,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de construction,Possessions espagnoles,12295,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,969985
277,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois merain en feuillard,Possessions espagnoles,1320,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,135725
282,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de toutes sortes,Possessions espagnoles,3020,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,54808
291,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Cacao,Possessions espagnoles,40650,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,63048
295,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Chairs salées,Possessions espagnoles,6459,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,73450
302,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Cordages,Possessions espagnoles,1780,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,8470
307,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Cuirs tannés,Possessions espagnoles,1520,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,9824
319,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Huile de poissons et à brûler,Possessions espagnoles,47240,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,245020
325,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Indigo,Possessions espagnoles,8000,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,64000
328,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Maïs,Possessions espagnoles,16210,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,34081
333,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Nègres,Possessions espagnoles,36000,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,559000
341,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Morue,Possessions espagnoles,25223,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,179434
347,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Ris,Possessions espagnoles,3959,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,96511
351,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Suif,Possessions espagnoles,24084,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,63141
357,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Tabac,Possessions espagnoles,19953,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,52932
362,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des îles coton,Possessions espagnoles,289,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,23878
370,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Objets divers,Possessions espagnoles,421283,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,667600
164,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des colonies rhum,Possessions hollandaises,71300,,,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1789,941312
170,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des colonies sirop,Possessions hollandaises,86357,,,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1795,4159044
174,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des colonies tafia,Possessions hollandaises,51100,,,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1799,289805
176,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Chapeaux,Possessions hollandaises,2496,,,Marchandises originaires de France,29196
178,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Chaudières en marmites de potin,Possessions hollandaises,12510,,,Marchandises originaires de France,47420
185,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Eau de vie,Possessions hollandaises,13906,,,Marchandises originaires de France,196516
189,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Farine,Possessions hollandaises,6738,,,Marchandises originaires de France,154238
195,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Fruits secs,Possessions hollandaises,6010,,,Marchandises originaires de France,44153
200,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Huile d'olive,Possessions hollandaises,11490,,,Marchandises originaires de France,44002
206,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Liqueurs diverses,Possessions hollandaises,162397,,,Marchandises originaires de France,544628
210,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Marchandises sèches,Possessions hollandaises,88720,,,Marchandises originaires de France,623433
216,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,"Marchandises diverses mêlées comme chandelles, liqueurs, huile, savon, vin, etc",Possessions hollandaises,96400,,,Marchandises originaires de France,496385
225,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Savon,Possessions hollandaises,92760,,,Marchandises originaires de France,243795
228,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Sel,Possessions hollandaises,1470,,,Marchandises originaires de France,308887
230,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Souliers,Possessions hollandaises,5910,,,Marchandises originaires de France,42540
235,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Toilerie de toute sorte,Possessions hollandaises,13880,,,Marchandises originaires de France,648578
237,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Verreries diverses,Possessions hollandaises,1300,,,Marchandises originaires de France,2240
243,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Vin de France,Possessions hollandaises,188760,,,Marchandises originaires de France,684176
248,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Vin de liqueur étranger,Possessions hollandaises,28250,,,Marchandises originaires de France,148510
250,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Argent monnoyé,Possessions hollandaises,440,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,6440
253,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bestiaux en animaux,Possessions hollandaises,1800,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,62660
257,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bêtes de somme,Possessions hollandaises,3600,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,100030
261,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Beurre,Possessions hollandaises,13710,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,34540
267,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de charonage,Possessions hollandaises,20883,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,123647
273,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de construction,Possessions hollandaises,151291,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,969985
279,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois merain en feuillard,Possessions hollandaises,28330,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,135725
285,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de toutes sortes,Possessions hollandaises,3706,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,54808
289,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bray goudron et térébentine,Possessions hollandaises,2000,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,13947
292,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Cacao,Possessions hollandaises,7690,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,63048
297,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Chairs salées,Possessions hollandaises,25317,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,73450
300,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Citrons et oranges,Possessions hollandaises,1236,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,11764
311,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Grains et graines diverses,Possessions hollandaises,2850,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,18038
316,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Harengs,Possessions hollandaises,19350,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,57965
322,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Huile de poissons et à brûler,Possessions hollandaises,38015,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,245020
331,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Maïs,Possessions hollandaises,6354,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,34081
334,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Nègres,Possessions hollandaises,129000,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,559000
338,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Poisson divers salé,Possessions hollandaises,5575,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,17664
344,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Morue,Possessions hollandaises,51420,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,179434
348,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Ris,Possessions hollandaises,56139,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,96511
354,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Suif,Possessions hollandaises,28667,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,63141
360,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Tabac,Possessions hollandaises,25943,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,52932
363,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des îles coton,Possessions hollandaises,3055,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,23878
366,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des îles sucre brun,Possessions hollandaises,32103,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,138109
373,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Objets divers,Possessions hollandaises,103173,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,667600
190,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Farine,Possessions portugaises,1500,,,Marchandises originaires de France,154238
244,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Vin de France,Possessions portugaises,2800,,,Marchandises originaires de France,684176
274,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de construction,Possessions portugaises,1200,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,969985
286,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de toutes sortes,Possessions portugaises,240,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,54808
374,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Objets divers,Possessions portugaises,4334,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,667600
163,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des colonies rhum,Possessions suédoises,1500,,,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1788,941312
169,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Denrées des colonies sirop,Possessions suédoises,3710,,,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1794,4159044
184,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Eau de vie,Possessions suédoises,1408,,,Marchandises originaires de France,196516
199,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Huile d'olive,Possessions suédoises,1560,,,Marchandises originaires de France,44002
205,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Liqueurs diverses,Possessions suédoises,1600,,,Marchandises originaires de France,544628
215,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,"Marchandises diverses mêlées comme chandelles, liqueurs, huile, savon, vin, etc",Possessions suédoises,7700,,,Marchandises originaires de France,496385
218,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Parfumerie diverses,Possessions suédoises,4125,,,Marchandises originaires de France,13100
220,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Poudre à tirer,Possessions suédoises,3000,,,Marchandises originaires de France,13500
234,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Toilerie de toute sorte,Possessions suédoises,200,,,Marchandises originaires de France,648578
242,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Vin de France,Possessions suédoises,13140,,,Marchandises originaires de France,684176
266,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1787 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1787,Exports,Colonies Françaises de l'Amérique,4,Bois de charonage,Possessions suédoises,4340,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France,123647
