numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,remarks
276,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Bois de toute sorte,Colonies Françaises de l'Amérique,10625,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
277,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Bois de toute sorte,Colonies Françaises de l'Amérique,17381,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
278,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Bois de toute sorte,Colonies Françaises de l'Amérique,29235,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
279,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Bois de toute sorte,Colonies Françaises de l'Amérique,6134,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
280,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Bois de toute sorte,Colonies Françaises de l'Amérique,2200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
281,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Bois de toute sorte,Colonies Françaises de l'Amérique,86931,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
282,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,3120,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
283,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,7190,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
284,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,1000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
285,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,1780,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
286,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Chairs salées,Colonies Françaises de l'Amérique,43359,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
287,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Chairs salées,Colonies Françaises de l'Amérique,25787,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
288,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Chairs salées,Colonies Françaises de l'Amérique,7960,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
289,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Chairs salées,Colonies Françaises de l'Amérique,24983,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
290,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Chairs salées,Colonies Françaises de l'Amérique,4794,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
291,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Chairs salées,Colonies Françaises de l'Amérique,62908,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
292,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Citrons et orange,Colonies Françaises de l'Amérique,10140,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
293,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Citrons et orange,Colonies Françaises de l'Amérique,1100,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
294,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Cordages,Colonies Françaises de l'Amérique,1200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
295,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Cordages,Colonies Françaises de l'Amérique,1730,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
296,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Côtes de baleine,Colonies Françaises de l'Amérique,49500,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
297,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Cuirs en poil,Colonies Françaises de l'Amérique,13317,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
298,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Cuirs en poil,Colonies Françaises de l'Amérique,1500,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
299,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Cuirs tannés,Colonies Françaises de l'Amérique,4657,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
300,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Dents d'éléphants,Colonies Françaises de l'Amérique,20000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
301,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Grains et graines diverses,Colonies Françaises de l'Amérique,315,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
302,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Grains et graines diverses,Colonies Françaises de l'Amérique,8899,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
303,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Harengs,Colonies Françaises de l'Amérique,5670,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
304,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Harengs,Colonies Françaises de l'Amérique,5267,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
305,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Harengs,Colonies Françaises de l'Amérique,6187,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
306,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Harengs,Colonies Françaises de l'Amérique,1426,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
307,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,73652,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
308,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,3839,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
309,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,5940,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
310,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,480,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
311,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,480,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
312,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,12018,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
313,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Mays,Colonies Françaises de l'Amérique,19095,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
314,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Mays,Colonies Françaises de l'Amérique,8693,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
315,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Mays,Colonies Françaises de l'Amérique,7272,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
316,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Mays,Colonies Françaises de l'Amérique,9201,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
317,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Mays,Colonies Françaises de l'Amérique,48,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
318,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Mays,Colonies Françaises de l'Amérique,35074,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
319,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Nègres,Colonies Françaises de l'Amérique,148000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
320,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Nègres,Colonies Françaises de l'Amérique,141000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
321,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Nègres,Colonies Françaises de l'Amérique,17000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
322,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Nègres,Colonies Françaises de l'Amérique,60000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
323,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Poisson divers salé,Colonies Françaises de l'Amérique,7103,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
324,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Poisson divers salé,Colonies Françaises de l'Amérique,5256,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
325,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Poisson divers salé,Colonies Françaises de l'Amérique,7714,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
326,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Morue,Colonies Françaises de l'Amérique,47850,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
327,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Morue,Colonies Françaises de l'Amérique,25184,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
328,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Morue,Colonies Françaises de l'Amérique,6075,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
329,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Morue,Colonies Françaises de l'Amérique,21075,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
330,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Morue,Colonies Françaises de l'Amérique,74801,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
331,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Riz,Colonies Françaises de l'Amérique,1275,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
332,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Riz,Colonies Françaises de l'Amérique,2882,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
333,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Riz,Colonies Françaises de l'Amérique,8872,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
334,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Riz,Colonies Françaises de l'Amérique,540,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
335,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Riz,Colonies Françaises de l'Amérique,15697,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
336,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Suif,Colonies Françaises de l'Amérique,4177,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
337,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Suif,Colonies Françaises de l'Amérique,35654,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
338,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Suif,Colonies Françaises de l'Amérique,2962,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
339,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Suif,Colonies Françaises de l'Amérique,13274,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
340,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Tabac,Colonies Françaises de l'Amérique,360,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
341,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Tabac,Colonies Françaises de l'Amérique,60859,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
342,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Tabac,Colonies Françaises de l'Amérique,3060,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
343,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Tabac,Colonies Françaises de l'Amérique,11730,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
344,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Tabac,Colonies Françaises de l'Amérique,126,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
345,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Tabac,Colonies Françaises de l'Amérique,79246,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
346,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Cacao,Colonies Françaises de l'Amérique,21428,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
347,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Cacao,Colonies Françaises de l'Amérique,1170,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
348,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Cacao,Colonies Françaises de l'Amérique,1450,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
349,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Cacao,Colonies Françaises de l'Amérique,1340,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
350,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Caffé,Colonies Françaises de l'Amérique,15200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
351,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Caffé,Colonies Françaises de l'Amérique,2000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
352,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Coton,Colonies Françaises de l'Amérique,28702,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
353,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Coton,Colonies Françaises de l'Amérique,7372,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
354,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Coton,Colonies Françaises de l'Amérique,41030,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
355,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Coton,Colonies Françaises de l'Amérique,10825,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
356,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Indigo,Colonies Françaises de l'Amérique,3892,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
357,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Indigo,Colonies Françaises de l'Amérique,35110,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
358,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Sucre brut,Colonies Françaises de l'Amérique,86827,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
359,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Sucre brut,Colonies Françaises de l'Amérique,2190,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
360,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Sucre brut,Colonies Françaises de l'Amérique,10700,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
361,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Sucre brut,Colonies Françaises de l'Amérique,48583,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
362,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Rocou,Colonies Françaises de l'Amérique,17530,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
363,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Rocou,Colonies Françaises de l'Amérique,300,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
364,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Objets divers,Colonies Françaises de l'Amérique,281234,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
