numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,origine,quantity_unit,Leurvaleursubtotal_1,remarks,Double compte
407,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,Tabago,1675,,Paris,,154855,Pas de quantité indiquée,0
408,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,Sénégal et Guinée,320,,Paris,,,Pas de quantité indiquée,0
409,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,St Domingue,39040,,Rouen,,111750,Pas de quantité indiquée,0
410,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,La Martinique,46710,,Rouen,,111750,Pas de quantité indiquée,0
411,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,La Guadeloupe,26000,,Rouen,,111750,Pas de quantité indiquée,0
412,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,Tabago,7030,,Angleterre,,,Pas de quantité indiquée,0
413,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,Sénégal et Guinée,2292,,Angleterre,,,Pas de quantité indiquée,0
414,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,St Domingue,1250,,Le Havre,,,Pas de quantité indiquée,0
415,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Mercerie mêlée,La Martinique,600,,Le Havre,,,Pas de quantité indiquée,0
416,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Moules à taillandier,St Domingue,13272,4424,Angleterre,en nombre,21456,,0
417,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Moules à taillandier,La Martinique,5376,1792,Angleterre,en nombre,21456,,0
418,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Moules à taillandier,La Guadeloupe,2808,936,Angleterre,en nombre,21456,,0
419,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Meubles divers,St Domingue,103742,,,,157546,Pas de quantité indiquée,0
420,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Meubles divers,La Martinique,31177,,,,157546,Pas de quantité indiquée,0
421,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Meubles divers,La Guadeloupe,22567,,,,157546,Pas de quantité indiquée,0
422,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Meubles divers,Tabago,60,,,,157546,Pas de quantité indiquée,0
423,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,33,Meubles divers,Sénégal et Guinée,1550,,,,,Pas de quantité indiquée,0
424,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de coton,La Martinique,11940,398,Rouen,douzaines,13800,,0
425,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de coton,Tabago,1860,62,Rouen,douzaines,13800,,0
426,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de coton,Sénégal et Guinée,9600,120,Rouen,douzaines,,,0
427,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de coton,Sénégal et Guinée,4900,180,Indes,douzaines,,,0
428,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil,St Domingue,22110,737,Cholet,douzaines,71310,,0
429,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil,La Martinique,36600,1220,Cholet,douzaines,71310,,0
430,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil,La Guadeloupe,12600,420,Cholet,douzaines,71310,,0
431,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil,St Domingue,8640,360,Rouen,douzaines,,,0
432,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil en coton,St Domingue,7920,330,Rouen,douzaines,19920,,0
433,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil en coton,La Martinique,12000,500,Rouen,douzaines,19920,,0
434,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil en coton,St Domingue,60040,1580,Cholet,douzaines,74260,,0
435,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil en coton,La Martinique,1710,45,Cholet,douzaines,74290,,0
436,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de fil en coton,La Guadeloupe,12540,330,Cholet,douzaines,74290,,0
437,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mouchoirs de soye et coton,St Domingue,142,57,Lyon,en nombre,,,0
438,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,mouchoirs au brin de soye,St Domingue,375,150,Nîmes,en nombre,,,0
439,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Mousseline,St Domingue,44400,5550,Rouen,aunes,,,0
440,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Outils divers,St Domingue,590,,,,1490,Pas de quantité indiquée,0
441,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Outils divers,La Martinique,900,,,,1490,Pas de quantité indiquée,0
442,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Orfevrerie diverse,St Domingue,5770,,Paris,,9405,Pas de quantité indiquée,0
443,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Orfevrerie diverse,La Martinique,2260,,Paris,,9405,Pas de quantité indiquée,0
444,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Orfevrerie diverse,La Guadeloupe,1375,,Paris,,9405,Pas de quantité indiquée,0
445,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Orfevrerie diverse,Sénégal et Guinée,200,,Paris,,,Pas de quantité indiquée,0
446,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Vaisselle d'argent,St Domingue,38711,"624,3854166667",Paris,marcs,112477,,0
448,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Vaisselle d'argent,La Martinique,65257,"1052,5138888889",Paris,marcs,112477,,0
450,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Vaisselle d'argent,La Guadeloupe,8509,"137,2569444444",Paris,marcs,112477,,0
452,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Vaisselle d'argent,Sénégal et Guinée,2232,36,Paris,onces,,,0
453,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages divers en bois,St Domingue,3240,,Le Havre,,,Pas de quantité indiquée,0
454,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages divers en cuir,St Domingue,600,,Angleterre,,3270,Pas de quantité indiquée,0
455,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages divers en cuir,Tabago,2670,,Angleterre,,3270,Pas de quantité indiquée,0
456,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers,St Domingue,4895,979,Paris,paires,7245,,0
457,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers,La Martinique,1315,263,Paris,paires,7245,,0
458,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers,La Guadeloupe,675,135,Paris,paires,7245,,0
459,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers,Tabago,360,72,Paris,paires,7245,,0
460,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers couverts en étoffes,St Domingue,1512,,Paris,,2542,Pas de quantité indiquée,0
461,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers couverts en étoffes,La Martinique,750,,Paris,,2542,Pas de quantité indiquée,0
462,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages souliers couverts en étoffes,La Guadeloupe,280,,Paris,,2542,Pas de quantité indiquée,0
463,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages selliers,St Domingue,350,,Angleterre,,4990,Pas de quantité indiquée,0
464,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages selliers,La Martinique,450,,Angleterre,,4990,Pas de quantité indiquée,0
465,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages selliers,Tabago,4190,,Angleterre,,4990,Pas de quantité indiquée,0
466,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en cuivre doré et argenté,St Domingue,1300,,Paris,,1930,Pas de quantité indiquée,0
467,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en cuivre doré et argenté,La Martinique,630,,Paris,,1930,Pas de quantité indiquée,0
468,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en cuivre doré et argenté,Sénégal et Guinée,830,,Paris,,,Pas de quantité indiquée,0
469,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages de modes,St Domingue,6592,,Paris,,13634,Pas de quantité indiquée,0
470,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages de modes,La Martinique,6470,,Paris,,13634,Pas de quantité indiquée,0
471,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages de modes,La Guadeloupe,572,,Paris,,13634,Pas de quantité indiquée,0
472,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pierres,St Domingue,2658,,Le Havre,,3690,Pas de quantité indiquée,0
473,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pierres,La Martinique,252,,Le Havre,,3690,Pas de quantité indiquée,0
474,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pierres,La Guadeloupe,580,,Le Havre,,3690,Pas de quantité indiquée,0
475,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pierres,Tabago,200,,Le Havre,,3690,Pas de quantité indiquée,0
476,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,"Ouvrages en terre cuites, briques, carreaux etc",St Domingue,110186,,Le Havre,,125190,Pas de quantité indiquée,0
477,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,"Ouvrages en terre cuites, briques, carreaux etc",La Martinique,9373,,Le Havre,,125190,Pas de quantité indiquée,0
478,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,"Ouvrages en terre cuites, briques, carreaux etc",La Guadeloupe,3471,,Le Havre,,125190,Pas de quantité indiquée,0
479,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,"Ouvrages en terre cuites, briques, carreaux etc",Tabago,2160,,Le Havre,,125190,Pas de quantité indiquée,0
480,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,"Ouvrages en terre cuites, briques, carreaux etc",Sénégal et Guinée,3720,,Le Havre,,,Pas de quantité indiquée,0
481,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pipes à fumer,St Domingue,480,120,Hollande,grosses,1344,,0
482,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pipes à fumer,Tabago,864,144,Hollande,grosses,1344,,0
483,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Ouvrages en pipes à fumer,Sénégal et Guinée,1086,181,Hollande,grosses,,,0
484,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,"Ouvrages barbues, canettes et jarres en terre",Sénégal et Guinée,3739,,Hollande,,,Pas de quantité indiquée,0
485,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier blanc,Tabago,1107,50,Étranger,rames,,,0
486,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier blanc,Sénégal et Guinée,680,85,Étranger,rames,,,0
487,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier blanc,St Domingue,2000,100,Rouen,rames,,,0
488,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier gris,St Domingue,365,73,Rouen,rames,,,0
489,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier à tapisserie,St Domingue,4247,1573,Paris,rouleaux,5853,,0
490,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier à tapisserie,La Martinique,1512,560,Paris,rouleaux,5853,,0
491,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier à tapisserie,La Guadeloupe,94,35,Paris,rouleaux,5853,,0
492,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Papier de musique,La Martinique,670,,Paris,,,Pas de quantité indiquée,0
493,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Registre en blanc,St Domingue,230,,Le Havre,,690,Pas de quantité indiquée,0
494,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Registre en blanc,Tabago,460,,Le Havre,,690,Pas de quantité indiquée,0
495,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parasols de soye,St Domingue,480,24,Paris,en nombre,2992,,0
496,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parasols de soye,La Martinique,1540,77,Paris,en nombre,2992,,0
497,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parasols de soye,Tabago,972,48,Paris,en nombre,2992,,0
498,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parasols de soye,Sénégal et Guinée,2950,147,Paris,en nombre,,,0
499,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parfumerie diverse,St Domingue,4440,,Rouen,,5295,Pas de quantité indiquée,0
500,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parfumerie diverse,La Martinique,570,,Rouen,,5295,Pas de quantité indiquée,0
501,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parfumerie diverse,Tabago,285,,Rouen,,5295,Pas de quantité indiquée,0
502,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Parfumerie diverse,Sénégal et Guinée,100,,Rouen,,,Pas de quantité indiquée,0
503,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Peaux de chats apprêtées,Sénégal et Guinée,846,88,Rouen,douzaines,,,0
504,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Peaux diverses apprêtées,St Domingue,240,,Rouen,,492,Pas de quantité indiquée,0
505,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Peaux diverses apprêtées,La Martinique,252,,Rouen,,492,Pas de quantité indiquée,0
506,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Pierres à fusil,Sénégal et Guinée,414,96,Nantes,milliers,,,0
507,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plomb à giboyer,St Domingue,180,600,Angleterre,livres,,,0
508,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plomb à giboyer,Sénégal et Guinée,2053,6835,Angleterre,livres,,,0
509,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plomb laminé,St Domingue,2640,8000,Angleterre,livres,5676,,0
510,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plomb laminé,Tabago,3036,9200,Angleterre,livres,5676,,0
511,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plomb laminé,Sénégal et Guinée,9682,29340,Angleterre,livres,,,0
512,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plomb laminé,Sénégal et Guinée,2256,6837,Hambourg,livres,,,0
513,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plumes d'autruches apprêtées,St Domingue,3000,,Paris,,5550,Pas de quantité indiquée,0
514,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plumes d'autruches apprêtées,La Martinique,1650,,Paris,,5550,Pas de quantité indiquée,0
515,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Plumes d'autruches apprêtées,La Guadeloupe,900,,Paris,,5550,Pas de quantité indiquée,0
516,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Poisson salé divers,St Domingue,8480,,,,26460,Pas de quantité indiquée,0
517,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Poisson salé divers,La Martinique,4890,,,,26460,Pas de quantité indiquée,0
518,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Poisson salé divers,La Guadeloupe,560,,,,26460,Pas de quantité indiquée,0
519,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Poisson salé divers,Tabago,12530,,,,26460,Pas de quantité indiquée,0
520,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Morue sèche,St Domingue,3300,125000,Pêche français,livres,,,0
521,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Morue verte,St Domingue,744,496,Dieppe,en nombre,,,0
522,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Saumon salé,St Domingue,300,1000,Angleterre,livres,18546,,0
523,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Saumon salé,La Martinique,17166,57220,Angleterre,livres,18456,,0
524,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Saumon salé,La Guadeloupe,990,3300,Angleterre,livres,18456,,0
525,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,34,Saumon salé,Sénégal et Guinée,2296,6720,Angleterre,livres,,,0
526,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Porcelaine,Tabago,2280,380,Lorient,livres,,,0
527,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Porcelaine,St Domingue,18780,3130,Sèvres,livres,23130,,0
528,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Porcelaine,La Martinique,4350,725,Sèvres,livres,23130,,0
529,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Poudre à tirer,St Domingue,29757,42966,,livres,29937,,0
530,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Poudre à tirer,Tabago,180,200,,livres,29937,,0
531,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Poudre à tirer,Sénégal et Guinée,21185,138535,,livres,,,0
532,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie de cuivre en clous,St Domingue,300,,Angleterre,,,,0
533,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie de cuivre en clous,Sénégal et Guinée,4792,2130,Angleterre,livres,,,0
534,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,35,Quincaillerie de fer,St Domingue,7600,4150,Rouen,livres,11600,,0
